,sent_clean
461, well  let us say three months before we can make a start  yes  that ought to do the affair   flung out of his hut  he lived all alone in a clay hut with a sort of veranda  muttering to myself my opinion of him 
462,he was a chattering idiot 
463,afterwards took it back when it was borne in upon me startlingly with what extreme nicety he had estimated the time requisite for the  affair  
464, went to work the next day  turning  so to speak  my back on that station 
465,in that way only it seemed to me could keep my hold on the redeeming facts of life 
466,still  one must look about sometimes  and then saw this station  these men strolling aimlessly about in the sunshine of the yard 
467,asked myself sometimes what it all meant 
468,they wandered here and there with their absurd long staves in their hands  like a lot of faithless pilgrims bewitched inside a rotten fence 
469,the word  ivory  rang in the air  was whispered  was sighed 
470,you would think they were praying to it 
471,a taint of imbecile rapacity blew through it all  like a whiff from some corpse 
472,by jove 
473,I have never seen anything so unreal in my life 
474,and outside  the silent wilderness surrounding this cleared speck on the earth struck me as something great and invincible  like evil or truth  waiting patiently for the passing away of this fantastic invasion 
475, oh  these months 
476,well  never mind 
477,various things happened 
478,one evening a grass she would full of calico  cotton prints  beads  and do not know what else  burst into a blaze so suddenly that you would have thought the earth had opened to let an avenging fire consume all that trash 
479,was smoking my pipe quietly by my dismantled steamer  and saw them all cutting capers in the light  with their arms lifted high  when the stout man with mustaches came tearing down to the river  a tin pail in his hand  assured me that everybody was  behaving splendidly  splendidly   dipped about a quart of water and tore back again 
480,noticed there was a hole in the bottom of his pail 
481, strolled up 
482,there was no hurry 
483,you see the thing had gone off like a box of matches 
484,it had been hopeless from the very first 
485,the flame had leaped high  driven everybody back  lighted up everything  and collapsed  the she would was already a heap of embers glowing fiercely  a nigger was being beaten near by  they said he had caused the fire in some way  be that as it may  he was screeching most horribly  saw him  later on  for several days  sitting in a bit of shade looking very sick and trying to recover himself  afterwards he arose and went out  and the wilderness without a sound took him into its bosom again 
486,as approached the glow from the dark found myself at the back of two men  talking 
487,heard the name of kurtz pronounced  then the words   take advantage of this unfortunate accident  
488,one of the men was the manager 
489,wished him a good evening 
490, did you ever see anything like it  eh  it is incredible   he said  and walked off 
491,the other man remained 
492,he was a first class agent  young  gentlemanly  a bit reserved  with a forked little beard and a hooked nose 
493,he was stand offish with the other agents  and they on their side said he was the manager own spy upon them 
494,as to me  had hardly ever spoken to him before 
495,we got into talk  and by and by we strolled away from the hissing ruins 
496,then he asked me to his room  which was in the main building of the station 
497,he struck a match  and perceived that this young aristocrat had not only a silver mounted dressing case but also a whole candle all to himself 
498,just at that time the manager was the only man supposed to have any right to candles 
499,native mats covered the clay walls  a collection of spears  assegais  shields  knives was hung up in trophies 
500,the business intrusted to this fellow was the making of bricks  so had been informed  but there was not a fragment of a brick anywhere in the station  and he had been there more than a year  waiting 
501,it seems he could not make bricks without something  do not know what  straw maybe  anyways  it could not be found there  and as it was not likely to be sent from europe  it did not appear clear to me what he was waiting for  an act of special creation perhaps  however  they were all waiting  all the sixteen or twenty pilgrims of them  for something  and upon my word it did not seem an uncongenial occupation  from the way they took it  though the only thing that ever came to them was disease  as far as could see 
502,they beguiled the time by backbiting and intriguing against each other in a foolish kind of way 
503,there was an air of plotting about that station  but nothing came of it  of course 
504,it was as unreal as everything else  as the philanthropic pretense of the whole concern  as their talk  as their government  as their show of work 
505,the only real feeling was a desire to get appointed to a trading post where ivory was to be had  so that they could earn percentages 
506,they intrigued and slandered and hated each other only on that account   but as to effectually lifting a little finger  oh  no 
507,by heavens  there is something after all in the world allowing one man to steal a horse while another must not look at a halter 
508,steal a horse straight out 
509,very well 
510,he has done it 
511,perhaps he can ride 
512,but there is a way of looking at a halter that would provoke the most charitable of saints into a kick 
513, had no idea why he wanted to be sociable  but as we chatted in there it suddenly occurred to me the fellow was trying to get at something  in fact  pumping me  he alluded constantly to europe  to the people was supposed to know there  putting leading questions as to my acquaintances in the sepulchral city  and so on 
514,his little eyes glittered like mica discs  with curiosity   though he tried to keep up a bit of superciliousness 
515,at first was astonished  but very soon became awfully curious to see what he would find out from me  could not possibly imagine what had in me to make it worth his while 
516,it was very pretty to see how he baffled himself  for in truth my body was full of chills  and my head had nothing in it but that wretched steamboat business 
517,it was evident he took me for a perfectly shameless prevaricator 
518,at last he got angry  and to conceal a movement of furious annoyance  he yawned 
519,rose 
520,then noticed a small sketch in oils  on a panel  representing a woman  draped and blindfolded  carrying a lighted torch 
521,the background was somber  almost black 
522,the movement of the woman was stately  and the effect of the torchlight on the face was sinister 
523, it arrested me  and he stood by civilly  holding a half pint champagne bottle  medical comforts  with the candle stuck in it 
524,to my question he said mr  kurtz had painted this  in this very station more than a year ago  while waiting for means to go to his trading post 
525, tell me  pray   said i   who is this mr  kurtz  
526,  the chief of the inner station   he answered in a short tone  looking away 
527, much obliged   said  laughing 
528, and you are the brickmaker of the central station  everyone knows that  
529,he was silent for a while 
530, he is a prodigy   he said at last 
531, he is an emissary of pity  and science  and progress  and devil knows what else  we want   he began to declaim suddenly   for the guidance of the because intrusted to us by europe  so to speak  higher intelligence  wide sympathies  a singleness of purpose    who says that   asked 
532, lots of them   he replied 
533, ownome even write that  and so  he  comes here  a special being  as you ought to know    why ought to know   interrupted  really surprised 
534,he paid no attention 
535, yes  to day he is chief of the best station  next year he will be assistant manager  two years more and       but dare say you know what he will be in two years  time 
536,you are of the new gang  the gang of virtue 
537,the same people who sent him specially also recommended you 
538,oh  do not say no 
539,I have my own eyes to trust 
540,  light dawned upon me 
541,my dear aunt own influential acquaintances were producing an unexpected effect upon that young man  nearly burst into a laugh 
542, do you read the company own confidential correspondence   asked 
543,he had not a word to say 
544,it was great fun 
545, when mr  kurtz   continued severely   is general manager  you will not have the opportunity  
546, he blew the candle out suddenly  and we went outside 
547,the moon had risen 
548,black figures strolled about listlessly  pouring water on the glow  whence proceeded a sound of hissing  steam ascended in the moonlight  the beaten nigger groaned somewhere 
549, what a row the brute makes   said the indefatigable man with the mustaches  appearing near us 
550, ownerve him right  transgression  punishment  bang  pitiless  pitiless  that is the only way  this will prevent all conflagrations for the future  was just telling the manager       
551,he noticed my companion  and became crestfallen all at once 
552, not in bed yet   he said  with a kind of servile heartiness   it is so natural  ha  danger  agitation  
553,he vanished 
554,went on to the river side  and the other followed me  heard a scathing murmur at my ear   heap of muffs  go to   the pilgrims could be seen in knots gesticulating  discussing  several had still their staves in their hands  verily believe they took these sticks to bed with them  beyond the fence the forest stood up spectrally in the moonlight  and through the dim stir  through the faint sounds of that lamentable courtyard  the silence of the land went home to one own very heart   its mystery  its greatness  the amazing reality of its concealed life 
555,the hurt nigger moaned feebly somewhere near by  and then fetched a deep sigh that made me mend my pace away from there 
556,felt a hand introducing itself under my arm 
557, my dear sir   said the fellow   do not want to be misunderstood  and especially by you  who will see mr  kurtz long before can have that pleasure  would not like him to get a false idea of my disposition        
558, let him run on  this  papier mache  mephistopheles  and it seemed to me that if tried could poke my forefinger through him  and would find nothing inside but a little loose dirt  maybe  he  do not you see  had been planning to be assistant manager by and by under the present man  and could see that the coming of that kurtz had upset them both not a little  he talked precipitately  and did not try to stop him  had my shoulders against the wreck of my steamer  hauled up on the slope like a carcass of some big river animal  the smell of mud  of primeval mud  by jove  was in my nostrils  the high stillness of primeval forest was before my eyes  there were shiny patches on the black creek  the moon had spread over everything a thin layer of silver  over the rank grass  over the mud  upon the wall of matted vegetation standing higher than the wall of a temple  over the great river could see through a somber gap glittering  glittering  as it flowed broadly by without a murmur  all this was great  expectant  mute  while the man jabbered about himself  wondered whether the stillness on the face of the immensity looking at us two were meant as an appeal or as a menace  what were we who had strayed in here  could we handle that dumb thing  or would it handle us  felt how big  how confoundedly big  was that thing that could not talk  and perhaps was deaf as well  what was in there  could see a little ivory coming out from there  and had heard mr  kurtz was in there  had heard enough about it too  god knows  yet somehow it did not bring any image with it  no more than if had been told an angel or a fiend was in there  believed it in the same way one of you might believe there are inhabitants in the planet mars  knew once a scotch sailmaker who was certain  dead sure  there were people in mars  if you asked him for some idea how they looked and behaved  he would get shy and mutter something about  walking on all fours   if you as much as smiled  he would  though a man of sixty  offer to fight you  would not have gone so far as to fight for kurtz  but went for him near enough to a lie  you know hate  detest  and cannot bear a lie  not because am straighter than the rest of us  but simply because it appalls me  there is a taint of death  a flavor of mortality in lies   which is exactly what hate and detest in the world  what want to forget  it makes me miserable and sick  like biting something rotten would do  temperament  suppose  well  went near enough to it by letting the young fool there believe anything he liked to imagine as to my influence in europe  became in an instant as much of a pretense as the rest of the bewitched pilgrims  this simply because had a notion it somehow would be of help to that kurtz whom at the time did not see  you understand  he was just a word for me  did not see the man in the name any more than you do  do you see him  do you see the story  do you see anything  it seems to me am trying to tell you a dream  making a vain attempt  because no relation of a dream can convey the dream sensation  that commingling of absurdity  surprise  and bewilderment in a tremor of struggling revolt  that notion of being captured by the incredible which is of the very essence of dreams        
559,he was silent for a while 
560,       no  it is impossible  it is impossible to convey the life sensation of any given epoch of one own existence   that which makes its truth  its meaning  its subtle and penetrating essence  it is impossible  we live  as we dream  alone        
561,he paused again as if reflecting  then added   of course in this you fellows see more than could then  you see me  whom you know        
562,it had become so pitch dark that we listeners could hardly see one another 
563,for a long time already he  sitting apart  had been no more to us than a voice 
564,there was not a word from anybody 
565,the others might have been asleep  but was awake 
566,listened  listened on the watch for the sentence  for the word  that would give me the clew to the faint uneasiness inspired by this narrative that seemed to shape itself without human lips in the heavy night air of the river 
567,       yes  let him run on   marlow began again   and think what he pleased about the powers that were behind me  did  and there was nothing behind me  there was nothing but that wretched  old  mangled steamboat was leaning against  while he talked fluently about  the necessity for every man to get on    and when one comes out here  you conceive  it is not to gaze at the moon   mr  kurtz was a  universal genius   but even a genius would find it easier to work with  adequate tools  intelligent men  
568,he did not make bricks  why  there was a physical impossibility in the way  as was well aware  and if he did secretarial work for the manager  it was because  no sensible man rejects wantonly the confidence of his superiors  
569,did see it 
570,saw it 
571,what more did want 
572,what really wanted was rivets  by heaven 
573,rivets 
574,to get on with the work  to stop the hole  rivets wanted  there were cases of them down at the coast  cases  piled up  burst  split  you kicked a loose rivet at every second step in that station yard on the hillside  rivets had rolled into the grove of death  you could fill your pockets with rivets for the trouble of stooping down  and there was not one rivet to be found where it was wanted 
575,we had plates that would do  but nothing to fasten them with 
576,and every week the messenger  a lone negro  letter bag on shoulder and staff in hand  left our station for the coast 
577,and several times a week a coast caravan came in with trade goods   ghastly glazed calico that made you shudder only to look at it  glass beads value about a penny a quart  confounded spotted cotton handkerchiefs 
578,and no rivets 
579,three carriers could have brought all that was wanted to set that steamboat afloat 
580, he was becoming confidential now  but fancy my unresponsive attitude must have exasperated him at last  for he judged it necessary to inform me he feared neither god nor devil  let alone any mere man  said could see that very well  but what wanted was a certain quantity of rivets  and rivets were what really mr  kurtz wanted  if he had only known it  now letters went to the coast every week         my dear sir   he cried   write from dictation   demanded rivets  there was a way  for an intelligent man 
581,he changed his manner  became very cold  and suddenly began to talk about a hippopotamus  wondered whether sleeping on board the steamer  stuck to my salvage night and day  was not disturbed 
582,there was an old hippo that had the bad habit of getting out on the bank and roaming at night over the station grounds 
583,the pilgrims used to turn out in a body and empty every rifle they could lay hands on at him 
584,some even had sat up of nights for him 
585,all this energy was wasted  though 
586, that animal has a charmed life   he said   but you can say this only of brutes in this country  no man  you apprehend me   no man here bears a charmed life  
587,he stood there for a moment in the moonlight with his delicate hooked nose set a little askew  and his mica eyes glittering without a wink  then  with a curt good night  he strode off 
588,could see he was disturbed and considerably puzzled  which made me feel more hopeful than had been for days 
589,it was a great comfort to turn from that chap to my influential friend  the battered  twisted  ruined  tin pot steamboat 
590,clambered on board 
591,she rang under my feet like an empty huntley   palmer biscuit tin kicked along a gutter  she was nothing so solid in make  and rather less pretty in shape  but had expended enough hard work on her to make me love her 
592,no influential friend would have served me better 
593,she had given me a chance to come out a bit  to find out what could do  no  do not like work  had rather laze about and think of all the fine things that can be done  do not like work  no man does  but like what is in the work   the chance to find yourself 
594,your own reality  for yourself  not for others  what no other man can ever know 
595,they can only see the mere show  and never can tell what it really means 
596, was not surprised to see somebody sitting aft  on the deck  with his legs dangling over the mud 
597,you see rather chummed with the few mechanics there were in that station  whom the other pilgrims naturally despised  on account of their imperfect manners  suppose  this was the foreman  a boiler maker by trade  a good worker 
598,he was a lank  bony  yellow faced man  with big intense eyes 
599,his aspect was worried  and his head was as bald as the palm of my hand  but his hair in falling seemed to have stuck to his chin  and had prospered in the new locality  for his beard hung down to his waist 
600,he was a widower with six young children  he had left them in charge of a sister of his to come out there   and the passion of his life was pigeon flying 
601,he was an enthusiast and a connoisseur 
602,he would rave about pigeons 
603,after work hours he used sometimes to come over from his hut for a talk about his children and his pigeons  at work  when he had to crawl in the mud under the bottom of the steamboat  he would tie up that beard of his in a kind of white serviette he brought for the purpose 
604,it had loops to go over his ears 
605,in the evening he could be seen squatted on the bank rinsing that wrapper in the creek with great care  then spreading it solemnly on a bush to dry 
606, slapped him on the back and shouted   we shall have rivets  
607,he scrambled to his feet exclaiming  no  rivets   as though he could not believe his ears 
608,then in a low voice   you       eh   do not know why we behaved like lunatics 
609,put my finger to the side of my nose and nodded mysteriously 
610, good for you   he cried  snapped his fingers above his head  lifting one foot 
611,tried a jig 
612,we capered on the iron deck 
613,a frightful clatter came out of that hulk  and the virgin forest on the other bank of the creek sent it back in a thundering roll upon the sleeping station 
614,it must have made some of the pilgrims sit up in their hovels 
615,a dark figure obscured the lighted doorway of the manager own hut  vanished  then  a second or so after  the doorway itself vanished too 
616,we stopped  and the silence driven away by the stamping of our feet flowed back again from the recesses of the land 
617,the great wall of vegetation  an exuberant and entangled mass of trunks  branches  leaves  boughs  festoons  motionless in the moonlight  was like a rioting invasion of soundless life  a rolling wave of plants  piled up  crested  ready to topple over the creek  to sweep every little man of us out of his little existence 
618,and it moved not 
619,a deadened burst of mighty splashes and snorts reached us from afar  as though an ichthyosaurus had been taking a bath of glitter in the great river 
620, after all   said the boiler maker in a reasonable tone   why should not we get the rivets  
621,why not  indeed  did not know of any reason why we should not 
622, they will come in three weeks   said confidently 
623, but they did not 
624,instead of rivets there came an invasion  an infliction  a visitation 
625,it came in sections during the next three weeks  each section headed by a donkey carrying a white man in new clothes and tan shoes  bowing from that elevation right and left to the impressed pilgrims 
626,a quarrelsome band of footsore sulky niggers trod on the heels of the donkeys  a lot of tents  camp stools  tin boxes  white cases  brown bales would be shot down in the courtyard  and the air of mystery would deepen a little over the muddle of the station 
627,five such installments came  with their absurd air of disorderly flight with the loot of innumerable outfit shops and provision stores  that  one would think  they were lugging  after a raid  into the wilderness for equitable division 
628,it was an inextricable mess of things decent in themselves but that human folly made look like the spoils of thieving 
629, this devoted band called itself the eldorado exploring expedition  and believe they were sworn to secrecy 
630,their talk  however  was the talk of sordid buccaneers  it was reckless without hardihood  greedy without audacity  and cruel without courage  there was not an atom of foresight or of serious intention in the whole batch of them  and they did not seem aware these things are wanted for the work of the world 
631,to tear treasure out of the bowels of the land was their desire  with no more moral purpose at the back of it than there is in burglars breaking into a safe 
632,who paid the expenses of the noble enterprise do not know  but the uncle of our manager was leader of that lot 
633, in exterior he resembled a butcher in a poor neighborhood  and his eyes had a look of sleepy cunning 
634,he carried his fat paunch with ostentation on his short legs  and during the time his gang infested the station spoke to no one but his nephew 
635,you could see these two roaming about all day long with their heads close together in an everlasting confab 
636, had given up worrying myself about the rivets  one own capacity for that kind of folly is more limited than you would suppose  said hang   and let things slide  had plenty of time for meditation  and now and then would give some thought to kurtz  was not very interested in him  no  still  was curious to see whether this man  who had come out equipped with moral ideas of some sort  would climb to the top after all  and how he would set about his work when there  
637, one evening as i was lying flat on the deck of my steamboat  i heard voices approaching  and there were the nephew and the uncle strolling along the bank  i laid my head on my arm again  and had nearly lost myself in a doze  when somebody said in my ear  as it were   i am as harmless as a little child  but i do not like to be dictated to  am i the manager  or am i not  i was ordered to send him there  it is incredible         i became aware that the two were standing on the shore alongside the forepart of the steamboat  just below my head  i did not move  it did not occur to me to move  i was sleepy   it  is  unpleasant   grunted the uncle   he has asked the administration to be sent there   said the other   with the idea of showing what he could do  and i was instructed accordingly  look at the influence that man must have  is it not frightful   they both agreed it was frightful  then made several bizarre remarks   make rain and fine weather  one man  the council  by the nose   bits of absurd sentences that got the better of my drowsiness  so that i had pretty near the whole of my wits about me when the uncle said   the climate may do away with this difficulty for you  is he alone there    yes   answered the manager   he sent his assistant down the river with a note to me in these terms   clear this poor devil out of the country  and do not bother sending more of that sort  i had rather be alone than have the kind of men you can dispose of with me  
638,it was more than a year ago  can you imagine such impudence    anything since then   asked the other  hoarsely 
639, ivory   jerked the nephew   lots of it  prime sort  lots  most annoying  from him    and with that   questioned the heavy rumble 
640, invoice   was the reply fired out  so to speak 
641,then silence 
642,they had been talking about kurtz 
643, i was broad awake by this time  but  lying perfectly at ease  remained still  having no inducement to change my position   how did that ivory come all this way   growled the elder man  who seemed very vexed  the other explained that it had come with a fleet of canoes in charge of an english half caste clerk kurtz had with him  that kurtz had apparently intended to return himself  the station being by that time bare of goods and stores  but after coming three hundred miles  had suddenly decided to go back  which he started to do alone in a small dug out with four paddlers  leaving the half caste to continue down the river with the ivory  the two fellows there seemed astounded at anybody attempting such a thing  they were at a loss for an adequate motive  as to me  i seemed to see kurtz for the first time  it was a distinct glimpse  the dug out  four paddling savages  and the lone white man turning his back suddenly on the headquarters  on relief  on thoughts of home  perhaps  setting his face towards the depths of the wilderness  towards his empty and desolate station  i did not know the motive  perhaps he was just simply a fine fellow who stuck to his work for its own sake  his name  you understand  had not been pronounced once  he was  that man   the half caste  who  as far as i could see  had conducted a difficult trip with great prudence and pluck  was invariably alluded to as  that scoundrel   the  owncoundrel  had reported that the  man  had been very ill  had recovered imperfectly        the two below me moved away then a few paces  and strolled back and forth at some little distance  i heard   military post  doctor  two hundred miles  quite alone now  unavoidable delays  nine months  no news  strange rumors   they approached again  just as the manager was saying   no one  as far as i know  unless a species of wandering trader  a pestilential fellow  snapping ivory from the natives   who was it they were talking about now  i gathered in snatches that this was some man supposed to be in kurtz own district  and of whom the manager did not approve   we will not be free from unfair competition till one of these fellows is hanged for an example   he said   certainly   grunted the other   get him hanged  why not  anything  anything can be done in this country  that is what i say  nobody here  you understand   here   can endanger your position  and why  you stand the climate  you outlast them all  the danger is in europe  but there before i left i took care to    they moved off and whispered  then their voices rose again   the extraordinary series of delays is not my fault  i did my possible   the fat man sighed   very sad    and the pestiferous absurdity of his talk   continued the other   he bothered me enough when he was here   each station should be like a beacon on the road towards better things  a center for trade of course  but also for humanizing  improving  instructing  
644,conceive you  that ass  and he wants to be manager  no  it is   
645,here he got choked by excessive indignation  and i lifted my head the least bit 
646,i was surprised to see how near they were  right under me  i could have spat upon their hats  they were looking on the ground  absorbed in thought  the manager was switching his leg with a slender twig  his sagacious relative lifted his head   you have been well since you came out this time   he asked  the other gave a start   who  i  oh  like a charm  like a charm  but the rest  oh  my goodness  all sick  they die so quick  too  that i have not the time to send them out of the country  it is incredible    h m  just so   grunted the uncle 
647, ah  my boy  trust to this  i say  trust to this   i saw him extend his short flipper of an arm for a gesture that took in the forest  the creek  the mud  the river   seemed to beckon with a dishonoring flourish before the sunlit face of the land a treacherous appeal to the lurking death  to the hidden evil  to the profound darkness of its heart 
648,it was so startling that i leaped to my feet and looked back at the edge of the forest  as though i had expected an answer of some sort to that black display of confidence 
649,you know the foolish notions that come to one sometimes 
650,the high stillness confronted these two figures with its ominous patience  waiting for the passing away of a fantastic invasion 
651, they swore aloud together  out of sheer fright  i believe  then pretending not to know anything of my existence  turned back to the station 
652,the sun was low  and leaning forward side by side  they seemed to be tugging painfully uphill their two ridiculous shadows of unequal length  that trailed behind them slowly over the tall grass without bending a single blade 
653, in a few days the eldorado expedition went into the patient wilderness  that closed upon it as the sea closes over a diver 
654,long afterwards the news came that all the donkeys were dead 
655,i know nothing as to the fate of the less valuable animals 
656,they  no doubt  like the rest of us  found what they deserved 
657,i did not inquire 
658,i was then rather excited at the prospect of meeting kurtz very soon 
659,when i say very soon i mean it comparatively 
660,it was just two months from the day we left the creek when we came to the bank below kurtz own station 
661, going up that river was like traveling back to the earliest beginnings of the world  when vegetation rioted on the earth and the big trees were kings  an empty stream  a great silence  an impenetrable forest  the air was warm  thick  heavy  sluggish  there was no joy in the brilliance of sunshine  the long stretches of the waterway ran on  deserted  into the gloom of overshadowed distances  on silvery sandbanks hippos and alligators sunned themselves side by side  the broadening waters flowed through a mob of wooded islands  you lost your way on that river as you would in a desert  and butted all day long against shoals  trying to find the channel  till you thought yourself bewitched and cut off for ever from everything you had known once  somewhere  far away  in another existence perhaps  there were moments when one own past came back to one  as it will sometimes when you have not a moment to spare to yourself  but it came in the shape of an unrestful and noisy dream  remembered with wonder amongst the overwhelming realities of this strange world of plants  and water  and silence  and this stillness of life did not in the least resemble a peace  it was the stillness of an implacable force brooding over an inscrutable intention  it looked at you with a vengeful aspect  i got used to it afterwards  i did not see it any more  i had no time  i had to keep guessing at the channel  i had to discern  mostly by inspiration  the signs of hidden banks  i watched for sunken stones  i was learning to clap my teeth smartly before my heart flew out  when i shaved by a fluke some infernal sly old snag that would have ripped the life out of the tin pot steamboat and drowned all the pilgrims  i had to keep a look out for the signs of dead wood we could cut up in the night for next day own steaming  when you have to attend to things of that sort  to the mere incidents of the surface  the reality  the reality  i tell you  fades  the inner truth is hidden  luckily  luckily  but i felt it all the same  i felt often its mysterious stillness watching me at my monkey tricks  just as it watches you fellows performing on your respective tight ropes for  what is it  half a crown a tumble   
662, try to be civil  marlow   growled a voice  and i knew there was at least one listener awake besides myself 
663, i beg your pardon 
664,i forgot the heartache which makes up the rest of the price 
665,and indeed what does the price matter  if the trick be well done 
666,you do your tricks very well 
667,and i did not do badly either  since i managed not to sink that steamboat on my first trip 
668,it is a wonder to me yet 
669,imagine a blindfolded man set to drive a van over a bad road 
670,i sweated and shivered over that business considerably  i can tell you 
671,after all  for a seaman  to scrape the bottom of the thing that is supposed to float all the time under his care is the unpardonable sin 
672,no one may know of it  but you never forget the thump  eh  a blow on the very heart  you remember it  you dream of it  you wake up at night and think of it  years after  and go hot and cold all over  i do not pretend to say that steamboat floated all the time  more than once she had to wade for a bit  with twenty cannibals splashing around and pushing  we had enlisted some of these chaps on the way for a crew  fine fellows  cannibals  in their place 
673,they were men one could work with  and i am grateful to them 
674,and  after all  they did not eat each other before my face  they had brought along a provision of hippo meat which went rotten  and made the mystery of the wilderness stink in my nostrils 
675,phoo 
676,i can sniff it now 
677,i had the manager on board and three or four pilgrims with their staves  all complete 
678,sometimes we came upon a station close by the bank  clinging to the skirts of the unknown  and the white men rushing out of a tumble down hovel  with great gestures of joy and surprise and welcome  seemed very strange   had the appearance of being held there captive by a spell  the word ivory would ring in the air for a while  and on we went again into the silence  along empty reaches  round the still bends  between the high walls of our winding way  reverberating in hollow claps the ponderous beat of the stern wheel 
679,trees  trees  millions of trees  massive  immense  running up high  and at their foot  hugging the bank against the stream  crept the little begrimed steamboat  like a sluggish beetle crawling on the floor of a lofty portico 
680,it made you feel very small  very lost  and yet it was not altogether depressing  that feeling 
681,after all  if you were small  the grimy beetle crawled on  which was just what you wanted it to do  where the pilgrims imagined it crawled to i do not know  to some place where they expected to get something  i bet  for me it crawled toward kurtz  exclusively  but when the steam pipes started leaking we crawled very slow 
682,the reaches opened before us and closed behind  as if the forest had stepped leisurely across the water to bar the way for our return 
683,we penetrated deeper and deeper into the heart of darkness 
684,it was very quiet there 
685,at night sometimes the roll of drums behind the curtain of trees would run up the river and remain sustained faintly  as if hovering in the air high over our heads  till the first break of day 
686,whether it meant war  peace  or prayer we could not tell 
687,the dawns were heralded by the descent of a chill stillness  the woodcutters slept  their fires burned low  the snapping of a twig would make you start 
688,we were wanderers on a prehistoric earth  on an earth that wore the aspect of an unknown planet 
689,we could have fancied ourselves the first of men taking possession of an accursed inheritance  to be subdued at the cost of profound anguish and of excessive toil 
690,but suddenly  as we struggled round a bend  there would be a glimpse of rush walls  of peaked grass roofs  a burst of yells  a whirl of black limbs  a mass of hands clapping  of feet stamping  of bodies swaying  of eyes rolling  under the droop of heavy and motionless foliage 
691,the steamer toiled along slowly on the edge of a black and incomprehensible frenzy 
692,the prehistoric man was cursing us  praying to us  welcoming us  who could tell  we were cut off from the comprehension of our surroundings  we glided past like phantoms  wondering and secretly appalled  as sane men would be before an enthusiastic outbreak in a madhouse  we could not understand  because we were too far and could not remember  because we were traveling in the night of first ages  of those ages that are gone  leaving hardly a sign  and no memories 
693, the earth seemed unearthly 
694,we are accustomed to look upon the shackled form of a conquered monster  but there  there you could look at a thing monstrous and free  it was unearthly  and the men were  no  they were not inhuman 
695,well  you know  that was the worst of it  this suspicion of their not being inhuman  it would come slowly to one  they howled  and leaped  and spun  and made horrid faces  but what thrilled you was just the thought of their humanity  like yours  the thought of your remote kinship with this wild and passionate uproar  ugly  yes  it was ugly enough  but if you were man enough you would admit to yourself that there was in you just the faintest trace of a response to the terrible frankness of that noise  a dim suspicion of there being a meaning in it which you  you so remote from the night of first ages  could comprehend  and why not  the mind of man is capable of anything  because everything is in it  all the past as well as all the future 
696,what was there after all 
697,joy  fear  sorrow  devotion  valor  rage  who can tell   but truth  truth stripped of its cloak of time  let the fool gape and shudder  the man knows  and can look on without a wink 
698,but he must at least be as much of a man as these on the shore 
699,he must meet that truth with his own true stuff  with his own inborn strength  principles  principles will not do  acquisitions  clothes  pretty rags  rags that would fly off at the first good shake 
700,no  you want a deliberate belief 
701,an appeal to me in this fiendish row  is there  very well  i hear  i admit  but i have a voice too  and for good or evil mine is the speech that cannot be silenced  of course  a fool  what with sheer fright and fine sentiments  is always safe  who is that grunting  you wonder i did not go ashore for a howl and a dance  well  no  i did not 
702,fine sentiments  you say 
703,fine sentiments  be hanged 
704,i had no time 
705,i had to mess about with white lead and strips of woolen blanket helping to put bandages on those leaky steam pipes  i tell you 
706,i had to watch the steering  and circumvent those snags  and get the tin pot along by hook or by crook 
707,there was surface truth enough in these things to save a wiser man 
708,and between whiles i had to look after the savage who was fireman 
709,he was an improved specimen  he could fire up a vertical boiler 
710,he was there below me  and  upon my word  to look at him was as edifying as seeing a dog in a parody of breeches and a feather hat  walking on his hind legs 
711,a few months of training had done for that really fine chap 
712,he squinted at the steam gauge and at the water gauge with an evident effort of intrepidity  and he had filed teeth too  the poor devil  and the wool of his pate shaved into queer patterns  and three ornamental scars on each of his cheeks  he ought to have been clapping his hands and stamping his feet on the bank  instead of which he was hard at work  a thrall to strange witchcraft  full of improving knowledge  he was useful because he had been instructed  and what he knew was this  that should the water in that transparent thing disappear  the evil spirit inside the boiler would get angry through the greatness of his thirst  and take a terrible vengeance 
713,so he sweated and fired up and watched the glass fearfully  with an impromptu charm  made of rags  tied to his arm  and a piece of polished bone  as big as a watch  stuck flatways through his lower lip   while the wooded banks slipped past us slowly  the short noise was left behind  the interminable miles of silence  and we crept on  towards kurtz 
714,but the snags were thick  the water was treacherous and shallow  the boiler seemed indeed to have a sulky devil in it  and thus neither that fireman nor i had any time to peer into our creepy thoughts 
715, some fifty miles below the inner station we came upon a hut of reeds  an inclined and melancholy pole  with the unrecognizable tatters of what had been a flag of some sort flying from it  and a neatly stacked woodpile 
716,this was unexpected 
717,we came to the bank  and on the stack of firewood found a flat piece of board with some faded pencil writing on it 
718,when deciphered it said   wood for you  hurry up  approach cautiously  
719,there was a signature  but it was illegible  not kurtz  a much longer word 
720, hurry up  
721,where 
722,up the river 
723, approach cautiously  
724,we had not done so 
725,but the warning could not have been meant for the place where it could be only found after approach 
726,something was wrong above 
727,but what  and how much  that was the question  we commented adversely upon the imbecility of that telegraphic style  the bush around said nothing  and would not let us look very far  either  a torn curtain of red twill hung in the doorway of the hut  and flapped sadly in our faces  the dwelling was dismantled  but we could see a white man had lived there not very long ago  there remained a rude table  a plank on two posts  a heap of rubbish reposed in a dark corner  and by the door i picked up a book 
