,sent_raw
332,he thought and while he hesitated out flew the aeroplane over Ludgate Circus.
333,It was strange; it was still.
334,Not a sound was to be heard above the traffic.
335,Unguided it seemed; sped of its own free will.
336,"And now, curving up and up, straight up, like something mounting in ecstasy, in pure delight, out from behind poured white smoke looping, writing a T, an O, an F."
337,"""What are they looking at?"" said Clarissa Dalloway to the maid who opened her door."
338,The hall of the house was cool as a vault.
339,"Mrs. Dalloway raised her hand to her eyes, and, as the maid shut the door to, and she heard the swish of Lucy's skirts, she felt like a nun who has left the world and feels fold round her the familiar veils and the response to old devotions."
340,The cook whistled in the kitchen.
341,She heard the click of the typewriter.
342,"It was her life, and, bending her head over the hall table, she bowed beneath the influence, felt blessed and purified, saying to herself, as she took the pad with the telephone message on it, how moments like this are buds on the tree of life, flowers of darkness they are, she thought (as if some lovely rose had blossomed for her eyes only); not for a moment did she believe in God; but all the more, she thought, taking up the pad, must one repay in daily life to servants, yes, to dogs and canaries, above all to Richard her husband, who was the foundation of it--of the gay sounds, of the green lights, of the cook even whistling, for Mrs. Walker was Irish and whistled all day long--one must pay back from this secret deposit of exquisite moments, she thought, lifting the pad, while Lucy stood by her, trying to explain how"
343,"""Mr. Dalloway, ma'am""--"
344,"Clarissa read on the telephone pad, ""Lady Bruton wishes to know if Mr. Dalloway will lunch with her to-day."""
345,"""Mr. Dalloway, ma'am, told me to tell you he would be lunching out."""
346,"""Dear!"" said Clarissa, and Lucy shared as she meant her to her disappointment (but not the pang); felt the concord between them; took the hint; thought how the gentry love; gilded her own future with calm; and, taking Mrs. Dalloway's parasol, handled it like a sacred weapon which a Goddess, having acquitted herself honourably in the field of battle, sheds, and placed it in the umbrella stand."
347,"""Fear no more,"" said Clarissa."
348,"Fear no more the heat o' the sun; for the shock of Lady Bruton asking Richard to lunch without her made the moment in which she had stood shiver, as a plant on the river-bed feels the shock of a passing oar and shivers: so she rocked: so she shivered."
349,"Millicent Bruton, whose lunch parties were said to be extraordinarily amusing, had not asked her."
350,No vulgar jealousy could separate her from Richard.
351,"But she feared time itself, and read on Lady Bruton's face, as if it had been a dial cut in impassive stone, the dwindling of life; how year by year her share was sliced; how little the margin that remained was capable any longer of stretching, of absorbing, as in the youthful years, the colours, salts, tones of existence, so that she filled the room she entered, and felt often as she stood hesitating one moment on the threshold of her drawing-room, an exquisite suspense, such as might stay a diver before plunging while the sea darkens and brightens beneath him, and the waves which threaten to break, but only gently split their surface, roll and conceal and encrust as they just turn over the weeds with pearl."
352,She put the pad on the hall table.
353,"She began to go slowly upstairs, with her hand on the bannisters, as if she had left a party, where now this friend now that had flashed back her face, her voice; had shut the door and gone out and stood alone, a single figure against the appalling night, or rather, to be accurate, against the stare of this matter-of-fact June morning; soft with the glow of rose petals for some, she knew, and felt it, as she paused by the open staircase window which let in blinds flapping, dogs barking, let in, she thought, feeling herself suddenly shrivelled, aged, breastless, the grinding, blowing, flowering of the day, out of doors, out of the window, out of her body and brain which now failed, since Lady Bruton, whose lunch parties were said to be extraordinarily amusing, had not asked her."
354,"Like a nun withdrawing, or a child exploring a tower, she went upstairs, paused at the window, came to the bathroom."
355,There was the green linoleum and a tap dripping.
356,There was an emptiness about the heart of life; an attic room.
357,Women must put off their rich apparel.
358,At midday they must disrobe.
359,She pierced the pincushion and laid her feathered yellow hat on the bed.
360,"The sheets were clean, tight stretched in a broad white band from side to side."
361,Narrower and narrower would her bed be.
362,The candle was half burnt down and she had read deep in Baron Marbot's Memoirs.
363,She had read late at night of the retreat from Moscow.
364,"For the House sat so long that Richard insisted, after her illness, that she must sleep undisturbed."
365,And really she preferred to read of the retreat from Moscow.
366,He knew it.
367,"So the room was an attic; the bed narrow; and lying there reading, for she slept badly, she could not dispel a virginity preserved through childbirth which clung to her like a sheet."
368,"Lovely in girlhood, suddenly there came a moment--for example on the river beneath the woods at Clieveden--when, through some contraction of this cold spirit, she had failed him."
369,"And then at Constantinople, and again and again."
370,She could see what she lacked.
371,It was not beauty; it was not mind.
372,"It was something central which permeated; something warm which broke up surfaces and rippled the cold contact of man and woman, or of women together."
373,For that she could dimly perceive.
374,"She resented it, had a scruple picked up Heaven knows where, or, as she felt, sent by Nature (who is invariably wise); yet she could not resist sometimes yielding to the charm of a woman, not a girl, of a woman confessing, as to her they often did, some scrape, some folly."
375,"And whether it was pity, or their beauty, or that she was older, or some accident--like a faint scent, or a violin next door (so strange is the power of sounds at certain moments), she did undoubtedly then feel what men felt. Only for a moment; but it was enough. It was a sudden revelation, a tinge like a blush which one tried to check and then, as it spread, one yielded to its expansion, and rushed to the farthest verge and there quivered and felt the world come closer, swollen with some astonishing significance, some pressure of rapture, which split its thin skin and gushed and poured with an extraordinary alleviation over the cracks and sores! Then, for that moment, she had seen an illumination; a match burning in a crocus; an inner meaning almost expressed. But the close withdrew; the hard softened. It was over--the moment."
376,Against such moments (with women too) there contrasted (as she laid her hat down) the bed and Baron Marbot and the candle half-burnt.
377,"Lying awake, the floor creaked; the lit house was suddenly darkened, and if she raised her head she could just hear the click of the handle released as gently as possible by Richard, who slipped upstairs in his socks and then, as often as not, dropped his hot-water bottle and swore!"
378,How she laughed!
379,"But this question of love (she thought, putting her coat away), this falling in love with women."
380,Take Sally Seton; her relation in the old days with Sally Seton.
381,"Had not that, after all, been love?"
382,"She sat on the floor--that was her first impression of Sally--she sat on the floor with her arms round her knees, smoking a cigarette."
383,Where could it have been?
384,The Mannings?
385,The Kinloch-Jones's?
386,"At some party (where, she could not be certain), for she had a distinct recollection of saying to the man she was with, ""Who is that?"""
387,"And he had told her, and said that Sally's parents did not get on (how that shocked her--that one's parents should quarrel!)."
388,But all that evening she could not take her eyes off Sally.
389,"It was an extraordinary beauty of the kind she most admired, dark, large-eyed, with that quality which, since she hadn't got it herself, she always envied--a sort of abandonment, as if she could say anything, do anything; a quality much commoner in foreigners than in Englishwomen. Sally always said she had French blood in her veins, an ancestor had been with Marie Antoinette, had his head cut off, left a ruby ring. Perhaps that summer she came to stay at Bourton, walking in quite unexpectedly without a penny in her pocket, one night after dinner, and upsetting poor Aunt Helena to such an extent that she never forgave her. There had been some quarrel at home. She literally hadn't a penny that night when she came to them--had pawned a brooch to come down."
390,She had rushed off in a passion.
391,They sat up till all hours of the night talking.
392,"Sally it was who made her feel, for the first time, how sheltered the life at Bourton was."
393,She knew nothing about sex--nothing about social problems. She had once seen an old man who had dropped dead in a field--she had seen cows just after their calves were born.
394,"But Aunt Helena never liked discussion of anything (when Sally gave her William Morris, it had to be wrapped in brown paper)."
395,"There they sat, hour after hour, talking in her bedroom at the top of the house, talking about life, how they were to reform the world."
396,"They meant to found a society to abolish private property, and actually had a letter written, though not sent out."
397,"The ideas were Sally's, of course--but very soon she was just as excited--read Plato in bed before breakfast; read Morris; read Shelley by the hour."
398,"Sally's power was amazing, her gift, her personality."
399,"There was her way with flowers, for instance."
400,At Bourton they always had stiff little vases all the way down the table.
401,"Sally went out, picked hollyhocks, dahlias--all sorts of flowers that had never been seen together--cut their heads off, and made them swim on the top of water in bowls."
402,"The effect was extraordinary--coming in to dinner in the sunset. (Of course Aunt Helena thought it wicked to treat flowers like that.) Then she forgot her sponge, and ran along the passage naked. That grim old housemaid, Ellen Atkins, went about grumbling--""Suppose any of the gentlemen had seen?"""
403,Indeed she did shock people.
404,"She was untidy, Papa said."
405,"The strange thing, on looking back, was the purity, the integrity, of her feeling for Sally."
406,It was not like one's feeling for a man.
407,"It was completely disinterested, and besides, it had a quality which could only exist between women, between women just grown up."
408,"It was protective, on her side; sprang from a sense of being in league together, a presentiment of something that was bound to part them (they spoke of marriage always as a catastrophe), which led to this chivalry, this protective feeling which was much more on her side than Sally's."
409,For in those days she was completely reckless; did the most idiotic things out of bravado; bicycled round the parapet on the terrace; smoked cigars.
410,"Absurd, she was--very absurd."
411,"But the charm was overpowering, to her at least, so that she could remember standing in her bedroom at the top of the house holding the hot-water can in her hands and saying aloud, ""She is beneath this roof. . . . She is beneath this roof!"""
412,"No, the words meant absolutely nothing to her now."
413,She could not even get an echo of her old emotion.
414,"But she could remember going cold with excitement, and doing her hair in a kind of ecstasy (now the old feeling began to come back to her, as she took out her hairpins, laid them on the dressing-table, began to do her hair), with the rooks flaunting up and down in the pink evening light, and dressing, and going downstairs, and feeling as she crossed the hall ""if it were now to die 'twere now to be most happy."""
415,"That was her feeling--Othello's feeling, and she felt it, she was convinced, as strongly as Shakespeare meant Othello to feel it, all because she was coming down to dinner in a white frock to meet Sally Seton!"
416,She was wearing pink gauze--was that possible?
417,"She seemed, anyhow, all light, glowing, like some bird or air ball that has flown in, attached itself for a moment to a bramble."
418,But nothing is so strange when one is in love (and what was this except being in love?) as the complete indifference of other people.
419,Aunt Helena just wandered off after dinner; Papa read the paper.
420,"Peter Walsh might have been there, and old Miss Cummings; Joseph Breitkopf certainly was, for he came every summer, poor old man, for weeks and weeks, and pretended to read German with her, but really played the piano and sang Brahms without any voice."
421,All this was only a background for Sally.
422,"She stood by the fireplace talking, in that beautiful voice which made everything she said sound like a caress, to Papa, who had begun to be attracted rather against his will (he never got over lending her one of his books and finding it soaked on the terrace), when suddenly she said, ""What a shame to sit indoors!"" and they all went out on to the terrace and walked up and down."
423,Peter Walsh and Joseph Breitkopf went on about Wagner.
424,She and Sally fell a little behind.
425,Then came the most exquisite moment of her whole life passing a stone urn with flowers in it.
426,Sally stopped; picked a flower; kissed her on the lips.
427,The whole world might have turned upside down!
428,The others disappeared; there she was alone with Sally.
429,"And she felt that she had been given a present, wrapped up, and told just to keep it, not to look at it--a diamond, something infinitely precious, wrapped up, which, as they walked (up and down, up and down), she uncovered, or the radiance burnt through, the revelation, the religious feeling!--when old Joseph and Peter faced them:"
430,"""Star-gazing?"" said Peter."
431,It was like running one's face against a granite wall in the darkness!
432,It was shocking; it was horrible!
433,Not for herself.
434,"She felt only how Sally was being mauled already, maltreated; she felt his hostility; his jealousy; his determination to break into their companionship."
435,All this she saw as one sees a landscape in a flash of lightning--and Sally (never had she admired her so much!) gallantly taking her way unvanquished.
436,She laughed.
437,"She made old Joseph tell her the names of the stars, which he liked doing very seriously."
438,She stood there: she listened.
439,She heard the names of the stars.
440,"""Oh this horror!"" she said to herself, as if she had known all along that something would interrupt, would embitter her moment of happiness."
441,"Yet, after all, how much she owed to him later."
442,"Always when she thought of him she thought of their quarrels for some reason--because she wanted his good opinion so much, perhaps."
443,"She owed him words: ""sentimental,"" ""civilised""; they started up every day of her life as if he guarded her."
444,A book was sentimental; an attitude to life sentimental.
445,"""Sentimental,"" perhaps she was to be thinking of the past."
446,"What would he think, she wondered, when he came back?"
447,That she had grown older?
448,"Would he say that, or would she see him thinking when he came back, that she had grown older?"
449,It was true.
450,Since her illness she had turned almost white.
451,"Laying her brooch on the table, she had a sudden spasm, as if, while she mused, the icy claws had had the chance to fix in her."
452,She was not old yet.
453,She had just broken into her fifty-second year.
454,Months and months of it were still untouched.
455,"June, July, August!"
456,"Each still remained almost whole, and, as if to catch the falling drop, Clarissa (crossing to the dressing-table) plunged into the very heart of the moment, transfixed it, there--the moment of this June morning on which was the pressure of all the other mornings, seeing the glass, the dressing-table, and all the bottles afresh, collecting the whole of her at one point (as she looked into the glass), seeing the delicate pink face of the woman who was that very night to give a party; of Clarissa Dalloway; of herself."
457,"How many million times she had seen her face, and always with the same imperceptible contraction!"
458,She pursed her lips when she looked in the glass.
459,It was to give her face point.
460,That was her self--pointed; dartlike; definite.
461,"That was her self when some effort, some call on her to be her self, drew the parts together, she alone knew how different, how incompatible and composed so for the world only into one centre, one diamond, one woman who sat in her drawing-room and made a meeting-point, a radiancy no doubt in some dull lives, a refuge for the lonely to come to, perhaps; she had helped young people, who were grateful to her; had tried to be the same always, never showing a sign of all the other sides of her--faults, jealousies, vanities, suspicions, like this of Lady Bruton not asking her to lunch; which, she thought (combing her hair finally), is utterly base!"
462,"Now, where was her dress?"
463,Her evening dresses hung in the cupboard.
464,"Clarissa, plunging her hand into the softness, gently detached the green dress and carried it to the window."
465,She had torn it.
466,Some one had trod on the skirt.
467,She had felt it give at the Embassy party at the top among the folds.
468,"By artificial light the green shone, but lost its colour now in the sun."
469,She would mend it.
470,Her maids had too much to do.
471,She would wear it to-night.
472,"She would take her silks, her scissors, her--what was it?--her thimble, of course, down into the drawing-room, for she must also write, and see that things generally were more or less in order."
473,"Strange, she thought, pausing on the landing, and assembling that diamond shape, that single person, strange how a mistress knows the very moment, the very temper of her house!"
474,Faint sounds rose in spirals up the well of the stairs; the swish of a mop; tapping; knocking; a loudness when the front door opened; a voice repeating a message in the basement; the chink of silver on a tray; clean silver for the party.
475,All was for the party.
476,"(And Lucy, coming into the drawing-room with her tray held out, put the giant candlesticks on the mantelpiece, the silver casket in the middle, turned the crystal dolphin towards the clock. They would come; they would stand; they would talk in the mincing tones which she could imitate, ladies and gentlemen. Of all, her mistress was loveliest--mistress of silver, of linen, of china, for the sun, the silver, doors off their hinges, Rumpelmayer's men, gave her a sense, as she laid the paper-knife on the inlaid table, of something achieved. Behold! Behold! she said, speaking to her old friends in the baker's shop, where she had first seen service at Caterham, prying into the glass. She was Lady Angela, attending Princess Mary, when in came Mrs. Dalloway.)"
477,"""Oh Lucy,"" she said, ""the silver does look nice!"""
478,"""And how,"" she said, turning the crystal dolphin to stand straight, ""how did you enjoy the play last night?"" ""Oh, they had to go before the end!"" she said."
479,"""They had to be back at ten!"" she said."
480,"""So they don't know what happened,"" she said."
481,"""That does seem hard luck,"" she said (for her servants stayed later, if they asked her)."
482,"""That does seem rather a shame,"" she said, taking the old bald-looking cushion in the middle of the sofa and putting it in Lucy's arms, and giving her a little push, and crying:"
483,"""Take it away! Give it to Mrs. Walker with my compliments! Take it away!"" she cried."
484,"And Lucy stopped at the drawing-room door, holding the cushion, and said, very shyly, turning a little pink, Couldn't she help to mend that dress?"
485,"But, said Mrs. Dalloway, she had enough on her hands already, quite enough of her own to do without that."
486,"""But, thank you, Lucy, oh, thank you,"" said Mrs. Dalloway, and thank you, thank you, she went on saying (sitting down on the sofa with her dress over her knees, her scissors, her silks), thank you, thank you, she went on saying in gratitude to her servants generally for helping her to be like this, to be what she wanted, gentle, generous-hearted."
487,Her servants liked her.
488,And then this dress of hers--where was the tear?
489,and now her needle to be threaded.
490,"This was a favourite dress, one of Sally Parker's, the last almost she ever made, alas, for Sally had now retired, living at Ealing, and if ever I have a moment, thought Clarissa (but never would she have a moment any more), I shall go and see her at Ealing."
491,"For she was a character, thought Clarissa, a real artist."
492,She thought of little out-of-the-way things; yet her dresses were never queer.
493,You could wear them at Hatfield; at Buckingham Palace.
494,She had worn them at Hatfield; at Buckingham Palace.
495,"Quiet descended on her, calm, content, as her needle, drawing the silk smoothly to its gentle pause, collected the green folds together and attached them, very lightly, to the belt."
496,"So on a summer's day waves collect, overbalance, and fall; collect and fall; and the whole world seems to be saying ""that is all"" more and more ponderously, until even the heart in the body which lies in the sun on the beach says too, That is all."
497,"Fear no more, says the heart."
498,"Fear no more, says the heart, committing its burden to some sea, which sighs collectively for all sorrows, and renews, begins, collects, lets fall."
499,"And the body alone listens to the passing bee; the wave breaking; the dog barking, far away barking and barking."
500,"""Heavens, the front-door bell!"" exclaimed Clarissa, staying her needle."
501,"Roused, she listened."
502,"""Mrs. Dalloway will see me,"" said the elderly man in the hall."
503,"""Oh yes, she will see me,"" he repeated, putting Lucy aside very benevolently, and running upstairs ever so quickly."
504,"""Yes, yes, yes,"" he muttered as he ran upstairs."
505,"""She will see me. After five years in India, Clarissa will see me."""
506,"""Who can--what can,"" asked Mrs. Dalloway (thinking it was outrageous to be interrupted at eleven o'clock on the morning of the day she was giving a party), hearing a step on the stairs. She heard a hand upon the door. She made to hide her dress, like a virgin protecting chastity, respecting privacy. Now the brass knob slipped. Now the door opened, and in came--for a single second she could not remember what he was called! so surprised she was to see him, so glad, so shy, so utterly taken aback to have Peter Walsh come to her unexpectedly in the morning!"
507,(She had not read his letter.)
508,"""And how are you?"" said Peter Walsh, positively trembling; taking both her hands; kissing both her hands."
509,"She's grown older, he thought, sitting down."
510,"I shan't tell her anything about it, he thought, for she's grown older."
511,"She's looking at me, he thought, a sudden embarrassment coming over him, though he had kissed her hands."
512,"Putting his hand into his pocket, he took out a large pocket-knife and half opened the blade."
513,"Exactly the same, thought Clarissa; the same queer look; the same check suit; a little out of the straight his face is, a little thinner, dryer, perhaps, but he looks awfully well, and just the same."
514,"""How heavenly it is to see you again!"" she exclaimed."
515,He had his knife out.
516,"That's so like him, she thought."
517,"He had only reached town last night, he said; would have to go down into the country at once; and how was everything, how was everybody--Richard?"
518,Elizabeth?
519,"""And what's all this?"" he said, tilting his pen-knife towards her green dress."
520,"He's very well dressed, thought Clarissa; yet he always criticises me."
521,"Here she is mending her dress; mending her dress as usual, he thought; here she's been sitting all the time I've been in India; mending her dress; playing about; going to parties; running to the House and back and all that, he thought, growing more and more irritated, more and more agitated, for there's nothing in the world so bad for some women as marriage, he thought; and politics; and having a Conservative husband, like the admirable Richard."
522,"So it is, so it is, he thought, shutting his knife with a snap."
523,"""Richard's very well. Richard's at a Committee,"" said Clarissa."
524,"And she opened her scissors, and said, did he mind her just finishing what she was doing to her dress, for they had a party that night?"
525,"""Which I shan't ask you to,"" she said."
526,"""My dear Peter!"" she said."
527,"But it was delicious to hear her say that--my dear Peter! Indeed, it was all so delicious--the silver, the chairs; all so delicious!"
528,Why wouldn't she ask him to her party?
529,he asked.
530,"Now of course, thought Clarissa, he's enchanting! perfectly enchanting!"
531,Now I remember how impossible it was ever to make up my mind--and why did I make up my mind--not to marry him?
532,"she wondered, that awful summer?"
533,"""But it's so extraordinary that you should have come this morning!"" she cried, putting her hands, one on top of another, down on her dress."
534,"""Do you remember,"" she said, ""how the blinds used to flap at Bourton?"""
535,"""They did,"" he said; and he remembered breakfasting alone, very awkwardly, with her father; who had died; and he had not written to Clarissa."
536,"But he had never got on well with old Parry, that querulous, weak-kneed old man, Clarissa's father, Justin Parry."
537,"""I often wish I'd got on better with your father,"" he said."
538,"""But he never liked any one who--our friends,"" said Clarissa; and could have bitten her tongue for thus reminding Peter that he had wanted to marry her."
539,"Of course I did, thought Peter; it almost broke my heart too, he thought; and was overcome with his own grief, which rose like a moon looked at from a terrace, ghastly beautiful with light from the sunken day."
540,"I was more unhappy than I've ever been since, he thought."
541,And as if in truth he were sitting there on the terrace he edged a little towards Clarissa; put his hand out; raised it; let it fall.
542,"There above them it hung, that moon."
543,"She too seemed to be sitting with him on the terrace, in the moonlight."
544,"""Herbert has it now,"" she said."
545,"""I never go there now,"" she said."
546,"Then, just as happens on a terrace in the moonlight, when one person begins to feel ashamed that he is already bored, and yet as the other sits silent, very quiet, sadly looking at the moon, does not like to speak, moves his foot, clears his throat, notices some iron scroll on a table leg, stirs a leaf, but says nothing--so Peter Walsh did now."
547,For why go back like this to the past?
548,he thought.
549,Why make him think of it again?
550,"Why make him suffer, when she had tortured him so infernally?"
551,Why?
552,"""Do you remember the lake?"" she said, in an abrupt voice, under the pressure of an emotion which caught her heart, made the muscles of her throat stiff, and contracted her lips in a spasm as she said ""lake."""
553,"For she was a child, throwing bread to the ducks, between her parents, and at the same time a grown woman coming to her parents who stood by the lake, holding her life in her arms which, as she neared them, grew larger and larger in her arms, until it became a whole life, a complete life, which she put down by them and said, ""This is what I have made of it! This!"""
554,And what had she made of it?
555,"What, indeed?"
556,sitting there sewing this morning with Peter.
557,"She looked at Peter Walsh; her look, passing through all that time and that emotion, reached him doubtfully; settled on him tearfully; and rose and fluttered away, as a bird touches a branch and rises and flutters away."
558,Quite simply she wiped her eyes.
559,"""Yes,"" said Peter."
560,"""Yes, yes, yes,"" he said, as if she drew up to the surface something which positively hurt him as it rose."
561,Stop!
562,Stop! he wanted to cry.
563,For he was not old; his life was not over; not by any means.
564,He was only just past fifty.
565,"Shall I tell her, he thought, or not?"
566,He would like to make a clean breast of it all.
567,"But she is too cold, he thought; sewing, with her scissors; Daisy would look ordinary beside Clarissa."
568,"And she would think me a failure, which I am in their sense, he thought; in the Dalloways' sense."
569,"Oh yes, he had no doubt about that; he was a failure, compared with all this--the inlaid table, the mounted paper-knife, the dolphin and the candlesticks, the chair-covers and the old valuable English tinted prints--he was a failure! I detest the smugness of the whole affair, he thought; Richard's doing, not Clarissa's; save that she married him. (Here Lucy came into the room, carrying silver, more silver, but charming, slender, graceful she looked, he thought, as she stooped to put it down.) And this has been going on all the time! he thought; week after week; Clarissa's life; while I--he thought; and at once everything seemed to radiate from him; journeys; rides; quarrels; adventures; bridge parties; love affairs; work; work, work! and he took out his knife quite openly--his old horn-handled knife which Clarissa could swear he had had these thirty years--and clenched his fist upon it."
570,"What an extraordinary habit that was, Clarissa thought; always playing with a knife."
571,"Always making one feel, too, frivolous; empty-minded; a mere silly chatterbox, as he used."
572,"But I too, she thought, and, taking up her needle, summoned, like a Queen whose guards have fallen asleep and left her unprotected (she had been quite taken aback by this visit--it had upset her) so that any one can stroll in and have a look at her where she lies with the brambles curving over her, summoned to her help the things she did; the things she liked; her husband; Elizabeth; her self, in short, which Peter hardly knew now, all to come about her and beat off the enemy."
573,"""Well, and what's happened to you?"" she said."
574,"So before a battle begins, the horses paw the ground; toss their heads; the light shines on their flanks; their necks curve."
575,"So Peter Walsh and Clarissa, sitting side by side on the blue sofa, challenged each other."
576,His powers chafed and tossed in him.
577,"He assembled from different quarters all sorts of things; praise; his career at Oxford; his marriage, which she knew nothing whatever about; how he had loved; and altogether done his job."
578,"""Millions of things!"" he exclaimed, and, urged by the assembly of powers which were now charging this way and that and giving him the feeling at once frightening and extremely exhilarating of being rushed through the air on the shoulders of people he could no longer see, he raised his hands to his forehead."
579,Clarissa sat very upright; drew in her breath.
580,"""I am in love,"" he said, not to her however, but to some one raised up in the dark so that you could not touch her but must lay your garland down on the grass in the dark."
581,"""In love,"" he repeated, now speaking rather dryly to Clarissa Dalloway; ""in love with a girl in India."""
582,He had deposited his garland.
583,Clarissa could make what she would of it.
584,"""In love!"" she said."
585,That he at his age should be sucked under in his little bow-tie by that monster!
586,"And there's no flesh on his neck; his hands are red; and he's six months older than I am! her eye flashed back to her; but in her heart she felt, all the same, he is in love."
587,"He has that, she felt; he is in love."
588,"But the indomitable egotism which for ever rides down the hosts opposed to it, the river which says on, on, on; even though, it admits, there may be no goal for us whatever, still on, on; this indomitable egotism charged her cheeks with colour; made her look very young; very pink; very bright-eyed as she sat with her dress upon her knee, and her needle held to the end of green silk, trembling a little."
589,He was in love!
590,Not with her.
591,"With some younger woman, of course."
592,"""And who is she?"" she asked."
593,Now this statue must be brought from its height and set down between them.
594,"""A married woman, unfortunately,"" he said; ""the wife of a Major in the Indian Army."""
595,And with a curious ironical sweetness he smiled as he placed her in this ridiculous way before Clarissa.
596,"(All the same, he is in love, thought Clarissa.)"
597,"""She has,"" he continued, very reasonably, ""two small children; a boy and a girl; and I have come over to see my lawyers about the divorce."""
598,There they are! he thought.
599,"Do what you like with them, Clarissa!"
600,There they are!
601,"And second by second it seemed to him that the wife of the Major in the Indian Army (his Daisy) and her two small children became more and more lovely as Clarissa looked at them; as if he had set light to a grey pellet on a plate and there had risen up a lovely tree in the brisk sea-salted air of their intimacy (for in some ways no one understood him, felt with him, as Clarissa did)--their exquisite intimacy."
602,"She flattered him; she fooled him, thought Clarissa; shaping the woman, the wife of the Major in the Indian Army, with three strokes of a knife."
603,What a waste!
604,What a folly!
605,All his life long Peter had been fooled like that; first getting sent down from Oxford; next marrying the girl on the boat going out to India; now the wife of a Major in the Indian Army--thank Heaven she had refused to marry him!
606,"Still, he was in love; her old friend, her dear Peter, he was in love."
607,"""But what are you going to do?"" she asked him."
608,"Oh the lawyers and solicitors, Messrs. Hooper and Grateley of Lincoln's Inn, they were going to do it, he said."
609,And he actually pared his nails with his pocket-knife.
610,"For Heaven's sake, leave your knife alone! she cried to herself in irrepressible irritation; it was his silly unconventionality, his weakness; his lack of the ghost of a notion what any one else was feeling that annoyed her, had always annoyed her; and now at his age, how silly!"
611,"I know all that, Peter thought; I know what I'm up against, he thought, running his finger along the blade of his knife, Clarissa and Dalloway and all the rest of them; but I'll show Clarissa--and then to his utter surprise, suddenly thrown by those uncontrollable forces thrown through the air, he burst into tears; wept; wept without the least shame, sitting on the sofa, the tears running down his cheeks."
612,"And Clarissa had leant forward, taken his hand, drawn him to her, kissed him,--actually had felt his face on hers before she could down the brandishing of silver flashing--plumes like pampas grass in a tropic gale in her breast, which, subsiding, left her holding his hand, patting his knee and, feeling as she sat back extraordinarily at her ease with him and light-hearted, all in a clap it came over her, If I had married him, this gaiety would have been mine all day!"
613,It was all over for her.
614,The sheet was stretched and the bed narrow.
615,She had gone up into the tower alone and left them blackberrying in the sun.
616,"The door had shut, and there among the dust of fallen plaster and the litter of birds' nests how distant the view had looked, and the sounds came thin and chill (once on Leith Hill, she remembered), and Richard, Richard! she cried, as a sleeper in the night starts and stretches a hand in the dark for help."
617,"Lunching with Lady Bruton, it came back to her."
618,"He has left me; I am alone for ever, she thought, folding her hands upon her knee."
619,"Peter Walsh had got up and crossed to the window and stood with his back to her, flicking a bandanna handkerchief from side to side."
620,"Masterly and dry and desolate he looked, his thin shoulder-blades lifting his coat slightly; blowing his nose violently."
621,"Take me with you, Clarissa thought impulsively, as if he were starting directly upon some great voyage; and then, next moment, it was as if the five acts of a play that had been very exciting and moving were now over and she had lived a lifetime in them and had run away, had lived with Peter, and it was now over."
622,"Now it was time to move, and, as a woman gathers her things together, her cloak, her gloves, her opera-glasses, and gets up to go out of the theatre into the street, she rose from the sofa and went to Peter."
623,"And it was awfully strange, he thought, how she still had the power, as she came tinkling, rustling, still had the power as she came across the room, to make the moon, which he detested, rise at Bourton on the terrace in the summer sky."
624,"""Tell me,"" he said, seizing her by the shoulders."
625,"""Are you happy, Clarissa? Does Richard--"""
626,The door opened.
627,"""Here is my Elizabeth,"" said Clarissa, emotionally, histrionically, perhaps."
628,"""How d'y do?"" said Elizabeth coming forward."
629,"The sound of Big Ben striking the half-hour struck out between them with extraordinary vigour, as if a young man, strong, indifferent, inconsiderate, were swinging dumb-bells this way and that."
630,"""Hullo, Elizabeth!"" cried Peter, stuffing his handkerchief into his pocket, going quickly to her, saying ""Good-bye, Clarissa"" without looking at her, leaving the room quickly, and running downstairs and opening the hall door."
631,"""Peter! Peter!"" cried Clarissa, following him out on to the landing."
632,"""My party to-night! Remember my party to-night!"" she cried, having to raise her voice against the roar of the open air, and, overwhelmed by the traffic and the sound of all the clocks striking, her voice crying ""Remember my party to-night!"" sounded frail and thin and very far away as Peter Walsh shut the door."
633,"Remember my party, remember my party, said Peter Walsh as he stepped down the street, speaking to himself rhythmically, in time with the flow of the sound, the direct downright sound of Big Ben striking the half-hour."
634,(The leaden circles dissolved in the air.)
635,"Oh these parties, he thought; Clarissa's parties."
636,"Why does she give these parties, he thought."
637,Not that he blamed her or this effigy of a man in a tail-coat with a carnation in his buttonhole coming towards him.
638,"Only one person in the world could be as he was, in love."
639,"And there he was, this fortunate man, himself, reflected in the plate-glass window of a motor-car manufacturer in Victoria Street."
640,"All India lay behind him; plains, mountains; epidemics of cholera; a district twice as big as Ireland; decisions he had come to alone--he, Peter Walsh; who was now really for the first time in his life, in love."
641,"Clarissa had grown hard, he thought; and a trifle sentimental into the bargain, he suspected, looking at the great motor-cars capable of doing--how many miles on how many gallons?"
642,"For he had a turn for mechanics; had invented a plough in his district, had ordered wheel-barrows from England, but the coolies wouldn't use them, all of which Clarissa knew nothing whatever about."
643,"The way she said ""Here is my Elizabeth!""--that annoyed him."
644,"Why not ""Here's Elizabeth"" simply?"
645,It was insincere.
646,And Elizabeth didn't like it either.
647,(Still the last tremors of the great booming voice shook the air round him; the half-hour; still early; only half-past eleven still.)
648,For he understood young people; he liked them.
649,"There was always something cold in Clarissa, he thought."
