,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
371,371,It was not beauty; it was not mind.,-0.011347703833483826,-0.05669631789443745,-0.10002726852648265,0.03752297768388953,0.06091676803930198,-0.01987659748270415,-0.06677559624054495,-0.01575413069286118,-0.09116699612888872,-0.10687459059115174,-0.025262750854293997,0.060134754545874906,-0.04487475309904327,-0.6569640773814006,-0.6546539474603115,0.7196647736328321,0.9441176110754395,0.1756389722427378,-0.01385965456809109,-0.8052387588726408,-1.1608848617774805,-0.7745035334893616,-0.23640655816279574,0.23744746611032966,-1.3651116959473824,0.03876324709097006,-0.7596156912195066,1.4907025238139038,0.9273406808990868,-1.119483998716318,0.19961002599916836
372,372,"It was something central which permeated; something warm which broke up surfaces and rippled the cold contact of man and woman, or of women together.",-0.007242352788298898,-0.052428190691660256,-0.09126869057243613,0.03893234508459334,0.05859137267969732,-0.01977668641733747,-0.06346874412511361,-0.011047831763174143,-0.07717649233876656,-0.10037793403841644,-0.02476376526215459,0.060472221330411906,0.03276767853255112,-0.5684113241098206,-0.5198848230579804,0.6958068294235104,0.9765230905915454,0.18716726503100295,0.04210489722141715,-0.7649863931379335,-1.1010486599617557,-0.7327653025225069,-0.2645070684931839,0.2375183356798428,-1.2472134206402523,0.13493790693057742,-0.7071163000252748,1.4949327548284868,0.9274061436544933,-0.9984313424491202,0.244927012387859
373,373,For that she could dimly perceive.,-0.016684660192224234,-0.059399465122863,-0.10147167013198231,0.04027594200659764,0.06067984847783542,-0.0261423432515774,-0.06747004930984149,-0.016750219711108648,-0.08811329962854474,-0.1062757329182692,-0.02554238503118219,0.05688620223169375,-0.0871146679017155,-0.6781938041803793,-0.6303145263613731,0.7281934886993245,0.944791158488599,0.06366173034441532,-0.04437860554860886,-0.8636046891879665,-1.2506391645010677,-0.8162417644562163,-0.34880859948434845,0.2375032512780262,-1.3615713047536637,0.1762086330751279,-0.8678431637927654,1.4856798662519022,0.8250875607151004,-1.119483998716318,0.12351805299372298
374,374,"She resented it, had a scruple picked up Heaven knows where, or, as she felt, sent by Nature (who is invariably wise); yet she could not resist sometimes yielding to the charm of a woman, not a girl, of a woman confessing, as to her they often did, some scrape, some folly.",-0.025853277526470573,-0.06893161587573204,-0.11027831264379157,0.03492034588392316,0.057663603640676964,-0.030982012844028715,-0.07764936357394527,-0.026462087639021456,-0.10526511917893489,-0.11317139781097699,-0.02662243404443606,0.05499007510630254,-0.24841115952911674,-0.8621556936588715,-0.7648748660973383,0.6990657518686139,0.8633494068730334,-0.03970972810679346,-0.04437860554860886,-0.9984501143992361,-1.3403934672246547,-0.9414564573567803,-0.40500962014512476,0.0884591183411857,-1.470849824563704,0.08277668801358526,-0.8447968561794879,1.376526733641925,0.7229266228408496,-1.2405366549835162,-0.0026848267600821504
375,375,"And whether it was pity, or their beauty, or that she was older, or some accident--like a faint scent, or a violin next door (so strange is the power of sounds at certain moments), she did undoubtedly then feel what men felt. Only for a moment; but it was enough. It was a sudden revelation, a tinge like a blush which one tried to check and then, as it spread, one yielded to its expansion, and rushed to the farthest verge and there quivered and felt the world come closer, swollen with some astonishing significance, some pressure of rapture, which split its thin skin and gushed and poured with an extraordinary alleviation over the cracks and sores! Then, for that moment, she had seen an illumination; a match burning in a crocus; an inner meaning almost expressed. But the close withdrew; the hard softened. It was over--the moment.",-0.02380060200387811,-0.06964297040952824,-0.10574953650660222,0.03538073923481974,0.05602706683794149,-0.02654199360692946,-0.07764936357394527,-0.028649345423897198,-0.10252979632253281,-0.11327529185105631,-0.026412450431759396,0.057446865676540025,-0.22794664792850997,-0.8369849041294912,-0.7035826733184402,0.6951842560901489,0.8682332373164101,0.05479020118196532,-0.04437860554860886,-1.008513205832913,-1.28055726540893,-0.9414564573567803,-0.34880859948434845,0.23674936906357155,-1.3640622083893155,0.17445830485462313,-0.7914195510491377,1.3872585979802916,0.7349049969089076,-1.2405366549835162,0.10791919212595828
376,376,Against such moments (with women too) there contrasted (as she laid her hat down) the bed and Baron Marbot and the candle half-burnt.,-0.0242111371083966,-0.07006978312980595,-0.10171876693707607,0.044588606252751316,0.06203566546404326,-0.03101975017627776,-0.07764936357394527,-0.028649345423897198,-0.1019748845135496,-0.11247796549695904,-0.02637575798948798,0.05368705514677611,-0.23164810562344917,-0.8412064910004486,-0.6607502338841041,0.7392448445236449,0.9093019701603512,-0.00868233885943685,-0.07105865877620587,-1.024614152126796,-1.2506391645010677,-0.9414564573567803,-0.40500962014512476,0.3800463582455204,-1.3467700078236258,0.17683657964611446,-0.796669477460274,1.3833710051190702,0.7362211082748329,-1.1800103268499171,0.18703027454770135
377,377,"Lying awake, the floor creaked; the lit house was suddenly darkened, and if she raised her head she could just hear the click of the handle released as gently as possible by Richard, who slipped upstairs in his socks and then, as often as not, dropped his hot-water bottle and swore!",-0.027221727874865546,-0.07319974307850924,-0.10402653590969774,0.04797108801444046,0.06101631407353163,-0.03101975017627776,-0.08168885062350555,-0.03457267596564178,-0.1065756078753013,-0.11254492710418627,-0.026308963362684314,0.05580657185477294,-0.284439038354091,-0.9014156104578929,-0.6897479324615032,0.7230862752572443,0.974410671524049,-0.00868233885943685,-0.07105865877620587,-1.0688917544349739,-1.28055726540893,-1.0110201756348713,-0.40500962014512476,0.3798545244882598,-1.3222590613769467,0.14510763226966197,-0.9111249345125232,1.4882976888786663,0.737681179676417,-1.1800103268499171,0.18792775568123818
378,378,How she laughed!,-0.027769108014223533,-0.0737688267055462,-0.10402653590969774,0.04957483536704934,0.05655266989867405,-0.03101975017627776,-0.08159142486019001,-0.03773902718462576,-0.10286778806073167,-0.11251489792981119,-0.02645813892394062,0.058758606522203716,-0.3665925359733445,-0.9951133251249689,-0.7517476199366858,0.6699341280028885,0.9510397940455337,-0.00868233885943685,-0.10967786851017698,-1.0970684104492692,-1.28055726540893,-1.0249329192904897,-0.40500962014512476,0.37996430318972063,-1.2748369177464647,0.16428017529276193,-1.062181925144404,1.487826786170742,0.7378585078513608,-1.1800103268499171,0.09901781668311045
379,379,"But this question of love (she thought, putting her coat away), this falling in love with women.",-0.029274403397458005,-0.07533380667989784,-0.10132187392749055,0.04985670884719011,0.05618235865133975,-0.04098310075425815,-0.08187250475768477,-0.03882009412356941,-0.09868953435326501,-0.11276893784176598,-0.02665519216809829,0.04660891121132551,-0.33238021988143057,-0.9560934912265191,-0.7123475061660021,0.6791471829556498,1.0225268603615776,-0.09398720586819383,-0.0931775313656036,-1.0789548458686509,-1.2207210635932053,-0.9971074319792532,-0.4893111511362893,0.5260787367593027,-1.2505207882232559,0.16492662326467772,-0.9018207070568603,1.476367716014591,0.732366147551622,-1.0589576705827193,0.09696364646254985
380,380,Take Sally Seton; her relation in the old days with Sally Seton.,-0.026948037805186547,-0.07291520126499076,-0.09909622115117918,0.04971577210711973,0.058153370129086855,-0.04102377025247856,-0.08032928016763538,-0.03671338062874483,-0.10741678371272824,-0.1194923664354718,-0.026885634984284694,0.047580115149842,-0.4027929014892118,-0.9993562948844966,-0.8009414583933387,0.6933208204130638,1.0201630715486307,-0.09757792698985143,-0.0931775313656036,-1.0608412812880323,-1.190802962685343,-0.9692819446680168,-0.4893111511362893,0.3781114647305723,-1.3015907767300707,0.07792312995570368,-1.0136183302111945,1.4671938740051478,0.631426429824578,-1.1800103268499171,0.012603945809264267
381,381,"Had not that, after all, been love?",-0.02763226297938404,-0.07362655579878696,-0.10323125086762869,0.05192378103488903,0.06104020512174676,-0.04533203227088201,-0.07652712143803268,-0.032590843067318555,-0.10342141868804915,-0.11954241505943031,-0.02643086733091698,0.05229187089337162,-0.3466277501349013,-0.9352988112917835,-0.8282386579432661,0.712852711141768,1.0256388276217452,-0.1260673556035811,-0.0931775313656036,-1.0709043727217091,-1.2506391645010677,-0.9275437137011621,-0.5455121717970657,0.37749727661393095,-1.2760748150354686,0.19973615325588925,-0.9001370396666756,1.4709023990059957,0.6360754032269635,-1.119483998716318,0.02192392248154482
382,382,"She sat on the floor--that was her first impression of Sally--she sat on the floor with her arms round her knees, smoking a cigarette.",-0.031053388850371476,-0.07718332846776794,-0.10599803459086177,0.04930235766957994,0.059620678673631924,-0.04987032095275553,-0.08004891826032116,-0.04090390052672806,-0.10192483835473079,-0.11985409717966833,-0.026321060514657327,0.04952725052815583,-0.4246644342816143,-1.0243012174781982,-0.9020547474336427,0.7151328087289001,0.8988811449153474,-0.22891682249540796,-0.0931775313656036,-1.1212198298900933,-1.28055726540893,-0.983194688323635,-0.601713192457842,0.22898583245565293,-1.326562779679805,0.15341901798274396,-1.0115229284173985,1.374983746911294,0.6355641890403421,-1.119483998716318,-0.022374391916263506
383,383,Where could it have been?,-0.0296849385019765,-0.07576061940017555,-0.10824252927172902,0.04515255365639649,0.060225918561748214,-0.04987032095275553,-0.08004891826032116,-0.03594931828092,-0.10419493211875303,-0.11989551673053052,-0.026378487075513837,0.05166375596522503,-0.4026136506838929,-0.9991518557395141,-0.9293940398374857,0.6900420483715005,0.8668900524161672,-0.22891682249540796,-0.0931775313656036,-1.1010936470227397,-1.3104753663167923,-0.983194688323635,-0.601713192457842,0.22829917874820393,-1.3545034580966877,0.17683921502752292,-1.018078747184106,1.369877110680498,0.534938790267645,-1.2405366549835162,-0.020365246252135368
384,384,The Mannings?,-0.04336944198592626,-0.08714229194091472,-0.12231543169980377,0.04007883101386277,0.05143799465995456,-0.07037160867362238,-0.09193361300739783,-0.04329067169062964,-0.10624573791373364,-0.12019753428890069,-0.026653414949046876,0.0420331036815092,-0.5328233941720257,-1.0770981616049398,-1.1254398516727153,0.6909025972985818,0.8267493064241603,-0.42365248142275547,-0.0931775313656036,-1.1815983784921542,-1.4002296690403795,-1.094496637568581,-0.7984167647705592,0.22817237285577413,-1.4614364740594765,0.22588060888013584,-1.0312156177289162,1.3690934648693045,0.5347742339724825,-1.301062983117115,-0.050622717852454376
385,385,The Kinloch-Jones's?,-0.0411799214284943,-0.08486595743276688,-0.12231543169980377,0.04021976775393315,0.05234784541281358,-0.07037160867362238,-0.0888351311265094,-0.04161845399901686,-0.10436240086506333,-0.11941781124391986,-0.026556159447332448,0.04341814386934244,-0.4742618049298783,-1.0103074924517947,-1.1254398516727153,0.7061852821742537,0.8301585452722555,-0.42365248142275547,-0.0931775313656036,-1.1493964859043884,-1.4002296690403795,-1.0666711502573445,-0.7984167647705592,0.2417103411815523,-1.437064036382782,0.14306571572745444,-1.0211069740134682,1.353021746350702,0.633932048473136,-1.301062983117115,0.03972134346804589
386,386,"At some party (where, she could not be certain), for she had a distinct recollection of saying to the man she was with, ""Who is that?""",-0.0411799214284943,-0.08486595743276688,-0.12231543169980377,0.03993789427379238,0.053622034650953124,-0.07037160867362238,-0.0888351311265094,-0.04161845399901686,-0.10436240086506333,-0.11253595286816612,-0.026556159447332448,0.04263762843881407,-0.4742618049298783,-1.0103074924517947,-1.1254398516727153,0.7227601353667045,0.8239341552021731,-0.42365248142275547,-0.0931775313656036,-1.1493964859043884,-1.4002296690403795,-1.0666711502573445,-0.7984167647705592,0.3900624988580483,-1.3290657066218783,0.135300130296998,-1.0165298328293684,1.3535791369839885,0.7360461072573243,-1.1800103268499171,0.03847143107132245
387,387,"And he had told her, and said that Sally's parents did not get on (how that shocked her--that one's parents should quarrel!).",-0.0411799214284943,-0.08486595743276688,-0.12231543169980377,0.03965602079365162,0.05226223582337607,-0.07037160867362238,-0.0888351311265094,-0.04161845399901686,-0.10436240086506333,-0.10716970489104487,-0.026556159447332448,0.04247975559283301,-0.4742618049298783,-1.0103074924517947,-1.1254398516727153,0.7365769631222229,0.8296968206378801,-0.42365248142275547,-0.0931775313656036,-1.1493964859043884,-1.4002296690403795,-1.0666711502573445,-0.7984167647705592,0.24126533132212524,-1.3780271072791215,0.14467372482320653,-1.0324631508029583,1.355216608025809,0.7372233190861076,-1.2405366549835162,0.07904964779956303
388,388,But all that evening she could not take her eyes off Sally.,-0.04186414660269178,-0.08842273010174788,-0.12241256141829547,0.030504528471748203,0.05408791009114789,-0.06614630430734722,-0.0926578297869194,-0.051294113943328695,-0.11344277592115223,-0.10716625326180634,-0.027318572625768613,0.043317805174823594,-0.49742293551484895,-1.0780861621932984,-1.1647431685123812,0.6884824498344781,0.716393176186752,-0.3561790076915571,-0.0931775313656036,-1.179585760205419,-1.370311568132517,-1.1223221248798174,-0.7422157441097829,0.09398593113408799,-1.304312832457047,0.19400524858256898,-1.1285507547202416,1.347599937524519,0.6394017724331,-1.2405366549835162,0.035289589980520904
389,389,"It was an extraordinary beauty of the kind she most admired, dark, large-eyed, with that quality which, since she hadn't got it herself, she always envied--a sort of abandonment, as if she could say anything, do anything; a quality much commoner in foreigners than in Englishwomen. Sally always said she had French blood in her veins, an ancestor had been with Marie Antoinette, had his head cut off, left a ruby ring. Perhaps that summer she came to stay at Bourton, walking in quite unexpectedly without a penny in her pocket, one night after dinner, and upsetting poor Aunt Helena to such an extent that she never forgave her. There had been some quarrel at home. She literally hadn't a penny that night when she came to them--had pawned a brooch to come down.",-0.047064257926592704,-0.09325994093156202,-0.12168226504276541,0.029377034551185153,0.04869251503590077,-0.07282609362408225,-0.09115011113167996,-0.05064384811539266,-0.11560476998212578,-0.11327391119936088,-0.02750044696794899,0.04045510520152902,-0.5487107824943949,-1.0992438630292585,-1.1458019511178057,0.6455603260682496,0.7245246853236841,-0.4451372200256838,-0.0931775313656036,-1.2319138356605386,-1.370311568132517,-1.108409381224199,-0.7984167647705592,-0.054932400647962114,-1.345177569620916,0.1010571791635688,-1.1694839632574565,1.334090578753754,0.5374063040037139,-1.361589311250714,-0.10285712123291785
390,390,She had rushed off in a passion.,-0.04856955330982717,-0.09482492090591366,-0.11985974223489239,0.027169025623415846,0.03826407249000246,-0.07282609362408225,-0.09235651389411964,-0.05739626758775568,-0.1185743889356541,-0.12012263393442486,-0.028077926108392545,0.030942107978354727,-0.5391318647586943,-1.1112613059807024,-1.1117170857405876,0.6217405243914694,0.7105462808181677,-0.4451372200256838,-0.1553177611082305,-1.284241911115658,-1.370311568132517,-1.1501476121910537,-0.7984167647705592,-0.0561595276278082,-1.398417489186911,0.003319265656929426,-1.2245362094203842,1.3270641884261332,0.560928912063691,-1.361589311250714,-0.06866295657579104
391,391,They sat up till all hours of the night talking.,-0.04651687778723471,-0.09269085730452506,-0.11640601239107952,0.02908576528837303,0.04206075823552137,-0.07033001982653946,-0.08815672331476379,-0.06133776523117704,-0.11100740972224667,-0.12180081607019147,-0.027726708599045764,0.03143524044950765,-0.6518973065092742,-1.239872557986319,-1.2422067293388837,0.5589233997175458,0.7986040770728837,-0.581326112931166,-0.1553177611082305,-1.2540526368146274,-1.3403934672246547,-1.108409381224199,-0.770316254440171,-0.20459945313827496,-1.4048968277812166,-0.0597005127151381,-1.1111115498302577,1.2180585136908184,0.4599450027774806,-1.361589311250714,-0.07981987124497744
392,392,"Sally it was who made her feel, for the first time, how sheltered the life at Bourton was.",-0.050622228832419645,-0.09695898450730225,-0.12208128029754409,0.026154281094909103,0.04295866346427283,-0.07270406003178664,-0.09341578971702832,-0.06503541318912238,-0.10798061803688368,-0.12180185155896302,-0.02794561841564584,0.03159830823015612,-0.7259264604080581,-1.3243042954054658,-1.3278716082075557,0.572994915357834,0.7548984946570649,-0.6260292966179939,-0.1527133157739155,-1.3144311854166886,-1.4002296690403795,-1.1779730995022901,-0.7984167647705592,-0.20464005165209426,-1.4294542409585451,-0.05988165979262928,-1.2184828283432387,1.2015519626120033,0.4599135647740211,-1.361589311250714,-0.09649790911040126
393,393,She knew nothing about sex--nothing about social problems. She had once seen an old man who had dropped dead in a field--she had seen cows just after their calves were born.,-0.05472757987760458,-0.10122711171007945,-0.12509701558994993,0.022489925853079195,0.04286309927141237,-0.07753025662289592,-0.09572146868739813,-0.07078657107415208,-0.10919133471102885,-0.12161684423177856,-0.028037362152785697,0.03489989646392241,-0.8759706935929001,-1.4954327580492615,-1.4344159560520418,0.5707616547424292,0.6475371630835034,-0.7866482911101667,-0.1527133157739155,-1.354683551151396,-1.4301477699482419,-1.1918858431579085,-0.8265172751009474,-0.3534076994626822,-1.4540232962932889,-0.0592020947138972,-1.2156745593827636,1.1749402365151032,0.35776706932432456,-1.301062983117115,-0.10156117355158369
394,394,"But Aunt Helena never liked discussion of anything (when Sally gave her William Morris, it had to be wrapped in brown paper).",-0.061569831619579456,-0.10834065704804142,-0.12923204530639942,0.023805335427069422,0.048543195984556295,-0.08833772377957123,-0.09642514553611241,-0.07297382885902783,-0.11283709728866312,-0.11996144284898613,-0.02824683740167631,0.03539161429897918,-0.941496982817415,-1.5701668074674082,-1.4799112886352541,0.6107517408288636,0.6589303941087827,-0.9082419974793191,-0.18105206815312924,-1.4553144654881642,-1.4899839717639665,-1.2057985868135266,-0.9670198267528882,-0.2092483697501227,-1.4532346593346113,-0.07301241098236032,-1.220834643847452,1.1749577049290332,0.26042781536068166,-1.4221156393843128,-0.18676266987411388
395,395,"There they sat, hour after hour, talking in her bedroom at the top of the house, talking about life, how they were to reform the world.",-0.05527496001696256,-0.10179619533711642,-0.12451834061839011,0.028691142416175968,0.06860769464388489,-0.08403171080816506,-0.09559521887803762,-0.0718425141061073,-0.11187300808517715,-0.11828878332000115,-0.028158519899172438,0.042244002447015136,-0.8707541603203447,-1.4894831970410558,-1.4193370718776919,0.7215575743757446,0.7127659911947758,-0.8593967696025461,-0.1433207750338259,-1.3627340242983375,-1.4301477699482419,-1.1918858431579085,-0.910818806092112,-0.20922317573152718,-1.3650590942734906,-0.07486430884921183,-1.062927509091947,1.1750395299577516,0.35808570054415473,-1.301062983117115,-0.2221311231584229
396,396,"They meant to found a society to abolish private property, and actually had a letter written, though not sent out.",-0.05418019973824659,-0.10208073715063491,-0.12451834061839011,0.029818636336739014,0.06860769464388489,-0.08403171080816506,-0.09653833990844189,-0.07536503365357443,-0.1164131956132216,-0.12316386445648152,-0.028298210359554876,0.04080186168225483,-0.8538488856637817,-1.4702023916335942,-1.4193370718776919,0.7215575743757446,0.7484139327243529,-0.8593967696025461,-0.1433207750338259,-1.366759260871808,-1.460065870856104,-1.2057985868135266,-0.910818806092112,-0.35810054000319136,-1.4449815594556232,-0.1011829478327648,-1.102622831557574,1.1737367206245772,0.25625134653797665,-1.4221156393843128,-0.21614311233126807
397,397,"The ideas were Sally's, of course--but very soon she was just as excited--read Plato in bed before breakfast; read Morris; read Shelley by the hour.",-0.05308543945953061,-0.10094256989656102,-0.12451834061839011,0.029818636336739014,0.0685439851819779,-0.08668367315017055,-0.09211934433476357,-0.07254376668646105,-0.1164131956132216,-0.11629995455276806,-0.028298210359554876,0.040813711839875776,-0.8160475423534023,-1.4270892000815643,-1.4193370718776919,0.7199706530003913,0.7484139327243529,-0.9449968493321061,-0.1433207750338259,-1.3506583145779252,-1.460065870856104,-1.1779730995022901,-0.9389193164225,-0.3579679502007222,-1.447148169073485,-0.07125151650287367,-1.1053392506621362,1.0813599257183666,0.26472943455678527,-1.4221156393843128,-0.12721014515085974
398,398,"Sally's power was amazing, her gift, her personality.",-0.05445388980792559,-0.10236527896415341,-0.127972070462203,0.029536762856598252,0.06880877763302878,-0.08917974694771333,-0.09211934433476357,-0.07254376668646105,-0.11762391228736677,-0.10985921439369672,-0.02851496173675174,0.04097196769537667,-0.849459525094315,-1.4651962377128582,-1.47733246903249,0.7247385248638273,0.74126609338552,-1.005525246178987,-0.1433207750338259,-1.3707844974452787,-1.4899839717639665,-1.1779730995022901,-0.9670198267528882,-0.35544307118731405,-1.345312897352435,0.013980713081580647,-1.1041467529463533,1.0849800052413814,0.268148838142112,-1.301062983117115,-0.16659070446200794
399,399,"There was her way with flowers, for instance.",-0.06239090182861645,-0.11061699155618931,-0.13005116563446154,0.03710036790704204,0.06076744898795752,-0.09157217923861685,-0.08999364254282072,-0.07403863915227309,-0.12048560624443722,-0.11052227237041569,-0.02863018031481424,0.0447760485142315,-0.96175552164577,-1.5932720780367555,-1.5003775030602007,0.6340524403631492,0.809198942095342,-1.0524103407711078,-0.1433207750338259,-1.4875163580759303,-1.5199020726718289,-1.1362348685354355,-0.9951203370832767,-0.480339624225843,-1.4524333546165522,-0.03817813228639652,-1.050804200746975,1.0850594606013166,0.26806089174754993,-1.301062983117115,-0.16363010078555457
400,400,At Bourton they always had stiff little vases all the way down the table.,-0.06239090182861645,-0.11061699155618931,-0.13005116563446154,0.03935535574816814,0.05977198864566101,-0.09157217923861685,-0.08999364254282072,-0.07403863915227309,-0.12048560624443722,-0.11614325058533943,-0.02863018031481424,0.04519970955875878,-0.96175552164577,-1.5932720780367555,-1.5003775030602007,0.6024927347647105,0.8988301591045291,-1.0524103407711078,-0.1433207750338259,-1.4875163580759303,-1.5199020726718289,-1.1362348685354355,-0.9951203370832767,-0.481089945401142,-1.5277538582345636,-0.0077818699957876766,-1.0191272797678368,0.9805565852906295,0.1659537900035676,-1.4221156393843128,-0.21208549912806493
401,401,"Sally went out, picked hollyhocks, dahlias--all sorts of flowers that had never been seen together--cut their heads off, and made them swim on the top of water in bowls.",-0.05814870574859203,-0.10620659344665288,-0.1254567090749131,0.039919102708449665,0.059769997724976424,-0.08892021689661136,-0.08115565139546412,-0.06673940523369112,-0.1107998728512757,-0.10928244714794066,-0.02789954063671706,0.04519970955875878,-0.8152753163180497,-1.426208460772639,-1.418359625848671,0.6024431434717306,0.9164353928137509,-0.9668102610415479,-0.04114395024789302,-1.4251251911871337,-1.4899839717639665,-1.0805838939129626,-0.9670198267528882,-0.33222979948734277,-1.4801083729559068,0.032123796809569935,-0.9003302762424646,1.0800682701137208,0.2683489797895485,-1.361589311250714,-0.11972648517166593
402,402,"The effect was extraordinary--coming in to dinner in the sunset. (Of course Aunt Helena thought it wicked to treat flowers like that.) Then she forgot her sponge, and ran along the passage naked. That grim old housemaid, Ellen Atkins, went about grumbling--""Suppose any of the gentlemen had seen?""",-0.05158014407629614,-0.09937758992220938,-0.1254567090749131,0.042189750187361354,0.052313999761175504,-0.09117657407477449,-0.0777868330753026,-0.060854499490870025,-0.10579190842640243,-0.11578013918944752,-0.027625321132002122,0.04784484115404972,-0.729549927497959,-1.3284369324243857,-1.418359625848671,0.5217287980603106,0.9449003801385008,-0.999164050066079,-0.04114395024789302,-1.3929232985993678,-1.4899839717639665,-1.0527584066017261,-0.9951203370832767,-0.47988419799345505,-1.5321015751338136,0.004296784910705977,-0.8484478893641276,1.0776055727191032,0.16620678133527325,-1.4826419675179119,-0.15483585365378036
403,403,Indeed she did shock people.,-0.05267490435501211,-0.10051575717628329,-0.1254567090749131,0.04162600322707983,0.050516198382987994,-0.09117657407477449,-0.1042701450662066,-0.06304175727574576,-0.10579190842640243,-0.11487926395819477,-0.027625321132002122,0.05123895476421586,-0.79502377470589,-1.403111170668951,-1.418359625848671,0.44679319567477427,0.8710261360572327,-0.999164050066079,-0.04114395024789302,-1.4090242448932508,-1.4899839717639665,-1.0666711502573445,-0.9951203370832767,-0.6283511136021914,-1.5429511005279009,0.08425165725633849,-0.807506880762281,0.9665971955089463,0.06390984523564344,-1.4826419675179119,-0.24097217035992727
404,404,"She was untidy, Papa said.",-0.05582234015632055,-0.1037879880317458,-0.12915175119477945,0.04289443388771326,0.048696496877269964,-0.09371184770818126,-0.10607417557526266,-0.06564725421813492,-0.10579190842640243,-0.114783308665364,-0.027625321132002122,0.05123405012514299,-0.8792060592414772,-1.499122757576597,-1.4818904003549787,0.4129535149758226,0.9184250738700168,-1.0654695867114015,-0.04114395024789302,-1.4553144654881642,-1.5199020726718289,-1.0805838939129626,-1.0232208474136648,-0.6285389684205702,-1.5572892975295105,0.05491979310703218,-0.7722743404231246,0.8604644068378101,0.06378186073875441,-1.4826419675179119,-0.24494929143437466
405,405,"The strange thing, on looking back, was the purity, the integrity, of her feeling for Sally.",-0.05582234015632055,-0.1037879880317458,-0.12915175119477945,0.040075699086305636,0.04889160710436009,-0.09371184770818126,-0.10722701506044757,-0.06550611697593516,-0.10639726676347504,-0.1091719950123081,-0.02758710017144232,0.0518033225086212,-0.8792060592414772,-1.499122757576597,-1.4818904003549787,0.43953975399164685,0.8756621289904695,-1.0654695867114015,-0.04114395024789302,-1.4553144654881642,-1.5199020726718289,-1.094496637568581,-1.0232208474136648,-0.4811332069142799,-1.5551540206932957,0.05101721797376276,-0.9309463870198473,0.8672356672576484,0.06521631508447892,-1.4826419675179119,-0.24529474523377434
406,406,It was not like one's feeling for a man.,-0.0530854394595306,-0.10094256989656102,-0.1260206695148329,0.042471623667502116,0.05078696359609265,-0.09371184770818126,-0.10358158872286045,-0.060713362248670265,-0.10730530426908394,-0.10902564593259502,-0.027679129482684653,0.05177786735656353,-0.8213348075526022,-1.433119432273257,-1.4316649131163557,0.464199791222338,0.9111172035680409,-1.0654695867114015,-0.04114395024789302,-1.4150620997534569,-1.4899839717639665,-1.0527584066017261,-1.0232208474136648,-0.3380469503378446,-1.5553059319068103,0.05124261387267281,-0.8803158483852684,0.8621071323625874,0.06544224481246838,-1.4221156393843128,-0.15529026195369466
407,407,"It was completely disinterested, and besides, it had a quality which could only exist between women, between women just grown up.",-0.04624318771755572,-0.09382902455859904,-0.11744336113599366,0.04302597484511229,0.05366583490601418,-0.09153105377285975,-0.09842705531043137,-0.05540482848970157,-0.09860608075855924,-0.10382024387798863,-0.027056718287862075,0.04870438378008672,-0.7501002210003636,-1.3518749550614366,-1.3327476313665068,0.4731925080471779,0.9436102266550872,-1.0396601915761783,-0.04114395024789302,-1.3446204597177192,-1.4002296690403795,-0.9971074319792532,-1.0232208474136648,-0.3360043453913574,-1.5443054007225503,0.035405037705851405,-0.7554577738566148,0.9663713192121631,0.06517489656855534,-1.4221156393843128,-0.0547417513760978
408,408,"It was protective, on her side; sprang from a sense of being in league together, a presentiment of something that was bound to part them (they spoke of marriage always as a catastrophe), which led to this chivalry, this protective feeling which was much more on her side than Sally's.",-0.040769386323975816,-0.08813818828822946,-0.10900130950629602,0.05041106002480026,0.05750034814454037,-0.08679951882106059,-0.09008800903627182,-0.053425951345141685,-0.09416678628669356,-0.09920265428270157,-0.026902538731763646,0.049542064967434726,-0.7238480187715244,-1.3219337909588424,-1.2880916911035998,0.4439393498377686,1.0136614439967722,-1.0377570477541302,-0.04114395024789302,-1.2641157282483044,-1.3104753663167923,-0.8858054827343074,-0.9670198267528882,-0.18839353293753214,-1.4912799653686075,0.04627402098991148,-0.650126794001633,0.8796629648027741,0.06872548525574752,-1.301062983117115,-0.018122551372793283
