,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
258,sentimentr_sentiword,valley,1268,"In the street, vans roared past him; brutality blared out on placards; men were trapped in mines; women burnt alive; and once a maimed file of lunatics being exercised or displayed for the diversion of the populace (who laughed aloud), ambled and nodded and grinned past him, in the Tottenham Court Road, each half apologetically, yet triumphantly, inflicting his hopeless woe.",-2.2187784591417627,7,61,"In the street, vans roared past him; brutality blared out on placards; men were trapped in mines; wo"
5,baseline_vader,peak,1272,"She was very lonely, she was very unhappy!",-0.14345082159224012,28,8,"She was very lonely, she was very unhappy!"
212,sentimentr_senticnet,peak,1272,"She was very lonely, she was very unhappy!",-0.7585322385341533,21,8,"She was very lonely, she was very unhappy!"
65,baseline_flair,peak,1273,She cried for the first time since they were married.,-0.07092034946522342,28,10,She cried for the first time since they were married.
227,sentimentr_senticnet,valley,1287,Dr. Holmes came again.,-1.3015156408504804,16,4,Dr. Holmes came again.
154,sentimentr_jockers,peak,1289,"If Dr. Holmes found himself even half a pound below eleven stone six, he asked his wife for another plate of porridge at breakfast.",-1.376951974551288,15,24,"If Dr. Holmes found himself even half a pound below eleven stone six, he asked his wife for another "
375,transformer_roberta15lg,valley,1294,"Some hobby, said Dr. Holmes, for did he not owe his own excellent health (and he worked as hard as any man in London) to the fact that he could always switch off from his patients on to old furniture?",-1.7329991169998722,12,40,"Some hobby, said Dr. Holmes, for did he not owe his own excellent health (and he worked as hard as a"
287,sentimentr_nrc,valley,1295,"And what a very pretty comb, if he might say so, Mrs. Warren Smith was wearing!",-2.140514184964264,8,16,"And what a very pretty comb, if he might say so, Mrs. Warren Smith was wearing!"
21,baseline_vader,valley,1297,Did he indeed?,-0.1755185331092174,27,3,Did he indeed?
184,sentimentr_huliu,peak,1309,Dr. Holmes came quite regularly every day.,-1.2793106645921788,16,7,Dr. Holmes came quite regularly every day.
124,sentimentr_jockers,peak,1309,Dr. Holmes came quite regularly every day.,-1.057972153322099,18,7,Dr. Holmes came quite regularly every day.
345,syuzhetr_syuzhet,valley,1313,But Rezia could not understand him.,-1.1815983784921533,17,6,But Rezia could not understand him.
169,sentimentr_jockers,valley,1324,Holmes had won of course; the brute with the red nostrils had won.,-2.1669131133775608,7,13,Holmes had won of course; the brute with the red nostrils had won.
243,sentimentr_sentiword,peak,1335,"And Rezia came in, with her flowers, and walked across the room, and put the roses in a vase, upon which the sun struck directly, and it went laughing, leaping round the room.",-1.5980250810015741,13,33,"And Rezia came in, with her flowers, and walked across the room, and put the roses in a vase, upon w"
315,sentimentr_lmcd,valley,1341,"Rezia asked, wild with terror, for he was talking to himself.",-1.1679611253974815,17,11,"Rezia asked, wild with terror, for he was talking to himself."
274,sentimentr_nrc,peak,1347,"""Talking nonsense to frighten your wife?""",-0.8322696079159185,21,6,"""Talking nonsense to frighten your wife?"""
330,syuzhetr_syuzhet,peak,1347,"""Talking nonsense to frighten your wife?""",-0.37252582722453514,25,6,"""Talking nonsense to frighten your wife?"""
109,baseline_stanza,valley,1358,"He had worked very hard; he had won his position by sheer ability (being the son of a shopkeeper); loved his profession; made a fine figurehead at ceremonies and spoke well--all of which had by the time he was knighted given him a heavy look, a weary look (the stream of patients being so incessant, the responsibilities and privileges of his profession so onerous), which weariness, together with his grey hairs, increased the extraordinary distinction of his presence and gave him the reputation (of the utmost importance in dealing with nerve cases) not merely of lightning skill, and almost infallible accuracy in diagnosis but of sympathy; tact; understanding of the human soul. He could see the first moment they came into the room (the Warren Smiths they were called); he was certain directly he saw the man; it was a case of extreme gravity. It was a case of complete breakdown--complete physical and nervous breakdown, with every symptom in an advanced stage, he ascertained in two or three minutes (writing answers to questions, murmured discreetly, on a pink card).",-0.1121786391794072,28,179,He had worked very hard; he had won his position by sheer ability (being the son of a shopkeeper); l
35,baseline_textblob,peak,1371,He really forgot.,0.029427247776902567,29,3,He really forgot.
302,sentimentr_lmcd,peak,1379,"""He has done nothing wrong whatever,"" Rezia assured the doctor.",-0.6925117329060154,22,10,"""He has done nothing wrong whatever,"" Rezia assured the doctor."
360,transformer_roberta15lg,peak,1397,There was no alternative.,0.6526974367862455,36,4,There was no alternative.
51,baseline_textblob,valley,1414,But he had talked of killing himself.,-0.045021375618584616,29,7,But he had talked of killing himself.
80,baseline_flair,valley,1419,They fly screaming into the wilderness.,-0.012106313055525526,29,6,They fly screaming into the wilderness.
140,sentimentr_jockers,valley,1427,There was Mr. Brewer's letter on the table.,-0.18517283236477142,27,8,There was Mr. Brewer's letter on the table.
199,sentimentr_huliu,valley,1428,"""An exceptionally brilliant career.""",-1.108171088915392,18,4,"""An exceptionally brilliant career."""
259,sentimentr_sentiword,valley,1429,But if he confessed?,-0.9263146797462355,20,4,But if he confessed?
213,sentimentr_senticnet,peak,1441,"""Try to think as little about yourself as possible,"" said Sir William kindly.",0.4977911283879081,34,13,"""Try to think as little about yourself as possible,"" said Sir William kindly."
94,baseline_stanza,peak,1442,"Really, he was not fit to be about.",0.0026755534308729022,29,8,"Really, he was not fit to be about."
6,baseline_vader,peak,1448,He had failed them!,-0.04433922533817616,29,4,He had failed them!
66,baseline_flair,peak,1454,"To his patients he gave three-quarters of an hour; and if in this exacting science which has to do with what, after all, we know nothing about--the nervous system, the human brain--a doctor loses his sense of proportion, as a doctor he fails.",0.054079713081795426,30,43,To his patients he gave three-quarters of an hour; and if in this exacting science which has to do w
22,baseline_vader,valley,1460,"At Hyde Park Corner on a tub she stands preaching; shrouds herself in white and walks penitentially disguised as brotherly love through factories and parliaments; offers help, but desires power; smites out of her way roughly the dissentient, or dissatisfied; bestows her blessing on those who, looking upward, catch submissively from her eyes the light of their own.",-0.05766080754957477,28,58,At Hyde Park Corner on a tub she stands preaching; shrouds herself in white and walks penitentially 
228,sentimentr_senticnet,valley,1465,Fifteen years ago she had gone under.,0.19803364084964048,31,7,Fifteen years ago she had gone under.
185,sentimentr_huliu,peak,1483,"Sir William had a friend in Surrey where they taught, what Sir William frankly admitted was a difficult art--a sense of proportion.",0.16143315292707974,31,22,"Sir William had a friend in Surrey where they taught, what Sir William frankly admitted was a diffic"
125,sentimentr_jockers,peak,1483,"Sir William had a friend in Surrey where they taught, what Sir William frankly admitted was a difficult art--a sense of proportion.",0.45805907611228536,34,22,"Sir William had a friend in Surrey where they taught, what Sir William frankly admitted was a diffic"
155,sentimentr_jockers,peak,1483,"Sir William had a friend in Surrey where they taught, what Sir William frankly admitted was a difficult art--a sense of proportion.",0.374417022054651,33,22,"Sir William had a friend in Surrey where they taught, what Sir William frankly admitted was a diffic"
170,sentimentr_jockers,valley,1488,"Naked, defenceless, the exhausted, the friendless received the impress of Sir William's will.",0.08158607765674669,30,13,"Naked, defenceless, the exhausted, the friendless received the impress of Sir William's will."
244,sentimentr_sentiword,peak,1498,"He brushed surfaces; the dead languages, the living, life in Constantinople, Paris, Rome; riding, shooting, tennis, it had been once.",0.14454844858442464,30,20,"He brushed surfaces; the dead languages, the living, life in Constantinople, Paris, Rome; riding, sh"
331,syuzhetr_syuzhet,peak,1508,Lady Bruton preferred Richard Dalloway of course.,1.6139284217832717,45,7,Lady Bruton preferred Richard Dalloway of course.
275,sentimentr_nrc,peak,1511,She could never forget his kindness--he had been really remarkably kind--she forgot precisely upon what occasion.,0.7321898992902304,36,16,She could never forget his kindness--he had been really remarkably kind--she forgot precisely upon w
110,baseline_stanza,valley,1518,"""Wouldn't they look charming against your lace?""",0.02611725222162657,29,7,"""Wouldn't they look charming against your lace?"""
346,syuzhetr_syuzhet,valley,1518,"""Wouldn't they look charming against your lace?""",0.6981871013186789,36,7,"""Wouldn't they look charming against your lace?"""
376,transformer_roberta15lg,valley,1519,Miss Brush resented this familiarity intensely.,-1.365440467690772,15,6,Miss Brush resented this familiarity intensely.
316,sentimentr_lmcd,valley,1536,"Indeed, Lady Bruton had the reputation of being more interested in politics than people; of talking like a man; of having had a finger in some notorious intrigue of the eighties, which was now beginning to be mentioned in memoirs.",-1.6949274799723035,12,40,"Indeed, Lady Bruton had the reputation of being more interested in politics than people; of talking "
288,sentimentr_nrc,valley,1539,"Thus, when she said in her offhand way ""How's Clarissa?"" husbands had difficulty in persuading their wives and indeed, however devoted, were secretly doubtful themselves, of her interest in women who often got in their husbands' way, prevented them from accepting posts abroad, and had to be taken to the seaside in the middle of the session to recover from influenza.",0.12877672162193884,30,61,"Thus, when she said in her offhand way ""How's Clarissa?"" husbands had difficulty in persuading their"
36,baseline_textblob,peak,1553,"Now, being forty, Lady Bruton had only to nod, or turn her head a little abruptly, and Milly Brush took the signal, however deeply she might be sunk in these reflections of a detached spirit, of an uncorrupted soul whom life could not bamboozle, because life had not offered her a trinket of the slightest value; not a curl, smile, lip, cheek, nose; nothing whatever; Lady Bruton had only to nod, and Perkins was instructed to quicken the coffee.",0.14078244227681888,30,79,"Now, being forty, Lady Bruton had only to nod, or turn her head a little abruptly, and Milly Brush t"
214,sentimentr_senticnet,peak,1605,"And Lady Bruton went ponderously, majestically, up to her room, lay, one arm extended, on the sofa.",1.2985203086380144,42,17,"And Lady Bruton went ponderously, majestically, up to her room, lay, one arm extended, on the sofa."
361,transformer_roberta15lg,peak,1610,"Ah dear, she remembered--it was Wednesday in Brook Street.",1.4839809934734718,44,9,"Ah dear, she remembered--it was Wednesday in Brook Street."
7,baseline_vader,peak,1612,"Power was hers, position, income.",0.15959004981009034,31,5,"Power was hers, position, income."
95,baseline_stanza,peak,1613,She had lived in the forefront of her time.,0.08168341286833064,30,9,She had lived in the forefront of her time.
67,baseline_flair,peak,1614,She had had good friends; known the ablest men of her day.,0.1535967421237725,31,12,She had had good friends; known the ablest men of her day.
23,baseline_vader,valley,1623,"The speed of the morning traffic slackened, and single carts rattled carelessly down half-empty streets.",0.11179107782614696,30,15,"The speed of the morning traffic slackened, and single carts rattled carelessly down half-empty stre"
260,sentimentr_sentiword,valley,1623,"The speed of the morning traffic slackened, and single carts rattled carelessly down half-empty streets.",1.0284778098945035,39,15,"The speed of the morning traffic slackened, and single carts rattled carelessly down half-empty stre"
229,sentimentr_senticnet,valley,1627,Yawn he must.,0.9474294673806962,38,3,Yawn he must.
186,sentimentr_huliu,peak,1643,All of which seemed to Richard Dalloway awfully odd.,1.3064835842084357,42,9,All of which seemed to Richard Dalloway awfully odd.
126,sentimentr_jockers,peak,1643,All of which seemed to Richard Dalloway awfully odd.,1.2599553360108189,42,9,All of which seemed to Richard Dalloway awfully odd.
156,sentimentr_jockers,peak,1643,All of which seemed to Richard Dalloway awfully odd.,1.3153383815469166,42,9,All of which seemed to Richard Dalloway awfully odd.
303,sentimentr_lmcd,peak,1659,"And, flicking his bowler hat by way of farewell, Richard turned at the corner of Conduit Street eager, yes, very eager, to travel that spider's thread of attachment between himself and Clarissa; he would go straight to her, in Westminster.",-0.09048309068559891,28,40,"And, flicking his bowler hat by way of farewell, Richard turned at the corner of Conduit Street eage"
245,sentimentr_sentiword,peak,1659,"And, flicking his bowler hat by way of farewell, Richard turned at the corner of Conduit Street eager, yes, very eager, to travel that spider's thread of attachment between himself and Clarissa; he would go straight to her, in Westminster.",1.6102106988185458,45,40,"And, flicking his bowler hat by way of farewell, Richard turned at the corner of Conduit Street eage"
276,sentimentr_nrc,peak,1670,But it did make his blood boil to see little creatures of five or six crossing Piccadilly alone.,-0.7042210451174525,22,18,But it did make his blood boil to see little creatures of five or six crossing Piccadilly alone.
332,syuzhetr_syuzhet,peak,1670,But it did make his blood boil to see little creatures of five or six crossing Piccadilly alone.,0.5955435686951719,35,18,But it did make his blood boil to see little creatures of five or six crossing Piccadilly alone.
111,baseline_stanza,valley,1693,Why should Mrs. Marsham interfere?,-0.030510373867500072,29,5,Why should Mrs. Marsham interfere?
52,baseline_textblob,valley,1710,How lovely they looked! she said.,0.07574246246523614,30,6,How lovely they looked! she said.
200,sentimentr_huliu,valley,1712,Had Lady Bruton asked after her?,-0.5467956733723084,24,6,Had Lady Bruton asked after her?
317,sentimentr_lmcd,valley,1712,Had Lady Bruton asked after her?,-0.8414240449659695,21,6,Had Lady Bruton asked after her?
289,sentimentr_nrc,valley,1714,Mrs. Marsham had written.,-1.9626320237219295,9,4,Mrs. Marsham had written.
81,baseline_flair,valley,1715,Must she ask Ellie Henderson?,0.04529255536638084,29,5,Must she ask Ellie Henderson?
347,syuzhetr_syuzhet,valley,1715,Must she ask Ellie Henderson?,-0.8917813452022636,20,5,Must she ask Ellie Henderson?
377,transformer_roberta15lg,valley,1715,Must she ask Ellie Henderson?,-1.2071776357336952,17,5,Must she ask Ellie Henderson?
171,sentimentr_jockers,valley,1718,It all looked so empty.,-0.8682067818930851,20,5,It all looked so empty.
141,sentimentr_jockers,valley,1740,"""Kilman arrives just as we've done lunch,"" she said.",-1.1979846302848243,17,9,"""Kilman arrives just as we've done lunch,"" she said."
37,baseline_textblob,peak,1748,"And if Mrs. Marsham gave a party, did she invite her guests?",0.1282941627242809,30,12,"And if Mrs. Marsham gave a party, did she invite her guests?"
362,transformer_roberta15lg,peak,1769,"And people would say, ""Clarissa Dalloway is spoilt.""",-0.17513710010065447,27,8,"And people would say, ""Clarissa Dalloway is spoilt."""
215,sentimentr_senticnet,peak,1770,She cared much more for her roses than for the Armenians.,-0.10271139683602513,28,11,She cared much more for her roses than for the Armenians.
96,baseline_stanza,peak,1772,"But Richard was already at the House of Commons; at his Committee, having settled all her difficulties.",-0.10878269382577586,28,17,"But Richard was already at the House of Commons; at his Committee, having settled all her difficulti"
8,baseline_vader,peak,1778,"As a person who has dropped some grain of pearl or diamond into the grass and parts the tall blades very carefully, this way and that, and searches here and there vainly, and at last spies it there at the roots, so she went through one thing and another; no, it was not Sally Seton saying that Richard would never be in the Cabinet because he had a second-class brain (it came back to her); no, she did not mind that; nor was it to do with Elizabeth either and Doris Kilman; those were facts.",0.008469749274638004,29,95,As a person who has dropped some grain of pearl or diamond into the grass and parts the tall blades 
230,sentimentr_senticnet,valley,1798,What's your love?,-0.4359995355155126,25,3,What's your love?
187,sentimentr_huliu,peak,1803,about life?,-0.669828498662226,22,2,about life?
127,sentimentr_jockers,peak,1807,"Here was So-and-so in South Kensington; some one up in Bayswater; and somebody else, say, in Mayfair.",-1.0019881957338856,19,17,"Here was So-and-so in South Kensington; some one up in Bayswater; and somebody else, say, in Mayfair"
157,sentimentr_jockers,peak,1818,She came in very quietly.,-0.9458722902915544,20,5,She came in very quietly.
261,sentimentr_sentiword,valley,1826,"She was poor, moreover; degradingly poor.",0.03008681587909046,29,6,"She was poor, moreover; degradingly poor."
304,sentimentr_lmcd,peak,1832,"They had expensive things everywhere; pictures, carpets, lots of servants.",-1.276428134176104,16,10,"They had expensive things everywhere; pictures, carpets, lots of servants."
68,baseline_flair,peak,1837,"And then, just as she might have had a chance at Miss Dolby's school, the war came; and she had never been able to tell lies.",0.09863575943303053,30,26,"And then, just as she might have had a chance at Miss Dolby's school, the war came; and she had neve"
246,sentimentr_sentiword,peak,1837,"And then, just as she might have had a chance at Miss Dolby's school, the war came; and she had never been able to tell lies.",0.5606063264310722,35,26,"And then, just as she might have had a chance at Miss Dolby's school, the war came; and she had neve"
24,baseline_vader,valley,1844,Mr. Dalloway had come across her working for the Friends.,-0.0767365033997665,28,10,Mr. Dalloway had come across her working for the Friends.
112,baseline_stanza,valley,1853,"Bitter and burning, Miss Kilman had turned into a church two years three months ago.",-0.2225538396441381,27,15,"Bitter and burning, Miss Kilman had turned into a church two years three months ago."
53,baseline_textblob,valley,1873,"But this was God's will, not Miss Kilman's.",-0.08225996927681468,28,8,"But this was God's will, not Miss Kilman's."
290,sentimentr_nrc,valley,1880,"Heavy, ugly, commonplace, without kindness or grace, she know the meaning of life!",-1.9396263835191054,10,13,"Heavy, ugly, commonplace, without kindness or grace, she know the meaning of life!"
172,sentimentr_jockers,valley,1883,Miss Kilman said she was.,-1.736152809637771,12,5,Miss Kilman said she was.
348,syuzhetr_syuzhet,valley,1883,Miss Kilman said she was.,-1.7632450633586776,11,5,Miss Kilman said she was.
201,sentimentr_huliu,valley,1884,They stood there.,-2.4534673857784095,4,3,They stood there.
142,sentimentr_jockers,valley,1899,"There was something solemn in it--but love and religion would destroy that, whatever it was, the privacy of the soul.",-2.8418639472907423,1,20,"There was something solemn in it--but love and religion would destroy that, whatever it was, the pri"
378,transformer_roberta15lg,valley,1901,Yet it was a sight that made her want to cry.,-2.8407626206504935,1,11,Yet it was a sight that made her want to cry.
82,baseline_flair,valley,1902,Love destroyed too.,0.00977598082789623,29,3,Love destroyed too.
318,sentimentr_lmcd,valley,1934,"Ugly, clumsy, Clarissa Dalloway had laughed at her for being that; and had revived the fleshly desires, for she minded looking as she did beside Clarissa.",-2.9515286736069113,0,26,"Ugly, clumsy, Clarissa Dalloway had laughed at her for being that; and had revived the fleshly desir"
38,baseline_textblob,peak,1940,She was not good.,-0.027040033206761304,29,4,She was not good.
9,baseline_vader,peak,1940,She was not good.,-0.08794693848569567,28,4,She was not good.
216,sentimentr_senticnet,peak,1945,She prayed to God.,-1.3639620495897888,15,4,She prayed to God.
363,transformer_roberta15lg,peak,1953,She might buy anything.,-1.3622625403319346,15,4,She might buy anything.
231,sentimentr_senticnet,valley,1963,"She had passed the pillar-box, and Elizabeth had turned into the cool brown tobacco department of the Army and Navy Stores while she was still muttering to herself what Mr. Whittaker had said about knowledge coming through suffering and the flesh.",-1.9418163014442822,10,41,"She had passed the pillar-box, and Elizabeth had turned into the cool brown tobacco department of th"
97,baseline_stanza,peak,1979,"When people are happy, they have a reserve, she had told Elizabeth, upon which to draw, whereas she was like a wheel without a tyre (she was fond of such metaphors), jolted by every pebble, so she would say staying on after the lesson standing by the fire-place with her bag of books, her ""satchel,"" she called it, on a Tuesday morning, after the lesson was over.",-0.07214565885330054,28,67,"When people are happy, they have a reserve, she had told Elizabeth, upon which to draw, whereas she "
277,sentimentr_nrc,peak,1979,"When people are happy, they have a reserve, she had told Elizabeth, upon which to draw, whereas she was like a wheel without a tyre (she was fond of such metaphors), jolted by every pebble, so she would say staying on after the lesson standing by the fire-place with her bag of books, her ""satchel,"" she called it, on a Tuesday morning, after the lesson was over.",-0.43094762818438587,25,67,"When people are happy, they have a reserve, she had told Elizabeth, upon which to draw, whereas she "
333,syuzhetr_syuzhet,peak,1980,And she talked too about the war.,-0.30208418718880037,26,7,And she talked too about the war.
158,sentimentr_jockers,peak,1986,Then Miss Kilman took her to some church in Kensington and they had tea with a clergyman.,-0.27078614254086053,26,17,Then Miss Kilman took her to some church in Kensington and they had tea with a clergyman.
25,baseline_vader,valley,2011,Miss Kilman said.,-0.1550824515894459,27,3,Miss Kilman said.
262,sentimentr_sentiword,valley,2011,Miss Kilman said.,-1.9300503274938583,10,3,Miss Kilman said.
188,sentimentr_huliu,peak,2032,Was Miss Kilman going to say anything more?,-0.8158208560933967,21,8,Was Miss Kilman going to say anything more?
128,sentimentr_jockers,peak,2032,Was Miss Kilman going to say anything more?,-1.5580699737304395,13,8,Was Miss Kilman going to say anything more?
247,sentimentr_sentiword,peak,2036,Elizabeth turned her head.,-1.3658546921732084,15,4,Elizabeth turned her head.
202,sentimentr_huliu,valley,2048,"In the midst of the traffic, there was the habitation of God.",-1.2198881242006512,17,12,"In the midst of the traffic, there was the habitation of God."
173,sentimentr_jockers,valley,2048,"In the midst of the traffic, there was the habitation of God.",-1.1277084087681448,18,12,"In the midst of the traffic, there was the habitation of God."
349,syuzhetr_syuzhet,valley,2048,"In the midst of the traffic, there was the habitation of God.",-0.915932764643088,20,12,"In the midst of the traffic, there was the habitation of God."
54,baseline_textblob,valley,2052,"New worshippers came in from the street to replace the strollers, and still, as people gazed round and shuffled past the tomb of the Unknown Warrior, still she barred her eyes with her fingers and tried in this double darkness, for the light in the Abbey was bodiless, to aspire above the vanities, the desires, the commodities, to rid herself both of hatred and of love.",-0.08656253229025691,28,66,"New worshippers came in from the street to replace the strollers, and still, as people gazed round a"
143,sentimentr_jockers,valley,2058,"He had to pass her, and being himself neat as a new pin, could not help being a little distressed by the poor lady's disorder; her hair down; her parcel on the floor.",-1.6418152813424016,13,33,"He had to pass her, and being himself neat as a new pin, could not help being a little distressed by"
291,sentimentr_nrc,valley,2059,She did not at once let him pass.,-1.4029467180014759,15,8,She did not at once let him pass.
379,transformer_roberta15lg,valley,2063,She thought perhaps she need not go home just yet.,-1.7613757932234582,11,10,She thought perhaps she need not go home just yet.
305,sentimentr_lmcd,peak,2079,"And now it was like riding, to be rushing up Whitehall; and to each movement of the omnibus the beautiful body in the fawn-coloured coat responded freely like a rider, like the figure-head of a ship, for the breeze slightly disarrayed her; the heat gave her cheeks the pallor of white painted wood; and her fine eyes, having no eyes to meet, gazed ahead, blank, bright, with the staring incredible innocence of sculpture.",-0.8878335300946585,20,73,"And now it was like riding, to be rushing up Whitehall; and to each movement of the omnibus the beau"
69,baseline_flair,peak,2100,It was so serious; it was so busy.,0.0842048427497179,30,8,It was so serious; it was so busy.
39,baseline_textblob,peak,2106,It seemed so silly.,-0.00592810781878518,29,4,It seemed so silly.
319,sentimentr_lmcd,valley,2106,It seemed so silly.,-0.5903635560224091,23,4,It seemed so silly.
364,transformer_roberta15lg,peak,2115,"There was no recognition in it of one fortune, or fate, and for that very reason even to those dazed with watching for the last shivers of consciousness on the faces of the dying, consoling.",-0.27328729266206525,26,35,"There was no recognition in it of one fortune, or fate, and for that very reason even to those dazed"
113,baseline_stanza,valley,2123,"Signs were interchanged, when, as if to fulfil some scheme arranged already, now a summit dwindled, now a whole block of pyramidal size which had kept its station inalterably advanced into the midst or gravely led the procession to fresh anchorage.",-0.15148526746303553,28,41,"Signs were interchanged, when, as if to fulfil some scheme arranged already, now a summit dwindled, "
232,sentimentr_senticnet,valley,2128,"Every power poured its treasures on his head, and his hand lay there on the back of the sofa, as he had seen his hand lie when he was bathing, floating, on the top of the waves, while far away on shore he heard dogs barking and barking far away.",-2.3647349421021713,5,50,"Every power poured its treasures on his head, and his hand lay there on the back of the sofa, as he "
83,baseline_flair,valley,2145,And once they found the girl who did the room reading one of these papers in fits of laughter.,0.02291874947939458,29,19,And once they found the girl who did the room reading one of these papers in fits of laughter.
98,baseline_stanza,peak,2169,Mrs. Peters was a big woman; but she did not like her.,-0.12218808382709358,28,12,Mrs. Peters was a big woman; but she did not like her.
263,sentimentr_sentiword,valley,2176,"He began, very cautiously, to open his eyes, to see whether a gramophone was really there.",-0.7203349322653716,22,16,"He began, very cautiously, to open his eyes, to see whether a gramophone was really there."
10,baseline_vader,peak,2194,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then the nose, then the forehead, in case it were deformed, or had some terrible mark on it.",-0.04710581086066772,29,39,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then th"
159,sentimentr_jockers,peak,2194,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then the nose, then the forehead, in case it were deformed, or had some terrible mark on it.",0.14021589738920484,30,39,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then th"
334,syuzhetr_syuzhet,peak,2194,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then the nose, then the forehead, in case it were deformed, or had some terrible mark on it.",-0.03440595505299617,29,39,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then th"
217,sentimentr_senticnet,peak,2204,"""It's too small for Mrs. Peters,"" said Septimus.",-1.1074890847535726,18,8,"""It's too small for Mrs. Peters,"" said Septimus."
189,sentimentr_huliu,peak,2214,Never had she felt so happy!,1.4633412294373207,44,6,Never had she felt so happy!
129,sentimentr_jockers,peak,2214,Never had she felt so happy!,0.5867150034309215,35,6,Never had she felt so happy!
248,sentimentr_sentiword,peak,2214,Never had she felt so happy!,0.7769078816772703,37,6,Never had she felt so happy!
306,sentimentr_lmcd,peak,2254,Rezia repeated: Surrey was all out.,1.82512082280441,47,6,Rezia repeated: Surrey was all out.
278,sentimentr_nrc,peak,2254,Rezia repeated: Surrey was all out.,-0.2815204285871847,26,6,Rezia repeated: Surrey was all out.
40,baseline_textblob,peak,2270,"As for the visions, the faces, the voices of the dead, where were they?",-0.06565898306977455,28,14,"As for the visions, the faces, the voices of the dead, where were they?"
70,baseline_flair,peak,2281,Mrs. Filmer would not be able to go to Brighton after all.,0.006613943282491442,29,12,Mrs. Filmer would not be able to go to Brighton after all.
365,transformer_roberta15lg,peak,2281,Mrs. Filmer would not be able to go to Brighton after all.,1.3056546222809726,42,12,Mrs. Filmer would not be able to go to Brighton after all.
174,sentimentr_jockers,valley,2293,"He had come in, rather shyly, looking round him, and his hat had fallen when he hung it up.",-1.4927119064057246,14,19,"He had come in, rather shyly, looking round him, and his hat had fallen when he hung it up."
292,sentimentr_nrc,valley,2293,"He had come in, rather shyly, looking round him, and his hat had fallen when he hung it up.",-1.4174202609239064,15,19,"He had come in, rather shyly, looking round him, and his hat had fallen when he hung it up."
233,sentimentr_senticnet,valley,2293,"He had come in, rather shyly, looking round him, and his hat had fallen when he hung it up.",-1.356294272701167,15,19,"He had come in, rather shyly, looking round him, and his hat had fallen when he hung it up."
26,baseline_vader,valley,2295,"She knew he was English, though not one of the large Englishmen her sister admired, for he was always thin; but he had a beautiful fresh colour; and with his big nose, his bright eyes, his way of sitting a little hunched made her think, she had often told him, of a young hawk, that first evening she saw him, when they were playing dominoes, and he had come in--of a young hawk; but with her he was always very gentle. She had never seen him wild or drunk, only suffering sometimes through this terrible war, but even so, when she came in, he would put it all away. Anything, anything in the whole world, any little bother with her work, anything that struck her to say she would tell him, and he understood at once. Her own family even were not the same. Being older than she was and being so clever--how serious he was, wanting her to read Shakespeare before she could even read a child's story in English!--being so much more experienced, he could help her.",-0.15417429624565798,27,179,"She knew he was English, though not one of the large Englishmen her sister admired, for he was alway"
350,syuzhetr_syuzhet,valley,2295,"She knew he was English, though not one of the large Englishmen her sister admired, for he was always thin; but he had a beautiful fresh colour; and with his big nose, his bright eyes, his way of sitting a little hunched made her think, she had often told him, of a young hawk, that first evening she saw him, when they were playing dominoes, and he had come in--of a young hawk; but with her he was always very gentle. She had never seen him wild or drunk, only suffering sometimes through this terrible war, but even so, when she came in, he would put it all away. Anything, anything in the whole world, any little bother with her work, anything that struck her to say she would tell him, and he understood at once. Her own family even were not the same. Being older than she was and being so clever--how serious he was, wanting her to read Shakespeare before she could even read a child's story in English!--being so much more experienced, he could help her.",-1.761232445071942,11,179,"She knew he was English, though not one of the large Englishmen her sister admired, for he was alway"
55,baseline_textblob,valley,2296,And she too could help him.,-0.12107969169703743,28,6,And she too could help him.
203,sentimentr_huliu,valley,2296,And she too could help him.,-0.35570086330915185,25,6,And she too could help him.
114,baseline_stanza,valley,2299,"She held her hands to her head, waiting for him to say did he like the hat or not, and as she sat there, waiting, looking down, he could feel her mind, like a bird, falling from branch to branch, and always alighting, quite rightly; he could follow her mind, as she sat there in one of those loose lax poses that came to her naturally and, if he should say anything, at once she smiled, like a bird alighting with all its claws firm upon the bough.",-0.21754392417609067,27,88,"She held her hands to her head, waiting for him to say did he like the hat or not, and as she sat th"
144,sentimentr_jockers,valley,2300,"But he remembered Bradshaw said, ""The people we are most fond of are not good for us when we are ill.""",-0.6376360023262709,23,21,"But he remembered Bradshaw said, ""The people we are most fond of are not good for us when we are ill"
84,baseline_flair,valley,2305,"""What right has Bradshaw to say 'must' to me?"" he demanded.",-0.052673656658730916,28,11,"""What right has Bradshaw to say 'must' to me?"" he demanded."
320,sentimentr_lmcd,valley,2319,Burn them! he cried.,0.7691697035861068,37,4,Burn them! he cried.
380,transformer_roberta15lg,valley,2356,"There remained only the window, the large Bloomsbury-lodging house window, the tiresome, the troublesome, and rather melodramatic business of opening the window and throwing himself out.",-0.6883871084097892,22,26,"There remained only the window, the large Bloomsbury-lodging house window, the tiresome, the trouble"
