,sent_clean
620,masterly and dry and desolate he looked  his thin shoulder blades lifting his coat slightly  blowing his nose violently 
621,take me with you  clarissa thought impulsively  as if he were starting directly upon some great voyage  and then  next moment  it was as if the five acts of a play that had been very exciting and moving were now over and she had lived a lifetime in them and had run away  had lived with peter  and it was now over 
622,now it was time to move  and  as a woman gathers her things together  her cloak  her gloves  her opera glasses  and gets up to go out of the theatre into the street  she rose from the sofa and went to peter 
623,and it was awfully strange  he thought  how she still had the power  as she came tinkling  rustling  still had the power as she came across the room  to make the moon  which he detested  rise at bourton on the terrace in the summer sky 
624, tell me   he said  seizing her by the shoulders 
625, are you happy  clarissa  does richard   
626,the door opened 
627, here is my elizabeth   said clarissa  emotionally  histrionically  perhaps 
628, how d y do   said elizabeth coming forward 
629,the sound of big ben striking the half hour struck out between them with extraordinary vigour  as if a young man  strong  indifferent  inconsiderate  were swinging dumb bells this way and that 
630, hullo  elizabeth   cried peter  stuffing his handkerchief into his pocket  going quickly to her  saying  good bye  clarissa  without looking at her  leaving the room quickly  and running downstairs and opening the hall door 
631, peter  peter   cried clarissa  following him out on to the landing 
632, my party to night  remember my party to night   she cried  having to raise her voice against the roar of the open air  and  overwhelmed by the traffic and the sound of all the clocks striking  her voice crying  remember my party to night   sounded frail and thin and very far away as peter walsh shut the door 
633,remember my party  remember my party  said peter walsh as he stepped down the street  speaking to himself rhythmically  in time with the flow of the sound  the direct downright sound of big ben striking the half hour 
634, the leaden circles dissolved in the air  
635,oh these parties  he thought  clarissa own parties 
636,why does she give these parties  he thought 
637,not that he blamed her or this effigy of a man in a tail coat with a carnation in his buttonhole coming towards him 
638,only one person in the world could be as he was  in love 
639,and there he was  this fortunate man  himself  reflected in the plate glass window of a motor car manufacturer in victoria street 
640,all india lay behind him  plains  mountains  epidemics of cholera  a district twice as big as ireland  decisions he had come to alone  he  peter walsh  who was now really for the first time in his life  in love 
641,clarissa had grown hard  he thought  and a trifle sentimental into the bargain  he suspected  looking at the great motor cars capable of doing  how many miles on how many gallons 
642,for he had a turn for mechanics  had invented a plough in his district  had ordered wheel barrows from england  but the coolies would not use them  all of which clarissa knew nothing whatever about 
643,the way she said  here is my elizabeth    that annoyed him 
644,why not  here is elizabeth  simply 
645,it was insincere 
646,and elizabeth did not like it either 
647, still the last tremors of the great booming voice shook the air round him  the half hour  still early  only half past eleven still  
648,for he understood young people  he liked them 
649,there was always something cold in clarissa  he thought 
650,she had always  even as a girl  a sort of timidity  which in middle age becomes conventionality  and then it is all up  it is all up  he thought  looking rather drearily into the glassy depths  and wondering whether by calling at that hour he had annoyed her  overcome with shame suddenly at having been a fool  wept  been emotional  told her everything  as usual  as usual 
651,as a cloud crosses the sun  silence falls on london  and falls on the mind 
652,effort ceases 
653,time flaps on the mast 
654,there we stop  there we stand 
655,rigid  the skeleton of habit alone upholds the human frame 
656,where there is nothing  peter walsh said to himself  feeling hollowed out  utterly empty within 
657,clarissa refused me  he thought 
658,he stood there thinking  clarissa refused me 
659,ah  said st  margaret own  like a hostess who comes into her drawing room on the very stroke of the hour and finds her guests there already 
660,i am not late 
661,no  it is precisely half past eleven  she says 
662,yet  though she is perfectly right  her voice  being the voice of the hostess  is reluctant to inflict its individuality 
663,some grief for the past holds it back  some concern for the present 
664,it is half past eleven  she says  and the sound of st  margaret own glides into the recesses of the heart and buries itself in ring after ring of sound  like something alive which wants to confide itself  to disperse itself  to be  with a tremor of delight  at rest  like clarissa herself  thought peter walsh  coming down the stairs on the stroke of the hour in white 
665,it is clarissa herself  he thought  with a deep emotion  and an extraordinarily clear  yet puzzling  recollection of her  as if this bell had come into the room years ago  where they sat at some moment of great intimacy  and had gone from one to the other and had left  like a bee with honey  laden with the moment 
666,but what room 
667,what moment 
668,and why had he been so profoundly happy when the clock was striking 
669,then  as the sound of st  margaret own languished  he thought  she has been ill  and the sound expressed languor and suffering 
670,it was her heart  he remembered  and the sudden loudness of the final stroke tolled for death that surprised in the midst of life  clarissa falling where she stood  in her drawing room 
671,no  he cried 
672,she is not dead 
673,i am not old  he cried  and marched up whitehall  as if there rolled down to him  vigorous  unending  his future 
674,he was not old  or set  or dried in the least 
675,as for caring what they said of him  the dalloways  the whitbreads  and their set  he cared not a straw  not a straw  though it was true he would have  some time or other  to see whether richard could not help him to some job  
676,striding  staring  he glared at the statue of the duke of cambridge 
677,he had been sent down from oxford  true  he had been a socialist  in some sense a failure  true 
678,still the future of civilisation lies  he thought  in the hands of young men like that  of young men such as he was  thirty years ago  with their love of abstract principles  getting books sent out to them all the way from london to a peak in the himalayas  reading science  reading philosophy 
679,the future lies in the hands of young men like that  he thought 
680,a patter like the patter of leaves in a wood came from behind  and with it a rustling  regular thudding sound  which as it overtook him drummed his thoughts  strict in step  up whitehall  without his doing 
681,boys in uniform  carrying guns  marched with their eyes ahead of them  marched  their arms stiff  and on their faces an expression like the letters of a legend written round the base of a statue praising duty  gratitude  fidelity  love of england 
682,it is  thought peter walsh  beginning to keep step with them  a very fine training 
683,but they did not look robust 
684,they were weedy for the most part  boys of sixteen  who might  to morrow  stand behind bowls of rice  cakes of soap on counters 
685,now they wore on them unmixed with sensual pleasure or daily preoccupations the solemnity of the wreath which they had fetched from finsbury pavement to the empty tomb 
686,they had taken their vow 
687,the traffic respected it  vans were stopped 
688,i cannot keep up with them  peter walsh thought  as they marched up whitehall  and sure enough  on they marched  past him  past every one  in their steady way  as if one will worked legs and arms uniformly  and life  with its varieties  its irreticences  had been laid under a pavement of monuments and wreaths and drugged into a stiff yet staring corpse by discipline 
689,one had to respect it  one might laugh  but one had to respect it  he thought 
690,there they go  thought peter walsh  pausing at the edge of the pavement  and all the exalted statues  nelson  gordon  havelock  the black  the spectacular images of great soldiers stood looking ahead of them  as if they too had made the same renunciation  peter walsh felt he too had made it  the great renunciation   trampled under the same temptations  and achieved at length a marble stare 
691,but the stare peter walsh did not want for himself in the least  though he could respect it in others 
692,he could respect it in boys 
693,they do not know the troubles of the flesh yet  he thought  as the marching boys disappeared in the direction of the strand  all that I have been through  he thought  crossing the road  and standing under gordon own statue  gordon whom as a boy he had worshipped  gordon standing lonely with one leg raised and his arms crossed   poor gordon  he thought 
694,and just because nobody yet knew he was in london  except clarissa  and the earth  after the voyage  still seemed an island to him  the strangeness of standing alone  alive  unknown  at half past eleven in trafalgar square overcame him 
695,what is it 
696,where am i 
697,and why  after all  does one do it 
698,he thought  the divorce seeming all moonshine 
699,and down his mind went flat as a marsh  and three great emotions bowled over him  understanding  a vast philanthropy  and finally  as if the result of the others  an irrepressible  exquisite delight  as if inside his brain by another hand strings were pulled  shutters moved  and he  having nothing to do with it  yet stood at the opening of endless avenues  down which if he chose he might wander 
700,he had not felt so young for years 
701,he had escaped  was utterly free  as happens in the downfall of habit when the mind  like an unguarded flame  bows and bends and seems about to blow from its holding 
702,i have not felt so young for years  thought peter  escaping  only of course for an hour or so  from being precisely what he was  and feeling like a child who runs out of doors  and sees  as he runs  his old nurse waving at the wrong window 
703,but she is extraordinarily attractive  he thought  as  walking across trafalgar square in the direction of the haymarket  came a young woman who  as she passed gordon own statue  seemed  peter walsh thought  susceptible as he was   to she would veil after veil  until she became the very woman he had always had in mind  young  but stately  merry  but discreet  black  but enchanting 
704,straightening himself and stealthily fingering his pocket knife he started after her to follow this woman  this excitement  which seemed even with its back turned to she would on him a light which connected them  which singled him out  as if the random uproar of the traffic had whispered through hollowed hands his name  not peter  but his private name which he called himself in his own thoughts 
705, you   she said  only  you   saying it with her white gloves and her shoulders 
706,then the thin long cloak which the wind stirred as she walked past dent own shop in cockspur street blew out with an enveloping kindness  a mournful tenderness  as of arms that would open and take the tired  
707,but she is not married  she is young  quite young  thought peter  the red carnation he had seen her wear as she came across trafalgar square burning again in his eyes and making her lips red 
708,but she waited at the kerbstone 
709,there was a dignity about her 
710,she was not worldly  like clarissa  not rich  like clarissa 
711,was she  he wondered as she moved  respectable 
712,witty  with a lizard own flickering tongue  he thought  for one must invent  must allow oneself a little diversion   a cool waiting wit  a darting wit  not noisy 
713,she moved  she crossed  he followed her 
714,to embarrass her was the last thing he wished 
715,still if she stopped he would say  come and have an ice   he would say  and she would answer  perfectly simply   oh yes  
716,but other people got between them in the street  obstructing him  blotting her out 
717,he pursued  she changed 
718,there was colour in her cheeks  mockery in her eyes  he was an adventurer  reckless  he thought  swift  daring  indeed  landed as he was last night from india  a romantic buccaneer  careless of all these damned proprieties  yellow dressing gowns  pipes  fishing rods  in the shop windows  and respectability and evening parties and spruce old men wearing white slips beneath their waistcoats 
719,he was a buccaneer 
720,on and on she went  across piccadilly  and up regent street  ahead of him  her cloak  her gloves  her shoulders combining with the fringes and the laces and the feather boas in the windows to make the spirit of finery and whimsy which dwindled out of the shops on to the pavement  as the light of a lamp goes wavering at night over hedges in the darkness 
721,laughing and delightful  she had crossed oxford street and great portland street and turned down one of the little streets  and now  and now  the great moment was approaching  for now she slackened  opened her bag  and with one look in his direction  but not at him  one look that bade farewell  summed up the whole situation and dismissed it triumphantly  for ever  had fitted her key  opened the door  and gone 
722,clarissa own voice saying  remember my party  remember my party  sang in his ears 
723,the house was one of those flat red houses with hanging flower baskets of vague impropriety 
724,it was over 
725,well  I have had my fun  I have had it  he thought  looking up at the swinging baskets of pale geraniums 
726,and it was smashed to atoms  his fun  for it was half made up  as he knew very well  invented  this escapade with the girl  made up  as one makes up the better part of life  he thought  making oneself up  making her up  creating an exquisite amusement  and something more 
727,but odd it was  and quite true  all this one could never share  it smashed to atoms 
728,he turned  went up the street  thinking to find somewhere to sit  till it was time for lincoln own inn  for messrs  hooper and grateley 
729,where should he go 
730,no matter 
731,up the street  then  towards regent own park 
732,his boots on the pavement struck out  no matter   for it was early  still very early 
733,it was a splendid morning too 
734,like the pulse of a perfect heart  life struck straight through the streets 
735,there was no fumbling  no hesitation 
736,sweeping and swerving  accurately  punctually  noiselessly  there  precisely at the right instant  the motor car stopped at the door 
737,the girl  silk stockinged  feathered  evanescent  but not to him particularly attractive  for he had had his fling   alighted 
738,admirable butlers  tawny chow dogs  halls laid in black and white lozenges with white blinds blowing  peter saw through the opened door and approved of 
739,a splendid achievement in its own way  after all  london  the season  civilisation 
740,coming as he did from a respectable anglo indian family which for at least three generations had administered the affairs of a continent  it is strange  he thought  what a sentiment i have about that  disliking india  and empire  and army as he did   there were moments when civilisation  even of this sort  seemed dear to him as a personal possession  moments of pride in england  in butlers  chow dogs  girls in their security 
741,ridiculous enough  still there it is  he thought 
742,and the doctors and men of business and capable women all going about their business  punctual  alert  robust  seemed to him wholly admirable  good fellows  to whom one would entrust one own life  companions in the art of living  who would see one through 
743,what with one thing and another  the show was really very tolerable  and he would sit down in the shade and smoke 
744,there was regent own park 
745,yes 
746,as a child he had walked in regent own park  odd  he thought  how the thought of childhood keeps coming back to me  the result of seeing clarissa  perhaps  for women live much more in the past than we do  he thought 
747,they attach themselves to places  and their fathers  a woman own always proud of her father  bourton was a nice place  a very nice place  but i could never get on with the old man  he thought  there was quite a scene one night  an argument about something or other  what  he could not remember 
748,politics presumably 
749,yes  he remembered regent own park  the long straight walk  the little house where one bought air balls to the left  an absurd statue with an inscription somewhere or other 
750,he looked for an empty seat 
751,he did not want to be bothered  feeling a little drowsy as he did  by people asking him the time 
752,an elderly grey nurse  with a baby asleep in its perambulator  that was the best he could do for himself  sit down at the far end of the seat by that nurse 
753,she is a queer looking girl  he thought  suddenly remembering elizabeth as she came into the room and stood by her mother 
754,grown big  quite grown up  not exactly pretty  handsome rather  and she cannot be more than eighteen 
755,probably she does not get on with clarissa 
756, there is my elizabeth   that sort of thing  why not  here is elizabeth  simply   trying to make out  like most mothers  that things are what they are not 
757,she trusts to her charm too much  he thought 
758,she overdoes it 
759,the rich benignant cigar smoke eddied coolly down his throat  he puffed it out again in rings which breasted the air bravely for a moment  blue  circular  i shall try and get a word alone with elizabeth to night  he thought  then began to wobble into hour glass shapes and taper away  odd shapes they take  he thought 
760,suddenly he closed his eyes  raised his hand with an effort  and threw away the heavy end of his cigar 
761,a great brush swept smooth across his mind  sweeping across it moving branches  children own voices  the shuffle of feet  and people passing  and humming traffic  rising and falling traffic 
762,down  down he sank into the plumes and feathers of sleep  sank  and was muffled over 
763,the grey nurse resumed her knitting as peter walsh  on the hot seat beside her  began snoring 
764,in her grey dress  moving her hands indefatigably yet quietly  she seemed like the champion of the rights of sleepers  like one of those spectral presences which rise in twilight in woods made of sky and branches 
765,the solitary traveller  haunter of lanes  disturber of ferns  and devastator of great hemlock plants  looking up  suddenly sees the giant figure at the end of the ride 
766,by conviction an atheist perhaps  he is taken by surprise with moments of extraordinary exaltation 
767,nothing exists outside us except a state of mind  he thinks  a desire for solace  for relief  for something outside these miserable pigmies  these feeble  these ugly  these craven men and women 
768,but if he can conceive of her  then in some sort she exists  he thinks  and advancing down the path with his eyes upon sky and branches he rapidly endows them with womanhood  sees with amazement how grave they become  how majestically  as the breeze stirs them  they dispense with a dark flutter of the leaves charity  comprehension  absolution  and then  flinging themselves suddenly aloft  confound the piety of their aspect with a wild carouse 
769,such are the visions which proffer great cornucopias full of fruit to the solitary traveller  or murmur in his ear like sirens lolloping away on the green sea waves  or are dashed in his face like bunches of roses  or rise to the surface like pale faces which fishermen flounder through floods to embrace 
770,such are the visions which ceaselessly float up  pace beside  put their faces in front of  the actual thing  often overpowering the solitary traveller and taking away from him the sense of the earth  the wish to return  and giving him for substitute a general peace  as if  so he thinks as he advances down the forest ride  all this fever of living were simplicity itself  and myriads of things merged in one thing  and this figure  made of sky and branches as it is  had risen from the troubled sea  he is elderly  past fifty now  as a shape might be sucked up out of the waves to shower down from her magnificent hands compassion  comprehension  absolution 
771,so  he thinks  may i never go back to the lamplight  to the sitting room  never finish my book  never knock out my pipe  never ring for mrs  turner to clear away  rather let me walk straight on to this great figure  who will  with a toss of her head  mount me on her streamers and let me blow to nothingness with the rest 
772,such are the visions 
773,the solitary traveller is soon beyond the wood  and there  coming to the door with shaded eyes  possibly to look for his return  with hands raised  with white apron blowing  is an elderly woman who seems  so powerful is this infirmity  to seek  over a desert  a lost son  to search for a rider destroyed  to be the figure of the mother whose sons have been killed in the battles of the world 
774,so  as the solitary traveller advances down the village street where the women stand knitting and the men dig in the garden  the evening seems ominous  the figures still  as if some august fate  known to them  awaited without fear  were about to sweep them into complete annihilation 
775,indoors among ordinary things  the cupboard  the table  the window sill with its geraniums  suddenly the outline of the landlady  bending to remove the cloth  becomes soft with light  an adorable emblem which only the recollection of cold human contacts forbids us to embrace 
776,she takes the marmalade  she shuts it in the cupboard 
777, there is nothing more to night  sir  
778,but to whom does the solitary traveller make reply 
779,so the elderly nurse knitted over the sleeping baby in regent own park 
780,so peter walsh snored 
781,he woke with extreme suddenness  saying to himself   the death of the soul  
782, lord  lord   he said to himself out loud  stretching and opening his eyes 
783, the death of the soul  
784,the words attached themselves to some scene  to some room  to some past he had been dreaming of 
785,it became clearer  the scene  the room  the past he had been dreaming of 
786,it was at bourton that summer  early in the  nineties  when he was so passionately in love with clarissa 
787,there were a great many people there  laughing and talking  sitting round a table after tea and the room was bathed in yellow light and full of cigarette smoke 
788,they were talking about a man who had married his housemaid  one of the neighbouring squires  he had forgotten his name 
789,he had married his housemaid  and she had been brought to bourton to call  an awful visit it had been 
790,she was absurdly over dressed   like a cockatoo   clarissa had said  imitating her  and she never stopped talking 
791,on and on she went  on and on 
792,clarissa imitated her 
793,then somebody said  sally seton it was  did it make any real difference to one own feelings to know that before they would married she had had a baby 
794, in those days  in mixed company  it was a bold thing to say  
795,he could see clarissa now  turning bright pink  somehow contracting  and saying   oh  i shall never be able to speak to her again  
796,whereupon the whole party sitting round the tea table seemed to wobble 
797,it was very uncomfortable 
798,he had not blamed her for minding the fact  since in those days a girl brought up as she was  knew nothing  but it was her manner that annoyed him  timid  hard  something arrogant  unimaginative  prudish 
799, the death of the soul  
800,he had said that instinctively  ticketing the moment as he used to do  the death of her soul 
801,every one wobbled  every one seemed to bow  as she spoke  and then to stand up different 
802,he could see sally seton  like a child who has been in mischief  leaning forward  rather flushed  wanting to talk  but afraid  and clarissa did frighten people 
803, she was clarissa own greatest friend  always about the place  totally unlike her  an attractive creature  handsome  dark  with the reputation in those days of great daring and he used to give her cigars  which she smoked in her bedroom  she had either been engaged to somebody or quarrelled with her family and old parry disliked them both equally  which was a great bond  
804,then clarissa  still with an air of being offended with them all  got up  made some excuse  and went off  alone 
805,as she opened the door  in came that great shaggy dog which ran after sheep 
806,she flung herself upon him  went into raptures 
807,it was as if she said to peter  it was all aimed at him  he knew   i know you thought me absurd about that woman just now  but see how extraordinarily sympathetic i am  see how i love my rob  
808,they had always this queer power of communicating without words 
809,she knew directly he criticised her 
810,then she would do something quite obvious to defend herself  like this fuss with the dog  but it never took him in  he always saw through clarissa 
811,not that he said anything  of course  just sat looking glum 
812,it was the way their quarrels often began 
813,she shut the door 
814,at once he became extremely depressed 
815,it all seemed useless  going on being in love  going on quarrelling  going on making it up  and he wandered off alone  among outhouses  stables  looking at the horses 
816, the place was quite a humble one  the parrys were never very well off  but there were always grooms and stable boys about  clarissa loved riding  and an old coachman  what was his name   an old nurse  old moody  old goody  some such name they called her  whom one was taken to visit in a little room with lots of photographs  lots of bird cages  
817,it was an awful evening 
818,he grew more and more gloomy  not about that only  about everything 
819,and he could not see her  could not explain to her  could not have it out 
820,there were always people about  she would go on as if nothing had happened  that was the devilish part of her  this coldness  this woodenness  something very profound in her  which he had felt again this morning talking to her  an impenetrability 
821,yet heaven knows he loved her 
822,she had some queer power of fiddling on one own nerves  turning one own nerves to fiddle strings  yes 
823,he had gone in to dinner rather late  from some idiotic idea of making himself felt  and had sat down by old miss parry  aunt helena  mr 
824,parry own sister  who was supposed to preside 
825,there she sat in her white cashmere shawl  with her head against the window  a formidable old lady  but kind to him  for he had found her some rare flower  and she was a great botanist  marching off in thick boots with a black collecting box slung between her shoulders 
826,he sat down beside her  and could not speak 
827,everything seemed to race past him  he just sat there  eating 
828,and then half way through dinner he made himself look across at clarissa for the first time 
829,she was talking to a young man on her right 
830,he had a sudden revelation 
831, she will marry that man   he said to himself 
832,he did not even know his name 
833,for of course it was that afternoon  that very afternoon  that dalloway had come over  and clarissa called him  wickham   that was the beginning of it all 
834,somebody had brought him over  and clarissa got his name wrong 
835,she introduced him to everybody as wickham 
836,at last he said  my name is dalloway    that was his first view of richard  a fair young man  rather awkward  sitting on a deck chair  and blurting out  my name is dalloway  
837,sally got hold of it  always after that she called him  my name is dalloway  
838,he was a prey to revelations at that time 
839,this one  that she would marry dalloway  was blinding  overwhelming at the moment  there was a sort of  how could he put it   a sort of ease in her manner to him  something maternal  something gentle 
840,they were talking about politics 
841,all through dinner he tried to hear what they were saying 
842,afterwards he could remember standing by old miss parry own chair in the drawing room 
843,clarissa came up  with her perfect manners  like a real hostess  and wanted to introduce him to some one  spoke as if they had never met before  which enraged him  yet even then he admired her for it  he admired her courage  her social instinct  he admired her power of carrying things through   the perfect hostess   he said to her  whereupon she winced all over  but he meant her to feel it  he would have done anything to hurt her after seeing her with dalloway  so she left him  and he had a feeling that they were all gathered together in a conspiracy against him  laughing and talking  behind his back  there he stood by miss parry own chair as though he had been cut out of wood  he talking about wild flowers  never  never had he suffered so infernally  he must have forgotten even to pretend to listen  at last he woke up  he saw miss parry looking rather disturbed  rather indignant  with her prominent eyes fixed  he almost cried out that he could not attend because he was in hell  people began going out of the room  he heard them talking about fetching cloaks  about its being cold on the water  and so on  they were going boating on the lake by moonlight  one of sally own mad ideas 
844,he could hear her describing the moon 
845,and they all went out 
846,he was left quite alone 
847, do not you want to go with them   said aunt helena  old miss parry   she had guessed 
848,and he turned round and there was clarissa again 
849,she had come back to fetch him 
850,he was overcome by her generosity  her goodness 
851, come along   she said 
852, they are waiting  
853,he had never felt so happy in the whole of his life 
854,without a word they made it up 
855,they walked down to the lake 
856,he had twenty minutes of perfect happiness 
857,her voice  her laugh  her dress  something floating  white  crimson   her spirit  her adventurousness  she made them all disembark and explore the island  she startled a hen  she laughed  she sang 
858,and all the time  he knew perfectly well  dalloway was falling in love with her  she was falling in love with dalloway  but it did not seem to matter 
859,nothing mattered 
860,they sat on the ground and talked  he and clarissa 
861,they went in and out of each other own minds without any effort 
862,and then in a second it was over 
863,he said to himself as they were getting into the boat   she will marry that man   dully  without any resentment  but it was an obvious thing 
864,dalloway would marry clarissa 
865,dalloway rowed them in 
866,he said nothing 
867,but somehow as they watched him start  jumping on to his bicycle to ride twenty miles through the woods  wobbling off down the drive  waving his hand and disappearing  he obviously did feel  instinctively  tremendously  strongly  all that  the night  the romance  clarissa 
868,he deserved to have her 
869,for himself  he was absurd 
870,his demands upon clarissa  he could see it now  were absurd 
871,he asked impossible things 
872,he made terrible scenes 
873,she would have accepted him still  perhaps  if he had been less absurd 
874,sally thought so 
875,she wrote him all that summer long letters  how they had talked of him  how she had praised him  how clarissa burst into tears 
876,it was an extraordinary summer  all letters  scenes  telegrams  arriving at bourton early in the morning  hanging about till the servants were up  appalling t te   t tes with old mr  parry at breakfast  aunt helena formidable but kind  sally sweeping him off for talks in the vegetable garden  clarissa in bed with headaches 
877,the final scene  the terrible scene which he believed had mattered more than anything in the whole of his life  it might be an exaggeration  but still so it did seem now  happened at three of the clock in the afternoon of a very hot day  it was a trifle that led up to it  sally at lunch saying something about dalloway  and calling him  my name is dalloway   whereupon clarissa suddenly stiffened  coloured  in a way she had  and rapped out sharply   we have had enough of that feeble joke  
878,that was all  but for him it was precisely as if she had said   I am only amusing myself with you  I have an understanding with richard dalloway  
879,so he took it 
880,he had not slept for nights 
881, it is got to be finished one way or the other   he said to himself 
882,he sent a note to her by sally asking her to meet him by the fountain at three 
883, something very important has happened   he scribbled at the end of it 
884,the fountain was in the middle of a little shrubbery  far from the house  with shrubs and trees all round it 
885,there she came  even before the time  and they stood with the fountain between them  the spout  it was broken  dribbling water incessantly 
886,how sights fix themselves upon the mind 
887,for example  the vivid green moss 
888,she did not move 
889, tell me the truth  tell me the truth   he kept on saying 
890,he felt as if his forehead would burst 
891,she seemed contracted  petrified 
892,she did not move 
893, tell me the truth   he repeated  when suddenly that old man breitkopf popped his head in carrying the times  stared at them  gaped  and went away 
894,they neither of them moved 
895, tell me the truth   he repeated 
896,he felt that he was grinding against something physically hard  she was unyielding 
897,she was like iron  like flint  rigid up the backbone 
898,and when she said   it is no use  it is no use  this is the end   after he had spoken for hours  it seemed  with the tears running down his cheeks  it was as if she had hit him in the face 
899,she turned  she left him  went away 
900, clarissa   he cried 
901, clarissa  
902,but she never came back 
903,it was over 
904,he went away that night 
905,he never saw her again 
906,it was awful  he cried  awful  awful 
907,still  the sun was hot 
908,still  one got over things 
909,still  life had a way of adding day to day 
910,still  he thought  yawning and beginning to take notice  regent own park had changed very little since he was a boy  except for the squirrels  still  presumably there were compensations  when little elise mitchell  who had been picking up pebbles to add to the pebble collection which she and her brother were making on the nursery mantelpiece  plumped her handful down on the nurse own knee and scudded off again full tilt into a lady own legs 
911,peter walsh laughed out 
912,but lucrezia warren smith was saying to herself  it is wicked  why should i suffer 
913,she was asking  as she walked down the broad path 
914,no  i cannot stand it any longer  she was saying  having left septimus  who was not septimus any longer  to say hard  cruel  wicked things  to talk to himself  to talk to a dead man  on the seat over there  when the child ran full tilt into her  fell flat  and burst out crying 
915,that was comforting rather 
916,she stood her upright  dusted her frock  kissed her 
917,but for herself she had done nothing wrong  she had loved septimus  she had been happy  she had had a beautiful home  and there her sisters lived still  making hats 
918,why should she suffer 
919,the child ran straight back to its nurse  and rezia saw her scolded  comforted  taken up by the nurse who put down her knitting  and the kind looking man gave her his watch to blow open to comfort her  but why should she be exposed 
920,why not left in milan 
921,why tortured 
922,why 
923,slightly waved by tears the broad path  the nurse  the man in grey  the perambulator  rose and fell before her eyes 
924,to be rocked by this malignant torturer was her lot 
925,but why 
926,she was like a bird sheltering under the thin hollow of a leaf  who blinks at the sun when the leaf moves  starts at the crack of a dry twig 
927,she was exposed  she was surrounded by the enormous trees  vast clouds of an indifferent world  exposed  tortured  and why should she suffer 
928,why 
929,she frowned  she stamped her foot 
930,she must go back again to septimus since it was almost time for them to be going to sir william bradshaw 
931,she must go back and tell him  go back to him sitting there on the green chair under the tree  talking to himself  or to that dead man evans  whom she had only seen once for a moment in the shop 
932,he had seemed a nice quiet man  a great friend of septimus own  and he had been killed in the war 
933,but such things happen to every one 
934,every one has friends who were killed in the war 
935,every one gives up something when they marry 
936,she had given up her home 
937,she had come to live here  in this awful city 
938,but septimus let himself think about horrible things  as she could too  if she tried 
939,he had grown stranger and stranger 
940,he said people were talking behind the bedroom walls 
941,mrs  filmer thought it odd 
942,he saw things too  he had seen an old woman own head in the middle of a fern  yet he could be happy when he chose  they went to hampton court on top of a bus  and they were perfectly happy  all the little red and yellow flowers were out on the grass  like floating lamps he said  and talked and chattered and laughed  making up stories  suddenly he said   now we will kill ourselves   when they were standing by the river  and he looked at it with a look which she had seen in his eyes when a train went by  or an omnibus  a look as if something fascinated him  and she felt he was going from her and she caught him by the arm 
943,but going home he was perfectly quiet  perfectly reasonable 
944,he would argue with her about killing themselves  and explain how wicked people were  how he could see them making up lies as they passed in the street 
945,he knew all their thoughts  he said  he knew everything 
946,he knew the meaning of the world  he said 
947,then when they got back he could hardly walk 
948,he lay on the sofa and made her hold his hand to prevent him from falling down  down  he cried  into the flames  and saw faces laughing at him  calling him horrible disgusting names  from the walls  and hands pointing round the screen 
949,yet they were quite alone 
950,but he began to talk aloud  answering people  arguing  laughing  crying  getting very excited and making her write things down 
951,perfect nonsense it was  about death  about miss isabel pole 
952,she could stand it no longer 
953,she would go back 
954,she was close to him now  could see him staring at the sky  muttering  clasping his hands 
955,yet dr  holmes said there was nothing the matter with him 
956,what then had happened  why had he gone  then  why  when she sat by him  did he start  frown at her  move away  and point at her hand  take her hand  look at it terrified 
957,was it that she had taken off her wedding ring 
958, my hand has grown so thin   she said 
959, i have put it in my purse   she told him 
960,he dropped her hand 
961,their marriage was over  he thought  with agony  with relief 
962,the rope was cut  he mounted  he was free  as it was decreed that he  septimus  the lord of men  should be free  alone  since his wife had thrown away her wedding ring  since she had left him   he  septimus  was alone  called forth in advance of the mass of men to hear the truth  to learn the meaning  which now at last  after all the toils of civilisation  greeks  romans  shakespeare  darwin  and now himself  was to be given whole to 
963,       to whom   he asked aloud 
964, to the prime minister   the voices which rustled above his head replied 
965,the supreme secret must be told to the cabinet  first that trees are alive  next there is no crime  next love  universal love  he muttered  gasping  trembling  painfully drawing out these profound truths which needed  so deep were they  so difficult  an immense effort to speak out  but the world was entirely changed by them for ever 
966,no crime  love  he repeated  fumbling for his card and pencil  when a skye terrier snuffed his trousers and he started in an agony of fear 
967,it was turning into a man 
968,he could not watch it happen 
969,it was horrible  terrible to see a dog become a man 
970,at once the dog trotted away 
971,heaven was divinely merciful  infinitely benignant 
972,it spared him  pardoned his weakness 
973,but what was the scientific explanation  for one must be scientific above all things  
974,why could he see through bodies  see into the future  when dogs will become men 
975,it was the heat wave presumably  operating upon a brain made sensitive by eons of evolution 
976,scientifically speaking  the flesh was melted off the world 
977,his body was macerated until only the nerve fibres were left 
978,it was spread like a veil upon a rock 
979,he lay back in his chair  exhausted but upheld 
980,he lay resting  waiting  before he again interpreted  with effort  with agony  to mankind 
981,he lay very high  on the back of the world 
982,the earth thrilled beneath him 
983,red flowers grew through his flesh  their stiff leaves rustled by his head 
984,music began clanging against the rocks up here 
985,it is a motor horn down in the street  he muttered  but up here it cannoned from rock to rock  divided  met in shocks of sound which rose in smooth columns  that music should be visible was a discovery  and became an anthem  an anthem twined round now by a shepherd boy own piping  that is an old man playing a penny whistle by the public house  he muttered  which  as the boy stood still came bubbling from his pipe  and then  as he climbed higher  made its exquisite plaint while the traffic passed beneath 
