,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale,transformer_nlptown_roll100_stdscale,transformer_robertalg15_roll100_stdscale,transformer_distillbertsst_roll100_stdscale,transformer_bertsst_roll100_stdscale
3633,-0.30190871582436857,-0.2803970412741327,-0.2736759327437571,0.26632339097147323,0.046695267529933374,0.2552296154514632,-0.4645727517272471,-0.4547775498841938,0.1794023528074118,-1.1459537380774838,-0.43464000414335086,0.09078364381317053,0.2413331480176382,0.2205526067703591,0.2978097541010915,0.7761922793003602,0.4821096499501336,0.8535190107112819,-0.2016128902476659,-0.1934309883110706,-0.33388904896225496,0.4244853912337523,1.444108892952871,0.5572923425814973,1.5510618510158547,0.8261278755279562
3634,-0.31370236490549397,-0.2922105105044356,-0.29759540365266873,0.24315839103744077,-0.007802756854457363,0.2552296154514632,-0.4645727517272471,-0.5174032000336563,0.09834720087751866,-1.155203514514966,-0.4416697835751072,0.07379645350958237,0.2256668975157957,0.18867821207240876,0.32495483102332506,0.7004533610659297,0.4577744932707303,0.8535190107112819,-0.2135524374595909,-0.2156500641509302,-0.33388904896225496,0.4244853912337523,1.4092359031248396,0.5898128933499701,1.551062689969121,0.8303851848739733
3635,-0.31370236490549397,-0.2922105105044356,-0.29759540365266873,0.20630498205147993,-0.021174096170612035,0.2552296154514632,-0.4645727517272471,-0.5174032000336563,0.09834720087751866,-1.155203514514966,-0.4366674078126879,0.05790639198959365,0.21101246203747837,0.18867821207240876,0.23661745431245013,0.7004533610659297,0.435011038583783,0.8535190107112819,-0.2135524374595909,-0.2156500641509302,-0.33388904896225496,0.4244853912337523,1.4091635149952904,0.5549158041116012,1.4954307704680423,0.8288647172503955
3636,-0.3184198245379441,-0.27330895973595093,-0.3215148745615804,0.2136756638486722,-0.003173421449791654,0.274998473156133,-0.4396201205089714,-0.4997571339277631,0.13680704337486616,-1.1497084473608714,-0.42079513993688167,0.04622962917797165,0.20024369522035337,0.18867821207240876,0.19810545460203993,0.7379556154493622,0.4535973215057788,0.8535190107112819,-0.19444916192051084,-0.23786913999078985,-0.32397859269730317,0.4431699595616348,1.374137415468933,0.5197186205924363,1.4955844187662242,0.773519695752173
3637,-0.37738806994357127,-0.3323763058874653,-0.3965582913147217,0.15900977385283038,-0.026568098584084116,0.21984805284155742,-0.4684516033644571,-0.5499649612060852,0.15045408426102147,-1.1483036665418382,-0.39821580637425086,-0.04316426003423821,0.11780115842033854,0.0683780545571666,0.22204950984043878,0.7040335500178243,0.3811644522300993,0.667531808346098,-0.2541468979801361,-0.32674544335022826,-0.3735308740220622,0.3871162545779873,1.3609973256096195,0.5196856940368942,1.4826620604316865,0.7811220338700609
3638,-0.38682298920847147,-0.34182708127170774,-0.44456112182018903,0.15163909205563839,-0.024336097585406197,0.21744438940241004,-0.4990098684683389,-0.5537505193065049,0.20007968748340474,-1.143939211743648,-0.39757019048415904,-0.04316426003423821,0.11780115842033854,0.0683780545571666,0.19123033751029675,0.6876446409894229,0.3811644522300993,0.667531808346098,-0.263698535749676,-0.3489645191900878,-0.3735308740220622,0.3871162545779873,1.314915424236287,0.4845370893365922,1.4825465009493972,0.771086947554449
3639,-0.38682298920847147,-0.34182708127170774,-0.44456112182018903,0.15163909205563839,-0.029213433101035823,0.21744438940241004,-0.4990098684683389,-0.5537505193065049,0.20007968748340474,-1.143939211743648,-0.39757019048415904,-0.04858469603263233,0.13779690972763026,0.04295108379860336,0.19290953573656583,0.67589899012911,0.40057719161404204,0.667531808346098,-0.263698535749676,-0.3489645191900878,-0.3735308740220622,0.3871162545779873,1.3038685708970006,0.5196979970524721,1.4260830504708706,0.8212623791325077
3640,-0.400975368105822,-0.3560032443480713,-0.44456112182018903,0.17006579654861867,-0.013300092647498112,0.21744438940241004,-0.4990098684683389,-0.5537505193065049,0.191414899619179,-1.1459650546602786,-0.40400780907114514,-0.08892927300365408,0.10058956478575465,-0.048687800958003985,0.18347535215095442,0.6545928657058928,0.35799066742508673,0.5012163606735583,-0.2780259924039861,-0.3489645191900878,-0.3735308740220622,0.3871162545779873,1.326601519637396,0.5197420337696536,1.4822640640406621,0.8300810913492573
3641,-0.39507854356525923,-0.3500965097329197,-0.41341423890646056,0.17743647834581097,-0.02202142988307422,0.21744438940241004,-0.4758547612200779,-0.541690386964538,0.2327695689711649,-1.1415723363754706,-0.3998733794492858,-0.07703823979114234,0.11155594013704448,-0.048687800958003985,0.2056146818250412,0.643961975844874,0.38232582410449,0.5012163606735583,-0.2720562187980235,-0.32674544335022826,-0.3537099614921586,0.3871162545779873,1.3622951206903087,0.5197907019999668,1.482066717587144,0.8753910265318678
3642,-0.39389917865714674,-0.34891516280988955,-0.4222268056037907,0.17375113744721496,-0.039174770891434174,0.19633292566626787,-0.48743231484420835,-0.5033578852547764,0.19803164671549672,-1.1452622197347095,-0.3888321093054013,-0.12470842435110864,0.06759263370209233,-0.1083193331432711,0.17053182327324504,0.643961975844874,0.3367989147305953,0.5012163606735583,-0.27086226407683106,-0.32674544335022826,-0.3636204177571104,0.36843168625010486,1.3399534609447705,0.5198246636245348,1.4821869900624296,0.8711337171858508
3643,-0.3903610839328091,-0.3453711220407987,-0.4044946093980944,0.16736321322298145,-0.021298096226095315,0.19633292566626787,-0.4820594337951366,-0.47710340041344057,0.1732188451043051,-1.1476377412168757,-0.4182803442900281,-0.12470842435110864,0.06759263370209233,-0.1083193331432711,0.16177521771961473,0.643961975844874,0.3367989147305953,0.5012163606735583,-0.26728039991325353,-0.30452636751036866,-0.3537099614921586,0.36843168625010486,1.3064535361450644,0.5197525895803002,1.4822339157401907,0.8741746524330056
3644,-0.36441505595433343,-0.3193814897341322,-0.38216029318169603,0.19684594041175002,-0.019872095588051232,0.2157245797345707,-0.46038287863397753,-0.4398499318000192,0.21043804752109227,-1.1452208961737051,-0.4232383611081119,-0.1326362194452451,0.06028131136729839,-0.07060504072905475,0.21687002204041858,0.6831825982719137,0.3367989147305953,0.4577566753668998,-0.24101339604701869,-0.282307291670509,-0.32397859269730317,0.3871162545779873,1.2950000119424943,0.5284018640912291,1.5385845261603956,0.926478738684073
3645,-0.3762087050354588,-0.33119495896443507,-0.4067700624505165,0.18578991771596204,-0.02894476631415993,0.2157245797345707,-0.46862030138168315,-0.42444539301028,0.22036316816556936,-1.144482633053292,-0.4228580818762244,-0.11341740751408741,0.07800565051229015,-0.04806644009191752,0.1843059348964491,0.6728778400335136,0.3367989147305953,0.4577566753668998,-0.2529529432589437,-0.30452636751036866,-0.33388904896225496,0.3871162545779873,1.2943322288826895,0.49317664850450826,1.5950353197544358,0.8711337171858508
3646,-0.3821055295760214,-0.33710169357958664,-0.4067700624505165,0.2085161865906379,-0.03285076806184585,0.19543455004738158,-0.46096388984359116,-0.4175658118325094,0.22036316816556936,-1.144482633053292,-0.4179509729531528,-0.08326813557607039,0.1058104868735674,-0.010352147677701177,0.19976189301943587,0.6755121916560247,0.3655926604205106,0.4577566753668998,-0.25892271686490603,-0.30452636751036866,-0.32397859269730317,0.36843168625010486,1.2706345718666798,0.49316743386561784,1.6512402207038448,0.8693091560375574
3647,-0.3762087050354588,-0.33119495896443507,-0.3791806747852842,0.2859083454611553,-0.0006727536642360799,0.17491771839309966,-0.44161689251092157,-0.3891472992896736,0.2551010904212375,-1.1415797166122077,-0.4023628741193584,-0.08102094152521924,0.107882937013803,0.0037031392492142654,0.20885950679018891,0.7048326433149131,0.38705425131700805,0.4360268327135706,-0.2529529432589437,-0.282307291670509,-0.3041576801673996,0.34974711792222235,1.2482662874377644,0.45796781730310204,1.6512514866477055,0.8607945373455232
3648,-0.36677378577055836,-0.3217441835801929,-0.4341712645508672,0.3018781560217381,-0.037190770003719294,0.14226828727624452,-0.4139047651974538,-0.38595789207120984,0.21540060784333134,-1.143562646496211,-0.43545186481500847,-0.04038257202973801,0.1453612288987277,0.05290977180009616,0.21780993447322233,0.7496202677302367,0.4042618056262514,0.5121015787070708,-0.24340130548940353,-0.3489645191900878,-0.2744263113725442,0.3123779812664574,1.2484648567243766,0.4578657420356033,1.5948751877148142,0.8541044798017822
3649,-0.4198452066356227,-0.35127785665595024,-0.5067603352608625,0.31416262568372494,-0.0851167914475578,0.12372720778261131,-0.44968394491252495,-0.43114016741464406,0.1738391651445847,-1.1524193552573767,-0.46446687538812215,-0.04038257202973801,0.1453612288987277,0.05290977180009616,0.23601619188575046,0.7983371252230945,0.4042618056262514,0.5121015787070708,-0.27325017351921616,-0.41562174670966673,-0.33388904896225496,0.2936934129385749,1.22528809300959,0.45783829272032417,1.5949996431401876,0.8501512639804806
3650,-0.4045134628301597,-0.33592034665655646,-0.5255211894491477,0.30679194388653297,-0.12068414069501279,0.14211068122080345,-0.24024026078705646,-0.3739514133086188,0.17053079159642587,-1.152930184646116,-0.4536931316496129,-0.048327602789732374,0.13803401115956895,0.05290977180009616,0.23298506419593532,0.8182256990113256,0.38149835093930407,0.45064030232992747,-0.2696683093556386,-0.4378408225495263,-0.32397859269730317,0.2936934129385749,1.2252963710561686,0.49308778088608585,1.6508302882191679,0.901238976132686
3651,-0.45758488369522404,-0.38908095819291955,-0.6167155924878517,0.2549514819129481,-0.15672682348848102,0.10309862943886743,-0.28984784491752874,-0.403752995897592,0.07872342563501739,-1.1718267137305325,-0.46612334211250994,0.001683371247828312,0.18415608509360085,0.08478416649804649,0.27241106390666475,0.8979573729689677,0.39433576010389243,0.4999189534921617,-0.32339627180930125,-0.5267171259089648,-0.3933517865519658,0.25632427628280996,1.2140224913012632,0.49307867669663413,1.650690181335677,0.896981666786669
3652,-0.5000420203872755,-0.4316094474220097,-0.6379186536885164,0.26232216371014033,-0.22141351909831852,0.026705532584800937,-0.28984784491752874,-0.403752995897592,0.07872342563501739,-1.1718267137305325,-0.48352304049848077,-0.03276670264758065,0.178200516559641,0.013082778290395369,0.2083842660404098,0.9089027290224523,0.3596442204694274,0.47650218377568887,-0.36637864177223134,-0.5489362017488243,-0.3933517865519658,0.18158600297127964,1.2374510432603603,0.528310613920628,1.5958409022618472,0.93955476024684
3653,-0.5000420203872755,-0.4316094474220097,-0.6379186536885164,0.2763264591248053,-0.19888684235240023,0.026705532584800937,-0.28984784491752874,-0.37430910383779237,0.09361110660173196,-1.1697737756531263,-0.48773495998837835,0.016671566471143574,0.2237944196448284,-0.020649910334201646,0.11808227637963609,0.9660936669571861,0.3467672659315289,0.42435056140769856,-0.36637864177223134,-0.5489362017488243,-0.3933517865519658,0.18158600297127964,1.2373788343268646,0.5631554753010575,1.6519944937072741,0.9973325299427864
3654,-0.5000420203872755,-0.4316094474220097,-0.6379186536885164,0.27816912957410345,-0.18464750264786964,0.026705532584800937,-0.28984784491752874,-0.37430910383779237,0.09361110660173196,-1.1697737756531263,-0.47944970818346966,0.03659542843411634,0.24216898347190982,-0.03658710768317676,0.11075800877716642,0.9735862411553028,0.4018580260642257,0.4678102467143572,-0.36637864177223134,-0.5489362017488243,-0.3933517865519658,0.18158600297127964,1.2589344841482044,0.598366223063201,1.595596643634846,1.0538939255398707
3655,-0.4422531398897608,-0.3737234481935255,-0.5816360911236604,0.311337197661468,-0.1775381661335621,0.11862289977575996,-0.25525006549094575,-0.320405141091344,0.11180716111660588,-1.16696421401506,-0.5015907396089795,-0.025730520614047094,0.18468955849911997,-0.13014475267951942,0.03187348758495724,0.9070182159860926,0.3661437800194472,0.43164960276312186,-0.30787486043379847,-0.4822789742292455,-0.33388904896225496,0.2750088446106924,1.259133615243375,0.5983602261846263,1.595663555643939,1.0511570838174313
3656,-0.41748647681939755,-0.34891516280988955,-0.5816360911236604,0.26809586445127426,-0.18411016907411346,0.09983399978686008,-0.28042541022489004,-0.36270800767493155,0.12520607398664874,-1.163551942624808,-0.5008093306157585,-0.07369268661974392,0.14849926321057222,-0.17105164627813257,0.0032490651174210032,0.9244708303774797,0.3036813756711737,0.43164960276312186,-0.28280181128875603,-0.4822789742292455,-0.3735308740220622,0.25632427628280996,1.2929147601916342,0.6317845531534501,1.595412132997497,1.1065021053156536
3657,-0.41394838209506013,-0.3453711220407987,-0.555243040296369,0.23984158422870427,-0.17673216577292736,0.07954397009967094,-0.28042541022489004,-0.3399469670018571,0.12520607398664874,-1.163551942624808,-0.48945458805059355,-0.07369268661974392,0.14849926321057222,-0.17105164627813257,0.023634981031203706,0.9281559462505653,0.3036813756711737,0.43164960276312186,-0.27921994712517856,-0.4600598983893859,-0.3735308740220622,0.23763970795492748,1.316263163293505,0.6318649792790533,1.5389998671083824,1.1058939182662229
3658,-0.3608769612299958,-0.31583744896504157,-0.4974485989548051,0.2436497698239203,-0.14248748378394954,0.11662612908693736,-0.25060942712899736,-0.2909135569609879,0.09543071205321908,-1.1667244950168676,-0.46348288886670813,-0.07369268661974392,0.14849926321057222,-0.17105164627813257,0.027396181139578056,0.9281559462505653,0.3036813756711737,0.43164960276312186,-0.24937107909536615,-0.3934026708698071,-0.32397859269730317,0.2750088446106924,1.291436205027599,0.6320227631396612,1.5356200923904209,1.1171453786806966
3659,-0.329034108710957,-0.2839410820432236,-0.44644577885869313,0.24180709937462216,-0.15792549069147316,0.13654813943132535,-0.2151295543501616,-0.24807415458364013,0.10917318679172523,-1.1668643171358357,-0.4586834366099678,-0.060952293892052894,0.16024895108695403,-0.1869888436271078,0.028427886445920442,0.8858095683041739,0.26717864065206925,0.4562889283442392,-0.21713430162316844,-0.3489645191900878,-0.284336767637496,0.2936934129385749,1.3029818119691687,0.6317244160637964,1.5351782509850376,1.1043734506426455
3660,-0.3030880807324813,-0.25795144973655715,-0.4241114626422948,0.28111740229298043,-0.11712947243785682,0.1559397934996282,-0.20067851757605545,-0.2229463949092009,0.1439111090473934,-1.1623528730552508,-0.43945363841415014,-0.05128149598878026,0.1691677387026644,-0.15717307753447413,0.01873094540401217,0.8484875195769057,0.23036527670549686,0.4386440135751991,-0.19086729775693356,-0.32674544335022826,-0.2645158551075924,0.3123779812664574,1.3025616526973307,0.6317171484907262,1.5350633464602277,1.1068061988403697
3661,-0.3030880807324813,-0.23432451127595139,-0.36270238960436996,0.35298154981560365,-0.10576280068532988,0.1804490162481631,0.3930547553737675,-0.19250693087653487,0.22331207420320634,0.20348415652449472,-0.4030535320018596,-0.010832003073460498,0.1898922401050223,-0.1065740445975787,0.04622642443155797,0.8492975045388509,0.25611918578129406,0.4386440135751991,-0.16698820333308356,-0.32674544335022826,-0.23478448631273696,0.3310625495943399,1.3251890329808802,0.6316980575682123,1.5350856504632586,1.1636716879621698
3662,-0.3384690279758575,-0.26976491896686,-0.4223223109888869,0.3318522619969862,-0.10983413584032654,0.1362827329127969,0.33028314467998937,-0.26503464717528424,0.15744536447167928,0.1919666167701415,-0.3895082963522528,0.05113451039954736,0.24704017954906793,-0.0585715871528382,0.032315739645025945,0.8617497213693318,0.3090558431473545,0.4386440135751991,-0.20280684496885856,-0.37118359502994747,-0.284336767637496,0.2936934129385749,1.336710973885588,0.5967768219787327,1.5350686198807582,1.1247477167985847
3663,-0.3266753788947321,-0.25795144973655715,-0.44177535310597715,0.2974557469434231,-0.1167161389195848,0.1362827329127969,0.33028314467998937,-0.27852554163394516,0.15744536447167928,0.1919666167701415,-0.3657646520815112,0.08605397195668324,0.2792442711243529,-0.004158591817750751,0.0768712593405858,0.9098144850892229,0.3262633974565978,0.4386440135751991,-0.19086729775693356,-0.3934026708698071,-0.284336767637496,0.2936934129385749,1.3480739373754635,0.5967458140877268,1.4790308529390752,1.1700576519811954
3664,-0.31134363508926904,-0.24259393973716362,-0.3875493637009541,0.3134255575040059,-0.07333678617675618,0.15444241061972452,0.3357860134381067,-0.28540512281171576,0.16737048511615635,0.1952937525932552,-0.3506488959852757,0.06688983669942254,0.2792442711243529,-0.022138175266162723,0.07722503458652501,0.9682816336793025,0.3262633974565978,0.4386440135751991,-0.17534588638143106,-0.32674544335022826,-0.2744263113725442,0.3123779812664574,1.3604322836275704,0.5966656309508888,1.4788238019738316,1.1162330981065507
3665,-0.3172404596298316,-0.24850067435231493,-0.38801364824423185,0.24954631526167395,-0.10204279902086667,0.15432803879705936,0.3209331164831122,-0.30502444833688297,0.17977688592175192,0.19524738081131682,-0.3513667072704252,0.1578369361681323,0.3631192390990056,0.04231636890024063,0.13451529496740153,0.9647458872280615,0.3906481701460907,0.4079133753866276,-0.1813156599873934,-0.32674544335022826,-0.2942472239024478,0.3123779812664574,1.337674962029697,0.5616192098637252,1.4788925978296952,1.0651453859543456
3666,-0.3148817298136067,-0.24613798050625427,-0.40993240681580406,0.19795154268132917,-0.11557947174433034,0.17361441425252377,0.2997891471652998,-0.33825389849710236,0.17977688592175192,0.19524738081131682,-0.34597363969215045,-0.013978756116001105,0.2046640957017983,-0.08444789150512885,0.03903930462499974,0.7552647669588353,0.22337162384812834,0.18531898687280834,-0.17892775054500856,-0.3489645191900878,-0.32397859269730317,0.3310625495943399,1.3606446186310468,0.5965188604771738,1.5352141436677322,1.0706190693992246
3667,-0.2912944316513559,-0.2225110420456485,-0.38801364824423185,0.20900756537711712,-0.12233747476810618,0.19290078970798819,0.3209331164831122,-0.30416002955804705,0.21451480817742064,0.19744584535843554,-0.33943770681363106,0.008905640845709271,0.2257689805578904,0.014643920276770089,0.0722182010003991,0.7846421373713849,0.22113003378632287,0.2363851678634072,-0.1550486561211583,-0.32674544335022826,-0.2942472239024478,0.34974711792222235,1.3727965311706136,0.596553710956749,1.5352430698310515,1.0727477240722332
3668,-0.30190871582436885,-0.23314316435292118,-0.3995545385787602,0.1954946487489314,-0.14436815129209576,0.2128228000523766,0.3208993557041707,-0.3230282049719497,0.1370988671505023,0.1886342237304666,-0.3106130086382738,0.02091739830268278,0.23684669252351007,0.037182520913907204,0.09074422538436346,0.8040490006745494,0.23833758809556602,0.2363851678634072,-0.180121705266201,-0.3489645191900878,-0.3041576801673996,0.36843168625010486,1.361110741775502,0.596408500449869,1.5915791699046242,1.0709231629239402
3669,-0.31134363508926904,-0.24259393973716362,-0.3749447693099398,0.12793006560800377,-0.20919951363333028,0.2128228000523766,0.3044245102087595,-0.3544274719245647,0.1378507702296295,0.1875143962877508,-0.30618719329188243,0.004540505624138369,0.22174328233273413,-0.007981247212822534,-0.014556353809086897,0.6107528880392286,0.23710454189822716,0.2002245239121722,-0.19564311664170328,-0.32674544335022826,-0.32397859269730317,0.36843168625010486,1.3494088289293438,0.6315619901710624,1.5350773402682294,1.0219641054447435
3670,-0.29954998600814364,-0.23078047050686049,-0.3716304738286386,0.20040843661372626,-0.1938855067812882,0.23259165775704596,0.32819385231911424,-0.3186941880601309,0.11800052894067588,0.1852028964747385,-0.2948873170358871,0.027749425983185517,0.24314745534334303,0.01379310966482154,0.007285176220268474,0.5783996307271655,0.2537286187232774,0.2002245239121722,-0.18370356942977828,-0.32674544335022826,-0.2942472239024478,0.3871162545779873,1.3025015318358644,0.6316641348639226,1.5349913467144263,0.9687477386195298
3671,-0.25827221422420465,-0.18943332820080055,-0.3440410861634064,0.15372745189817602,-0.12345347526744514,0.25310848941132785,0.3753759816722054,-0.2535170121358972,0.09815028765172225,0.18345711455546254,-0.29116035535888246,0.0183609554347916,0.2344890410434079,-0.003823212429738209,-0.04801156757587054,0.5971716460380537,0.2626949789704993,0.2002245239121722,-0.1419151541880409,-0.30452636751036866,-0.24469494257768876,0.40580082290586983,1.2911377768750978,0.6318167307566074,1.5348101361849955,0.9590167458286336
3672,-0.2759626878458929,-0.20715353204625475,-0.3643817525456759,0.09230510358824116,-0.1401728160816167,0.21538961027065756,0.3553644034133749,-0.30272330593253344,0.04356212410710045,0.1777005017080507,-0.3014494732396365,0.06105764240096239,0.27386559370788804,0.024287361424092564,-0.0914863393285464,0.483251516675682,0.28415656986699683,0.2002245239121722,-0.15982447500592828,-0.32674544335022826,-0.2744263113725442,0.36843168625010486,1.2803576895397941,0.6669463002850646,1.5913146312282462,0.962969961649935
3673,-0.254734119499867,-0.18588928743170965,-0.33323486963194743,0.05053790673748577,-0.12029147385265097,0.25528997399569964,0.3553644034133749,-0.30272330593253344,0.06672073894421239,0.18386548438748768,-0.2795401028470346,0.033162220733483745,0.248139346112667,0.031608369547239654,-0.12228895617604937,0.5126663526686345,0.28415656986699683,0.2414540015011303,-0.13833329002446337,-0.30452636751036866,-0.2744263113725442,0.40580082290586983,1.2801960893926037,0.6668590178790632,1.5349689684378667,0.9127945300718765
3674,-0.28303887729456817,-0.21424161358443677,-0.33323486963194743,-0.002285312809057759,-0.16220349260560715,0.25709524161310415,0.34378662001677207,-0.3220982095960987,0.05995361123206893,0.18318298758652996,-0.3030271362619245,0.05189984957546288,0.2961942339198878,0.025728785908537638,-0.04968451716906387,0.4642072841612874,0.30356930925093956,0.2414540015011303,-0.16698820333308356,-0.30452636751036866,-0.284336767637496,0.40580082290586983,1.280432581445025,0.6347178914377976,1.5349290312239328,0.9152272782696004
3675,-0.28303887729456817,-0.21424161358443677,-0.3093153987230358,-0.025625805166832733,-0.28864221584553995,0.24098879332758588,0.3491156248007062,-0.2802245716475194,0.05292331744223184,0.18168246959559456,-0.3405095037925989,0.09656408764945337,0.33738533907830004,0.08310269636484838,0.008680399169875579,0.5006102583308084,0.3473725912738649,0.2414540015011303,-0.16698820333308356,-0.282307291670509,-0.284336767637496,0.3871162545779873,1.2346270054315696,0.5995107327564638,1.4784497233470504,0.9112740624482987
3676,-0.27360395802966797,-0.2047908382001943,-0.28777160926883427,-0.02685425213303145,-0.22449285380945777,0.24098879332758588,0.3705573208728608,-0.25854256407078474,0.04961494389407299,0.18164707519749984,-0.34828054039288936,0.10064147577284306,0.3411456656886852,0.0642455501577401,-0.0038603993357626157,0.41207865502650054,0.3146326637873773,0.2414540015011303,-0.1574365655635434,-0.26008821583064945,-0.2546053988426406,0.3871162545779873,1.2263776732705054,0.5995438528614986,1.4221412462739769,0.9137068106460228
3677,-0.2971912561919187,-0.22841777666080007,-0.30623836957998724,-0.021326240785137306,-0.2519795327746615,0.20441113231638058,0.3592519833320611,-0.28953644842366966,0.07088305956080868,0.18271957017043367,-0.3310859733450288,0.10276343799137895,0.3431026221409838,0.10195984257195655,0.02129660585264719,0.37113966455585257,0.3648880003737901,0.256301602570334,-0.1813156599873934,-0.282307291670509,-0.2744263113725442,0.34974711792222235,1.2152487776196679,0.5647870459812424,1.4208538226899623,0.903671724330411
3678,-0.35380077178132047,-0.28512242896625406,-0.30623836957998724,-0.054111033419048084,-0.28948954955800216,0.18431703419337342,0.33453971508894453,-0.3051377170044544,0.03625792276700995,0.17852717419175415,-0.3320500311047693,0.09826222452047353,0.3389514272384001,0.12738681333051968,-0.03668156604521529,0.3829120721777861,0.3578519954863245,0.2801054525548666,-0.2386254866046336,-0.282307291670509,-0.3041576801673996,0.3310625495943399,1.2041356594059756,0.529635514896763,1.4773228335549256,0.8510635445546282
3679,-0.38918171902469667,-0.3205628366571627,-0.3277821590341888,-0.020942965331683383,-0.26958754065312185,0.1265475331881236,0.33453971508894453,-0.2938048887384736,0.03625792276700995,0.17852717419175415,-0.33149186782365675,0.11655553604027494,0.35582223374940475,0.14846974372089283,0.008360396997939331,0.4014839822984462,0.3496041436591816,0.2801054525548666,-0.2744441282404086,-0.30452636751036866,-0.3041576801673996,0.2750088446106924,1.2276710240035766,0.4946362567718473,1.5338554141201948,0.8531921992276368
3680,-0.39625790847337194,-0.3276509181953445,-0.3038626881252771,-0.012343836568292686,-0.2618168705095766,0.14631639089279294,0.3028472589418048,-0.3366323680981822,0.06461541032265752,0.18055300540063712,-0.33149186782365675,0.09358433815937356,0.33463729769476036,0.13307294831673477,0.00456651954926647,0.3992951439639667,0.32609414875126314,0.2801054525548666,-0.28160785656756365,-0.282307291670509,-0.3437995052272068,0.2936934129385749,1.2172372313750361,0.4946368826520002,1.5902741890712704,0.8528881057029212
3681,-0.39625790847337194,-0.3276509181953445,-0.3329754602050661,0.02450957241766816,-0.2604322032233591,0.16710143388191942,0.3028472589418048,-0.3366323680981822,0.06461541032265752,0.18055300540063712,-0.33683100990886633,0.06515933197909458,0.30842264657363866,0.13307294831673477,-0.00735699752004048,0.2927274664957992,0.32609414875126314,0.2801054525548666,-0.28160785656756365,-0.30452636751036866,-0.3437995052272068,0.3123779812664574,1.171847879440081,0.4595716967311419,1.591301651929124,0.7981512712541299
3682,-0.4339975855329733,-0.3654540197323138,-0.3682291162748701,-0.041703719060441506,-0.3703582524082568,0.1490944023901152,0.2868476252412912,-0.3738858367116036,0.0015908942302308938,0.17562198805944965,-0.31187610120659875,-0.0015074248628212372,0.24693995907997693,0.11199001792636167,-0.039347940353587865,0.32085415728337324,0.2724401715100192,0.2801054525548666,-0.30548695099141365,-0.3489645191900878,-0.3735308740220622,0.2936934129385749,1.1713824932457633,0.42437382842545673,1.5898199422985764,0.793285774858682
3683,-0.43871504516542337,-0.3701794074244349,-0.38856978265713965,0.03200309891147987,-0.3569249130643609,0.16795384196045057,0.28673991424140793,-0.3725623817536616,0.050389404065574316,0.17843444379240436,-0.3162753839880402,-0.019247484825991375,0.23057938276724685,0.1374169886849249,0.012108924860044225,0.32133582830692853,0.27464535658471895,0.24079468809965524,-0.31026276987618356,-0.37118359502994747,-0.3735308740220622,0.3123779812664574,1.1257728565093654,0.4239870891897058,1.5334593302725315,0.7397653145087525
3684,-0.5071182098359508,-0.4386975289601917,-0.4585365266451084,-0.03433303726324937,-0.3863335928895366,0.12780592820356354,0.24845785655094813,-0.42481500655709226,0.050389404065574316,0.17843444379240436,-0.31597090641604725,-0.019247484825991375,0.23057938276724685,0.10298870752557117,0.013032568966603063,0.3844028730310152,0.3009303299671089,0.18756766140803308,-0.37951214370534875,-0.4378408225495263,-0.42308315534682117,0.2750088446106924,1.1513973958875274,0.4509773376811621,1.5336336451800459,0.7963267101058369
3685,-0.5189118589170761,-0.4505109981904946,-0.47762389500406865,-0.024751150926899418,-0.3496709098186572,0.10931969778711757,0.24249880760370834,-0.39224132236702436,0.08678151309532219,0.18138484440640282,-0.3185274032194644,-0.04289141610525817,0.20877402569232797,0.07526060828071766,-0.04311654712764108,0.34586954401661457,0.2903455385390705,0.1661334766489604,-0.3974214645232361,-0.4600598983893859,-0.43299361161177297,0.25632427628280996,1.150846534666634,0.4509948854672317,1.5898440136739806,0.7963267101058369
3686,-0.509476939652176,-0.4410602228062521,-0.5163522764054808,0.011488034575961837,-0.34663290845934547,0.14703857692778785,0.192963751225338,-0.42065983490986,-0.007958274874682042,0.16675910723079307,-0.30112274522087035,-0.0346427493480491,0.21638126840964536,0.07526060828071766,-0.03471591371495172,0.3675324256111674,0.2903455385390705,0.1661334766489604,-0.38786982675369625,-0.4822789742292455,-0.4627249804066284,0.2936934129385749,1.1518579132668874,0.41577963347178587,1.5335066982153946,0.737636659835744
