,sent_clean
755,the poet took it  muttered something about glawr and cicero  which orlando cut short by promising to pay the pension quarterly  whereupon greene  with many protestations of affection  jumped into the coach and was gone 
756,the great hall had never seemed so large  so splendid  or so empty as the chariot rolled away 
757,orlando knew that he would never have the heart to make toasted cheese in the italian fireplace again 
758,he would never have the wit to crack jokes about italian pictures  never have the skill to mix punch as it should be mixed  a thousand good quips and cranks would be lost to him 
759,yet what a relief to be out of the sound of that querulous voice  what a luxury to be alone once more  so he could not help reflecting  as he unloosed the mastiff which had been tied up these six weeks because it never saw the poet without biting him 
760,nick greene was set down at the corner of fetter lane that same afternoon  and found things going on much as he had left them 
761,mrs greene  that is to say  was giving birth to a baby in one room  tom fletcher was drinking gin in another 
762,books were tumbled all about the floor  dinner  such as it was  was set on a dressing table where the children had been making mud pies 
763,but this  greene felt  was the atmosphere for writing  here he could write  and write he did 
764,the subject was made for him 
765,a noble lord at home 
766,a visit to a nobleman in the country  his new poem was to have some such title as that 
767,seizing the pen with which his little boy was tickling the cat own ears  and dipping it in the egg cup which served for inkpot  greene dashed off a very spirited satire there and then 
768,it was so done to a turn that no one could doubt that the young lord who was roasted was orlando  his most private sayings and doings  his enthusiasms and folies  down to the very colour of his hair and the foreign way he had of rolling his r own  were there to the life 
769,and if there had been any doubt about it  greene clinched the matter by introducing  with scarcely any disguise  passages from that aristocratic tragedy  the death of hercules  which he found as he expected  wordy and bombastic in the extreme 
770,the pamphlet  which ran at once into several editions  and paid the expenses of mrs greene own tenth lying in  was soon sent by friends who take care of such matters to orlando himself 
771,when he had read it  which he did with deadly composure from start to finish  he rang for the footman  delivered the document to him at the end of a pair of tongs  bade him drop it in the filthiest heart of the foulest midden on the estate 
772,then  when the man was turning to go he stopped him   take the swiftest horse in the stable   he said   ride for dear life to harwich  there embark upon a ship which you will find bound for norway  buy for me from the king own own kennels the finest elk hounds of the royal strain  male and female  bring them back without delay  for   he murmured  scarcely above his breath as he turned to his books   i have done with men  
773,the footman  who was perfectly trained in his duties  bowed and disappeared 
774,he fulfilled his task so efficiently that he was back that day three weeks  leading in his hand a leash of the finest elk hounds  one of whom  a female  gave birth that very night under the dinner table to a litter of eight fine puppies 
775,orlando had them brought to his bedchamber 
776, for   he said   i have done with men 
777,nevertheless  he paid the pension quarterly 
778,thus  at the age of thirty  or thereabouts  this young nobleman had not only had every experience that life has to offer  but had seen the worthlessness of them all 
779,love and ambition  women and poets were all equally vain 
780,literature was a farce 
781,the night after reading greene own visit to a nobleman in the country  he burnt in a great conflagration fifty seven poetical works  only retaining  the oak tree   which was his boyish dream and very short 
782,two things alone remained to him in which he now put any trust  dogs and nature  an elk hound and a rose bush 
783,the world  in all its variety  life in all its complexity  had shrunk to that 
784,dogs and a bush were the whole of it 
785,so feeling quit of a vast mountain of illusion  and very naked in consequence  he called his hounds to him and strode through the park 
786,so long had he been secluded  writing and reading  that he had half forgotten the amenities of nature  which in june can be great 
787,when he reached that high mound whence on fine days half of england with a slice of wales and scotland thrown in can be seen  he flung himself under his favourite oak tree and felt that if he need never speak to another man or woman so long as he lived  if his dogs did not develop the faculty of speech  if he never met a poet or a princess again  he might make out what years remained to him in tolerable content 
788,here he came then  day after day  week after week  month after month  year after year 
789,he saw the beech trees turn golden and the young ferns unfurl  he saw the moon sickle and then circular  he saw  but probably the reader can imagine the passage which should follow and how every tree and plant in the neighbourhood is described first green  then golden  how moons rise and suns set  how spring follows winter and autumn summer  how night succeeds day and day night  how there is first a storm and then fine weather  how things remain much as they are for two or three hundred years or so  except for a little dust and a few cobwebs which one old woman can sweep up in half an hour  a conclusion which  one cannot help feeling  might have been reached more quickly by the simple statement that  time passed   here the exact amount could be indicated in brackets  and nothing whatever happened 
790,but time  unfortunately  though it makes animals and vegetables bloom and fade with amazing punctuality  has no such simple effect upon the mind of man 
791,the mind of man  moreover  works with equal strangeness upon the body of time 
792,an hour  once it lodges in the queer element of the human spirit  may be stretched to fifty or a hundred times its clock length  on the other hand  an hour may be accurately represented on the timepiece of the mind by one second 
793,this extraordinary discrepancy between time on the clock and time in the mind is less known than it should be and deserves fuller investigation 
794,but the biographer  whose interests are  as we have said  highly restricted  must confine himself to one simple statement  when a man has reached the age of thirty  as orlando now had  time when he is thinking becomes inordinately long  time when he is doing becomes inordinately short 
795,thus orlando gave his orders and did the business of his vast estates in a flash  but directly he was alone on the mound under the oak tree  the seconds began to round and fill until it seemed as if they would never fall 
796,they filled themselves  moreover  with the strangest variety of objects 
797,for not only did he find himself confronted by problems which have puzzled the wisest of men  such as what is love 
798,what friendship 
799,what truth 
800,but directly he came to think about them  his whole past  which seemed to him of extreme length and variety  rushed into the falling second  swelled it a dozen times its natural size  coloured it a thousand tints  and filled it with all the odds and ends in the universe 
801,in such thinking  or by whatever name it should be called  he spent months and years of his life 
802,it would be no exaggeration to say that he would go out after breakfast a man of thirty and come home to dinner a man of fifty five at least 
803,some weeks added a century to his age  others no more than three seconds at most 
804,altogether  the task of estimating the length of human life  of the animals  we presume not to speak  is beyond our capacity  for directly we say that it is ages long  we are reminded that it is briefer than the fall of a rose leaf to the ground 
805,of the two forces which alternately  and what is more confusing still  at the same moment  dominate our unfortunate numbskulls  brevity and diuturnity  orlando was sometimes under the influence of the elephant footed deity  then of the gnat winged fly 
806,life seemed to him of prodigious length 
807,yet even so  it went like a flash 
808,but even when it stretched longest and the moments swelled biggest and he seemed to wander alone in deserts of vast eternity  there was no time for the smoothing out and deciphering of those scored parchments which thirty years among men and women had rolled tight in his heart and brain 
809,long before he had done thinking about love  the oak tree had put forth its leaves and shaken them to the ground a dozen times in the process  ambition would jostle it off the field  to be replaced by friendship or literature 
810,and as the first question had not been settled  what is love   back it would come at the least provocation or none  and hustle books or metaphors of what one lives for into the margin  there to wait till they saw their chance to rush into the field again 
811,what made the process still longer was that it was profusely illustrated  not only with pictures  as that of old queen elizabeth  laid on her tapestry couch in rose coloured brocade with an ivory snuff box in her hand and a gold hilted sword by her side  but with scents  she was strongly perfumed  and with sounds  the stags were barking in richmond park that winter own day 
812,and so  the thought of love would be all ambered over with snow and winter  with log fires burning  with russian women  gold swords  and the bark of stags  with old king james  slobbering and fireworks and sacks of treasure in the holds of elizabethan sailing ships 
813,every single thing  once he tried to dislodge it from its place in his mind  he found thus cumbered with other matter like the lump of glass which  after a year at the bottom of the sea  is grown about with bones and dragon flies  and coins and the tresses of drowned women 
814, another metaphor by jupiter   he would exclaim as he said this  which will show the disorderly and circuitous way in which his mind worked and explain why the oak tree flowered and faded so often before he came to any conclusion about love  
815, and what is the point of it   he would ask himself 
816, why not say simply in so many words    and then he would try to think for half an hour   or was it two years and a half   how to say simply in so many words what love is 
817, a figure like that is manifestly untruthful   he argued   for no dragon fly  unless under very exceptional circumstances  could live at the bottom of the sea  and if literature is not the bride and bedfellow of truth  what is she  confound it all   he cried   why say bedfellow when one own already said bride  why not simply say what one means and leave it  
818,so then he tried saying the grass is green and the sky is blue and so to propitiate the austere spirit of poetry whom still  though at a great distance  he could not help reverencing 
819, the sky is blue   he said   the grass is green  
820,looking up  he saw that  on the contrary  the sky is like the veils which a thousand madonnas have let fall from their hair  and the grass fleets and darkens like a flight of girls fleeing the embraces of hairy satyrs from enchanted woods 
821, upon my word   he said  for he had fallen into the bad habit of speaking aloud    i do not see that one own more true than another  both are utterly false  
822,and he despaired of being able to solve the problem of what poetry is and what truth is and fell into a deep dejection 
823,and here we may profit by a pause in his soliloquy to reflect how odd it was to see orlando stretched there on his elbow on a june day and to reflect that this fine fellow with all his faculties about him and a healthy body  witness cheeks and limbs  a man who never thought twice about heading a charge or fighting a duel  should be so subject to the lethargy of thought  and rendered so susceptible by it  that when it came to a question of poetry  or his own competence in it  he was as shy as a little girl behind her mother own cottage door 
824,in our belief  greene own ridicule of his tragedy hurt him as much as the princess  ridicule of his love 
825,but to return   
826,orlando went on thinking 
827,he kept looking at the grass and at the sky and trying to bethink him what a true poet  who has his verses published in london  would say about them 
828,memory meanwhile  whose habits have already been described  kept steady before his eyes the face of nicholas greene  as if that sardonic loose lipped man  treacherous as he had proved himself  were the muse in person  and it was to him that orlando must do homage 
829,so orlando  that summer morning  offered him a variety of phrases  some plain  others figured  and nick greene kept shaking his head and sneering and muttering something about glawr and cicero and the death of poetry in our time 
830,at length  starting to his feet  it was now winter and very cold  orlando swore one of the most remarkable oaths of his lifetime  for it bound him to a servitude than which none is stricter 
831, I will be blasted   he said   if i ever write another word  or try to write another word  to please nick greene or the muse 
832,bad  good  or indifferent  I will write  from this day forward  to please myself   and here he made as if he were tearing a whole budget of papers across and tossing them in the face of that sneering loose lipped man 
833,upon which  as a cur ducks if you stoop to shy a stone at him  memory ducked her effigy of nick greene out of sight  and substituted for it  nothing whatever 
834,but orlando  all the same  went on thinking 
835,he had indeed much to think of 
836,for when he tore the parchment across  he tore  in one rending  the scrolloping  emblazoned scroll which he had made out in his own favour in the solitude of his room appointing himself  as the king appoints ambassadors  the first poet of his race  the first writer of his age  conferring eternal immortality upon his soul and granting his body a grave among laurels and the intangible banners of a people own reverence perpetually 
837,eloquent as this all was  he now tore it up and threw it in the dustbin 
838, fame   he said 
839, is like   and since there was no nick greene to stop him  he went on to revel in images of which we will choose only one or two of the quietest   a braided coat which hampers the limbs  a jacket of silver which curbs the heart  a painted shield which covers a scarecrow   etc  etc 
840,the pith of his phrases was that while fame impedes and constricts  obscurity wraps about a man like a mist  obscurity is dark  ample  and free  obscurity let us the mind take its way unimpeded 
841,over the obscure man is poured the merciful suffusion of darkness 
842,none knows where he goes or comes 
843,he may seek the truth and speak it  he alone is free  he alone is truthful  he alone is at peace 
844,and so he sank into a quiet mood  under the oak tree  the hardness of whose roots  exposed above the ground  seemed to him rather comfortable than otherwise 
845,sunk for a long time in profound thoughts as to the value of obscurity  and the delight of having no name  but being like a wave which returns to the deep body of the sea  thinking how obscurity rids the mind of the irk of envy and spite  how it sets running in the veins the free waters of generosity and magnanimity  and allows giving and taking without thanks offered or praise given  which must have been the way of all great poets  he supposed  though his knowledge of greek was not enough to bear him out   for  he thought  shakespeare must have written like that  and the church builders built like that  anonymously  needing no thanking or naming  but only their work in the daytime and a little ale perhaps at night   what an admirable life this is   he thought  stretching his limbs out under the oak tree 
846, and why not enjoy it this very moment  
847,the thought struck him like a bullet 
848,ambition dropped like a plummet 
849,rid of the heart burn of rejected love  and of vanity rebuked  and all the other stings and pricks which the nettle bed of life had burnt upon him when ambitious of fame  but could no longer inflict upon one careless of glory  he opened his eyes  which had been wide open all the time  but had seen only thoughts  and saw  lying in the hollow beneath him  his house 
850,there it lay in the early sunshine of spring 
851,it looked a town rather than a house  but a town built  not hither and thither  as this man wished or that  but circumspectly  by a single architect with one idea in his head 
852,courts and buildings  grey  red  plum colour  lay orderly and symmetrical  the courts were some of them oblong and some square  in this was a fountain  in that a statue  the buildings were some of them low  some pointed  here was a chapel  there a belfry  spaces of the greenest grass lay in between and clumps of cedar trees and beds of bright flowers  all were clasped  yet so well set out was it that it seemed that every part had room to spread itself fittingly  by the roll of a massive wall  while smoke from innumerable chimneys curled perpetually into the air 
853,this vast  yet ordered building  which could house a thousand men and perhaps two thousand horses  was built  orlando thought  by workmen whose names are unknown 
854,here have lived  for more centuries than i can count  the obscure generations of my own obscure family 
855,not one of these richards  johns  annes  elizabeths has left a token of himself behind him  yet all  working together with their spades and their needles  their love making and their child bearing  have left this 
856,never had the house looked more noble and humane 
857,why  then  had he wished to raise himself above them 
858,for it seemed vain and arrogant in the extreme to try to better that anonymous work of creation  the labours of those vanished hands 
859,better was it to go unknown and leave behind you an arch  a potting she would  a wall where peaches ripen  than to burn like a meteor and leave no dust 
860,for after all  he said  kindling as he looked at the great house on the greensward below  the unknown lords and ladies who lived there never forgot to set aside something for those who come after  for the roof that will leak  for the tree that will fall 
861,there was always a warm corner for the old shepherd in the kitchen  always food for the hungry  always their goblets were polished  though they lay sick  and their windows were lit though they lay dying 
862,lords though they were  they were content to go down into obscurity with the molecatcher and the stone mason 
863,obscure noblemen  forgotten builders  thus he apostrophized them with a warmth that entirely gainsaid such critics as called him cold  indifferent  slothful  the truth being that a quality often lies just on the other side of the wall from where we seek it   thus he apostrophized his house and race in terms of the most moving eloquence  but when it came to the peroration  and what is eloquence that lacks a peroration   he fumbled 
864,he would have liked to have ended with a flourish to the effect that he would follow in their footsteps and add another stone to their building 
865,since  however  the building already covered nine acres  to add even a single stone seemed superfluous 
866,could one mention furniture in a peroration 
867,could one speak of chairs and tables and mats to lie beside people own beds 
868,for whatever the peroration wanted  that was what the house stood in need of 
869,leaving his speech unfinished for the moment  he strode down hill again resolved henceforward to devote himself to the furnishing of the mansion 
870,the news  that she was to attend him instantly  brought tears to the eyes of good old mrs grimsditch  now grown somewhat old 
871,together they perambulated the house 
872,the towel horse in the king own bedroom   and that was king jamie  my lord   she said  hinting that it was many a day since a king had slept under their roof  but the odious parliament days were over and there was now a crown in england again  lacked a leg  there were no stands to the ewers in the little closet leading into the waiting room of the duchess own page  mr greene had made a stain on the carpet with his nasty pipe smoking  which she and judy  for all their scrubbing  had never been able to wash out 
873,indeed  when orlando came to reckon up the matter of furnishing with rosewood chairs and cedar wood cabinets  with silver basins  china bowls  and persian carpets  every one of the three hundred and sixty five bedrooms which the house contained  he saw that it would be no light one  and if some thousands of pounds of his estate remained over  these would do little more than hang a few galleries with tapestry  set the dining hall with fine  carved chairs and provide mirrors of solid silver and chairs of the same metal  for which he had an inordinate passion  for the furnishing of the royal bedchambers 
874,he now set to work in earnest  as we can prove beyond a doubt if we look at his ledgers 
875,let us glance at an inventory of what he bought at this time  with the expenses totted up in the margin  but these we omit 
876, to fifty pairs of spanish blankets  ditto curtains of crimson and white taffeta  the valence to them of white satin embroidered with crimson and white silk   
877, to seventy yellow satin chairs and sixty stools  suitable with their buckram covers to them all   
878, to sixty seven walnut tree tables   
879, to seventeen dozen boxes containing each dozen five dozen of venice glasses   
880, to one hundred and two mats  each thirty yards long   
881, to ninety seven cushions of crimson damask laid with silver parchment lace and footstools of cloth of tissue and chairs suitable   
882, to fifty branches for a dozen lights apiece    
883,already  it is an effect lists have upon us  we are beginning to yawn 
884,but if we stop  it is only that the catalogue is tedious  not that it is finished 
885,there are ninety nine pages more of it and the total sum disbursed ran into many thousands  that is to say millions of our money 
886,and if his day was spent like this  at night again  lord orlando might be found reckoning out what it would cost to level a million molehills  if the men were paid tenpence an hour  and again  how many hundredweight of nails at fivepence halfpenny a gill were needed to repair the fence round the park  which was fifteen miles in circumference 
887,and so on and so on 
888,the tale  we say  is tedious  for one cupboard is much like another  and one molehill not much different from a million 
889,some pleasant journeys it cost him  and some fine adventures 
890,as  for instance  when he set a whole city of blind women near bruges to stitch hangings for a silver canopied bed  and the story of his adventure with a moor in venice of whom he bought  but only at the sword own point  his lacquered cabinet  might  in other hands  prove worth the telling 
891,nor did the work lack variety  for here would come  drawn by teams from sussex  great trees  to be sawn across and laid along the gallery for flooring  and then a chest from persia  stuffed with wool and sawdust 
892,from which  at last  he would take a single plate  or one topaz ring 
893,at length  however  there was no room in the galleries for another table  no room on the tables for another cabinet  no room in the cabinet for another rose bowl  no room in the bowl for another handful of potpourri  there was no room for anything anywhere  in short the house was furnished 
894,in the garden snowdrops  crocuses  hyacinths  magnolias  roses  lilies  asters  the dahlia in all its varieties  pear trees and apple trees and cherry trees and mulberry trees  with an enormous quantity of rare and flowering shrubs  of trees evergreen and perennial  grew so thick on each other own roots that there was no plot of earth without its bloom  and no stretch of sward without its shade 
895,in addition  he had imported wild fowl with gay plumage  and two malay bears  the surliness of whose manners concealed  he was certain  trusty hearts 
896,all now was ready  and when it was evening and the innumerable silver sconces were lit and the light airs which for ever moved about the galleries stirred the blue and green arras  so that it looked as if the huntsmen were riding and daphne flying  when the silver shone and lacquer glowed and wood kindled  when the carved chairs held their arms out and dolphins swam upon the walls with mermaids on their backs  when all this and much more than all this was complete and to his liking  orlando walked through the house with his elk hounds following and felt content 
897,he had matter now  he thought  to fill out his peroration 
898,perhaps it would be well to begin the speech all over again 
899,yet  as he paraded the galleries he felt that still something was lacking 
900,chairs and tables  however richly gilt and carved  sofas  resting on lions  paws with swans  necks curving under them  beds even of the softest swansdown are not by themselves enough 
901,people sitting in them  people lying in them improve them amazingly 
902,accordingly orlando now began a series of very splendid entertainments to the nobility and gentry of the neighbourhood 
903,the three hundred and sixty five bedrooms were full for a month at a time 
904,guests jostled each other on the fifty two staircases 
905,three hundred servants bustled about the pantries 
906,banquets took place almost nightly 
907,thus  in a very few years  orlando had worn the nap off his velvet  and spent the half of his fortune  but he had earned the good opinion of his neighbours 
908,held a score of offices in the county  and was annually presented with perhaps a dozen volumes dedicated to his lordship in rather fulsome terms by grateful poets 
909,for though he was careful not to consort with writers at that time and kept himself always aloof from ladies of foreign blood  still  he was excessively generous both to women and to poets  and both adored him 
910,but when the feasting was at its height and his guests were at their revels  he was apt to take himself off to his private room alone 
911,there when the door was shut  and he was certain of privacy  he would have out an old writing book  stitched together with silk stolen from his mother own workbox  and labelled in a round schoolboy hand   the oak tree  a poem  
912,in this he would write till midnight chimed and long after 
913,but as he scratched out as many lines as he wrote in  the sum of them was often  at the end of the year  rather less than at the beginning  and it looked as if in the process of writing the poem would be completely unwritten 
914,for it is for the historian of letters to remark that he had changed his style amazingly 
915,his floridity was chastened  his abundance curbed  the age of prose was congealing those warm fountains 
916,the very landscape outside was less stuck about with garlands and the briars themselves were less thorned and intricate 
917,perhaps the senses were a little duller and honey and cream less seductive to the palate 
918,also that the streets were better drained and the houses better lit had its effect upon the style  it cannot be doubted 
919,one day he was adding a line or two with enormous labour to  the oak tree  a poem   when a shadow crossed the tail of his eye 
920,it was no shadow  he soon saw  but the figure of a very tall lady in riding hood and mantle crossing the quadrangle on which his room looked out 
921,as this was the most private of the courts  and the lady was a stranger to him  orlando marvelled how she had got there 
922,three days later the same apparition appeared again  and on wednesday noon appeared once more 
923,this time  orlando was determined to follow her  nor apparently was she afraid to be found  for she slackened her steps as he came up and looked him full in the face 
924,any other woman thus caught in a lord own private grounds would have been afraid  any other woman with that face  head dress  and aspect would have thrown her mantilla across her shoulders to hide it 
925,for this lady resembled nothing so much as a hare  a hare startled  but obdurate  a hare whose timidity is overcome by an immense and foolish audacity  a hare that sits upright and glowers at its pursuer with great  bulging eyes  with ears erect but quivering  with nose pointed  but twitching 
926,this hare  moreover  was six feet high and wore a head dress into the bargain of some antiquated kind which made her look still taller 
927,thus confronted  she stared at orlando with a stare in which timidity and audacity were most strangely combined 
928,first  she asked him  with a proper  but somewhat clumsy curtsey  to forgive her her intrusion 
929,then  rising to her full height again  which must have been something over six feet two  she went on to say  but with such a cackle of nervous laughter  so much tee heeing and haw hawing that orlando thought she must have escaped from a lunatic asylum  that she was the archduchess harriet griselda of finster aarhorn and scand op boom in the roumanian territory 
930,she desired above all things to make his acquaintance  she said 
931,she had taken lodging over a baker own shop at the park gates 
932,she had seen his picture and it was the image of a sister of hers who was  here she guffawed  long since dead 
933,she was visiting the english court 
934,the queen was her cousin 
935,the king was a very good fellow but seldom went to bed sober 
936,here she tee heed and haw hawed again 
937,in short  there was nothing for it but to ask her in and give her a glass of wine 
938,indoors  her manners regained the hauteur natural to a roumanian archduchess  and had she not shown a knowledge of wines rare in a lady  and made some observations upon firearms and the customs of sportsmen in her country  which were sensible enough  the talk would have lacked spontaneity 
939,jumping to her feet at last  she announced that she would call the following day  swept another prodigious curtsey and departed 
940,the following day  orlando rode out 
941,the next  he turned his back  on the third he drew his curtain 
942,on the fourth it rained  and as he could not keep a lady in the wet  nor was altogether averse to company  he invited her in and asked her opinion whether a suit of armour  which belonged to an ancestor of his  was the work of jacobi or of topp 
943,he inclined to topp 
944,she held another opinion  it matters very little which 
945,but it is of some importance to the course of our story that  in illustrating her argument  which had to do with the working of the tie pieces  the archduchess harriet took the golden shin case and fitted it to orlando own leg 
946,that he had a pair of the shapliest legs that any nobleman has ever stood upright upon has already been said 
947,perhaps something in the way she fastened the ankle buckle  or her stooping posture  or orlando own long seclusion  or the natural sympathy which is between the sexes  or the burgundy  or the fire  any of these causes may have been to blame  for certainly blame there is on one side or another  when a nobleman of orlando own breeding  entertaining a lady in his house  and she his elder by many years  with a face a yard long and staring eyes  dressed somewhat ridiculously too  in a mantle and riding cloak though the season was warm  blame there is when such a nobleman is so suddenly and violently overcome by passion of some sort that he has to leave the room 
948,but what sort of passion  it may well be asked  could this be 
949,and the answer is double faced as love herself 
950,for love  but leaving love out of the argument for a moment  the actual event was this 
951,when the archduchess harriet griselda stooped to fasten the buckle  orlando heard  suddenly and unaccountably  far off the beating of love own wings 
952,the distant stir of that soft plumage roused in him a thousand memories of rushing waters  of loveliness in the snow and faithlessness in the flood  and the sound came nearer  and he blushed and trembled  and he was moved as he had thought never to be moved again  and he was ready to raise his hands and let the bird of beauty alight upon his shoulders  when  horror   a creaking sound like that the crows make tumbling over the trees began to reverberate  the air seemed dark with coarse black wings  voices croaked  bits of straw  twigs  and feathers dropped  and there pitched down upon his shoulders the heaviest and foulest of the birds  which is the vulture 
953,thus he rushed from the room and sent the footman to see the archduchess harriet to her carriage 
954,for love  to which we may now return  has two faces  one white  the other black  two bodies  one smooth  the other hairy 
955,it has two hands  two feet  two nails  two  indeed  of every member and each one is the exact opposite of the other 
956,yet  so strictly are they joined together that you cannot separate them 
957,in this case  orlando own love began her flight towards him with her white face turned  and her smooth and lovely body outwards 
958,nearer and nearer she came wafting before her airs of pure delight 
959,all of a sudden  at the sight of the archduchess presumably  she wheeled about  turned the other way round  showed herself black  hairy  brutish  and it was lust the vulture  not love  the bird of paradise  that flopped  foully and disgustingly  upon his shoulders 
960,hence he ran  hence he fetched the footman 
961,but the harpy is not so easily banished as all that 
962,not only did the archduchess continue to lodge at the baker own  but orlando was haunted every day and night by phantoms of the foulest kind 
963,vainly  it seemed  had he furnished his house with silver and hung the walls with arras  when at any moment a dung bedraggled fowl could settle upon his writing table 
964,there she was  flopping about among the chairs  he saw her waddling ungracefully across the galleries 
965,now  she perched  top heavy upon a fire screen 
966,when he chased her out  back she came and pecked at the glass till she broke it 
967,thus realizing that his home was uninhabitable  and that steps must be taken to end the matter instantly  he did what any other young man would have done in his place  and asked king charles to send him as ambassador extraordinary to constantinople 
968,the king was walking in whitehall 
969,nell gwyn was on his arm 
970,she was pelting him with hazel nuts 
971,it was a thousand pities  that amorous lady sighed  that such a pair of legs should leave the country 
972,howbeit  the fates were hard  she could do no more than toss one kiss over her shoulder before orlando sailed 
973,it is  indeed  highly unfortunate  and much to be regretted that at this stage of orlando own career  when he played a most important part in the public life of his country  we have least information to go upon 
974,we know that he discharged his duties to admiration  witness his bath and his dukedom  we know that he had a finger in some of the most delicate negotiations between king charles and the turks  to that  treaties in the vault of the record office bear testimony 
975,but the revolution which broke out during his period of office  and the fire which followed  have so damaged or destroyed all those papers from which any trustworthy record could be drawn  that what we can give is lamentably incomplete 
976,often the paper was scorched a deep brown in the middle of the most important sentence 
977,just when we thought to elucidate a secret that has puzzled historians for a hundred years  there was a hole in the manuscript big enough to put your finger through 
978,we have done our best to piece out a meagre summary from the charred fragments that remain  but often it has been necessary to speculate  to surmise  and even to use the imagination 
979,orlando own day was passed  it would seem  somewhat in this fashion 
980,about seven  he would rise  wrap himself in a long turkish cloak  light a cheroot  and lean his elbows on the parapet 
981,thus he would stand  gazing at the city beneath him  apparently entranced 
982,at this hour the mist would lie so thick that the domes of santa sofia and the rest would seem to be afloat  gradually the mist would uncover them  the bubbles would be seen to be firmly fixed  there would be the river  there the galata bridge  there the green turbaned pilgrims without eyes or noses  begging alms  there the pariah dogs picking up offal  there the shawled women  there the innumerable donkeys  there men on horses carrying long poles 
983,soon  the whole town would be astir with the cracking of whips  the beating of gongs  cryings to prayer  lashing of mules  and rattle of brass bound wheels  while sour odours  made from bread fermenting and incense  and spice  rose even to the heights of pera itself and seemed the very breath of the strident multi coloured and barbaric population 
984,nothing  he reflected  gazing at the view which was now sparkling in the sun  could well be less like the counties of surrey and kent or the towns of london and tunbridge wells 
985,to the right and left rose in bald and stony prominence the inhospitable asian mountains  to which the arid castle of a robber chief or two might hang  but parsonage there was none  nor manor house  nor cottage  nor oak  elm  violet  ivy  or wild eglantine 
986,there were no hedges for ferns to grow on  and no fields for sheep to graze 
987,the houses were white as egg shells and as bald 
988,that he  who was english root and fibre  should yet exult to the depths of his heart in this wild panorama  and gaze and gaze at those passes and far heights planning journeys there alone on foot where only the goat and shepherd had gone before  should feel a passion of affection for the bright  unseasonable flowers  love the unkempt pariah dogs beyond even his elk hounds at home  and snuff the acrid  sharp smell of the streets eagerly into his nostrils  surprised him 
989,he wondered if  in the season of the crusades  one of his ancestors had taken up with a circassian peasant woman  thought it possible  fancied a certain darkness in his complexion  and  going indoors again  withdrew to his bath 
990,an hour later  properly scented  curled  and anointed  he would receive visits from secretaries and other high officials carrying  one after another  red boxes which yielded only to his own golden key 
991,within were papers of the highest importance  of which only fragments  here a flourish  there a seal firmly attached to a piece of burnt silk  now remain 
992,of their contents then  we cannot speak  but can only testify that orlando was kept busy  what with his wax and seals  his various coloured ribbons which had to be diversely attached  his engrossing of titles and making of flourishes round capital letters  till luncheon came  a splendid meal of perhaps thirty courses 
993,after luncheon  lackeys announced that his coach and six was at the door  and he went  preceded by purple janissaries running on foot and waving great ostrich feather fans above their heads  to call upon the other ambassadors and dignitaries of state 
994,the ceremony was always the same 
995,on reaching the courtyard  the janissaries struck with their fans upon the main portal  which immediately flew open revealing a large chamber  splendidly furnished 
996,here were seated two figures  generally of the opposite sexes 
997,profound bows and curtseys were exchanged 
998,in the first room  it was permissible only to mention the weather 
999,having said that it was fine or wet  hot or cold  the ambassador then passed on to the next chamber  where again  two figures rose to greet him 
1000,here it was only permissible to compare constantinople as a place of residence with london  and the ambassador naturally said that he preferred constantinople  and his hosts naturally said  though they had not seen it  that they preferred london 
1001,in the next chamber  king charles own and the sultan own healths had to be discussed at some length 
1002,in the next were discussed the ambassador own health and that of his host own wife  but more briefly 
1003,in the next the ambassador complimented his host upon his furniture  and the host complimented the ambassador upon his dress 
1004,in the next  sweet meats were offered  the host deploring their badness  the ambassador extolling their goodness 
1005,the ceremony ended at length with the smoking of a hookah and the drinking of a glass of coffee  but though the motions of smoking and drinking were gone through punctiliously there was neither tobacco in the pipe nor coffee in the glass  as  had either smoke or drink been real  the human frame would have sunk beneath the surfeit 
1006,for  no sooner had the ambassador despatched one such visit  than another had to be undertaken 
1007,the same ceremonies were gone through in precisely the same order six or seven times over at the houses of the other great officials  so that it was often late at night before the ambassador reached home 
1008,though orlando performed these tasks to admiration and never denied that they are  perhaps  the most important part of a diplomatist own duties  he was undoubtedly fatigued by them  and often depressed to such a pitch of gloom that he preferred to take his dinner alone with his dogs 
1009,to them  indeed  he might be heard talking in his own tongue 
1010,and sometimes  it is said  he would pass out of his own gates late at night so disguised that the sentries did not know him 
1011,then he would mingle with the crowd on the galata bridge  or stroll through the bazaars  or throw aside his shoes and join the worshippers in the mosques 
1012,once  when it was given out that he was ill of a fever  shepherds  bringing their goats to market  reported that they had met an english lord on the mountain top and heard him praying to his god 
1013,this was thought to be orlando himself  and his prayer was  no doubt  a poem said aloud  for it was known that he still carried about with him  in the bosom of his cloak  a much scored manuscript  and servants  listening at the door  heard the ambassador chanting something in an odd  sing song voice when he was alone 
1014,it is with fragments such as these that we must do our best to make up a picture of orlando own life and character at this time 
1015,there exist  even to this day  rumours  legends  anecdotes of a floating and unauthenticated kind about orlando own life in constantinople   we have quoted but a few of them  which go to prove that he possessed  now that he was in the prime of life  the power to stir the fancy and rivet the eye which will keep a memory green long after all that more durable qualities can do to preserve it is forgotten 
1016,the power is a mysterious one compounded of beauty  birth  and some rarer gift  which we may call glamour and have done with it 
