,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
170,sentimentr_jockers,valley,1416,"She caught sight of a variety of painted signs swinging in the breeze and could form a rapid notion from what was painted on them of the tobacco, of the stuff, of the silk, of the gold, of the silver ware, of the gloves, of the perfumes, and of a thousand other articles which were sold within.",-0.35491850357478333,29,57,She caught sight of a variety of painted signs swinging in the breeze and could form a rapid notion 
64,baseline_flair,peak,1437,"But the orderly procession was interrupted first by the impetuosity of Canute, the elk-hound, who threw himself with such ardour upon his mistress that he almost knocked her to the ground; next, by the agitation of Mrs Grimsditch, who, making as if to curtsey, was overcome with emotion and could do no more than gasp Milord!",0.06480981088102455,33,56,"But the orderly procession was interrupted first by the impetuosity of Canute, the elk-hound, who th"
154,sentimentr_jockers,peak,1444,"Moreover, said Mrs Grimsditch, over her dish of china tea, to Mr Dupper that night, if her Lord was a Lady now, she had never seen a lovelier one, nor was there a penny piece to choose between them; one was as well-favoured as the other; they were as like as two peaches on one branch; which, said Mrs Grimsditch, becoming confidential, she had always had her suspicions (here she nodded her head very mysteriously), which it was no surprise to her (here she nodded her head very knowingly), and for her part, a very great comfort; for what with the towels wanting mending and the curtains in the chaplain's parlour being moth-eaten round the fringes, it was time they had a Mistress among them.",-0.02225078717626646,32,125,"Moreover, said Mrs Grimsditch, over her dish of china tea, to Mr Dupper that night, if her Lord was "
123,sentimentr_jockers,peak,1461,"To evade such temptations is the first duty of the poet, she concluded, for as the ear is the antechamber to the soul, poetry can adulterate and destroy more surely than lust or gunpowder.",-0.0014781769403445423,32,34,"To evade such temptations is the first duty of the poet, she concluded, for as the ear is the antech"
185,syuzhetr_syuzhet,peak,1461,"To evade such temptations is the first duty of the poet, she concluded, for as the ear is the antechamber to the soul, poetry can adulterate and destroy more surely than lust or gunpowder.",0.559984673340675,38,34,"To evade such temptations is the first duty of the poet, she concluded, for as the ear is the antech"
8,baseline_vader,peak,1463,His words reach where others fall short.,0.09048470218039764,33,7,His words reach where others fall short.
36,baseline_textblob,peak,1471,"But even the bones of her ancestors, Sir Miles, Sir Gervase, and the rest, had lost something of their sanctity since Rustum el Sadi had waved his hand that night in the Asian mountains.",0.21196960457835629,34,34,"But even the bones of her ancestors, Sir Miles, Sir Gervase, and the rest, had lost something of the"
92,baseline_stanza,peak,1479,"Then--it was the effect of Sasha and her disillusionment perhaps--into this high frenzy was let fall some black drop, which turned her rhapsody into sluggishness.",0.10933144990943072,33,25,Then--it was the effect of Sasha and her disillusionment perhaps--into this high frenzy was let fall
23,baseline_vader,valley,1491,"'By my life,' she exclaimed, 'this is a thousand times better than Turkey. Rustum,' she cried, as if she were arguing with the gipsy (and in this new power of bearing an argument in mind and continuing it with someone who was not there to contradict she showed again the development of her soul), 'you were wrong. This is better than Turkey. Hair, pastry, tobacco--of what odds and ends are we compounded,' she said (thinking of Queen Mary's prayer-book).",0.0445457469665978,33,79,"'By my life,' she exclaimed, 'this is a thousand times better than Turkey. Rustum,' she cried, as if"
201,syuzhetr_syuzhet,valley,1491,"'By my life,' she exclaimed, 'this is a thousand times better than Turkey. Rustum,' she cried, as if she were arguing with the gipsy (and in this new power of bearing an argument in mind and continuing it with someone who was not there to contradict she showed again the development of her soul), 'you were wrong. This is better than Turkey. Hair, pastry, tobacco--of what odds and ends are we compounded,' she said (thinking of Queen Mary's prayer-book).",0.13142394137035004,34,79,"'By my life,' she exclaimed, 'this is a thousand times better than Turkey. Rustum,' she cried, as if"
215,transformer_roberta15lg,peak,1502,This then was the woman who had chased her from England!,1.4705781923375918,47,11,This then was the woman who had chased her from England!
50,baseline_textblob,valley,1515,"'Gentle creature,' cried the Archduchess, falling on one knee and at the same time pressing a cordial to Orlando's lips, 'forgive me for the deceit I have practised on you!'",0.12866350950720506,34,30,"'Gentle creature,' cried the Archduchess, falling on one knee and at the same time pressing a cordia"
231,transformer_roberta15lg,valley,1525,"The shooting was excellent: he could promise her a mixed bag of ptarmigan and grouse such as no English moor, or Scotch either, could rival.",0.8615062010320612,41,25,The shooting was excellent: he could promise her a mixed bag of ptarmigan and grouse such as no Engl
108,baseline_stanza,valley,1534,They sat on either side of the fireplace and sometimes the Archduke knocked over the fire-irons and Orlando picked them up again.,-0.004256495799296325,32,22,They sat on either side of the fireplace and sometimes the Archduke knocked over the fire-irons and 
140,sentimentr_jockers,valley,1569,She laughed.,0.1809109498745728,34,2,She laughed.
171,sentimentr_jockers,valley,1569,She laughed.,0.12102956335263557,34,2,She laughed.
245,transformer_huggingface,peak,1587,"Then since pearls do not show to advantage against a morning gown of sprigged cotton, she changed to a dove grey taffeta; thence to one of peach bloom; thence to a wine-coloured brocade.",0.981050312113902,42,33,"Then since pearls do not show to advantage against a morning gown of sprigged cotton, she changed to"
65,baseline_flair,peak,1594,She was summoned by urgent affairs to London.,0.13078805926445453,34,8,She was summoned by urgent affairs to London.
186,syuzhetr_syuzhet,peak,1624,Of the complications and confusions which thus result everyone has had experience; but here we leave the general question and note only the odd effect it had in the particular case of Orlando herself.,1.057020673780087,43,34,Of the complications and confusions which thus result everyone has had experience; but here we leave
9,baseline_vader,peak,1626,"The curious of her own sex would argue, for example, if Orlando was a woman, how did she never take more than ten minutes to dress?",0.1506924090903714,34,26,"The curious of her own sex would argue, for example, if Orlando was a woman, how did she never take "
124,sentimentr_jockers,peak,1626,"The curious of her own sex would argue, for example, if Orlando was a woman, how did she never take more than ten minutes to dress?",0.7394431844655217,40,26,"The curious of her own sex would argue, for example, if Orlando was a woman, how did she never take "
155,sentimentr_jockers,peak,1626,"The curious of her own sex would argue, for example, if Orlando was a woman, how did she never take more than ten minutes to dress?",0.7821877731956447,40,26,"The curious of her own sex would argue, for example, if Orlando was a woman, how did she never take "
93,baseline_stanza,peak,1634,She rode well and drove six horses at a gallop over London Bridge.,-0.13463737644016163,31,13,She rode well and drove six horses at a gallop over London Bridge.
79,baseline_flair,valley,1646,"Not only had this magnanimous nobleman forgiven her, but in order to show that he took her levity with the toad in good part, he had procured a jewel made in the shape of that reptile which he pressed upon her with a repetition of his suit as he handed her to her coach.",0.05210512012817184,33,54,"Not only had this magnanimous nobleman forgiven her, but in order to show that he took her levity wi"
216,transformer_roberta15lg,peak,1658,And what was all this stir about?,-0.33767548691597576,29,7,And what was all this stir about?
260,transformer_huggingface,valley,1678,"Following the example of our predecessors, therefore, we will only say that society in the reign of Queen Anne was of unparalleled brilliance.",0.1809114068789167,34,23,"Following the example of our predecessors, therefore, we will only say that society in the reign of "
51,baseline_textblob,valley,1691,The spaniel licked Orlando with her tongue.,0.088367309968653,33,7,The spaniel licked Orlando with her tongue.
232,transformer_roberta15lg,valley,1691,The spaniel licked Orlando with her tongue.,-0.9950764296237361,22,7,The spaniel licked Orlando with her tongue.
24,baseline_vader,valley,1693,Orlando kissed the spaniel with her lips.,0.08076925724460045,33,7,Orlando kissed the spaniel with her lips.
109,baseline_stanza,valley,1712,"Something, perhaps, we must believe in, and as Orlando, we have said, had no belief in the usual divinities she bestowed her credulity upon great men--yet with a distinction.",-0.1945037462246196,30,29,"Something, perhaps, we must believe in, and as Orlando, we have said, had no belief in the usual div"
141,sentimentr_jockers,valley,1723,It was thus with great trepidation that Orlando entered the room.,0.47174788674851353,37,11,It was thus with great trepidation that Orlando entered the room.
172,sentimentr_jockers,valley,1723,It was thus with great trepidation that Orlando entered the room.,0.4751215160393468,37,11,It was thus with great trepidation that Orlando entered the room.
37,baseline_textblob,peak,1740,The truth would seem to be--if we dare use such a word in such a connection--that all these groups of people lie under an enchantment.,0.15203028055410686,34,25,The truth would seem to be--if we dare use such a word in such a connection--that all these groups o
202,syuzhetr_syuzhet,valley,1743,In this house they think themselves happy; in that witty; in a third profound.,0.56588771372594,38,14,In this house they think themselves happy; in that witty; in a third profound.
10,baseline_vader,peak,1788,He looked like some squat reptile set with a burning topaz in its forehead.,0.15449897667631377,34,14,He looked like some squat reptile set with a burning topaz in its forehead.
66,baseline_flair,peak,1793,Women turn nuns and men priests in such moments.,0.18510769835243016,34,9,Women turn nuns and men priests in such moments.
246,transformer_huggingface,peak,1812,The less we see the more we believe.,1.6362371274256506,49,8,The less we see the more we believe.
187,syuzhetr_syuzhet,peak,1825,"'There is no such thing as fame and glory. Ages to come will never cast a thought on me or on Mr Pope either. What's an ""age"", indeed? What are ""we""?' and their progress through Berkeley Square seemed the groping of two blind ants, momentarily thrown together without interest or concern in common, across a blackened desert.",1.2104997237970079,44,57,'There is no such thing as fame and glory. Ages to come will never cast a thought on me or on Mr Pop
94,baseline_stanza,peak,1831,Mr Pope had a forehead no bigger than another man's.,-0.06316606245066976,32,10,Mr Pope had a forehead no bigger than another man's.
125,sentimentr_jockers,peak,1843,"For some time the dark spaces between the lamps had been becoming brighter and the lamps themselves less bright--that is to say, the sun was rising, and it was in the equable but confused light of a summer's morning in which everything is seen but nothing is seen distinctly that they alighted, Mr Pope handing Orlando from her carriage and Orlando curtseying Mr Pope to precede her into her mansion with the most scrupulous attention to the rites of the Graces.",1.3363121377932246,46,81,For some time the dark spaces between the lamps had been becoming brighter and the lamps themselves 
156,sentimentr_jockers,peak,1843,"For some time the dark spaces between the lamps had been becoming brighter and the lamps themselves less bright--that is to say, the sun was rising, and it was in the equable but confused light of a summer's morning in which everything is seen but nothing is seen distinctly that they alighted, Mr Pope handing Orlando from her carriage and Orlando curtseying Mr Pope to precede her into her mansion with the most scrupulous attention to the rites of the Graces.",1.2986428297638577,45,81,For some time the dark spaces between the lamps had been becoming brighter and the lamps themselves 
233,transformer_roberta15lg,valley,1846,"To steer by its beams is therefore impossible, and when the dark spell is on them men of genius are, it is said, much like other people.",-0.04932051644604454,32,27,"To steer by its beams is therefore impossible, and when the dark spell is on them men of genius are,"
217,transformer_roberta15lg,peak,1863,"All the same, her spirits revived, and she took to tearing up her cards of invitation to great parties; kept her evenings free; began to look forward to Mr Pope's visit, to Mr Addison's, to Mr Swift's--and so on and so on.",0.54135652027991,38,42,"All the same, her spirits revived, and she took to tearing up her cards of invitation to great parti"
110,baseline_stanza,valley,1909,He turned to Orlando and presented her instantly with the rough draught of a certain famous line in the 'Characters of Women'.,-0.0932510765038591,31,22,He turned to Orlando and presented her instantly with the rough draught of a certain famous line in 
173,sentimentr_jockers,valley,1912,Mr Pope left her with a bow.,0.19805755630829724,34,7,Mr Pope left her with a bow.
203,syuzhetr_syuzhet,valley,1912,Mr Pope left her with a bow.,-0.009068419798984572,32,7,Mr Pope left her with a bow.
261,transformer_huggingface,valley,1912,Mr Pope left her with a bow.,0.8483058600556613,41,7,Mr Pope left her with a bow.
142,sentimentr_jockers,valley,1923,"She took a turn or two before the mirror to make sure that her petticoats had not lost her the freedom of her legs, and then let herself secretly out of doors.",0.33459171207397487,36,32,She took a turn or two before the mirror to make sure that her petticoats had not lost her the freed
25,baseline_vader,valley,1924,It was a fine night early in April.,-0.05148663471268304,32,8,It was a fine night early in April.
80,baseline_flair,valley,1927,"Thus it was that talk should be, thought Orlando (indulging in foolish reverie); that society should be, that friendship should be, that love should be.",0.07506599756468603,33,25,"Thus it was that talk should be, thought Orlando (indulging in foolish reverie); that society should"
67,baseline_flair,peak,1954,"Yet, to Orlando, such is the charm of ease and the seduction of beauty, this poor girl's talk, larded though it was with the commonest expressions of the street corners, tasted like wine after the fine phrases she had been used to, and she was forced to the conclusion that there was something in the sneer of Mr Pope, in the condescension of Mr Addison, and in the secret of Lord Chesterfield which took away her relish for the society of wits, deeply though she must continue to respect their works.",0.08974481091224008,33,91,"Yet, to Orlando, such is the charm of ease and the seduction of beauty, this poor girl's talk, larde"
11,baseline_vader,peak,1958,None was too wretched or too poor but to have some ring or handkerchief in her pocket which stood her in lieu of pedigree.,0.014710656929062106,32,24,None was too wretched or too poor but to have some ring or handkerchief in her pocket which stood he
38,baseline_textblob,peak,1959,"So they would draw round the punch-bowl which Orlando made it her business to furnish generously, and many were the fine tales they told and many the amusing observations they made, for it cannot be denied that when women get together--but hist--they are always careful to see that the doors are shut and that not a word of it gets into print.",0.09240478360964494,33,62,"So they would draw round the punch-bowl which Orlando made it her business to furnish generously, an"
247,transformer_huggingface,peak,1963,Without desires (she has served him and he is gone) their conversation cannot be of the slightest interest to anyone.,1.2469043481649342,45,20,Without desires (she has served him and he is gone) their conversation cannot be of the slightest in
52,baseline_textblob,valley,1981,She was content to gaze and gaze.,0.022620998315829834,33,7,She was content to gaze and gaze.
188,syuzhetr_syuzhet,peak,1982,At length Mr Boswell rose.,0.3592813002416251,36,5,At length Mr Boswell rose.
126,sentimentr_jockers,peak,1992,"In the extreme clearness of the atmosphere the line of every roof, the cowl of every chimney, was perceptible; even the cobbles in the streets showed distinct one from another, and Orlando could not help comparing this orderly scene with the irregular and huddled purlieus which had been the city of London in the reign of Queen Elizabeth.",0.8051830849448829,40,58,"In the extreme clearness of the atmosphere the line of every roof, the cowl of every chimney, was pe"
157,sentimentr_jockers,peak,1992,"In the extreme clearness of the atmosphere the line of every roof, the cowl of every chimney, was perceptible; even the cobbles in the streets showed distinct one from another, and Orlando could not help comparing this orderly scene with the irregular and huddled purlieus which had been the city of London in the reign of Queen Elizabeth.",0.6823195455542058,39,58,"In the extreme clearness of the atmosphere the line of every roof, the cowl of every chimney, was pe"
218,transformer_roberta15lg,peak,2023,"But what was worse, damp now began to make its way into every house--damp, which is the most insidious of all enemies, for while the sun can be shut out by blinds, and the frost roasted by a hot fire, damp steals in while we sleep; damp is silent, imperceptible, ubiquitous.",0.7204326842019555,40,51,"But what was worse, damp now began to make its way into every house--damp, which is the most insidio"
95,baseline_stanza,peak,2042,"Love, birth, and death were all swaddled in a variety of fine phrases.",0.02244856977711014,33,13,"Love, birth, and death were all swaddled in a variety of fine phrases."
81,baseline_flair,valley,2092,A poor black cat had been mistaken for coals and shovelled on the fire.,-0.12595222716979204,31,14,A poor black cat had been mistaken for coals and shovelled on the fire.
262,transformer_huggingface,valley,2092,A poor black cat had been mistaken for coals and shovelled on the fire.,-0.4422307046546833,28,14,A poor black cat had been mistaken for coals and shovelled on the fire.
39,baseline_textblob,peak,2108,"And then (here she blushed), she would have to buy a crinoline, and then (here she blushed) a bassinette, and then another crinoline, and so on...The blushes came and went with the most exquisite iteration of modesty and shame imaginable.",-0.10684381833877347,31,40,"And then (here she blushed), she would have to buy a crinoline, and then (here she blushed) a bassin"
234,transformer_roberta15lg,valley,2109,"One might see the spirit of the age blowing, now hot, now cold, upon her cheeks.",-0.968152999933698,23,16,"One might see the spirit of the age blowing, now hot, now cold, upon her cheeks."
12,baseline_vader,peak,2121,"'After all,' she thought, getting up and going to the window, 'nothing has changed. The house, the garden are precisely as they were. Not a chair has been moved, not a trinket sold. There are the same walks, the same lawns, the same trees, and the same pool, which, I dare say, has the same carp in it. True, Queen Victoria is on the throne and not Queen Elizabeth, but what difference...'",-0.10151189086528276,31,72,"'After all,' she thought, getting up and going to the window, 'nothing has changed. The house, the g"
26,baseline_vader,valley,2128,"Next she began to decorate the blot with wings and whiskers, till it became a round-headed monster, something between a bat and a wombat.",-0.11692543367777264,31,24,"Next she began to decorate the blot with wings and whiskers, till it became a round-headed monster, "
68,baseline_flair,peak,2129,"But as for writing poetry with Basket and Bartholomew in the room, it was impossible.",-0.06877704842608869,32,15,"But as for writing poetry with Basket and Bartholomew in the room, it was impossible."
248,transformer_huggingface,peak,2129,"But as for writing poetry with Basket and Bartholomew in the room, it was impossible.",0.4351951548699651,37,15,"But as for writing poetry with Basket and Bartholomew in the room, it was impossible."
111,baseline_stanza,valley,2135,Again she dipped her pen and off it went:--,-0.13296077490298222,31,9,Again she dipped her pen and off it went:--
53,baseline_textblob,valley,2140,What had happened to her?,-0.1741686243483272,31,5,What had happened to her?
143,sentimentr_jockers,valley,2141,"Was it the damp, was it Bartholomew, was it Basket, what was it?",-0.899653522449235,23,13,"Was it the damp, was it Bartholomew, was it Basket, what was it?"
174,sentimentr_jockers,valley,2141,"Was it the damp, was it Bartholomew, was it Basket, what was it?",-0.8582958744253153,24,13,"Was it the damp, was it Bartholomew, was it Basket, what was it?"
204,syuzhetr_syuzhet,valley,2141,"Was it the damp, was it Bartholomew, was it Basket, what was it?",-1.2864863591705857,19,13,"Was it the damp, was it Bartholomew, was it Basket, what was it?"
189,syuzhetr_syuzhet,peak,2149,Her arms sang and twanged as the telegraph wires would be singing and twanging in twenty years or so.,-0.7870891425770671,24,19,Her arms sang and twanged as the telegraph wires would be singing and twanging in twenty years or so
127,sentimentr_jockers,peak,2154,"She started back a pace or two, clenched her hand and flung it away from her with a gesture that was noble in the extreme.",-0.46062437276726415,28,25,"She started back a pace or two, clenched her hand and flung it away from her with a gesture that was"
158,sentimentr_jockers,peak,2154,"She started back a pace or two, clenched her hand and flung it away from her with a gesture that was noble in the extreme.",-0.44802164362017655,28,25,"She started back a pace or two, clenched her hand and flung it away from her with a gesture that was"
96,baseline_stanza,peak,2198,Her muscles had lost their pliancy.,0.01896664901583311,33,6,Her muscles had lost their pliancy.
219,transformer_roberta15lg,peak,2224,"So she strayed out into the park alone, faltering at first and apprehensive lest there might be poachers or gamekeepers or even errand-boys to marvel that a great lady should walk alone.",-0.3313461363593252,29,32,"So she strayed out into the park alone, faltering at first and apprehensive lest there might be poac"
82,baseline_flair,valley,2252,The horse was almost on her.,0.00372931070068111,32,6,The horse was almost on her.
40,baseline_textblob,peak,2280,Where was he bound for?,-0.09103122200689549,31,5,Where was he bound for?
13,baseline_vader,peak,2284,Masts had been snapped off; sails torn to ribbons (she had to drag the admission from him).,-0.039795034270145226,32,17,Masts had been snapped off; sails torn to ribbons (she had to drag the admission from him).
54,baseline_textblob,valley,2291,"For it has come about, by the wise economy of nature, that our modern spirit can almost dispense with language; the commonest expressions do, since no expressions do; hence the most ordinary conversation is often the most poetic, and the most poetic is precisely that which cannot be written down.",-0.10259749009119273,31,50,"For it has come about, by the wise economy of nature, that our modern spirit can almost dispense wit"
190,syuzhetr_syuzhet,peak,2301,"When the result of the lawsuit was made known (and rumour flew much quicker than the telegraph which has supplanted it), the whole town was filled with rejoicings.",-0.1200455790419889,31,28,When the result of the lawsuit was made known (and rumour flew much quicker than the telegraph which
69,baseline_flair,peak,2307,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and an empty snail shell or two.,0.08711980141143218,33,25,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and 
128,sentimentr_jockers,peak,2307,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and an empty snail shell or two.,0.4259519946887318,37,25,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and 
159,sentimentr_jockers,peak,2307,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and an empty snail shell or two.,0.42130309257199083,37,25,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and 
249,transformer_huggingface,peak,2307,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and an empty snail shell or two.,0.7211219065243437,40,25,Then Shelmerdine would make a little model on the ground of the Cape with twigs and dead leaves and 
263,transformer_huggingface,valley,2352,"If one liked him, was it marriage?",0.1826269642339258,34,7,"If one liked him, was it marriage?"
235,transformer_roberta15lg,valley,2352,"If one liked him, was it marriage?",-0.09869930407853575,31,7,"If one liked him, was it marriage?"
97,baseline_stanza,peak,2354,"And finally, if one still wished, more than anything in the whole world, to write poetry, was it marriage?",-0.09606531118679065,31,19,"And finally, if one still wished, more than anything in the whole world, to write poetry, was it mar"
144,sentimentr_jockers,valley,2359,Did she dare?,-0.392295582795804,28,3,Did she dare?
175,sentimentr_jockers,valley,2359,Did she dare?,-0.42365683107894925,28,3,Did she dare?
205,syuzhetr_syuzhet,valley,2359,Did she dare?,-0.5356196221647281,27,3,Did she dare?
27,baseline_vader,valley,2361,But she must.,-0.12790477188572386,31,3,But she must.
112,baseline_stanza,valley,2374,Ah! but did they make sense?,-0.11285566032550462,31,6,Ah! but did they make sense?
220,transformer_roberta15lg,peak,2380,Are girls necessary?,0.885663017828852,41,3,Are girls necessary?
41,baseline_textblob,peak,2432,"One's mind begins tossing up a question or two, idly, vainly, about this same life.",-0.0026803363667288415,32,15,"One's mind begins tossing up a question or two, idly, vainly, about this same life."
83,baseline_flair,valley,2452,"For a moment she stood looking at the fair, indifferent spectacle with staring eyes.",-0.004120555601847653,32,14,"For a moment she stood looking at the fair, indifferent spectacle with staring eyes."
129,sentimentr_jockers,peak,2492,"At first Orlando supposed that she had arrived at some moment of national crisis; but whether it was happy or tragic, she could not tell.",0.5528307749425236,38,25,At first Orlando supposed that she had arrived at some moment of national crisis; but whether it was
160,sentimentr_jockers,peak,2492,"At first Orlando supposed that she had arrived at some moment of national crisis; but whether it was happy or tragic, she could not tell.",0.5572170233352997,38,25,At first Orlando supposed that she had arrived at some moment of national crisis; but whether it was
191,syuzhetr_syuzhet,peak,2492,"At first Orlando supposed that she had arrived at some moment of national crisis; but whether it was happy or tragic, she could not tell.",0.6532527114278801,39,25,At first Orlando supposed that she had arrived at some moment of national crisis; but whether it was
14,baseline_vader,peak,2493,She looked anxiously at people's faces.,0.02853277554084193,33,6,She looked anxiously at people's faces.
70,baseline_flair,peak,2495,"Here would come by a man sunk in despair, muttering to himself as if he knew some terrible sorrow.",0.03710067831138875,33,19,"Here would come by a man sunk in despair, muttering to himself as if he knew some terrible sorrow."
250,transformer_huggingface,peak,2514,"Could it be that this gentleman, so neat, so portly, so prosperous, with a cane in his hand and a flower in his button-hole, with a pink, plump face, and combed white moustaches, could it be, Yes, by jove, it was!--her old, her very old friend, Nick Greene!",0.5130306260139825,37,48,"Could it be that this gentleman, so neat, so portly, so prosperous, with a cane in his hand and a fl"
98,baseline_stanza,peak,2524,"Could this be the plaguy, restless fellow who had burnt holes in her carpets, and toasted cheese in the Italian fireplace and told such merry stories of Marlowe and the rest that they had seen the sun rise nine nights out of ten?",0.05953708141854562,33,43,"Could this be the plaguy, restless fellow who had burnt holes in her carpets, and toasted cheese in "
221,transformer_roberta15lg,peak,2532,His chin was shaved; where a black beard used to sprout.,1.0975808145390344,43,11,His chin was shaved; where a black beard used to sprout.
113,baseline_stanza,valley,2538,He had grown plump; but he was a man verging on seventy.,0.040410037160577006,33,12,He had grown plump; but he was a man verging on seventy.
55,baseline_textblob,valley,2539,"He had grown sleek: literature had been a prosperous pursuit evidently; but somehow the old restless, uneasy vivacity had gone.",-0.08413935467583132,31,20,He had grown sleek: literature had been a prosperous pursuit evidently; but somehow the old restless
264,transformer_huggingface,valley,2548,But now his verdict was very different from what it had been then.,-0.481893441341526,28,13,But now his verdict was very different from what it had been then.
236,transformer_roberta15lg,valley,2548,But now his verdict was very different from what it had been then.,0.5035950125403197,37,13,But now his verdict was very different from what it had been then.
28,baseline_vader,valley,2591,"So Orlando mistook the toy boat for her husband's brig; and the wave she had made with her toe for a mountain of water off Cape Horn; and as she watched the toy boat climb the ripple, she thought she saw Bonthrop's ship climb up and up a glassy wall; up and up it went, and a white crest with a thousand deaths in it arched over it; and through the thousand deaths it went and disappeared--'It's sunk!' she cried out in an agony--and then, behold, there it was again sailing along safe and sound among the ducks on the other side of the Atlantic.",0.004070603151887577,32,105,So Orlando mistook the toy boat for her husband's brig; and the wave she had made with her toe for a
145,sentimentr_jockers,valley,2599,As it was the thought of him would come upon her in a flash.,-0.0605483629001176,32,14,As it was the thought of him would come upon her in a flash.
176,sentimentr_jockers,valley,2599,As it was the thought of him would come upon her in a flash.,-0.17477773559685159,31,14,As it was the thought of him would come upon her in a flash.
206,syuzhetr_syuzhet,valley,2599,As it was the thought of him would come upon her in a flash.,0.1668421836819465,34,14,As it was the thought of him would come upon her in a flash.
84,baseline_flair,valley,2622,"Of the two courses, economy, since time runs short, leads us to choose the second; and so we proceed.",-0.09270371029974808,31,19,"Of the two courses, economy, since time runs short, leads us to choose the second; and so we proceed"
15,baseline_vader,peak,2658,One could see everything in the little square-shaped boxes; there was no privacy; none of those lingering shadows and odd corners that there used to be; none of those women in aprons carrying wobbly lamps which they put down carefully on this table and on that.,0.135988777812024,34,46,One could see everything in the little square-shaped boxes; there was no privacy; none of those ling
130,sentimentr_jockers,peak,2660,And the sky was bright all night long; and the pavements were bright; everything was bright.,1.1179005207931336,44,16,And the sky was bright all night long; and the pavements were bright; everything was bright.
161,sentimentr_jockers,peak,2660,And the sky was bright all night long; and the pavements were bright; everything was bright.,0.881591304530261,41,16,And the sky was bright all night long; and the pavements were bright; everything was bright.
192,syuzhetr_syuzhet,peak,2660,And the sky was bright all night long; and the pavements were bright; everything was bright.,0.9649332437699335,42,16,And the sky was bright all night long; and the pavements were bright; everything was bright.
251,transformer_huggingface,peak,2663,"They looked like stalks of corn, straight, shining, identical.",0.1357753940091698,34,9,"They looked like stalks of corn, straight, shining, identical."
99,baseline_stanza,peak,2683,"She ran downstairs, she jumped into her motorcar, she pressed the self-starter and was off.",0.1959017093674988,34,15,"She ran downstairs, she jumped into her motorcar, she pressed the self-starter and was off."
222,transformer_roberta15lg,peak,2683,"She ran downstairs, she jumped into her motorcar, she pressed the self-starter and was off.",0.2104290818977306,34,15,"She ran downstairs, she jumped into her motorcar, she pressed the self-starter and was off."
114,baseline_stanza,valley,2687,For the streets were immensely crowded; people crossed without looking where they were going.,0.16405434272217242,34,14,For the streets were immensely crowded; people crossed without looking where they were going.
42,baseline_textblob,peak,2692,The present fell from her like drops of scalding water.,-0.021618342524367635,32,10,The present fell from her like drops of scalding water.
71,baseline_flair,peak,2695,She watched them change as the light fell on them.,0.012707405642618219,32,10,She watched them change as the light fell on them.
237,transformer_roberta15lg,valley,2726,Through the great glass doors she could see the traffic in Oxford Street.,-0.31514312876701,29,13,Through the great glass doors she could see the traffic in Oxford Street.
56,baseline_textblob,valley,2732,Her eyes filled with tears.,-0.10771248296545423,31,5,Her eyes filled with tears.
265,transformer_huggingface,valley,2762,I'm sick to death of this particular self.,-0.4495935870535793,28,8,I'm sick to death of this particular self.
85,baseline_flair,valley,2774,"Orlando was certainly seeking this self as the reader can judge from overhearing her talk as she drove (and if it is rambling talk, disconnected, trivial, dull, and sometimes unintelligible, it is the reader's fault for listening to a lady talking to herself; we only copy her words as she spoke them, adding in brackets which self in our opinion is speaking, but in this we may well be wrong).",-0.07032748397844069,32,70,Orlando was certainly seeking this self as the reader can judge from overhearing her talk as she dro
131,sentimentr_jockers,peak,2818,"The whole of her darkened and settled, as when some foil whose addition makes the round and solidity of a surface is added to it, and the shallow becomes deep and the near distant; and all is contained as water is contained by the sides of a well.",0.08999557404943913,33,48,"The whole of her darkened and settled, as when some foil whose addition makes the round and solidity"
162,sentimentr_jockers,peak,2818,"The whole of her darkened and settled, as when some foil whose addition makes the round and solidity of a surface is added to it, and the shallow becomes deep and the near distant; and all is contained as water is contained by the sides of a well.",-0.17236130047797216,31,48,"The whole of her darkened and settled, as when some foil whose addition makes the round and solidity"
193,syuzhetr_syuzhet,peak,2818,"The whole of her darkened and settled, as when some foil whose addition makes the round and solidity of a surface is added to it, and the shallow becomes deep and the near distant; and all is contained as water is contained by the sides of a well.",-0.3632508429149568,29,48,"The whole of her darkened and settled, as when some foil whose addition makes the round and solidity"
29,baseline_vader,valley,2829,The porter opened the great gates.,-0.049945358788115485,32,6,The porter opened the great gates.
146,sentimentr_jockers,valley,2831,"This was true indeed of every movement and action now, usual though they were; so that to see Orlando change her skirt for a pair of whipcord breeches and leather jacket, which she did in less than three minutes, was to be ravished with the beauty of movement as if Madame Lopokova were using her highest art.",-0.12877537634277264,31,57,"This was true indeed of every movement and action now, usual though they were; so that to see Orland"
