,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
574,574,The taste for books was an early one.,-0.3015260651060083,-0.299552383608335,-0.26292806682280245,-0.09102275356152932,-0.014992373754735463,-0.1948353767858639,-0.20406179571688515,-0.25032298248411305,-0.1003133688104501,-0.23670772036338059,-0.0565290119259036,0.06843923846971978,-2.565303974145806,-2.4017830558994246,-2.4507503886197903,-0.9400956922910519,-1.5532290373560316,-1.8673481667690062,-1.186963893439801,-2.5131381512288953,-2.432910461022713,-2.4887324273726477,-1.802070100831375,-2.917724642466619,-0.4729322427149542,-1.510466654009873,-1.535818004241651,-1.2178354081125784,-2.416152468712922,-1.61864330310657,-2.471559782876869
575,575,As a child he was sometimes found at midnight by a page still reading.,-0.292385680073746,-0.2901544085918443,-0.25437835534243003,-0.07564120361811441,-0.009413722299201175,-0.18694898008967695,-0.2023763579511067,-0.24351221973050813,-0.09619716527183857,-0.23579115022897107,-0.048909853157635415,0.07186039850245715,-2.520241897475555,-2.355009966199309,-2.4025639024395127,-0.9181525286247326,-1.4455024905271519,-1.8115833346499997,-1.225604726466646,-2.450565923145074,-2.362945110156683,-2.4636686144085242,-1.727164576366157,-2.9178857077716445,-0.47157316579089226,-1.4212282252346669,-1.569710689142945,-1.2173117409377514,-2.406070379237158,-1.5296981503596785,-2.509170351636536
576,576,"They took his taper away, and he bred glow-worms to serve his purpose.",-0.29013573914272756,-0.2878410608954774,-0.25437835534243003,-0.07564120361811441,-0.007872860293724289,-0.18694898008967695,-0.20083769542816482,-0.2463095532590826,-0.0972657950366704,-0.2357023424646359,-0.0416556298748733,0.07329634499546571,-2.5253612789247883,-2.3603237312413934,-2.4025639024395127,-0.8391528258216712,-1.4455024905271519,-1.8115833346499997,-1.225604726466646,-2.4316761939122222,-2.362945110156683,-2.4511367079264623,-1.727164576366157,-2.9178548843634307,-0.557437107353388,-1.41374765116114,-1.5665898351586012,-1.2180660556898038,-2.4060265340787113,-1.61864330310657,-2.4859758329035824
577,577,"They took the glow-worms away, and he almost burnt the house down with a tinder.",-0.29013573914272756,-0.2878410608954774,-0.25437835534243003,-0.07760290853843399,-0.009634944684506843,-0.18694898008967695,-0.20083769542816482,-0.2463095532590826,-0.0972657950366704,-0.23454673143122415,-0.0416556298748733,0.07344316393951839,-2.5253612789247883,-2.3603237312413934,-2.4025639024395127,-0.914463684001631,-1.5026918234510764,-1.8115833346499997,-1.225604726466646,-2.4316761939122222,-2.362945110156683,-2.4511367079264623,-1.727164576366157,-2.918100186743914,-0.5492501056774187,-1.3530978787655903,-1.575538052274766,-1.217851099627931,-2.407972630470161,-1.5741707267331242,-2.4875739360561884
578,578,"To put it in a nutshell, leaving the novelist to smooth out the crumpled silk and all its implications, he was a nobleman afflicted with a love of literature.",-0.28929201129359566,-0.2869735555093398,-0.25786813790785235,-0.07573037202358349,-0.009248286428450846,-0.1914219092886027,-0.2019987150406834,-0.24660182368097566,-0.09964052784740782,-0.24193886771507522,-0.04317161444916383,0.07167175301879714,-2.525884382063882,-2.3608666966760814,-2.4368837133559715,-0.8960590431577192,-1.4625741466252826,-1.8584332307876885,-1.225604726466646,-2.424592545449903,-2.3862668937786933,-2.4636686144085242,-1.764617338598766,-2.9181016436060863,-0.6557485974422098,-1.3880118283156604,-1.5908064736621934,-1.301874262201696,-2.473132288087724,-1.6631158794800156,-2.5535831528212345
579,579,"Many people of his time, still more of his rank, escaped the infection and were thus free to run or ride or make love at their own sweet will.",-0.29182319484099134,-0.2895760716677526,-0.26035407679222433,-0.07733540332202678,-0.009180957876401294,-0.19353742908868063,-0.1998137917318879,-0.24214489563880992,-0.09394116910163801,-0.24793302177534968,-0.034122084439970474,0.07444714694482235,-2.5487014426602403,-2.3845501240905804,-2.47096394151148,-0.8816525408115096,-1.4805359554354418,-1.861649956828851,-1.2880153020129603,-2.4458434908368614,-2.409588677400703,-2.438604801444401,-1.7833437197150706,-2.984319599343826,-0.7331185856824309,-1.3920417850036741,-1.6623170458430712,-1.3019923342595434,-2.5368844724416975,-1.752061032226907,-2.6037702914329124
580,580,"But some were early infected by a germ said to be bred of the pollen of the asphodel and to be blown out of Greece and Italy, which was of so deadly a nature that it would shake the hand as it was raised to strike, and cloud the eye as it sought its prey, and make the tongue stammer as it declared its love.",-0.29463562100476437,-0.2924677562882113,-0.26035407679222433,-0.07746915593023039,-0.013155266120240549,-0.19353742908868063,-0.19872133007749015,-0.24684159512628204,-0.0921996983737639,-0.2481428301185916,-0.03237762872312624,0.07649256196935018,-2.568716408095643,-2.405325060419088,-2.47096394151148,-0.9808186929485634,-1.485125647163389,-1.861649956828851,-1.2880153020129603,-2.469455652377926,-2.409588677400703,-2.426072894962339,-1.7833437197150706,-3.0503296310006984,-0.808151338949495,-1.3827205306256563,-1.6645616202107294,-1.299253976158385,-2.5404515800686713,-1.752061032226907,-2.607865055596732
581,581,"It was the fatal nature of this disease to substitute a phantom for reality, so that Orlando, to whom fortune had given every gift--plate, linen, houses, men-servants, carpets, beds in profusion--had only to open a book for the whole vast accumulation to turn to mist.",-0.29463562100476437,-0.2924677562882113,-0.26035407679222433,-0.0783608399849211,-0.012955204137007596,-0.19353742908868063,-0.19872133007749015,-0.24684159512628204,-0.0921996983737639,-0.24093533997808747,-0.03237762872312624,0.07738151138378697,-2.568716408095643,-2.405325060419088,-2.47096394151148,-0.9751555119528731,-1.5010778339981068,-1.861649956828851,-1.2880153020129603,-2.469455652377926,-2.409588677400703,-2.426072894962339,-1.7833437197150706,-2.984272483590938,-0.8352813481158886,-1.3518317620540998,-1.661498431711406,-1.3002831846205447,-2.5420366919351594,-1.7965336086003527,-2.605482262032526
582,582,"The nine acres of stone which were his house vanished; one hundred and fifty indoor servants disappeared; his eighty riding horses became invisible; it would take too long to count the carpets, sofas, trappings, china, plate, cruets, chafing dishes and other movables often of beaten gold, which evaporated like so much sea mist under the miasma.",-0.2960418340866509,-0.2968052832188994,-0.26035407679222433,-0.07541828260444175,-0.00963109733867544,-0.19586361418055534,-0.20004767924582678,-0.25280140431909365,-0.0921996983737639,-0.24830860461201726,-0.03237762872312624,0.07829672616482677,-2.6449302030785837,-2.456799454763664,-2.521331653847521,-0.9904543727045667,-1.5010778339981068,-1.8908040124000483,-1.371029127840353,-2.504873894689523,-2.409588677400703,-2.438604801444401,-1.802070100831375,-3.0505098786537843,-0.8386399853414153,-1.34577381730205,-1.7307071004646222,-1.302269178138829,-2.607040725173735,-1.8410061849737982,-2.6556555466876235
583,583,"So it was, and Orlando would sit by himself, reading, a naked man.",-0.2942137570801984,-0.2949256882156012,-0.26035407679222433,-0.07327824087318402,-0.002034512994570299,-0.1897952491223455,-0.20004767924582678,-0.25280140431909365,-0.0944081998877497,-0.24837484040291727,-0.033849247527615534,0.08255774616893749,-2.6353028372702503,-2.4468065365982596,-2.521331653847521,-0.8977888996220319,-1.4833552077498162,-1.8550977323589593,-1.371029127840353,-2.4895259896878303,-2.409588677400703,-2.438604801444401,-1.7458909574824615,-2.9851753170907935,-0.8634380915599986,-1.3110756662338967,-1.768653098503108,-1.411228112115845,-2.6572491369638693,-1.8410061849737982,-2.6791555817517456
584,584,The disease gained rapidly upon him now in his solitude.,-0.28999511783453885,-0.2905881612849132,-0.2576290021460355,-0.07442469180064352,9.49929231112379e-05,-0.18544399367962983,-0.19512577262332598,-0.24746688144443396,-0.0944081998877497,-0.2421953001345931,-0.033849247527615534,0.08418844135271618,-2.5993071864553317,-2.409444126146108,-2.498631232665594,-0.8647756029430614,-1.525923277844687,-1.816530541983787,-1.2213738250438024,-2.4541077473762334,-2.3862668937786933,-2.388477175516154,-1.7084381952498524,-2.9189015637295275,-0.8002305060065548,-1.2030875620470654,-1.769427483500305,-1.2992682150648467,-2.592271152265349,-1.752061032226907,-2.6559117672346275
585,585,"He would read often six hours into the night; and when they came to him for orders about the slaughtering of cattle or the harvesting of wheat, he would push away his folio and look as if he did not understand what was said to him.",-0.2930887866146892,-0.2937690143674178,-0.2576290021460355,-0.07549471266627239,0.003161327550739396,-0.1875282999979434,-0.19512577262332598,-0.2525490958047516,-0.09654545941741338,-0.2364135446440203,-0.03445906550462125,0.08753047743096622,-2.6192612996686293,-2.430155899685564,-2.498631232665594,-0.8172939666362812,-1.5422025495485752,-1.8311075697693855,-1.2213738250438024,-2.4800811250714045,-2.3862668937786933,-2.388477175516154,-1.727164576366157,-2.853152083075659,-0.7938178173464533,-1.0767231967767221,-1.7497408913123633,-1.297738945157169,-2.5328488908205578,-1.7075884558534613,-2.6321413383711763
586,586,"This was bad enough and wrung the hearts of Hall, the falconer, of Giles, the groom, of Mrs Grimsditch, the housekeeper, of Mr Dupper, the chaplain.",-0.29154195222461404,-0.2921785878261655,-0.2555758961318815,-0.07878780888233176,0.0031959536632220234,-0.18749618475925142,-0.19780636500435778,-0.2471581561194316,-0.1039783731150215,-0.23661669240493707,-0.04505273498094694,0.08640504560195467,-2.6211122260315403,-2.4320771059680495,-2.4814722119661585,-0.7920863062941946,-1.5669718076309649,-1.8423457201467064,-1.3680631916781136,-2.481261733148458,-2.362945110156683,-2.426072894962339,-1.727164576366157,-2.8528685168131265,-0.8173310909379246,-1.078594223133111,-1.7151095168825619,-1.2977630885187346,-2.52258109800938,-1.61864330310657,-2.6555525384019023
587,587,"A fine gentleman like that, they said, had no need of books.",-0.29337002923106653,-0.2940581828294637,-0.2555758961318815,-0.08528818564102711,7.383252103852372e-05,-0.18331454902624797,-0.19448332551278819,-0.24087708453258197,-0.10392889951479782,-0.23600280873397,-0.05158576847423322,0.08516864345195232,-2.6196290504294133,-2.4305376139915267,-2.4814722119661585,-0.8143315834310252,-1.5915002583075033,-1.8124732427204722,-1.304249956152833,-2.4789005169943508,-2.362945110156683,-2.388477175516154,-1.6897118141335479,-2.8528126658174444,-0.8144803576032897,-1.1638671868065211,-1.6886797627618844,-1.2977157301295617,-2.5221947610540116,-1.61864330310657,-2.608699145532553
588,588,"Let him leave books, they said, to the palsied or the dying.",-0.29210443745736864,-0.2927569247502573,-0.2511527759386639,-0.08211379040632816,0.007389560619451249,-0.17770860627217866,-0.1913288120285679,-0.2297543535975358,-0.10501731871971913,-0.23527458506642138,-0.046015327984754224,0.09261210640564249,-2.622012348895518,-2.433011406616598,-2.4674484781439765,-0.7522846093184481,-1.5850386006335286,-1.8075788883853636,-1.2707860131281932,-2.4682750443008725,-2.316301542912663,-2.3383495495879068,-1.633532670784634,-2.786636980826914,-0.8445318833565243,-1.1351986873378084,-1.5864315132564533,-1.1932558063913787,-2.460105736692344,-1.5296981503596785,-2.549733300295821
589,589,But worse was to come.,-0.2926669226901233,-0.29333526167434903,-0.25436824786714474,-0.07703119129459106,0.010288535703413378,-0.1738119475324227,-0.18970840738575676,-0.22427173659489272,-0.09718070044428564,-0.22843971750377368,-0.040602329197114824,0.10037562309701947,-2.6348108025186003,-2.446295819221808,-2.480473822551675,-0.7430150931796713,-1.5540580769377292,-1.8258872220434936,-1.2707860131281932,-2.472997476609085,-2.339623326534673,-2.3132857366237833,-1.596079908552025,-2.7982349716274437,-0.8454812193765705,-1.214601794336273,-1.6551951545229076,-1.1929035003150446,-2.394990261563674,-1.5296981503596785,-2.5694785522105077
590,590,For once the disease of reading has laid upon the system it weakens it so that it falls an easy prey to that other scourge which dwells in the inkpot and festers in the quill.,-0.29590121277846226,-0.29376901436741787,-0.25702153845839876,-0.07163650276371221,0.017111803535406526,-0.16967491841744342,-0.18880049203853871,-0.22512739155657435,-0.09254997146334767,-0.22830687588962228,-0.037244591548688595,0.09913639992916,-2.661296687109353,-2.4530124400360283,-2.502032278714402,-0.6299910658211532,-1.501824014382294,-1.7981797345408657,-1.2170282414108273,-2.476539300840245,-2.362945110156683,-2.300753830141722,-1.558627146319416,-2.7320906615574017,-0.8499111927177138,-1.234787748815829,-1.661364547460947,-1.1077696195540214,-2.3895809845709555,-1.5296981503596785,-2.5709668828529635
591,591,The wretch takes to writing.,-0.28633896382163393,-0.2839372866578584,-0.2476886884524881,-0.07252818681840292,0.024358279408854,-0.1676332928433304,-0.18190795608024557,-0.21472710922470623,-0.08881516440646064,-0.22091140931460865,-0.033530065855334246,0.10119603017831856,-2.624821094283569,-2.415151864111181,-2.4657116048233187,-0.5697611792443743,-1.4862670799388737,-1.7854989204590832,-1.0480976387243273,-2.3962579516006253,-2.2696579756686432,-2.2130304847672893,-1.5399007652031114,-2.665835064612761,-0.7973904675079813,-1.1453974378682528,-1.5667924636882495,-1.1062606694741624,-2.3242465605340037,-1.440752997612787,-2.4961902609170865
592,592,"And while this is bad enough in a poor man, whose only property is a chair and a table set beneath a leaky roof--for he has not much to lose, after all--the plight of a rich man, who has houses and cattle, maidservants, asses and linen, and yet writes books, is pitiable in the extreme.",-0.2870420703625772,-0.2846602078129731,-0.24847154496605267,-0.06980855045159623,0.025745247581074764,-0.16334637378858827,-0.1872016051965473,-0.2193517205652235,-0.09095242393612432,-0.22128662211892486,-0.0348647131668144,0.10716806897962408,-2.6166106499793913,-2.406629668147438,-2.458321449690473,-0.5343277172834184,-1.4575709664973098,-1.7561284666749986,-1.0562438415943998,-2.402160991985891,-2.292979759290653,-2.300753830141722,-1.5024480029705023,-2.6656909321182765,-0.7690954646773746,-1.1479697920657779,-1.6374208038527787,-1.1067621601532553,-2.3319980417571555,-1.3518078448658957,-2.489828496970897
593,593,The flavour of it all goes out of him; he is riddled by hot irons; gnawed by vermin.,-0.28999511783453885,-0.28769647666445464,-0.25115352088409404,-0.07139128964867225,0.02689175663883285,-0.16538400697177358,-0.18840664995440334,-0.21795775520182462,-0.09427704987115672,-0.22012176027672814,-0.03667449921036692,0.10454363868399667,-2.6422422544288953,-2.4332345080186104,-2.48034409305026,-0.5171568087169783,-1.4500109353237174,-1.7786515946290509,-1.0562438415943998,-2.4269537616040093,-2.316301542912663,-2.3132857366237833,-1.5211743840868068,-2.5997201823679017,-0.7378368662827465,-1.1478189965271195,-1.6021124906633306,-1.105344203497919,-2.3316211013071038,-1.2628626921190043,-2.4891353264102145
594,594,He would give every penny he has (such is the malignity of the germ) to write one little book and become famous; yet all the gold in Peru will not buy him the treasure of a well-turned line.,-0.29674494062759416,-0.2917448351330968,-0.2581078401690126,-0.07716175931688506,0.02362920737380314,-0.1693778729684682,-0.19602665868999866,-0.21555142151379875,-0.09190231706041929,-0.22012139024437674,-0.03632745692440344,0.1004669271820354,-2.643609056518509,-2.432254324748578,-2.4905232741803456,-0.551038844161293,-1.520591318369878,-1.7678279581930427,-1.0694174394517149,-2.460010787761499,-2.3862668937786933,-2.4135409884802774,-1.558627146319416,-2.5997327347081933,-0.738753271197048,-1.1677613914823157,-1.6047929617190773,-0.9935998535703414,-2.3307515238635332,-1.2628626921190043,-2.4966851885774157
595,595,"So he falls into consumption and sickness, blows his brains out, turns his face to the wall.",-0.2909794669918594,-0.28581688166115654,-0.24910665889742167,-0.07555672801844177,0.022944379815813414,-0.16489511238916627,-0.19319655335898656,-0.21287554084150692,-0.08786527128216567,-0.22516752142037294,-0.0312585659013539,0.1013545001807102,-2.573687857449922,-2.3596782084744303,-2.387653419074041,-0.5915898207292697,-1.4526936354211213,-1.702708663804056,-0.9791718963129544,-2.411605856602317,-2.316301542912663,-2.388477175516154,-1.5211743840868068,-2.665786329904488,-0.7658547277063382,-1.1685606989849402,-1.642150974009524,-0.9964272315515308,-2.39452145803861,-1.2628626921190043,-2.4467147946256995
596,596,It matters not in what attitude they find him.,-0.2906982243754821,-0.2855277131991107,-0.2512171416827662,-0.0744956239933598,0.028698085506676536,-0.16489511238916627,-0.19319655335898656,-0.2148344578783238,-0.09213979034149303,-0.23133818091226366,-0.03402428182745574,0.10696177282683375,-2.5723023842040784,-2.3582401286256225,-2.4007595133541444,-0.5024812549707833,-1.4607541481516655,-1.702708663804056,-1.0223736609905758,-2.40924464044821,-2.339623326534673,-2.388477175516154,-1.5211743840868068,-2.6660670575590433,-0.7923963531090588,-1.2514775801140279,-1.6447540655905029,-1.009573485605196,-2.4573101525427936,-1.3518078448658957,-2.4902787008639415
597,597,He has passed through the gates of Death and known the flames of Hell.,-0.28141721803503106,-0.2730934693311383,-0.24432856217168084,-0.06666366571299298,0.04128467739411131,-0.15664150771661045,-0.18631694220159778,-0.20789205589984483,-0.08967600505035295,-0.2314184779325167,-0.03051501008479957,0.10756212580135667,-2.5169190278671283,-2.2834099633474936,-2.352881621654061,-0.3958971174604561,-1.3580464642772696,-1.6482206106671715,-0.8139605064932663,-2.307712345821632,-2.246336192046633,-2.300753830141722,-1.427542478505284,-2.7321122476292095,-0.8696212337581749,-1.2532748598198433,-1.6381898421874286,-0.9875770265510007,-2.4573720536545975,-1.3518078448658957,-2.4615568404615207
598,598,"Happily, Orlando was of a strong constitution and the disease (for reasons presently to be given) never broke him down as it has broken many of his peers.",-0.2821203245759743,-0.273816390486253,-0.24532467178452305,-0.0680606373986751,0.04147127366693435,-0.16045255368176378,-0.18593186861135855,-0.2085447670565122,-0.08825116536391049,-0.23880839402225937,-0.029524850968196143,0.11168941187358895,-2.5601272492777514,-2.32825880665781,-2.417468660813089,-0.3478540410553693,-1.4023493043133093,-1.7262264407135866,-0.9270892818023354,-2.313615386206899,-2.2696579756686432,-2.3258176431058453,-1.464995240737893,-2.7982542073476595,-0.893344365030909,-1.3701340025457636,-1.5813221490843794,-1.0963483736212467,-2.522651927653628,-1.3518078448658957,-2.45912388329962
599,599,"But he was deeply smitten with it, as the sequel shows.",-0.28563585728069063,-0.2774309962618264,-0.24881445434994534,-0.06485057480178852,0.04310062462653351,-0.16510492386551323,-0.19284254035431925,-0.21093072800735516,-0.08112696693169823,-0.2389885997773895,-0.026769901776440983,0.11377603285616428,-2.6054775065807014,-2.375331019247483,-2.451788471729548,-0.3714422386995932,-1.388332822918693,-1.7845345518559808,-0.9869514029209551,-2.343130588133229,-2.292979759290653,-2.375945269034092,-1.5024480029705023,-2.7982505918783067,-0.8643160940394233,-1.3927388899986035,-1.6845935866653534,-0.984636144716477,-2.462534340414495,-1.3518078448658957,-2.4595897892131333
600,600,"For when he had read for an hour or so in Sir Thomas Browne, and the bark of the stag and the call of the night watchman showed that it was the dead of night and all safe asleep, he crossed the room, took a silver key from his pocket and unlocked the doors of a great inlaid cabinet which stood in the corner.",-0.2853546146643133,-0.27714182779978047,-0.25169825011999075,-0.07055735275180912,0.04782131796166494,-0.16510492386551323,-0.19284254035431925,-0.2119336935302054,-0.07998709518254425,-0.2329759440995452,-0.025788467440539066,0.1147031236780398,-2.6028152673046625,-2.3725676943929153,-2.4769723278975686,-0.26482680466575953,-1.4625173018920048,-1.7845345518559808,-0.9869514029209551,-2.340769371979123,-2.316301542912663,-2.375945269034092,-1.5024480029705023,-2.7981014621686633,-0.8666771068594553,-1.3455148747301002,-1.6805717623935057,-0.8750325061810507,-2.410899777393468,-1.3518078448658957,-2.4077320902992856
601,601,Within were some fifty drawers of cedar wood and upon each was a paper neatly written in Orlando's hand.,-0.28858890475265225,-0.28046726511330794,-0.2545820458900362,-0.06953191608891479,0.048456130023846425,-0.1673165044542647,-0.19682158785932907,-0.2160521207084092,-0.07363468491382165,-0.2338399696400564,-0.023061434312121022,0.11432090638250418,-2.6579236203186642,-2.4297685188824625,-2.5223032690000062,-0.31331810128835075,-1.4612841939392436,-1.8230423623801155,-0.9869514029209551,-2.3679233577513474,-2.339623326534673,-2.4135409884802774,-1.5211743840868068,-2.7980812617961544,-0.8909283456889869,-1.3448039879988332,-1.7506888655954094,-0.7717992588915871,-2.411204035806649,-1.3518078448658957,-2.409728897550461
602,602,"He paused, as if hesitating which to open.",-0.28605772120525647,-0.27786474895489516,-0.2508995703792371,-0.07113694738735808,0.04992773980435806,-0.16495990973486557,-0.1963205604206103,-0.21449752414799134,-0.06793532616805184,-0.23338519988018994,-0.017356763096624088,0.11533397653126375,-2.6299187677458575,-2.4007003183418703,-2.4852336364386804,-0.24747052508224698,-1.4754974956454214,-1.8093658054987931,-0.9869514029209551,-2.3466724123643887,-2.316301542912663,-2.4135409884802774,-1.5024480029705023,-2.7319143337926306,-0.8980640178889028,-1.4002775246794645,-1.7809115837715983,-0.6635549350236046,-2.4088944180872867,-1.30733526849245,-2.432438727828821
603,603,"One was inscribed 'The Death of Ajax', another 'The Birth of Pyramus', another 'Iphigenia in Aulis', another 'The Death of Hippolytus', another 'Meleager', another 'The Return of Odysseus',--in fact there was scarcely a single drawer that lacked the name of some mythological personage at a crisis of his career.",-0.28465150812337,-0.27641890664466584,-0.24552071655021482,-0.06273600975780767,0.04607077560837659,-0.16277323297030594,-0.19138326925581586,-0.20705128870764306,-0.056061662114364745,-0.22773702606847135,-0.01151825672086224,0.11499282688502685,-2.628925772922886,-2.3996696193737233,-2.457622475227116,-0.3310403416743796,-1.3573306998364665,-1.7894497940277196,-0.9869514029209551,-2.3348663315938567,-2.2696579756686432,-2.3634133625520306,-1.4837216218541975,-2.6661151913363796,-0.8224371855655012,-1.3458734356304174,-1.7415814858897156,-0.7681167617799816,-2.409657753989316,-1.30733526849245,-2.436562819990044
604,604,In each drawer lay a document of considerable size all written over in Orlando's hand.,-0.287463934287143,-0.2793105912651245,-0.24863360708535429,-0.06361495546885995,0.042256132216540565,-0.16720760532846632,-0.19432564442848743,-0.21450692694976806,-0.06146417925879238,-0.22735219242301877,-0.01222345078831815,0.11384687827197726,-2.675903215335392,-2.4484308015074525,-2.509307700268732,-0.4288169868796694,-1.3704333201034546,-1.8526390484492983,-0.9869514029209551,-2.358478493134921,-2.292979759290653,-2.388477175516154,-1.5211743840868068,-2.6660816459482315,-0.7679638061768326,-1.3158228908245582,-1.777433016208117,-0.7789466422849519,-2.4097909858663193,-1.30733526849245,-2.485763066395263
605,605,The truth was that Orlando had been afflicted thus for many years.,-0.2877451769035203,-0.2795997597271703,-0.24787930219377005,-0.06972299124349138,0.050095099348024086,-0.17131638211983397,-0.19432564442848743,-0.21913232185710005,-0.05837702660483373,-0.2271915983825126,-0.010043430695777174,0.11739555929993674,-2.6890193911983267,-2.4620450003081156,-2.528647043594629,-0.3585188753704112,-1.4304797750941514,-1.8790959227783535,-0.9869514029209551,-2.3608397092890274,-2.292979759290653,-2.388477175516154,-1.558627146319416,-2.665858131267699,-0.7481925222690138,-1.2038211684712505,-1.8500272916673508,-0.6680865671848643,-2.3476375333393324,-1.30733526849245,-2.5075650854504206
606,606,Never had any boy begged apples as Orlando begged paper; nor sweetmeats as he begged ink.,-0.280995354110465,-0.2726597166380695,-0.23861954651966127,-0.07029366903849343,0.060021251593043716,-0.16308209028180795,-0.1923288138033183,-0.21356507963846652,-0.05422124418604323,-0.22716976647378023,-0.005929466936569781,0.11899571281248263,-2.64816428645681,-2.4196386218190358,-2.463630660604514,-0.2091063265992792,-1.4118188126090796,-1.8254046249465532,-1.0375441292814307,-2.3041705215904726,-2.1996926248026134,-2.3634133625520306,-1.4837216218541975,-2.6657504480019742,-0.7512852139554138,-1.2062438859847096,-1.7886564748542366,-0.6875375879559316,-2.3481148188727228,-1.30733526849245,-2.5056469150259697
607,607,"Stealing away from talk and games, he had hidden himself behind curtains, in priest's holes, or in the cupboard behind his mother's bedroom which had a great hole in the floor and smelt horribly of starling's dung, with an inkhorn in one hand, a pen in another, and on his knee a roll of paper.",-0.27537050178291894,-0.2668763473971521,-0.2269034594850031,-0.0694911533892718,0.06761975961006457,-0.15864808605918107,-0.18641875704433017,-0.20691886591595424,-0.04763984182485667,-0.22686856013974332,0.0051933788393377445,0.12052619241874112,-2.641135698436499,-2.4123431573790626,-2.4030962041193744,-0.07331945356447017,-1.4478812860391164,-1.8178739125935028,-0.7674555392540513,-2.2569461985083428,-2.1064054903145735,-2.300753830141722,-1.4462688596215885,-2.6004990699085564,-0.680271564072188,-1.1775966900155557,-1.7612422585331255,-0.5864014671132315,-2.347982811524737,-1.30733526849245,-2.5482642609555626
608,608,"Thus had been written, before he was turned twenty-five, some forty-seven plays, histories, romances, poems; some in prose, some in verse; some in French, some in Italian; all romantic, and all long.",-0.2770579574811827,-0.26861135816942733,-0.22947635105371916,-0.07088218051458932,0.07062838405022168,-0.15864808605918107,-0.18641875704433017,-0.20691886591595424,-0.05001457463559409,-0.2195633814584705,0.004206887247669748,0.12024899916526147,-2.6540138939751396,-2.4257103397109443,-2.4234000780716407,-0.08966962887069825,-1.4750131378123492,-1.8178739125935028,-0.7674555392540513,-2.271113495432982,-2.1297272739365836,-2.300753830141722,-1.4462688596215885,-2.6005805929110672,-0.7093206817589073,-1.2340465301447916,-1.8000522553845417,-0.47917555899031733,-2.352676955771254,-1.2183901157455588,-2.595429141110732
609,609,"One he had had printed by John Ball of the Feathers and Coronet opposite St Paul's Cross, Cheapside; but though the sight of it gave him extreme delight, he had never dared show it even to his mother, since to write, much more to publish, was, he knew, for a nobleman an inexpiable disgrace.",-0.2742455313174097,-0.26571967354896864,-0.231733167819135,-0.06846571672637747,0.07087269051051577,-0.16504933667513422,-0.1832543177102026,-0.20312248469860314,-0.042534166281771216,-0.22695477767761876,0.009564628485292447,0.12293724968684965,-2.6840301463805845,-2.4391831931127785,-2.4548640644471384,-0.1867066044537663,-1.3737399016414553,-1.8694791929840757,-0.7674555392540513,-2.247501333891917,-2.153049057558593,-2.2631581106955365,-1.5024480029705023,-2.66667314780418,-0.7059581802003467,-1.2557151336483134,-1.8712833951833472,-0.5809418315878725,-2.4177560226103885,-1.2183901157455588,-2.604268470443289
610,610,"Now, however, that it was the dead of night and he was alone, he chose from this repository one thick document called 'Xenophila a Tragedy' or some such title, and one thin one, called simply 'The Oak Tree' (this was the only monosyllabic title among the lot), and then he approached the inkhorn, fingered the quill, and made other such passes as those addicted to this vice begin their rites with.",-0.27874541317944657,-0.26745468432124386,-0.22964022447051616,-0.06514737820856416,0.06892016250107877,-0.16105446143854715,-0.18149228725367428,-0.20344217995901165,-0.03612238769278018,-0.21958669349660848,0.013647138938963093,0.1275373859552238,-2.685116131182055,-2.4544006602570807,-2.4163401722386633,-0.28892965638662027,-1.3527817331164174,-1.8476622955075983,-0.7674555392540513,-2.2616686308165557,-2.1297272739365836,-2.2380942977314127,-1.464995240737893,-2.6005483126406808,-0.6886920138703742,-1.1461534427269569,-1.932856139282149,-0.4779222146459601,-2.3552277296616175,-1.2183901157455588,-2.5360866430601012
