,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
396,396,"I will love Thee, O Lord, and thank Thee, and confess unto Thy name; because Thou hast forgiven me these so great and heinous deeds of mine.",-0.26078944241572216,-0.24482129885695067,-0.17112634442116287,-0.219590858081862,-0.22563160704695273,-0.205496683679218,-0.12917892772781484,-0.1232572041913032,-0.014478421070291226,-0.135725577919279,-0.011877247521988522,-0.13310004870873016,-1.1814139328911022,-1.0468045506475567,-0.9130093193411402,-0.5983389381143255,-0.8257849136299649,-0.15655481478317873,-0.46757678800936964,-1.5587861259428093,-1.1912642183920679,-1.0556194489070496,-1.2139464505849291,-1.3943523335823214,-0.8488564498199552,-0.1416351752079057,-0.6056414880185882,-1.0388321504757343,-0.6400731442670284,-1.430967951823651,-1.0160337475690213
397,397,"To Thy grace I ascribe it, and to Thy mercy, that Thou hast melted away my sins as it were ice.",-0.2591705202491352,-0.24683151981856716,-0.16952337869427844,-0.22294152061686248,-0.22502993414667627,-0.20277887689173674,-0.1275745090543376,-0.1203027316447314,-0.013758598511359573,-0.13442291170012272,-0.01076518256265667,-0.12737697378460403,-1.150312766820151,-1.0247698094415247,-0.8777610434262332,-0.5540937265524153,-0.861249128971097,-0.1457623177297981,-0.4340130225355613,-1.5736818550472085,-1.1912642183920679,-1.0374058197594833,-1.191886154961063,-1.3550285850253705,-0.78173071396279,-0.13737086225688636,-0.6384266582961637,-1.0376885823740791,-0.5991833459915236,-1.3908877115424088,-1.0152537939672432
398,398,"To Thy grace I ascribe also whatsoever I have not done of evil; for what might I not have done, who even loved a sin for its own sake?",-0.2629480053045048,-0.2524966879831227,-0.17633954132684898,-0.2213592633086678,-0.22986954038086121,-0.20994363599766175,-0.1275745090543376,-0.12419129618007381,-0.02058191651789921,-0.14089456789561614,-0.012043740271612372,-0.12685802994519052,-1.2192045942090566,-1.1089477930367346,-0.9624716367158923,-0.679669375518591,-0.857359743415245,-0.23568620787981073,-0.4340130225355613,-1.6156607279777875,-1.2422208991649686,-1.0374058197594833,-1.2470368940207277,-1.3942550940507006,-0.8264575764209602,-0.15223159460686808,-0.6713762385539273,-1.0373205125079852,-0.6403842378600973,-1.3908877115424088,-1.0395469009139635
399,399,"Yea, all I confess to have been forgiven me; both what evils I committed by my own wilfulness, and what by Thy guidance I committed not.",-0.26465686759145773,-0.25240531430304924,-0.18006194655104704,-0.2228484466575569,-0.22648822609141406,-0.2114697681491655,-0.12915385107147814,-0.12320666563220924,-0.018358935085904398,-0.1473424563745391,-0.011701956475763524,-0.12347906381970508,-1.2175628828072327,-1.0940932982733804,-0.9923214077200488,-0.6810776120067037,-0.8908800886661915,-0.24630448739364105,-0.40592974974116025,-1.614983649382133,-1.2676992395514188,-1.049548239191194,-1.2580670418326605,-1.4328499072324834,-0.8270974413337541,-0.15534848986964328,-0.6625528695346472,-1.037620975208097,-0.6437496966168327,-1.430967951823651,-1.038932284512229
400,400,"What man is he, who, weighing his own infirmity, dares to ascribe his purity and innocency to his own strength; that so he should love Thee the less, as if he had less needed Thy mercy, whereby Thou remittest sins to those that turn to Thee?",-0.2652864484340193,-0.25304493006356354,-0.18193007674205663,-0.2258268133553351,-0.22735941348697172,-0.2131975312872667,-0.13200875229214137,-0.12624595001358233,-0.018358935085904398,-0.14820883848130612,-0.011701956475763524,-0.12102963722463371,-1.2242470297211498,-1.1005788238777727,-1.007346541636637,-0.7191174720677208,-0.9337606233934874,-0.28652771912752295,-0.40592974974116025,-1.6197231995517145,-1.280438409744644,-1.0616906586229051,-1.2690971896445935,-1.3937183865137932,-0.7640165661565619,-0.15784732799323775,-0.6947587818858242,-1.0136306274119862,-0.6418347842916773,-1.4109278316830298,-1.0624312666265157
401,401,"For whosoever, called by Thee, followed Thy voice, and avoided those things which he reads me recalling and confessing of myself, let him not scorn me, who being sick, was cured by that Physician, through whose aid it was that he was not, or rather was less, sick: and for this let him love Thee as much, yea and more; since by whom he sees me to have been recovered from such deep consumption of sin, by Him he sees himself to have been from the like consumption of sin preserved.",-0.2685242927671932,-0.2563343825462087,-0.18804662077489728,-0.22806058837866877,-0.2237450055799841,-0.2131975312872667,-0.13696801353799654,-0.13096636761355135,-0.022804897949894022,-0.1546358895100851,-0.012395388232071078,-0.11858254264643507,-1.2720582141058658,-1.1469692854425533,-1.0701219502861166,-0.691746995027781,-1.0022840325273406,-0.28652771912752295,-0.5698758900010722,-1.6440980289952767,-1.3186559203243196,-1.0920467072021824,-1.2690971896445935,-1.4329454944565674,-0.816881451022158,-0.21136139769524281,-0.7008710233857605,-1.0126555190570925,-0.680940037276218,-1.4510080719642726,-1.064969403205104
402,402,"What fruit had I then (wretched man!) in those things, of the remembrance whereof I am now ashamed?",-0.2651065681932874,-0.251400203822241,-0.1838924905822131,-0.22318544884941052,-0.22072498639772478,-0.2087241175449505,-0.13406452475716463,-0.12532812330819826,-0.018200150697904767,-0.15431714163991417,-0.01187022969527716,-0.11542091128083747,-1.2446365258793166,-1.120362440410666,-1.0333999164196561,-0.6237982456622044,-0.9372997374537482,-0.2818831403936765,-0.5099356617689831,-1.6075357848299334,-1.293177579937869,-1.0738330780546161,-1.2360067462087947,-1.393694758633448,-0.7634829598484064,-0.21243501867230294,-0.6567455079907638,-1.0091776189556942,-0.6402427283232722,-1.4109278316830298,-1.0265532122420133
403,403,"Especially, in that theft which I loved for the theft's sake; and it too was nothing, and therefore the more miserable I, who loved it.",-0.26357758614706633,-0.24984685126099185,-0.1838924905822131,-0.2278701714677908,-0.21967023777835396,-0.20733959993922685,-0.1359461327077988,-0.12636154970622246,-0.014865678549912546,-0.16048795714895409,-0.011375692934100793,-0.11087581835560176,-1.2491044594282792,-1.1246976080549003,-1.0333999164196561,-0.6424460539747253,-1.0163118034503185,-0.2920453619565341,-0.5623947470577164,-1.596025448703807,-1.293177579937869,-1.0920467072021824,-1.224976598396862,-1.4330311584406452,-0.8274701992115548,-0.2663799359979324,-0.7094014334412398,-1.0098932670338605,-0.6800228512230374,-1.4510080719642726,-1.0622391315826407
404,404,"Yet alone I had not done it: such was I then, I remember, alone I had never done it.",-0.26474680771182363,-0.25103470910194703,-0.1814239307374886,-0.22994882322561513,-0.21522980436420713,-0.20588447056706735,-0.13577870367830477,-0.12211572983935397,-0.013260191960138515,-0.16107694070067957,-0.011268112558383394,-0.10631472915714034,-1.246221950628627,-1.1219007538166865,-1.0053396576614295,-0.6081013224393977,-0.9908269681661407,-0.2807197109007213,-0.5780772777618944,-1.6183690423604056,-1.293177579937869,-1.0920467072021824,-1.2139464505849291,-1.432763064203084,-0.8423884765900717,-0.26825226236667143,-0.6574204617760295,-1.0100324000123457,-0.7180275736746379,-1.4510080719642726,-1.060162368334172
405,405,"I loved then in it also the company of the accomplices, with whom I did it?",-0.26249830470267504,-0.2505778407015796,-0.1783217411718321,-0.2230923748901049,-0.22126110171806798,-0.2044801677535384,-0.13193586572357152,-0.12264899877324169,-0.01282485809637286,-0.16109224320312904,-0.01126462386964475,-0.10542533154809125,-1.2752740905247004,-1.1378331098509225,-1.0028650478684484,-0.6266943597378898,-0.9131677130189436,-0.28721000276845576,-0.5428935479306396,-1.6082128634255881,-1.2676992395514188,-1.049548239191194,-1.2029163027729959,-1.3935042735275152,-0.8447860518634842,-0.2780440890893728,-0.6550098220337272,-1.1370047172900477,-0.7180879720565554,-1.4510080719642726,-1.0600114826740872
406,406,"I did not then love nothing else but the theft, yea rather I did love nothing else; for that circumstance of the company was also nothing.",-0.2669953107209722,-0.25514652470525345,-0.18172982248811737,-0.22011814481274025,-0.22266403392863995,-0.20739689100164724,-0.1374412971690488,-0.1299736044239935,-0.011574431040875778,-0.166090300971254,-0.01085489718159346,-0.10266635957026342,-1.3231294129596476,-1.1842663978913306,-1.0294311697951748,-0.6321417703818707,-0.8644466717242566,-0.3173755503117682,-0.5752141141477092,-1.6312335356778411,-1.293177579937869,-1.0859754974863272,-1.224976598396862,-1.431728528266177,-0.8793025026048532,-0.3342706221401087,-0.7059959201529225,-1.1373235689557994,-0.719611749984806,-1.4910883122455152,-1.0968323266917235
407,407,"What is, in truth?",-0.2661858496376787,-0.25432416158459215,-0.17797075117371602,-0.21807051770801772,-0.22567822577046076,-0.21033694086364663,-0.13662857042581916,-0.12818268054253834,-0.009351449608880964,-0.16595518313047672,-0.010716014959028691,-0.10241511669287748,-1.2973523620695793,-1.1592553193339175,-0.9990098551290639,-0.6442166120856295,-0.8305458833653151,-0.3234567313457781,-0.5359740237124982,-1.6251398283169505,-1.2676992395514188,-1.0799042877704716,-1.2470368940207277,-1.3924333574660948,-0.8495629054856942,-0.3364037652037166,-0.703302745409098,-1.1092586316193822,-0.6785773531984721,-1.4910883122455152,-1.084927817041983
408,408,"who can teach me, save He that enlighteneth my heart, and discovereth its dark corners?",-0.2598900412120627,-0.24792800397944878,-0.17826445507502187,-0.21640759630175824,-0.22242365613555135,-0.20751355271462285,-0.13461076374211808,-0.1230509836340808,-0.009351449608880964,-0.16046907320976111,-0.010716014959028691,-0.10465422680268474,-1.2466034327958604,-1.1100144087975368,-1.0037632190245052,-0.5787314513210626,-0.8190430208287075,-0.3002338376765445,-0.5907721932940129,-1.5790984838124442,-1.2676992395514188,-1.0616906586229051,-1.224976598396862,-1.3932915133900523,-0.8033630521612628,-0.3898042321762543,-0.6510415600299138,-1.109309195540284,-0.6409800288077029,-1.4910883122455152,-1.0716577591798093
409,409,"What is it which hath come into my mind to enquire, and discuss, and consider?",-0.25773147832328014,-0.24573503565768537,-0.17662580207419368,-0.21491841295286918,-0.21616363566947883,-0.20913975389744718,-0.13527839991808335,-0.12120255035779462,-0.00879570425088226,-0.1563732119158381,-0.010657436046821981,-0.1005076547496095,-1.2421428106991803,-1.1056863353437192,-0.9924437218130568,-0.4373043956348281,-0.8028905493776822,-0.3286759575968101,-0.5907721932940129,-1.5628485975167365,-1.2549600693581937,-1.0677618683387609,-1.2360067462087947,-1.3541835747521378,-0.8344526899749408,-0.41500293166007934,-0.6831445711743873,-1.1038758640619226,-0.6001252980941615,-1.471048192104894,-1.094319458778799
410,410,"For had I then loved the pears I stole, and wished to enjoy them, I might have done it alone, had the bare commission of the theft sufficed to attain my pleasure; nor needed I have inflamed the itching of my desires by the excitement of accomplices.",-0.25341435254571487,-0.24134909901415855,-0.17503098962780264,-0.21845522340648077,-0.21806334865243404,-0.20209506861316337,-0.1320128550352414,-0.11305248157517526,-0.00648009859255433,-0.1505384002903696,-0.010313000718186957,-0.0994347435296701,-1.2396012095597841,-1.1032202585985498,-0.9903188469969259,-0.47505855192573176,-0.8656237687893773,-0.3101627559183445,-0.6601599275547387,-1.5303488249253203,-1.2422208991649686,-1.0374058197594833,-1.1808560071491303,-1.3148729577537366,-0.7999269772953175,-0.4135173718126555,-0.6506663321403638,-0.9786307217799987,-0.5597938765705548,-1.471048192104894,-1.0725966762901749
411,411,"But since my pleasure was not in those pears, it was in the offence itself, which the company of fellow-sinners occasioned.",-0.25044632857363874,-0.23650629397026426,-0.16802777738361785,-0.22205408316629613,-0.2190539965269812,-0.1902043242729717,-0.1253979139131871,-0.108699775560338,-0.0038125208741605545,-0.15052863273561462,-0.009903373029640021,-0.09372130097751998,-1.270727478887171,-1.1239865506299516,-0.9506401855321029,-0.5517581449505407,-0.9371706308332849,-0.2696715967930455,-0.7392351108206037,-1.5032656810991403,-1.1912642183920679,-0.9827649323167842,-1.1036449724656001,-1.3149204319431416,-0.8008541664604566,-0.3579355762475024,-0.6715290657102415,-0.9789746566065726,-0.5602682221314406,-1.471048192104894,-1.1077533706376916
412,412,What then was this feeling?,-0.2519753106198598,-0.23897338333224813,-0.16802777738361785,-0.2218058859414813,-0.2183372336530441,-0.19028773770235904,-0.12913041728971392,-0.1090616781156888,-0.004729500714858415,-0.15684010103312632,-0.010120019226442439,-0.0904227611138146,-1.2882326419571164,-1.1409715428453113,-0.952931229017539,-0.5716383801787053,-0.8830267105172022,-0.26682271464303936,-0.6911519817573797,-1.5215468031818118,-1.1912642183920679,-1.0131209808960615,-1.114675120277533,-1.3540890808459765,-0.8638382725999518,-0.40995785042489136,-0.7189346361530755,-0.9791550634463971,-0.5632650250969056,-1.5111284323861363,-1.1433943948581127
413,413,"For of a truth it was too foul: and woe was me, who had it.",-0.25314453218461697,-0.24198871477467288,-0.16546296919469536,-0.2234067580415371,-0.2181930069771909,-0.19175253878789209,-0.12913041728971392,-0.11139632718463728,-0.004729500714858416,-0.15591934620488987,-0.010120019226442439,-0.08838547283203525,-1.3132947606840795,-1.1833929711634221,-0.9789555243515959,-0.5959887910111432,-0.8402017579772393,-0.28167612734143166,-0.72948988055018,-1.5438903968384103,-1.1785250481988427,-1.0131209808960615,-1.125705268089466,-1.3535866137716546,-0.8059208904374402,-0.42454909322742534,-0.7218546501457889,-0.9792487745328325,-0.5220739895833064,-1.5111284323861363,-1.1072770177431128
414,414,But yet what was it?,-0.25152561001803003,-0.24034398853335026,-0.16220450920542687,-0.22129708163061085,-0.21161393962210984,-0.19047626059615572,-0.12515318234934247,-0.10623500422429706,-0.0027446958648630468,-0.15741182857145133,-0.009704657584867708,-0.08538843745884751,-1.3408753334610337,-1.210153979446516,-0.9873326969587307,-0.6354403041945752,-0.8648705014451443,-0.30178774320837226,-0.72948988055018,-1.5418591610514467,-1.1657858780056176,-0.9949073517484951,-1.125705268089466,-1.3537827745011315,-0.8030483111729737,-0.41953012413624663,-0.7533509943490129,-0.9781350340215965,-0.5219512444845709,-1.5111284323861363,-1.1315794692481846
415,415,Who can understand his errors?,-0.2552131549530337,-0.2440903094163628,-0.16007965610057656,-0.21620903852190643,-0.21635302423373046,-0.19194628552715542,-0.1275007907202021,-0.10557800295607594,-0.00163320514886564,-0.15759122599378453,-0.009647313344498755,-0.08735429254809307,-1.3790539903704606,-1.2471981468049362,-0.9681691729379159,-0.7419158805016483,-0.8102632864390809,-0.31699069579339706,-0.7687299709853912,-1.5560778115601914,-1.1530467078123923,-1.0009785614643505,-1.1367354159013987,-1.3537495651160283,-0.7981604564186421,-0.4406863270526964,-0.7676201948468825,-0.8594706526201685,-0.5220000157463761,-1.5111284323861363,-1.1680589648109947
416,416,"It was the sport, which as it were tickled our hearts, that we beguiled those who little thought what we were doing, and much disliked it.",-0.25773147832328014,-0.24664877245842015,-0.15982834679427252,-0.21876192426285918,-0.2142202176332347,-0.19341631045815513,-0.1275007907202021,-0.10718071427262953,-0.0071906587288526735,-0.16298356738885228,-0.010059184420521769,-0.08629826873967912,-1.3874075184229495,-1.2553034474168405,-0.9640976949249586,-0.7762657686989787,-0.806682598172333,-0.30178774320837226,-0.7188566864422038,-1.5750360122385174,-1.1530467078123923,-1.0009785614643505,-1.1477655637133315,-1.3539431904283252,-0.8481797101880433,-0.4664153351381557,-0.8236040107993798,-0.8602725567987013,-0.5300654711455784,-1.5111284323861363,-1.1822797879122442
417,417,Why then was my delight of such sort that I did it not alone?,-0.26015986157316057,-0.24911586182040404,-0.1645159562234585,-0.22150450359706322,-0.2173728088104702,-0.20036400042675834,-0.1295937298476948,-0.1098981784041401,-0.010136109126245801,-0.16882977449486827,-0.01034558352809947,-0.0913585321533442,-1.4579442748394995,-1.3237441842351547,-1.0151856422419565,-0.9176994246140527,-0.8990235476728553,-0.38227361357551004,-0.6821509428835576,-1.604150391851661,-1.1912642183920679,-1.0252634003277725,-1.2029163027729959,-1.3146999058428197,-0.8200280652198454,-0.4921118263179645,-0.7874031010930261,-0.8647537259869884,-0.5709706785305247,-1.5111284323861363,-1.1679408080925606
418,418,Because none doth ordinarily laugh alone?,-0.26285806518413884,-0.2509433354218736,-0.16648706865471485,-0.21529957297669197,-0.2155910994713949,-0.19913416862864383,-0.13128303284335938,-0.11720070974172445,-0.007357382336252285,-0.17526333722681728,-0.009959378743792083,-0.08848026511529282,-1.4764118053714828,-1.3416629468921668,-1.003961236244771,-0.8815106811057865,-0.8091467268401842,-0.40192939545866885,-0.7727235490189092,-1.604150391851661,-1.204003388585293,-1.0374058197594833,-1.1808560071491303,-1.354056759267908,-0.8868053577329105,-0.5452646034471735,-0.8375931267912197,-0.8639761862321609,-0.5725072353161009,-1.5512086726673793,-1.206731405824137
419,419,"ordinarily no one; yet laughter sometimes masters men alone and singly when no one whatever is with them, if anything very ludicrous presents itself to their senses or mind.",-0.26312788554523664,-0.25121745646209404,-0.1679751314327049,-0.21407769803892845,-0.207894639587229,-0.20073938522220366,-0.1360772320612246,-0.12542222959064903,-0.005467848119056694,-0.17033104766070922,-0.009129110895051093,-0.08276398283973783,-1.4599178381159017,-1.3256591025225346,-0.982456593056428,-0.8748085512108066,-0.7509110331314955,-0.39743244683716833,-0.7680414171964228,-1.609567020616897,-1.2167425587785181,-1.0738330780546161,-1.191886154961063,-1.3540430569762647,-0.8876155868124018,-0.49301654490666413,-0.8543116331769889,-0.8576159017858475,-0.5326451195782289,-1.5512086726673793,-1.1956866669066541
420,420,Yet I had not done this alone; alone I had never done it.,-0.26141902325828376,-0.24948135654069795,-0.16632668302972484,-0.20638358406966809,-0.20555787607138531,-0.19795691446136424,-0.13527123888244558,-0.12070413560259242,0.007870040472912185,-0.17093631047035968,-0.008220610413717808,-0.08044736738421517,-1.449273031967149,-1.3153306097888113,-0.9709809574731592,-0.8615552471411174,-0.6708128255951453,-0.376340293362463,-0.8169824086079511,-1.6075357848299336,-1.2167425587785181,-1.0799042877704716,-1.1698258593371975,-1.3933524667449941,-0.9500129298184313,-0.5428843623358093,-0.9023440024954016,-0.8575461842853491,-0.5713869452145235,-1.5512086726673793,-1.2309806562017644
421,421,"Behold my God, before Thee, the vivid remembrance of my soul; alone, I had never committed that theft wherein what I stole pleased me not, but that I stole; nor had it alone liked me to do it, nor had I done it.",-0.2596202208509649,-0.24765388293922846,-0.16376187484080235,-0.20638358406966809,-0.20470562753225283,-0.19314126468068477,-0.1340602653479222,-0.12052579838831842,0.007870040472912185,-0.164604655893021,-0.008220610413717808,-0.08044736738421518,-1.4161950832238377,-1.2832355816156775,-0.9449566621391021,-0.8059374438130336,-0.6708128255951453,-0.2644280765775885,-0.8169824086079511,-1.5939942129168436,-1.204003388585293,-1.0738330780546161,-1.1367354159013987,-1.3540969301875383,-0.981434395210128,-0.5155733808771934,-0.9009280999624559,-0.7632939270303903,-0.5714690071075378,-1.5311685525267575,-1.2047499381319615
422,422,"O friendship too unfriendly! thou incomprehensible inveigler of the soul, thou greediness to do mischief out of mirth and wantonness, thou thirst of others' loss, without lust of my own gain or revenge: but when it is said, ""Let's go, let's do it,"" we are ashamed not to be shameless.",-0.259440340610233,-0.2474711355790815,-0.16200303373258435,-0.2046151788428623,-0.20819329078470278,-0.1931021127557398,-0.1325168899072046,-0.116828350932768,0.006758549756914778,-0.16357873705858927,-0.008348934611861838,-0.07905882587797575,-1.3456584978360078,-1.2147950107439165,-0.8575005730698873,-0.7942523697239612,-0.6125059763079506,-0.22431104595608392,-0.8515889155130353,-1.5818067981950625,-1.1912642183920679,-1.0616906586229051,-1.1367354159013987,-1.35368407760373,-0.9160642012627143,-0.4831011520550299,-0.8510813962569609,-0.7604142341265995,-0.5305773924413315,-1.4910883122455152,-1.1795176028869465
423,423,Who can disentangle that twisted and intricate knottiness?,-0.2545835741104721,-0.24436443045658335,-0.15275596355888166,-0.20497506481884384,-0.20694478309575137,-0.18620304371189464,-0.13003174914712734,-0.10915113717431486,0.008703658509910239,-0.1639176712085872,-0.007612637513951364,-0.07743092810247747,-1.289704362865971,-1.17239411181358,-0.7910799831725737,-0.7660787274099664,-0.5844899814974356,-0.19076109007898942,-0.8515889155130353,-1.5587861259428093,-1.114829197232717,-1.0374058197594833,-1.081584676841734,-1.314478110272386,-0.9048475353953578,-0.4829377032299807,-0.8346031266472527,-0.7619681972998775,-0.489943853229555,-1.4510080719642726,-1.1588104273205684
424,424,"Foul is it: I hate to think on it, to look on it.",-0.2568320771196207,-0.2466487724584203,-0.15683125599795433,-0.20764318498560344,-0.20962535969746734,-0.18771961517778352,-0.1344036044570226,-0.1177845172347061,0.002034714213925799,-0.15853184151668942,-0.009166144597987128,-0.07708820249081495,-1.3520195320255766,-1.2328575681576064,-0.862375138852486,-0.8617796761622651,-0.6455324477829819,-0.22371137286880877,-0.9527380506546858,-1.5655569118993544,-1.127568367425942,-1.0556194489070496,-1.081584676841734,-1.3537489133529275,-0.8743516398241951,-0.5356650497294514,-0.8902626458085072,-0.7656654077991775,-0.5309379638758881,-1.4910883122455152,-1.1950949878343375
425,425,"But Thee I long for, O Righteousness and Innocency, beautiful and comely to all pure eyes, and of a satisfaction unsating.",-0.24406058002765685,-0.23458744668872142,-0.15100890754710466,-0.2047392774552697,-0.19492589344131855,-0.17444501935891157,-0.1341600970827444,-0.12105035377753476,-9.402368707972346e-05,-0.15945845687777882,-0.008629572599539757,-0.06436313535556588,-1.2919164650802213,-1.174540480787036,-0.8232612945863496,-0.7922627683181876,-0.5709153612891694,-0.14485924962313437,-0.9527380506546858,-1.47618253727296,-1.0766116866530413,-1.0434770294753388,-0.9823133465343383,-1.3534677885507385,-0.8915749606257212,-0.5638875764630922,-0.9264518760078009,-0.765686339106222,-0.5306836728770339,-1.4910883122455152,-1.204880103547959
426,426,"With Thee is rest entire, and life imperturbable.",-0.24999662797180908,-0.24061810957357085,-0.15420493342501987,-0.20209597701099155,-0.19234875213238622,-0.18003927339943504,-0.13482377800546846,-0.11416549168119798,0.008056908230234592,-0.16092619477229433,-0.007523456811217274,-0.06342741866924156,-1.341303326958605,-1.2224597981446432,-0.8776034860882578,-0.8056670573145086,-0.5749594855306525,-0.1664602857645247,-0.8988025398135441,-1.512744781438303,-1.1020900270394918,-1.049548239191194,-1.015403789970137,-1.31442901430849,-0.9413757301107858,-0.5606963170731815,-0.9205479502385568,-0.7613297178852114,-0.5308378700200566,-1.5311685525267575,-1.2051459074448256
427,427,"Whoso enters into Thee, enters into the joy of his Lord: and shall not fear, and shall do excellently in the All-Excellent.",-0.24801794532375834,-0.23769415181121964,-0.15239667353594347,-0.19818687072015764,-0.1933976734113185,-0.17865260260173058,-0.1290997314985922,-0.10588530063148618,0.010002016983230054,-0.15548273650734212,-0.007043683991438678,-0.056118522923624056,-1.328595596563498,-1.2101296815399967,-0.8556841252586712,-0.8023815101396102,-0.5093971020056973,-0.16113667301677417,-0.921096620097136,-1.491078266377359,-1.0893508568462664,-0.9888361420326396,-0.9933434943462711,-1.2751576404948548,-0.9287983599684132,-0.5696893841398936,-0.8999875779609104,-0.7607211501684992,-0.4899621823751006,-1.5311685525267575,-1.1994431749036427
428,428,"I sank away from Thee, and I wandered, O my God, too much astray from Thee my stay, in these days of my youth, and I became to myself a barren land.",-0.23794465184277275,-0.2274602996429903,-0.14250598311806306,-0.19049275675089733,-0.1882565023094405,-0.17159413222917116,-0.123046311447489,-0.10037543588429126,0.007779035551235241,-0.14963359913489965,-0.007855027643492348,-0.05705938423759951,-1.2002387580562472,-1.0855870026673342,-0.7501082778925978,-0.6974269880586524,-0.38907197411197325,-0.06592280897291734,-0.8911265059810913,-1.4152454636640548,-1.0129158356869155,-0.9341952545899403,-0.9381927552866067,-1.235984794472519,-0.9086904018988214,-0.5231141941939684,-0.8585867186025526,-0.7598434192239614,-0.4487920347380083,-1.4910883122455152,-1.15853483661481
429,429,"Stage-plays also carried me away, full of images of my miseries, and of fuel to my fire.",-0.23875411292606627,-0.22682068388247595,-0.143897246118453,-0.1772452298764047,-0.17917022173068922,-0.16495009625264367,-0.12144949325837912,-0.09418010562294876,0.00906254268756558,-0.14985825289426427,-0.007370568191531381,-0.05070145350006277,-1.1629506972977162,-1.0659637930175319,-0.7035989227774032,-0.6185911745564909,-0.37593802460667725,-0.0674431042314196,-0.8773546883427943,-1.4023809703466192,-1.0256550058801406,-0.9220528351582296,-0.8830420162269422,-1.2739225177111237,-0.8903582582279196,-0.5131404939463441,-0.9074416403962545,-0.8877164211571572,-0.4491390874412262,-1.4910883122455152,-1.1573526539165313
430,430,"Why is it, that man desires to be made sad, beholding doleful and tragical things, which yet himself would no means suffer?",-0.2327281248615481,-0.21887117371608353,-0.14725098114508833,-0.1678137353334404,-0.17618662342617064,-0.1565480389653954,-0.12248706129839566,-0.09455536894679566,0.011003946471507717,-0.1440520927627437,-0.0073786962091476355,-0.048796432231386196,-1.1106125486604013,-0.99852759482779,-0.7166796944798046,-0.5699752190996934,-0.25847863438742175,0.0013710326015048727,-0.8844078358829013,-1.3434751325246774,-1.051133346266591,-0.928124044874085,-0.8168611293553449,-1.2737384010940136,-0.8288666423182453,-0.5117387134773315,-0.9080735367480014,-0.8869697909214973,-0.41048012276188006,-1.4510080719642726,-1.1582875499436294
431,431,"yet he desires as a spectator to feel sorrow at them, and this very sorrow is his pleasure.",-0.22742165775995749,-0.21393699499211583,-0.1413375544592204,-0.16316003736816198,-0.1796932255350458,-0.15506664813592022,-0.11660338222266267,-0.08695715799336291,0.009892455755510308,-0.14262700652399166,-0.00773899989145539,-0.053440790923162035,-1.0677514995262005,-0.9569401738493227,-0.6849427156527054,-0.5874428836501194,-0.17913294683732048,0.013786059964573936,-0.8199415335183612,-1.3170690672941519,-1.0129158356869155,-0.8795543671472412,-0.8278912771672777,-1.2427929368474033,-0.8292452314609368,-0.4633498356496002,-0.8903451152293421,-0.8924336113813537,-0.36958088492709434,-1.4109278316830298,-1.1324912426741103
432,432,What is this but a miserable madness?,-0.22022644813068207,-0.20479962698476817,-0.13827349865643923,-0.1648974179418659,-0.1682206490467235,-0.14814641785241936,-0.11039512723331757,-0.07848526896088101,0.013782673261501233,-0.13631032886394395,-0.007033788586218095,-0.05057380848066714,-1.0250622492715473,-0.9155194466982747,-0.665659790902128,-0.482457487669386,-0.18577539165028614,0.0427875948672139,-0.8199415335183612,-1.2561319936852466,-0.9874374953004652,-0.8309846894203975,-0.7617103902956804,-1.2036101065189695,-0.8598268268635506,-0.41122144997027815,-0.853517178083012,-0.8926804096509682,-0.3283816380450758,-1.3708475914017875,-1.1161531861112588
433,433,"for a man is the more affected with these actions, the less free he is from such affections.",-0.21941698704738855,-0.20489100066484164,-0.13848316258909796,-0.16713119296519957,-0.17145919349542704,-0.151098780144747,-0.10966958441008114,-0.07803274554094797,0.015635157788163576,-0.13672968254809123,-0.006425968392393426,-0.04812302682187065,-1.021064961522751,-0.934177122997028,-0.6685035966965346,-0.5404550336449998,-0.3014878846222093,0.012583828430030652,-0.7846757958178273,-1.2568090722809009,-0.9874374953004652,-0.8188422699886866,-0.7727405381076133,-1.242231730063987,-0.9084694536298377,-0.4533544233858393,-0.858586887909514,-0.8924550664489559,-0.32863771953904103,-1.4109278316830298,-1.1191110033563487
