,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_medianiqr,jockers_rinker_lnorm_medianiqr,jockers_medianiqr,jockers_lnorm_medianiqr,huliu_medianiqr,huliu_lnorm_medianiqr,lmcd_medianiqr,lmcd_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,senticnet_medianiqr,senticnet_lnorm_medianiqr,sentiword_medianiqr,sentiword_lnorm_medianiqr,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100,mean_roll100,jockers_rinker_roll100_stand,jockers_roll100_stand,huliu_roll100_stand,senticnet_roll100_stand,sentiword_roll100_stand,nrc_roll100_stand,lmcd_roll100_stand
509,510,Nothing can be liker the very actions of devils than these.,-0.542720420239975,-0.542720420239975,0.0,0.0,0.0,-0.18615310414231098,0.0,nothing can be liker the very actions of devils than these,58,11,-1.7965419836540113,-4.814122270990473,-1.9193101902099214,-5.194127356978452,0.0,0.0,0.0,0.0,0.0,0.0,-0.7740634996697895,-1.3013246638824167,-0.07377735352859535,-0.05942664949254208,0.0008161822930447791,0.0025992527510452683,-0.03445791173658552,0.12470938478963081,0.0161929328975302,0.0780346209701425,-0.0314716999682736,0.022346108856647777,-1.6689064222366679,-1.6267479615023772,-1.3269861917701895,-1.1102419712698661,-0.6330199960958572,-0.6172948072620723,-1.247411407371109
510,511,"What then could they be more truly called than ""Subverters""?",0.0,0.0,0.0,0.0,0.0,0.0,0.11858541225631401,what then could they be more truly called than subverters,57,10,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-0.35581689855671406,-0.3072560763886074,0.48176170951903985,1.4943513498293106,0.0018655837423903917,0.0036486542003908804,-0.03447150294281145,0.12573584524020245,0.016504400393224438,0.07947644729769814,-0.0314716999682736,0.023041103994688752,-1.6409887557868554,-1.598665565215175,-1.3272898768288153,-1.0769906581652398,-0.6083770415562667,-0.5862762275060006,-1.247411407371109
511,512,"themselves subverted and altogether perverted first, the deceiving spirits secretly deriding and seducing them, wherein themselves delight to jeer at and deceive others.",-0.625543242171224,-0.625543242171224,-0.625543242171224,-0.20851441405707502,-0.20851441405707502,-0.114265898903277,-0.078192905271403,themselves subverted and altogether perverted first the deceiving spirits secretly deriding and seducing them wherein themselves delight to jeer at and deceive others,166,23,-2.0620580150618872,-2.6737530445367956,-2.202179345234665,-2.88783312434754,-1.8050570804300514,-3.2404936036784906,-0.20851441405707502,-0.009061904131120166,-0.6185895741317422,-0.7822977493842146,-0.6125481739207296,-0.599222835106497,-0.4400889639107975,-0.5051265206866091,0.0013869739577098577,0.0031700444157103467,-0.03372915265171606,0.1253183699424624,0.017302015861299296,0.07869821900663052,-0.03066668777771672,0.023068540393482804,-1.6537214124233217,-1.6114733516430597,-1.3107026300514102,-1.090514415296721,-0.5452706115384827,-0.6030185603747842,-1.2008625284641
512,513,"Among such as these, in that unsettled age of mine, learned I books of eloquence, wherein I desired to be eminent, out of a damnable and vainglorious end, a joy in human vanity.",0.0522232967867094,0.0522232967867094,0.0,0.17407765595569802,0.17407765595569802,0.203496779812211,0.0507726496537452,among such as these in that unsettled age of mine learned i books of eloquence wherein i desired to be eminent out of a damnable and vainglorious end a joy in human vanity,171,33,0.11074746836567001,0.11141387824639065,0.11263248692219041,0.11324460165398553,0.0,0.0,0.17407765595569802,0.005273482458518571,0.5164277182008724,0.45525017689701125,0.10139726870662948,0.05519166989395639,0.16407812700995317,0.14230594849226696,0.00164229890902638,0.0034253693670268687,-0.033303611066188524,0.12614979987734162,0.017527478170780448,0.07869821900663052,-0.03066668777771672,0.0233532666409858,-1.646928895763835,-1.604640755338421,-1.30119423034057,-1.063580949838961,-0.527432289659819,-0.6030185603747842,-1.2008625284641
513,514,"In the ordinary course of study, I fell upon a certain book of Cicero, whose speech almost all admire, not so his heart.",-0.0834057656228299,-0.0834057656228299,-0.33362306249132,0.0,-0.0834057656228299,0.138745491113578,-0.0443093129871284,in the ordinary course of study i fell upon a certain book of cicero whose speech almost all admire not so his heart,116,23,-0.32405648487858435,-0.3926860717350934,-0.35058860825410637,-0.4299340204934252,-0.9626971095626956,-1.7282632552951975,0.0,0.0,-0.2474358296526966,-0.3129190997536854,-0.04408516383551607,0.04725976531008657,-0.2813539327451767,-0.3119899098358469,4.9576465207143025e-05,0.0018326469232076321,-0.033964471079911504,0.12410543456626799,0.018042643021654016,0.07566793984588406,-0.03066668777771672,0.022152440280656084,-1.6893007582778459,-1.6472626355261648,-1.3159606394932726,-1.1298064249859954,-0.4866730317084376,-0.6682101538658862,-1.2008625284641
514,515,"This book of his contains an exhortation to philosophy, and is called ""Hortensius.""",0.22188007849009198,0.22188007849009198,0.0,0.0,0.27735009811261496,-0.056856770113086,0.0346687622640768,this book of his contains an exhortation to philosophy and is called hortensius,79,13,0.6546385641883591,1.609396208379028,0.6920702477423917,1.727353030175949,0.0,0.0,0.0,0.0,0.8228010512017554,1.840363641859594,-0.4835620197548337,-0.5641999547021966,0.0886359765661521,0.2900778875258009,-0.0009773695313111269,0.0008057009266893621,-0.03478602787712612,0.12307438078576365,0.017888601122176277,0.07402482625145483,-0.03066668777771672,0.02133763198570431,-1.7166210329073934,-1.6747441150474345,-1.3343176947817472,-1.1632065351063277,-0.4988606518566042,-0.703559106165498,-1.2008625284641
515,516,"But this book altered my affections, and turned my prayers to Thyself O Lord; and made me have other purposes and desires.",0.0,0.0,0.0,0.0,0.0,-0.306422729582101,-0.10660035817780499,but this book altered my affections and turned my prayers to thyself o lord and made me have other purposes and desires,119,22,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-1.0442838770795562,-1.1257855480915386,-0.5731698333948272,-0.6946557698043067,-0.0013355510376585576,0.00044751942034193146,-0.035616273643407394,0.12384811728482371,0.018953883018563475,0.07395030282335506,-0.03066668777771672,0.021368758584043072,-1.7261498855966428,-1.6843291932939604,-1.3528688984067672,-1.1381419994231499,-0.41457675800756755,-0.7051623581342199,-1.2008625284641
516,517,"Every vain hope at once became worthless to me; and I longed with an incredibly burning desire for an immortality of wisdom, and began now to arise, that I might return to Thee.",-0.228041729301964,-0.228041729301964,-0.34815531191139604,-0.17407765595569802,0.0348155311911396,-0.40347719097411605,-0.140350110114281,every vain hope at once became worthless to me and i longed with an incredibly burning desire for an immortality of wisdom and began now to arise that i might return to thee,173,33,-0.7877350480989457,-0.710580045007705,-0.8445714487092162,-0.7724716668421808,-1.004631124578565,-1.2571814141691358,-0.17407765595569802,-0.005273482458518571,0.10328554364017449,0.09105003537940225,-1.2623446974300891,-1.025888571113778,-0.731277860445867,-0.6170731882076913,-0.0020954080225617767,0.00036886134552045654,-0.036297472553489134,0.12211717517893508,0.018895078614336504,0.07405568466148807,-0.030772069615849724,0.020895978515482784,-1.7463646793415122,-1.6864341143703534,-1.3680897645686871,-1.1942143964617602,-0.41922929568846734,-0.7028952369917506,-1.2069561087598937
517,518,"For not to sharpen my tongue (which thing I seemed to be purchasing with my mother's allowances, in that my nineteenth year, my father being dead two years before), not to sharpen my tongue did I employ that book; nor did it infuse into me its style, but its matter.",-0.176776695296637,-0.176776695296637,-0.14142135623731,0.0,0.0,-0.414364573775317,-0.0530330085889911,for not to sharpen my tongue which thing i seemed to be purchasing with my mother own allowances in that my nineteenth year my father being dead two years before not to sharpen my tongue did i employ that book nor did it infuse into me its style but its matter,260,51,-0.623387974892683,-0.37726998685855073,-0.6694832723676871,-0.41332285490522075,-0.40808309192844483,-0.33046854232597134,0.0,0.0,0.0,0.0,-1.2868063408316306,-0.784852077044293,-0.3222219753548067,-0.19578530785975326,-0.003792952569600111,-0.0013286832015178777,-0.03750447270699368,0.1209484074186458,0.018602163803556424,0.07078809330481665,-0.030772069615849724,0.01956292663329393,-1.7915251681872886,-1.731861075343999,-1.3950592554501462,-1.232075633806393,-0.4424043828671061,-0.7731922215661646,-1.2069561087598937
518,519,"How did I burn then, my God, how did I burn to re-mount from earthly things to Thee, nor knew I what Thou wouldest do with me?",-0.15118578920369102,-0.15118578920369102,-0.3779644730092271,0.0,0.188982236504614,0.12302743596450301,-0.128237946199559,how did i burn then my god how did i burn to re mount from earthly things to thee nor knew i what thou wouldest do with me,122,28,-0.5413478358646868,-0.5643210233492972,-0.5820813001330516,-0.6148744009349728,-1.0906479395225779,-1.6084528022551745,0.0,0.0,0.560644412648876,0.5824524722560445,-0.07940030495281251,-0.049016826933157745,-0.6745358036900135,-0.6599020529702522,-0.004814750934722727,-0.0023504815666404934,-0.038412737920436014,0.12059829207935836,0.017979769297701648,0.06987982809137433,-0.030772069615849724,0.018872549918683625,-1.8187084982219914,-1.759204802220765,-1.41535374366604,-1.24341732238572,-0.49164752934466605,-0.7927320901511618,-1.2069561087598937
519,520,For with Thee is wisdom.,0.335410196624968,0.335410196624968,0.4472135954999579,0.0,0.4472135954999579,0.5348674602179501,0.0,for with thee is wisdom,23,5,1.0185970204392474,6.439870213296994,1.0798156521833266,6.9322934678939045,1.2904720450977556,10.640149313565844,0.0,0.0,1.3267268300719068,7.706015699274062,0.8459170092008532,5.969595196401966,-0.07377735352859535,-0.05942664949254208,-0.0076208089875618576,-0.005156539619479625,-0.04045049084833761,0.1182671930925379,0.017039793698161172,0.06607226847998954,-0.031558650364064474,0.016656109350177865,-1.893359236323053,-1.8342960214046742,-1.4608857668792432,-1.3189312910393367,-0.5660173312919603,-0.8746456252451995,-1.2524392112877005
520,521,"But the love of wisdom is in Greek called ""philosophy,"" with which that book inflamed me.",0.59375,0.59375,1.125,0.0,1.125,0.87025,0.2109375,but the love of wisdom is in greek called philosophy with which that book inflamed me,85,16,1.8467909620048784,3.5487686787104407,1.9621372174955316,3.8170689016096397,3.2462811178894753,8.375903035280075,0.0,0.0,3.3374828020652956,6.066159259924384,1.5994505480736572,2.8885917133938874,0.9144050787112619,1.668615136975082,-0.007428136840099583,-0.004963867472017349,-0.04006514655341306,0.1181612276187231,0.016963409478572642,0.06736587798835642,-0.031558650364064474,0.016924959122293953,-1.8882334984556477,-1.8291400388186814,-1.452275544736342,-1.322363952420624,-0.5720607639996548,-0.846815692512235,-1.2524392112877005
521,522,"Some there be that seduce through philosophy, under a great, and smooth, and honourable name colouring and disguising their own errors: and almost all who in that and former ages were such, are in that book censured and set forth: there also is made plain that wholesome advice of Thy Spirit, by Thy good and devout servant: Beware lest any man spoil you through philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ.",-0.0987878339907213,-0.0987878339907213,0.0,0.0,-0.10976425998969,0.167456355040272,0.287673831389647,some there be that seduce through philosophy under a great and smooth and honourable name colouring and disguising their own errors and almost all who in that and former ages were such are in that book censured and set forth there also is made plain that wholesome advice of thy spirit by thy good and devout servant beware lest any man spoil you through philosophy and vain deceit after the tradition of men after the rudiments of the world and not after christ,462,83,-0.37336880789116433,-0.15697014539288576,-0.40312379819692334,-0.1759450008685199,0.0,0.0,0.0,0.0,-0.3256322933306793,-0.11415190340274656,0.020422066960805695,-0.1886506370067242,1.2738930530817982,0.3951024800526445,-0.009417635658988847,-0.007265921786643073,-0.04097874909582374,0.11700851367351597,0.01624715274658281,0.06613971995020927,-0.031558650364064474,0.01573920420925542,-1.9411609691225515,-1.8907439193720161,-1.4726892914664331,-1.3597051400823652,-0.628730183213878,-0.8731945151019812,-1.2524392112877005
522,523,For in Him dwelleth all the fulness of the Godhead bodily.,0.0,0.0,0.0,0.0,0.0,0.434779358881135,0.15075567228888198,for in him dwelleth all the fulness of the godhead bodily,57,11,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,0.6210402423649828,2.014491418211448,0.6324702644453649,1.7364566851009797,-0.009951151702099509,-0.007799437829753736,-0.041898964858862416,0.11677914118315877,0.016299699377396316,0.06473011644322843,-0.031558650364064474,0.01522867889271477,-1.9553543199574255,-1.9050210189105734,-1.4932508055293667,-1.3671354667843905,-0.6245727534587775,-0.903519872580957,-1.2524392112877005
523,524,"And since at that time (Thou, O light of my heart, knowest) Apostolic Scripture was not known to me, I was delighted with that exhortation, so far only, that I was thereby strongly roused, and kindled, and inflamed to love, and seek, and obtain, and hold, and embrace not this or that sect, but wisdom itself whatever it were; and this alone checked me thus unkindled, that the name of Christ was not in it.",0.31609927238132,0.31609927238132,0.490747728811182,0.11547005383792501,0.6062177826491071,0.307987501099206,0.20423765772583,and since at that time thou o light of my heart knowest apostolic scripture was not known to me i was delighted with that exhortation so far only that i was thereby strongly roused and kindled and inflamed to love and seek and obtain and hold and embrace not this or that sect but wisdom itself whatever it were and this alone checked me thus unkindled that the name of christ was not in it,390,75,0.9566894465552308,0.36623734381937145,1.0138620334080342,0.3878224089436786,1.4160934094994533,0.7798473189034373,0.11547005383792501,0.0015393954651103186,1.7984368212422688,0.6976893983098053,0.33616579017447024,-0.06585049141356289,0.8830182156162089,0.2976886307999895,-0.01051793005724424,-0.008366216184898466,-0.042160483846918,0.11516465925706257,0.015675812279585796,0.06358917344377243,-0.03182016935212006,0.014509263648462861,-1.9704325620160497,-1.9201882310257352,-1.499094246346847,-1.4194352353692279,-0.6739339921168057,-0.9280654303568062,-1.2675612378230525
524,525,"For this name, according to Thy mercy, O Lord, this name of my Saviour Thy Son, had my tender heart, even with my mother's milk, devoutly drunk in and deeply treasured; and whatsoever was without that name, though never so learned, polished, or true, took not entire hold of me.",0.445477272147525,0.445477272147525,0.16970562748477103,0.0,0.42426406871192895,-0.229668282529391,0.221560124771785,for this name according to thy mercy o lord this name of my saviour thy son had my tender heart even with my mother own milk devoutly drunk in and deeply treasured and whatsoever was without that name though never so learned polished or true took not entire hold of me,268,51,1.371453544763902,0.8037508934932485,1.4557335444154347,0.8592527415422203,0.48969971031413095,0.3965622507911633,0.0,0.0,1.2586435847647215,0.7180150485388348,-0.8718328897698425,-0.5719714023493018,0.9641690665453542,0.5102495232415845,-0.010046683130477909,-0.007894969258132134,-0.04100776744575305,0.11582023487738755,0.0162449433485274,0.06516233494020193,-0.03182016935212006,0.015208274854233388,-1.9578957825736676,-1.9075774775768708,-1.4733376841957475,-1.3981984208353162,-0.6289049882789074,-0.8942213851943721,-1.2675612378230525
525,526,"I resolved then to bend my mind to the holy Scriptures, that I might see what they were.",0.200346921336188,0.200346921336188,0.235702260395516,0.0,0.235702260395516,0.244187541769754,0.164991582276861,i resolved then to bend my mind to the holy scriptures that i might see what they were,86,18,0.5856068855052458,1.0352435448091524,0.618526919622082,1.108691090789512,0.6801384865474062,1.5599852252496527,0.0,0.0,0.6992464359804006,1.1298028140528702,0.192820793250346,0.4898996620556062,0.699161469930728,1.142117829332309,-0.01120956240921534,-0.009057848536869563,-0.04255827315073629,0.11505604588975107,0.0172472625043796,0.06296958874367778,-0.03182016935212006,0.014375291955552455,-1.9888323472653162,-1.9386965852930307,-1.5079825426498092,-1.4229536730078247,-0.5496026349570245,-0.9413948009392602,-1.2675612378230525
526,527,"But behold, I see a thing not understood by the proud, nor laid open to children, lowly in access, in its recesses lofty, and veiled with mysteries; and I was not such as could enter into it, or stoop my neck to follow its steps.",-0.22360679774997896,-0.22360679774997896,-0.29814239699997197,0.0,-0.4472135954999579,-0.24335873155122698,0.0835419841593671,but behold i see a thing not understood by the proud nor laid open to children lowly in access in its recesses lofty and veiled with mysteries and i was not such as could enter into it or stoop my neck to follow its steps,221,45,-0.773517403761421,-0.5227262638738811,-0.8294245929096885,-0.5700551460605389,-0.8603146967318371,-0.7895600690359902,0.0,0.0,-1.3267268300719068,-0.8577458043404363,-0.9025924293299097,-0.6251420070462892,0.3175931761342053,0.1840108902909778,-0.012725056190817239,-0.010573342318471462,-0.04457893152620549,0.11427455433771423,0.016963429625178873,0.06094893036820858,-0.03182016935212006,0.013212773563355346,-2.029149663320016,-1.979251796048909,-1.5531326012256352,-1.4482694270350995,-0.5720591700230494,-0.9848660233613982,-1.2675612378230525
527,528,"For not as I now speak, did I feel when I turned to those Scriptures; but they seemed to me unworthy to be compared to the stateliness of Tully: for my swelling pride shrunk from their lowliness, nor could my sharp wit pierce the interior thereof.",-0.6321573870141209,-0.484715430859224,-0.47918635750341604,0.0,-0.7740702698132099,-0.46503192971254603,-0.0437718307334851,for not as i now speak did i feel when i turned to those scriptures but they seemed to me unworthy to be compared to the stateliness of tully for my swelling pride shrunk from their lowliness nor could my sharp wit pierce the interior thereof,242,46,-2.083261850537339,-1.371956567812759,-1.7212026885484548,-1.1508163460080698,-1.3827321105009558,-1.241431218239618,0.0,0.0,-2.296396633859228,-1.4523817121167615,-1.400645159183711,-0.9014988739531193,-0.2788359806470861,-0.18420356780041933,-0.01319388943442193,-0.011042175562076153,-0.04520404251767841,0.11409249443860303,0.01711119813222622,0.06173031910754973,-0.03182016935212006,0.01309624783029749,-2.04162223053793,-1.991797958385288,-1.567100225948365,-1.45416710259169,-0.5603678935595635,-0.9680556985195427,-1.2675612378230525
528,529,Yet were they such as would grow up in a little one.,0.23094010767585002,0.23094010767585002,0.0,0.0,0.288675134594813,0.142894191624432,0.0090210979560879,yet were they such as would grow up in a little one,51,12,0.6836834933244235,1.8199125136953471,0.7230134435973007,1.954188911959873,0.0,0.0,0.0,0.0,0.8563984863058425,2.075004233266663,-0.034763912408119775,0.3922716861434695,-0.03151606513880716,0.03908966779437283,-0.01321907833826694,-0.01106736446592116,-0.044382485720463785,0.11435800484091413,0.01709354759109694,0.06255187590476435,-0.03182016935212006,0.013359190065714779,-2.0422923415009175,-1.9924720233775337,-1.54874317065989,-1.4455661189737972,-0.5617643843287802,-0.9503812223697367,-1.2675612378230525
529,530,"But I disdained to be a little one; and, swollen with pride, took myself to be a great one.",-0.275298880644674,-0.275298880644674,-0.10323708024175302,0.22941573387056197,0.0,0.17137355320131,0.0860309002014606,but i disdained to be a little one and swollen with pride took myself to be a great one,87,19,-0.9392335238520829,-1.443815773065869,-1.0059712918621722,-1.5625490562379067,-0.29789918600430526,-0.6473274846101178,0.22941573387056197,0.012068160645479324,0.0,0.0,0.029223181636218454,0.22276735720371718,0.32925304272083283,0.5341326695437054,-0.013423438011291462,-0.011271724138945685,-0.04462771732809322,0.11312290947306672,0.017009533058853523,0.06255187590476435,-0.03182016935212006,0.013077324229462025,-2.047729007507858,-1.997940768752887,-1.5542226824781813,-1.48557598274156,-0.5684115187083236,-0.9503812223697367,-1.2675612378230525
530,531,"Therefore I fell among men proudly doting, exceeding carnal and prating, in whose mouths were the snares of the Devil, limed with the mixture of the syllables of Thy name, and of our Lord Jesus Christ, and of the Holy Ghost, the Paraclete, our Comforter.",-0.0819891591749923,-0.0819891591749923,0.0,0.0,-0.29814239699997197,0.18291036055948298,-0.0683242993124936,therefore i fell among men proudly doting exceeding carnal and prating in whose mouths were the snares of the devil limed with the mixture of the syllables of thy name and of our lord jesus christ and of the holy ghost the paraclete our comforter,246,45,-0.31951508296391795,-0.21810966791299585,-0.3457503974861244,-0.24182416154378641,0.0,0.0,0.0,0.0,-0.8844845533812713,-0.5718305362269577,0.055143944480781915,-0.06833047950225143,-0.393857340613414,-0.25852054820025366,-0.013895386460220312,-0.011743672587874534,-0.04401843450043659,0.11301177711631637,0.016939719401517866,0.06394773948063572,-0.031210886524463438,0.01329012227506787,-2.060284449838263,-2.0105702952112456,-1.5406087259123893,-1.4891760209001692,-0.5739350959924652,-0.9203514574602799,-1.2323301780982445
531,532,"These names departed not out of their mouth, but so far forth as the sound only and the noise of the tongue, for the heart was void of truth.",-0.0371390676354104,0.232119172721315,-0.269258240356725,0.0,0.10213243599737899,0.127879094635627,0.194980105085904,these names departed not out of their mouth but so far forth as the sound only and the noise of the tongue for the heart was void of truth,138,29,-0.17573323592959592,-0.16569754326597752,0.7270403666766271,0.7829122057636495,-0.7769670591166065,-1.1063479233053988,0.0,0.0,0.3029913321549217,0.30392650730552073,-0.06849965541324263,-0.04808578869872971,0.8396492040165142,0.8220977729655254,-0.01365943270928792,-0.011507718836942142,-0.04403221274070283,0.11329680472988207,0.016350964632126087,0.06393396124036949,-0.03121047099702384,0.013310270759774418,-2.0540072733390113,-2.0042560798618507,-1.540916590102915,-1.4799427938266276,-0.6205167047242205,-0.9206478741898322,-1.2323061507149384
532,533,"Yet they cried out ""Truth, Truth,"" and spake much thereof to me, yet it was not in them: but they spake falsehood, not of Thee only (who truly art Truth), but even of those elements of this world, Thy creatures.",-0.0200172175888658,-0.0200172175888658,-0.355756236768943,0.0,-0.0398446985181216,-0.5768792927256321,-0.0272153521128241,yet they cried out truth truth and spake much thereof to me yet it was not in them but they spake falsehood not of thee only who truly art truth but even of those elements of this world thy creatures,199,40,-0.1208434655895681,-0.09019004229524304,-0.13409435458695915,-0.103987992365004,-1.0265642257728331,-1.0598744467527261,0.0,0.0,-0.11820532982907325,-0.0859715211833114,-1.651942496605069,-1.154970915451961,-0.20127356849802777,-0.14864150650209218,-0.012569815180101368,-0.01041810130775559,-0.04368630241397694,0.11277637354041964,0.016237178340439938,0.06449834124713279,-0.030118122596836817,0.013817078804188808,-2.0250197216668955,-1.9750974854314922,-1.5331874896754216,-1.49680171948771,-0.629519346900414,-0.9085061439980978,-1.1691423949345494
533,534,"And I indeed ought to have passed by even philosophers who spake truth concerning them, for love of Thee, my Father, supremely good, Beauty of all things beautiful.",0.850420064270761,0.850420064270761,0.944911182523068,0.3779644730092271,1.13389341902768,0.7718034538848421,0.20276219124974199,and i indeed ought to have passed by even philosophers who spake truth concerning them for love of thee my father supremely good beauty of all things beautiful,159,28,2.6696320009512213,2.897694176450382,2.838756034718219,3.1155220138031248,2.7266198488064455,4.021132005637938,0.3779644730092271,0.013493911924642166,3.363866475893244,3.4947148335362543,1.3782620081688435,1.312788616047737,0.8761060731520713,0.8900092406553315,-0.012966990446100113,-0.010815276573754336,-0.04378406192915895,0.11256633406782345,0.014393711726771253,0.06440058173195078,-0.03033055985299275,0.013351962674934189,-2.0355859416822986,-1.9857260520512612,-1.5353718509164886,-1.5036057695256215,-0.7753723318311,-0.9106092830937259,-1.181426328306166
534,535,"O Truth, Truth, how inwardly did even then the marrow of my soul pant after Thee, when they often and diversely, and in many and huge books, echoed of Thee to me, though it was but an echo?",0.25955427380922,0.25955427380922,0.0,0.0,0.48666426339228797,0.5881337623095799,0.0625228393941481,o truth truth how inwardly did even then the marrow of my soul pant after thee when they often and diversely and in many and huge books echoed of thee to me though it was but an echo,182,38,0.7754156953506323,0.6193600693962525,0.8207409154118068,0.6605676320251281,0.0,0.0,0.0,0.0,1.4437632084013656,1.1053102674711572,0.9655951091516066,0.6024720628541548,0.21912443730068457,0.15631430739066587,-0.012420991782935325,-0.010269277910589545,-0.04319426193863588,0.11287290511608261,0.013648362687993671,0.06484781072670459,-0.0302766212323463,0.013601132238039118,-2.0210605104759822,-1.9711149126814445,-1.5221932233743862,-1.493674661211802,-0.8343435013195352,-0.9009878689345621,-1.1783073912883975
535,536,"And these were the dishes wherein to me, hungering after Thee, they, instead of Thee, served up the Sun and Moon, beautiful works of Thine, but yet Thy works, not Thyself, no nor Thy first works.",0.4020833333333329,0.4020833333333329,0.875,0.166666666666667,0.33333333333333304,0.154666666666667,0.27604166666666696,and these were the dishes wherein to me hungering after thee they instead of thee served up the sun and moon beautiful works of thine but yet thy works not thyself no nor thy first works,186,36,1.2323398783560526,1.039278376756847,1.3075279349065576,1.1130387096655416,2.5248853139140364,2.896378947711556,0.166666666666667,0.004628343978524493,0.9888837932045311,0.7991130838255983,-0.008313654187665201,-0.05472955794446507,1.219399656563071,0.9459835740539863,-0.011612068077213255,-0.009460354204867474,-0.0423427633010337,0.11351786706159346,0.015015348711909016,0.06638050827438852,-0.0302766212323463,0.014460273890347179,-1.9995403741985094,-1.9494677955706716,-1.5031671406719862,-1.4727816676446295,-0.7261891195323876,-0.8680143406973794,-1.1783073912883975
536,537,"For Thy spiritual works are before these corporeal works, celestial though they be, and shining.",0.41311822359545797,0.41311822359545797,0.774596669241483,0.0,0.774596669241483,0.41027803580823896,0.322748612183951,for thy spiritual works are before these corporeal works celestial though they be and shining,93,15,1.2677158798143584,2.6228894137562686,1.3452159780262327,2.8194139257836413,2.235163147856627,6.151278404276341,0.0,0.0,2.2979582774493417,4.454998379912128,0.565990958361757,1.299799744444759,1.4382084649720273,2.760744521706621,-0.010893259032999696,-0.009256483134780929,-0.04305561702113871,0.11412312141611808,0.01611565524260575,0.06749725293012232,-0.03109246254727671,0.01477688683609287,-1.9804175960186468,-1.9440121254024663,-1.5190953092379682,-1.453174967708915,-0.6391341163926949,-0.8439893714559233,-1.225482451519175
537,538,"But I hungered and thirsted not even after those first works of Thine, but after Thee Thyself, the Truth, in whom is no variableness, neither shadow of turning: yet they still set before me in those dishes, glittering fantasies, than which better were it to love this very sun (which is real to our sight at least), than those fantasies which by our eyes deceive our mind.",0.5460974162726839,0.5460974162726839,0.195471110970088,0.0977355554850442,0.561979444039004,0.166785725435228,0.0963538772453003,but i hungered and thirsted not even after those first works of thine but after thee thyself the truth in whom is no variableness neither shadow of turning yet they still set before me in those dishes glittering fantasies than which better were it to love this very sun which is real to our sight at least than those fantasies which by our eyes deceive our mind,361,67,1.69402479656184,0.7472449938482449,1.7993868332490135,0.7983664099456782,0.5640481570089555,0.3477069839348647,0.0977355554850442,0.0014585219442627099,1.667197092972793,0.7239914374516999,0.018915304265615628,-0.1609195819592606,0.37761326583496724,0.12916452048521873,-0.00987304848170696,-0.008553023642735656,-0.04151197043565962,0.11444813307464866,0.015600092417640868,0.06692710102347689,-0.030839061699878743,0.015171174607969348,-1.9532765072605447,-1.925187272206458,-1.4846037125381693,-1.442646491512452,-0.6799248616022198,-0.8562552748115236,-1.2108298468768752
538,539,"Yet because I thought them to be Thee, I fed thereon; not eagerly, for Thou didst not in them taste to me as Thou art; for Thou wast not these emptinesses, nor was I nourished by them, but exhausted rather.",-0.488176613788494,-0.488176613788494,-0.5138701197773621,0.0,-0.5138701197773621,-0.492287574746712,-0.19023076549450402,yet because i thought them to be thee i fed thereon not eagerly for thou didst not in them taste to me as thou art for thou wast not these emptinesses nor was i nourished by them but exhausted rather,199,40,-1.6216837176690848,-1.2230348491656058,-1.733023849283613,-1.324652825450774,-1.482814992782981,-1.5309297564206041,0.0,0.0,-1.5244734997797151,-1.1087596978006435,-1.4618828213178305,-1.0306647469053662,-0.9649546005008448,-0.6830235984518159,-0.010312404307185564,-0.00899237946821426,-0.04056638986654209,0.11381317082265863,0.01520066169668152,0.06743483671319073,-0.030620139260176902,0.015136765190058866,-1.9649648743731902,-1.9369446072185976,-1.4634754413756053,-1.4632155535145788,-0.7115273666288755,-0.8453321562046574,-1.198170915428075
539,540,"Food in sleep shows very like our food awake; yet are not those asleep nourished by it, for they are asleep.",0.510629863152222,0.510629863152222,0.392792202424786,0.0,0.7855844048495729,0.174879817235124,0.20185154846829298,food in sleep shows very like our food awake yet are not those asleep nourished by it for they are asleep,105,21,1.5803217890005874,2.311266031402082,1.6782526271444649,2.4836329770605157,1.1334345866540474,2.228472380449141,0.0,0.0,2.3305550584499115,3.227895143773063,0.03710101435624992,0.1821248346036349,0.8718399696916911,1.2006524568556358,-0.01271017462462657,-0.011390149785655267,-0.041910691006360024,0.11171096817513423,0.014744341191330139,0.06330782406835711,-0.032067581746590135,0.013097790895941356,-2.0287537627793593,-2.0011098857228897,-1.4935128172839576,-1.5313146199747427,-0.7476309267894392,-0.9341182106909234,-1.281867567249336
