,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,char_len,sent_clean,token_len,nlptown_medianiqr,nlptown_lnorm_medianiqr,roberta15lg_medianiqr,roberta15lg_lnorm_medianiqr,yelp_medianiqr,yelp_lnorm_medianiqr,hinglish_medianiqr,hinglish_lnorm_medianiqr,imdb2way_medianiqr,imdb2way_lnorm_medianiqr,huggingface_medianiqr,huggingface_lnorm_medianiqr,t5imdb50k_medianiqr,t5imdb50k_lnorm_medianiqr,robertaxml8lang_medianiqr,robertaxml8lang_lnorm_medianiqr,nlptown_roll100,nlptown_roll100_stdscale,roberta15lg_roll100,roberta15lg_roll100_stdscale,yelp_roll100,yelp_roll100_stdscale,hinglish_roll100,hinglish_roll100_stdscale,imdb2way_roll100,imdb2way_roll100_stdscale,huggingface_roll100,huggingface_roll100_stdscale,t5imdb50k_roll100,t5imdb50k_roll100_stdscale,robertaxml8lang_roll100,robertaxml8lang_roll100_stdscale,mean_lnorm_medianiqr_roll100
875,875,"And on my conferring with others, who said that they scarcely understood it with very able tutors, not only orally explaining it, but drawing many things in sand, they could tell me no more of it than I had learned, reading it by myself.",-0.9994729161262512,4.899342179298402,4.4161031544208535,-0.9947074055671692,0.7449756264686584,0.9985498785972596,-1,-0.4375104010105133,237,and on my conferring with others who said that they scarcely understood it with very able tutors not only orally explaining it but drawing many things in sand they could tell me no more of it than i had learned reading it by myself,44,0.5730125093723776,0.08987473311595155,-1.0002678171399548,-0.5302574812386895,0.6906352161067558,0.251825625617983,0.0091138972475434,-0.15913159158137322,0.2280084825383224,-0.34514164755967225,-0.2130969459345672,-0.18565271865602112,0.0,-0.24900779535500006,-0.03163597286108857,-0.08661943919583441,2.3664574452868385,-0.8712317175748133,0.0388076641706115,-1.118727380982339,2.1945591718790918,-0.669017785967227,0.23706936986086755,-0.9516132610044874,0.870044146836137,-0.0968259662170196,-0.07864777752141047,-0.30457542826294043,-0.22346368715083798,-1.182613974749283,-0.29757295723733956,-1.071260261359713,-0.7832332220147279
876,876,"And the book appeared to me to speak very clearly of substances, such as ""man,"" and of their qualities, as the figure of a man, of what sort it is; and stature, how many feet high; and his relationship, whose brother he is; or where placed; or when born; or whether he stands or sits; or be shod or armed; or does, or suffers anything; and all the innumerable things which might be ranged under these nine Predicaments, of which I have given some specimens, or under that chief Predicament of Substance.",0.9984737038612366,1.4120957851409912,4.23931996524334,0.9725424647331238,0.7066319584846497,0.9991893768310548,-1,-0.4587078988552094,503,and the book appeared to me to speak very clearly of substances such as man and of their qualities as the figure of a man of what sort it is and stature how many feet high and his relationship whose brother he is or where placed or when born or whether he stands or sits or be shod or armed or does or suffers anything and all the innumerable things which might be ranged under these nine predicaments of which i have given some specimens or under that chief predicament of substance,92,0.5236024105402602,-0.27635535975618214,0.005696516183384875,-0.10447726697351585,-0.23044315380156966,-0.4294399927827803,-0.010201924805303315,-0.27291818438381216,0.24720872591916868,-0.634283223296066,0.7837124161371789,0.24295969760423664,0.0,-0.09238970826074419,-0.038913381504859935,-0.03319331510773749,2.366376104842684,-0.8716762579921808,0.033256633488159604,-1.1563191830188035,2.193953514432108,-0.6717568535341039,0.2423400769020592,-0.9235527401797811,0.8699911652996554,-0.09793391421579195,-0.07928729573441617,-0.3093125670423508,-0.22346368715083798,-1.182613974749283,-0.2896084110330603,-1.0394807896392397,-0.7815807850464418
877,877,"What did all this further me, seeing it even hindered me?",-0.9992225170135498,1.4304256737232208,0.3296787440776825,-0.992969274520874,0.6005867123603821,-0.9977085590362548,-1,-1.8768686652183533,57,what did all this further me seeing it even hindered me,11,-0.5691245621694679,-0.38521480056358254,-1.0001417414110272,-1.3935137326537286,-0.22560172248653332,0.3838337354143661,-0.06362276875119156,0.3037901408471037,-59.707493803631024,-3.114632309605459,-0.21221623152934013,-1.0589314346520458,0.0,-1.1488416516729343,-0.5257885539899424,-1.8172177544296044,2.3665515617701596,-0.8707173537646372,0.033258539171858205,-1.156306277652496,2.195024488691511,-0.6669134046943357,0.24513769765805932,-0.9086585912791008,0.8699688866484765,-0.0983998045736067,-0.07927993522676009,-0.30925804514517147,-0.22346368715083798,-1.182613974749283,-0.28914652698199844,-1.03763781820529,-0.7788131587579901
878,878,"when, imagining whatever was, was comprehended under those ten Predicaments, I essayed in such wise to understand, O my God, Thy wonderful and unchangeable Unity also, as if Thou also hadst been subjected to Thine own greatness or beauty; so that (as in bodies) they should exist in Thee, as their subject: whereas Thou Thyself art Thy greatness and beauty; but a body is not great or fair in that it is a body, seeing that, though it were less great or fair, it should notwithstanding be a body.",0.9915337562561036,2.331681311130524,1.2401224970817566,-0.9672675728797911,1.865264594554901,0.9992400407791138,1,1.3895982205867767,496,when imagining whatever was was comprehended under those ten predicaments i essayed in such wise to understand o my god thy wonderful and unchangeable unity also as if thou also hadst been subjected to thine own greatness or beauty so that as in bodies they should exist in thee as their subject whereas thou thyself art thy greatness and beauty but a body is not great or fair in that it is a body seeing that though it were less great or fair it should notwithstanding be a body,89,-0.3146596663481561,-0.4932657412561135,0.002202258781282615,-0.1008263531690451,0.01244485625955592,-0.3524341569700369,0.573465288052038,-0.10956541747022043,0.24872985620844854,-0.6253231591419616,-0.19919312897191288,-0.03402634291748554,1.0,0.1996485879036743,0.5956369332780815,0.18885692241597965,2.3744107003235286,-0.8277657228879838,0.03864502840201948,-1.1198287569189354,2.197282971283577,-0.6566994851774661,0.2534547980937212,-0.8643794901732843,0.8755448367342603,0.018204264486292736,-0.07374727226502402,-0.2682756434927365,-0.21787709497206703,-1.1406179151933964,-0.2803438128539304,-1.0025139583492138,-0.7327345884633404
879,879,"But it was falsehood which of Thee I conceived, not truth, fictions of my misery, not the realities of Thy blessedness.",-0.9960867762565612,0.5809968709945679,0.7187970280647278,-0.9848191142082214,-1.6079033613204956,0.9962887167930604,-1,-1.706397294998169,119,but it was falsehood which of thee i conceived not truth fictions of my misery not the realities of thy blessedness,21,-0.460367768276141,-0.35640852236742554,-0.9985628987490053,-0.8436116296651048,-0.449959398583444,-0.34208752056027897,-1.1761611228410767,-1.3090942351696317,0.16011954294509054,0.2593291670492718,-0.208086529337113,-0.49927050413697216,0.0,-0.5776607130643023,-0.46726325858738466,-0.8550333115618651,2.374117073441684,-0.829370447548176,0.03864696155713257,-1.119815665515109,2.1979942844566684,-0.6534825927706942,0.2527923748812862,-0.8679061404314057,0.8755537711042266,0.01839109971195459,-0.07382471934377148,-0.26884932154071944,-0.21787709497206703,-1.1406179151933964,-0.2881110396298616,-1.0335061024514838,-0.7368946357173788
880,880,"For Thou hadst commanded, and it was done in me, that the earth should bring forth briars and thorns to me, and that in the sweat of my brows I should eat my bread.",-0.9825825691223145,0.3071069121360779,4.381082475185393,0.8041051626205444,0.7920057773590088,0.9512125253677368,-1,1.5472074747085571,164,for thou hadst commanded and it was done in me that the earth should bring forth briars and thorns to me and that in the sweat of my brows i should eat my bread,34,0.5632243885095141,0.2820326910531931,-0.9917635425545199,-0.6086703481978893,-0.5223013235080207,-0.47428193286386067,0.032805580215782025,-0.08087395273555616,-1.1932443919505364,-0.21609995481948474,0.6983649052781252,0.4118787065231842,0.0,-0.3372810372540891,0.6497464775595635,0.5109934735760568,2.371609469657171,-0.8430749612688476,0.03863888462828524,-1.119870362800651,2.1892109882065705,-0.6932047855856717,0.24945282711330072,-0.8856854343584443,0.8758051129026786,0.023647150425008104,-0.07822524502290694,-0.30144557981841397,-0.22346368715083798,-1.182613974749283,-0.29103655239057274,-1.0451792408403289,-0.7559283986245792
881,881,"And what did it profit me, that all the books I could procure of the so-called liberal arts, I, the vile slave of vile affections, read by myself, and understood?",-0.9984264969825744,0.2645072937011719,0.5625383257865906,-0.9861940145492554,0.6672337651252747,0.9939168095588684,-1,-1.5531145930290222,162,and what did it profit me that all the books i could procure of the so called liberal arts i the vile slave of vile affections read by myself and understood,31,-0.504041366194937,-0.4648671671887482,-0.9997409460385377,-0.6506107192893966,-0.5335530627520498,-0.4778321972773546,-0.030048969497290343,-0.10266185700818169,0.0889055914959869,-0.11630520463497282,-0.20878319403260948,-0.30453352547214196,0.0,-0.37486477194591983,-0.41463908245001035,-0.5193884934527534,2.3715487748134736,-0.8434066697003627,0.038632120333570344,-1.1199161708752925,2.1801489477550517,-0.7341875906582359,0.24335137617321653,-0.9181687216721037,0.8758119256469791,0.023789618290516016,-0.07847870811403797,-0.3033230710512326,-0.22905027932960895,-1.2246100343051698,-0.29101656011029997,-1.0450994693016549,-0.770615263659192
882,882,"And I delighted in them, but knew not whence came all, that therein was true or certain.",0.9804024696350098,3.359464675188065,2.4202273786067963,0.9601417779922484,0.5634170174598694,0.9979446530342102,1,-0.3550966680049896,88,and i delighted in them but knew not whence came all that therein was true or certain,17,0.01517429071360093,0.37290178007697866,-0.0034023340605871155,0.4890566325966444,0.28391091244964317,0.8635268581085245,-0.08234719576105232,0.04014511702553394,0.2098372390590467,0.5342647136761204,0.7774289638792629,0.8357195623830144,1.0,0.8279621860407013,-0.003342142271553596,-0.20450147103924218,2.370996420568261,-0.8464253867636157,0.044121508658265265,-1.0827418133536253,2.1771463099138697,-0.747766929881782,0.23424203710516073,-0.9666655925133069,0.8758117574886237,0.023786101768994348,-0.07847676197243802,-0.30330865528846646,-0.22905027932960895,-1.2246100343051698,-0.29927943888323266,-1.0780693228952,-0.7782252041540214
883,883,"For I had my back to the light, and my face to the things enlightened; whence my face, with which I discerned the things enlightened, itself was not enlightened.",-0.9977933168411256,1.42607581615448,2.3809971511363983,-0.9969059228897096,-1.3820840418338776,0.9980083107948304,-1,1.461415320634842,161,for i had my back to the light and my face to the things enlightened whence my face with which i discerned the things enlightened itself was not enlightened,29,0.004209620229166834,-0.03340715755398122,-0.9994221404045461,-0.6784939862522712,-0.22675064036209894,-0.18944099229192543,-1.0624034668672773,-0.953629274624336,0.21174849452840822,-0.05884825374601514,-0.2142109389676183,-0.33763404842729045,0.0,-0.40423907544745186,0.6202927859871858,0.5636411631358714,2.3713616617648294,-0.844429276763846,0.04410984446216562,-1.0828208037566291,2.1653047348866914,-0.8013200963774868,0.23749255642877612,-0.9493602738039599,0.8751298373970906,0.00952581316827905,-0.08351165172774032,-0.340603873821493,-0.22346368715083798,-1.182613974749283,-0.29607881389183704,-1.0652984545000557,-0.7821151175755593
884,884,"Whatever was written, either on rhetoric, or logic, geometry, music, and arithmetic, by myself without much difficulty or any instructor, I understood, Thou knowest, O Lord my God; because both quickness of understanding, and acuteness in discerning, is Thy gift: yet did I not thence sacrifice to Thee.",0.99501371383667,4.9273476004600525,4.449479281902313,0.998571753501892,1.5729235410690308,0.9989036917686462,1,1.4063379764556885,303,whatever was written either on rhetoric or logic geometry music and arithmetic by myself without much difficulty or any instructor i understood thou knowest o lord my god because both quickness of understanding and acuteness in discerning is thy gift yet did i not thence sacrifice to thee,48,0.5823409854857728,0.038147728639510686,0.003954414305612845,0.020779914208785617,0.6980322235896188,0.1901295843900878,0.4261969628039211,0.03571202577064639,0.23863134065265437,-0.3911663842637491,0.7969015077337724,0.37513204200413225,1.0,0.3264138990879022,0.6013839344075342,0.3363457883844313,2.3676810440654195,-0.8645445262596531,0.044101973652173686,-1.0828741051970296,2.1537599560268763,-0.8535310111431972,0.22729362697241692,-1.0036579743142078,0.8751250443844821,0.009425581859783618,-0.08907085207587513,-0.38178284733014267,-0.22905027932960895,-1.2246100343051698,-0.3045251835657898,-1.0990004582689366,-0.8125719218698191
885,885,"So then it served not to my use, but rather to my perdition, since I went about to get so good a portion of my substance into my own keeping; and I kept not my strength for Thee, but wandered from Thee into a far country, to spend it upon harlotries.",-0.9978999495506288,2.5942342877387996,1.4430902004241943,-0.9895549416542052,-0.4216035306453705,0.9807322025299072,-1,1.3493974804878237,250,so then it served not to my use but rather to my perdition since i went about to get so good a portion of my substance into my own keeping and i kept not my strength for thee but wandered from thee into a far country to spend it upon harlotries,51,-0.25793111467683366,-0.39637160121884235,-0.9994758298782551,-0.49032952857083917,0.08179237013586192,-0.17737896102169137,-0.578556416890688,-0.46911610750656285,-0.30694798629193176,-0.42978233046341147,-0.21048618237894665,-0.14427178287206244,0.0,-0.20780957794877364,0.5818354357793883,0.30573934641968803,2.356363149786462,-0.9263988903314484,0.0385464361593044,-1.1204964275340867,2.142314384769461,-0.9052932625143201,0.22026046652700648,-1.041101555146832,0.8751301167730513,0.009531655468391827,-0.09428278943679852,-0.42038952042589006,-0.2346368715083799,-1.2666060938610562,-0.30796362359763524,-1.112720236515168,-0.847934291357551
886,886,"For what profited me good abilities, not employed to good uses?",-0.9992077946662904,1.5151452422142029,1.3719090819358826,-0.9839816689491272,-0.3650725781917572,-0.6960051655769348,-1,-1.581226110458374,63,for what profited me good abilities not employed to good uses,11,-0.2778259141532508,0.25360982724061715,-1.000134328722371,-1.3934967686516253,-0.2032249377042051,0.4384534466965905,-0.5500786557509002,-0.7754169237641557,-50.64917545790495,-2.4448496385265086,-0.20766219418422247,-1.0483838697861578,0.0,-1.1488416516729343,-0.42429017435853406,-1.5277339200517395,2.358793806222231,-0.9131149079575319,0.04408267606570068,-1.0830047892252712,2.141653341953981,-0.9082828087424986,0.21388532204667948,-1.075041949301291,0.8751479593735167,0.009904779292112089,-0.09419645543870979,-0.419750013806672,-0.2346368715083799,-1.2666060938610562,-0.3074367588292287,-1.1106179844120798,-0.845814221001786
887,887,"For I felt not that those arts were attained with great difficulty, even by the studious and talented, until I attempted to explain them to such; when he most excelled in them who followed me not altogether slowly.",0.9979717135429382,2.4301376044750214,1.4131443798542025,-0.9894336462020874,1.8237961530685425,0.9960826635360718,1,-1.3852179050445557,214,for i felt not that those arts were attained with great difficulty even by the studious and talented until i attempted to explain them to such when he most excelled in them who followed me not altogether slowly,38,-0.26630083558104484,-0.3363919704596689,0.005443764507824633,0.09094042317148794,0.03844989058489128,-0.08455621871741564,0.5525753451051754,0.22298333115113098,0.15393301658032016,-0.2591869217551465,-0.21042472173580562,-0.2299591222386689,1.0,0.39881705582141974,-0.3569977128246578,-0.37233186706862703,2.3617850188686194,-0.8967673832779766,0.04961809682446485,-1.045518698217018,2.1436159509187305,-0.8994069687960418,0.22275990430869202,-1.0277948914725048,0.8759622950127671,0.026934137097731688,-0.0941149740578742,-0.41914645224875785,-0.2346368715083799,-1.2666060938610562,-0.30672099104140726,-1.1077619871476938,-0.8295085422404147
888,888,"But what did this further me, imagining that Thou, O Lord God, the Truth, wert a vast and bright body, and I a fragment of that body?",-0.9974663853645324,4.333531439304352,2.3608378469944,0.9673309922218324,0.7413864135742188,0.9942961931228638,1,1.4660353660583496,133,but what did this further me imagining that thou o lord god the truth wert a vast and bright body and i a fragment of that body,27,-0.0014248137612883447,0.0025690513608736722,-0.9992575306989598,-0.7106504210238361,0.541188926637937,0.6004813582271141,0.0073058125956604976,-0.029672567257517928,0.10029617301514866,5.5933926490920544e-05,0.7810717528092195,0.5691349571552268,1.0,0.5403825171414418,0.6218789146305749,0.6056990708248974,2.3555518046187953,-0.9308330401964144,0.04405882937948131,-1.0831662799391342,2.1385040495482235,-0.9225253888183836,0.22322636010260555,-1.0253115448519048,0.8758622489494985,0.024841977395605005,-0.09940962085510766,-0.4583657835459443,-0.2346368715083799,-1.2666060938610562,-0.3096801831735579,-1.1195695101712404,-0.8476919579985591
889,889,Perverseness too great!,-0.9955892562866212,4.482688933610916,1.440477877855301,0.9339966773986816,1.9712963700294492,0.9441641569137572,1,1.8583733439445496,23,perverseness too great,3,-0.2586612469756734,2.642286785100261,-0.9983123978898386,-4.43830991432773,0.5805855525676903,10.032840847877196,0.6268793460881112,7.691071702164952,-1.4048640377956172,6.767224105334949,0.7641811902042306,4.115738924439943,1.0,4.440765375328607,0.7565742363363499,6.6765196616051155,2.355912145081512,-0.9288637136042651,0.03848985303713623,-1.1208796107029124,2.1395838429641456,-0.9176420556088128,0.2169717668488039,-1.0586101408233268,0.8702869446916953,-0.09174858613262755,-0.1047029520213271,-0.49757536949644776,-0.2346368715083799,-1.2666060938610562,-0.31370297565473526,-1.1356209230972174,-0.8771933116658334
890,890,"But such was I. Nor do I blush, O my God, to confess to Thee Thy mercies towards me, and to call upon Thee, who blushed not then to profess to men my blasphemies, and to bark against Thee.",0.9924172759056092,4.472545832395554,4.445120543241501,-0.8852578401565552,-1.5586879253387451,0.965312957763672,-1,1.413828730583191,188,but such was i nor do i blush o my god to confess to thee thy mercies towards me and to call upon thee who blushed not then to profess to men my blasphemies and to bark against thee,39,0.5811227378174504,0.18168803762506494,0.0026471101333165113,0.08059554206693828,0.5779064785713951,0.2754478382553945,-1.1513685911491889,-0.8590617508106865,-0.769894147227513,-0.29488569654752883,-0.15763863678783424,-0.18683176508683116,0.0,-0.2874873256932213,0.6039556190108419,0.41127256059014383,2.350416106676589,-0.9589005695839801,0.03849926690815547,-1.120815859591453,2.137631575571758,-0.9264711261056603,0.2082877926653324,-1.1048424274050188,0.8702951311732138,-0.09157739072347754,-0.10985232664886134,-0.5357186181822933,-0.22905027932960895,-1.2246100343051698,-0.3189465580872317,-1.156543430840089,-0.8899349320921427
891,891,"What profited me then my nimble wit in those sciences and all those most knotty volumes, unravelled by me, without aid from human instruction; seeing I erred so foully, and with such sacrilegious shamefulness, in the doctrine of piety?",-0.9986456036567688,0.654280960559845,0.679791271686554,-0.902940571308136,-1.8877978324890137,0.998397409915924,-1,-1.4441563189029694,235,what profited me then my nimble wit in those sciences and all those most knotty volumes unravelled by me without aid from human instruction seeing i erred so foully and with such sacrilegious shamefulness in the doctrine of piety,39,-0.47126970010933034,-0.4696887365005179,-0.99985126605271,-0.5669161347795425,-0.43060304054975523,-0.4193254064832124,-1.317159417550948,-0.9628703142559653,0.22343077515009643,-0.274156186937953,-0.16659851129335543,-0.1926886799716525,0.0,-0.2874873256932213,-0.3772321256598838,-0.3785484657831059,2.341624581156163,-1.006947865917003,0.032928020594506294,-1.1585445626917885,2.125512252057065,-0.9812804017727943,0.1983162327851663,-1.1579296435005932,0.8702736132304761,-0.09202737317353629,-0.11543439137203067,-0.5770669562460725,-0.2346368715083799,-1.2666060938610562,-0.3283132701779211,-1.1939177085911488,-0.9292900757192493
892,892,"Or what hindrance was a far slower wit to Thy little ones, since they departed not far from Thee, that in the nest of Thy Church they might securely be fledged, and nourish the wings of charity, by the food of a sound faith.",0.9962329864501952,2.2681811451911926,1.3894382417201996,-0.9781316518783568,0.6531090140342712,0.9956092238426208,-1,1.3963156938552856,224,or what hindrance was a far slower wit to thy little ones since they departed not far from thee that in the nest of thy church they might securely be fledged and nourish the wings of charity by the food of a sound faith,44,-0.27292659357069593,-0.3742323882863836,0.004568316974249674,0.045028448895268344,-0.004327296528472028,-0.17254864418737237,-0.037164386278187744,-0.18481629226162274,0.1397185014182303,-0.3467748262400333,-0.20469797907740775,-0.18078621072906942,0.0,-0.24900779535500006,0.5979431393400758,0.362592684346418,2.347071373054768,-0.977180151109311,0.03846490016862667,-1.1210485925275344,2.1276552169349605,-0.9715889076398784,0.19880420352493586,-1.1553317542614192,0.8702562554588531,-0.09239035827381886,-0.10991943615108894,-0.5362157221255495,-0.22905027932960895,-1.2246100343051698,-0.31990648423160256,-1.1603736485293765,-0.9048423960965071
893,893,"O Lord our God, under the shadow of Thy wings let us hope; protect us, and carry us.",0.9975572228431702,4.645106494426726,4.859511852264403,0.9995810389518738,1.8277360796928408,0.985836148262024,1,1.6943548917770386,84,o lord our god under the shadow of thy wings let us hope protect us and carry us,18,0.6969432274762971,1.233603937502563,0.005235068811808731,0.4605406956743415,0.6234845293682267,1.2923962132255902,0.5545601036214435,0.8813112687760173,-0.15370753138449367,0.43821034064501063,0.7974129146479286,0.823518551205897,1.0,0.7848332195944547,0.7002643213507702,1.0347800929979725,2.346736867875693,-0.9790082831469886,0.038518256315305914,-1.1206872625659228,2.1378185917628545,-0.9256253510127194,0.20688796659421654,-1.1122949092660923,0.8700356535072433,-0.09700357840752083,-0.1044571441312076,-0.49575458305926823,-0.22346368715083798,-1.182613974749283,-0.3131669365993425,-1.1334820645150712,-0.8808087508403584
894,894,"Thou wilt carry us both when little, and even to hoar hairs wilt Thou carry us; for our firmness, when it is Thou, then is it firmness; but when our own, it is infirmity.",0.9972254037857056,0.6365001201629639,0.24213317036628726,-0.98446524143219,0.8662936687469482,0.9879437088966371,1,1.6238803267478945,170,thou wilt carry us both when little and even to hoar hairs wilt thou carry us for our firmness when it is thou then is it firmness but when our own it is infirmity,34,-0.5935931525909868,-0.5392425568240081,0.005067998213632067,0.12983733210853896,-0.43529945303032974,-0.4055337866382983,0.07022849164222876,-0.05399702801822807,-0.09043030091535918,-0.18970205835036055,-0.20790722130845032,-0.2676298459229919,1.0,0.4397000379416924,0.6760693803975176,0.5352975809502842,2.3462921460497315,-0.9814387693360003,0.03858605726471161,-1.1202281118218997,2.13413206970725,-0.9422975360033781,0.20420251428747976,-1.1265918887392496,0.8710821364179003,-0.0751195651529256,-0.09916011964142656,-0.45651763934801176,-0.22346368715083798,-1.182613974749283,-0.31177978933523487,-1.127947184545619,-0.8765943337120459
895,895,"Our good ever lives with Thee; from which when we turn away, we are turned aside.",0.983823537826538,4.3440529108047485,4.5867284536361685,0.922265648841858,1.7820323109626768,0.9933848381042479,1,0.5453530550003052,81,our good ever lives with thee from which when we turn away we are turned aside,16,0.6207015059150459,1.3460907405164526,-0.0016798292908821518,0.5374392204813866,0.5439679387074193,1.3876234363784459,0.5315365925607781,1.0021787949562633,0.07293372345851007,0.6168710948438202,0.7582370550596758,0.8507062837545909,1.0,0.8764789059468161,0.30579531562515305,0.38777669404403914,2.346206156526531,-0.9819087178214089,0.038589781056569274,-1.1202028941543447,2.144516980140236,-0.8953320912729057,0.20411340451107346,-1.1270662969575385,0.8710832990414603,-0.07509525241056009,-0.09875385721302565,-0.4535083090974312,-0.22346368715083798,-1.182613974749283,-0.3117885265769905,-1.1279820471630448,-0.8704636979533147
896,896,"Let us now, O Lord, return, that we may not be overturned, because with Thee our good lives without any decay, which good art Thou; nor need we fear, lest there be no place whither to return, because we fell from it: for through our absence, our mansion fell notâThy eternity.",0.9975019693374634,4.541314780712128,4.352870762348175,-0.5741506218910217,-1.4850069880485537,0.9775164127349854,-1,1.4257396757602692,278,let us now o lord return that we may not be overturned because with thee our good lives without any decay which good art thou nor need we fear lest there be no place whither to return because we fell from it for through our absence our mansion fell notâthy eternity,51,0.5553393428442808,-0.011416416114475142,0.005207248721183661,0.005935465056762645,0.5960702627312594,0.09356630431131954,-1.114251436004359,-0.7256300170700091,-0.40349859966535134,-0.4313232265784145,0.0,-0.039048655863646364,0.0,-0.20780957794877364,0.6080448193505341,0.3218737906274702,2.355716680306629,-0.9299319643804996,0.04415565595946498,-1.0825105664626944,2.154763137536675,-0.8489941529721892,0.2108790699663109,-1.0910468227359615,0.8710626205585522,-0.0755276801066432,-0.09318035408105264,-0.4122233897836495,-0.21787709497206703,-1.1406179151933964,-0.3026647292202411,-1.091577027637091,-0.8340536899090156
897,897,"Accept the sacrifice of my confessions from the ministry of my tongue, which Thou hast formed and stirred up to confess unto Thy name.",-0.9905799627304076,0.6211894750595093,4.632859945297241,-0.8438006043434143,0.8365725874900818,0.9982379078865052,1,1.5562507510185242,134,accept the sacrifice of my confessions from the ministry of my tongue which thou hast formed and stirred up to confess unto thy name,24,0.6335950484110907,0.7148656838130103,-0.9957902230718104,-0.7655502414654133,-0.43934341850915626,-0.3547312187610944,0.055256342472377484,0.06130881343560387,0.21864189908643036,0.11649320114027288,-0.1366321742087584,-0.34770593733937366,1.0,0.6015036770911678,0.6528511655594557,0.7193191945679454,2.364187679851854,-0.8836364011769675,0.049715133519146026,-1.044861561835434,2.151429459327759,-0.8640706122907692,0.20746842992372352,-1.1092046021747828,0.871300731291318,-0.07054831696669779,-0.09256794132999868,-0.4076870307980498,-0.21787709497206703,-1.1406179151933964,-0.31062124711175204,-1.1233244654497885,-0.8304938632357357
898,898,"Heal Thou all my bones, and let them say, O Lord, who is like unto Thee?",0.9909358620643616,0.4248419404029846,0.4994872212409973,0.9824293255805968,0.8726978302001953,0.9684610962867736,1,-0.4335709810256958,72,heal thou all my bones and let them say o lord who is like unto thee,16,-0.5216638636822049,-0.3767462897895845,0.0019012195913579815,0.5430750622899727,-0.4912042412660316,-0.3500185195591606,0.0734546212623843,0.30330218975734313,-0.6753746901815547,0.5788203692385931,0.7887221078916674,0.8992617978018128,1.0,0.8764789059468161,-0.030283512808539016,-0.2714007666672216,2.3640476896859415,-0.884401473060077,0.049704592987145794,-1.0449329427401666,2.1410514398909815,-0.911004892698386,0.19726026857365442,-1.163551452019963,0.8713577301475589,-0.06935635892058963,-0.09304507085064936,-0.4112212987971625,-0.22346368715083798,-1.182613974749283,-0.32095466246152055,-1.1645560023711807,-0.853954799419601
899,899,"For he who confesses to Thee doth not teach Thee what takes place within him; seeing a closed heart closes not out Thy eye, nor can man's hard-heartedness thrust back Thy hand: for Thou dissolvest it at Thy will in pity or in vengeance, and nothing can hide itself from Thy heat.",0.9820705652236938,0.3969106674194336,0.4013408422470093,-0.5579190254211426,-1.5443097949028015,0.9732308387756348,-1,-1.4613979756832125,279,for he who confesses to thee doth not teach thee what takes place within him seeing a closed heart closes not out thy eye nor can man own hard heartedness thrust back thy hand for thou dissolvest it at thy will in pity or in vengeance and nothing can hide itself from thy heat,54,-0.5490953310557115,-0.537141138493286,-0.0025624494260313158,-0.011469053867692333,-0.49858166416114363,-0.4862145900505736,-1.1441255332062417,-0.7192434115551615,-0.5321683264882471,-0.4592796419421727,0.008224581720306053,-0.027087347752265428,0.0,-0.1934222934666828,-0.383151436656152,-0.27114908418069117,2.3544189957849806,-0.9370240478435521,0.04956223645023793,-1.0458969869078478,2.1355700443327095,-0.9357943390589607,0.2004534861894959,-1.146551199737514,0.8713348266465704,-0.06983531611530895,-0.0888424262654182,-0.3800908161370856,-0.22346368715083798,-1.182613974749283,-0.32372692527051744,-1.1756176555125613,-0.8591780420077643
900,900,"But let my soul praise Thee, that it may love Thee; and let it confess Thy own mercies to Thee, that it may praise Thee.",0.9967966079711914,3.3191996812820435,4.474972724914551,0.9968063235282898,1.9444586634635923,0.9770385622978209,1,1.7374966740608215,120,but let my soul praise thee that it may love thee and let it confess thy own mercies to thee that it may praise thee,25,0.589466287075059,0.6201975199277714,0.004852099905156599,0.26348083431215236,0.2732758122131174,0.40366854714979694,0.6133597119063006,0.589233258898883,-0.4178455426408645,0.05514301031427458,0.7960069609086148,0.6213680395847231,1.0,0.5795007112076266,0.7150755213140839,0.7695063659977741,2.356763756350099,-0.924209502126716,0.04956921818536087,-1.0458497063180572,2.124717658666592,-0.9848739264550034,0.19752308917778164,-1.1621522311986128,0.8713435775407866,-0.0696523177279794,-0.08870126764867559,-0.3790452040750357,-0.22346368715083798,-1.182613974749283,-0.3291759206263047,-1.1973597848659188,-0.8682195809395757
