,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,nrc_roll100_stand
822,823,"And I turned to the nature of the mind, but the false notion which I had of spiritual things, let me not see the truth.",0.5,0,-1,2,119,25,and i turned to the nature of the mind but the false notion which i had of spiritual things let me not see the truth,0.2,0.30054084818736854,0.0,0.0,-0.5,-0.4800079968012795,1.0,1.3396641343462614,0.32820163487738463,-0.07629427792915532,0.6267029972752044,0.6321525885558583,0.37769073569482303,-0.06652069218679904
823,824,"Yet the force of truth did of itself flash into mine eyes, and I turned away my panting soul from incorporeal substance to lineaments, and colours, and bulky magnitudes.",0.4,-1,0,1,169,29,yet the force of truth did of itself flash into mine eyes and i turned away my panting soul from incorporeal substance to lineaments and colours and bulky magnitudes,0.12000000000000002,0.16905070425369734,-0.5,-0.6879781556356227,0.0,0.0,0.5,0.5774732850741124,0.32547683923705767,-0.07629427792915532,0.6348773841961853,0.6239782016348774,0.37700953678474125,-0.09899224243208714
824,825,"And not being able to see these in the mind, I thought I could not see my mind.",0.0,0,0,0,79,18,and not being able to see these in the mind i thought i could not see my mind,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.3262942779291558,-0.07356948228882834,0.6457765667574932,0.6267029972752044,0.3813010899182563,-0.0881683923503243
825,826,"And whereas in virtue I loved peace, and in viciousness I abhorred discord; in the first I observed a unity, but in the other, a sort of division.",-0.5,2,0,2,146,28,and whereas in virtue i loved peace and in viciousness i abhorred discord in the first i observed a unity but in the other a sort of division,-0.6,-0.5015591872756059,1.0,1.4250800639049919,0.0,0.0,1.0,1.1961799357372367,0.32384196185286146,-0.07084468664850137,0.6539509536784741,0.6212534059945504,0.38205040871934615,-0.10981609251384998
826,827,"And in that unity I conceived the rational soul, and the nature of truth and of the chief good to consist; but in this division I miserably imagined there to be some unknown substance of irrational life, and the nature of the chief evil, which should not only be a substance, but real life also, and yet not derived from Thee, O my God, of whom are all things.",1.1,-1,-3,3,360,69,and in that unity i conceived the rational soul and the nature of truth and of the chief good to consist but in this division i miserably imagined there to be some unknown substance of irrational life and the nature of the chief evil which should not only be a substance but real life also and yet not derived from thee o my god of whom are all things,0.68,0.21465027179592536,-0.5,-0.28920803209664414,-1.5,-0.5218808868279959,1.5,0.7282640197072888,0.32547683923705767,-0.0681198910081744,0.6566757493188011,0.6212534059945504,0.38382152588555873,-0.10981609251384998
827,828,"And yet that first I called a Monad, as it had been a soul without sex; but the latter a Duad;â""anger, in deeds of violence, and in flagitiousness, lust; not knowing whereof I spake.",-0.8,-1,-6,-1,183,34,and yet that first i called a monad as it had been a soul without sex but the latter a duadâanger in deeds of violence and in flagitiousness lust not knowing whereof i spake,-0.8400000000000001,-0.6217747891561604,-0.5,-0.5868346455451167,-3.0,-2.117906498088798,-0.5,-0.4925757130255808,0.3258855585831067,-0.07084468664850137,0.6539509536784741,0.6239782016348774,0.38324250681198924,-0.09899224243208714
828,829,"For I had not known or learned that neither was evil a substance, nor our soul that chief and unchangeable good.",-0.6,0,0,0,112,21,for i had not known or learned that neither was evil a substance nor our soul that chief and unchangeable good,-0.6799999999999999,-0.7285017353527813,0.0,0.0,0.0,0.0,0.0,0.0,0.3287465940054501,-0.08446866485013624,0.6321525885558583,0.6158038147138964,0.37305858310626716,-0.13146379267737524
829,830,"For as deeds of violence arise, if that emotion of the soul be corrupted, whence vehement action springs, stirring itself insolently and unrulily; and lusts, when that affection of the soul is ungoverned, whereby carnal pleasures are drunk in, so do errors and false opinions defile the conversation, if the reasonable soul itself be corrupted; as it was then in me, who knew not that it must be enlightened by another light, that it may be partaker of truth, seeing itself is not that nature of truth.",-1.25,-5,-6,0,502,87,for as deeds of violence arise if that emotion of the soul be corrupted whence vehement action springs stirring itself insolently and unrulily and lusts when that affection of the soul is ungoverned whereby carnal pleasures are drunk in so do errors and false opinions defile the conversation if the reasonable soul itself be corrupted as it was then in me who knew not that it must be enlightened by another light that it may be partaker of truth seeing itself is not that nature of truth,-1.2,-0.4277009588437467,-2.5,-1.1468938222612006,-3.0,-0.8278358809332261,0.0,0.0,0.33010899182561354,-0.08174386920980926,0.6430517711171662,0.6130790190735694,0.376123978201635,-0.14228764275913808
830,831,"For Thou shalt light my candle, O Lord my God, Thou shalt enlighten my darkness: and of Thy fulness have we all received, for Thou art the true light that lighteth every man that cometh into the world; for in Thee there is no variableness, neither shadow of change.",1.7,0,3,4,265,49,for thou shalt light my candle o lord my god thou shalt enlighten my darkness and of thy fulness have we all received for thou art the true light that lighteth every man that cometh into the world for in thee there is no variableness neither shadow of change,1.16,0.6120057773946062,0.0,0.0,1.5,0.7348500306059988,2.0,1.3672719853091206,0.3129427792915536,-0.08991825613079019,0.6267029972752044,0.5940054495912807,0.36093324250681214,-0.2180545933314767
831,832,"But I pressed towards Thee, and was thrust from Thee, that I might taste of death: for thou resistest the proud.",0.0,0,0,0,112,21,but i pressed towards thee and was thrust from thee that i might taste of death for thou resistest the proud,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.31021798365122666,-0.09264305177111716,0.6185286103542235,0.5912806539509536,0.35684604904632167,-0.22887844341323954
832,833,"But what prouder, than for me with a strange madness to maintain myself to be that by nature which Thou art?",-0.9,-2,-4,0,108,21,but what prouder than for me with a strange madness to maintain myself to be that by nature which thou art,-0.9199999999999999,-1.0311518276385305,-1.0,-1.8998806563531094,-2.0,-2.2855782960495,0.0,0.0,0.3145776566757498,-0.09264305177111716,0.6049046321525886,0.5994550408719346,0.35657356948228897,-0.19640689316795143
833,834,"For whereas I was subject to change (so much being manifest to me, my very desire to become wise, being the wish, of worse to become better), yet chose I rather to imagine Thee subject to change, and myself not to be that which Thou art.",2.55,1,1,0,237,46,for whereas i was subject to change so much being manifest to me my very desire to become wise being the wish of worse to become better yet chose i rather to imagine thee subject to change and myself not to be that which thou art,1.8399999999999999,1.051516265581475,0.5,0.4337806193216565,0.5,0.26092153879591395,0.0,0.0,0.3183923705722076,-0.08991825613079019,0.6185286103542235,0.6049046321525886,0.36297683923705737,-0.17475919300442574
834,835,"Therefore I was repelled by Thee, and Thou resistedst my vain stiffneckedness, and I imagined corporeal forms, and, myself flesh, I accused flesh; and, a wind that passeth away, I returned not to Thee, but I passed on and on to things which have no being, neither in Thee, nor in me, nor in the body.",-1.5,-1,-3,0,300,56,therefore i was repelled by thee and thou resistedst my vain stiffneckedness and i imagined corporeal forms and myself flesh i accused flesh and a wind that passeth away i returned not to thee but i passed on and on to things which have no being neither in thee nor in me nor in the body,-1.4,-0.6908393332240246,-0.5,-0.35633362426333537,-1.5,-0.6430101767541511,0.0,0.0,0.3132152588555863,-0.1008174386920981,0.6049046321525886,0.5994550408719346,0.35418937329700284,-0.19640689316795143
835,836,"Neither were they created for me by Thy truth, but by my vanity devised out of things corporeal.",0.5,-1,0,1,96,18,neither were they created for me by thy truth but by my vanity devised out of things corporeal,0.2,0.4652380604461449,-0.5,-1.108175807606297,0.0,0.0,0.5,0.9301776790671848,0.3089918256130795,-0.10354223433242507,0.6076294277929155,0.5885558583106267,0.35040871934604917,-0.23970229349500194
836,837,"And I was wont to ask Thy faithful little ones, my fellow-citizens (from whom, unknown to myself, I stood exiled), I was wont, prating and foolishly, to ask them, ""Why then doth the soul err which God created?""",-1.25,-2,4,1,210,38,and i was will not to ask thy faithful little ones my fellow citizens from whom unknown to myself i stood exiled i was will not prating and foolishly to ask them why then doth the soul err which god created,-1.2,-0.8202416322207715,-1.0,-1.0501576582472725,2.0,1.263351749539595,0.5,0.44073927913706923,0.31757493188010943,-0.09536784741144415,0.6185286103542235,0.5967302452316077,0.3593664850136241,-0.20723074324971383
837,838,"But I would not be asked, ""Why then doth God err?""",-0.5,-1,1,0,50,11,but i would not be asked why then doth god err,-0.6,-1.0857626223712904,-0.5,-1.8127380831053055,0.5,1.0903723887375114,0.0,0.0,0.31730245231607673,-0.09264305177111716,0.6239782016348774,0.5940054495912807,0.3606607629427794,-0.2180545933314767
838,839,"And I maintained that Thy unchangeable substance did err upon constraint, rather than confess that my changeable substance had gone astray voluntarily, and now, in punishment, lay in error.",-4.4,-4,-2,-5,189,29,and i maintained that thy unchangeable substance did err upon constraint rather than confess that my changeable substance had gone astray voluntarily and now in punishment lay in error,-3.72,-3.337976356166069,-2.0,-2.751912622542491,-1.0,-0.8276456394346777,-2.5,-2.887366425370562,0.3133514986376026,-0.09809264305177112,0.6049046321525886,0.5858310626702997,0.3514986376021799,-0.2505261435767648
839,840,"I was then some six or seven and twenty years old when I wrote those volumes; revolving within me corporeal fictions, buzzing in the ears of my heart, which I turned, O sweet truth, to thy inward melody, meditating on the ""fair and fit,"" and longing to stand and hearken to Thee, and to rejoice greatly at the Bridegroom's voice, but could not; for by the voices of mine own errors, I was hurried abroad, and through the weight of my own pride, I was sinking into the lowest pit.",1.65,0,5,4,479,90,i was then some six or seven and twenty years old when i wrote those volumes revolving within me corporeal fictions buzzing in the ears of my heart which i turned o sweet truth to thy inward melody meditating on the fair and fit and longing to stand and hearken to thee and to rejoice greatly at the bridegroom own voice but could not for by the voices of mine own errors i was hurried abroad and through the weight of my own pride i was sinking into the lowest pit,1.1199999999999999,0.26534118240480425,0.0,0.0,2.5,0.6668703477391401,2.0,0.7444728363515165,0.3148501362397824,-0.09264305177111716,0.5940054495912807,0.5858310626702997,0.3505108991825614,-0.2505261435767648
840,841,"For Thou didst not make me to hear joy and gladness, nor did the bones exult which were not yet humbled.",2.5,3,3,3,104,21,for thou didst not make me to hear joy and gladness nor did the bones exult which were not yet humbled,1.8,2.3988825515999594,1.5,2.849820984529664,1.5,1.714183722037125,1.5,2.392075202284626,0.3159400544959132,-0.08991825613079019,0.5940054495912807,0.5858310626702997,0.3514645776566758,-0.2505261435767648
841,842,"And what did it profit me, that scarce twenty years old, a book of Aristotle, which they call the ten Predicaments, falling into my hands (on whose very name I hung, as on something great and divine, so often as my rhetoric master of Carthage, and others, accounted learned, mouthed it with cheeks bursting with pride), I read and understood it unaided?",0.25,0,4,0,353,62,and what did it profit me that scarce twenty years old a book of aristotle which they call the ten predicaments falling into my hands on whose very name i hung as on something great and divine so often as my rhetoric master of carthage and others accounted learned mouthed it with cheeks bursting with pride i read and understood it unaided,0.0,-0.03774922536436673,0.0,0.0,2.0,0.774391227221416,0.0,0.0,0.31757493188010943,-0.08991825613079019,0.5776566757493188,0.5858310626702997,0.34778610354223444,-0.2505261435767648
842,843,"And on my conferring with others, who said that they scarcely understood it with very able tutors, not only orally explaining it, but drawing many things in sand, they could tell me no more of it than I had learned, reading it by myself.",-0.4,-1,-1,0,237,44,and on my conferring with others who said that they scarcely understood it with very able tutors not only orally explaining it but drawing many things in sand they could tell me no more of it than i had learned reading it by myself,-0.52,-0.31584499360256896,-0.5,-0.45349344001339276,-0.5,-0.27277891388320835,0.0,0.0,0.3215258855585835,-0.08991825613079019,0.5831062670299727,0.5994550408719346,0.35354223433242515,-0.19640689316795143
843,844,"And the book appeared to me to speak very clearly of substances, such as ""man,"" and of their qualities, as the figure of a man, of what sort it is; and stature, how many feet high; and his relationship, whose brother he is; or where placed; or when born; or whether he stands or sits; or be shod or armed; or does, or suffers anything; and all the innumerable things which might be ranged under these nine Predicaments, of which I have given some specimens, or under that chief Predicament of Substance.",-0.35,-1,1,1,503,92,and the book appeared to me to speak very clearly of substances such as man and of their qualities as the figure of a man of what sort it is and stature how many feet high and his relationship whose brother he is or where placed or when born or whether he stands or sits or be shod or armed or does or suffers anything and all the innumerable things which might be ranged under these nine predicaments of which i have given some specimens or under that chief predicament of substance,-0.48,-0.2038282020011961,-0.5,-0.21691388213226184,0.5,0.13047494837517662,0.5,0.1820726008042604,0.33474114441416936,-0.07629427792915532,0.5994550408719346,0.6076294277929155,0.36638283378746606,-0.16393534292266335
844,845,"What did all this further me, seeing it even hindered me?",0.0,0,0,0,57,11,what did all this further me seeing it even hindered me,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.3441416893732974,-0.06267029972752043,0.6239782016348774,0.6212534059945504,0.3816757493188012,-0.10981609251384998
845,846,"when, imagining whatever was, was comprehended under those ten Predicaments, I essayed in such wise to understand, O my God, Thy wonderful and unchangeable Unity also, as if Thou also hadst been subjected to Thine own greatness or beauty; so that (as in bodies) they should exist in Thee, as their subject: whereas Thou Thyself art Thy greatness and beauty; but a body is not great or fair in that it is a body, seeing that, though it were less great or fair, it should notwithstanding be a body.",3.5,6,13,5,496,89,when imagining whatever was was comprehended under those ten predicaments i essayed in such wise to understand o my god thy wonderful and unchangeable unity also as if thou also hadst been subjected to thine own greatness or beauty so that as in bodies they should exist in thee as their subject whereas thou thyself art thy greatness and beauty but a body is not great or fair in that it is a body seeing that though it were less great or fair it should notwithstanding be a body,2.6,0.7102394309897747,3.0,1.3453485874613693,6.5,1.7533423210875185,2.5,0.9410459498932704,0.3427792915531339,-0.0681198910081744,0.6267029972752044,0.6239782016348774,0.3813351498637603,-0.09899224243208714
846,847,"But it was falsehood which of Thee I conceived, not truth, fictions of my misery, not the realities of Thy blessedness.",0.35,-2,-2,-1,119,21,but it was falsehood which of thee i conceived not truth fictions of my misery not the realities of thy blessedness,0.07999999999999999,0.22989022355209074,-1.0,-1.8998806563531094,-1.0,-1.14278914802475,-0.5,-0.7973584007615422,0.3389645776566762,-0.07084468664850137,0.6049046321525886,0.6103542234332425,0.37084468664850145,-0.15311149284090048
847,848,"For Thou hadst commanded, and it was done in me, that the earth should bring forth briars and thorns to me, and that in the sweat of my brows I should eat my bread.",0.6,0,0,1,164,34,for thou hadst commanded and it was done in me that the earth should bring forth briars and thorns to me and that in the sweat of my brows i should eat my bread,0.27999999999999997,0.25072837799987463,0.0,0.0,0.0,0.0,0.5,0.4925757130255808,0.3395095367847416,-0.07084468664850137,0.5885558583106267,0.6049046321525886,0.3655313351498639,-0.17475919300442574
848,849,"And what did it profit me, that all the books I could procure of the so-called liberal arts, I, the vile slave of vile affections, read by myself, and understood?",-1.75,-2,-4,0,162,30,and what did it profit me that all the books i could procure of the so called liberal arts i the vile slave of vile affections read by myself and understood,-1.6,-1.3591992480062391,-1.0,-1.3301063842045593,-2.0,-1.6001332889036985,0.0,0.0,0.33405994550408763,-0.08446866485013624,0.5831062670299727,0.6021798365122616,0.35871934604904643,-0.1855830430861886
849,850,"And I delighted in them, but knew not whence came all, that therein was true or certain.",2.05,1,6,2,88,17,and i delighted in them but knew not whence came all that therein was true or certain,1.44,2.4312352118668366,0.5,1.173324297177508,3.0,4.234567901234568,1.0,1.969723691945914,0.33569482288828384,-0.08446866485013624,0.5694822888283378,0.6076294277929155,0.3570844686648502,-0.16393534292266335
850,851,"For I had my back to the light, and my face to the things enlightened; whence my face, with which I discerned the things enlightened, itself was not enlightened.",0.5,0,2,0,161,29,for i had my back to the light and my face to the things enlightened whence my face with which i discerned the things enlightened itself was not enlightened,0.2,0.24211376801244247,0.0,0.0,1.0,0.8276456394346777,0.0,0.0,0.34155313351498684,-0.07901907356948229,0.5749318801089919,0.6185286103542235,0.36399863760218,-0.12063994259561239
851,852,"Whatever was written, either on rhetoric, or logic, geometry, music, and arithmetic, by myself without much difficulty or any instructor, I understood, Thou knowest, O Lord my God; because both quickness of understanding, and acuteness in discerning, is Thy gift: yet did I not thence sacrifice to Thee.",2.15,-2,3,5,303,48,whatever was written either on rhetoric or logic geometry music and arithmetic by myself without much difficulty or any instructor i understood thou knowest o lord my god because both quickness of understanding and acuteness in discerning is thy gift yet did i not thence sacrifice to thee,1.52,0.8259867185852179,-1.0,-0.8314203830447581,1.5,0.7501562174546971,2.5,1.7446886065403042,0.3495912806539514,-0.06267029972752043,0.5912806539509536,0.6348773841961853,0.37826975476839253,-0.05569684210503619
852,853,"So then it served not to my use, but rather to my perdition, since I went about to get so good a portion of my substance into my own keeping; and I kept not my strength for Thee, but wandered from Thee into a far country, to spend it upon harlotries.",0.25,1,5,2,250,51,so then it served not to my use but rather to my perdition since i went about to get so good a portion of my substance into my own keeping and i kept not my strength for thee but wandered from thee into a far country to spend it upon harlotries,0.0,-0.0193219448392524,0.5,0.39126144471651475,2.5,1.176730052930798,1.0,0.6568319937267204,0.34877384196185324,-0.06267029972752043,0.5967302452316077,0.6294277929155313,0.37806539509536796,-0.07734454226856188
853,854,"For what profited me good abilities, not employed to good uses?",1.35,1,5,1,63,11,for what profited me good abilities not employed to good uses,0.8800000000000001,2.475713342511737,0.5,1.8127380831053055,2.5,5.451861943687557,0.5,1.5215712988192551,0.34822888283378783,-0.05994550408719346,0.5885558583106267,0.6348773841961853,0.3779291553133516,-0.05569684210503619
854,855,"For I felt not that those arts were attained with great difficulty, even by the studious and talented, until I attempted to explain them to such; when he most excelled in them who followed me not altogether slowly.",1.05,1,3,0,214,38,for i felt not that those arts were attained with great difficulty even by the studious and talented until i attempted to explain them to such when he most excelled in them who followed me not altogether slowly,0.64,0.4623121176278871,0.5,0.5250788291236362,1.5,0.9475138121546962,0.0,0.0,0.3418256130790195,-0.0653950953678474,0.5803814713896458,0.6267029972752044,0.37087874659400555,-0.0881683923503243
855,856,"But what did this further me, imagining that Thou, O Lord God, the Truth, wert a vast and bright body, and I a fragment of that body?",1.5,1,2,2,133,27,but what did this further me imagining that thou o lord god the truth wert a vast and bright body and i a fragment of that body,1.0,1.0538955315814693,0.5,0.7389206329133436,1.0,0.8889300259163273,1.0,1.2404664938911514,0.3351498637602184,-0.07629427792915532,0.5504087193460491,0.6130790190735694,0.3555858310626704,-0.14228764275913808
856,857,Perverseness too great!,0.5,1,3,0,23,3,perverseness too great,0.2,3.397661372210737,0.5,6.630646609631035,1.5,11.96511627906977,0.0,0.0,0.3444141689373301,-0.07084468664850137,0.5640326975476839,0.6239782016348774,0.36539509536784753,-0.09899224243208714
857,858,But such was I.,0.0,0,0,0,15,4,but such was i,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.3423705722070849,-0.07084468664850137,0.5776566757493188,0.6212534059945504,0.36760899182561313,-0.10981609251384998
858,859,"Nor do I blush, O my God, to confess to Thee Thy mercies towards me, and to call upon Thee, who blushed not then to profess to men my blasphemies, and to bark against Thee.",0.1,-1,1,-1,172,35,nor do i blush o my god to confess to thee thy mercies towards me and to call upon thee who blushed not then to profess to men my blasphemies and to bark against thee,-0.12,-0.06266000609001794,-0.5,-0.5700727305052675,0.5,0.3429020279920023,-0.5,-0.47850614110254214,0.34373297002724834,-0.0681198910081744,0.5831062670299727,0.6212534059945504,0.36999318801089925,-0.10981609251384998
859,860,"What profited me then my nimble wit in those sciences and all those most knotty volumes, unravelled by me, without aid from human instruction; seeing I erred so foully, and with such sacrilegious shamefulness, in the doctrine of piety?",1.65,0,0,4,235,39,what profited me then my nimble wit in those sciences and all those most knotty volumes unravelled by me without aid from human instruction seeing i erred so foully and with such sacrilegious shamefulness in the doctrine of piety,1.1199999999999999,0.7733052785978437,0.0,0.0,0.0,0.0,2.0,1.7177646757241736,0.3460490463215263,-0.07084468664850137,0.5831062670299727,0.6294277929155313,0.37193460490463226,-0.07734454226856188
860,861,"Or what hindrance was a far slower wit to Thy little ones, since they departed not far from Thee, that in the nest of Thy Church they might securely be fledged, and nourish the wings of charity, by the food of a sound faith.",2.25,1,-1,3,224,44,or what hindrance was a far slower wit to thy little ones since they departed not far from thee that in the nest of thy church they might securely be fledged and nourish the wings of charity by the food of a sound faith,1.6,0.960417815088449,0.5,0.45349344001339276,-0.5,-0.27277891388320835,1.5,1.1419563735514657,0.3495912806539514,-0.0653950953678474,0.5912806539509536,0.6348773841961853,0.37758855585831075,-0.05569684210503619
861,862,"O Lord our God, under the shadow of Thy wings let us hope; protect us, and carry us.",1.25,1,4,3,84,18,o lord our god under the shadow of thy wings let us hope protect us and carry us,0.8,1.3478974772872871,0.5,1.108175807606297,2.0,2.6662965019433646,1.5,2.7905330372015547,0.3602179836512266,-0.05994550408719346,0.6021798365122616,0.6457765667574932,0.38705722070844695,-0.012401441777985689
862,863,"Thou wilt carry us both when little, and even to hoar hairs wilt Thou carry us; for our firmness, when it is Thou, then is it firmness; but when our own, it is infirmity.",-0.95,-1,0,0,170,34,thou wilt carry us both when little and even to hoar hairs wilt thou carry us for our firmness when it is thou then is it firmness but when our own it is infirmity,-0.96,-0.7152572713514498,-0.5,-0.5868346455451167,0.0,0.0,0.0,0.0,0.3554495912806544,-0.07084468664850137,0.5831062670299727,0.6403269754768393,0.37700953678474125,-0.034049141941510944
863,864,"Our good ever lives with Thee; from which when we turn away, we are turned aside.",0.75,1,3,1,81,16,our good ever lives with thee from which when we turn away we are turned aside,0.4,0.8697213784697456,0.5,1.2466112613984643,1.5,2.2495315427857587,0.5,1.0463772642098688,0.355313351498638,-0.07084468664850137,0.5803814713896458,0.6403269754768393,0.37629427792915543,-0.034049141941510944
864,865,"Let us now, O Lord, return, that we may not be overturned, because with Thee our good lives without any decay, which good art Thou; nor need we fear, lest there be no place whither to return, because we fell from it: for through our absence, our mansion fell notâ""Thy eternity.",-1.15,-3,0,-2,278,51,let us now o lord return that we may not be overturned because with thee our good lives without any decay which good art thou nor need we fear lest there be no place whither to return because we fell from it for through our absence our mansion fell notâthy eternity,-1.1199999999999999,-0.6010477381146248,-1.5,-1.1737843341495442,0.0,0.0,-1.0,-0.6568319937267204,0.3746594005449595,-0.05449591280653951,0.6185286103542235,0.6566757493188011,0.39884196185286114,0.030893958549065258
865,866,"BOOK V  Accept the sacrifice of my confessions from the ministry of my tongue, which Thou hast formed and stirred up to confess unto Thy name.",0.25,-2,1,1,142,26,book v  accept the sacrifice of my confessions from the ministry of my tongue which thou hast formed and stirred up to confess unto thy name,0.0,0.08052388939953149,-1.0,-1.534659461360201,0.5,0.4615532487504806,0.5,0.644079200307574,0.37792915531335186,-0.05449591280653951,0.6267029972752044,0.6566757493188011,0.4017029972752045,0.030893958549065258
866,867,"Heal Thou all my bones, and let them say, O Lord, who is like unto Thee?",1.25,2,2,1,72,16,heal thou all my bones and let them say o lord who is like unto thee,0.8,1.5316699979704316,1.0,2.4932225227969287,1.0,1.4996876951905058,0.5,1.0463772642098688,0.38160762942779325,-0.04904632152588556,0.6403269754768393,0.6648501362397821,0.40943460490463224,0.06336550879435336
867,868,"For he who confesses to Thee doth not teach Thee what takes place within him; seeing a closed heart closes not out Thy eye, nor can man's hard-heartedness thrust back Thy hand: for Thou dissolvest it at Thy will in pity or in vengeance, and nothing can hide itself from Thy heat.",-1.1,-3,-4,0,279,52,for he who confesses to thee doth not teach thee what takes place within him seeing a closed heart closes not out thy eye nor can man own hard heartedness thrust back thy hand for thou dissolvest it at thy will in pity or in vengeance and nothing can hide itself from thy heat,-1.08,-0.571483694139352,-1.5,-1.1512158985765861,-2.0,-0.9232839838492598,0.0,0.0,0.3821525885558586,-0.043596730245231606,0.6566757493188011,0.6730245231607629,0.41706403269754777,0.09583705903964101
868,869,"But let my soul praise Thee, that it may love Thee; and let it confess Thy own mercies to Thee, that it may praise Thee.",1.0,1,6,2,120,25,but let my soul praise thee that it may love thee and let it confess thy own mercies to thee that it may praise thee,0.6,0.7242832471560203,0.5,0.7980106475405603,3.0,2.880047980807677,1.0,1.3396641343462614,0.3835149863760221,-0.043596730245231606,0.6566757493188011,0.6757493188010899,0.4180858310626704,0.10666090912140386
869,870,"Thy whole creation ceaseth not, nor is silent in Thy praises; neither the spirit of man with voice directed unto Thee, nor creation animate or inanimate, by the voice of those who meditate thereon: that so our souls may from their weariness arise towards Thee, leaning on those things which Thou hast created, and passing on to Thyself, who madest them wonderfully; and there is refreshment and true strength.",3.1,1,12,5,409,69,thy whole creation ceaseth not nor is silent in thy praises neither the spirit of man with voice directed unto thee nor creation animate or inanimate by the voice of those who meditate thereon that so our souls may from their weariness arise towards thee leaning on those things which thou hast created and passing on to thyself who madest them wonderfully and there is refreshment and true strength,2.2800000000000002,0.8289263128453952,0.5,0.28920803209664414,6.0,2.0875235473119838,2.5,1.2137733661788148,0.38637602179836544,-0.04904632152588556,0.6539509536784741,0.6811989100817438,0.4181198910081745,0.12830860928492913
870,871,"Let the restless, the godless, depart and flee from Thee; yet Thou seest them, and dividest the darkness.",-3.0,-3,-3,-3,105,18,let the restless the godless depart and flee from thee yet thou seest them and dividest the darkness,-2.6,-3.653839218145852,-1.5,-3.3245274228188917,-1.5,-1.9997223764575236,-1.5,-2.7905330372015547,0.4008174386920984,-0.035422343324250684,0.667574931880109,0.7002724795640327,0.43331062670299736,0.20407555985726816
871,872,"And behold, the universe with them is fair, though they are foul.",0.0,0,-1,0,65,12,and behold the universe with them is fair though they are foul,-0.2,-0.1232015507812832,0.0,0.0,-0.5,-0.9995836802664447,0.0,0.0,0.40395095367847444,-0.027247956403269755,0.6920980926430518,0.6920980926430518,0.44022479564032707,0.17160400961198005
872,873,And how have they injured Thee?,-0.75,0,-2,-1,31,6,and how have they injured thee,-0.8,-2.768242498752826,0.0,0.0,-1.0,-3.995008319467555,-0.5,-2.787437603993345,0.4051771117166215,-0.02452316076294278,0.6920980926430518,0.7057220708446866,0.44461852861035434,0.2257232600207934
873,874,"or how have they disgraced Thy government, which, from the heaven to this lowest earth, is just and perfect?",-0.45,1,2,-2,108,19,or how have they disgraced thy government which from the heaven to this lowest earth is just and perfect,-0.5599999999999999,-0.6249384081397988,0.5,1.0498814463434727,1.0,1.2630194634402947,-1.0,-1.762493424513414,0.42670299727520467,-0.008174386920980926,0.7438692098092643,0.7329700272479565,0.47384196185286115,0.33396176083842055
874,875,"For whither fled they, when they fled from Thy presence?",-0.4,0,0,1,56,10,for whither fled they when they fled from thy presence,-0.52,-0.9701783658227202,0.0,0.0,0.0,0.0,0.5,1.6735764235764237,0.43010899182561335,-0.010899182561307902,0.7493188010899182,0.7411444141689373,0.47741825613079025,0.3664333110837082
875,876,or where dost not Thou find them?,0.0,0,0,0,33,7,or where dost not thou find them,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.44482288828337907,0.0027247956403269754,0.8010899182561307,0.7574931880108992,0.5015326975476839,0.4313764115742844
876,877,"But they fled, that they might not see Thee seeing them, and, blinded, might stumble against Thee (because Thou forsakest nothing Thou hast made); that the unjust, I say, might stumble upon Thee, and justly be hurt; withdrawing themselves from thy gentleness, and stumbling at Thy uprightness, and falling upon their own ruggedness.",-3.05,-3,-5,-4,332,53,but they fled that they might not see thee seeing them and blinded might stumble against thee because thou forsakest nothing thou hast made that the unjust i say might stumble upon thee and justly be hurt withdrawing themselves from thy gentleness and stumbling at thy uprightness and falling upon their own ruggedness,-2.6399999999999997,-1.342717946349223,-1.5,-1.129498941425547,-2.5,-1.1323335219769857,-2.0,-1.2641011129975477,0.44754768392370603,0.0,0.8092643051771117,0.7656675749318801,0.5056198910081744,0.4638479618195725
877,878,"Ignorant, in truth, that Thou art every where, Whom no place encompasseth!",0.6,-1,-3,1,74,12,ignorant in truth that thou art every where whom no place encompasseth,0.27999999999999997,0.9356957746014959,-0.5,-1.6618023559524908,-1.5,-2.998751040799334,0.5,1.394879267277269,0.44264305177111746,-0.0027247956403269754,0.7956403269754768,0.7602179836512262,0.4989441416893734,0.44220026165604726
878,879,"and Thou alone art near, even to those that remove far from Thee.",-0.25,0,-2,0,65,13,and thou alone art near even to those that remove far from thee,-0.4,-0.5304958397207905,0.0,0.0,-1.0,-1.8455034588777863,0.0,0.0,0.44604904632152614,0.0,0.8038147138964578,0.771117166212534,0.5052452316076295,0.48549566198309774
