,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale
498,-0.5062910415908476,-0.39410491515975377,-0.023130823433053924,0.5381921715628903,-1.9346018528110407,-0.4263508963201331,-0.7052493358696178,-0.9852307061767442,-1.5016018293744466,-1.911594799075807,-0.7417597803571326,-0.38272061463244156,-0.30617047976363354,-0.09318429686601934,-1.6999741057108537,0.882536253128039,-0.4260824700414666,-0.4766216817369731,-0.29252448156745947,0.18980927681070597,-0.5719690817917584,-0.45982585652489605
499,-0.5399192078177725,-0.41599059481909856,-0.05380881326500093,0.49551399440062055,-1.9741054237963547,-0.4626744803603951,-0.7446590107421944,-1.0392482317405918,-1.5137803169466295,-1.9434901252882881,-0.7820180409539048,-0.35112463434867286,-0.2816680582400071,-0.07907885680336384,-1.6708621323889203,0.859663982489827,-0.4170742287668372,-0.5328048152898918,-0.27870527358021324,0.16026345819206758,-0.5802172828569301,-0.4865670167663316
500,-0.5635304734664643,-0.4265281442847088,-0.09835869862450158,0.582502670090789,-2.043551893644414,-0.43731615055498724,-0.8087486821376217,-1.1135110354040556,-1.5117350489527648,-1.9393037010422358,-0.8117143164604825,-0.350667612557271,-0.2811627046637429,-0.07907885680336384,-1.7285654160195971,0.8745504131528565,-0.4243452195258909,-0.5025727176344216,-0.2778415730810103,0.16026345819206758,-0.5637208807265869,-0.4999375968870493
501,-0.572831881146252,-0.43706569375031923,-0.12871134654546607,0.48912523991660306,-2.038789919949562,-0.4500013542890142,-0.8492626242907328,-1.1618557527276856,-1.5814428530960554,-1.951917729174768,-0.8147307907514614,-0.32316910170719454,-0.26071043319817216,-0.03318432565440436,-1.7788906683099381,0.7858348702765414,-0.444208482582793,-0.4441788185593146,-0.24847575610811198,0.18980927681070597,-0.49773527220521413,-0.4999375968870493
502,-0.5427811794115532,-0.38680968860663895,-0.08794728353069879,0.5360733968101536,-1.9458396210677862,-0.4140153933803386,-0.8045779383608026,-1.0907875339093953,-1.5448625589041345,-1.91482891424932,-0.7813869977007493,-0.31719997479884254,-0.25411004851835745,-0.03935643086867689,-1.879302204241619,0.7800211402764583,-0.4593396411636904,-0.33986533267596947,-0.2847511770746336,0.14549054888274837,-0.5472244785962436,-0.526678757128485
503,-0.5563755444820122,-0.40221072244099254,-0.10209715516396418,0.509462594856138,-1.9523521403625452,-0.5022269061829865,-0.7703604859596751,-1.0450113918754205,-1.5847199302225887,-1.932124877929743,-0.7567389269613218,-0.33760954723909464,-0.2417419435478284,-0.06667861794542408,-1.8229980653376918,0.760944912301495,-0.4853076124749973,-0.33108511609554486,-0.2795689740794162,0.13071763957342916,-0.538976277531072,-0.5667904974906384
504,-0.6107530047638482,-0.4476032432159297,-0.18262702736748462,0.5281207847705447,-2.0532227399655785,-0.5755255660422183,-0.825866985213853,-1.0597516581105253,-1.5775387381500428,-1.9598568277282982,-0.7697984985782969,-0.3621475603094318,-0.2688749444086296,-0.0917630316252709,-1.790286259002195,0.7635644482847468,-0.5205099061446704,-0.36247089378032105,-0.3123895930491262,0.1011718209547907,-0.5802172828569301,-0.6202728179735094
505,-0.5950121609980535,-0.4297704671972045,-0.18262702736748462,0.578517355674927,-2.0489504293755956,-0.5874799946472515,-0.7968596137339338,-0.9910003200183308,-1.5699799093813949,-1.9539955019338828,-0.7995438156969867,-0.3696494647024967,-0.27717020359572075,-0.10592801037494978,-1.7659807325406753,0.6608967198654815,-0.5443802241660346,-0.3128456219705314,-0.32102659804115524,0.0863989116454715,-0.5802172828569301,-0.6470139782149451
506,-0.5370572362239916,-0.36411342821917053,-0.14297538635615303,0.44019163253196775,-2.061730636412679,-0.5636551052400744,-0.7204561181294006,-0.9017649166764765,-1.5112587440038245,-1.9494592968268902,-0.8187473560952315,-0.3628659390933118,-0.26966929446890225,-0.07685532121570732,-1.7556477816363452,0.6654792485338276,-0.5198840936659053,-0.3128456219705314,-0.3192991970427494,0.1011718209547907,-0.5637208807265869,-0.6336433980942272
507,-0.5542290657866766,-0.3835673656941437,-0.15556128483076914,0.46958422718855597,-2.1315688367446333,-0.5754686925760462,-0.7334028699775028,-0.8575183031441302,-1.505534951653226,-1.954132876047832,-0.8935628271466989,-0.3601213888759119,-0.2666344976743223,-0.05463167900031209,-1.7794516850783064,0.6767323806659407,-0.5430332681250278,-0.3128456219705314,-0.3287999025339813,0.1011718209547907,-0.5719690817917584,-0.6470139782149451
508,-0.5642459663649095,-0.39491549588787794,-0.17048977417012634,0.452180006005361,-2.1498699952891154,-0.6268770265471478,-0.7147914359535592,-0.812045485327778,-1.45442015484788,-1.9513398202261958,-0.9086687146200655,-0.3597820309852496,-0.26625925140181167,-0.06726720461431793,-1.7623078247365602,0.6789728759885751,-0.573541551699616,-0.309063178831239,-0.3624842220028943,0.0863989116454715,-0.5884654839221016,-0.7272374589392517
509,-0.6078910331700672,-0.44436092030343444,-0.22587418730613218,0.4557257106936145,-2.1781113148624405,-0.6993891241071211,-0.7796966222422387,-0.919028582253931,-1.5135774186902575,-2.006715519656035,-0.9353694012227932,-0.3739748385813324,-0.2933570980796429,-0.0877149800797945,-1.7952161254752645,0.598789106980562,-0.6367656020390354,-0.4408010888009779,-0.36766642499811175,0.0863989116454715,-0.5472244785962436,-0.7673491993014051
510,-0.607175540271622,-0.44355033957531054,-0.24160103878835754,0.4182687998863032,-2.1075263782955607,-0.7380215374779864,-0.7706839802255255,-0.9431138158745138,-1.5327454674922623,-2.002864360911157,-0.9383490279920351,-0.3829771238530103,-0.30331140910415233,-0.10896244820431278,-1.7563147187605144,0.5723869910673184,-0.6367656020390354,-0.4408010888009779,-0.38148563298535804,0.05685309302683309,-0.5719690817917584,-0.7673491993014051
511,-0.6128994834591838,-0.4500349854003016,-0.2583810804564933,0.3906490575738416,-2.0911593890153113,-0.7379045812622127,-0.7798862762470301,-0.9537043486642718,-1.6221963619016178,-2.018570039431892,-0.9406018606698423,-0.40443999648677176,-0.3408881091802707,-0.13091395625288624,-1.7955537343417232,0.5312061483415763,-0.6557358071946733,-0.4408010888009779,-0.43071656143992315,0.012534365098875455,-0.5967136849872732,-0.7940903595428408
512,-0.6250628627327522,-0.4638148577784075,-0.27262574667659223,0.31006902690618593,-2.1244075138359224,-0.7379045812622127,-0.7873973744648148,-0.9770151374739033,-1.639073710550494,-2.0222434535201708,-0.955218961338435,-0.46462802442835993,-0.40744124896660444,-0.19023939518829638,-1.8604888483226385,0.3704819723965814,-0.6931392886477358,-0.54472080108687,-0.48426599239050266,-0.0465572721384014,-0.6874438967041606,-0.834202099904994
513,-0.6493896212798894,-0.4913746025346194,-0.26048490334113283,0.25558624755009707,-2.125778570529556,-0.7842762961488914,-0.789470978853354,-0.9930332376470777,-1.632364893469792,-2.035047055279392,-0.9852905086445027,-0.5377827083264679,-0.48833231767250784,-0.2138054976711611,-1.872601052364714,0.3276589651750321,-0.7607452148966308,-0.5749781100035778,-0.58791005229485,-0.09087600006635903,-0.7286849020300187,-0.9144255806293008
514,-0.6465276496861085,-0.4881322796221239,-0.25593540123353664,0.2987705091961634,-2.1659676698616868,-0.8096703178005253,-0.7963680787514756,-1.022023288403685,-1.6381153081103936,-2.0696515123145915,-1.0273918921387788,-0.5965227051412161,-0.5532842915576582,-0.25926430676548257,-1.8866440777896625,0.2127082720019626,-0.819039128103046,-0.6479120665721221,-0.6595971937286904,-0.13519472799431667,-0.7864223094862198,-0.9411667408707365
515,-0.6393727207016565,-0.48002647234088514,-0.23990422133987782,0.299224532357464,-2.150910529386962,-0.8096703178005253,-0.7703015443030108,-0.9924136817983168,-1.6151136495479879,-2.056754558544305,-1.0126764910744628,-0.5432230030379032,-0.5078940456766031,-0.22290455598877879,-1.8428260550914959,0.3296759572591594,-0.7647410225346032,-0.6449993922287302,-0.6276402752581832,-0.09087600006635903,-0.7864223094862198,-0.901055000508583
516,-0.7152149679368487,-0.5659480295220162,-0.3228736480328729,0.1690191647954222,-2.1929236237847296,-0.8948830338574324,-0.8068352474959779,-1.0813522146293062,-1.6566444219523315,-2.073576659155154,-1.002395825958331,-0.5134431841388387,-0.4584387931016716,-0.2041477556448583,-1.8403028509968222,0.3463617981954428,-0.6962134835047403,-0.6071848972951565,-0.6017292602820964,-0.09087600006635903,-0.802918711616563,-0.847572680025712
517,-0.7753163714062461,-0.6340368106844217,-0.3764944321101673,0.024412787921135805,-2.1814287823979277,-0.966309040379896,-0.8686127506128606,-1.166141014014949,-1.6769153941973087,-2.0866813938627082,-1.0277148210630485,-0.5326225094156045,-0.4796464046451324,-0.21710805133519168,-1.770503062822519,0.37391636277130175,-0.7032748103688213,-0.6444038511524987,-0.6008655597828936,-0.07610309075703982,-0.8441597169424209,-0.847572680025712
518,-0.8118065092269517,-0.6753764278187394,-0.41521948126608677,0.006251861469106097,-2.202398604863947,-0.9925367243840104,-0.9311738640839218,-1.233685508943411,-1.7731106020740364,-2.1157880485841845,-1.0367622288695166,-0.5545440739137826,-0.5038862575906097,-0.19928706606041974,-1.7373978950720814,0.3620782605071701,-0.7313230111733352,-0.6444038511524987,-0.5965470572868791,-0.07610309075703982,-0.8524079180075924,-0.834202099904994
519,-0.9348712877595279,-0.8147963130560463,-0.5045513945646419,-0.07857479916724905,-2.2150319129695695,-1.0875500167334131,-0.9706935791487564,-1.249393831192205,-1.7639099386490742,-2.1223629701278295,-1.034655660584219,-0.5328362965139041,-0.4798828005385392,-0.18584898730335897,-1.7302919672568007,0.4090344458891467,-0.7115812606604682,-0.6523615982169741,-0.5982744582852848,-0.09087600006635903,-0.8441597169424209,-0.8074609396635585
520,-0.9348712877595279,-0.8147963130560463,-0.48927550329348013,-0.1447108396633904,-2.235463106020233,-1.0874253443025883,-1.0012630269390623,-1.2773577425743017,-1.7671046134494082,-2.1106016978647237,-1.0309116172832018,-0.5351714131716072,-0.4824648646242464,-0.1727347652640552,-1.7281208353091573,0.4521570067799171,-0.6756693778157375,-0.6523615982169741,-0.6000018592836905,-0.07610309075703982,-0.8276633148120777,-0.7807197794221229
521,-0.8990966428372673,-0.7904788912123298,-0.4607674274945057,-0.017281672391648982,-2.228130401024818,-1.0256043985937981,-1.008655622781831,-1.2479675619987032,-1.7589120474058848,-2.1088712115465467,-1.0378332439119362,-0.5455942230066851,-0.4961751812298924,-0.16154014471041228,-1.7463438632165953,0.39244369771311777,-0.6678090544357367,-0.6523615982169741,-0.5922285547908644,-0.01701145351976298,-0.8606561190727641,-0.7807197794221229
522,-0.9119755150092811,-0.8050693443185597,-0.4941812201464634,-0.07070506437136946,-2.2389764387976685,-1.026282296551939,-1.067375207893568,-1.2762993346660019,-1.7961300088297774,-2.1185394817045506,-1.0252725723629164,-0.6208464394763651,-0.5793856045186988,-0.2636432134622563,-1.7020411280382437,0.3501398990147351,-0.735945947575091,-0.6523615982169741,-0.6725527012167338,-0.09087600006635903,-0.9348899286593084,-0.847572680025712
523,-0.8969501641419316,-0.7880471490279582,-0.4486154740298018,0.041036694631108935,-2.1311771062607376,-1.0139943723419031,-1.0551269339839824,-1.2537694443740794,-1.7559303509255728,-2.1259830136753295,-0.9914018509059237,-0.6574295634039958,-0.6318268290528883,-0.36540039395300167,-1.6981773998975604,0.2988468450575245,-0.7862617277014444,-0.7286079778371425,-0.7442398426505741,-0.1647405466129551,-1.0173719393110243,-0.9277961607500186
524,-0.9119755150092811,-0.8050693443185597,-0.49333492334108675,-0.051205677639825184,-2.1973428333061737,-1.001103386919584,-1.0660434892673296,-1.308129016396097,-1.7618633184119077,-2.1387295709449003,-1.0118653381058,-0.6852846825425876,-0.6474475505093825,-0.3751315156409816,-1.6658261170346025,0.3180896621286869,-0.8267932819900898,-0.7286079778371425,-0.7718782586250668,-0.17951345592227433,-1.042116542506539,-0.9946490613536075
525,-0.887648756462144,-0.7775095995623479,-0.46274631570213853,-0.026234403768284308,-2.1742184931787314,-0.9503543605331081,-1.0580055148994738,-1.2781515485055268,-1.779966475613801,-2.144283508360408,-1.0132620922410487,-0.705883993633683,-0.6471287574200313,-0.39212949558866417,-1.6334576362334614,0.320376112943298,-0.8078728477103583,-0.7286079778371425,-0.7701508576266609,-0.14996763730363588,-1.042116542506539,-0.9812784812328899
526,-0.8719079126963494,-0.7758884381061001,-0.4094168800022617,-0.07844706731786964,-2.163813152200263,-0.9503543605331081,-1.0718734726608452,-1.2667220338372382,-1.7160729796071186,-2.147057496108077,-1.0469333022505032,-0.7284245520428264,-0.672053065226255,-0.3971418344729725,-1.5624849370758216,0.3117193989554019,-0.8078728477103583,-0.7286079778371425,-0.7848337661131101,-0.14996763730363588,-1.0668611457020538,-0.9812784812328899
527,-0.9384487522517538,-0.8512724458216208,-0.46639554488265744,-0.0724690956940767,-2.2046755383015886,-1.0122241330916901,-1.1382474081549923,-1.3131370928402482,-1.7498300433306493,-2.1921316998266893,-1.0811038362579328,-0.7502330151785195,-0.6961678559119288,-0.40688120378392373,-1.5670951514529106,0.31592627418162345,-0.8441272677718261,-0.5649075229070087,-0.810744781089197,-0.19428636523159354,-1.0998539499627402,-1.0080196414743252
528,-0.9813783261584663,-0.8999072895090533,-0.5128248530395846,-0.07564725782318196,-2.2554413606988915,-1.0731568749435647,-1.1923030181210028,-1.3895038049067963,-1.8052044065364405,-2.2012468890003993,-1.1200446698757058,-0.7692530273631883,-0.7171993064005963,-0.3873831898132128,-1.5492256677152054,0.33209256778997537,-0.8889898129990067,-0.5649075229070087,-0.8211091870796318,-0.17951345592227433,-1.0998539499627402,-1.021390221595043
529,-1.0421952225263091,-0.9525950368371053,-0.5843812365666599,-0.10773156122176791,-2.2409106080619012,-1.1483884621584703,-1.2752797191578285,-1.4628179136768449,-1.7938193723753337,-2.192752594757088,-1.111532711496675,-0.7520439710417127,-0.7141099816820401,-0.36016464706272044,-1.513577412967734,0.31438730647936086,-0.8889898129990067,-0.5065136238319018,-0.8167906845836174,-0.1647405466129551,-1.0833575478323971,-1.021390221595043
530,-1.0228769142682885,-0.9631325863027157,-0.5380104622009622,-0.10389398450124986,-2.2371157189991657,-1.1615501927422294,-1.2846954061948541,-1.4632374046161103,-1.764534853372271,-2.1896554015162972,-1.1208366805517445,-0.7805264860417201,-0.7302447951101773,-0.40999869081207463,-1.5087980159368704,0.3257205503015096,-0.8898059839903244,-0.5123088762154479,-0.8409742985612984,-0.20905927454091272,-1.1410949552885983,-1.0080196414743252
531,-1.024307900065179,-0.9647537477589634,-0.5192052679315537,-0.10518038345826848,-2.2193164651371746,-1.1615501927422294,-1.2953490792885736,-1.474718548938462,-1.750691262570823,-2.183193715545199,-1.1195393991109353,-0.8365765980111928,-0.7922224186429535,-0.4817498408627574,-1.5068038261675152,0.23583064258765962,-0.9481030746154989,-0.67390476644224,-0.8703401155341968,-0.2533780024688704,-1.182335960614456,-1.034760801715761
532,-1.0421952225263091,-0.9850182659620603,-0.5557931359558747,-0.08815451490949067,-2.16421712426178,-1.1742600191973667,-1.3368651170712191,-1.5097686303407627,-1.7405168390854053,-2.1746760033690076,-1.1420497014601523,-0.8264988029129474,-0.7695846102563191,-0.5111911963218501,-1.5049776064529177,0.0690414009477216,-0.9481030746154989,-0.5946356223114314,-0.8582483085453563,-0.297696730396828,-1.1988323627447992,-1.034760801715761
533,-1.0672374739718915,-1.013388591446396,-0.6038866756368513,-0.10555873609268585,-2.178086831707197,-1.2000419900420047,-1.3716204963358392,-1.5381907549026723,-1.7405168390854053,-2.1746760033690076,-1.1226652009197942,-0.8551096793739531,-0.801221195232434,-0.566199673632606,-1.538392186536723,0.06623746224382325,-0.9456174831301712,-0.5504027504833661,-0.8902052270158635,-0.34201545832478564,-1.2565697702010004,-1.034760801715761
534,-1.075823388753234,-1.0231155601838826,-0.5856117518791767,-0.06772347265095716,-2.1554643962622446,-1.2129045247874342,-1.3716204963358392,-1.5381907549026723,-1.766074237488078,-2.1801012354779457,-1.1338843821678752,-0.8792806854041919,-0.803655202631116,-0.5690371611841409,-1.465710237609593,0.09061593782172146,-0.9633632999411593,-0.5830718225105989,-0.8418379990605013,-0.26815091177818956,-1.223576965940314,-0.9946490613536075
535,-1.072245924261008,-1.0190626565432632,-0.5701548270906107,-0.09246773494184739,-2.1268068630497807,-1.2129045247874342,-1.3540116082800646,-1.519087782899209,-1.6716538489448693,-2.153511321066532,-1.1423100740538263,-0.8732698883479525,-0.7970087410274992,-0.5517153866465409,-1.4924585022229981,0.06934490125624457,-0.9597186825415364,-0.5223871024805182,-0.8487476030541243,-0.2533780024688704,-1.2153287648751425,-1.0080196414743252
536,-1.1065895833863781,-1.0417589169307317,-0.6158002566491952,-0.10351563186683226,-2.1425250487160787,-1.2004836535247652,-1.4104768161477597,-1.5628890906652582,-1.697530714827576,-2.166665726265666,-1.1353582626790346,-0.8839341495143102,-0.8088007881902898,-0.5535830734466922,-1.4449226599398588,0.04924683939016947,-0.9634957142707397,-0.5707084870051913,-0.8962511305102837,-0.297696730396828,-1.2565697702010004,-1.0481313818364788
537,-1.1416487354101932,-1.0814773726088016,-0.6760690395586463,-0.15360952066368072,-2.1525386592106517,-1.2383494882632038,-1.4667939615985872,-1.6140863463758919,-1.7052511789283833,-2.1702662829668427,-1.1118899772605748,-0.8937536278003962,-0.8196587134846189,-0.5411860264173537,-1.4655476567538133,0.07911893129155273,-0.9905621107852625,-0.5707084870051913,-0.902297034004704,-0.2829238210875088,-1.2565697702010004,-1.0615019619571966
538,-1.1459416928008646,-1.0701292424150675,-0.7167372949859976,-0.29004348063455365,-2.1556112951937054,-1.2383494882632038,-1.4780282517031953,-1.6374358574260708,-1.6959227285114076,-2.1703090901451714,-1.130966332038803,-0.8653691260908398,-0.7997666915462373,-0.5407496472774299,-1.4341135387655088,0.07191418247053756,-0.9578071529183424,-0.4899105418917954,-0.8962511305102837,-0.297696730396828,-1.281314373396515,-1.034760801715761
539,-1.172414930043337,-1.1001207293556508,-0.7602875816455376,-0.27233657734382477,-2.1907078982351975,-1.2383494882632038,-1.5313180096754784,-1.6820180637098294,-1.7419792902162246,-2.1816375030940285,-1.1042240340926777,-0.8732046096825307,-0.8084308071952401,-0.5555444850618682,-1.454156252539393,0.049342326139628134,-0.9702730199425709,-0.4899105418917954,-0.9048881355023126,-0.3124696397061472,-1.3060589765920299,-1.0481313818364788
540,-1.1466571856993097,-1.0547282085807137,-0.6942078862248043,-0.14119955425479377,-2.0864341400533237,-1.2022392554049874,-1.5038544820197872,-1.587000139112873,-1.755670753646228,-2.1816707640033424,-1.1020345672581724,-0.87253286815842,-0.8212341279898785,-0.5562907418372305,-1.4256807751875515,0.09099921777790396,-0.9955787352726965,-0.5304294066520977,-0.8945237295118779,-0.297696730396828,-1.3225553787223732,-1.034760801715761
541,-1.1523811288868713,-1.0612128544057047,-0.6807185624338827,-0.16503577022308275,-2.1073794793640994,-1.212651552807396,-1.4968223343186229,-1.603237665315817,-1.7414866872991661,-2.178155633083804,-1.1465882434570118,-0.9214527889920742,-0.8753275156771817,-0.596607427834962,-1.4955951533613934,0.01296895295196864,-1.0667590006529708,-0.6851456924572458,-0.9247532469839791,-0.3272425490154664,-1.3555481829830596,-1.0748725420779144
542,-1.191733238301358,-1.105794794452518,-0.7250402313126862,-0.2214103127512583,-2.1139899312798325,-1.2506217201834717,-1.5363892256403524,-1.6012176551005857,-1.779663051163159,-2.1982611089428565,-1.1345577014224377,-0.999705978241541,-0.9618562759798202,-0.6702108164826938,-1.54319252608309,-0.1576730523676073,-1.1797093591208483,-0.7207699730366937,-0.9601649674512979,-0.37156127694342406,-1.3637963840482312,-1.1016137023193497
543,-1.1967416885904743,-1.1114688595493851,-0.7101779368980481,-0.191217772524759,-2.1312383141488462,-1.2651859752344643,-1.5363892256403524,-1.6012176551005857,-1.7892470755641612,-2.199686848591116,-1.1640512863466979,-1.0118959904286606,-0.9753354281107692,-0.6684162925674575,-1.572158798957322,-0.20918833275738033,-1.2006150997766334,-0.8406126926987748,-0.9774389774353558,-0.3863341862527433,-1.3555481829830596,-1.1016137023193497
544,-1.1774233803324536,-1.105794794452518,-0.7237340220404985,-0.21845916220280368,-2.107722243537508,-1.2394719426031697,-1.5585826159667413,-1.6709241417929532,-1.679681562041591,-2.1718773541537186,-1.1832388735493047,-1.0577323932896427,-1.026019204124667,-0.7331618663064415,-1.5946437198914067,-0.15860762842865136,-1.2488527252275676,-0.9001630188705224,-1.0068047944082543,-0.43065291418070084,-1.3637963840482312,-1.1417254426815033
545,-1.1845783093169058,-1.1139006017337567,-0.7397652019341573,-0.236241736020416,-2.1271985935336764,-1.2523629280254889,-1.5846491504152063,-1.7078328907415368,-1.6980509421435122,-2.181147039676112,-1.2049299454684022,-1.2172262555173046,-1.2023801461744945,-0.9239955358083759,-1.6801520668873517,-0.2953423891490033,-1.3507568993446681,-0.8813315522596565,-1.040489113877167,-0.4749716421086585,-1.3885409872437458,-1.168466602922939
546,-1.1616825365666592,-1.1041736329962701,-0.7312803944399067,-0.17608366714806784,-2.1120802451708425,-1.2407338796985803,-1.5999338743103593,-1.7428313424897741,-1.7534253053493039,-2.2135667751599057,-1.2289640859344708,-1.3152199192711511,-1.3235879711773386,-1.0527331030041243,-1.697015200852091,-0.37058681302908464,-1.4943596331980598,-1.1604409004328422,-1.0974933468245582,-0.5192903700366162,-1.4380301936347755,-1.2486900836472457
547,-1.1867247880122413,-1.132543958480606,-0.7686042933121057,-0.20370340946052945,-2.1480460002234776,-1.2816547091601007,-1.6423218842374525,-1.7688333270174612,-1.836486850157991,-2.243564462618114,-1.245357718511926,-1.249924690434899,-1.2513875246643364,-0.964409036626846,-1.6808693116606208,-0.24165242419721467,-1.4923341695490215,-0.8088998893646315,-1.0897200423317321,-0.504517460727297,-1.3967891883089174,-1.2353195035265279
548,-1.216059996848495,-1.1657777683336847,-0.8306584561822516,-0.2695367678491371,-2.1616586345388384,-1.3095256876315395,-1.665031811315736,-1.798843063441821,-1.902510129364896,-2.267127505173812,-1.2657797563569326,-1.2738635409102537,-1.277857999217126,-0.9994015600660935,-1.6646450808475626,-0.309098811706507,-1.5095370697598123,-1.0308705758590087,-1.1182221588054277,-0.5340632793459353,-1.4215337915044322,-1.2486900836472457
549,-1.2303698548173991,-1.1819893828961623,-0.8524997179690762,-0.23069256404896246,-2.165453523601573,-1.3103628186569622,-1.6615574751409459,-1.8016504258815191,-1.9946993164602524,-2.3078062897305682,-1.2728510279460294,-1.2806975284856845,-1.2854147068541852,-1.0240864908380736,-1.7049354528903056,-0.29681021848819245,-1.4933004765664448,-1.2177074851095013,-1.0646727278548482,-0.5340632793459353,-1.3637963840482312,-1.22194892340581
550,-1.2511191488723101,-1.2054962240117548,-0.9000655342748826,-0.15706514139135866,-2.1758221398471767,-1.347719092422504,-1.6570288023475517,-1.8741126453595214,-1.9923033103600016,-2.3056058274296096,-1.311927934409582,-1.2636116742039396,-1.2665219587899776,-1.0334690249477945,-1.669016026739554,-0.26892722641736594,-1.4683681344212782,-1.2820955072479476,-1.024942504891515,-0.504517460727297,-1.3143071776572013,-1.1818371830436567
551,-1.2790233719116733,-1.237108872408586,-0.9597499855189043,-0.19603546273633904,-2.1900223698883803,-1.3760031125551768,-1.6960486433173894,-1.916661934014533,-2.032236745364178,-2.3197242870902564,-1.330364297347112,-1.302477030741995,-1.3094974739378271,-1.070169215326526,-1.712845477897198,-0.2025729664654793,-1.485246998163264,-1.4106701387529104,-1.0603542253588336,-0.5340632793459353,-1.3802927861785743,-1.1952077631643743
552,-1.311936045240153,-1.290607200464762,-1.0283389977125001,-0.1970624198869003,-2.199864598296249,-1.4564334516301927,-1.7778615983893677,-1.980437464196366,-2.116596812536153,-2.365664027032821,-1.3682451655281658,-1.3459150419472938,-1.368873209523539,-1.1157271375871622,-1.7719697245957329,-0.22815265496989065,-1.5514311775763567,-1.6042086988110897,-1.0862652403349207,-0.5488361886552546,-1.3637963840482312,-1.2353195035265279
553,-1.305496609154146,-1.283311973911647,-0.9939904322341122,-0.20263842967188855,-2.205128476673592,-1.443927485951499,-1.702351918623918,-1.917016887886219,-2.0612224493303613,-2.3430512514697464,-1.4000109019591094,-1.318098357678511,-1.3381148055710241,-1.0878180777634203,-1.7347754696037532,-0.1795034653710913,-1.5242894815066859,-1.5582646247129104,-1.1052666513173843,-0.5488361886552546,-1.3802927861785743,-1.22194892340581
554,-1.3233839316152762,-1.303576492114744,-1.0300710886325206,-0.2662016722539922,-2.2023496385534593,-1.4578119493557358,-1.7211351428373698,-1.9464651518226388,-2.1283106201373783,-2.3722031128765924,-1.4094056172262504,-1.3736100526890551,-1.3994970725128573,-1.1368870035285747,-1.7438043211673835,-0.24541756207413934,-1.546656985683929,-1.604765617012587,-1.1588160822679638,-0.578382007273893,-1.4380301936347755,-1.2486900836472457
555,-1.2826008364038994,-1.2573733906116829,-1.0300710886325206,-0.20793536655373046,-2.180571871964407,-1.4326396502109622,-1.688414632911001,-1.9401663340269026,-2.1770052087606526,-2.367168108385909,-1.4974732894208336,-1.3105039479249379,-1.3297172582312982,-1.1091294274053107,-1.7301139673425292,-0.30898411196774744,-1.5310649592438477,-1.5237278874919824,-1.1121762553110075,-0.578382007273893,-1.3555481829830596,-1.2486900836472457
556,-1.2582740778567623,-1.2298136458554711,-1.0118823149736944,-0.15553893172457123,-2.1569333855768513,-1.4090681514607728,-1.658613272926116,-1.9277106799841037,-2.166530225054224,-2.3574580379497707,-1.5498025361929455,-1.2836399592207273,-1.3000123010065001,-1.1087729079201738,-1.7640947885005367,-0.33697372442017814,-1.5512952060291931,-1.7095361365636716,-1.116494757807022,-0.5636090979645738,-1.3967891883089174,-1.3021724041301168
557,-1.2876092866930158,-1.26304745570855,-1.047339984549625,-0.10862320505682801,-2.1842565868285466,-1.4225653015426163,-1.7364919695557441,-2.02465826290168,-2.3198746154702614,-2.3903475186335235,-1.5592975993272502,-1.3032845562136084,-1.3217343885117134,-1.1273192185881291,-1.770423453529169,-0.3482787890346633,-1.5825487886564988,-1.839485601964311,-1.13376876779108,-0.578382007273893,-1.4132855904392605,-1.3289135643715524
558,-1.2947642156774681,-1.2873648775522664,-1.0680229495879527,-0.11716117546554003,-2.224629309825003,-1.4589538212785311,-1.7224276741534155,-2.093712925211497,-2.3403205341924003,-2.3968195622975146,-1.5986509516994982,-1.3152083743434757,-1.3349191955559656,-1.1273192185881291,-1.812041261026286,-0.4299615584656786,-1.6204891989677745,-1.7606092680760543,-1.1510427777751377,-0.578382007273893,-1.4132855904392605,-1.3823958848544233
559,-1.3105050594432626,-1.3051976535709915,-1.0688389862954166,-0.06154333820619923,-2.2101964898089865,-1.4462891345404305,-1.7403513773553259,-2.1178110662455962,-2.314763135789727,-2.3903710854123714,-1.6041728333907326,-1.2877027381192236,-1.304504734156412,-1.1247470980949656,-1.743113077605624,-0.47540111758266135,-1.6440453900806011,-1.7088159410206187,-1.164861985762384,-0.578382007273893,-1.4215337915044322,-1.4091370450958591
