,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale,transformer_robertalg15_roll100_stdscale,transformer_nlptown_roll100_stdscale,transformer_yelp_roll100_stdscale,transformer_hinglish_roll100_stdscale,transformer_imdb2way_roll100_stdscale,transformer_huggingface_roll100_stdscale,transformer_t5imdb50k_roll100_stdscale,transformer_robertaxml8lang_roll100_stdscale
423,0.006001873695921919,-0.048797524978982404,0.2612915920412689,0.6966003913108406,-1.2000459876192922,-0.07361464179029259,0.11245355614693073,0.2687503317154679,-0.28367112647381515,-1.508806750521535,-1.1098787142631301,0.5584231885873638,0.6221372040723259,0.8568514289067464,-0.8479909797787873,1.291432879866857,0.35741957198435587,1.2671370041134735,0.053819418612901446,0.3966300071411749,-0.06058061575111983,-0.005226132420491018,0.27359984142200744,0.5627073982153793,0.20348609507988244,0.09733305051256606,-1.1615569984634968,-0.7739470944204788,-0.9885559015184191,0.5935747823280677
424,0.008148352391257701,-0.0463657827946108,0.2610739667003139,0.7011406229238478,-1.1681811610699362,-0.07366471562588892,0.08217041795504035,0.23475865822146746,-0.25971106547130945,-1.5053367472182297,-1.1106580778178645,0.5626023946070903,0.6267583769523654,0.8726336520219007,-0.8595889770182628,1.335962885371904,0.37071739231646866,1.2671370041134735,0.058137921108915906,0.41140291645049415,-0.05233241468594827,0.008144447700226725,0.27357644924462377,0.6187469226716334,0.24008371796725048,0.03796235624184857,-1.165807564612147,-0.7741264697609347,-0.9885559015184191,0.5279168974324658
425,0.023889196157052137,-0.028533006775885494,0.2789890318871154,0.6406042014170823,-1.1736776294220919,-0.09914516928389473,0.029688180660492582,0.18265788356472426,-0.3236045614779917,-1.5206570859716761,-1.103119236709539,0.5165952754583296,0.6075602544804917,0.8385948927120004,-0.8834761519513538,1.315164461127842,0.4040463404419752,1.2671370041134735,0.08404893608500268,0.4261758257598133,-0.02758781149043349,0.061626768183097695,0.36785515994289114,0.6063485299076073,0.272952147186832,0.12400038961246332,-1.089333794476552,-0.7124843024385069,-0.9885559015184191,0.5379305739149254
426,0.04034553282129178,-0.009889650029036518,0.26234985397163163,0.5286118216295661,-1.1823324248006528,-0.08657819991757837,0.029688180660492582,0.2174175481629181,-0.2847360180739264,-1.5122253825627165,-1.110914134446944,0.5468630527899893,0.641028963867856,0.8804814055873743,-0.85935487083817,1.3880967094203382,0.4407175782895252,1.306925739435851,0.1185969560531186,0.47049455368777093,-0.011091409360090367,0.07499734830381577,0.46182292854657225,0.5843300188670003,0.25136578346888133,0.036388156501871924,-1.0897517076290142,-0.7802568846022618,-0.9885559015184191,0.5983608772122021
427,0.04821595470418917,-0.0009732620196739642,0.2916224780198019,0.46815107064968403,-1.2323637525406526,-0.1117409439990401,0.06832170044550062,0.2981469659978247,-0.2653017463718939,-1.5018764478086228,-1.1175911569432282,0.5389287735669367,0.632255604575405,0.9262790696348518,-0.8055121841641241,1.3811419291681017,0.41280872176051997,1.2496234113598705,0.09095854007862603,0.5000403723064094,-0.019339610425261927,0.034885607941662206,0.46320533975230205,0.583759055171859,0.2653143892799314,0.03923828289011884,-1.0891933836494945,-0.7800833318717534,-0.9885559015184191,0.6257293937502669
428,0.05465539079019581,0.0063219645334408525,0.26367676944440144,0.452613389129614,-1.2395128338717412,-0.08533593997235837,0.03897175542934529,0.23011198935576005,-0.2895850780387196,-1.5124321675700925,-1.1460096563583748,0.5226246234925862,0.6142373359698161,0.9310068248036034,-0.8144726552732432,1.3914093187423058,0.3633038944041533,1.2193913137044003,0.07541193109297376,0.5148132816157286,-0.011091409360090367,-0.031967292661926834,0.368129959788185,0.501000813077497,0.2067429516312714,0.06413221932317001,-1.164229718717668,-0.8466764849344666,-1.0489946565307957,0.6246656524814937
429,0.028897646446168376,-0.006647327116541243,0.24943210322430248,0.4731201019150308,-1.2467843309790476,-0.05957426104736425,0.03146065721156047,0.21100901735229677,-0.32700841141406206,-1.5289820077990457,-1.1736403730574458,0.47513674879136736,0.561727438715609,0.9064723619210263,-0.8534496863043545,1.3173512536639367,0.32401292313385066,1.133437821590429,0.04345501262246673,0.5000403723064094,-0.02758781149043349,-0.05870845290336232,0.3677644804541967,0.4378619309277403,0.18151871190095556,0.1281386775609614,-1.1470253525821306,-0.9150536159777116,-1.0489946565307957,0.6758416051008664
430,0.048215954704189,0.015238352542803407,0.272840348075005,0.4999290885823129,-1.2402595701066668,-0.04641253046360503,0.04087634424858639,0.16757557087144925,-0.33739110451514803,-1.5318269533427287,-1.1825846858306475,0.43065593017452297,0.5217062911801446,0.8785418397250168,-0.8660963188774136,1.2844318636496885,0.2371721828089551,1.133437821590429,0.03222690613282913,0.4852674629970903,-0.03583601255560515,-0.07207903302408006,0.36767355380501726,0.4376348174449479,0.16069040692305475,0.21207832771889973,-1.1470131456472166,-0.9166234572263601,-0.9885559015184191,0.6794877545805117
431,0.05894834818086702,0.02739706346466163,0.30368996453207175,0.5819559397239802,-1.2322413367644351,-0.04580185149788995,0.04988898626529948,0.15131868354823166,-0.36774051511832234,-1.5451349949684008,-1.2028032161169737,0.3988607263276954,0.4865486241403385,0.8324983619423048,-0.9043283677874219,1.2572771449944338,0.2272475907802642,1.1259351857074182,0.008906992654351248,0.4409487350691326,-0.06058061575111983,-0.07207903302408006,0.4524044322455271,0.41088821357680955,0.16137904783022214,0.2455159502212359,-1.222630581919307,-0.9236429333512614,-0.9885559015184191,0.6590502861917025
432,0.0396300399228464,0.021722998367794552,0.3183650427089061,0.6194452807570989,-1.2253982948738897,-0.0338492077891329,0.04862498836387699,0.11944382587083113,-0.3400533335154267,-1.5318035043754235,-1.1929205985340807,0.4068248906740357,0.5095754733417467,0.799979051071685,-0.9016623115985377,1.341473269928483,0.2538589270187466,1.2149721252726289,0.040000210625655376,0.41140291645049415,-0.03583601255560515,-0.031967292661926834,0.5473924338759315,0.4361616189908664,0.14383824560909572,0.3057858123392054,-1.1457574587889348,-0.9213612390824822,-0.9885559015184191,0.5837991835473982
433,0.041061025719736806,0.02334415982404209,0.33595100065444417,0.5914471858102195,-1.2387416144815726,-0.04532175983291355,0.06631010960146953,0.11087975700306223,-0.3562464470536283,-1.5374018455488627,-1.206164086821678,0.40585753124955365,0.5263842823756675,0.8573844720242736,-0.883090927574235,1.4372306436990785,0.27804332006486476,1.2149721252726289,0.057274220609713225,0.47049455368777093,-0.06058061575111983,-0.005226132420491018,0.6420483995427824,0.4097316402211947,0.12418545630756922,0.2956403718485474,-1.145812902167086,-0.8574259413932875,-0.9885559015184191,0.5565518153563661
434,0.018165252969490172,-0.002594423475921701,0.36951108399071575,0.5596655645191676,-1.262404584024372,-0.09543987882868821,0.07551240562297416,0.08456154084423657,-0.339740627251902,-1.5339710835054718,-1.2297572265250465,0.41922721469250496,0.5282084513458886,0.8788323764681994,-0.8958105234850117,1.5245920963469726,0.2961149426566017,1.1785959739744332,0.05122831711529298,0.47049455368777093,-0.09357342001180627,0.021515027820944468,0.6423136169476685,0.4641212957074156,0.1808746651954082,0.31712512116185443,-1.1449754346129448,-0.8420549092515165,-0.9885559015184191,0.5307693970068614
435,-0.008307984272982469,-0.016374295854027665,0.37899392772350465,0.5975528892833918,-1.2061178101196692,-0.146325219782652,0.05766165762151479,0.0616766966806279,-0.3579986777774479,-1.5488213213736086,-1.1859057155468389,0.4150203002030309,0.5235566397205128,0.9053508196286085,-0.8953104892698133,1.500285473023894,0.27708968982805027,1.175119746892076,0.059865322107322115,0.4852674629970903,-0.0688288168162915,0.021515027820944468,0.6422088890842883,0.46878418025083174,0.16146396406910613,0.3183353781948672,-1.1448802513659722,-0.8410187491586132,-0.9885559015184191,0.44785496456886736
436,-0.020471363546550898,-0.03015416823213343,0.35830920676678935,0.5891210305735209,-1.2525623556165033,-0.146325219782652,0.033483224652360435,0.07181546999733103,-0.39542201115279046,-1.5474686658688572,-1.2200433014477092,0.42474990436871257,0.5343151863659144,0.8794162636668499,-0.8757818796660877,1.4889271791267913,0.31765518667068476,1.2195059393595133,0.07886673308978553,0.4852674629970903,-0.05233241468594827,0.061626768183097695,0.6421767411757051,0.3884707940252499,0.1236746862177937,0.31638110992489965,-1.2219337945136228,-0.9092247692771412,-1.0489946565307957,0.4458940531402471
437,-0.018324884851215115,-0.011510811485284255,0.3273953571896576,0.6507816999082693,-1.2343468881153725,-0.11096797165736795,0.035359333130987644,0.009730810986074886,-0.40061335770333384,-1.5473676640640726,-1.174476376331434,0.40240368127384085,0.5096057655692584,0.8582015091385228,-0.8970428441670136,1.4935219250301102,0.26204353229096555,1.1782152173435825,0.06763862660014794,0.5000403723064094,-0.04408421362077671,0.034885607941662206,0.6419941691232925,0.43918180348150254,0.12692418401445624,0.3142922718755634,-1.2819399467698476,-0.9103133000561332,-1.0489946565307957,0.45080020772937535
438,-0.03978967180457152,-0.03582823332900051,0.30190477313172576,0.6773744850701696,-1.2574834698204376,-0.09825814520223065,-0.04198699442663783,0.04054080704841757,-0.4633963238984712,-1.5762989775460268,-1.159571901587987,0.41985292733889146,0.5167392090056244,0.8489193825487445,-0.9165201600846092,1.5154700352352093,0.262971248081492,1.1255796680211905,0.07713933209137996,0.5000403723064094,-0.04408421362077671,0.048256188062379954,0.6422248664471261,0.41193766895522854,0.12782923742321148,0.2567195569888152,-1.281760746755494,-0.8990300824831907,-1.0489946565307957,0.45112422117128864
439,-0.024048828038776907,-0.017995457310275204,0.3161014821481379,0.7952367357287885,-1.2948692478771926,-0.06085091054489636,-0.06373204393593775,0.047007421219860276,-0.4810938081098459,-1.5857052462810115,-1.1644324907644548,0.4376279954022198,0.5126480123762448,0.8552214988211259,-0.9455891016701897,1.5456642361436803,0.262971248081492,1.1255796680211905,0.0728208295953655,0.47049455368777093,-0.04408421362077671,0.048256188062379954,0.6423227107489566,0.5212558835851903,0.12525381157674295,0.22871279987046214,-1.281340395899076,-0.8991996003910316,-0.9885559015184191,0.4514695046934219
440,-0.03263474282011933,-0.011510811485284255,0.3634169999479867,0.9132827576669815,-1.2923474828871173,-0.060339051635482234,-0.07023378232461165,0.05848856554221216,-0.5027466039787775,-1.5929594368648796,-1.1775203436125328,0.39753398879648943,0.49832728977747714,0.7852101403884817,-0.9427161103759942,1.5874959070877983,0.2453116943411644,1.1255796680211905,0.08059413408819154,0.47049455368777093,-0.03583601255560515,0.048256188062379954,0.7373430023341997,0.6015821769821389,0.1440173111071407,0.202829015350727,-1.2096803360541453,-0.8990927124439897,-0.9281171465060429,0.4798488636969667
441,-0.04694460078902354,-0.027722426047761626,0.3184801284117914,0.8662913604723546,-1.3011491771971393,-0.048090755464006124,-0.06297437988994231,0.014958313459995837,-0.5513918664543412,-1.622708126657767,-1.1606981934904044,0.38561017066662207,0.48514248273322524,0.7852101403884817,-0.9382787036550869,1.7511453893734579,0.2453116943411644,1.1255796680211905,0.06332012410413368,0.47049455368777093,-0.05233241468594827,0.048256188062379954,0.7377492546254154,0.6573775650924563,0.16637017089053957,0.1735335804177474,-1.2102038623276319,-0.8989475715897661,-0.9281171465060429,0.42770761726589673
442,-0.047660093687468916,-0.028533006775885692,0.3330962821404964,0.8254528851596753,-1.288883116420168,-0.060751595438643335,-0.018260694438190214,0.0733579059124756,-0.539762091115438,-1.6108509613462372,-1.1500084136514508,0.362482821053553,0.4595693283314931,0.7797391186910066,-0.8175415497827504,1.6885349632550852,0.2302251235533169,1.2824010340697054,0.03049950513442356,0.4409487350691326,-0.08532521894663461,0.034885607941662206,0.6426816275459329,0.6581896739242624,0.16473377371354414,0.14694972883527627,-1.2100299244390962,-0.9557410445374351,-0.9885559015184191,0.4256790098950483
443,-0.04909107948435932,-0.03015416823213343,0.31580974426539643,0.8284797062350139,-1.29095194303824,-0.04878828158032747,-0.04531698004587641,0.07269962782316718,-0.5549059158608558,-1.5967248939285479,-1.146749043380219,0.362482821053553,0.4595693283314931,0.7649442809065685,-0.8112308999281846,1.7254336303211062,0.2302251235533169,1.2824010340697054,0.03049950513442356,0.4261758257598133,-0.10182162107697784,0.034885607941662206,0.5475919520466453,0.6567731590613973,0.18342931361583875,0.1798653017691189,-1.2103992147203184,-0.955528982622899,-0.9885559015184191,0.375953939505624
444,-0.04909107948435932,-0.03015416823213343,0.31580974426539643,0.803508432363473,-1.3056418361843125,-0.04878828158032747,-0.04531698004587641,0.07269962782316718,-0.5868526638641971,-1.6094852344498836,-1.1356343739974426,0.3467288218281166,0.42124523088713184,0.7827921541311639,-0.8325035946181026,1.7718795591764844,0.1980001942244754,1.1633003817262104,0.008043292155148355,0.4261758257598133,-0.14306262640283574,0.021515027820944468,0.5469005106469961,0.6305578616706825,0.2256798449147336,0.15429769138238317,-1.2859955771683205,-0.9592360538569771,-0.9583365240122312,0.4315287524360387
445,-0.0011530552885300985,0.00794312598968899,0.36112952389805564,0.8074000594603368,-1.2860430704119268,0.0012468611554101701,-0.026072250389011162,0.10936313591494956,-0.5389325418591854,-1.5893666561219537,-1.10348430739979,0.3158689721538041,0.38712183526511584,0.6917509431843248,-0.895812137671157,1.8011157342355164,0.18606503521379317,1.0735248871557703,-0.01700402232173574,0.36708418852253655,-0.1925518327938653,0.008144447700226725,0.5471076055649874,0.7074493645554998,0.28050781362859145,0.22098623441736653,-1.2862622099582433,-0.9603588539758524,-0.8978977689998546,0.49532863122416054
446,-0.033350235718564526,-0.012321392213407924,0.329675820933605,0.9047628040503846,-1.297231872358186,0.0012468611554101701,-0.04115750715342641,0.09788199159259767,-0.5537649605750222,-1.5958421837338583,-1.1160171660664144,0.32086481496920916,0.392646007374009,0.7170900274916224,-0.8954321896947767,1.876012983414663,0.162476647297192,1.1179110796232077,-0.004912215332895032,0.3966300071411749,-0.17605543066352208,-0.005226132420491018,0.5469266784082156,0.7008959596947919,0.2853461541652419,0.22620256047723983,-1.2901988555432697,-0.960608643942589,-0.837459013987478,0.5234787306071295
447,-0.08629671020350999,-0.056092751532097425,0.2736257470108858,0.9395427942986672,-1.32745632750623,-0.02356163212777754,-0.04648696270727251,0.05662344428917166,-0.5493870728856756,-1.615866733743251,-1.1357790361596134,0.3165117640148975,0.38783260479932263,0.7077506220386125,-0.8711513965542165,1.86645087030213,0.1723131683323394,1.1588104115546058,-0.0014574133360834623,0.3966300071411749,-0.1678072295983505,0.008144447700226725,0.4535560154448683,0.7241574455355125,0.28654218203602927,0.19579711925165802,-1.3599693863694198,-0.9606460357595671,-0.837459013987478,0.5485360366938694
448,-0.08629671020350999,-0.056092751532097425,0.2574841024577732,0.9709460629553018,-1.33652733652393,-0.02356163212777754,-0.06401461867145868,0.05329333160208129,-0.6516166664963677,-1.6288778678397646,-1.1557633392637658,0.31188722365235355,0.38271900178354307,0.7065307515247637,-0.9090072233653491,1.9214336937737815,0.1361991151961796,1.106174862232214,0.02013509914398885,0.4409487350691326,-0.12656622427249262,-0.005226132420491018,0.45280949134819537,0.6447239733056689,0.24511130696124517,0.13623116047318767,-1.3559490002440895,-1.0248209707519564,-0.8978977689998546,0.5177656138525061
449,-0.1048995255630854,-0.0771678504633182,0.2574841024577732,1.01861849489188,-1.38691367001496,-0.03672336271153676,-0.1277487631978144,-0.017206961021511348,-0.7155101625030503,-1.6376315464357118,-1.1799846099858504,0.2807663630739874,0.34830699236610413,0.7554276302608764,-1.0299385785708228,1.973706985177496,0.06900549262583908,0.9664824718353558,0.011498094151959924,0.47049455368777093,-0.12656622427249262,-0.031967292661926834,0.35757569287697993,0.6954249782609668,0.20753031391274407,0.14556017000649252,-1.4290552055169383,-1.0933839988688412,-0.9583365240122312,0.42986420100474854
450,-0.11563191903976361,-0.08932656138517622,0.19384089174307043,1.0428330634945864,-1.4040396371077564,-0.03672336271153676,-0.1527694247299543,-0.05015958772748565,-0.742487416372538,-1.6525000303716486,-1.1889785687425904,0.28931867233113284,0.3577637407088002,0.7554276302608764,-1.0799618604368033,1.9320230428682048,0.07956395177516733,0.9664824718353558,0.025317302139206417,0.47049455368777093,-0.12656622427249262,-0.01859671254120876,0.26245850869981935,0.5856523190236459,0.17003518818048555,0.11214866189918889,-1.4380785474053253,-1.1593439307985032,-0.9885559015184191,0.4283063332652625
451,-0.13852769179001023,-0.11526514468514022,0.19384089174307043,1.0882353796246607,-1.412755640374426,-0.0626253201242988,-0.18254376245212398,-0.04448032578051007,-0.7185273553700323,-1.647147779054845,-1.205142158001922,0.2625483774748186,0.32816238581106644,0.7262657536512868,-1.0316369593709795,1.9748822042151508,0.04407210540165171,0.8189107032698392,0.013225495150365921,0.4557216443784518,-0.1513108274680074,-0.045337872782644575,0.262669722959225,0.6382987910436806,0.16970178462650856,0.11090662355003014,-1.442005154437993,-1.0936006553146769,-0.9885559015184191,0.45874091528315547
452,-0.14926008526668844,-0.12742385560699845,0.17811404026084515,1.0386947937203836,-1.453471127544291,-0.06294554054089094,-0.20872745058419168,-0.03980784208777094,-0.7211642298084032,-1.6576847356364024,-1.2172103807054855,0.24074900299201352,0.30405764493773574,0.7289767161507815,-1.0647541442056065,1.9388307277960557,-0.013824418903882044,0.9261012903789847,-0.008367017329706601,0.4557216443784518,-0.15955902853317896,-0.09882019326551571,0.2490686973873818,0.5661995127627988,0.1335286438985742,0.10456885679657656,-1.5011965450058111,-1.094278421464039,-0.9885559015184191,0.45733717391658396
453,-0.10919248295375662,-0.08203133483206142,0.22353388390917237,1.0320878486771352,-1.469446386340645,-0.06294554054089094,-0.15207499383042436,0.04993740408795941,-0.7159640091611927,-1.6551864556609732,-1.216283519805988,0.2339139584631161,0.30729673480945985,0.7123835133949209,-1.0991715288077988,1.901695830717447,-0.027805556248840936,0.8679690325403908,0.00890699265435146,0.4409487350691326,-0.1678072295983505,-0.0854496131447978,0.34342418976868905,0.541926746223052,0.14939805430463834,0.13482818694865054,-1.4255356950447746,-1.0259430676471657,-0.9281171465060429,0.5086976017310754
454,-0.09846008947707859,-0.06987262391020319,0.240620028323797,1.1279624062384752,-1.4315709451790206,-0.06294554054089094,-0.14265930679339844,0.056771879544604074,-0.7315824192961595,-1.6598037918866442,-1.2111983678749279,0.197560579212474,0.2670988480582669,0.6401129669468226,-1.1155680377594894,1.8268612798538761,-0.05559273572321714,0.7514725092524142,-0.002321113835286143,0.4409487350691326,-0.12656622427249262,-0.15230251374838685,0.344130452274655,0.5878148786885808,0.1846451894636378,0.1968215595487112,-1.348750085256202,-0.9620442883834571,-0.8676783914936663,0.5981482571099345
455,-0.0963136107817428,-0.06744088172583138,0.2729033174300221,1.1362861641956556,-1.432366647724433,-0.06294554054089094,-0.13389547881130529,0.02278020605060344,-0.7443611184974959,-1.6614301836487082,-1.2090137354984705,0.18359349201132386,0.207570580776897,0.5854400612697831,-1.193166997623003,1.7174943160635538,-0.12009470314594956,0.6258881082274568,-0.017004022321735528,0.4261758257598133,-0.12656622427249262,-0.1656730938691046,0.34430432257344507,0.6411098951157389,0.2022787726674629,0.2255342058439468,-1.3420167740256335,-0.9622714398787016,-0.8072396364812897,0.5672967195421907
456,-0.11062346875064702,-0.08365249628830895,0.29033396002006884,1.1617979418306497,-1.476362877696921,-0.0894360980131932,-0.1334594372122531,0.011118357939029655,-0.7427637810973288,-1.660531611301826,-1.204432013449842,0.22031671843094566,0.24817742743554155,0.6225369694691223,-1.1961070433770906,1.7095226930418999,-0.08169617988376252,0.7613580217323017,0.03827280962724959,0.4557216443784518,-0.03583601255560515,-0.0854496131447978,0.4360815077997626,0.6647904583853189,0.23943255895610624,0.2322129316912354,-1.4116636564045197,-0.9637558425272331,-0.7468008814689135,0.5687979262477055
457,-0.09917558237552344,-0.07068320463832685,0.29033396002006884,1.1234329847007374,-1.500466544034102,-0.11505485710950684,-0.15006577929985848,-0.024912686890475804,-0.8080298040552661,-1.6821747569765573,-1.1987027244102335,0.19960030271093032,0.22527017231457241,0.610005896414651,-1.1979912636012562,1.7196379470611547,-0.08169617988376252,0.7174569388301786,0.033090606632032234,0.4409487350691326,-0.05233241468594827,-0.0854496131447978,0.4363371711734926,0.690814850395878,0.24156065231241744,0.1729722242546019,-1.404025070778066,-1.0304709362138307,-0.8072396364812897,0.5401041796897478
458,-0.10919248295375644,-0.08203133483206121,0.27519401213729305,1.1569314189057212,-1.467646874430251,-0.14034091948260885,-0.18243861173058273,-0.07235388526799584,-0.801640454454598,-1.6806757889912998,-1.1831245801572465,0.15743400222011375,0.1786446258925938,0.5464052995679729,-1.2025005163529765,1.7064161237836724,-0.11801066884040816,0.49464002102486176,0.02013509914398885,0.41140291645049415,-0.07707701788146305,-0.09882019326551571,0.43643955811457946,0.6952972287795819,0.2211636498170882,0.10517388317072945,-1.469113874912866,-1.0360963319018994,-0.8072396364812897,0.4832374173900552
459,-0.13065726990711285,-0.10634875667577746,0.244608154706469,1.063521558505728,-1.5220362038035857,-0.1788765324335306,-0.1648286397724602,-0.057207035507141485,-0.811650435495645,-1.6938167685083843,-1.1924859588301822,0.1414019599075571,0.16091713440336478,0.5515374030685678,-1.2282298817406132,1.641860357756923,-0.08082909060354085,0.49464002102486176,0.002861089159931,0.41140291645049415,-0.09357342001180627,-0.07207903302408006,0.5305751259600833,0.6896831615299667,0.22639820542409322,0.03552174071902458,-1.3922957877257065,-0.9681966179704623,-0.8072396364812897,0.4547895070250375
460,-0.1721558580169349,-0.13715082434448486,0.16871187245335514,0.9954180843106167,-1.5485147361993818,-0.2051375808717719,-0.2124183029669104,-0.1156453502001689,-0.8708584084618372,-1.7147650761694182,-1.1663958067265672,0.1242297866855413,0.14192893884412355,0.5396388890034985,-1.2323842884940577,1.680298770628761,-0.11832912787906283,0.446338328322955,0.035681708129641124,0.4409487350691326,-0.08532521894663461,-0.07207903302408006,0.5304921141282698,0.6309498692211887,0.22261565694267463,0.008884020526224862,-1.391978078247342,-1.0358928562868208,-0.8676783914936663,0.396636973742612
461,-0.1642854361340375,-0.12823443633512233,0.2131847178873045,0.9469132765783204,-1.5543662103025675,-0.24180653838678484,-0.1556606090891766,-0.18713305995772436,-0.8571584935111979,-1.6836551048969974,-1.1311092021498863,0.12578902823301877,0.14365307608900268,0.5396388890034985,-1.2313097035652503,1.6880701107663003,-0.1162618976987713,0.446338328322955,0.04604611412007584,0.4409487350691326,-0.08532521894663461,-0.05870845290336232,0.4359065295401783,0.6031547117448557,0.24019931797651445,-0.02143639867122535,-1.3923878979464464,-1.1045790039010828,-0.9281171465060429,0.34102911096337846
462,-0.14926008526668827,-0.11121224104452088,0.2559187165476014,0.9635371832882935,-1.5335800115008744,-0.21705862936335216,-0.15282252106956065,-0.17808496308311095,-0.8196210646072721,-1.6676842524406572,-1.095936431716936,0.09118536291618061,0.10199885693543088,0.49330762239343434,-1.2608946471910585,1.6387333405252513,-0.14612250213856814,0.41262459497291004,0.004588490158336997,0.3966300071411749,-0.1100698221421494,-0.0854496131447978,0.4362940601348968,0.631049191098381,0.2577481391855993,0.0010457921021739315,-1.382776876045924,-1.036001921561949,-0.8676783914936663,0.31285235477994594
463,-0.11205445454753743,-0.06906204318207931,0.2288116042812442,1.0329270564404236,-1.5321110221862673,-0.13653816114910666,-0.16985912463729247,-0.18251865962580663,-0.910677487890642,-1.682145519907562,-1.028515889714753,0.08887427384413246,0.09944336144353737,0.48920251314051033,-1.2648278634994417,1.5866137079606266,-0.17377921732760712,0.42312280344447295,0.01840769814558349,0.4261758257598133,-0.02758781149043349,-0.1255613535069512,0.4362841197379251,0.6307006124429525,0.25527976731218205,-0.035247839079446175,-1.3822783091907422,-1.035808848736614,-0.8676783914936663,0.23315232800980365
464,-0.10418403266464003,-0.060145655172716764,0.23215803869956153,1.0607738103335356,-1.5231134626342977,-0.09621583837240663,-0.19038802752912587,-0.20845610708591447,-0.9113874156240493,-1.682831687095009,-1.0089470533709273,0.07652219177736212,0.08578499992951913,0.4810454003201149,-1.263004737569713,1.5677345048118296,-0.21550274763430452,0.31766621513011456,0.019271398644786383,0.4261758257598133,-0.011091409360090367,-0.15230251374838685,0.34154386382295965,0.6320979561077295,0.20254239867527804,-0.10417325848136881,-1.3105140841150509,-1.034364476531469,-0.8676783914936663,0.17558849425158793
465,-0.12350234092266082,-0.07392552755082253,0.2166145384543134,1.0478341502364643,-1.5295770156185695,-0.13409002769430328,-0.19302956818169667,-0.1932576276709968,-0.9220363316251631,-1.6888316020137473,-0.9920170485625767,0.0708642090958723,0.07952866415664285,0.4915069304440461,-1.287542769274805,1.5262346132522715,-0.23314977524492017,0.31766621513011456,0.042591312123264266,0.4409487350691326,0.0054049927702528545,-0.15230251374838685,0.24643090694236777,0.6109757360213823,0.20278375945561056,-0.10242274124430432,-1.310230329850134,-1.091335643643483,-0.9281171465060429,0.149978216920092
466,-0.13566572019622924,-0.08770539992892849,0.2008876869720881,0.9729203286218417,-1.5482086967588387,-0.14689843787250242,-0.19302956818169667,-0.1660552536863353,-0.8996736080228243,-1.6778200118833861,-0.9719361423121838,0.08021254470728395,0.08986562165456317,0.46035743394703765,-1.2776157985184935,1.538403468850855,-0.2134652666922912,0.31766621513011456,0.043455012622467155,0.4261758257598133,-0.019339610425261927,-0.1255613535069512,0.15187628559708719,0.5365307993264635,0.184041148907902,-0.07524238861108848,-1.3579196364383725,-1.1599807377571867,-0.9885559015184191,0.08680201461929692
467,-0.11133896164909222,-0.06014565517271656,0.20988873970680214,1.0085631358378,-1.5838194460604433,-0.1354824050535853,-0.17357880853339183,-0.23021155256688577,-0.888026356146606,-1.6683283361450714,-0.9441463316492147,0.05971036497405163,0.06719525878714112,0.4353817077559634,-1.31284454548041,1.5248002481458414,-0.1966283672759288,0.2705875486029501,0.03222690613282956,0.41140291645049415,-0.04408421362077671,-0.11219077338623346,0.1520415422109335,0.5895589424728424,0.2191329761511136,-0.07169098449608702,-1.357527186818631,-1.0949439314295053,-1.0489946565307957,0.11803009159857684
468,-0.12207135512577025,-0.07230436609457479,0.17632865637053055,1.0047796094936268,-1.6211072914962246,-0.1752627522814996,-0.19198340057640095,-0.25074724747060884,-0.9008050553479425,-1.6739800637778062,-0.9340870970489139,0.09805204975559846,0.0973585500979682,0.505878564757337,-1.2656537379762254,1.5730798670957067,-0.1817712941757433,0.340285933513401,0.0728208295953655,0.5148132816157286,-0.002843208294918706,-0.11219077338623346,0.057003628367211956,0.5638902371888801,0.20330540233458458,-0.13595854946954838,-1.358575056537374,-1.1626577769903097,-1.1094334115431723,0.06138037417824492
469,-0.13495022729778405,-0.08689481920080443,0.17850522553846745,1.0161301885261453,-1.5633392866992935,-0.21294661052916883,-0.18916505337912307,-0.2615442988766205,-0.8516869302928053,-1.6685444314370328,-0.908740766329997,0.10983128769452917,0.10248920490594905,0.5428218261797985,-1.2918226875579542,1.5222244505688776,-0.17826093060233722,0.25805415747393706,0.02877210413601756,0.5443591002343671,-0.03583601255560515,-0.1389319336276691,-0.034894992203077756,0.5893745491842236,0.21877895283023985,-0.20079547175717544,-1.2886057158762896,-1.1627633548501135,-1.1094334115431723,0.005183355113205183
