,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale
589,589,"It was a little before the great rains just now mentioned that I threw this stuff away, taking no notice, and not so much as remembering that I had thrown anything there, when, about a month after, or thereabouts, I saw some few stalks of something green shooting out of the ground, which I fancied might be some plant I had not seen; but I was surprised, and perfectly astonished, when, after a little longer time, I saw about ten or twelve ears come out, which were perfect green barley, of the same kind as our European nay, as our English barley.",-131.95,-229,-208,-52,550,102,it was a little before the great rains just now mentioned that i threw this stuff away  taking no notice  and not so much as remembering that i had thrown anything there  when  about a month after  or thereabouts  i saw some few stalks of something green shooting out of the ground  which i fancied might be some plant i had not seen  but i was surprised  and perfectly astonished  when  after a little longer time  i saw about ten or twelve ears come out  which were perfect green barley  of the same kind as our european nay  as our english barley ,0.0,0.0,0.33241149339836545,0.5113977538085178,0.0,0.0,0.33241149339836545,0.5113977538085178,0.0,0.0,0.3324114933983655,0.5113977538085177,0.0,0.0,0.3324114933983655,0.5113977538085177,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
590,590,It is impossible to express the astonishment and confusion of my thoughts on this occasion.,-131.95,-229,-208,-52,91,15,it is impossible to express the astonishment and confusion of my thoughts on this occasion ,0.0,0.0,-0.04333094479318995,-1.9250472589792054,0.0,0.0,-0.04333094479319002,-1.9250472589792065,0.0,0.0,-0.04333094479319002,-1.9250472589792065,0.0,0.0,-0.04333094479319002,-1.9250472589792065,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
591,591,"I had hitherto acted upon no religious foundation at all; indeed, I had very few notions of religion in my head, nor had entertained any sense of anything that had befallen me otherwise than as chance, or, as we lightly say, what pleases God, without so much as inquiring into the end of Providence in these things, or His order in governing events for the world.",-131.95,-229,-208,-52,363,66,i had hitherto acted upon no religious foundation at all  indeed  i had very few notions of religion in my head  nor had entertained any sense of anything that had befallen me otherwise than as chance  or  as we lightly say  what pleases god  without so much as inquiring into the end of providence in these things  or his order in governing events for the world ,0.0,0.0,0.29707521394461417,0.28226499398522087,0.0,0.0,0.2970752139446141,0.2822649939852209,0.0,0.0,0.29707521394461417,0.2822649939852208,0.0,0.0,0.29707521394461417,0.2822649939852208,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
592,592,"But after I saw barley grow there, in a climate which I knew was not proper for corn, and especially that I knew not how it came there, it startled me strangely, and I began to suggest that God had miraculously caused His grain to grow without any help of seed sown, and that it was so directed purely for my sustenance on that wild, miserable place.",-131.95,-229,-208,-52,350,67,but after i saw barley grow there  in a climate which i knew was not proper for corn  and especially that i knew not how it came there  it startled me strangely  and i began to suggest that god had miraculously caused his grain to grow without any help of seed sown  and that it was so directed purely for my sustenance on that wild  miserable place ,0.0,0.0,0.2985695342200216,0.2919546878085941,0.0,0.0,0.2985695342200215,0.2919546878085942,0.0,0.0,0.2985695342200216,0.291954687808594,0.0,0.0,0.2985695342200216,0.291954687808594,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
593,593,"This touched my heart a little, and brought tears out of my eyes, and I began to bless myself that such a prodigy of nature should happen upon my account; and this was the more strange to me, because I saw near it still, all along by the side of the rock, some other straggling stalks, which proved to be stalks of rice, and which I knew, because I had seen it grow in Africa when I was ashore there.",-131.95,-229,-208,-52,400,80,this touched my heart a little  and brought tears out of my eyes  and i began to bless myself that such a prodigy of nature should happen upon my account  and this was the more strange to me  because i saw near it still  all along by the side of the rock  some other straggling stalks  which proved to be stalks of rice  and which i knew  because i had seen it grow in africa when i was ashore there ,0.0,0.0,0.31459611917376584,0.39587665406427225,0.0,0.0,0.31459611917376584,0.3958766540642723,0.0,0.0,0.3145961191737659,0.39587665406427214,0.0,0.0,0.3145961191737659,0.39587665406427214,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
594,594,"I not only thought these the pure productions of Providence for my support, but not doubting that there was more in the place, I went all over that part of the island, where I had been before, peering in every corner, and under every rock, to see for more of it, but I could not find any.",-131.95,-229,-208,-52,288,57,i not only thought these the pure productions of providence for my support  but not doubting that there was more in the place  i went all over that part of the island  where i had been before  peering in every corner  and under every rock  to see for more of it  but i could not find any ,0.0,0.0,0.2812668783995149,0.17975823301164062,0.0,0.0,0.2812668783995149,0.1797582330116408,0.0,0.0,0.2812668783995149,0.17975823301164062,0.0,0.0,0.2812668783995149,0.17975823301164062,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
595,595,"At last it occurred to my thoughts that I shook a bag of chickens' meat out in that place; and then the wonder began to cease; and I must confess my religious thankfulness to God's providence began to abate, too, upon the discovering that all this was nothing but what was common; though I ought to have been as thankful for so strange and unforeseen a providence as if it had been miraculous; for it was really the work of Providence to me, that should order or appoint that ten or twelve grains of corn should remain unspoiled, when the rats had destroyed all the rest, as if it had been dropped from heaven; as also, that I should throw it out in that particular place, where, it being in the shade of a high rock, it sprang up immediately; whereas, if I had thrown it anywhere else at that time, it had been burnt up and destroyed.",-131.95,-229,-208,-52,835,158,at last it occurred to my thoughts that i shook a bag of chickens  meat out in that place  and then the wonder began to cease  and i must confess my religious thankfulness to god own providence began to abate  too  upon the discovering that all this was nothing but what was common  though i ought to have been as thankful for so strange and unforeseen a providence as if it had been miraculous  for it was really the work of providence to me  that should order or appoint that ten or twelve grains of corn should remain unspoiled  when the rats had destroyed all the rest  as if it had been dropped from heaven  as also  that i should throw it out in that particular place  where  it being in the shade of a high rock  it sprang up immediately  whereas  if i had thrown it anywhere else at that time  it had been burnt up and destroyed ,0.0,0.0,0.35537262013202664,0.6602857074489723,0.0,0.0,0.35537262013202664,0.6602857074489724,0.0,0.0,0.3553726201320267,0.6602857074489723,0.0,0.0,0.3553726201320267,0.6602857074489723,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
596,596,"I carefully saved the ears of this corn, you may be sure, in their season, which was about the end of June; and, laying up every corn, I resolved to sow them all again, hoping in time to have some quantity sufficient to supply me with bread.",-131.95,-229,-208,-52,241,47,i carefully saved the ears of this corn  you may be sure  in their season  which was about the end of june  and  laying up every corn  i resolved to sow them all again  hoping in time to have some quantity sufficient to supply me with bread ,0.0,0.0,0.2566013903149629,0.01981860596066448,0.0,0.0,0.2566013903149628,0.0198186059606645,0.0,0.0,0.2566013903149629,0.019818605960664336,0.0,0.0,0.2566013903149629,0.019818605960664336,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
597,597,"But it was not till the fourth year that I could allow myself the least grain of this corn to eat, and even then but sparingly, as I shall say afterwards, in its order; for I lost all that I sowed the first season by not observing the proper time; for I sowed it just before the dry season, so that it never came up at all, at least not as it would have done; of which in its place.",-131.95,-229,-208,-52,382,80,but it was not till the fourth year that i could allow myself the least grain of this corn to eat  and even then but sparingly  as i shall say afterwards  in its order  for i lost all that i sowed the first season by not observing the proper time  for i sowed it just before the dry season  so that it never came up at all  at least not as it would have done  of which in its place ,0.0,0.0,0.31459611917376584,0.39587665406427225,0.0,0.0,0.31459611917376584,0.3958766540642723,0.0,0.0,0.3145961191737659,0.39587665406427214,0.0,0.0,0.3145961191737659,0.39587665406427214,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
598,598,"Besides this barley, there were, as above, twenty or thirty stalks of rice, which I preserved with the same care and for the same use, or to the same purpose to make me bread, or rather food; for I found ways to cook it without baking, though I did that also after some time.",-131.95,-229,-208,-52,275,54,besides this barley  there were  as above  twenty or thirty stalks of rice  which i preserved with the same care and for the same use  or to the same purpose to make me bread  or rather food  for i found ways to cook it without baking  though i did that also after some time ,0.0,0.0,0.2748264453996596,0.13799621928166353,0.0,0.0,0.2748264453996596,0.13799621928166364,0.0,0.0,0.2748264453996597,0.1379962192816635,0.0,0.0,0.2748264453996597,0.1379962192816635,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
599,599,But to return to my Journal.,-131.95,-229,-208,-52,28,6,but to return to my journal ,0.0,0.0,-0.7041193705783392,-6.209829867674857,0.0,0.0,-0.7041193705783391,-6.209829867674857,0.0,0.0,-0.7041193705783393,-6.209829867674858,0.0,0.0,-0.7041193705783393,-6.209829867674858,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
600,600,"I worked excessive hard these three or four months to get my wall done; and the th of April I closed it up, contriving to go into it, not by a door but over the wall, by a ladder, that there might be no sign on the outside of my habitation.",-131.95,-229,-208,-52,240,51,i worked excessive hard these three or four months to get my wall done  and the th of april i closed it up  contriving to go into it  not by a door but over the wall  by a ladder  that there might be no sign on the outside of my habitation ,0.0,0.0,0.26762831439982143,0.09132102746580682,0.0,0.0,0.2676283143998214,0.0913210274658068,0.0,0.0,0.2676283143998215,0.09132102746580673,0.0,0.0,0.2676283143998215,0.09132102746580673,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
601,601,April .,-131.95,-229,-208,-52,7,2,april  ,0.0,0.0,-2.9067474565288367,-20.49243856332703,0.0,0.0,-2.9067474565288367,-20.49243856332703,0.0,0.0,-2.906747456528837,-20.492438563327035,0.0,0.0,-2.906747456528837,-20.492438563327035,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
602,602,"I finished the ladder; so I went up the ladder to the top, and then pulled it up after me, and let it down in the inside.",-131.95,-229,-208,-52,121,27,i finished the ladder  so i went up the ladder to the top  and then pulled it up after me  and let it down in the inside ,0.0,0.0,0.15245821840240978,-0.6554820415879017,0.0,0.0,0.15245821840240978,-0.6554820415879016,0.0,0.0,0.15245821840240983,-0.6554820415879017,0.0,0.0,0.15245821840240983,-0.6554820415879017,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
603,603,"This was a complete enclosure to me; for within I had room enough, and nothing could come at me from without, unless it could first mount my wall.",-131.95,-229,-208,-52,146,28,this was a complete enclosure to me  for within i had room enough  and nothing could come at me from without  unless it could first mount my wall ,0.0,0.0,0.1611988060450705,-0.5988050229543612,0.0,0.0,0.16119880604507048,-0.5988050229543613,0.0,0.0,0.1611988060450705,-0.5988050229543614,0.0,0.0,0.1611988060450705,-0.5988050229543614,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
604,604,"The very next day after this wall was finished I had almost had all my labour overthrown at once, and myself killed.",-131.95,-229,-208,-52,116,22,the very next day after this wall was finished i had almost had all my labour overthrown at once  and myself killed ,0.0,0.0,0.09683629704002349,-1.0161539783467948,0.0,0.0,0.0968362970400235,-1.0161539783467948,0.0,0.0,0.09683629704002349,-1.0161539783467952,0.0,0.0,0.09683629704002349,-1.0161539783467952,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
605,605,"The case was thus: As I was busy in the inside, behind my tent, just at the entrance into my cave, I was terribly frighted with a most dreadful, surprising thing indeed; for all on a sudden I found the earth come crumbling down from the roof of my cave, and from the edge of the hill over my head, and two of the posts I had set up in the cave cracked in a frightful manner.",-131.95,-229,-208,-52,374,77,the case was thus  as i was busy in the inside  behind my tent  just at the entrance into my cave  i was terribly frighted with a most dreadful  surprising thing indeed  for all on a sudden i found the earth come crumbling down from the roof of my cave  and from the edge of the hill over my head  and two of the posts i had set up in the cave cracked in a frightful manner ,0.0,0.0,0.3113779937235135,0.37500920629465057,0.0,0.0,0.3113779937235135,0.37500920629465057,0.0,0.0,0.3113779937235136,0.37500920629465045,0.0,0.0,0.3113779937235136,0.37500920629465045,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
606,606,"I was heartily scared; but thought nothing of what was really the cause, only thinking that the top of my cave was fallen in, as some of it had done before: and for fear I should be buried in it I ran forward to my ladder, and not thinking myself safe there neither, I got over my wall for fear of the pieces of the hill, which I expected might roll down upon me. I had no sooner stepped do ground, than I plainly saw it was a terrible earthquake, for the ground I stood on shook three times at about eight minutes' distance, with three such shocks as would have overturned the strongest building that could be supposed to have stood on the earth; and a great piece of the top of a rock which stood about half a mile from me next the sea fell down with such a terrible noise as I never heard in all my life.",-131.95,-229,-208,-52,807,161,i was heartily scared  but thought nothing of what was really the because  only thinking that the top of my cave was fallen in  as some of it had done before  and for fear i should be buried in it i ran forward to my ladder  and not thinking myself safe there neither  i got over my wall for fear of the pieces of the hill  which i expected might roll down upon me  i had no sooner stepped do ground  than i plainly saw it was a terrible earthquake  for the ground i stood on shook three times at about eight minutes  distance  with three such shocks as would have overturned the strongest building that could be supposed to have stood on the earth  and a great piece of the top of a rock which stood about half a mile from me next the sea fell down with such a terrible noise as i never heard in all my life ,0.0,0.0,0.3561519130313723,0.6653389143937348,0.0,0.0,0.3561519130313722,0.6653389143937349,0.0,0.0,0.35615191303137234,0.6653389143937348,0.0,0.0,0.35615191303137234,0.6653389143937348,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
607,607,I perceived also the very sea was put into violent motion by it; and I believe the shocks were stronger under the water than on the island.,-131.95,-229,-208,-52,139,27,i perceived also the very sea was put into violent motion by it  and i believe the shocks were stronger under the water than on the island ,0.0,0.0,0.15245821840240978,-0.6554820415879017,0.0,0.0,0.15245821840240978,-0.6554820415879016,0.0,0.0,0.15245821840240983,-0.6554820415879017,0.0,0.0,0.15245821840240983,-0.6554820415879017,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
608,608,"I was so much amazed with the thing itself, having never felt the like, nor discoursed with any one that had, that I was like one dead or stupefied; and the motion of the earth made my stomach sick, like one that was tossed at sea; but the noise of the falling of the rock awakened me, as it were, and rousing me from the stupefied condition I was in, filled me with horror; and I thought of nothing then but the hill falling upon my tent and all my household goods, and burying all at once; and this sunk my very soul within me a second time.",-131.95,-229,-208,-52,543,108,i was so much amazed with the thing itself  having never felt the like  nor discoursed with any one that had  that i was like one dead or stupefied  and the motion of the earth made my stomach sick  like one that was tossed at sea  but the noise of the falling of the rock awakened me  as it were  and rousing me from the stupefied condition i was in  filled me with horror  and i thought of nothing then but the hill falling upon my tent and all my household goods  and burying all at once  and this sunk my very soul within me a second time ,0.0,0.0,0.3360105588982846,0.5347353497164461,0.0,0.0,0.3360105588982846,0.5347353497164462,0.0,0.0,0.33601055889828463,0.5347353497164461,0.0,0.0,0.33601055889828463,0.5347353497164461,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
609,609,"After the third shock was over, and I felt no more for some time, I began to take courage; and yet I had not heart enough to go over my wall again, for fear of being buried alive, but sat still upon the ground greatly cast down and disconsolate, not knowing what to do.",-131.95,-229,-208,-52,269,54,after the third shock was over  and i felt no more for some time  i began to take courage  and yet i had not heart enough to go over my wall again  for fear of being buried alive  but sat still upon the ground greatly cast down and disconsolate  not knowing what to do ,0.0,0.0,0.2748264453996596,0.13799621928166353,0.0,0.0,0.2748264453996596,0.13799621928166364,0.0,0.0,0.2748264453996597,0.1379962192816635,0.0,0.0,0.2748264453996597,0.1379962192816635,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
610,610,"All this while I had not the least serious religious thought; nothing but the common ""Lord have mercy upon me!"" and when it was over that went away too.",-131.95,-229,-208,-52,152,29,all this while i had not the least serious religious thought  nothing but the common  lord have mercy upon me   and when it was over that went away too ,0.0,0.0,0.16933659453996147,-0.5460367642265823,0.0,0.0,0.16933659453996147,-0.5460367642265822,0.0,0.0,0.1693365945399615,-0.5460367642265825,0.0,0.0,0.1693365945399615,-0.5460367642265825,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
611,611,"While I sat thus, I found the air overcast and grow cloudy, as if it would rain.",-131.95,-229,-208,-52,80,17,while i sat thus  i found the air overcast and grow cloudy  as if it would rain ,0.0,0.0,0.008495598405645257,-1.5889858779050372,0.0,0.0,0.008495598405645233,-1.5889858779050374,0.0,0.0,0.008495598405645266,-1.5889858779050372,0.0,0.0,0.008495598405645266,-1.5889858779050372,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
612,612,"Soon after that the wind arose by little and little, so that in less than half-an-hour it blew a most dreadful hurricane; the sea was all on a sudden covered over with foam and froth; the shore was covered with the breach of the water, the trees were torn up by the roots, and a terrible storm it was.",-131.95,-229,-208,-52,301,59,soon after that the wind arose by little and little  so that in less than half an hour it blew a most dreadful hurricane  the sea was all on a sudden covered over with foam and froth  the shore was covered with the breach of the water  the trees were torn up by the roots  and a terrible storm it was ,0.0,0.0,0.28519663412824015,0.2052401396943386,0.0,0.0,0.28519663412824015,0.20524013969433863,0.0,0.0,0.2851966341282402,0.2052401396943385,0.0,0.0,0.2851966341282402,0.2052401396943385,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
613,613,"This held about three hours, and then began to abate; and in two hours more it was quite calm, and began to rain very hard.",-131.95,-229,-208,-52,123,25,this held about three hours  and then began to abate  and in two hours more it was quite calm  and began to rain very hard ,0.0,0.0,0.13287930208284982,-0.782438563327032,0.0,0.0,0.1328793020828498,-0.7824385633270321,0.0,0.0,0.13287930208284982,-0.7824385633270323,0.0,0.0,0.13287930208284982,-0.7824385633270323,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
614,614,"All this while I sat upon the ground very much terrified and dejected; when on a sudden it came into my thoughts, that these winds and rain being the consequences of the earthquake, the earthquake itself was spent and over, and I might venture into my cave again.",-131.95,-229,-208,-52,263,48,all this while i sat upon the ground very much terrified and dejected  when on a sudden it came into my thoughts  that these winds and rain being the consequences of the earthquake  the earthquake itself was spent and over  and i might venture into my cave again ,0.0,0.0,0.2595304170250034,0.038811436672967964,0.0,0.0,0.25953041702500335,0.038811436672967985,0.0,0.0,0.2595304170250035,0.03881143667296785,0.0,0.0,0.2595304170250035,0.03881143667296785,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
615,615,"With this thought my spirits began to revive; and the rain also helping to persuade me, I went in and sat down in my tent.",-131.95,-229,-208,-52,122,25,with this thought my spirits began to revive  and the rain also helping to persuade me  i went in and sat down in my tent ,0.0,0.0,0.13287930208284982,-0.782438563327032,0.0,0.0,0.1328793020828498,-0.7824385633270321,0.0,0.0,0.13287930208284982,-0.7824385633270323,0.0,0.0,0.13287930208284982,-0.7824385633270323,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
616,616,"But the rain was so violent that my tent was ready to be beaten down with it; and I was forced to go into my cave, though very much afraid and uneasy, for fear it should fall on my head.",-131.95,-229,-208,-52,186,40,but the rain was so violent that my tent was ready to be beaten down with it  and i was forced to go into my cave  though very much afraid and uneasy  for fear it should fall on my head ,0.0,0.0,0.23199756595062224,-0.13972117202268422,0.0,0.0,0.23199756595062218,-0.1397211720226842,0.0,0.0,0.23199756595062224,-0.13972117202268441,0.0,0.0,0.23199756595062224,-0.13972117202268441,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
617,617,"This violent rain forced me to a new work viz. to cut a hole through my new fortification, like a sink, to let the water go out, which would else have flooded my cave.",-131.95,-229,-208,-52,167,34,this violent rain forced me to a new work viz  to cut a hole through my new fortification  like a sink  to let the water go out  which would else have flooded my cave ,0.0,0.0,0.2028451354012774,-0.32875569887690415,0.0,0.0,0.20284513540127735,-0.3287556988769042,0.0,0.0,0.2028451354012774,-0.32875569887690426,0.0,0.0,0.2028451354012774,-0.32875569887690426,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
618,618,"After I had been in my cave for some time, and found still no more shocks of the earthquake follow, I began to be more composed.",-131.95,-229,-208,-52,128,26,after i had been in my cave for some time  and found still no more shocks of the earthquake follow  i began to be more composed ,0.0,0.0,0.1430452778641598,-0.7165188308855603,0.0,0.0,0.14304527786415977,-0.7165188308855607,0.0,0.0,0.14304527786415983,-0.7165188308855607,0.0,0.0,0.14304527786415983,-0.7165188308855607,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
619,619,"And now, to support my spirits, which indeed wanted it very much, I went to my little store, and took a small sup of rum; which, however, I did then and always very sparingly, knowing I could have no more when that was gone.",-131.95,-229,-208,-52,224,44,and now  to support my spirits  which indeed wanted it very much  i went to my little store  and took a small sup of rum  which  however  i did then and always very sparingly  knowing i could have no more when that was gone ,0.0,0.0,0.2470154847184665,-0.042339749097783055,0.0,0.0,0.24701548471846646,-0.042339749097782986,0.0,0.0,0.24701548471846652,-0.04233974909778325,0.0,0.0,0.24701548471846652,-0.04233974909778325,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
620,620,"It continued raining all that night and great part of the next day, so that I could not stir abroad; but my mind being more composed, I began to think of what I had best do; concluding that if the island was subject to these earthquakes, there would be no living for me in a cave, but I must consider of building a little hut in an open place which I might surround with a wall, as I had done here, and so make myself secure from wild beasts or men; for I concluded, if I stayed where I was, I should certainly one time or other be buried alive.",-131.95,-229,-208,-52,545,110,it continued raining all that night and great part of the next day  so that i could not stir abroad  but my mind being more composed  i began to think of what i had best do  concluding that if the island was subject to these earthquakes  there would be no living for me in a cave  but i must consider of building a little hut in an open place which i might surround with a wall  as i had done here  and so make myself secure from wild beasts or men  for i concluded  if i stayed where i was  i should certainly one time or other be buried alive ,0.0,0.0,0.3371229973255323,0.541948788451624,0.0,0.0,0.33712299732553225,0.5419487884516241,0.0,0.0,0.33712299732553236,0.541948788451624,0.0,0.0,0.33712299732553236,0.541948788451624,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
621,621,"With these thoughts, I resolved to remove my tent from the place where it stood, which was just under the hanging precipice of the hill; and which, if it should be shaken again, would certainly fall upon my tent; and I spent the two next days, being the th and th of April, in contriving where and how to remove my habitation.",-131.95,-229,-208,-52,326,62,with these thoughts  i resolved to remove my tent from the place where it stood  which was just under the hanging precipice of the hill  and which  if it should be shaken again  would certainly fall upon my tent  and i spent the two next days  being the th and th of april  in contriving where and how to remove my habitation ,0.0,0.0,0.2906158940444661,0.24038051100676877,0.0,0.0,0.290615894044466,0.2403805110067688,0.0,0.0,0.2906158940444661,0.24038051100676863,0.0,0.0,0.2906158940444661,0.24038051100676863,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
622,622,"The fear of being swallowed up alive made me that I never slept in quiet; and yet the apprehension of lying abroad without any fence was almost equal to it; but still, when I looked about, and saw how everything was put in order, how pleasantly concealed I was, and how safe from danger, it made me very loath to remove.",-131.95,-229,-208,-52,320,61,the fear of being swallowed up alive made me that i never slept in quiet  and yet the apprehension of lying abroad without any fence was almost equal to it  but still  when i looked about  and saw how everything was put in order  how pleasantly concealed i was  and how safe from danger  it made me very loath to remove ,0.0,0.0,0.2888687009567211,0.22905110167653173,0.0,0.0,0.28886870095672107,0.22905110167653173,0.0,0.0,0.2888687009567211,0.22905110167653164,0.0,0.0,0.2888687009567211,0.22905110167653164,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
623,623,"In the meantime, it occurred to me that it would require a vast deal of time for me to do this, and that I must be contented to venture where I was, till I had formed a camp for myself, and had secured it so as to remove to it.",-131.95,-229,-208,-52,227,50,in the meantime  it occurred to me that it would require a vast deal of time for me to do this  and that i must be contented to venture where i was  till i had formed a camp for myself  and had secured it so as to remove to it ,0.0,0.0,0.2650369872398796,0.07451795841209835,0.0,0.0,0.2650369872398796,0.07451795841209835,0.0,0.0,0.2650369872398797,0.0745179584120982,0.0,0.0,0.2650369872398797,0.0745179584120982,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
624,624,"So with this resolution I composed myself for a time, and resolved that I would go to work with all speed to build me a wall with piles and cables, & c.",-131.95,-229,-208,-52,152,32,so with this resolution i composed myself for a time  and resolved that i would go to work with all speed to build me a wall with piles and cables    c ,0.0,0.0,0.19069828933905036,-0.4075200850661625,0.0,0.0,0.19069828933905034,-0.4075200850661625,0.0,0.0,0.1906982893390504,-0.40752008506616266,0.0,0.0,0.1906982893390504,-0.40752008506616266,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
625,625,", in a circle, as before, and set my tent up in it when it was finished; but that I would venture to stay where I was till it was finished, and fit to remove.",-131.95,-229,-208,-52,158,35,  in a circle  as before  and set my tent up in it when it was finished  but that i would venture to stay where i was till it was finished  and fit to remove ,0.0,0.0,0.2083979793154383,-0.2927491223332432,0.0,0.0,0.20839797931543827,-0.29274912233324324,0.0,0.0,0.20839797931543833,-0.29274912233324346,0.0,0.0,0.20839797931543833,-0.29274912233324346,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
626,626,This was the st.,-131.95,-229,-208,-52,16,4,this was the st ,0.0,0.0,-1.2547763920659636,-9.7804820415879,0.0,0.0,-1.2547763920659634,-9.780482041587902,0.0,0.0,-1.2547763920659638,-9.780482041587902,0.0,0.0,-1.2547763920659638,-9.780482041587902,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
627,627,April .,-131.95,-229,-208,-52,7,2,april  ,0.0,0.0,-2.9067474565288367,-20.49243856332703,0.0,0.0,-2.9067474565288367,-20.49243856332703,0.0,0.0,-2.906747456528837,-20.492438563327035,0.0,0.0,-2.906747456528837,-20.492438563327035,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
628,628,The next morning I begin to consider of means to put this resolve into execution; but I was at a great loss about my tools.,-131.95,-229,-208,-52,123,25,the next morning i begin to consider of means to put this resolve into execution  but i was at a great loss about my tools ,0.0,0.0,0.13287930208284982,-0.782438563327032,0.0,0.0,0.1328793020828498,-0.7824385633270321,0.0,0.0,0.13287930208284982,-0.7824385633270323,0.0,0.0,0.13287930208284982,-0.7824385633270323,-131.9500000000005,-229.0,-208.0,-52.0,-155.23750000000013,0.0,0.0,0.0,0.0
