,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
422,422,Her eyebrows had been plucked and then drawn on again at a more rakish angle but the efforts of nature toward the restoration of the old alignment gave a blurred air to her face.,-0.049840088820429576,-0.03755545282744076,-0.09686849309133339,0.0317843969499197,0.07662217216534954,-0.017191698560009117,-0.12157849237638704,-0.018925989621872797,0.02934881811839668,0.04860170552640456,-0.04512536522620361,0.16794146494231374,-0.10940501742384823,-0.4164525663022569,-0.5444726890822196,1.3051622009081862,0.976820550387163,-0.45027114194997286,0.6495011579234995,-0.2806491198979408,-1.2131553817152454,-0.42231626560188246,-0.04100251071316509,-0.32897904490753443,0.21804733308045912,-0.744546864893202,1.0274243269558885,-1.3473158956547007,0.12650760546071432,0.4292865491793405,0.6158117395981934
423,423,When she moved about there was an incessant clicking as innumerable pottery bracelets jingled up and down upon her arms.,-0.044883615899060814,-0.032397786365889865,-0.09280467786780426,0.029433011335212065,0.08269439923006065,-0.013523316709379821,-0.12173502075779095,-0.01547443563601144,0.02740659787287048,0.042232702921200564,-0.05075686039891507,0.16094149653250253,-0.056746417996394516,-0.36305104735148575,-0.511315961056583,1.3311261116017608,0.9433281508413941,-0.4078776828784963,0.6447445355160951,-0.22427449647426884,-1.1713191785700625,-0.44381824009558707,-0.010308410246939922,-0.3290023709122016,0.15395484126195239,-0.6867670978989907,1.017933101065923,-1.3469615839080495,0.12648575413559762,0.4292865491793405,0.5436130223486673
424,424,She came in with such a proprietary haste and looked around so possessively at the furniture that I wondered if she lived here.,-0.018081947509437122,-0.008328676211985696,-0.07866445198053618,0.03419313343327874,0.0945875697474371,0.009093944641709975,-0.11037298378525308,-0.006525264548215891,0.03229014057448182,0.04923623509850613,-0.04071398108283855,0.17517393578592103,0.1079929051168553,-0.21410723011369467,-0.3830897559162859,1.4209428881334798,0.997285331492134,-0.26375992015409694,0.8099924254119301,0.03880707950286711,-0.9203019596989654,-0.09978664819631182,0.23524439348286116,-0.27229401253486324,0.1590340691481245,-0.6004255977595799,1.0747715521219514,-1.3464419942591064,0.1864973230256368,0.4292865491793405,0.574619806149134
425,425,"But when I asked her she laughed immoderately, repeated my question aloud and told me she lived with a girl friend at a hotel.",-0.023221993501967693,-0.013677367357297734,-0.0759444561717129,0.03528279993765545,0.09265461888554632,0.0061215911613694,-0.11121997240798888,-0.007731047600045187,0.029246898208986218,0.050071161926011645,-0.04358905355396914,0.1817717497179534,0.040898751303291445,-0.28214796354218424,-0.35922932981614863,1.385274142128476,1.0191840199046587,-0.2849904716774005,0.7591889890979678,-0.019655492936496526,-0.8784657565537826,-0.1212886226900165,0.20455029301663624,-0.27194623328487527,0.1597116298098703,-0.6578779536104981,1.0783366212992995,-1.3282921648932335,0.24617164366713828,0.3940826133197527,0.5326331826416951
426,426,Mr. McKee was a pale feminine man from the flat below.,-0.0296470509926309,-0.016542737613714897,-0.08714207060102484,0.03356227387811328,0.09179583643119202,0.014999944791418486,-0.1137200360967837,-0.011701653508998686,0.025220344041431895,0.05061160480149103,-0.04968572726448208,0.19000744651541626,-0.06157842703834246,-0.30108205345615346,-0.48537924805507493,1.3754653503098333,1.004509241150742,-0.22224244934129475,0.7091382378950711,-0.05097472817186987,-0.9621381628441483,-0.16429257167742595,0.29663259441531153,-0.2720153774994964,0.1616578588523595,-0.7141477064868863,1.0630518199158727,-1.3087095046690886,0.29539898072791254,0.35887867746016494,0.4933871245046787
427,427,He had just shaved for there was a white spot of lather on his cheekbone and he was most respectful in his greeting to everyone in the room.,-0.03754069305258856,-0.024756799015444097,-0.09065162851766946,0.03264465997969079,0.09547120442715859,0.005360371421412795,-0.1172554066909929,-0.013562139077250918,0.021193789873877576,0.05041231880628341,-0.057304524275759355,0.1872848459266103,-0.15167041306844087,-0.39244507776003695,-0.5249472884111539,1.4352015342999824,0.9913351966623372,-0.327863109583954,0.624890269738007,-0.12405294372107424,-1.0039743659893312,-0.22879849515854006,0.23524439348286116,-0.27199694900483645,0.1324130445895316,-0.7095245637832284,0.9974343069366195,-1.3132315657377682,0.2952318269404459,0.35887867746016494,0.48828658456301527
428,428,"He informed me that he was in the ""artistic game"" and I gathered later that he was a photographer and had made the dim enlargement of Mrs. Wilson's mother which hovered like an ectoplasm on the wall.",-0.03754069305258856,-0.024756799015444097,-0.09065162851766946,0.033447572140810476,0.09370669642608974,0.002219552273849024,-0.11619496912728546,-0.011430352322337094,0.024835452834239203,0.054804389522225244,-0.05129588531370034,0.189165171733196,-0.15167041306844087,-0.39244507776003695,-0.5249472884111539,1.4115905972211908,1.0179860160868606,-0.3339611212462624,0.624890269738007,-0.12405294372107424,-1.0039743659893312,-0.20729652066483534,0.20455029301663624,-0.27190312364928404,0.1335075381557107,-0.6576092834719065,0.9988281001391127,-1.222682606657955,0.2949420129555432,0.4292865491793405,0.5205881167863139
429,429,"His wife was shrill, languid, handsome and horrible.",-0.03754069305258856,-0.024756799015444097,-0.09065162851766946,0.033447572140810476,0.09399663905537335,0.002219552273849024,-0.11619496912728546,-0.011430352322337094,0.024835452834239203,0.05482291052549733,-0.05129588531370034,0.18964388699510776,-0.15167041306844087,-0.39244507776003695,-0.5249472884111539,1.4115905972211908,1.0179860160868606,-0.3339611212462624,0.624890269738007,-0.12405294372107424,-1.0039743659893312,-0.20729652066483534,0.20455029301663624,-0.27333230333623454,0.14165717977030406,-0.6485558198573393,0.89713573337275,-1.2110844245395913,0.2943748187805899,0.3940826133197527,0.4464379355649197
430,430,She told me with pride that her husband had photographed her a hundred and twenty-seven times since they had been married.,-0.040294289120015654,-0.027622169271861265,-0.0937125147042839,0.03361962474676469,0.09446330862060126,-0.0008673373587116356,-0.11816296940442073,-0.013785397345441186,0.028743578938041924,0.06173346726637704,-0.047203898998972336,0.19249743544528314,-0.17664640738197698,-0.41777343909418396,-0.5563927782655232,1.4161970806469613,1.0199490790091699,-0.36194071765945757,0.624890269738007,-0.1553721789564476,-1.045810569134514,-0.2503004696522448,0.1738561925504111,-0.3295796912258815,0.16443160548306276,-0.5444508954782653,0.9056051081104828,-1.285715003406976,0.23290164292496437,0.32367474160057713,0.37310590349116435
431,431,"Mrs. Wilson had changed her costume some time before and was now attired in an elaborate afternoon dress of cream colored chiffon, which gave out a continual rustle as she swept about the room.",-0.036989973839103144,-0.02418372496416067,-0.09095416625682799,0.020256872350987144,0.09457100159719231,0.002158465863321201,-0.11630357826457587,-0.01752238278810276,0.023414316069220027,0.06316588165943995,-0.05207381546451878,0.1909690511300076,-0.17661717473957425,-0.4177437940309991,-0.5317746903628844,1.4652036606753056,0.8654880732973321,-0.33802234807466713,0.624890269738007,-0.11778909667399959,-1.0039743659893312,-0.20729652066483534,0.20455029301663624,-0.32937718326267723,0.1859938421843494,-0.5198594566897926,0.8748801921163656,-1.2853408818771013,0.1830572585141478,0.32367474160057713,0.3752369034153436
432,432,With the influence of the dress her personality had also undergone a change.,-0.036989973839103144,-0.02418372496416067,-0.09095416625682799,0.024156731419282734,0.10231385047825188,0.002158465863321201,-0.11540653841656642,-0.01373641240896062,0.03194113665933506,0.07055724364526295,-0.04801507193322645,0.19538114136414114,-0.17661717473957425,-0.4177437940309991,-0.5317746903628844,1.5633021881000486,0.9009341432125696,-0.33802234807466713,0.624890269738007,-0.11778909667399959,-1.0039743659893312,-0.18579454617113061,0.20455029301663624,-0.2725888752420851,0.22765578708951423,-0.44022792429203184,0.9211065114402315,-1.2796977397900664,0.24475049447056652,0.3940826133197527,0.3759248899170806
433,433,The intense vitality that had been so remarkable in the garage was converted into impressive hauteur.,-0.036989973839103144,-0.02418372496416067,-0.09095416625682799,0.020887731906152607,0.10201010105709762,0.002158465863321201,-0.11540653841656642,-0.01373641240896062,0.030993712149322283,0.07769597914645472,-0.04947929907718145,0.1913805965553549,-0.17661717473957425,-0.4177437940309991,-0.5317746903628844,1.528841848638058,0.9136223013391858,-0.33802234807466713,0.624890269738007,-0.11778909667399959,-1.0039743659893312,-0.18579454617113061,0.20455029301663624,-0.2722689238341532,0.26678960211958885,-0.3971779834854922,0.9104557805602639,-1.2781223831530144,0.3050738946020511,0.46449048503892826,0.341144244542364
434,434,"Her laughter, her gestures, her assertions became more violently affected moment by moment and as she expanded the room grew smaller around her until she seemed to be revolving on a noisy, creaking pivot through the smoky air.",-0.03607210848329412,-0.02322860154535495,-0.09152916723918039,0.021862696673226507,0.10716003442484942,0.001961526437212459,-0.11586602583074611,-0.011509481835113392,0.028988894212955953,0.07071837637373006,-0.04672502611571682,0.19686237874955548,-0.20341105621205313,-0.4207766493229929,-0.5651521790424044,1.550929204099459,0.9150703516922667,-0.3477216623022875,0.6704685705397991,-0.1073493515955418,-1.0039743659893312,-0.18579454617113061,0.20455029301663624,-0.27253112571960997,0.33136357093202556,-0.43258840294056883,0.8967779157220529,-1.279079703516141,0.2982682171662196,0.3940826133197527,0.27322247757249873
435,435,"""My dear,"" she told her sister in a high mincing shout, ""most of these fellas will cheat you every time. All they think of is money. I had a woman up here last week to look at my feet and when she gave me the bill you'd of thought she had my appendicitus out.""",-0.034236377771676055,-0.021318354707743507,-0.09152916723918039,0.034594589513838585,0.11216361579877238,0.011222876446128502,-0.11672799867045511,-0.004473549324087607,0.028633610021701155,0.0767677064624579,-0.04704968721341992,0.2035038015548855,-0.19294406677795087,-0.4101619892161895,-0.5959247889207029,1.5864069212738894,1.0489640537042006,-0.26325884216536194,0.6704685705397991,-0.08646986143862626,-1.0039743659893312,-0.20729652066483534,0.29663259441531153,-0.2157541512571972,0.35165974926802374,-0.43814958263051823,0.8514318852784037,-1.1703186486991652,0.29883617462573236,0.46449048503892826,0.19897554408270668
436,436,"""What was the name of the woman?"" asked Mrs. McKee.",-0.03772426612375037,-0.02494782369920525,-0.09205715012706908,0.03247260737373657,0.11302239825312671,0.007950061207231247,-0.11771199880902276,-0.010309350891339547,0.019692291208455528,0.06938412329800919,-0.05403081021598806,0.20902285387301317,-0.22383567235696025,-0.44148942060790186,-0.6069374305962513,1.5665099104605116,0.9843913949780286,-0.30103727685240755,0.6269631068565827,-0.12614089273676576,-1.0039743659893312,-0.22879849515854006,0.26593849394908636,-0.21609409177410832,0.2844473125834997,-0.38011145285310927,0.8640784355459475,-1.1599972875795723,0.23720076761494385,0.46449048503892826,0.12308757368625296
437,437,"""Mrs. Eberhardt. She goes around looking at people's feet in their own homes.""",-0.03662282769677954,-0.023801675596638382,-0.09260278027494877,0.03374221796359393,0.11977944219462199,0.016887498755169567,-0.11258621091695771,-0.00796278403031863,0.013087811867451248,0.06933967289015619,-0.0635162453656934,0.21581781955393275,-0.3215161234426729,-0.5405479697620603,-0.7149962933200402,1.5933034050715547,0.9257965035371605,-0.27085365906519643,0.6372813335491353,-0.11361319864261638,-0.9621381628441483,-0.09978664819631182,0.3580207953477618,-0.21609035241313887,0.3308617250914684,-0.3784533003510008,0.9138212098018209,-1.157582666223889,0.23719744529905967,0.46449048503892826,0.18867849148261745
438,438,"""I like your dress,"" remarked Mrs. McKee, ""I think it's adorable.""",-0.038825704550721214,-0.02609397180177211,-0.09260278027494877,0.03305400753977706,0.12003900988179016,0.010292706669916682,-0.11258621091695771,-0.00875125310405388,0.020193495692547112,0.06199646551284062,-0.05917391271731134,0.21762648012150584,-0.35707220953706154,-0.5766056892234486,-0.7149962933200402,1.5967119819820175,0.9118233192470538,-0.3544693984491824,0.6372813335491353,-0.13866858683091507,-0.9621381628441483,-0.09978664819631182,0.29663259441531153,-0.2729585013943769,0.3117761353041628,-0.43141399279359494,0.9193200981231039,-1.16275469487017,0.17557975423351632,0.3940826133197527,0.19212641260760477
439,439,Mrs. Wilson rejected the compliment by raising her eyebrow in disdain.,-0.027444174138689235,-0.014250441408581173,-0.08537480331979991,0.04165663783748793,0.1274145980990905,0.013694776677149793,-0.10757163618899013,-0.00126315194859211,0.026989010779245936,0.06777724105412325,-0.051036398148179514,0.22346472802980863,-0.24027592495363662,-0.45816161603547656,-0.6484220100694335,1.610442014653709,1.0458838126033332,-0.28115011776578724,0.8239630367034939,-0.009215747858038576,-0.8784657565537826,-0.013778750221492943,0.32732669488153665,-0.2724143870136662,0.32759468098962485,-0.434486788462234,0.7656322023664012,-1.0528117802897345,0.1757909443777507,0.3940826133197527,0.244477755431811
440,440,"""It's just a crazy old thing,"" she said.",-0.029279904850307296,-0.016160688246192614,-0.09089574711467495,0.04309040955377307,0.1241202975587538,0.01651025933277637,-0.11104971319516299,-0.010412972872356128,0.01670268752767859,0.06048441080570774,-0.056917162385449534,0.2350645099526498,-0.27488141223225593,-0.49325532541633044,-0.6980485385344526,1.58478710829232,1.0427093891050878,-0.27823471056624893,0.7890810639416371,-0.030095238014954135,-0.9621381628441483,-0.09978664819631182,0.3580207953477618,-0.32921369745011725,0.2658865504241295,-0.5089913027577672,0.7208297286104436,-1.0547270990049131,0.1144763123122669,0.32367474160057713,0.13940767823399455
441,441,"""I just slip it on sometimes when I don't care what I look like.""",-0.033502085487028835,-0.02246450281031037,-0.10122190550641395,0.043881851541162475,0.11822755878836112,0.013590084926385262,-0.1174575434582808,-0.0206998095332748,0.008733465737727325,0.05340123831433222,-0.06519824173481598,0.24191139365254516,-0.2979515880042966,-0.516650980486601,-0.7488085558413643,1.5424459660442174,1.011813390771733,-0.29705358311829105,0.7440486307451264,-0.09899755553277546,-1.1294829754248796,-0.2503004696522448,0.29663259441531153,-0.3858298844853383,0.24287776970114272,-0.5007448813540245,0.5464914316490861,-1.164708823514533,0.10244067360414184,0.2532668698814019,0.05719769937017694
442,442,"""But it looks wonderful on you, if you know what I mean,"" pursued Mrs. McKee.",-0.03166635477541078,-0.020554255972698925,-0.098294590010215,0.04858462277057775,0.12589861235169333,0.013493447547936983,-0.11559900107685683,-0.0122517920263958,0.02152369662289988,0.060718516287066863,-0.05556834559237613,0.24359585146586218,-0.24439138329707538,-0.4623351362032704,-0.7767873854954109,1.6006747930835963,1.0139323261883832,-0.20130606191533096,0.7440486307451264,-0.07811806537585991,-1.087646772279697,-0.20729652066483534,0.29663259441531153,-0.3854880827787711,0.24130365930522202,-0.4984980188735725,0.5575383133899364,-1.054733549773332,0.1025238568716591,0.32367474160057713,0.05777445928107637
443,443,"""If Chester could only get you in that pose I think he could make something of it.""",-0.029830624063792718,-0.018644009135087486,-0.09510392968850462,0.0481258158213665,0.12880080000290361,0.016619429338097742,-0.11559900107685683,-0.010575941987954928,0.02152369662289988,0.06674488033173731,-0.05556834559237613,0.2484918971984125,-0.22678849765496248,-0.4444839050382525,-0.7435435821706304,1.6747884224750893,1.0083981205514194,-0.17172636051539397,0.7440486307451264,-0.05723857521894435,-1.045810569134514,-0.20729652066483534,0.32732669488153665,-0.3854384182234058,0.3090407389989049,-0.44643874447322873,0.4968385089441111,-1.0580876399779036,0.16369026423801356,0.2884708057409894,0.025714026133751147
444,444,We all looked in silence at Mrs. Wilson who removed a strand of hair from over her eyes and looked back at us with a brilliant smile.,-0.03129920863308717,-0.02017220660517664,-0.09223164118768687,0.04881402624518337,0.13009035436362215,0.010567822894032072,-0.11469187975033887,-0.01741405071703997,0.021701338718527276,0.059820988468501694,-0.05539727832840839,0.2439097394906406,-0.2609496801919376,-0.47912704132489575,-0.7166623921418538,1.5690305091223757,0.9345606138473709,-0.2195630996849748,0.8745650217947754,-0.07394216734447678,-1.0039743659893312,-0.18579454617113061,0.26593849394908636,-0.38532709496802137,0.2667930250427195,-0.4427067197914594,0.5535892840452862,-1.0554888261453834,0.22462013082561166,0.35887867746016494,0.06781342000990612
445,445,Mr. McKee regarded her intently with his head on one side and then moved his hand back and forth slowly in front of his face.,-0.03295136627354342,-0.02189142875902694,-0.09721751131775958,0.04250543069352874,0.13392035842854,0.0138888697391488,-0.11280889014637162,-0.01957880810227725,0.02704244439372433,0.05982321098889434,-0.045404544772315494,0.23954617587797913,-0.30220444585224415,-0.5209638386224309,-0.8078677823842617,1.5960500016412003,0.818378850919581,-0.17644364570324475,0.9354186028987607,-0.09273370848570081,-1.045810569134514,-0.14279059718372122,0.29663259441531153,-0.3851088653863541,0.21901075446585735,-0.46779879026264176,0.731673422694512,-1.0388254809167503,0.22488355433905638,0.35887867746016494,0.08263763342236116
446,446,"""I should change the light,"" he said after a moment.",-0.03607210848329412,-0.02513884838296639,-0.09721751131775958,0.05013309622416571,0.1313053520482392,0.010902683239776946,-0.1119469173066626,-0.015608202193323751,0.02668716020246954,0.05993174406806875,-0.045729205870018594,0.23534122638784466,-0.3031821078735928,-0.5219552937224176,-0.8078677823842617,1.5553915366052125,0.7373286276779915,-0.19834835023067907,0.9354186028987607,-0.1282288417524572,-1.045810569134514,-0.1212886226900165,0.26593849394908636,-0.38514161451273776,0.1732401732891712,-0.4412202038685251,0.7396219218284346,-0.9410836879557769,0.22703633575370988,0.35887867746016494,0.15745752612569433
447,447,"""I'd like to bring out the modelling of the features. And I'd try to get hold of all the back hair.""",-0.0353378161986469,-0.02437474964792181,-0.09434522281694183,0.056212288301214726,0.12598145310291722,0.013928486461809782,-0.11013267465362668,-0.012789684309672774,0.02351472358560856,0.060182888872438195,-0.05168027311350245,0.23030926491557435,-0.2747144557594469,-0.49308601348354825,-0.7594816403324636,1.5029190331589124,0.8368973867182996,-0.15529528497805636,1.038442005577757,-0.11987704568969103,-1.0039743659893312,-0.07828467370260711,0.29663259441531153,-0.3284059530265584,0.2120941303061043,-0.41499374891106355,0.919291696551308,-0.8586010132571721,0.2882532286782545,0.3940826133197527,0.23899708853951457
448,448,"""I wouldn't think of changing the light,"" cried Mrs. McKee.",-0.02579201649823298,-0.018261959767565197,-0.08871942075459105,0.050878657516633986,0.13813419130746185,0.019835113662688465,-0.10753721741135644,-0.00020714976023223242,0.02706756549815649,0.0674623839984978,-0.048125573630600105,0.23436072568854502,-0.26572415755351697,-0.4532745089255762,-0.7648935620096993,1.5573187820218926,0.799576828995531,-0.11406520096378298,0.9891114466156101,-0.0530626771875613,-0.9203019596989654,-0.013778750221492943,0.3580207953477618,-0.32842341017041254,0.27831449979179157,-0.4077151675593253,1.027256219017155,-0.7492563547883138,0.35000649493722125,0.3940826133197527,0.32325598452488535
449,449,"""I think it's """,-0.030564916348439934,-0.023228601545354947,-0.08871942075459105,0.05334474486864444,0.1333901776207071,0.02269907004127032,-0.11089462281927914,-0.00020714976023223242,0.025161950290517144,0.06209092262952821,-0.051111253581542844,0.2219009157493039,-0.34422872872068216,-0.5328866404764941,-0.7648935620096993,1.5430042717500843,0.8088146563873233,-0.08087182981223416,1.0288263196723086,-0.10734935159554172,-0.9203019596989654,-0.035280724715197664,0.41940899628021217,-0.3283928075255299,0.2575987141793605,-0.4097394471540165,1.0137513267957043,-0.7444634601822661,0.41175726116270356,0.46449048503892826,0.3894939199618654
450,450,"Her husband said ""Sh! "" and we all looked at the subject again whereupon Tom Buchanan yawned audibly and got to his feet.",-0.031115635561925353,-0.02380167559663838,-0.08871942075459105,0.05683167768264991,0.13263908814294384,0.01676748317431356,-0.10554865330967372,-0.004884269176116958,0.013366515140858012,0.05635274539577136,-0.05589106692282057,0.2124229464706945,-0.347962864662479,-0.536673458459288,-0.7648935620096993,1.4998846802377155,0.8329337041812195,-0.12270384470297144,0.9329553095927252,-0.11361319864261638,-0.9203019596989654,0.029225198765916408,0.388714895813987,-0.3852838579699991,0.26282078759372873,-0.40998002736527117,1.0167820226205584,-0.7613412737135982,0.35000496468073744,0.3940826133197527,0.2740137848058908
451,451,"""You McKees have something to drink,"" he said.",-0.02891275870798368,-0.02150937939150465,-0.08871942075459105,0.06199325586127643,0.1303830583512799,0.011039570417149855,-0.1040653546101196,-0.006652436979463511,0.004839694550742974,0.04973037546580527,-0.05923098008828194,0.20052256962240833,-0.35981489336060846,-0.5486926982797508,-0.7648935620096993,1.4699249327825077,0.8445780244229749,-0.13930053027874567,0.9329553095927252,-0.08855781045431778,-0.9203019596989654,0.07222914775332585,0.3580207953477618,-0.3852152622629136,0.24347263967778,-0.38261414875189237,1.013361252892308,-0.8620899409777535,0.34967867528104324,0.3940826133197527,0.3174388169661499
452,452,"""Get some more ice and mineral water, Myrtle, before everybody goes to sleep.""",-0.041212154475824686,-0.03430803320350131,-0.09524682055343033,0.061534448912065186,0.12855227774923192,-0.0011467868934576168,-0.1105635087490136,-0.01664913209353576,0.001997421020704628,0.04283685804793588,-0.06176042505521993,0.19416653791473343,-0.4608291947608037,-0.6511321324685206,-0.8340897182748597,1.4448788793613374,0.8471822143681697,-0.24270196369690825,0.8356741354044054,-0.22845039450565188,-1.0039743659893312,-0.05678269920890238,0.23524439348286116,-0.4420714103068349,0.24224212627761488,-0.44866562020346057,1.0116263409411521,-0.8643220220432061,0.29257348750085405,0.32367474160057713,0.2424731103043254
453,453,"""I told that boy about the ice.""",-0.041212154475824686,-0.03430803320350131,-0.09524682055343033,0.060846238488248314,0.12568598775688533,-0.0011467868934576168,-0.1105635087490136,-0.01664913209353576,0.001997421020704628,0.04342360343159548,-0.06176042505521993,0.19839137209294685,-0.4608291947608037,-0.6511321324685206,-0.8340897182748597,1.400129115635164,0.8328983647207405,-0.24270196369690825,0.8356741354044054,-0.22845039450565188,-1.0039743659893312,-0.05678269920890238,0.23524439348286116,-0.49886916352529814,0.24203362862222505,-0.3739240681114923,1.0048507059188583,-0.8623957041096306,0.2930388182170919,0.32367474160057713,0.24342138225184554
454,454,Myrtle raised her eyebrows in despair at the shiftlessness of the lower orders.,-0.04066143526233927,-0.037555452827440765,-0.09188592771395863,0.06669602709069171,0.12402917273240753,-0.007251371281150342,-0.1083392391412115,-0.016997678756955167,0.002707989403214214,0.036320057836620664,-0.061155848085273,0.20411865345381802,-0.41587675499904,-0.6448876907784128,-0.7529861929770756,1.3912518644969558,0.8355495767199612,-0.2555126447395756,0.8544935089663437,-0.2639455277724083,-0.9621381628441483,-0.013778750221492943,0.1738561925504111,-0.5554639502758061,0.22011336475755255,-0.40162864852586605,0.9983560170154299,-0.9676788172595885,0.233925533850958,0.32367474160057713,0.1392110033843217
455,455,"""These people! You have to keep after them all the time.""",-0.031482781704248966,-0.02800421863938355,-0.0862204733872117,0.07598686781221943,0.12868482295119016,-0.0010271301225206113,-0.10602575522114734,-0.01302707284800167,0.009671559551808161,0.03711794265758202,-0.053057990426355624,0.19727241176950708,-0.32896389302468104,-0.5795380487549268,-0.7439938276412507,1.3478160922299718,0.8674931802584263,-0.13791156201020235,0.8544935089663437,-0.15954807698783063,-0.8784657565537826,0.05072717325962113,0.23524439348286116,-0.49919081649530617,0.2666759097814358,-0.32071219062579415,1.115182050553507,-0.967868298708287,0.2841776670858386,0.3940826133197527,0.1375150096198899
456,456,She looked at me and laughed pointlessly.,-0.031482781704248966,-0.02800421863938355,-0.0862204733872117,0.07426634175267725,0.12689270136638,-0.007027704406825826,-0.10786143763102862,-0.01302707284800167,0.007754152805353721,0.04437224921919159,-0.05562470524855314,0.20006104039520406,-0.32896389302468104,-0.5795380487549268,-0.7439938276412507,1.3342534006676643,0.8584276577020308,-0.18321961610480503,0.9128622134793357,-0.15954807698783063,-0.8784657565537826,0.007723224272211689,0.1738561925504111,-0.4990646801401319,0.3513912674119028,-0.2347195627221039,1.1259457511678521,-0.8598310694761093,0.3457192361878806,0.3940826133197527,0.17475116397638216
457,457,"Then she flounced over to the dog, kissed it with ecstasy and swept into the kitchen, implying that a dozen chefs awaited her orders there.",-0.024323431928938526,-0.020554255972698925,-0.08311978358414229,0.0847041998472331,0.132727451610916,-0.0008294610859165876,-0.10485970134366236,-0.004919123842458901,0.000648468980257857,0.04417555616444206,-0.05940927712215817,0.19912805126895952,-0.2480416714488239,-0.4974741580322904,-0.7125483377868813,1.3998048844187427,0.9598191655619032,-0.1048767461478588,0.9128622134793357,-0.07811806537586,-0.8366295534085998,0.07222914775332585,0.23524439348286116,-0.44220909588723784,0.3501024710340295,-0.20247681028951445,1.242877472276168,-0.8617913428065129,0.40631910757393797,0.46449048503892826,0.25940526301190725
458,458,"""I've done some nice things out on Long Island,"" asserted Mr. McKee.",-0.021936982003835048,-0.021127330023982357,-0.074701498036084,0.0897510762885568,0.12811598312611946,0.002282659493398278,-0.1046560499469602,-0.0012782242367399758,0.003329762371690135,0.05153987748548781,-0.05668211385155368,0.1943758150304152,-0.2174502519300741,-0.4664511477941979,-0.6179822746036121,1.3397584332584689,1.030519476205593,-0.09195809338027852,0.9816503914296867,-0.08438191242293455,-0.7111209439730511,0.07222914775332585,0.26593849394908636,-0.3854953780988096,0.3943269096092783,-0.1504294129422401,1.3590391328178786,-0.8606111813065755,0.46813604172104645,0.5348983567581038,0.2943498655665371
459,459,Tom looked at him blankly.,-0.01918338593640796,-0.018261959767565193,-0.07222158843823091,0.08132049859680016,0.13211443005185922,0.008397879973350139,-0.10918928317225783,-0.008125753145917432,0.0035074044673175315,0.04533423012914359,-0.056398456285120226,0.18459613420386642,-0.18941738166476602,-0.43802278340559053,-0.5987889558051629,1.3358684009123336,0.9597464948043449,-0.03631303271214718,0.9407841241996573,-0.08646986143862616,-0.6692847408278684,-0.05678269920890238,0.26593849394908636,-0.4423669692620119,0.29618124649086774,-0.0972837944654987,1.3520135899917107,-0.8657498700119947,0.4561593529175181,0.46449048503892826,0.26825578858788335
460,460,"""Two of them we have framed downstairs.""",-0.004497540243463474,-0.010620972417119427,-0.05949916227708457,0.0867688311186837,0.1392635868824809,0.011303462061163973,-0.10607030271861284,-0.007815829220876935,0.00457325704108191,0.046416597560364134,-0.05464069750616539,0.17518451480316133,-0.0942069041023587,-0.3853571132157363,-0.4966247149110585,1.4023039327508722,1.001415159644071,-0.018132274572802663,0.9407841241996573,-0.0029519008109640103,-0.4601037251019544,0.007723224272211689,0.29663259441531153,-0.38562053121601775,0.3182993495269016,-0.00891321884044855,1.348124096724049,-0.7555461238764483,0.5174987382643905,0.5348983567581038,0.33970756970229027
461,461,"""Two what?"" demanded Tom.",0.0010096518913907087,-0.004890231904285103,-0.04947193126370495,0.09204511103461303,0.14024939182204516,0.008294477973637356,-0.10196227287423834,-0.005140498074630686,0.00874784628832573,0.04531533870580606,-0.04677881365744592,0.16937773268951112,-0.00285457140310667,-0.29271596098461705,-0.32410192272473737,1.4199735213283575,1.1264553817883314,-0.012370195161931193,0.9407841241996573,0.05968656965978267,-0.3345951156664058,0.07222914775332585,0.26593849394908636,-0.33766193447786297,0.3415257821363155,0.044088011900347425,1.345381895119817,-0.756596694046529,0.5285510820917247,0.6053062284772793,0.4052817552350425
