,sent_raw
659,"""Has it?"""
660,"""A little bit, I think. I can't tell yet. I've only been here an hour. Did I tell you about the books? They're real. They're """
661,"""You told us."""
662,We shook hands with him gravely and went back outdoors.
663,"There was dancing now on the canvas in the garden, old men pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably and keeping in the corners and a great number of single girls dancing individualistically or relieving the orchestra for a moment of the burden of the banjo or the traps."
664,By midnight the hilarity had increased.
665,"A celebrated tenor had sung in Italian and a notorious contralto had sung in jazz and between the numbers people were doing ""stunts"" all over the garden, while happy vacuous bursts of laughter rose toward the summer sky."
666,"A pair of stage ""twins"" who turned out to be the girls in yellow did a baby act in costume and champagne was served in glasses bigger than finger bowls."
667,"The moon had risen higher, and floating in the Sound was a triangle of silver scales, trembling a little to the stiff, tinny drip of the banjoes on the lawn."
668,I was still with Jordan Baker.
669,We were sitting at a table with a man of about my age and a rowdy little girl who gave way upon the slightest provocation to uncontrollable laughter.
670,I was enjoying myself now.
671,"I had taken two finger bowls of champagne and the scene had changed before my eyes into something significant, elemental and profound."
672,At a lull in the entertainment the man looked at me and smiled.
673,"""Your face is familiar,"" he said, politely."
674,"""Weren't you in the Third Division during the war?"""
675,"""Why, yes. I was in the Ninth Machine-Gun Battalion."""
676,"""I was in the Seventh Infantry until June nineteen-eighteen. I knew I'd seen you somewhere before."""
677,"We talked for a moment about some wet, grey little villages in France."
678,Evidently he lived in this vicinity for he told me that he had just bought a hydroplane and was going to try it out in the morning.
679,"""Want to go with me, old sport? Just near the shore along the Sound."""
680,"""What time?"""
681,"""Any time that suits you best."""
682,It was on the tip of my tongue to ask his name when Jordan looked around and smiled.
683,"""Having a gay time now?"" she inquired."
684,"""Much better."""
685,I turned again to my new acquaintance.
686,"""This is an unusual party for me. I haven't even seen the host. I live over there """
687,"I waved my hand at the invisible hedge in the distance, ""and this man Gatsby sent over his chauffeur with an invitation."""
688,For a moment he looked at me as if he failed to understand.
689,"""I' Gatsby,"" he said suddenly."
690,"""What!"""
691,I exclaimed.
692,"""Oh, I beg your pardon."""
693,"""I thought you knew, old sport. I' afraid I' not a very good host."""
694,He smiled understandingly much more than understandingly.
695,"It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life."
696,"It faced or seemed to face the whole external world for an instant, and then concentrated on you with an irresistible prejudice in your favor."
697,"It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself and assured you that it had precisely the impression of you that, at your best, you hoped to convey."
698,"Precisely at that point it vanished and I was looking at an elegant young rough-neck, a year or two over thirty, whose elaborate formality of speech just missed being absurd."
699,Some time before he introduced himself I'd got a strong impression that he was picking his words with care.
700,Almost at the moment when Mr. Gatsby identified himself a butler hurried toward him with the information that Chicago was calling him on the wire.
701,He excused himself with a small bow that included each of us in turn.
702,"""If you want anything just ask for it, old sport,"" he urged me."
703,"""Excuse me. I will rejoin you later."""
704,When he was gone I turned immediately to Jordan constrained to assure her of my surprise.
705,I had expected that Mr. Gatsby would be a florid and corpulent person in his middle years.
706,"""Who is he?"""
707,I demanded.
708,"""Do you know?"""
709,"""He's just a man named Gatsby."""
710,"""Where is he from, I mean? And what does he do?"""
711,"""Now you're started on the subject,"" she answered with a wan smile."
712,"""Well, he told me once he was an Oxford man."""
713,A dim background started to take shape behind him but at her next remark it faded away.
714,"""However, I don't believe it."""
715,"""Why not?"""
716,"""I don't know,"" she insisted, ""I just don't think he went there."""
717,"Something in her tone reminded me of the other girl's ""I think he killed a man,"" and had the effect of stimulating my curiosity."
718,I would have accepted without question the information that Gatsby sprang from the swamps of Louisiana or from the lower East Side of New York.
719,That was comprehensible.
720,But young men didn't at least in my provincial inexperience I believed they didn't drift coolly out of nowhere and buy a palace on Long Island Sound.
721,"""Anyhow he gives large parties,"" said Jordan, changing the subject with an urbane distaste for the concrete."
722,"""And I like large parties. They're so intimate. At small parties there isn't any privacy."""
723,"There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden."
724,"""Ladies and gentlemen,"" he cried."
725,"""At the request of Mr. Gatsby we are going to play for you Mr. Vladimir Tostoff's latest work which attracted so much attention at Carnegie Hall last May. If you read the papers you know there was a big sensation."""
726,"He smiled with jovial condescension and added ""Some sensation!"" whereupon everybody laughed."
727,"""The piece is known,"" he concluded lustily, ""as 'Vladimir Tostoff's Jazz History of the World.' """
728,"The nature of Mr. Tostoff's composition eluded me, because just as it began my eyes fell on Gatsby, standing alone on the marble steps and looking from one group to another with approving eyes."
729,His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day.
730,I could see nothing sinister about him.
731,"I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased."
732,"When the ""Jazz History of the World"" was over girls were putting their heads on men's shoulders in a puppyish, convivial way, girls were swooning backward playfully into men's arms, even into groups knowing that some one would arrest their falls but no one swooned backward on Gatsby and no French bob touched Gatsby's shoulder and no singing quartets were formed with Gatsby's head for one link."
733,"""I beg your pardon."""
734,Gatsby's butler was suddenly standing beside us.
735,"""Miss Baker?"" he inquired."
736,"""I beg your pardon but Mr. Gatsby would like to speak to you alone."""
737,"""With me?"" she exclaimed in surprise."
738,"""Yes, madame."""
739,"She got up slowly, raising her eyebrows at me in astonishment, and followed the butler toward the house."
740,"I noticed that she wore her evening dress, all her dresses, like sports clothes there was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings."
741,I was alone and it was almost two.
742,For some time confused and intriguing sounds had issued from a long many-windowed room which overhung the terrace.
743,"Eluding Jordan's undergraduate who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him, I went inside."
744,The large room was full of people.
745,"One of the girls in yellow was playing the piano and beside her stood a tall, red haired young lady from a famous chorus, engaged in song."
746,"She had drunk a quantity of champagne and during the course of her song she had decided ineptly that everything was very very sad she was not only singing, she was weeping too."
747,Whenever there was a pause in the song she filled it with gasping broken sobs and then took up the lyric again in a quavering soprano.
748,"The tears coursed down her cheeks not freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky color, and pursued the rest of their way in slow black rivulets."
749,"A humorous suggestion was made that she sing the notes on her face whereupon she threw up her hands, sank into a chair and went off into a deep vinous sleep."
750,"""She had a fight with a man who says he's her husband,"" explained a girl at my elbow."
751,I looked around.
752,Most of the remaining women were now having fights with men said to be their husbands.
753,"Even Jordan's party, the quartet from East Egg, were rent asunder by dissension."
754,"One of the men was talking with curious intensity to a young actress, and his wife after attempting to laugh at the situation in a dignified and indifferent way broke down entirely and resorted to flank attacks at intervals she appeared suddenly at his side like an angry diamond, and hissed ""You promised!"" into his ear."
755,The reluctance to go home was not confined to wayward men.
756,The hall was at present occupied by two deplorably sober men and their highly indignant wives.
757,The wives were sympathizing with each other in slightly raised voices.
758,"""Whenever he sees I' having a good time he wants to go home."""
759,"""Never heard anything so selfish in my life."""
760,"""We're always the first ones to leave."""
761,"""So are we."""
762,"""Well, we're almost the last tonight,"" said one of the men sheepishly."
763,"""The orchestra left half an hour ago."""
764,"In spite of the wives' agreement that such malevolence was beyond credibility, the dispute ended in a short struggle, and both wives were lifted kicking into the night."
765,As I waited for my hat in the hall the door of the library opened and Jordan Baker and Gatsby came out together.
766,He was saying some last word to her but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye.
767,Jordan's party were calling impatiently to her from the porch but she lingered for a moment to shake hands.
768,"""I've just heard the most amazing thing,"" she whispered."
769,"""How long were we in there?"""
770,"""Why, about an hour."""
771,"""It was simply amazing,"" she repeated abstractedly."
772,"""But I swore I wouldn't tell it and here I am tantalizing you."""
773,She yawned gracefully in my face.
774,"""Please come and see me. . . . Phone book. . . . Under the name of Mrs. Sigourney Howard. . . . My aunt. . . ."""
775,She was hurrying off as she talked her brown hand waved a jaunty salute as she melted into her party at the door.
776,"Rather ashamed that on my first appearance I had stayed so late, I joined the last of Gatsby's guests who were clustered around him."
777,I wanted to explain that I'd hunted for him early in the evening and to apologize for not having known him in the garden.
778,"""Don't mention it,"" he enjoined me eagerly."
779,"""Don't give it another thought, old sport."""
780,The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder.
781,"""And don't forget we're going up in the hydroplane tomorrow morning at nine o'clock."""
782,"Then the butler, behind his shoulder:"
783,"""Philadelphia wants you on the phone, sir."""
784,"""All right, in a minute. Tell them I' be right there. . . . good night."""
785,"""Good night."""
786,"""Good night."""
787,"He smiled and suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time."
788,"""Good night, old sport. . . . Good night."""
789,But as I walked down the steps I saw that the evening was not quite over.
790,Fifty feet from the door a dozen headlights illuminated a bizarre and tumultuous scene.
791,"In the ditch beside the road, right side up but violently shorn of one wheel, rested a new coup which had left Gatsby's drive not two minutes before."
792,The sharp jut of a wall accounted for the detachment of the wheel which was now getting considerable attention from half a dozen curious chauffeurs.
793,"However, as they had left their cars blocking the road a harsh discordant din from those in the rear had been audible for some time and added to the already violent confusion of the scene."
794,"A man in a long duster had dismounted from the wreck and now stood in the middle of the road, looking from the car to the tire and from the tire to the observers in a pleasant, puzzled way."
795,"""See!"" he explained."
796,"""It went in the ditch."""
797,The fact was infinitely astonishing to him and I recognized first the unusual quality of wonder and then the man it was the late patron of Gatsby's library.
798,"""How'd it happen?"""
799,He shrugged his shoulders.
800,"""I know nothing whatever about mechanics,"" he said decisively."
801,"""But how did it happen? Did you run into the wall?"""
802,"""Don't ask me,"" said Owl Eyes, washing his hands of the whole matter."
803,"""I know very little about driving next to nothing. It happened, and that's all I know."""
804,"""Well, if you're a poor driver you oughtn't to try driving at night."""
805,"""But I wasn't even trying,"" he explained indignantly, ""I wasn't even trying."""
806,An awed hush fell upon the bystanders.
807,"""Do you want to commit suicide?"""
808,"""You're lucky it was just a wheel! A bad driver and not even trying!"""
809,"""You don't understand,"" explained the criminal."
810,"""I wasn't driving. There's another man in the car."""
811,"The shock that followed this declaration found voice in a sustained ""Ah-h-h!"" as the door of the coup swung slowly open."
812,The crowd it was now a crowd stepped back involuntarily and when the door had opened wide there was a ghostly pause.
813,"Then, very gradually, part by part, a pale dangling individual stepped out of the wreck, pawing tentatively at the ground with a large uncertain dancing shoe."
814,Blinded by the glare of the headlights and confused by the incessant groaning of the horns the apparition stood swaying for a moment before he perceived the man in the duster.
815,"""Wha's matter?"" he inquired calmly."
816,"""Did we run outa gas?"""
817,"""Look!"""
818,Half a dozen fingers pointed at the amputated wheel he stared at it for a moment and then looked upward as though he suspected that it had dropped from the sky.
819,"""It came off,"" some one explained."
820,He nodded.
821,"""At first I din' notice we'd stopped."""
822,A pause.
823,"Then, taking a long breath and straightening his shoulders he remarked in a determined voice:"
824,"""Wonder'ff tell me where there's a gas'line station?"""
825,"At least a dozen men, some of them little better off than he was, explained to him that wheel and car were no longer joined by any physical bond."
826,"""Back out,"" he suggested after a moment."
827,"""Put her in reverse."""
828,"""But the wheel's off!"""
829,He hesitated.
830,"""No harm in trying,"" he said."
831,The caterwauling horns had reached a crescendo and I turned away and cut across the lawn toward home.
832,I glanced back once.
833,"A wafer of a moon was shining over Gatsby's house, making the night fine as before and surviving the laughter and the sound of his still glowing garden."
834,"A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host who stood on the porch, his hand up in a formal gesture of farewell."
835,Reading over what I have written so far I see I have given the impression that the events of three nights several weeks apart were all that absorbed me.
836,"On the contrary they were merely casual events in a crowded summer and, until much later, they absorbed me infinitely less than my personal affairs."
837,Most of the time I worked.
838,In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust.
839,I knew the other clerks and young bond-salesmen by their first names and lunched with them in dark crowded restaurants on little pig sausages and mashed potatoes and coffee.
840,"I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction so when she went on her vacation in July I let it blow quietly away."
841,I took dinner usually at the Yale Club for some reason it was the gloomiest event of my day and then I went upstairs to the library and studied investments and securities for a conscientious hour.
842,There were generally a few rioters around but they never came into the library so it was a good place to work.
843,"After that, if the night was mellow I strolled down Madison Avenue past the old Murray Hill Hotel and over Thirty-third Street to the Pennsylvania Station."
844,"I began to like New York, the racy, adventurous feel of it at night and the satisfaction that the constant flicker of men and women and machines gives to the restless eye."
845,"I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove."
846,"Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness."
847,"At the enchanted metropolitan twilight I felt a haunting loneliness sometimes, and felt it in others poor young clerks who loitered in front of windows waiting until it was time for a solitary restaurant dinner young clerks in the dusk, wasting the most poignant moments of night and life."
848,"Again at eight o'clock, when the dark lanes of the Forties were five deep with throbbing taxi cabs, bound for the theatre district, I felt a sinking in my heart."
849,"Forms leaned together in the taxis as they waited, and voices sang, and there was laughter from unheard jokes, and lighted cigarettes outlined unintelligible gestures inside."
850,"Imagining that I, too, was hurrying toward gayety and sharing their intimate excitement, I wished them well."
851,"For a while I lost sight of Jordan Baker, and then in midsummer I found her again."
852,At first I was flattered to go places with her because she was a golf champion and every one knew her name.
853,Then it was something more.
854,"I wasn't actually in love, but I felt a sort of tender curiosity."
855,"The bored haughty face that she turned to the world concealed something most affectations conceal something eventually, even though they don't in the beginning and one day I found what it was."
856,"When we were on a house-party together up in Warwick, she left a borrowed car out in the rain with the top down, and then lied about it and suddenly I remembered the story about her that had eluded me that night at Daisy's."
857,At her first big golf tournament there was a row that nearly reached the newspapers a suggestion that she had moved her ball from a bad lie in the semi-final round.
858,The thing approached the proportions of a scandal then died away.
859,A caddy retracted his statement and the only other witness admitted that he might have been mistaken.
860,The incident and the name had remained together in my mind.
861,"Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible."
862,She was incurably dishonest.
863,"She wasn't able to endure being at a disadvantage, and given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard jaunty body."
864,It made no difference to me.
865,"Dishonesty in a woman is a thing you never blame deeply I was casually sorry, and then I forgot."
866,It was on that same house party that we had a curious conversation about driving a car.
867,It started because she passed so close to some workmen that our fender flicked a button on one man's coat.
868,"""You're a rotten driver,"" I protested."
869,"""Either you ought to be more careful or you oughtn't to drive at all."""
870,"""I am careful."""
871,"""No, you're not."""
872,"""Well, other people are,"" she said lightly."
873,"""What's that got to do with it?"""
874,"""They' keep out of my way,"" she insisted."
875,"""It takes two to make an accident."""
876,"""Suppose you met somebody just as careless as yourself."""
877,"""I hope I never will,"" she answered."
878,"""I hate careless people. That's why I like you."""
879,"Her grey, sun-strained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her."
880,"But I am slow-thinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home."
881,"I'd been writing letters once a week and signing them: ""Love, Nick,"" and all I could think of was how, when that certain girl played tennis, a faint mustache of perspiration appeared on her upper lip."
882,Nevertheless there was a vague understanding that had to be tactfully broken off before I was free.
883,"Every one suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known."
884,On Sunday morning while church bells rang in the villages along shore the world and its mistress returned to Gatsby's house and twinkled hilariously on his lawn.
885,"""He's a bootlegger,"" said the young ladies, moving somewhere between his cocktails and his flowers."
886,"""One time he killed a man who had found out that he was nephew to von Hindenburg and second cousin to the devil. Reach me a rose, honey, and pour me a last drop into that there crystal glass."""
887,Once I wrote down on the empty spaces of a time-table the names of those who came to Gatsby's house that summer.
888,"It is an old time-table now, disintegrating at its folds and headed ""This schedule in effect July th, ."""
889,But I can still read the grey names and they will give you a better impression than my generalities of those who accepted Gatsby's hospitality and paid him the subtle tribute of knowing nothing whatever about him.
890,"From East Egg, then, came the Chester Beckers and the Leeches and a man named Bunsen whom I knew at Yale and Doctor Webster Civet who was drowned last summer up in Maine."
891,And the Hornbeams and the Willie Voltaires and a whole clan named Blackbuck who always gathered in a corner and flipped up their noses like goats at whosoever came near.
892,"And the Ismays and the Chrysties (or rather Hubert Auerbach and Mr. Chrystie's wife) and Edgar Beaver, whose hair they say turned cotton-white one winter afternoon for no good reason at all."
893,"Clarence Endive was from East Egg, as I remember."
894,"He came only once, in white knickerbockers, and had a fight with a bum named Etty in the garden."
895,From farther out on the Island came the Cheadles and the O. R. P. Schraeders and the Stonewall Jackson Abrams of Georgia and the Fishguards and the Ripley Snells.
896,"Snell was there three days before he went to the penitentiary, so drunk out on the gravel drive that Mrs. Ulysses Swett's automobile ran over his right hand."
897,"The Dancies came too and S. B. Whitebait, who was well over sixty, and Maurice A. Flink and the Hammerheads and Beluga the tobacco importer and Beluga's girls."
898,"From West Egg came the Poles and the Mulreadys and Cecil Roebuck and Cecil Schoen and Gulick the state senator and Newton Orchid who controlled Films Par Excellence and Eckhaust and Clyde Cohen and Don S. Schwartze (the son) and Arthur McCarty, all connected with the movies in one way or another."
899,"And the Catlips and the Bembergs and G. Earl Muldoon, brother to that Muldoon who afterward strangled his wife."
900,"Da Fontano the promoter came there, and Ed Legros and James B. (""Rot-Gut"") Ferret and the De Jongs and Ernest Lilly they came to gamble and when Ferret wandered into the garden it meant he was cleaned out and Associated Traction would have to fluctuate profitably next day."
901,"A man named Klipspringer was there so often and so long that he became known as ""the boarder"" I doubt if he had any other home."
902,Of theatrical people there were Gus Waize and Horace O'Donavan and Lester Meyer and George Duckweed and Francis Bull.
903,"Also from New York were the Chromes and the Backhyssons and the Dennickers and Russel Betty and the Corrigans and the Kellehers and the Dewars and the Scullys and S. W. Belcher and the Smirkes and the young Quinns, divorced now, and Henry L. Palmetto who killed himself by jumping in front of a subway train in Times Square."
904,Benny McClenahan arrived always with four girls.
905,They were never quite the same ones in physical person but they were so identical one with another that it inevitably seemed they had been there before.
906,"I have forgotten their names Jaqueline, I think, or else Consuela or Gloria or Judy or June, and their last names were either the melodious names of flowers and months or the sterner ones of the great American capitalists whose cousins, if pressed, they would confess themselves to be."
907,"In addition to all these I can remember that Faustina O'Brien came there at least once and the Baedeker girls and young Brewer who had his nose shot off in the war and Mr. Albrucksburger and Miss Haag, his fianc e, and Ardita Fitz-Peters, and Mr. P. Jewett, once head of the American Legion, and Miss Claudia Hip with a man reputed to be her chauffeur, and a prince of something whom we called Duke and whose name, if I ever knew it, I have forgotten."
908,All these people came to Gatsby's house in the summer.
909,"At nine o'clock, one morning late in July Gatsby's gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its three noted horn."
910,"It was the first time he had called on me though I had gone to two of his parties, mounted in his hydroplane, and, at his urgent invitation, made frequent use of his beach."
911,"""Good morning, old sport. You're having lunch with me today and I thought we'd ride up together."""
912,"He was balancing himself on the dashboard of his car with that resourcefulness of movement that is so peculiarly American that comes, I suppose, with the absence of lifting work or rigid sitting in youth and, even more, with the formless grace of our nervous, sporadic games."
913,This quality was continually breaking through his punctilious manner in the shape of restlessness.
914,He was never quite still; there was always a tapping foot somewhere or the impatient opening and closing of a hand.
915,He saw me looking with admiration at his car.
916,"""It's pretty, isn't it, old sport."""
917,He jumped off to give me a better view.
918,"""Haven't you ever seen it before?"""
919,I'd seen it.
920,Everybody had seen it.
921,"It was a rich cream color, bright with nickel, swollen here and there in its monstrous length with triumphant hatboxes and supper-boxes and tool-boxes, and terraced with a labyrinth of windshields that mirrored a dozen suns."
922,Sitting down behind many layers of glass in a sort of green leather conservatory we started to town.
923,"I had talked with him perhaps half a dozen times in the past month and found, to my disappointment, that he had little to say."
924,"So my first impression, that he was a person of some undefined consequence, had gradually faded and he had become simply the proprietor of an elaborate roadhouse next door."
925,And then came that disconcerting ride.
926,We hadn't reached West Egg village before Gatsby began leaving his elegant sentences unfinished and slapping himself indecisively on the knee of his caramel-colored suit.
927,"""Look here, old sport,"" he broke out surprisingly."
928,"""What's your opinion of me, anyhow?"""
929,"A little overwhelmed, I began the generalized evasions which that question deserves."
930,"""Well, I' going to tell you something about my life,"" he interrupted."
931,"""I don't want you to get a wrong idea of me from all these stories you hear."""
932,So he was aware of the bizarre accusations that flavored conversation in his halls.
933,"""I' tell you God's truth."""
934,His right hand suddenly ordered divine retribution to stand by.
935,"""I am the son of some wealthy people in the middle-west all dead now. I was brought up in America but educated at Oxford because all my ancestors have been educated there for many years. It is a family tradition."""
936,He looked at me sideways and I knew why Jordan Baker had believed he was lying.
937,"He hurried the phrase ""educated at Oxford,"" or swallowed it or choked on it as though it had bothered him before."
938,And with this doubt his whole statement fell to pieces and I wondered if there wasn't something a little sinister about him after all.
939,"""What part of the middle-west?"""
940,I inquired casually.
941,"""San Francisco."""
942,"""I see."""
943,"""My family all died and I came into a good deal of money."""
944,His voice was solemn as if the memory of that sudden extinction of a clan still haunted him.
945,For a moment I suspected that he was pulling my leg but a glance at him convinced me otherwise.
946,"""After that I lived like a young rajah in all the capitals of Europe Paris, Venice, Rome collecting jewels, chiefly rubies, hunting big game, painting a little, things for myself only, and trying to forget something very sad that had happened to me long ago."""
947,With an effort I managed to restrain my incredulous laughter.
948,"The very phrases were worn so threadbare that they evoked no image except that of a turbaned ""character"" leaking sawdust at every pore as he pursued a tiger through the Bois de Boulogne."
949,"""Then came the war, old sport. It was a great relief and I tried very hard to die but I seemed to bear an enchanted life. I accepted a commission as first lieutenant when it began. In the Argonne Forest I took two machine-gun detachments so far forward that there was a half mile gap on either side of us where the infantry couldn't advance. We stayed there two days and two nights, a hundred and thirty men with sixteen Lewis guns, and when the infantry came up at last they found the insignia of three German divisions among the piles of dead. I was promoted to be a major and every Allied government gave me a decoration even Montenegro, little Montenegro down on the Adriatic Sea!"""
950,Little Montenegro!
951,He lifted up the words and nodded at them with his smile.
952,The smile comprehended Montenegro's troubled history and sympathized with the brave struggles of the Montenegrin people.
953,It appreciated fully the chain of national circumstances which had elicited this tribute from Montenegro's warm little heart.
954,My incredulity was submerged in fascination now; it was like skimming hastily through a dozen magazines.
955,"He reached in his pocket and a piece of metal, slung on a ribbon, fell into my palm."
956,"""That's the one from Montenegro."""
957,"To my astonishment, the thing had an authentic look."
958,"Orderi di Danilo, ran the circular legend, Montenegro, Nicolas Rex."
959,"""Turn it."""
960,"Major Jay Gatsby, I read, For Valour Extraordinary."
961,"""Here's another thing I always carry. A souvenir of Oxford days. It was taken in Trinity Quad the man on my left is now the Earl of Dorcaster."""
962,It was a photograph of half a dozen young men in blazers loafing in an archway through which were visible a host of spires.
963,"There was Gatsby, looking a little, not much, younger with a cricket bat in his hand."
964,Then it was all true.
965,"I saw the skins of tigers flaming in his palace on the Grand Canal; I saw him opening a chest of rubies to ease, with their crimson-lighted depths, the gnawings of his broken heart."
966,"""I' going to make a big request of you today,"" he said, pocketing his souvenirs with satisfaction, ""so I thought you ought to know something about me. I didn't want you to think I was just some nobody. You see, I usually find myself among strangers because I drift here and there trying to forget the sad thing that happened to me."""
967,He hesitated.
968,"""You' hear about it this afternoon."""
969,"""At lunch?"""
970,"""No, this afternoon. I happened to find out that you're taking Miss Baker to tea."""
971,"""Do you mean you're in love with Miss Baker?"""
972,"""No, old sport, I' not. But Miss Baker has kindly consented to speak to you about this matter."""
973,"I hadn't the faintest idea what ""this matter"" was, but I was more annoyed than interested."
974,I hadn't asked Jordan to tea in order to discuss Mr. Jay Gatsby.
975,I was sure the request would be something utterly fantastic and for a moment I was sorry I'd ever set foot upon his overpopulated lawn.
976,He wouldn't say another word.
977,His correctness grew on him as we neared the city.
978,"We passed Port Roosevelt, where there was a glimpse of red-belted ocean-going ships, and sped along a cobbled slum lined with the dark, undeserted saloons of the faded gilt nineteen-hundreds."
979,"Then the valley of ashes opened out on both sides of us, and I had a glimpse of Mrs. Wilson straining at the garage pump with panting vitality as we went by."
980,"With fenders spread like wings we scattered light through half Astoria only half, for as we twisted among the pillars of the elevated I heard the familiar ""jug jug spat!"" of a motor cycle, and a frantic policeman rode alongside."
981,"""All right, old sport,"" called Gatsby."
982,We slowed down.
983,Taking a white card from his wallet he waved it before the man's eyes.
984,"""Right you are,"" agreed the policeman, tipping his cap."
985,"""Know you next time, Mr. Gatsby. Excuse me!"""
986,"""What was that?"""
987,I inquired.
988,"""The picture of Oxford?"""
989,"""I was able to do the commissioner a favor once, and he sends me a Christmas card every year."""
990,"Over the great bridge, with the sunlight through the girders making a constant flicker upon the moving cars, with the city rising up across the river in white heaps and sugar lumps all built with a wish out of non-olfactory money."
991,"The city seen from the Queensboro Bridge is always the city seen for the first time, in its first wild promise of all the mystery and the beauty in the world."
992,"A dead man passed us in a hearse heaped with blooms, followed by two carriages with drawn blinds and by more cheerful carriages for friends."
993,"The friends looked out at us with the tragic eyes and short upper lips of south-eastern Europe, and I was glad that the sight of Gatsby's splendid car was included in their somber holiday."
994,"As we crossed Blackwell's Island a limousine passed us, driven by a white chauffeur, in which sat three modish Negroes, two bucks and a girl."
995,I laughed aloud as the yolks of their eyeballs rolled toward us in haughty rivalry.
996,"""Anything can happen now that we've slid over this bridge,"" I thought; ""anything at all. . . ."""
997,"Even Gatsby could happen, without any particular wonder."
998,Roaring noon.
999,In a well-fanned Forty-second Street cellar I met Gatsby for lunch.
1000,"Blinking away the brightness of the street outside my eyes picked him out obscurely in the anteroom, talking to another man."
1001,"""Mr. Carraway this is my friend Mr. Wolfshiem."""
1002,"A small, flat-nosed Jew raised his large head and regarded me with two fine growths of hair which luxuriated in either nostril."
1003,After a moment I discovered his tiny eyes in the half darkness.
1004,""" so I took one look at him "" said Mr. Wolfshiem, shaking my hand earnestly, "" and what do you think I did?"""
1005,"""What?"""
1006,I inquired politely.
1007,But evidently he was not addressing me for he dropped my hand and covered Gatsby with his expressive nose.
1008,"""I handed the money to Katspaugh and I sid, 'All right, Katspaugh, don't pay him a penny till he shuts his mouth.' He shut it then and there."""
1009,Gatsby took an arm of each of us and moved forward into the restaurant whereupon Mr. Wolfshiem swallowed a new sentence he was starting and lapsed into a somnambulatory abstraction.
1010,"""Highballs?"" asked the head waiter."
1011,"""This is a nice restaurant here,"" said Mr. Wolfshiem looking at the Presbyterian nymphs on the ceiling."
1012,"""But I like across the street better!"""
1013,"""Yes, highballs,"" agreed Gatsby, and then to Mr. Wolfshiem: ""It's too hot over there."""
1014,"""Hot and small yes,"" said Mr. Wolfshiem, ""but full of memories."""
1015,"""What place is that?"""
1016,I asked.
1017,"""The old Metropole."
1018,"""The old Metropole,"" brooded Mr. Wolfshiem gloomily."
1019,"""Filled with faces dead and gone."
1020,Filled with friends gone now forever.
1021,I can't forget so long as I live the night they shot Rosy Rosenthal there.
1022,It was six of us at the table and Rosy had eat and drunk a lot all evening.
1023,When it was almost morning the waiter came up to him with a funny look and says somebody wants to speak to him outside.
1024,"'All right,' says Rosy and begins to get up and I pulled him down in his chair."
1025,""" 'Let the bastards come in here if they want you, Rosy, but don't you, so help me, move outside this room."
1026,"""It was four o'clock in the morning then, and if we'd of raised the blinds we'd of seen daylight."""
1027,"""Did he go?"""
1028,I asked innocently.
1029,"""Sure he went,"" Mr. Wolfshiem's nose flashed at me indignantly ""He turned around in the door and says, 'Don't let that waiter take away my coffee!' Then he went out on the sidewalk and they shot him three times in his full belly and drove away."""
1030,"""Four of them were electrocuted,"" I said, remembering."
1031,"""Five with Becker."""
1032,His nostrils turned to me in an interested way.
1033,"""I understand you're looking for a business gonnegtion."""
1034,The juxtaposition of these two remarks was startling.
1035,Gatsby answered for me:
1036,"""Oh, no,"" he exclaimed, ""this isn't the man!"""
1037,Mr. Wolfshiem seemed disappointed.
1038,"""This is just a friend. I told you we'd talk about that some other time."""
1039,"""I beg your pardon,"" said Mr. Wolfshiem, ""I had a wrong man."""
1040,"A succulent hash arrived, and Mr. Wolfshiem, forgetting the more sentimental atmosphere of the old Metropole, began to eat with ferocious delicacy."
