,parag_no,sect_no,parag_raw,parag_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr
548,548,16,"It is difficult indeedit is distressing. One does not know what
to think.",it is difficult indeedit is distressing one does not know what to think,73,13,-1.25,-0.9070637043584966,-0.8888888888888888,-0.9070637043584966,-2.356196353486661,-1.25,-0.945760940154962,-0.8888888888888888,-0.945760940154962,-2.33974358974359,-56.10177871991211,-1.359731958579535,-0.9901940144515704,-1.359731958579535,-4.330187810628488,0.479166666666667,0.037319821873283684,0.17120622568093405,0.037319821873283684,0.8846381817173027,-0.8130000000000002,-0.9156928648220912,-0.6762829403606103,-0.9156928648220912,-1.6448786523696473,-7.958647277843286,-0.9196433737216928,-0.7238640404932959,-0.9196433737216928,-1.8095300387433024,-1.1257249566864609,-1.2448501542981634,-1.0508183669426725,-1.2448501542981634,-3.377221049282694,"{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.6369}",-0.6369,-1.687779864113532,-1.222439197585656,-1.687779864113532,-3.3672107094156267,-0.5,-2.634063719389441,-2.4248366013071903,-2.634063719389441,-7.679500520291362,-0.19417857619262666,-1.3365084226835475,-0.9917525487901208,-1.3365084226835475,-2.8786574732885986,3.752416522288202,-0.9992,-1.015348018916146,-0.17631828552385345,-1.015348018916146,-1.553320576119498
549,549,16,I beg your pardon; one knows exactly what to think.,i beg your pardon one knows exactly what to think,51,10,0.25,-0.3752085862519277,-0.2222222222222222,-0.3752085862519277,0.1281613079302367,-0.75,-0.7664377978339906,-0.6666666666666666,-0.7664377978339906,-1.9166666666666667,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-0.08333333333333304,-0.35677905608516464,-0.2490272373540853,-0.35677905608516464,-0.4495200387003915,0.015000000000000013,-0.6932043166273116,-0.4466019417475728,-0.6932043166273116,-0.6515079754761169,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.8324366973856673,0.23372608778909104,0.3911062143694063,0.23372608778909104,2.8811178097333525,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,0.040664133543034164,-0.09207645422806088,0.040664133543034164,1.5792197913037969,0.25,0.5960725839621988,0.6633986928104575,0.5960725839621988,4.682622268470343,0.10810413020362908,-0.22670345448824056,0.0005877604559335437,-0.22670345448824056,1.4996355546935298,4.1621834869283365,-0.9433,-0.9544227015168892,-0.1476582327155272,-0.9544227015168892,-1.9321163215584969
550,550,16,"But Jane could think with certainty on only one pointthat Mr.
Bingley, if he _had been_ imposed on, would have much to suffer
when the affair became public.",but jane could think with certainty on only one pointthat mr bingley if he had been imposed on would have much to suffer when the affair became public,156,28,-0.75,-0.7297786649896403,-0.6666666666666666,-0.7297786649896403,-0.933746672063154,-0.75,-0.7664377978339906,-0.6666666666666666,-0.7664377978339906,-0.9523809523809524,-23.082936127582716,-0.7159859860374757,-0.4074128434253701,-0.7159859860374757,-0.8271922809247492,-0.458333333333333,-0.6195116413907968,-0.5291828793774316,-0.6195116413907968,-0.6867487800208636,0.28700000000000003,-0.6201162911333744,-0.3711511789181692,-0.6201162911333744,-0.5157771472519259,7.500635016788072,-0.22668497409217486,-0.002998529190190593,-0.22668497409217486,0.2095143966175544,-0.8740737887576691,-1.0548324213805338,-0.8655108852044703,-1.0548324213805338,-1.3366284938032778,"{'neg': 0.184, 'neu': 0.742, 'pos': 0.074, 'compound': -0.5719}",-0.5719,-1.5701493962591957,-1.1455115687318775,-1.5701493962591957,-1.6186379223261924,0.06666666666666668,-0.1935162901904244,-0.09150326797385627,-0.1935162901904244,0.2764976958525345,0.059840742656862636,-0.4038983324880505,-0.15785234845535026,-0.4038983324880505,0.02475817132403406,7.866664098819021,-0.9549,-0.9670655223009926,-0.1536055781999026,-0.9670655223009926,-0.6261332585616344
551,551,16,"The two young ladies were summoned from the shrubbery, where this
conversation passed, by the arrival of the very persons of whom
they had been speaking; Mr. Bingley and his sisters came to give
their personal invitation for the long-expected ball at
Netherfield, which was fixed for the following Tuesday. The two
ladies were delighted to see their dear friend again, called it
an age since they had met, and repeatedly asked what she had been
doing with herself since their separation. To the rest of the
family they paid little attention; avoiding Mrs. Bennet as much
as possible, saying not much to Elizabeth, and nothing at all to
the others. They were soon gone again, rising from their seats
with an activity which took their brother by surprise, and
hurrying off as if eager to escape from Mrs. Bennets civilities.",the two young ladies were summoned from the shrubbery where this conversation passed by the arrival of the very persons of whom they had been speaking mr bingley and his sisters came to give their personal invitation for the long expected ball at netherfield which was fixed for the following tuesday the two ladies were delighted to see their dear friend again called it an age since they had met and repeatedly asked what she had been doing with herself since their separation to the rest of the family they paid little attention avoiding mrs bennet as much as possible saying not much to elizabeth and nothing at all to the others they were soon gone again rising from their seats with an activity which took their brother by surprise and hurrying off as if eager to escape from mrs bennets civilities,822,141,4.050000000000002,0.97215771295138,1.4666666666666668,0.97215771295138,0.20451272542059065,4.050000000000002,0.9550643684473348,1.4666666666666668,0.9550643684473348,0.15780141843971648,33.580558680720145,0.3887437291548073,0.5926954361571248,0.3887437291548073,0.2389693812910553,-1.622916666666666,-1.4354422813121763,-1.3992217898832675,-1.4354422813121763,-0.54330234909895,4.973000000000001,0.6390399127805592,0.9287101248266298,0.6390399127805592,-0.12767224004390962,73.54992778155506,2.7339577865894813,3.0768764800537385,2.7339577865894813,0.7916572375845716,1.3845410296374243,0.6506111529844424,0.7976573315701603,0.6506111529844424,0.175516066737262,"{'neg': 0.014, 'neu': 0.885, 'pos': 0.101, 'compound': 0.9058}",0.9058,1.1040435629462362,0.6033493106100953,1.1040435629462362,0.024766128410196483,0.060227272727272727,-0.2212497837040496,-0.1180184194890078,-0.2212497837040496,-0.10409852728359603,0.2340999770059541,0.23587946472743546,0.4142096942745279,0.23587946472743546,-0.056335845204156215,28.48198689539845,-0.9609,-0.9736049123617356,-0.15668179138147606,-0.9736049123617356,-0.03439053233978232
552,552,16,"The prospect of the Netherfield ball was extremely agreeable to
every female of the family. Mrs. Bennet chose to consider it as
given in compliment to her eldest daughter, and was particularly
flattered by receiving the invitation from Mr. Bingley himself,
instead of a ceremonious card. Jane pictured to herself a happy
evening in the society of her two friends, and the attentions of
their brother; and Elizabeth thought with pleasure of dancing a
great deal with Mr. Wickham, and of seeing a confirmation of
everything in Mr. Darcys look and behaviour. The happiness
anticipated by Catherine and Lydia depended less on any single
event, or any particular person, for though they each, like
Elizabeth, meant to dance half the evening with Mr. Wickham, he
was by no means the only partner who could satisfy them, and a
ball was, at any rate, a ball. And even Mary could assure her
family that she had no disinclination for it.",the prospect of the netherfield ball was extremely agreeable to every female of the family mrs bennet chose to consider it as given in compliment to her eldest daughter and was particularly flattered by receiving the invitation from mr bingley himself instead of a ceremonious card jane pictured to herself a happy evening in the society of her two friends and the attentions of their brother and elizabeth thought with pleasure of dancing a great deal with mr wickham and of seeing a confirmation of everything in mr darcys look and behaviour the happiness anticipated by catherine and lydia depended less on any single event or any particular person for though they each like elizabeth meant to dance half the evening with mr wickham he was by no means the only partner who could satisfy them and a ball was at any rate a ball and even mary could assure her family that she had no disinclination for it,927,159,9.5,2.9045646420719127,3.888888888888889,2.9045646420719127,0.8407059381838803,9.5,2.9096866197459232,3.888888888888889,2.9096866197459232,0.7783018867924529,131.81951359642986,2.3040419833831542,2.3266088229173123,2.3040419833831542,0.831871096746971,1.5833333333333337,0.8109213230509784,0.9961089494163424,0.8109213230509784,0.09047513022195748,12.107999999999995,2.556257052116007,2.9079056865464623,2.556257052116007,0.5064845245109701,86.27037391401426,3.3041485513692637,3.670030206760911,3.3041485513692637,0.8397203329418198,3.288898252882668,2.088560538257184,2.1999621341824303,2.088560538257184,0.5758960690020387,"{'neg': 0.024, 'neu': 0.769, 'pos': 0.207, 'compound': 0.9861}",0.9861,1.249362433233978,0.6983845197940706,1.249362433233978,0.011163882998676407,0.19123376623376626,0.3429753238294512,0.42142008318478896,0.3429753238294512,0.04698303679317952,0.41417820553730017,0.8970211988030743,1.005374458940308,0.8970211988030743,0.10429439141797577,32.50205332260519,0.996,1.1592171559496365,0.8466251377887154,1.1592171559496365,0.24922267669897746
553,553,16,"While I can have my mornings to myself, said she, it is
enoughI think it is no sacrifice to join occasionally in evening
engagements. Society has claims on us all; and I profess myself
one of those who consider intervals of recreation and amusement
as desirable for everybody.",while i can have my mornings to myself said she it is enoughi think it is no sacrifice to join occasionally in evening engagements society has claims on us all and i profess myself one of those who consider intervals of recreation and amusement as desirable for everybody,276,48,2.3,0.3516600751603829,0.6888888888888888,0.3516600751603829,0.5980861036744382,2.3,0.3274333703239348,0.6888888888888888,0.3274333703239348,0.5416666666666666,20.52881820644927,0.13428280002072726,0.36233277046839296,0.13428280002072726,0.4291372027702273,0.5416666666666671,0.08110858609088904,0.21789883268482507,0.08110858609088904,0.1296402526097713,4.972000000000001,0.6387712068044786,0.9284327323162278,0.6387712068044786,0.9320183538061124,28.83672435324469,0.7296998075013335,0.991902181955682,0.7296998075013335,0.9732035020101308,1.2590649494362678,0.5558661911730151,0.7052609535528072,0.5558661911730151,0.7802462269241975,"{'neg': 0.043, 'neu': 0.796, 'pos': 0.162, 'compound': 0.6293}",0.6293,0.6036616496889432,0.2761110124859459,0.6036616496889432,0.4340272296940145,0.0,-0.4806395171550146,-0.3660130718954249,-0.4806395171550146,-0.18730489073881373,0.0,-0.6235984744274493,-0.35429885305883085,-0.6235984744274493,-0.3386655850927765,12.338836504475427,-0.6732,-0.6600411589491026,-0.009177369325027572,-0.6600411589491026,-0.1907384520476241
554,554,16,"Elizabeths spirits were so high on this occasion, that though
she did not often speak unnecessarily to Mr. Collins, she could
not help asking him whether he intended to accept Mr. Bingleys
invitation, and if he did, whether he would think it proper to
join in the evenings amusement; and she was rather surprised to
find that he entertained no scruple whatever on that head, and
was very far from dreading a rebuke either from the Archbishop,
or Lady Catherine de Bourgh, by venturing to dance.",elizabeths spirits were so high on this occasion that though she did not often speak unnecessarily to mr collins she could not help asking him whether he intended to accept mr bingleys invitation and if he did whether he would think it proper to join in the evenings amusement and she was rather surprised to find that he entertained no scruple whatever on that head and was very far from dreading a rebuke either from the archbishop or lady catherine de bourgh by venturing to dance,494,86,2.1,0.2807460594128405,0.6000000000000001,0.2807460594128405,0.11623932579719135,2.1,0.2557041133955464,0.6000000000000001,0.2557041133955464,0.07170542635658916,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-0.7375,-0.8151014548961011,-0.7377431906614784,-0.8151014548961011,-0.4566716372759449,5.074999999999998,0.6664479223407851,0.9570041608876556,0.6664479223407851,0.24061784033364875,48.428336863155096,1.6078888587319873,1.9054580314477012,1.6078888587319873,0.8868404256199028,0.8782817250872538,0.2683429278423285,0.4248649555011105,0.2683429278423285,0.1900027776932763,"{'neg': 0.084, 'neu': 0.794, 'pos': 0.123, 'compound': 0.4173}",0.4173,0.2200053545332611,0.02520859222439196,0.2200053545332611,-0.07144124148780072,-0.0020000000000000018,-0.4892532139639523,-0.37424836601307204,-0.4892532139639523,-0.1918350555380781,0.03583950561692914,-0.4920168108069325,-0.23664413668048864,-0.4920168108069325,-0.2677995836704944,18.66348665810414,0.9984,1.1618329119739337,0.8478556230613448,1.1618329119739337,0.365129884545596
555,555,16,"I am by no means of the opinion, I assure you, said he, that a
ball of this kind, given by a young man of character, to
respectable people, can have any evil tendency; and I am so far
from objecting to dancing myself, that I shall hope to be
honoured with the hands of all my fair cousins in the course of
the evening; and I take this opportunity of soliciting yours,
Miss Elizabeth, for the two first dances especially, a preference
which I trust my cousin Jane will attribute to the right cause,
and not to any disrespect for her.",i am by no means of the opinion i assure you said he that a ball of this kind given by a young man of character to respectable people can have any evil tendency and i am so far from objecting to dancing myself that i shall hope to be honoured with the hands of all my fair cousins in the course of the evening and i take this opportunity of soliciting yours miss elizabeth for the two first dances especially a preference which i trust my cousin jane will attribute to the right because and not to any disrespect for her,532,102,2.4000000000000004,0.3871170830341544,0.7333333333333335,0.3871170830341544,0.09800570606429866,3.4000000000000004,0.7219442834300721,1.177777777777778,0.7219442834300721,0.25000000000000017,35.55572740328061,0.4272522536945113,0.6275570803195256,0.4272522536945113,0.3497702365491044,2.15625,1.2123183283790275,1.4241245136186766,1.2123183283790275,0.4205770985828621,4.166,0.4221941900834732,0.7048543689320389,0.4221941900834732,-0.041213506385160456,27.350478192798338,0.663079201112893,0.9225986025298438,0.663079201112893,0.21011574188646195,0.6349242881494459,0.08458765725819929,0.2456646991606788,0.08458765725819929,0.04305563814271448,"{'neg': 0.071, 'neu': 0.698, 'pos': 0.231, 'compound': 0.9562}",0.9562,1.1952524180209834,0.6629978105213327,1.1952524180209834,0.20535657071358335,0.1706349206349206,0.25425921852816263,0.33660130718954234,0.25425921852816263,0.13856947565706818,0.3313318864164172,0.5928580607487147,0.7334047425234357,0.5928580607487147,0.21371376025488956,21.58742579708116,0.9866,1.148972111521139,0.8418057371375837,1.148972111521139,0.323132258672682
556,556,16,"Elizabeth felt herself completely taken in. She had fully
proposed being engaged by Mr. Wickham for those very dances; and
to have Mr. Collins instead! her liveliness had never been worse
timed. There was no help for it, however. Mr. Wickhams happiness
and her own were perforce delayed a little longer, and Mr.
Collinss proposal accepted with as good a grace as she could.
She was not the better pleased with his gallantry from the idea
it suggested of something more. It now first struck her, that
_she_ was selected from among her sisters as worthy of being
mistress of Hunsford Parsonage, and of assisting to form a
quadrille table at Rosings, in the absence of more eligible
visitors. The idea soon reached to conviction, as she observed
his increasing civilities toward herself, and heard his frequent
attempt at a compliment on her wit and vivacity; and though more
astonished than gratified herself by this effect of her charms,
it was not long before her mother gave her to understand that the
probability of their marriage was extremely agreeable to _her_.
Elizabeth, however, did not choose to take the hint, being well
aware that a serious dispute must be the consequence of any
reply. Mr. Collins might never make the offer, and till he did,
it was useless to quarrel about him.",elizabeth felt herself completely taken in she had fully proposed being engaged by mr wickham for those very dances and to have mr collins instead her liveliness had never been worse timed there was no help for it however mr wickhams happiness and her own were perforce delayed a little longer and mr collinss proposal accepted with as good a grace as she could she was not the better pleased with his gallantry from the idea it suggested of something more it now first struck her that she was selected from among her sisters as worthy of being mistress of hunsford parsonage and of assisting to form a quadrille table at rosings in the absence of more eligible visitors the idea soon reached to conviction as she observed his increasing civilities toward herself and heard his frequent attempt at a compliment on her wit and vivacity and though more astonished than gratified herself by this effect of her charms it was not long before her mother gave her to understand that the probability of their marriage was extremely agreeable to her elizabeth however did not choose to take the hint being well aware that a serious dispute must be the consequence of any reply mr collins might never make the offer and till he did it was useless to quarrel about him,1291,222,8.649999999999999,2.603180075144857,3.51111111111111,2.603180075144857,0.41450368961220696,6.649999999999999,1.8875447085163848,2.622222222222222,1.8875447085163848,0.18243243243243232,62.4738646261498,0.9520569126434626,1.102661060379444,0.9520569126434626,0.28237019406859065,5.2554333333333325,3.3836688603864764,3.7394677042801536,3.3836688603864764,0.4953681329450388,13.321999999999996,2.882466107077918,3.2446601941747564,2.882466107077918,0.2560893103946768,45.4466442843141,1.4742352467309694,1.7664218650571486,1.4742352467309694,0.06460386487199009,3.0894051786506465,1.9379265395742784,2.05306212368612,1.9379265395742784,0.32647860611612395,"{'neg': 0.069, 'neu': 0.748, 'pos': 0.183, 'compound': 0.9824}",0.9824,1.242666545063808,0.6940055624593172,1.242666545063808,-0.09758357412198093,0.2,0.3807301637387561,0.457516339869281,0.3807301637387561,-0.011812020136681952,0.7620997353020026,2.1743851832607737,2.1475389001553995,2.1743851832607737,0.24509289967573145,41.4343753371969,-0.9319,-0.9419978604014771,-0.14181342767053753,-0.9419978604014771,0.022361100784365862
557,557,16,"If there had not been a Netherfield ball to prepare for and talk
of, the younger Miss Bennets would have been in a very pitiable
state at this time, for from the day of the invitation, to the
day of the ball, there was such a succession of rain as prevented
their walking to Meryton once. No aunt, no officers, no news
could be sought afterthe very shoe-roses for Netherfield were
got by proxy. Even Elizabeth might have found some trial of her
patience in weather which totally suspended the improvement of
her acquaintance with Mr. Wickham; and nothing less than a dance
on Tuesday, could have made such a Friday, Saturday, Sunday, and
Monday endurable to Kitty and Lydia.",if there had not been a netherfield ball to prepare for and talk of the younger miss bennets would have been in a very pitiable state at this time for from the day of the invitation to the day of the ball there was such a succession of rain as prevented their walking to meryton once no aunt no officers no news could be sought afterthe very shoe roses for netherfield were got by proxy even elizabeth might have found some trial of her patience in weather which totally suspended the improvement of her acquaintance with mr wickham and nothing less than a dance on tuesday could have made such a friday saturday sunday and monday endurable to kitty and lydia,674,120,1.5499999999999998,0.08573251610709852,0.35555555555555546,0.08573251610709852,-0.11961722073488786,2.55,0.4170949414844205,0.7999999999999999,0.4170949414844205,0.00833333333333332,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-1.9999999999999996,-1.699634492091729,-1.6809338521400767,-1.699634492091729,-0.6955350296993996,8.438000000000002,1.5701061199000177,1.88987517337032,1.5701061199000177,0.4159826716432829,60.82811170017826,2.1637056141976605,2.483658872701388,2.1637056141976605,0.7578649363901864,-1.021285521394902,-1.1659896233312856,-0.973912668839515,-1.1659896233312856,-0.4999298039769066,"{'neg': 0.11, 'neu': 0.842, 'pos': 0.048, 'compound': -0.7797}",-0.7797,-1.9462049534919819,-1.3914432806674952,-1.9462049534919819,-0.7661513052990764,0.03333333333333334,-0.3370779036727195,-0.22875816993464054,-0.3370779036727195,-0.13319458896982309,0.04855253909205901,-0.4453420013885028,-0.19490951110244373,-0.4453420013885028,-0.2698629502440673,23.89808120064071,-0.9977,-1.0137131714009604,-0.1755492322284601,-1.0137131714009604,-0.06690159527492409
558,558,17,"Till Elizabeth entered the drawing-room at Netherfield, and
looked in vain for Mr. Wickham among the cluster of red coats
there assembled, a doubt of his being present had never occurred
to her. The certainty of meeting him had not been checked by any
of those recollections that might not unreasonably have alarmed
her. She had dressed with more than usual care, and prepared in
the highest spirits for the conquest of all that remained
unsubdued of his heart, trusting that it was not more than might
be won in the course of the evening. But in an instant arose the
dreadful suspicion of his being purposely omitted for Mr. Darcys
pleasure in the Bingleys invitation to the officers; and though
this was not exactly the case, the absolute fact of his absence
was pronounced by his friend Denny, to whom Lydia eagerly
applied, and who told them that Wickham had been obliged to go to
town on business the day before, and was not yet returned;
adding, with a significant smile, I do not imagine his business
would have called him away just now, if he had not wanted to
avoid a certain gentleman here.",till elizabeth entered the drawing room at netherfield and looked in vain for mr wickham among the cluster of red coats there assembled a doubt of his being present had never occurred to her the certainty of meeting him had not been checked by any of those recollections that might not unreasonably have alarmed her she had dressed with more than usual care and prepared in the highest spirits for the conquest of all that remained unsubdued of his heart trusting that it was not more than might be won in the course of the evening but in an instant arose the dreadful suspicion of his being purposely omitted for mr darcys pleasure in the bingleys invitation to the officers and though this was not exactly the case the absolute fact of his absence was pronounced by his friend denny to whom lydia eagerly applied and who told them that wickham had been obliged to go to town on business the day before and was not yet returned adding with a significant smile i do not imagine his business would have called him away just now if he had not wanted to avoid a certain gentleman here,1100,196,3.3000000000000003,0.7062301538980956,1.1333333333333335,0.7062301538980956,-0.03923305344803179,4.6000000000000005,1.1523198250004032,1.7111111111111112,1.1523198250004032,0.052721088435374264,-31.83089529394759,-0.8865390108917758,-0.5618139516049722,-0.8865390108917758,-0.16295445467067204,-1.052083333333333,-1.0355049014580475,-0.9727626459143964,-1.0355049014580475,-0.3619713365464087,8.065,1.4698787908219335,1.7864077669902911,1.4698787908219335,-0.03648507977338307,19.629392195818923,0.3169834837375266,0.5625647730835239,0.3169834837375266,-0.17528325049445628,1.300340903434663,0.5870329974602272,0.7356551820188907,0.5870329974602272,0.058150583197981824,"{'neg': 0.049, 'neu': 0.796, 'pos': 0.154, 'compound': 0.9647}",0.9647,1.2106348638173197,0.6730575773714421,1.2106348638173197,-0.06718029613856895,-0.0037087912087912095,-0.4966127186551052,-0.3812845651080946,-0.4966127186551052,-0.1909909199297379,0.20342797471399102,0.12326984529556392,0.3135189713335235,0.12326984529556392,-0.16217198021425658,36.03801932376065,-0.9603,-0.9729509733556616,-0.15637417006331875,-0.9729509733556616,0.007144139539243505
559,559,17,"This part of his intelligence, though unheard by Lydia, was
caught by Elizabeth, and, as it assured her that Darcy was not
less answerable for Wickhams absence than if her first surmise
had been just, every feeling of displeasure against the former
was so sharpened by immediate disappointment, that she could
hardly reply with tolerable civility to the polite enquiries
which he directly afterwards approached to make. Attendance,
forbearance, patience with Darcy, was injury to Wickham. She was
resolved against any sort of conversation with him, and turned
away with a degree of ill-humour which she could not wholly
surmount even in speaking to Mr. Bingley, whose blind partiality
provoked her.",this part of his intelligence though unheard by lydia was caught by elizabeth and as it assured her that darcy was not less answerable for wickhams absence than if her first surmise had been just every feeling of displeasure against the former was so sharpened by immediate disappointment that she could hardly reply with tolerable civility to the polite enquiries which he directly afterwards approached to make attendance forbearance patience with darcy was injury to wickham she was resolved against any sort of conversation with him and turned away with a degree of ill humour which she could not wholly surmount even in speaking to mr bingley whose blind partiality provoked her,698,111,0.7500000000000006,-0.19792354688307126,2.4671622769447924e-16,-0.19792354688307126,-0.2459311584607247,0.7500000000000006,-0.22846837087107616,2.4671622769447924e-16,-0.22846837087107616,-0.28153153153153143,17.487106712911274,0.07498061466626972,0.30864669164321545,0.07498061466626972,0.15807690930508153,-3.1479166666666667,-2.503888128221748,-2.53852140077821,-2.503888128221748,-1.0407317400426015,-4.467,-1.897544501420792,-1.689875173370319,-1.897544501420792,-1.2990331158383197,13.588342245285089,0.04619495513567383,0.2808709351418053,0.04619495513567383,-0.1241981547853652,-0.6226005401540489,-0.8649490324720721,-0.6803344172913637,-0.8649490324720721,-0.393005409138572,"{'neg': 0.108, 'neu': 0.798, 'pos': 0.094, 'compound': -0.4215}",-0.4215,-1.2979705906393149,-0.9675128705840582,-1.2979705906393149,-0.6008749335658505,-0.16342592592592592,-1.1844902054779338,-1.0389433551198255,-1.1844902054779338,-0.4741057394543346,-0.3639280414720734,-1.959728990481005,-1.5490098225454447,-1.959728990481005,-0.8961938775552344,23.451287012469173,-0.9992,-1.015348018916146,-0.17631828552385345,-1.015348018916146,-0.08181265444462013
560,560,17,"But Elizabeth was not formed for ill-humour; and though every
prospect of her own was destroyed for the evening, it could not
dwell long on her spirits; and having told all her griefs to
Charlotte Lucas, whom she had not seen for a week, she was soon
able to make a voluntary transition to the oddities of her
cousin, and to point him out to her particular notice. The first
two dances, however, brought a return of distress; they were
dances of mortification. Mr. Collins, awkward and solemn,
apologising instead of attending, and often moving wrong without
being aware of it, gave her all the shame and misery which a
disagreeable partner for a couple of dances can give. The moment
of her release from him was ecstasy.",but elizabeth was not formed for ill humour and though every prospect of her own was destroyed for the evening it could not dwell long on her spirits and having told all her griefs to charlotte lucas whom she had not seen for a week she was soon able to make a voluntary transition to the oddities of her cousin and to point him out to her particular notice the first two dances however brought a return of distress they were dances of mortification mr collins awkward and solemn apologising instead of attending and often moving wrong without being aware of it gave her all the shame and misery which a disagreeable partner for a couple of dances can give the moment of her release from him was ecstasy,721,128,-5.7,-2.484900554741317,-2.8666666666666667,-2.484900554741317,-1.297633242793648,-5.7,-2.541736906811608,-2.8666666666666667,-2.541736906811608,-1.3072916666666667,-119.45774910455572,-2.594940329604724,-2.1084242040476573,-2.594940329604724,-0.9364353768033478,0.2166666666666663,-0.1465929878406593,-0.02490272373540882,-0.1465929878406593,-0.15353325265471154,4.835,0.6019584880814289,0.8904299583911235,0.6019584880814289,-0.08883097954315355,-20.18868016879833,-1.4678514895975319,-1.2941498238283844,-1.4678514895975319,-0.7668852264058318,-3.22592846171552,-2.8306799041692448,-2.5973378043760227,-2.8306799041692448,-1.1150061601955648,"{'neg': 0.195, 'neu': 0.699, 'pos': 0.106, 'compound': -0.9338}",-0.9338,-2.2250796472820316,-1.573820936150068,-2.2250796472820316,-0.8149845114844609,0.012962962962962954,-0.4248100008007888,-0.3126361655773421,-0.4248100008007888,-0.16757717655220258,0.02395711723149202,-0.5356419781921206,-0.27565190231008885,-0.5356419781921206,-0.30683834663117,24.799325049438057,-0.9993,-1.0154570087504915,-0.17636955574354635,-1.0154570087504915,-0.05590459145911548
561,561,17,"She danced next with an officer, and had the refreshment of
talking of Wickham, and of hearing that he was universally liked.
When those dances were over, she returned to Charlotte Lucas, and
was in conversation with her, when she found herself suddenly
addressed by Mr. Darcy who took her so much by surprise in his
application for her hand, that, without knowing what she did, she
accepted him. He walked away again immediately, and she was left
to fret over her own want of presence of mind; Charlotte tried to
console her:",she danced next with an officer and had the refreshment of talking of wickham and of hearing that he was universally liked when those dances were over she returned to charlotte lucas and was in conversation with her when she found herself suddenly addressed by mr darcy who took her so much by surprise in his application for her hand that without knowing what she did she accepted him he walked away again immediately and she was left to fret over her own want of presence of mind charlotte tried to console her,526,93,3.2500000000000004,0.6885016499612099,1.1111111111111114,0.6885016499612099,0.3321169377546996,3.2500000000000004,0.6681473407337807,1.1111111111111114,0.6681473407337807,0.2822580645161292,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-0.21875,-0.4516547118899765,-0.3501945525291828,-0.4516547118899765,-0.2729447629027176,4.570999999999999,0.5310201103961367,0.8171983356449373,0.5310201103961367,0.08765167463202736,27.524325581837715,0.6708718661404495,0.9307050970358728,0.6708718661404495,0.2739356922354025,0.8634461075065508,0.2571407925916956,0.41394050418011,0.2571407925916956,0.15579921128267007,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.8678}",0.8678,1.0352749817390856,0.5583762352801941,1.0352749817390856,0.20270457325060529,0.2333333333333333,0.524291777221051,0.5947712418300652,0.524291777221051,0.30143331878755314,0.3081935799337191,0.5079077577814587,0.6574458016888534,0.5079077577814587,0.22486177774064006,20.29098352640395,-0.9984,-1.0144761002413802,-0.17590812376631032,-1.0144761002413802,-0.11940677172266492
