,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
125,125,"come and be worshiped, come and be caressed,",0.08816774441438244,0.12512562553767387,0.11884609278478163,0.12038353349007677,0.22011456851549102,0.02550432059314408,0.0966700511909821,0.2857052771782002,0.031019910145560384,0.060135517976446846,-0.010829258219349686,0.0982991818963851,1.7863142506323746,1.6656704875391963,1.3976718560654036,1.863887753117974,0.14436547763186403,0.9126348657102561,1.4710490039184052,1.6148733621931937,1.077493917585605,1.4184818524103102,0.4138385248590182,0.107228207938028,0.19690827457392743,0.6803089692819507,1.4622140764299572,0.3748000518160999,0.11094721893653381,0.9069311014480734,0.7792283934357804
126,126,"My dark vanessa, crimson-barred, my blest my admirable butterfly! explain how could you, in the gloam of lilac lane, have let uncouth, hysterical john shade blubber your face, and ear, and shoulder blade?",0.1199119042856741,0.15885908053094877,0.1535914623703485,0.09149835394905816,0.22515802622693248,0.07658071845044441,0.15112468108971364,0.3085707942939455,0.024376589233740073,0.05194861211346029,-0.009027357781499849,0.1040700655611259,1.621264803803058,1.5051472243750608,1.3976718560654036,1.8937169120923074,0.05010824419358926,0.8146034770389791,1.1899365203036736,1.7651188041660717,1.1950432080893172,1.7192088686544065,0.6064630219761505,0.10694151411094995,0.24596580590678876,0.9112487325850986,1.0616433458796297,0.14211729111479454,-0.13754347818399604,0.9069311014480734,0.4757471392217242
127,127,we have been married forty years.,0.1199119042856741,0.15885908053094877,0.1535914623703485,0.0678650252336793,0.20723799054596712,0.07658071845044441,0.15112468108971364,0.3085707942939455,0.024376589233740073,0.051963283987766715,-0.009027357781499849,0.0881346720082669,1.621264803803058,1.5051472243750608,1.3976718560654036,1.799924920442024,-0.1294226535470179,0.8146034770389791,1.1899365203036736,1.7651188041660717,1.1950432080893172,1.7192088686544065,0.6064630219761505,0.10720831495436794,0.40049695235341914,0.6809321744424528,1.4617274722339144,0.14175153684762143,-0.1405726749949989,0.9069311014480734,0.3388811281332029
128,128,at least four thousand times your pillow has been creased by our two heads.,0.14074400920120927,0.18099666037028544,0.1535914623703485,0.08263585568079107,0.21169829845952315,0.1119507095886562,0.18594241400933675,0.3278991930353619,0.062338423015570424,0.05834135734697513,0.026025912453174385,0.09723885027708029,1.8221418900688346,1.7005156185244346,1.3976718560654036,1.8581769384883253,-0.029723726394917764,1.0749432185894916,0.8727988676243297,1.9507161148384504,1.1950432080893172,2.0199358848985027,0.7990875190932829,0.3419737196913327,0.4025130103788676,0.7007356804569,0.9467264603989147,0.13810908631941218,-0.13158935803051255,0.9069311014480734,0.32583399626376236
129,129,four hundred thousand times the tall clock with the hoarse westminster chimes has marked our common hour.,0.17050415908054523,0.21262177442648067,0.20306968619133942,0.07935344891476623,0.2300123542741949,0.1622543633502958,0.22300545727795826,0.359974060714224,0.08195203713618276,0.058056303789021685,0.061079182687848614,0.07455151777082555,2.0529782632226725,1.925021720104693,1.723547925788816,2.020896338683441,-0.023526744606840445,1.3418293254686795,0.8727988676243297,2.215855130084706,1.5476910796004535,2.3958446552036228,1.0880242647689815,0.10979239173320444,0.4451737426237839,0.9114622288100213,0.6887160445459384,-0.042176830962911506,-0.13292693416597548,0.9069311014480734,0.34228895629036943
130,130,how many more,0.14471202918512074,0.1852133422444448,0.1981582258623495,0.09445252003848048,0.20531517229348006,0.1268796491052392,0.1755422716183978,0.29942565768013585,0.07151253284617942,0.052810060733451965,0.041349082043082214,0.06331444756597078,1.893896704570291,1.7703026865381948,1.7891399000893173,1.9344407750066182,0.06375089249088546,1.1920839057794246,0.8727988676243297,1.986067983537951,1.5476910796004535,2.0199358848985027,0.8953997676518493,0.10979066894034595,0.2905175768830784,0.7055366346689699,0.2464449029023244,-0.27380870891064585,-0.2135097076760135,0.5592375799082553,0.31415913924703653
131,131,Free calendars shall grace the kitchen door?,0.15760809413283297,0.1778341489646659,0.23459645214456495,0.10823862845578482,0.2203036981796701,0.14512848133403175,0.1696395565840389,0.2835862168510682,0.07151253284617942,0.09247442492985686,0.041349082043082214,0.021536663394510342,2.0075524971256495,1.777990299296907,1.897337984485698,2.1598021103540517,0.2018123782723327,1.2195627022828157,0.6974944341524242,1.9242022133138248,1.7827896606078777,1.9447541308374783,0.9917120162104154,0.11023482603469134,0.3254528368838079,0.4720757392464021,-0.016297441888557532,-0.27419392761443073,0.16057382045518195,0.9069311014480734,0.7435362196864401
132,132,i love you when youre standing on the lawn peering at something in a tree: its gone.,0.1625681191127223,0.18310500130736507,0.2648594398883151,0.10771344337322082,0.21861729200740687,0.18035625932129085,0.17627238317647553,0.31754469370960314,0.07341062453527095,0.09264210349335888,0.047379141932737213,-0.013382888491126222,1.9744764551462344,1.7458213081667497,1.7105616906981478,1.9537233340251343,0.1699079729532815,1.1430796424058027,0.4781734267904133,2.012581885062577,2.0178882416153017,2.0951176389595267,1.1843365133275479,0.34299206606589894,0.3730837006054094,0.45239898559495423,0.6748621462438785,-0.2766516905675048,0.16045429618126988,0.9069311014480734,1.058073579679928
133,133,it was so small.,0.14967205416501003,0.19048419458714397,0.23789342527908647,0.07601477231846665,0.20808907403477286,0.1960760149782485,0.1919872564987563,0.3440918105856183,0.09428963311527763,0.0899781103157204,0.08243241216741144,0.030226366505541225,2.0146722877930427,1.6873414613745812,1.7105616906981478,2.038633901354515,-0.15755476602203403,0.9690911874176057,0.3118650386814093,2.074447655286703,1.7827896606078777,2.2454811470815748,1.280648761886114,0.34262965373473775,0.38295519014572343,0.5465780775863748,0.824430335263903,-0.05378240112379369,0.15851470456589634,0.9069311014480734,1.0613329615932372
134,134,it might come back (all this voiced in a whisper softer than a kiss).,0.21117636391563768,0.2558427636366141,0.26502201770922124,0.07831245705468402,0.16963270898503185,0.24302926586140974,0.24442722911440046,0.36587639288802865,0.13343777420279018,0.08985654335718142,0.14330218927041957,0.05639176291270538,2.260460882719348,1.9263897469886493,1.8549841773004518,1.8894284987955283,-0.16094469987868024,1.0873703701382489,0.6123869246332472,2.5516978827299623,2.0178882416153017,2.922116933630791,1.4732732590032465,0.3427319735669178,0.5597711941021185,0.5748596219519255,0.9304706036025554,0.17531027815466935,0.15844682506478125,0.9069311014480734,1.2490358869056966
135,135,i love you when you call me to admire a jets pink trail above the sunset fire.,0.21117636391563768,0.2558427636366141,0.26502201770922124,0.09209856547198834,0.16963270898503185,0.26454784988503166,0.24442722911440046,0.36587639288802865,0.13343777420279018,0.09140547408753141,0.14330218927041957,0.016340899995344882,2.260460882719348,1.9263897469886493,1.8549841773004518,1.8894284987955283,-0.16094469987868024,1.0873703701382489,0.6123869246332472,2.5516978827299623,2.0178882416153017,2.922116933630791,1.5695855075618128,0.575095790995511,0.6143808950778696,0.7884154525864865,0.9602121114512695,0.3951324729599739,0.19214564867617145,0.9069311014480734,1.383880030306169
136,136,i love you when youre humming as you pack a suitcase or the farcical car sack with round-trip zipper.,0.20621633893574837,0.25057191129391493,0.27949783945140677,0.058618016458534934,0.16752076106836575,0.2806457834516322,0.25141100628460283,0.3443272617330775,0.1513833683542009,0.0915333289922017,0.17166575177260246,-0.004787712578250332,2.1895925976966706,1.8574648969802119,1.9381522575388805,1.9120794635364973,-0.3766298638744261,1.1554833959590445,0.2797701484152392,2.366100572057584,2.135437532119014,3.072480441752839,1.665897756120379,0.5747863984935463,0.806107522852092,1.2120181385893019,0.9389112099423019,0.3969043904268174,0.14009141858873647,1.2546246229878915,1.3443002092785092
137,137,and i love you most,0.21415237890357133,0.25900527504223364,0.29625561523480576,0.0901291214123734,0.13443883064237952,0.2806457834516322,0.25141100628460283,0.3443272617330775,0.1210139013287366,0.09178694281949853,0.14403082983851498,0.016460110212167353,2.2551243537045047,1.921199562665774,2.0537927802939038,1.6551675418281535,-0.010015238947525514,1.0607760768798706,0.2797701484152392,2.4368043094565857,2.252986822622726,3.072480441752839,1.5695855075618128,0.5748265360512458,0.7021914225729141,1.4125993959039225,0.9448708407402417,0.6317622544710085,0.16664659276907284,1.2546246229878915,1.4845379778769592
138,138,"When with a pensive nod you greet her ghost and hold her first toy on your palm, or look at a postcard from her, found in a book.",0.20820034892770412,0.25268025223099455,0.29625561523480576,0.10982356200852246,0.11847313482459769,0.20066508583577422,0.24510181246063156,0.3456329453689871,0.14975643262069388,0.09024639601732364,0.14403082983851498,0.020388805362737208,2.2211113934357933,1.888119346542106,2.0537927802939038,1.5942821941125718,0.08959699159507939,0.6695559484638963,0.46868378273736444,2.383776506407334,2.252986822622726,2.9972986876918153,0.9917120162104154,0.8079296003795199,0.652787255242399,1.7379579528433093,0.9108580458281028,0.6233566264421032,-0.10987727612245368,1.6023181445277097,1.6226559212657194
139,139,"she might have been you, me, or some quaint blend: nature chose me so as to wrench and rend your heart and mine.",0.11594388430176268,0.17150912615342676,0.2197019622336748,0.06846523675660948,0.07588743877361401,0.1680068734765768,0.21755256695141886,0.2917627930628302,0.1288774240406872,0.09004308575907742,0.12931623476970144,0.0253410605006674,1.5979882986922462,1.282084279822924,1.5853560377593818,1.4020207510050426,-0.1703049692030811,0.5198105287746416,-0.34718839940494667,1.8800123774394482,1.9003389511115898,2.8469351795697673,0.7990875190932829,0.8078416394984299,0.4861266044909405,1.8471787844678864,0.4108193068759667,0.623825242067508,-0.19859714815481186,1.2546246229878915,1.2057991273838402
140,140,at first wed smile and say: all little girls are plump or jim mcvey (the family oculist) will cure that slight squint in no time.,0.10602383434198402,0.13988401209723153,0.20441474560869155,0.05664857239892006,0.05751033973754924,0.1680068734765768,0.2186471988595766,0.26094009739545526,0.10382261374467916,0.04829112344707227,0.09426296453502722,-0.005044340066005455,1.4652859548669037,0.9197760653067897,1.4172573733505867,1.2455841846072708,-0.3176718982960598,0.5198105287746416,-0.34718839940494667,1.614873362193193,1.7827896606078777,2.771753425508743,0.7990875190932829,0.572130231623341,0.33942519368925783,1.4193699753146696,0.15376087042470188,0.3892428606057759,-0.5704485017707527,0.9069311014480734,1.0607525567167277
141,141,"and later: shell be quite pretty, you know; and, trying to assuage",0.09511177938622752,0.12828813694329327,0.2309077872720867,0.052053202926485284,0.05546143504227615,0.1680068734765768,0.2186471988595766,0.26094009739545526,0.09346938634963452,0.012762131823036161,0.07548844372570494,-0.0035055734827105244,1.2907961175964802,0.7500712973980963,1.6411942827390489,1.2137859838812868,-0.3682057130538124,0.5198105287746416,-0.34718839940494667,1.517655723269566,1.9003389511115898,2.771753425508743,0.7990875190932829,0.33758734843742666,0.2951542199810902,1.2370553623246778,0.17861363998993993,0.1558227218126774,-0.5730798918332507,0.9069311014480734,0.9327260398266537
142,142,The swelling torment: thats the awkward age.,0.10304781935405044,0.136721500691612,0.2309077872720867,0.0599309791649449,0.06436629006403996,0.18625570570536937,0.2186471988595766,0.26094009739545526,0.055507552567804166,-0.0207127973981001,0.04043517349103072,0.0019710878228915876,1.39441092162407,0.8508446521359734,1.6411942827390489,1.2927728284754878,-0.26806816260891747,0.6695559484638963,-0.34718839940494667,1.5883594606685674,1.9003389511115898,2.771753425508743,0.8953997676518493,0.10235139623224722,0.14792827778698905,1.139266154868203,0.19387239690504562,0.1969436392581822,-0.5685461650553485,0.9069311014480734,0.7705755939197053
143,143,"she should take riding lessons, you would say (your eyes and mine not meeting).",0.11098385932187337,0.14515486443993073,0.21353510247930324,0.048114314807255476,0.04781744444837271,0.16923023975293594,0.2186471988595766,0.2598591625821202,0.06721245131720185,-0.06191980437872365,0.06281086120581444,0.015502241995750971,1.3782965839018497,0.8351722210882356,1.5214949697126683,1.175547523684693,-0.35783361147922105,0.5715245597926194,-0.34718839940494667,1.6590631980675687,1.7827896606078777,2.771753425508743,0.7990875190932829,-0.13313154118257367,-0.04551488086322216,0.7216523153214665,-0.2765638639686742,-0.034599021416355645,-0.9422799644902211,0.5592375799082553,0.4317754456481119
144,144,"she should play tennis, or badminton.",0.0018633097643082222,0.029196112900548202,0.12859475136184573,-0.0531151098569506,0.02070885924937494,0.10530923557180431,0.169865655391259,0.19543651793984124,-0.00048615226039558796,-0.1037660858826987,0.045768749611086755,0.045342857813010104,0.7515105854307049,0.2255746991757435,1.0388518947647802,1.06497098835457,-0.9082627909367635,0.2421285530162547,-0.5361020337270719,0.6868868088312987,1.077493917585605,2.1702993930205507,0.317526276300452,-0.3688421896224434,-0.18279602118596305,0.4073853844479744,-0.2988437485337763,-0.03403736451865061,-1.3167250395738221,0.2115440583684372,0.01812020862088394
145,145,"less starch, more fruit! she may not be a beauty, but shes cute.",-0.022936815135138403,0.002841851187052171,0.14773739088516538,-0.010537604949085537,-0.0013877898488778915,0.15684964364690648,0.16081591863863667,0.21269936797854813,-0.021997858070099446,-0.06209796285244456,0.045768749611086755,0.02260002892628122,0.7289502174155453,0.2036330086002985,1.3575197033956083,0.9733547934447911,-0.6844740214088029,0.7011224830708974,-0.8687188099450801,0.37755795771066736,1.077493917585605,2.0951176389595267,0.5101507734175844,-0.36878552028510997,-0.07887548854311568,0.28404005891616446,-0.17605236903997581,-0.035034113784915805,-0.9493296045578464,0.5592375799082553,0.27366676883808794
146,146,"it was no use, no use.",-0.03484087508687279,-0.009808194435425925,0.14773739088516538,-0.005285754123445783,-0.014926321643028519,0.15684964364690648,0.16081591863863667,0.23089332028220697,-0.021997858070099446,-0.028767656392328804,0.045768749611086755,0.010234111875605236,0.6366156681540102,0.11383056796819492,1.3575197033956083,0.8427596500211283,-0.75328144563059,0.7011224830708974,-0.8687188099450801,0.2715023516121652,1.077493917585605,2.0951176389595267,0.5101507734175844,-0.3357839604644642,0.09389695661250258,0.4834463272969101,-0.028579909736427975,0.14283235082946788,-0.606171914521397,0.5592375799082553,0.0018499652468025784
147,147,"the prizes won in french and history, no doubt, were fun; at christmas parties games were rough, no doubt, and one shy little guest might be left out; but lets be fair: while children of her age",-0.00904874519144829,0.017600237746609952,0.16286888475704048,0.04985867954577153,0.0023632818240066867,0.1731787498265052,0.17408157182351,0.2599126742065428,0.027668874461128586,0.010213417657805325,0.10082762671584572,0.03956868948711989,0.8049897246988438,0.2775872694172457,1.4489415638252092,0.8950042178100828,-0.6435862551666286,0.7759951929155249,-0.8687188099450801,0.50128949815892,1.1950432080893172,2.2454811470815748,0.6064630219761505,-0.1015346130544089,0.03419196723332978,0.6045790103453851,0.23093639176712277,0.1535696482527808,-0.23775020316736295,0.9069311014480734,0.25399543827588095
148,148,"Were cast as elves and fairies on the stage that shed helped paint for the school pantomime, my gentle girl appeared as mother time, a bent charwoman with slop pail and broom, and like a fool i sobbed in the mens room.",-0.0070647351994925596,0.019708578683689637,0.16286888475704048,0.07020960149512553,0.022442547837682937,0.1887396306148993,0.1851504174742235,0.281418996061956,0.05044597473022679,0.0010770319289885332,0.13087600093390886,0.09398079145068788,0.7141167571024207,0.28689052628150163,1.37804606924239,0.9609520406925455,-0.44809148222657286,0.7759951929155249,-0.8687188099450801,0.5189654325086702,1.1950432080893172,2.3958446552036228,0.6064630219761505,-0.10026014715214739,0.08162554267418051,0.7040679479395952,0.26830502382441096,0.15473002812773398,-0.6113673406495694,0.9069311014480734,0.1258302438675668
149,149,another winter was scrape-scooped away.,-0.01698478515927121,0.009166873998291223,0.1402235972145019,0.07572404486204727,-0.00030029427984832626,0.1887396306148993,0.1736570098972851,0.2578524766662756,-0.0027005925643356953,0.0370776195128741,0.09582273069923462,0.08609626663191608,0.5845982520679329,0.1609238328591546,1.1952023483831884,0.7586743070744577,-0.38410262112259547,0.7759951929155249,-0.8687188099450801,0.4305857607599185,1.077493917585605,2.3206629011425988,0.6064630219761505,-0.33469618202179635,0.07758918516943611,0.6818287682804349,0.009290455426711567,-0.061099166496269786,-0.9779312489816505,0.5592375799082553,0.2862811038602488
150,150,"the toothwort white haunted our woods in may. summer was power-mowed, and autumn, burned.",-0.031864860098939185,-0.006645683029806396,0.1028847310744854,0.05012127208705352,-0.0014508330702709042,0.16861591618334026,0.11883045777609932,0.227249178659033,-0.07862426012799638,0.033778543775971684,0.0607694604645604,0.08729241118942971,0.5845982520679329,0.1609238328591546,1.1952023483831884,0.671165443849212,-0.25893068306647615,0.7759951929155249,-0.8687188099450801,0.2980162531367907,0.959944627081893,2.1702993930205507,0.5101507734175844,-0.5683542036365443,-0.06846037958814101,0.7585294483469954,0.49188712928697453,-0.241753052309953,-1.3311109878904417,0.5592375799082553,0.2427922297461304
151,151,"alas, the dingy cygnet never turned into a wood duck.",-0.024920825127094128,-0.020349899120824334,0.1028847310744854,0.04365024160546169,-0.0328463573239939,0.13804439881481434,0.10842108962114023,0.21905654895994428,-0.042490218343068986,-0.006462215482471428,0.10784180040459522,0.013553298015543032,0.6135103417479699,0.10870240995193257,1.1952023483831884,0.6232627413638918,-0.06383100947035134,0.6804886417843026,-0.8687188099450801,0.18312267986341332,0.959944627081893,2.0199358848985027,0.317526276300452,-0.5695736878352929,-0.07350385077441385,0.5185866747783585,0.9758551438588126,-0.24366829241965834,-1.7035670851362312,0.2115440583684372,0.2385146912421895
152,152,and again your voice:,-0.024920825127094128,-0.020349899120824334,0.1028847310744854,0.04233727889905177,-0.034974066046008265,0.13804439881481434,0.07849218966916609,0.19087197637659986,-0.042490218343068986,-0.04036053307645031,0.10784180040459522,0.005986821026309319,0.6135103417479699,0.10870240995193257,1.1952023483831884,0.6176784224637342,-0.19577381726863297,0.6804886417843026,-0.8687188099450801,0.18312267986341332,0.959944627081893,1.7943906227154305,0.317526276300452,-0.5878916380096331,-0.19355142541667372,0.27114427653672757,0.7366287279892847,-0.4782834660795836,-1.774639371430082,-0.13614946317138066,0.13414110665189993
153,153,but this is prejudice! you should rejoice that she is innocent.,0.02170340968386554,0.029196112900548202,0.13081896016934313,0.13490114970095227,-0.023673568611309773,0.13804439881481434,0.09647944918441141,0.16185262245226403,0.0011658905060359082,-0.08140195747561561,0.14289507063926946,-0.03984600569944752,0.8692310199371228,0.3574104093426784,1.3488218008684185,0.66798288454535,0.2554379048848787,0.6804886417843026,-0.6883320360872349,0.510127465333795,1.1950432080893172,2.0199358848985027,0.317526276300452,-0.585944593775411,-0.4119219575998718,-0.08147264665632112,0.5957915588440031,-0.4799639028031733,-2.140604014794075,-0.13614946317138066,0.02696728983678158
154,154,why overstress the physical?,0.031623459643644186,0.03973781758594662,0.14942465306293504,0.16641225465479076,-0.042539252613170424,0.15540104165630922,0.11388831564422297,0.18118102119368037,-0.017815026384879265,-0.12245805374908736,0.11622092814582315,-0.03173303569611175,0.969555622541973,0.45498379050299126,1.4904519380376755,0.4991463969414605,0.5798791042668058,0.7964809451097673,-0.6883320360872349,0.598507137082547,1.3125924985930295,2.1702993930205507,0.4138385248590182,-0.8204790739512602,-0.5795467902619442,-0.4343757069313477,0.6085171197409782,-0.4912567063903394,-2.5025889582554335,-0.483842984711199,0.02294234770266912
155,155,she wants to look a mess.,0.03955949961146711,0.048171181334265345,0.14942465306293504,0.17429003089325038,-0.05803212427050461,0.13837557570387576,0.33131594181792995,0.20268734304909358,0.004962073884218945,-0.08071237938321354,0.1379918675439911,0.0028629802695783035,0.9559892601827034,0.44178946118524964,1.4904519380376755,0.4972559670503996,0.5798791042668058,0.776874667375512,-0.6883320360872349,0.6692108744815485,1.3125924985930295,2.2454811470815748,0.317526276300452,-0.5848226618432992,-0.3929627654483713,-0.23303189529850332,0.8127310138183039,-0.4901522876493223,-2.128246423594287,-0.13614946317138066,0.16441851182680534
156,156,virgins have written some resplendent books.,0.05543157954711296,0.0650379088309028,0.14942465306293504,0.17605465277066534,-0.05686582467473378,0.13837557570387576,0.33131594181792995,0.20268734304909358,-0.011171705473058954,-0.11623298707907453,0.11646143446723226,-0.019892726213545868,1.0791019925314165,0.5615260486947207,1.4904519380376755,0.5417525930303445,0.6149590890718869,0.776874667375512,-0.6883320360872349,0.8106183492795513,1.3125924985930295,2.2454811470815748,0.317526276300452,-0.6138712277433556,-0.6196983303549191,-0.20022722822392194,0.7989446305689665,-0.49141239376559587,-2.1453865846253155,-0.483842984711199,0.1605928140931404
157,157,lovemaking is not everything.,0.0455115295873343,0.054496204145504386,0.14942465306293504,0.17605465277066534,-0.07814291189487738,0.13837557570387576,0.2950360491071166,0.1880679672568595,-0.049133539254889294,-0.15703546952524944,0.08140816423255802,-0.019892726213545868,0.8547693612913188,0.34334533562576375,1.4904519380376755,0.14897454779468158,0.6149590890718869,0.776874667375512,-0.6883320360872349,0.7222386775307995,1.3125924985930295,2.0951176389595267,0.317526276300452,-0.8479040447024232,-0.6179380071339021,0.12893330634982936,1.2545364134230832,-0.48328495464204374,-2.17791346658148,-0.6576897454811079,-0.12500338409982617
158,158,"good looks are not that indispensable! and still old pan would call from every painted hill, and still the demons of our pity spoke: no lips would share the lipstick of her smoke; the telephone that rang before a ball",0.015751379707998354,0.043954499460105975,0.10650399850695856,0.18511409544489388,-0.09697707428604153,0.12036222740715884,0.2737811932891226,0.1491703674641254,-0.08709537303671964,-0.15152094076807648,0.03888905569984678,-0.016737760767544307,0.614947690784477,0.34334533562576375,1.3211715461490252,0.08020895603535917,0.5854267484719656,0.6382373479783235,-0.9800562470252905,0.6338590057820477,1.077493917585605,1.9447541308374783,0.22121402774188578,-0.6131455170732772,-0.7634443520555125,0.24287977179145723,1.0485530463146917,-0.48265059958491585,-2.1651562125967545,-0.6576897454811079,-0.24743066252705948
159,159,"Every two minutes in sorosa hall for her would never ring; and, with a great screeching of tires on gravel, to the gate out of the lacquered night, a white-scarfed beau would never come for her; shed never go, a dream of gauze and jasmine, to that dance.",-0.002104710219603217,0.02497943102638883,0.09025357313258192,0.21071686821988764,-0.10865583104909814,0.05443994393866029,0.2578711394997141,0.13687339617182892,-0.11746484006218391,-0.19298994550417195,0.0164475567519202,0.0022042215766947784,0.5153922166866874,0.2465199910091518,1.2125461895745544,-0.056911413816436475,0.5947565138842615,0.4324845526920678,-0.9800562470252905,0.4747755966342944,0.959944627081893,1.7943906227154305,-0.16403496649237906,-0.8482466132725776,-0.8764129935006557,0.2815172590892302,0.7750874403023383,-0.7136969346993699,-2.190822937915601,-1.0053832670209264,-0.25343878130204733
160,160,"we sent her, though, to a chateau in france.",-0.007064735199492542,0.019708578683689623,0.09025357313258191,0.2235182546073845,-0.09645696770954913,0.05700950956672198,0.2578711394997141,0.15506734847548773,-0.09848392317126874,-0.15122750328194792,0.05086751156901103,0.03470214276895893,0.4830125904280656,0.21502831765356512,1.2125461895745544,0.008513018210040567,0.9009072936507173,0.5410117776262362,-0.9800562470252905,0.4305857607599185,0.959944627081893,1.7943906227154305,-0.16403496649237906,-0.6130055700387059,-0.7859659599419414,0.17096015539375892,0.5755091696232483,-0.6830046532789696,-1.8177717685551114,-0.6576897454811079,0.03858255136021455
161,161,"and she returned in tears, with new defeats, new miseries.",-0.028888845111005576,-0.003483171624186889,0.05310742720153012,0.19200714965354607,-0.11926285304847342,0.022341846500360033,0.23253025156406937,0.12838110137597405,-0.1317005277303703,-0.11871462981890456,0.015814241334336798,0.0297096794420331,0.29647510798810456,0.033606289534616515,0.9435556036225322,-0.11960241206117345,0.6342985853953489,0.3207137657690953,-0.9800562470252905,0.23615048291266444,0.7248460460744688,1.5688453605323582,-0.35665946360951145,-0.6082344745281691,-0.6394918354215418,0.16171484634210812,0.801250691773412,-0.6842591991318414,-1.4523298118849297,-0.3099962239412901,-0.23269130066424662
162,162,"on days when all the streets of college town led to the game, shed sit",-0.07055305494207591,-0.047758331302860224,0.020121944654202847,0.19397659371316098,-0.13877473006961252,-0.009948458964562654,0.20287981694917215,0.09040925268574965,-0.14182368340552506,-0.12055490205333934,-0.01123143298149398,0.007340773713404561,-0.026695814427267924,-0.28070225267774557,0.7263048904735906,-0.18001266561741183,0.6781998534691001,0.1924649782870959,-0.9800562470252905,-0.13504413843209323,0.48974746506704464,1.268118344288262,-0.5492839607266439,-0.6085075196167233,-0.6658477471860482,0.04131376944272467,0.5873294572640022,-0.6850990168172595,-1.5141752379276385,-0.3099962239412901,-0.3563995903889062
163,163,"On the library steps, and read or knit; mostly alone shed be, or with that nice frail roommate, now a nun; and, once or twice, with a korean boy who took my course.",-0.05071295502251861,-0.047758331302860224,0.05138407604485448,0.18577057679809889,-0.18520606262557035,-0.009948458964562654,0.18213635299114864,0.056327699091042883,-0.13929289448673637,-0.12065760517348433,-0.004937763211377583,-0.005072059594710298,0.11518459921620246,-0.28070225267774557,0.9266001512991157,-0.40322065847830846,0.6374488795297643,0.1924649782870959,-0.9800562470252905,-0.13504413843209323,0.7248460460744688,1.0425730821051902,-0.5492839607266439,-0.6086744266015783,-0.7307525562351226,-0.07771593442716489,0.3694008307381861,-0.7056018660094036,-1.5185710142386062,-0.3099962239412901,-0.4821219766902973
164,164,"she had strange fears, strange fantasies, strange force of characteras when she spent three nights investigating certain sounds and lights in an old barn.",-0.04972095002654075,-0.046704160834320385,0.027156561134832377,0.19332011235995605,-0.13596930671762325,-0.011925688994757773,0.14397861273181842,0.022246145496336116,-0.16690150087352207,-0.15681748739269682,-0.03126944577524164,0.01861139889700458,-0.15438818670639126,-0.5428824907084219,0.5660686818131706,-0.29411771859863883,0.49016323241706394,-0.020784276754800074,-0.9800562470252905,-0.126206171257218,0.6072967555707567,0.817027819922118,-0.5492839607266439,-0.6088725759075366,-0.8081925351992671,-0.506012379939925,0.14609586181663675,-0.9271549335558825,-1.8554865406842926,-0.3099962239412901,-0.6500058694059412
165,165,"she twisted words: pot, top, spider, redips.",-0.05567298000240794,-0.05302918364555943,0.027156561134832377,0.16345021078912997,-0.1406975483220996,-0.04570819059261376,0.15031353903149303,0.018115048090917116,-0.2048633346553524,-0.18623040341299646,-0.06742341982460566,-0.009310225194098609,-0.16746343783200768,-0.5555991766331254,0.5660686818131706,-0.25405685753248314,0.33081505028001673,-0.21236955963925827,-0.9800562470252905,-0.17923397430646906,0.6072967555707567,0.892209573983142,-0.7419084578437762,-0.8431387574649521,-0.8000051551636225,-0.48574316165763615,0.1882258345484959,-0.9590455466364541,-2.1916376708240595,-0.3099962239412901,-0.6117252105476052
166,166,and powder was red wop.,-0.03484087508687277,-0.030891603806222776,0.01186934450984913,0.17592335650002436,-0.12038187022819952,-0.029326177346757545,0.15031353903149303,0.018115048090917116,-0.19451010726030776,-0.1903594880392339,-0.048648899015283395,-0.03803831976432229,0.11941600381347822,-0.27658688672668696,0.4726805349193956,-0.0942643853140682,0.40791739130396665,-0.13588649976224548,-0.9800562470252905,0.006363336365909759,0.48974746506704464,0.892209573983142,-0.6455962092852101,-0.842943709186139,-0.6936224141636957,-0.34980647958134853,-0.0440567134693388,-0.9604321751054117,-2.2554652319678516,-0.483842984711199,-0.4650102950871271
