,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
685,685,I stole through the shrubbery to the rear of their house.,0.09934725539028136,0.11202651911580236,0.07843659097606182,0.051482303480462295,0.1833151721200433,0.2104779689741202,0.035921768338888445,0.0520201172999041,-0.0024129533219904046,0.04588340966329661,0.022606362464378457,0.43014292505954443,0.5101428663985412,0.6757573875941602,0.8685102710262966,-0.051534859978758014,0.6751381930940946,1.8966926734538654,0.6639429434743904,1.0110151199253419,1.0986181932183432,0.765860000718171,1.883870910975156,0.991515134744092,1.2150892703433815,1.8477818122877792,-0.7414119162396983,0.33942716101138887,0.9784931514038191,0.9942556110875934,-0.2703804223615353
686,686,"At first I thought that this fourth side was also dark, thus clinching the matter, and had time to experience a queer sense of relief before noticing a faint square of light under the window of a little back parlor where I had never been.",0.09406750657518005,0.10655422303260027,0.07281736076460525,0.04049685642768503,0.1816913176952489,0.2028345198789518,0.03079373451700572,0.04473056039286075,-0.0037666207683013124,0.03970485311451946,0.020335152139430518,0.42075757292715954,0.4784527198177274,0.6446618844056985,0.8110842075544079,-0.028307525528539133,0.6263973876558088,1.858120889256113,0.6639429434743904,0.9529867609113633,0.9764332973086706,0.6374955313409825,1.8001952164914756,0.9089900982987494,1.1948708045221434,1.8194579968819675,-0.7833029503849621,0.3370515431976156,0.8815451802022398,0.8693285675060003,-0.22879853729422273
687,687,It was wide open.,0.10110717166198183,0.10879926757955496,0.08041891557801915,0.0399237026684097,0.16957684817694152,0.2028345198789518,0.03303028114620355,0.04410980845477297,-0.00323736733064592,0.03905257581242129,0.021239167094157015,0.4133128047871018,0.49902055031524395,0.6524241496257082,0.8357300708625082,-0.09415415533320184,0.6680564360136825,1.8412886043054784,0.6571106701255828,0.9767932671735083,1.1393464918549006,0.6925088753597773,1.8001952164914756,0.8259834423444091,1.1528002029286475,1.826178439567464,-0.6966458808938106,0.33671947671352426,0.8061662968047437,0.8693285675060003,-0.19377568373088694
688,688,"A tall lamp with a parchment-like shade illuminated the bottom of the room where I could see Sybil and John, her on the edge of a divan, sidesaddle, with her back to me, and him on a hassock near the divan upon which he seemed to be slowly collecting and stacking scattered playing cards left after a game of patience.",0.10828221492352978,0.11623597764134239,0.08224051249661785,0.03475824447996005,0.17056705570317196,0.2086837489826675,0.03444707930183354,0.04855853067773539,-0.003712338364439221,0.038689543648810096,0.020469090714628827,0.42436113579689616,0.5207778628478719,0.7223726689717426,0.8535074339983404,-0.10802792830417332,0.616322553150758,1.8638714843252382,0.6265558148279952,1.0377974394702545,1.180074790491458,0.7291844380389743,1.8211141401123954,0.8261719202885787,1.150975218330427,1.7818172690527594,-0.6970943105002991,0.33976434081569257,0.8984115079002543,0.8693285675060003,-0.2762647541687286
689,689,Sybil was alternatively huddle-shaking and blowing her nose; John s face was all blotchy and wet.,0.09663969189535765,0.1041688632014609,0.07339620809842647,0.03737564664731741,0.1673537141429968,0.19568370102958466,0.031092025116383128,0.040925926647011966,-0.008303725024441128,0.0325785022280216,0.014773152995041781,0.4272378223243325,0.3659669417375045,0.5704666663055832,0.7392744604973863,-0.1811940447384004,0.6572752692612087,1.6901033287522078,0.5283868133606294,0.9098374683112256,1.017161595945228,0.674171094020179,1.6956005983868752,0.7432317948709867,1.1350889345820057,1.7601555248770324,-0.8007805212511925,0.3369418127738572,0.8006608115987837,0.7444015239244076,-0.32956653054258583
690,690,"Not being aware at the time of the exact type of writing paper my friend used, I could not help wondering what on earth could be so tear-provoking about the outcome of a game of cards.",0.09217221212873346,0.09729341427641215,0.07115136746587228,0.031023192482015783,0.15872752450017363,0.19358595017476488,0.033677919410231405,0.041717035319988494,-0.011382555118494132,0.032575919682142254,0.0097779039822378,0.4265384164485787,0.3665722101472323,0.5710605772777703,0.7097478674543987,-0.1711595508055246,0.5914316809379319,1.6692654831108695,0.5283868133606294,0.8369300428834067,0.9764332973086706,0.7291844380389743,1.6746816747659548,0.7437708449198233,1.1344638290266407,1.7570435323533833,-0.7156342057333271,0.34244877076578223,0.8003761614640796,0.7444015239244076,-0.25645885957830405
691,691,"As I strained to see better, standing up to my knees in a horribly elastic box hedge, I dislodged the sonorous lid of a garbage can.",0.09190145577924108,0.09701278370804281,0.07115136746587228,0.038474191352595145,0.1555464022738238,0.1893164105909435,0.03269659682924406,0.04084658241432405,-0.012807468219874033,0.032540501910082634,0.005584424873383131,0.42678790546671236,0.44409851355373237,0.5548751354367114,0.7445605683185939,-0.2410924035223643,0.6254609425966372,1.6037497011480337,0.36882853627213924,0.8339542296006389,0.935704998672113,0.710846656699376,1.6328438275241146,0.7437778964863232,1.1150252092328405,1.759613630307585,-0.7473126517678745,0.3459560031408439,0.8004484916053592,0.7444015239244076,-0.16563778128196655
692,692,"This of course might have been mistaken for the work of the wind, and Sybil hated the wind.",0.09190145577924108,0.09701278370804281,0.07171283450079843,0.04065763424507261,0.1500197125449931,0.1894568819710112,0.035553215069410275,0.041936398786831544,-0.01636975097332379,0.033808531936842474,-0.0007004795077119965,0.42434208174598936,0.41817252722476206,0.5294356320724515,0.7098196551837097,-0.3355732445021908,0.6427580252298406,1.579231945771045,0.4234867230625996,0.8339542296006389,0.935704998672113,0.7475222193785727,1.6328438275241146,0.8269905773638664,1.2026111588782429,1.8317710714394513,-0.7403367182721261,0.4272089186430384,0.8010156969200962,0.8693285675060003,-0.05508667893484409
693,693,"She at once left her perch, closed the window with a great bang, and pulled down its strident blind.",0.10083641531248946,0.10627359246423092,0.07577835671684244,0.03597687854432404,0.15812394897984663,0.19887174834876106,0.038216914116039814,0.04435484211454446,-0.010242624637390209,0.03381554170422928,0.009049925084505448,0.43624339494089587,0.4933706032170816,0.6032226688670693,0.7532317221731687,-0.2947976836530241,0.5744576205866313,1.635958718960497,0.4234867230625996,0.9321560679319868,1.0578898945817854,0.8575489074161625,1.737438445628715,0.7441330918363505,1.2484242127218956,1.9194723593689291,-0.6986967094960027,0.4306748517578049,0.8010086004442726,0.9942556110875934,-0.12843812876612593
694,694,I crept back to my cheerless domicile with a heavy heart and a puzzled mind.,0.10110717166198184,0.10655422303260026,0.07814758082500185,0.03296782130812853,0.16098717377912033,0.19887174834876106,0.03727215924840053,0.045247075789966375,-0.009411425328251934,0.03393839710106111,0.01217628204292342,0.4350939248934419,0.5650523596813101,0.673559367405328,0.6808595132169989,-0.33753357489198477,0.6066168166798022,1.7104026941472181,0.5490035992210625,0.9351318812147549,1.0986181932183432,0.8392111260765642,1.737438445628715,0.7447556359086702,1.2700677478704367,1.8636426717205663,-0.7911680349329179,0.42978302225611176,0.796305198666773,0.9942556110875934,-0.09433246858952858
695,695,"The heart remained heavy but the puzzle was solved a few days later, very probably on St. Swithin s Day, for I find in my little diary under that date the anticipatory promnad vespert mid J.S., crossed out with a petulance that broke the lead in midstroke.",0.09555666649738814,0.10080129638102885,0.07324040363576637,0.02293763052081016,0.1632081598574767,0.19019198991015768,0.03543105604987017,0.04194262186390511,-0.010693847119493846,0.03393913497131236,0.009667140553638993,0.4339301170798598,0.5126600397385341,0.622150152630101,0.6381938416910012,-0.26767466157064224,0.4804267015407647,1.6262262499689486,0.5490035992210625,0.8741277089180087,1.017161595945228,0.8025355633973675,1.653762751145035,0.7448321031951131,1.2236037135528177,1.7552871471494256,-0.8382600382520482,0.429166114727074,0.7962894352316243,0.8693285675060003,-0.1353207843846986
696,696,"Having waited and waited for my friend to join me in the lane, until the red of the sunset had turned to the ashes of dusk, I walked over to his front door, hesitated, assessed the gloom and the silence, and started to walk around the house.",0.10015952443875853,0.10557201604330757,0.07261418501990406,0.024657091798636167,0.16900978790161647,0.1962136084477305,0.036991171934519035,0.04284030073176638,-0.011457193423804508,0.026563015004768997,0.010759657828671292,0.4399449496166393,0.4732699601452555,0.5834992002760937,0.5667728619014569,-0.2951182411797655,0.5506832221984835,1.5969397493596678,0.48068086573298685,0.9247165347250669,1.017161595945228,0.8392111260765642,1.7165195220077947,0.6617934172380092,1.2062140368917387,1.7075955940906966,-0.8677001589505199,0.4167234294270894,0.7032993490852145,0.7444015239244076,-0.1357148130102434
697,697,"This time not a glint came from the back parlor, but by the bright prosaic light in the kitchen I distinguished one end of a whitewashed table and Sybil sitting at it with so rapt a look on her face that one might have supposed she had just thought up a new recipe.",0.10489776055487508,0.11048305098977096,0.07261418501990406,0.02451380335881733,0.1775371715873754,0.2042027835663785,0.03638451721618263,0.04606541042513974,-0.01787608768049683,0.026152759145078294,0.006482369733476092,0.4441599885741782,0.5140928988700888,0.62355612516419,0.5667728619014569,-0.2277222583097061,0.5420306303445696,1.6551785452837524,0.48068086573298685,0.9529867609113643,1.017161595945228,0.8208733447369658,1.7792762928705552,0.7448342261139009,1.2484289992644728,1.704169815490678,-0.7876740350692695,0.4167424080285855,0.704880014359733,0.7444015239244076,-0.10138539030387816
698,698,"The back door was ajar, and as I tapped it open and launched upon some gay airy phrase, I realized that Shade, sitting at the other end of the table, was in the act of reading to her something that I guessed to be a part of his poem.",0.10476238238012889,0.11034273570558627,0.06527794487292975,0.033579185318022224,0.18078702839255253,0.20387397596517928,0.03646227159872349,0.048234930669910185,-0.015596226718288987,0.026157186366585747,0.01064313045893602,0.45150904612478354,0.4943641532344878,0.6041975756146719,0.461244242753138,-0.2140070566729155,0.6336124198051816,1.6287959214497334,0.5197224277261729,0.9514988542699799,0.8949767000355555,0.8575489074161625,1.7792762928705552,0.7449241087573153,1.203487979133368,1.7645106817325868,-0.7523265315847077,0.4197909602022066,0.7047181461488043,0.619474480342815,-0.13381810212886386
699,699,They both started.,0.09867036451655045,0.1040285479172762,0.055110294734940404,0.03224182654637977,0.18114573697580738,0.20152662395063223,0.03012818341604494,0.04495614693677736,-0.01722469883415173,0.026068641936436678,0.009546147279366295,0.45051828850370595,0.35622222975928286,0.4686477885245699,0.2761335779999434,-0.2017901244762388,0.5984328082149903,1.5863825500436808,0.4081518711408728,0.8845430554076973,0.7727918041258831,0.7841977820577692,1.7583573692496357,0.7429263577578108,1.1614761307553247,1.7375101813860037,-0.7971851399353248,0.3305412238097453,0.6133390274044798,0.49454743676122187,-0.17145386020293862
700,700,An unprintable oath escaped from him and he slapped down on the table the stack of index cards he had in his hand.,0.1002949026135047,0.1057123313274922,0.05308893704881938,0.029089480870365426,0.17729660056147992,0.20535446505418148,0.03097723394166988,0.048332166249184585,-0.022122837620145146,0.019747307494044145,0.005931892122774291,0.4559667391072694,0.35391444020493634,0.4663833030239275,0.299326924076681,-0.18861457290151365,0.5757468959598286,1.5703570765606922,0.4870441682830961,0.9023979351043061,0.7320635054893256,0.7841977820577692,1.8001952164914756,0.7425960787703985,1.100109581832871,1.736851738695477,-0.7357376834711562,0.2390995344633987,0.6179162338005927,0.36962039317962925,-0.16434022165724266
701,701,"Later he was to attribute this temperamental outburst to his having mistaken, with his reading glasses on, a welcome friend for an intruding salesman; but I must say it shocked me, it shocked me greatly, and disposed me at the time to read a hideous meaning into everything that followed.",0.09758733911858093,0.1057123313274922,0.04731837477633122,0.03310155718529278,0.17712476411441172,0.20761624059244618,0.03224832947930955,0.04675850563420768,-0.02152912382790352,0.019497538413998636,0.0066342058836403065,0.45564357893162094,0.3062110999868306,0.4663833030239275,0.20344295782758304,-0.19173011593336584,0.649032772008579,1.6041912423459053,0.4870441682830961,0.9023979351043061,0.6913352068527681,0.8025355633973675,1.8211141401123954,0.7426490077292289,1.1178118263542842,1.6762986227556367,-0.7512034022230463,0.24200046766386954,0.6176147537083618,0.24469334959803665,-0.25387831318436466
702,702,"Well, sit down, said Sybil, and have some coffee (victors are generous).",0.09691044824485,0.10501075490656886,0.0468730257856649,0.029662634629640763,0.17933715837041467,0.20523820224056497,0.03165585924990307,0.04675850563420768,-0.01725438452376381,0.019081748527423618,0.012150593122011048,0.45617054844925387,0.2841371424500218,0.44472354783101975,0.19153106238776854,-0.1485934854053076,0.5639788760746594,1.558379565307923,0.375473611697796,0.8949584018973857,0.6913352068527681,0.8025355633973675,1.8001952164914756,0.7426541821885901,1.138202720199729,1.6974926654326936,-0.7479932381800737,0.24175211463485224,0.6174980515481427,0.36962039317962925,-0.26256245418510743
703,703,"I accepted, as I wanted to see if the recitation would be continued in my presence.",0.09555666649738813,0.10360760206472218,0.04354506171429567,0.026605814580172308,0.17920613307952518,0.2028908502260179,0.027000136412497964,0.04604285177074808,-0.019332382796609503,0.012113301874691607,0.010415471320307275,0.4601613434879843,0.2542374916233412,0.41538494299863227,0.13143260601935838,-0.14552905375880507,0.5086135329840232,1.5159661939018707,0.375473611697796,0.8800793354835449,0.6506069082162106,0.7475222193785727,1.7792762928705552,0.6595419315088598,1.0555733053067773,1.6204287914459634,-0.8936601305982607,0.243646695888512,0.5211832781984488,0.24469334959803665,-0.3426110399800451
704,704,It was not.,0.09487977562365718,0.10290602564379883,0.04147571456191015,0.02087427698741895,0.17754576340972877,0.2028908502260179,0.02889112644140042,0.04905248742044936,-0.017986631534195153,0.019406411437970214,0.012809014821503487,0.46319651014114155,0.2542374916233412,0.41538494299863227,0.10689751394743786,-0.13186869272387022,0.44810276476416905,1.5159661939018707,0.34402325742169276,0.8726398022766245,0.6098786095796531,0.7841977820577692,1.7792762928705552,0.6612188238178888,1.069944278333389,1.6156478225864639,-0.891832500203305,0.15660781690554224,0.6189785838493879,0.24469334959803665,-0.4153358527297964
705,705,"I thought, I said to my friend, you were coming out with me for a stroll.",0.0936613720509415,0.09883688240244345,0.037099202976302405,0.018199559444134046,0.17477275274516582,0.19887095682875247,0.025333690039894195,0.03943549968789394,-0.010410843545192006,0.01968126810655796,0.016892138049786315,0.45805580704342447,0.28554352569373503,0.3847468881988937,0.0917400019816543,-0.171324420300627,0.4155885249833,1.484843288018417,0.3819218910941724,0.8294905096764867,0.5284220123065381,0.710846656699376,1.737438445628715,0.7419201960531663,1.0948927984274097,1.5932131551185182,-0.8668102829890524,0.15674026343284328,0.6192469841678586,0.36962039317962925,-0.41550222464249464
706,706,"He excused himself saying he felt out of sorts, and continued to clean the bowl of his pipe as fiercely as if it were my heart he was hollowing out.",0.08215422719751554,0.08691008324674664,0.02437784184206344,0.014665111261936148,0.16883795145454822,0.18829581273715285,0.014625623917366522,0.02987607541826897,-0.020741463530196298,0.012336507625692394,0.008803749154188408,0.4605976300060513,0.09034945798089233,0.19321550037602356,-0.16027509683969826,-0.31600903589244267,0.35483408769905994,1.3307927634154704,0.216754572773842,0.7030184451588417,0.3247805191237506,0.5458066246429909,1.6328438275241146,0.6588142396414209,1.0334914054357431,1.5503616237346953,-0.8724976453534894,0.15840407521780725,0.5211766300136248,0.24469334959803665,-0.5037403762295112
707,707,"Not only did I understand then that Shade regularly read to Sybil cumulative parts of his poem but it also dawns upon me now that, just as regularly, she made him tone down or remove from his Fair Copy everything connected with the magnificent Zemblan theme with which I kept furnishing him and which, without knowing much about the growing work, I fondly believed would become the main rich thread in its weave!",0.08919389228431729,0.09420647802434941,0.03045017492849915,0.034821018463118775,0.17510998177253714,0.19370853476804242,0.02141643181085972,0.0329572764543162,-0.016670283240539433,0.006298884294902511,0.01830278788478417,0.46831852394748863,0.11964115967745252,0.22195756381767073,-0.09007724209034156,-0.30647179033972854,0.5173882070621886,1.3286627380081832,0.2725398510664919,0.7803895905108127,0.4469654150334231,0.710846656699376,1.6956005983868752,0.658629861041016,1.0119190459522214,1.5201460248524552,-0.7873740284798962,0.2503593511696341,0.6185952891847294,0.36962039317962925,-0.45792932244532575
708,708,"Higher up on the same wooded hill stood, and still stands I trust, Dr. Sutton s old clapboard house and, at the very top, eternity shall not dislodge Professor C. s ultramodern villa from whose terrace one can glimpse to the south the larger and sadder of the three conjoined lakes called Omega, Ozero, and Zero (Indian names garbled by early settlers in such a way as to accommodate specious derivations and commonplace allusions).",0.08838162323584016,0.09336458631924138,0.029535380230136313,0.041144814940456645,0.16781122868331577,0.20038564725163774,0.015694403064081913,0.027239046508347197,-0.012395543936399724,0.006282651149375181,0.024242771576501447,0.474246572359247,0.09644293135486018,0.19919463399239343,-0.146294200391485,-0.3505329094574917,0.5109368048413314,1.3000658344762819,0.3137400095449277,0.7714621506625085,0.40623711639686566,0.5824821873221875,1.7583573692496357,0.6587135586660672,1.0767720423531384,1.5343449696839162,-0.9251718204266738,0.25042742808051505,0.6182023401485437,0.36962039317962925,-0.456580655291311
709,709,"On the northern side of the hill Dulwich Road joins the highway leading to Wordsmith University to which I shall devote here only a few words partly because all kinds of descriptive booklets should be available to the reader by writing to the University s Publicity Office, but mainly because I wish to convey, in making this reference to Wordsmith briefer than the notes on the Goldsworth and Shade houses, the fact that the college was considerably farther from them than they were from one another.",0.08012355457632273,0.0848053539839766,0.024495305016943927,0.038087994890988186,0.1616616318338629,0.18716443991918272,0.009323830188596342,0.021139653091622534,-0.017620225308126035,0.005897851813352337,0.016546346682442026,0.4745949111329022,-0.08903293052402653,0.017199096681456173,-0.31119727807483893,-0.4979626390052643,0.42484271980964183,1.106189457360273,0.389537276889887,0.6806998455380809,0.3247805191237506,0.4724554992845975,1.6328438275241146,0.5762317428608879,1.0971360677102597,1.4920738131395588,-1.0212761190783155,0.24496885440052277,0.6186292186603841,0.36962039317962925,-0.540182145776382
710,710,It is probably the first time that the dull pain of distance is rendered through an effect of style and that a topographical idea finds its verbal expression in a series of foreshortened sentences.,0.07768674743089134,0.08227967886865256,0.0185582085561529,0.030923572900046496,0.15608339117091177,0.18490266438091799,0.005409695248103681,0.016278652012536646,-0.023500819059852615,0.004459373758555529,0.012073913150548404,0.47341764785890705,-0.1558176068293746,-0.04833241197526358,-0.4117612302745412,-0.6010393441941456,0.25196664718830697,1.0723552915750594,0.30311509537349496,0.6539175259931677,0.24332392185063553,0.4174421552658024,1.6119249039031949,0.4932290149270416,1.0587445661993855,1.4695490606671877,-0.975227113725125,0.15747191584466647,0.618362728706173,0.30715687138883296,-0.6278718993265724
711,711,"After winding for about four miles in a general eastern direction through a beautifully sprayed and irrigated residential section with variously graded lawns sloping down on both sides, the highway bifurcates: one branch goes left to New Wye and its expectant airfield; the other continues to the campus.",0.07633296568342945,0.08087652602680588,0.014801122370341743,0.0326430341778725,0.15755903666010987,0.18490266438091799,0.0016949495862104043,0.010299052829478041,-0.027656815605543998,0.004545704577950875,0.008419038269954491,0.47214388512211364,-0.16289315562047316,-0.055275193051793056,-0.42598312078320716,-0.5909182386571996,0.2516533773665977,1.0723552915750594,0.30311509537349496,0.639038459579327,0.20259562321407812,0.38076659258660583,1.6119249039031949,0.49324739617591434,1.0829964782822252,1.489701309581641,-1.086963484880924,0.15188008552487947,0.7091794766465407,0.1822298278072398,-0.6332949449094858
712,712,"Here are the great mansions of madness, the impeccably planned dormitories bedlams of jungle music the magnificent palace of the Administration, the brick walls, the archways, the quadrangles blocked out in velvet green and Chrysoprase, Spencer House and its lily pond, the Chapel, New Lecture Hall, the Library, the prisonlike edifice containing our classrooms and offices (to be called from now on Shade Hall), the famous avenue of all the trees mentioned by Shakespeare, a distant droning sound, the hint of a haze, the turquoise dome of the Observatory, wisps and pale plumes of cirrus, and the poplar-curtained Roman-tiered football field, deserted on summer days except for a dreamy-eyed youngster flying on a long control line in a droning circle a motor-powered model plane.",0.07470842758647521,0.07919274261658986,0.014995471541805859,0.03860383327433599,0.151897025729213,0.18714899265136348,0.003932035824365836,0.010592315336569636,-0.026588130779509073,-0.0019316894225794015,0.008403889609294463,0.47035015530805174,-0.17263535721288994,-0.06483458905859596,-0.420403091531534,-0.6377215811395882,0.3013669578204679,1.1183114035435018,0.2665111754227377,0.6211835798827184,0.20259562321407812,0.4174421552658024,1.6328438275241146,0.4102489190455355,1.1030239857839235,1.3838904503747158,-1.1346616674151186,0.14984991890127525,0.6122693435493319,0.1822298278072398,-0.6638438598961222
713,713,"Dear Jesus, do something.",0.08215422719751553,0.08410377756305325,0.026120706794188583,0.03986477154474173,0.14519110838237687,0.18927741435081932,0.013878526435118724,0.019730126134460804,-0.022329223843162473,0.0044822477363440395,0.017918197608907477,0.4712349742601112,-0.09973810932602631,-0.022133536243432263,-0.33182331240257085,-0.7017544283926298,0.32407288944119367,1.1744914173887948,0.16988823910549844,0.6732603123311606,0.40623711639686566,0.6191577500013842,1.653762751145035,0.4105405832575231,1.1682263869098322,1.3457503891316995,-1.0473757754481903,0.14788653300856183,0.612621161153804,0.1822298278072398,-0.662741670803003
714,714,Line : shagbark A hickory.,0.08337263077023122,0.08536661512071528,0.02988334300210005,0.030556481563748718,0.13701813736869606,0.1873402672102093,0.013186351641184821,0.020230305954248327,-0.01979604499626487,0.010843796107429278,0.021511677633002046,0.47107934491129333,-0.06987374188910489,-0.01231268380753446,-0.27314125753613644,-0.7592735364646591,0.22742435328581687,1.1625980345605194,0.16988823910549844,0.6866514721036169,0.4876937136699805,0.6008199686617859,1.6328438275241146,0.4937276401328553,1.1911079734090666,1.4024250294411749,-1.0519377266483052,0.22855280348909682,0.6947839589978619,0.1822298278072398,-0.6278889383906648
715,715,Our poet shared with the English masters the noble knack of transplanting trees into verse with their sap and shade.,0.08824624506109396,0.09041796535136333,0.0345296130247307,0.03600144227686441,0.1434340807111046,0.18940047038195376,0.015103714371506202,0.022705534860257497,-0.014215135349193586,0.018215488852465187,0.02725094543336965,0.4745388222387949,-0.016286610430259967,0.04026892268297817,-0.20952293069590353,-0.6574169042055777,0.29426558184120377,1.18104610522665,0.16988823910549844,0.7402161111934428,0.5691503109430955,0.6374955313409825,1.653762751145035,0.5762643439412201,1.1693777073533578,1.4772420820945256,-1.063432308784928,0.3170698741425824,0.6960430121052594,0.1822298278072398,-0.5898243746069234
716,716,"Many years ago Disa, our King s Queen, whose favorite trees were the jacaranda and the maidenhair, copied out in her album a quatrain from John Shade s collection of short poems Hebe s Cup, which I cannot refrain from quoting here (from a letter I received on April , , from southern France): THE SACRED TREE The ginkgo leaf, in golden hue, when shed,",0.09704582641959615,0.09953845882336679,0.03857232839697274,0.03279178122492253,0.13860977245966516,0.1893273373911718,0.015215648372709153,0.02695589650150014,-0.013146450523158658,0.018646774014316296,0.028828074956246157,0.4778290417460809,0.059661808338870095,0.11026325159675021,-0.16313623854242837,-0.6345916003512493,0.2511475136231607,1.176576533593409,0.16988823910549844,0.8369300428834067,0.6506069082162106,0.6374955313409825,1.653762751145035,0.6593610563451913,1.1715052820089205,1.4750874561225444,-0.9822407486561058,0.4081326889795866,0.6002333748119023,0.1822298278072398,-0.5872871216081554
717,717,"A muscat grape,",0.0966396918953576,0.09911751297081278,0.03645832279235957,0.029352858669270523,0.13521815058565675,0.18732401378028007,0.012667161141331717,0.02239827042975039,-0.01385890707384861,0.018634599155170798,0.028616811301027036,0.47604017887209693,0.05987716224804506,0.1104745645407382,-0.18893034803168354,-0.6807427387374496,0.17973966331605906,1.1617649361132,0.16988823910549844,0.8324663229592544,0.6098786095796531,0.5824821873221875,1.6328438275241146,0.6593198170958965,1.1710750223267463,1.3913783767881214,-0.9820497295278224,0.4082618785800493,0.5990505751245321,0.057302784225647205,-0.5468197169512724
718,718,"Is an old-fashioned butterfly, ill-spread,",0.09352599387619527,0.0958902614345654,0.03202171115254671,0.026057224553437345,0.14080283511537292,0.19136710366585413,0.00984821394863789,0.012593812500353926,-0.01693632356363437,0.011330790473249178,0.025933669695348046,0.4707541804182772,0.025711939429461015,0.07695042818559186,-0.26219272209836847,-0.6917814108577113,0.06056338306515797,1.194158683604285,0.08341463111534027,0.7982444702074208,0.5284220123065381,0.5091310619637943,1.6746816747659548,0.5761013881984776,1.105825822872726,1.3105815747167588,-1.0788160647913887,0.39334933878723666,0.5885204978948925,-0.0676242593559454,-0.6643049936599674
719,719,In shape.,0.09244296847822576,0.09476773916108806,0.025393605119753002,0.01736439253776142,0.13830261481053077,0.185103672081321,0.004551631934946086,0.010708998031698926,-0.026910715273293685,0.011358460607670763,0.015518900174357935,0.47124308843641505,0.006203041013831179,0.05780760057702942,-0.3476917748730061,-0.7165850538243982,-0.03794589729785426,1.1338193121907039,0.09140447022829436,0.7863412170763481,0.40623711639686566,0.3991043739262041,1.6119249039031949,0.5750966790172143,1.1063577704256768,1.337061711631141,-1.077994148149958,0.38913670713742365,0.5887240307987239,-0.0676242593559454,-0.6536419366145036
720,720,"When the new Episcopal church in New Wye (see note to line ) was built, the bulldozers spared an arc of those sacred trees planted by a landscaper of genius (Repburg) at the end of the so-called Shakespeare Avenue, on the campus.",0.09474439744891094,0.09715309899222743,0.027305761579340677,0.01611300683001027,0.13461027915415302,0.1791200974851808,0.008399865701143401,0.013097881743312424,-0.02996834130333806,0.011371742272193123,0.012902467419299646,0.4721250140725381,0.022390586229797463,0.07369139785113869,-0.3274980473235992,-0.7460902004462852,-0.13584401190465786,1.07083294172973,0.09140447022829436,0.8116356299798774,0.4469654150334231,0.4724554992845975,1.5491681330404343,0.5742381781082562,1.1064673748036205,1.313057778355005,-1.0697585783559973,0.3720112036426358,0.5848465216827745,-0.0676242593559454,-0.6548646574916868
721,721,"I do not know if it is relevant or not but there is a cat-and-mouse game in the second line, and tree in Zemblan is grados.",0.09839960816705802,0.10094161166521348,0.030633725650709914,0.01754589122819861,0.13889330259732768,0.17724939891192606,0.011821747437828838,0.014456846199251461,-0.02106263441971367,0.011911494360976846,0.019434583417655086,0.4688633018478563,0.09578189655771771,0.1457055716728807,-0.26739959095518906,-0.6916360688902645,-0.10947539512407146,1.0700546498143353,0.09140447022829436,0.8518091092972471,0.4876937136699805,0.5274688433033926,1.5282492094195146,0.6464802105973546,1.1303512299480258,1.3260911967133096,-1.0267476960172999,0.3720364599294195,0.6804155087495375,-0.0676242593559454,-0.6192227984578843
722,722,"Line : The phantom of my little daughter s swing After this Shade crossed out lightly the following lines in the draft: The light is good; the reading lamps, long-necked; All doors have keys.",0.09745196094383471,0.09645152257130409,0.030633725650709914,0.024423736339502632,0.14067610573566014,0.17736234563801878,0.01034966514605893,0.00897587106671199,-0.019756464076782092,0.011872387237661005,0.023520742561932574,0.4649274452151743,0.04914436039025228,0.09300037511180406,-0.2958433719725206,-0.6635269737174704,-0.05830456397227803,1.0184358435426002,0.16823004206998135,0.8041960967729572,0.4876937136699805,0.4907932806241958,1.5073302857985942,0.6444380272800629,1.0897297394297225,1.2819879512633594,-0.9805856909718028,0.2806592143453822,0.6808631141275938,-0.0676242593559454,-0.6246510448742228
