,sent_raw
828,"Bernard, in public, bubbles; in private, is secretive."
829,"That is what they do not understand, for they are now undoubtedly discussing me, saying I escape them, am evasive."
830,They do not understand that I have to effect different transitions; have to cover the entrances and exits of several different men who alternately act their parts as Bernard.
831,I am abnormally aware of circumstances.
832,"I can never read a book in a railway carriage without asking, Is he a builder?"
833,Is she unhappy?
834,"I was aware today acutely that poor Simes, with his pimple, was feeling, how bitterly, that his chance of making a good impression upon Billy Jackson was remote."
835,"Feeling this painfully, I invited him to dinner with ardour."
836,This he will attribute to an admiration which is not mine.
837,That is true.
838,"But ""joined to the sensibility of a woman"""
839,(I am here quoting my own biographer)
840,"""Bernard possessed the logical sobriety of a man."""
841,"Now people who make a single impression, and that, in the main, a good one (for there seems to be a virtue in simplicity), are those who keep their equilibrium in mid-stream."
842,"(I instantly see fish with their noses one way, the stream rushing past another.)"
843,"Canon, Lycett, Peters, Hawkins, Larpent, Neville--all fish in mid-stream."
844,"But you understand, you, my self, who always comes at a call (that would be a harrowing experience to call and for no one to come; that would make the midnight hollow, and explains the expression of old men in clubs--they have given up calling for a self who does not come), you understand that I am only superficially represented by what I was saying tonight. Underneath, and, at the moment when I am most disparate, I am also integrated. I sympathize effusively; I also sit, like a toad in a hole, receiving with perfect coldness whatever comes. Very few of you who are now discussing me have the double capacity to feel, to reason. Lycett, you see, believes in running after hares; Hawkins has spent a most industrious afternoon in the library. Peters has his young lady at the circulating library. You are all engaged, involved, drawn in, and absolutely energized to the top of your bent--all save Neville, whose mind is far too complex to be roused by any single activity."
845,I also am too complex.
846,"In my case something remains floating, unattached."
847,"'Now, as a proof of my susceptibility to atmosphere, here, as I come into my room, and turn on the light, and see the sheet of paper, the table, my gown lying negligently over the back of the chair, I feel that I am that dashing yet reflective man, that bold and deleterious figure, who, lightly throwing off his cloak, seizes his pen and at once flings off the following letter to the girl with whom he is passionately in love."
848,"'Yes, all is propitious."
849,I am now in the mood.
850,I can write the letter straight off which I have begun ever so many times.
851,I have just come in; I have flung down my hat and my stick; I am writing the first thing that comes into my head without troubling to put the paper straight.
852,"It is going to be a brilliant sketch which, she must think, was written without a pause, without an erasure."
853,"Look how unformed the letters are--there is a careless blot. All must be sacrificed to speed and carelessness. I will write a quick, running, small hand, exaggerating the down stroke of the ""y"" and crossing the ""t"" thus--with a dash."
854,"The date shall be only Tuesday, the th, and then a question mark."
855,"But also I must give her the impression that though he--for this is not myself--is writing in such an off-hand, such a slap-dash way, there is some subtle suggestion of intimacy and respect."
856,I must allude to talks we have had together--bring back some remembered scene.
857,But I must seem to her (this is very important) to be passing from thing to thing with the greatest ease in the world.
858,"I shall pass from the service for the man who was drowned (I have a phrase for that) to Mrs Moffat and her sayings (I have a note of them), and so to some reflections apparently casual but full of profundity (profound criticism is often written casually) about some book I have been reading, some out-of-the-way book."
859,"I want her to say as she brushes her hair or puts out the candle, ""Where did I read that? Oh, in Bernard's letter."""
860,"It is the speed, the hot, molten effect, the laval flow of sentence into sentence that I need."
861,Who am I thinking of?
862,Byron of course.
863,"I am, in some ways, like Byron."
864,Perhaps a sip of Byron will help to put me in the vein.
865,Let me read a page.
866,No; this is dull; this is scrappy.
867,This is rather too formal.
868,Now I am getting the hang of it.
869,Now I am getting his beat into my brain (the rhythm is the main thing in writing).
870,"Now, without pausing I will begin, on the very lilt of the stroke--."
871,'Yet it falls flat.
872,It peters out.
873,I cannot get up steam enough to carry me over the transition.
874,My true self breaks off from my assumed.
875,"And if I begin to re-write it, she will feel ""Bernard is posing as a literary man; Bernard is thinking of his biographer"" (which is true)."
876,"No, I will write the letter tomorrow directly after breakfast."
877,'Now let me fill my mind with imaginary pictures.
878,"Let me suppose that I am asked to stay at Restover, King's Laughton, Station Langley three miles."
879,I arrive in the dusk.
880,"In the courtyard of this shabby but distinguished house there are two or three dogs, slinking, long-legged."
881,There are faded rugs in the hall; a military gentleman smokes a pipe as he paces the terrace.
882,The note is of distinguished poverty and military connections.
883,A hunter's hoof on the writing table--a favourite horse.
884,"""Do you ride?"" ""Yes, sir, I love riding."" ""My daughter expects us in the drawing-room."""
885,My heart pounds against my ribs.
886,She is standing at a low table; she has been hunting; she munches sandwiches like a tomboy.
887,I make a fairly good impression on the Colonel.
888,"I am not too clever, he thinks; I am not too raw."
889,Also I play billiards.
890,Then the nice maid who has been with the family thirty years comes in.
891,The pattern on the plates is of Oriental long-tailed birds.
892,Her mother's portrait in muslin hangs over the fireplace.
893,I can sketch the surroundings up to a point with extraordinary ease.
894,But can I make it work?
895,"Can I hear her voice--the precise tone with which, when we are alone, she says ""Bernard""?"
896,And then what next?
897,'The truth is that I need the stimulus of other people.
898,"Alone, over my dead fire, I tend to see the thin places in my own stories."
899,"The real novelist, the perfectly simple human being, could go on, indefinitely, imagining."
900,"He would not integrate, as I do."
901,He would not have this devastating sense of grey ashes in a burnt-out grate.
902,Some blind flaps in my eyes.
903,Everything becomes impervious.
904,I cease to invent.
905,'Let me recollect.
906,It has been on the whole a good day.
907,"The drop that forms on the roof of the soul in the evening is round, many-coloured."
908,"There was the morning, fine; there was the afternoon, walking."
909,I like views of spires across grey fields.
910,I like glimpses between people's shoulders.
911,Things kept popping into my head.
912,"I was imaginative, subtle."
913,"After dinner, I was dramatic."
914,I put into concrete form many things that we had dimly observed about our common friends.
915,I made my transitions easily.
916,"But now let me ask myself the final question, as I sit over this grey fire, with its naked promontories of black coal, which of these people am I?"
917,It depends so much upon the room.
918,"When I say to myself, ""Bernard"", who comes?"
919,"A faithful, sardonic man, disillusioned, but not embittered."
920,A man of no particular age or calling.
921,"Myself, merely."
922,It is he who now takes the poker and rattles the cinders so that they fall in showers through the grate.
923,"""Lord,"" he says to himself, watching them fall, ""what a pother!"" and then he adds, lugubriously, but with some sense of consolation, ""Mrs Moffat will come and sweep it all up--"""
924,"I fancy I shall often repeat to myself that phrase, as I rattle and bang through life, hitting first this side of the carriage, then the other, ""Oh, yes, Mrs Moffat will come and sweep it all up."""
925,And so to bed.
926,"'In a world which contains the present moment,' said Neville, 'why discriminate? Nothing should be named lest by so doing we change it. Let it exist, this bank, this beauty, and I, for one instant, steeped in pleasure. The sun is hot. I see the river. I see trees specked and burnt in the autumn sunlight. Boats float past, through the red, through the green. Far away a bell tolls, but not for death. There are bells that ring for life. A leaf falls, from joy. Oh, I am in love with life! Look how the willow shoots its fine sprays into the air! Look how through them a boat passes, filled with indolent, with unconscious, with powerful young men. They are listening to the gramophone; they are eating fruit out of paper bags. They are tossing the skins of bananas, which then sink eel-like, into the river. All they do is beautiful. There are cruets behind them and ornaments; their rooms are full of oars and oleographs but they have turned all to beauty. That boat passes under the bridge. Another comes. Then another. That is Percival, lounging on the cushions, monolithic, in giant repose. No, it is only one of his satellites, imitating his monolithic, his giant repose. He alone is unconscious of their tricks, and when he catches them at it he buffets them good-humouredly with a blow of his paw. They, too, have passed under the bridge through 'the fountains of the pendant trees', through its fine strokes of yellow and plum colour."
927,"The breeze stirs; the curtain quivers; I see behind the leaves the grave, yet eternally joyous buildings, which seem porous, not gravid; light, though set so immemorially on the ancient turf."
928,"Now begins to rise in me the familiar rhythm; words that have lain dormant now lift, now toss their crests, and fall and rise, and fall and rise again."
929,"I am a poet, yes."
930,Surely I am a great poet.
931,"Boats and youth passing and distant trees, ""the falling fountains of the pendant trees""."
932,I see it all.
933,I feel it all.
934,I am inspired.
935,My eyes fill with tears.
936,"Yet even as I feel this, I lash my frenzy higher and higher."
937,It foams.
938,"It becomes artificial, insincere."
939,"Words and words and words, how they gallop--how they lash their long manes and tails, but for some fault in me I cannot give myself to their backs; I cannot fly with them, scattering women and string bags. There is some flaw in me--some fatal hesitancy, which, if I pass it over, turns to foam and falsity."
940,Yet it is incredible that I should not be a great poet.
941,What did I write last night if it was not good poetry?
942,"Am I too fast, too facile?"
943,I do not know.
944,"I do not know myself sometimes, or how to measure and name and count out the grains that make me what I am."
945,"'Something now leaves me; something goes from me to meet that figure who is coming, and assures me that I know him before I see who it is."
946,"How curiously one is changed by the addition, even at a distance, of a friend."
947,How useful an office one's friends perform when they recall us.
948,"Yet how painful to be recalled, to be mitigated, to have one's self adulterated, mixed up, become part of another."
949,As he approaches I become not myself but Neville mixed with somebody--with whom?--with Bernard?
950,"Yes, it is Bernard, and it is to Bernard that I shall put the question, Who am I?'"
951,"'How strange,' said Bernard, 'the willow looks seen together. I was Byron, and the tree was Byron's tree, lachrymose, down-showering, lamenting."
952,"Now that we look at the tree together, it has a combined look, each branch distinct, and I will tell you what I feel, under the compulsion of your clarity."
953,"'I feel your disapproval, I feel your force."
954,"I become, with you, an untidy, an impulsive human being whose bandanna handkerchief is for ever stained with the grease of crumpets."
955,"Yes, I hold Gray's Elegy in one hand; with the other I scoop out the bottom crumpet, that has absorbed all the butter and sticks to the bottom of the plate."
956,This offends you; I feel your distress acutely.
957,"Inspired by it and anxious to regain your good opinion, I proceed to tell you how I have just pulled Percival out of bed; I describe his slippers, his table, his guttered candle; his surly and complaining accents as I pull the blankets off his feet; he burrowing like some vast cocoon meanwhile."
958,"I describe all this in such a way that, centred as you are upon some private sorrow (for a hooded shape presides over our encounter), you give way, you laugh and delight in me."
959,"My charm and flow of language, unexpected and spontaneous as it is, delights me too."
960,"I am astonished, as I draw the veil off things with words, how much, how infinitely more than I can say, I have observed."
961,"More and more bubbles into my mind as I talk, images and images."
962,"This, I say to myself, is what I need; why, I ask, can I not finish the letter that I am writing?"
963,For my room is always scattered with unfinished letters.
964,"I begin to suspect, when I am with you, that I am among the most gifted of men."
965,"I am filled with the delight of youth, with potency, with the sense of what is to come."
966,"Blundering, but fervid, I see myself buzzing round flowers, humming down scarlet cups, making blue funnels resound with my prodigious booming."
967,How richly I shall enjoy my youth (you make me feel).
968,And London.
969,And freedom.
970,But stop.
971,You are not listening.
972,"You are making some protest, as you slide, with an inexpressibly familiar gesture, your hand along your knee."
973,By such signs we diagnose our friends' diseases.
974,"""Do not, in your affluence and plenty,"" you seem to say, ""pass me by."" ""Stop,"" you say."
975,"""Ask me what I suffer."""
976,'Let me then create you.
977,(You have done as much for me.)
978,"You lie on this hot bank, in this lovely, this fading, this still bright October day, watching boat after boat float through the combed-out twigs of the willow tree."
979,And you wish to be a poet; and you wish to be a lover.
980,"But the splendid clarity of your intelligence, and the remorseless honesty of your intellect (these Latin words I owe you; these qualities of yours make me shift a little uneasily and see the faded patches, the thin strands in my own equipment) bring you to a halt."
981,You indulge in no mystifications.
982,"You do not fog yourself with rosy clouds, or yellow."
983,'Am I right?
984,Have I read the little gesture of your left hand correctly?
985,"If so, give me your poems; hand over the sheets you wrote last night in such a fervour of inspiration that you now feel a little sheepish."
986,"For you distrust inspiration, yours or mine."
987,"Let us go back together, over the bridge, under the elm trees, to my room, where, with walls round us and red serge curtains drawn, we can shut out these distracting voices, scents and savours of lime trees, and other lives; these pert shop-girls, disdainfully tripping, these shuffling, heavy-laden old women; these furtive glimpses of some vague and vanishing figure--it might be Jinny, it might be Susan, or was that Rhoda disappearing down the avenue?"
988,"Again, from some slight twitch I guess your feeling; I have escaped you; I have gone buzzing like a swarm of bees, endlessly vagrant, with none of your power of fixing remorselessly upon a single object."
989,But I will return.
990,"'When there are buildings like these,' said Neville, 'I cannot endure that there should be shop-girls."
991,"Their titter, their gossip, offends me; breaks into my stillness, and nudges me, in moments of purest exultation, to remember our degradation."
992,'But now we have regained our territory after that brief brush with the bicycles and the lime scent and the vanishing figures in the distracted street.
993,Here we are masters of tranquillity and order; inheritors of proud tradition.
994,The lights are beginning to make yellow slits across the square.
995,Mists from the river are filling these ancient spaces.
996,"They cling, gently, to the hoary stone."
997,"The leaves now are thick in country lanes, sheep cough in the damp fields; but here in your room we are dry."
998,We talk privately.
999,"The fire leaps and sinks, making some knob bright."
1000,'You have been reading Byron.
1001,You have been marking the passages that seem to approve of your own character.
1002,I find marks against all those sentences which seem to express a sardonic yet passionate nature; a moth-like impetuosity dashing itself against hard glass.
1003,"You thought, as you drew your pencil there, ""I too throw off my cloak like that. I too snap my fingers in the face of destiny."""
1004,"Yet Byron never made tea as you do, who fill the pot so that when you put the lid on the tea spills over."
1005,There is a brown pool on the table--it is running among your books and papers.
1006,"Now you mop it up, clumsily, with your pocket-handkerchief."
1007,"You then stuff your handkerchief back into your pocket--that is not Byron; that is you; that is so essentially you that if I think of you in twenty years' time, when we are both famous, gouty and intolerable, it will be by that scene: and if you are dead, I shall weep."
1008,"Once you were Tolstoi's young man; now you are Byron's young man; perhaps you will be Meredith's young man; then you will visit Paris in the Easter vacation and come back wearing a black tie, some detestable Frenchman whom nobody has ever heard of."
1009,Then I shall drop you.
1010,'I am one person--myself.
1011,"I do not impersonate Catullus, whom I adore."
1012,"I am the most slavish of students, with here a dictionary, there a notebook in which I enter curious uses of the past participle."
1013,But one cannot go on for ever cutting these ancient inscriptions clearer with a knife.
1014,"Shall I always draw the red serge curtain close and see my book, laid like a block of marble, pale under the lamp?"
1015,"That would be a glorious life, to addict oneself to perfection; to follow the curve of the sentence wherever it might lead, into deserts, under drifts of sand, regardless of lures, of seductions; to be poor always and unkempt; to be ridiculous in Piccadilly."
1016,'But I am too nervous to end my sentence properly.
1017,"I speak quickly, as I pace up and down, to conceal my agitation."
1018,I hate your greasy handkerchiefs--you will stain your copy of Don Juan.
1019,You are not listening to me.
1020,You are making phrases about Byron.
1021,"And while you gesticulate, with your cloak, your cane, I am trying to expose a secret told to nobody yet; I am asking you (as I stand with my back to you) to take my life in your hands and tell me whether I am doomed always to cause repulsion in those I love?"
1022,'I stand with my back to you fidgeting.
1023,"No, my hands are now perfectly still."
1024,"Precisely, opening a space in the bookcase, I insert Don Juan; there."
1025,"I would rather be loved, I would rather be famous than follow perfection through the sand."
1026,But am I doomed to cause disgust?
1027,Am I a poet?
1028,Take it.
1029,"The desire which is loaded behind my lips, cold as lead, fell as a bullet, the thing I aim at shop-girls, women, the pretence, the vulgarity of life (because I love it) shoots at you as I throw--catch it--my poem."
1030,"'He has shot like an arrow from the room,' said Bernard."
1031,"'He has left me his poem. O friendship, I too will press flowers between the pages of Shakespeare's sonnets!"
1032,"O friendship, how piercing are your darts--there, there, again there. He looked at me, turning to face me; he gave me his poem. All mists curl off the roof of my being. That confidence I shall keep to my dying day. Like a long wave, like a roll of heavy waters, he went over me, his devastating presence--dragging me open, laying bare the pebbles on the shore of my soul."
1033,It was humiliating; I was turned to small stones.
1034,All semblances were rolled up.
1035,"""You are not Byron; you are your self."""
1036,To be contracted by another person into a single being--how strange.
1037,'How strange to feel the line that is spun from us lengthening its fine filament across the misty spaces of the intervening world.
1038,"He is gone; I stand here, holding his poem."
1039,Between us is this line.
1040,"But now, how comfortable, how reassuring to feel that alien presence removed, that scrutiny darkened and hooded over!"
1041,"How grateful to draw the blinds, and admit no other presence; to feel returning from the dark corners in which they took refuge, those shabby inmates, those familiars, whom, with his superior force, he drove into hiding."
1042,"The mocking, the observant spirits who, even in the crisis and stab of the moment, watched on my behalf now come flocking home again."
1043,"With their addition, I am Bernard; I am Byron; I am this, that and the other."
1044,"They darken the air and enrich me, as of old, with their antics, their comments, and cloud the fine simplicity of my moment of emotion."
1045,For I am more selves than Neville thinks.
1046,We are not simple as our friends would have us to meet their needs.
1047,Yet love is simple.
1048,"'Now they have returned, my inmates, my familiars."
1049,"Now the stab, the rent in my defences that Neville made with his astonishing fine rapier, is repaired."
1050,"I am almost whole now; and see how jubilant I am, bringing into play all that Neville ignores in me. I feel, as I look from the window, parting the curtains, ""That would give him no pleasure; but it rejoices me."" (We use our friends to measure our own stature.) My scope embraces what Neville never reaches."
1051,They are shouting hunting-songs over the way.
1052,They are celebrating some run with the beagles.
1053,"The, little boys in caps who always turned at the same moment when the brake went round the corner are clapping each other on the shoulder and boasting."
1054,"But Neville, delicately avoiding interference, stealthily, like a conspirator, hastens back to his room."
1055,I see him sunk in his low chair gazing at the fire which has assumed for the moment an architectural solidity.
1056,"If life, he thinks, could wear that permanence, if life could have that order--for above all he desires order, and detests my Byronic untidiness; and so draws his curtain; and bolts his door."
1057,His eyes (for he is in love; the sinister figure of love presided at our encounter) fill with longing; fill with tears.
1058,He snatches the poker and with one blow destroys that momentary appearance of solidity in the burning coals.
1059,All changes.
1060,And youth and love.
1061,The boat has floated through the arch of the willows and is now under the bridge.
1062,"Percival, Tony, Archie, or another, will go to India."
1063,We shall not meet again.
1064,"Then he stretches his hand for his copy-book--a neat volume bound in mottled paper--and writes feverishly long lines of poetry, in the manner of whomever he admires most at the moment."
1065,'But I want to linger; to lean from the window; to listen.
1066,There again comes that rollicking chorus.
1067,"They are now smashing china--that also is the convention. The chorus, like a torrent jumping rocks, brutally assaulting old trees, pours with splendid abandonment headlong over precipices. On they roll; on they gallop, after hounds, after footballs; they pump up and down attached to oars like sacks of flour. All divisions are merged--they act like one man."
1068,The gusty October wind blows the uproar in bursts of sound and silence across the court.
1069,Now again they are smashing the china--that is the convention.
1070,"An old, unsteady woman carrying a bag trots home under the fire-red windows."
1071,She is half afraid that they will fall on her and tumble her into the gutter.
1072,"Yet she pauses as if to warm her knobbed, her rheumaticky hands at the bonfire which flares away with streams of sparks and bits of blown paper."
1073,The old woman pauses against the lit window.
1074,A contrast.
1075,That I see and Neville does not see; that I feel and Neville does not feel.
1076,Hence he will reach perfection and I shall fail and shall leave nothing behind me but imperfect phrases littered with sand.
1077,'I think of Louis now.
1078,"What malevolent yet searching light would Louis throw upon this dwindling autumn evening, upon this china-smashing and trolling of hunting-songs, upon Neville, Byron and our life here?"
1079,His thin lips are somewhat pursed; his cheeks are pale; he pores in an office over some obscure commercial document.
1080,"""My father, a banker at Brisbane""--being ashamed of him he always talks of him--failed."
1081,"So he sits in an office, Louis the best scholar in the school."
1082,"But I seeking contrasts often feel his eye on us, his laughing eye, his wild eye, adding us up like insignificant items in some grand total which he is for ever pursuing in his office."
1083,"And one day, taking a fine pen and dipping it in red ink, the addition will be complete; our total will be known; but it will not be enough."
1084,'Bang!
1085,They have thrown a chair now against the wall.
1086,We are damned then.
1087,My case is dubious too.
1088,Am I not indulging in unwarranted emotions?
1089,"Yes, as I lean out of the window and drop my cigarette so that it twirls lightly to the ground, I feel Louis watching even my cigarette."
1090,"And Louis says, ""That means something. But what?""'"
1091,"'People go on passing,' said Louis."
1092,They pass the window of this eating-shop incessantly.
1093,"Motor-cars, vans, motor-omnibuses; and again motor-omnibuses, vans, motor-cars--they pass the window."
1094,In the background I perceive shops and houses; also the grey spires of a city church.
1095,In the foreground are glass shelves set with plates of buns and ham sandwiches.
1096,All is somewhat obscured by steam from a tea-urn.
1097,"A meaty, vapourish smell of beef and mutton, sausages and mash, hangs down like a damp net in the middle of the eating-house."
1098,I prop my book against a bottle of Worcester sauce and try to look like the rest.
1099,'Yet I cannot.
1100,"(They go on passing, they go on passing in disorderly procession.)"
1101,"I cannot read my book, or order my beef, with conviction."
1102,"I repeat, ""I am an average Englishman; I am an average clerk"", yet I look at the little men at the next table to be sure that I do what they do."
1103,"Supple-faced, with rippling skins, that are always twitching with the multiplicity of their sensations, prehensile like monkeys, greased to this particular moment, they are discussing with all the right gestures the sale of a piano."
1104,It blocks up the hall; so he would take a Tenner.
1105,People go on passing; they go on passing against the spires of the church and the plates of ham sandwiches.
1106,The streamers of my consciousness waver out and are perpetually torn and distressed by their disorder.
1107,I cannot therefore concentrate on my dinner.
1108,"""I would take a tenner. The case is handsome; but it blocks up the hall."""
1109,They dive and plunge like guillemots whose feathers are slippery with oil.
1110,All excesses beyond that norm are vanity.
1111,That is the mean; that is the average.
1112,Meanwhile the hats bob up and down; the door perpetually shuts and opens.
1113,"I am conscious of flux, of disorder; of annihilation and despair."
1114,"If this is all, this is worthless."
1115,"Yet I feel, too, the rhythm of the eating-house."
1116,"It is like a waltz tune, eddying in and out, round and round."
1117,"The waitresses, balancing trays, swing in and out, round and round, dealing plates of greens, of apricot and custard, dealing them at the right time, to the right customers."
1118,"The average men, including her rhythm in their rhythm (""I would take a tenner; for it blocks up the hall"") take their greens, take their apricots and custard."
1119,Where then is the break in this continuity?
1120,What the fissure through which one sees disaster?
1121,The circle is unbroken; the harmony complete.
1122,Here is the central rhythm; here the common mainspring.
1123,"I watch it expand, contract; and then expand again."
1124,Yet I am not included.
1125,"If I speak, imitating their accent, they prick their ears, waiting for me to speak again, in order that they may place me--if I come from Canada or Australia, I, who desire above all things to be taken to the arms with love, am alien, external."
1126,"I, who would wish to feel close over me the protective waves of the ordinary, catch with the tail of my eye some far horizon; am aware of hats bobbing up and down in perpetual disorder."
1127,"To me is addressed the plaint of the wandering and distracted spirit (a woman with bad teeth falters at the counter), ""Bring us back to the fold, we who pass so disjectedly, bobbing up and down, past windows with plates of ham sandwiches in the foreground."""
1128,Yes; I will reduce you to order.
1129,'I will read in the book that is propped against the bottle of Worcester sauce.
1130,"It contains some forged rings, some perfect statements, a few words, but poetry."
1131,"You, all of you, ignore it."
1132,"What the dead poet said, you have forgotten."
1133,"And I cannot translate it to you so that its binding power ropes you in, and makes it clear to you that you are aimless; and the rhythm is cheap and worthless; and so remove that degradation which, if you are unaware of your aimlessness, pervades you, making you senile, even while you are young."
1134,To translate that poem so that it is easily read is to be my endeavour.
1135,"I, the companion of Plato, of Virgil, will knock at the grained oak door."
1136,I oppose to what is passing this ramrod of beaten steel.
1137,I will not submit to this aimless passing of billycock hats and Homburg hats and all the plumed and variegated head-dresses of women.
1138,"(Susan, whom I respect, would wear a plain straw hat on a summer's day.)"
1139,And the grinding and the steam that runs in unequal drops down the window pane; and the stopping and the starting with a jerk of motor-omnibuses; and the hesitations at counters; and the words that trail drearily without human meaning; I will reduce you to order.
1140,"'My roots go down through veins of lead and silver, through damp, marshy places that exhale odours, to a knot made of oak roots bound together in the centre."
1141,"Sealed and blind, with earth stopping my ears, I have yet heard rumours of wars; and the nightingale; have felt the hurrying of many troops of men flocking hither and thither in quest of civilization like flocks of birds migrating seeking the summer; I have seen women carrying red pitchers to the banks of the Nile."
1142,"I woke in a garden, with a blow on the nape of my neck, a hot kiss, Jinny's; remembering all this as one remembers confused cries and toppling pillars and shafts of red and black in some nocturnal conflagration."
1143,I am for ever sleeping and waking.
1144,Now I sleep; now I wake.
1145,"I see the gleaming tea-urn; the glass cases full of pale-yellow sandwiches; the men in round coats perched on stools at the counter; and also behind them, eternity."
1146,It is a stigma burnt on my quivering flesh by a cowled man with a red-hot iron.
1147,"I see this eating-shop against the packed and fluttering birds' wings, many feathered, folded, of the past."
1148,"Hence my pursed lips, my sickly pallor; my distasteful and uninviting aspect as I turn my face with hatred and bitterness upon Bernard and Neville, who saunter under yew trees; who inherit armchairs; and draw their curtains close, so that lamplight falls on their books."
1149,"'Susan, I respect; because she sits stitching."
1150,She sews under a quiet lamp in a house where the corn sighs close to the window and gives me safety.
1151,"For I am the weakest, the youngest of them all."
1152,I am a child looking at his feet and the little runnels that the stream has made in the gravel.
1153,"That is a snail, I say; that is a leaf."
1154,"I delight in the snails; I delight in the leaf, I am always the youngest, the most innocent, the most trustful."
1155,You are all protected.
1156,I am naked.
1157,"When the waitress with the plaited wreaths of hair swings past, she deals you your apricots and custard unhesitatingly, like a sister."
1158,You are her brothers.
1159,"But when I get up, brushing the crumbs from my waistcoat, I slip too large a tip, a shilling, under the edge of my plate, so that she may not find it till I am gone, and her scorn, as she picks it up with laughter, may not strike on me till I am past the swing-doors."
1160,"'Now the wind lifts the blind,' said Susan, 'jars, bowls, matting and the shabby arm-chair with the hole in it are now become distinct."
1161,The usual faded ribbons sprinkle the wallpaper.
1162,"The bird chorus is over, only one bird now sings close to the bedroom window."
1163,"I will pull on my stockings and go quietly past the bedroom doors, and down through the kitchen, out through the garden past the greenhouse into the field."
1164,It is still early morning.
1165,The mist is on the marshes.
1166,The day is stark and stiff as a linen shroud.
1167,But it will soften; it will warm.
1168,"At this hour, this still early hour, I think I am the field, I am the barn, I am the trees; mine are the flocks of birds, and this young hare who leaps, at the last moment when I step almost on him."
1169,"Mine is the heron that stretches its vast wings lazily; and the cow that creaks as it pushes one foot before another munching; and the wild, swooping swallow; and the faint red in the sky, and the green when the red fades; the silence and the bell; the call of the man fetching cart-horses from the fields--all are mine."
1170,"'I cannot be divided, or kept apart."
1171,I was sent to school; I was sent to Switzerland to finish my education.
1172,I hate linoleum; I hate fir trees and mountains.
1173,Let me now fling myself on this flat ground under a pale sky where the clouds pace slowly.
1174,The cart grows gradually larger as it comes along the road.
1175,The sheep gather in the middle of the field.
1176,The birds gather in the middle of the road--they need not fly yet.
1177,The wood smoke rises.
1178,The starkness of the dawn is going out of it.
1179,Now the day stirs.
1180,Colour returns.
1181,The day waves yellow with all its crops.
1182,The earth hangs heavy beneath me.
1183,"'But who am I, who lean on this gate and watch my setter nose in a circle?"
1184,"I think sometimes (I am not twenty yet) I am not a woman, but the light that falls on this gate, on this ground."
1185,"I am the seasons, I think sometimes, January, May, November; the mud, the mist, the dawn."
1186,"I cannot be tossed about, or float gently, or mix with other people."
1187,"Yet now, leaning here till the gate prints my arm, I feel the weight that has formed itself in my side."
1188,"Something has formed, at school, in Switzerland, some hard thing."
1189,"Not sighs and laughter, not circling and ingenious phrases; not Rhoda's strange communications when she looks past us, over our shoulders; nor Jinny's pirouetting, all of a piece, limbs and body."
1190,What I give is fell.
1191,"I cannot float gently, mixing with other people."
1192,I like best the stare of shepherds met in the road; the stare of gipsy women beside a cart in a ditch suckling their children as I shall suckle my children.
1193,For soon in the hot midday when the bees hum round the hollyhocks my lover will come.
1194,He will stand under the cedar tree.
1195,To his one word I shall answer my one word.
1196,What has formed in me I shall give him.
1197,"I shall have children; I shall have maids in aprons; men with pitchforks; a kitchen where they bring the ailing lambs to warm in baskets, where the hams hang and the onions glisten."
1198,"I shall be like my mother, silent in a blue apron locking up the cupboards."
1199,'Now I am hungry.
1200,I will call my setter.
1201,I think of crusts and bread and butter and white plates in a sunny room.
1202,I will go back across the fields.
1203,"I will walk along this grass path with strong, even strides, now swerving to avoid the puddle, now leaping lightly to a clump."
1204,Beads of wet form on my rough skirt; my shoes become supple and dark.
1205,"The stiffness has gone from the day; it is shaded with grey, green and umber."
1206,The birds no longer settle on the high road.
1207,"'I return, like a cat or fox returning, whose fur is grey with rime, whose pads are hardened by the coarse earth."
1208,"I push through the cabbages, making their leaves squeak and their drops spill."
1209,I sit waiting for my father's footsteps as he shuffles down the passage pinching some herb between his fingers.
1210,"I pour out cup after cup while the unopened flowers hold themselves erect on the table among the pots of jam, the loaves and the butter."
1211,We are silent.
1212,"'I go then to the cupboard, and take the damp bags of rich sultanas; I lift the heavy flour on to the clean scrubbed kitchen table."
1213,"I knead; I stretch; I pull, plunging my hands in the warm inwards of the dough."
1214,I let the cold water stream fanwise through my fingers.
1215,The fire roars; the flies buzz in a circle.
1216,"All my currants and rices, the silver bags and the blue bags, are locked again in the cupboard."
1217,The meat is stood in the oven; the bread rises in a soft dome under the clean towel.
1218,I walk in the afternoon down to the river.
1219,All the world is breeding.
1220,The flies are going from grass to grass.
1221,The flowers are thick with pollen.
1222,The swans ride the stream in order.
1223,"The clouds, warm now, sun-spotted, sweep over the hills, leaving gold in the water, and gold on the necks of the swans."
1224,"Pushing one foot before the other, the cows munch their way across the field."
1225,"I feel through the grass for the white-domed mushroom; and break its stalk and pick the purple orchid that grows beside it and lay the orchid by the mushroom with the earth at its root, and so home to make the kettle boil for my father among the just reddened roses on the tea-table."
1226,'But evening comes and the lamps are lit.
1227,And when evening comes and the lamps are lit they make a yellow fire in the ivy.
1228,I sit with my sewing by the table.
1229,I think of Jinny; of Rhoda; and hear the rattle of wheels on the pavement as the farm horses plod home; I hear traffic roaring in the evening wind.
1230,"I look at the quivering leaves in the dark garden and think ""They dance in London. Jinny kisses Louis""."
