,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
213,transformer_roberta15lg,peak,2145,"In the bucket near the house the tap stopped dripping, as if the bucket were full, and then the tap dripped one, two, three separate drops in succession.",0.9433340858032215,34,28,"In the bucket near the house the tap stopped dripping, as if the bucket were full, and then the tap "
23,baseline_vader,valley,2180,I shall assemble a few words and forge round us a hammered ring of beaten steel.,-0.12057422828153394,24,16,I shall assemble a few words and forge round us a hammered ring of beaten steel.
169,sentimentr_jockers,valley,2182,"There is no respite here, no shadow made of quivering leaves, or alcove to which one can retreat from the sun, to sit, with a lover, in the cool of the evening.",-1.531555263460397,10,32,"There is no respite here, no shadow made of quivering leaves, or alcove to which one can retreat fro"
198,syuzhetr_syuzhet,valley,2182,"There is no respite here, no shadow made of quivering leaves, or alcove to which one can retreat from the sun, to sit, with a lover, in the cool of the evening.",-1.1107274559567228,14,32,"There is no respite here, no shadow made of quivering leaves, or alcove to which one can retreat fro"
113,baseline_stanza,valley,2252,Let us decorate our Christmas tree with facts and again with facts.,-0.0750276385935904,24,12,Let us decorate our Christmas tree with facts and again with facts.
53,baseline_textblob,valley,2254,"That man there, by the cabinet; he lives you say, surrounded by china pots.",-0.05280973682461555,24,14,"That man there, by the cabinet; he lives you say, surrounded by china pots."
9,baseline_vader,peak,2343,You left me.,-0.08651412170186663,24,3,You left me.
67,baseline_flair,peak,2347,By five I knew that you were faithless.,0.007572806282680311,25,8,By five I knew that you were faithless.
214,transformer_roberta15lg,peak,2347,By five I knew that you were faithless.,0.49887453716403624,30,8,By five I knew that you were faithless.
97,baseline_stanza,peak,2352,"Outside lines twist and intersect, but round us, wrapping us about.",-0.04635492279457136,24,11,"Outside lines twist and intersect, but round us, wrapping us about."
258,transformer_huggingface,valley,2367,"For alas! my mind is a little impeded, it soon tires; I fall damp, perhaps disgusting, at the goal.",-1.5221571095921613,10,19,"For alas! my mind is a little impeded, it soon tires; I fall damp, perhaps disgusting, at the goal."
142,sentimentr_jockers,valley,2368,'Alas!,-1.6308896713828582,9,1,'Alas!
170,sentimentr_jockers,valley,2378,Let us read writers of Roman severity and virtue; let us seek perfection through the sand.,-1.1751569499334393,13,16,Let us read writers of Roman severity and virtue; let us seek perfection through the sand.
228,transformer_roberta15lg,valley,2381,Colours always stain the page; clouds pass over it.,-0.48489846390925245,20,9,Colours always stain the page; clouds pass over it.
82,baseline_flair,valley,2383,"Alcibiades, Ajax, Hector and Percival are also you.",-0.054373852785942055,24,8,"Alcibiades, Ajax, Hector and Percival are also you."
184,syuzhetr_syuzhet,peak,2415,"Here it browned a cabinet, there reddened a chair, here it made the window waver in the side of the green jar.",0.32919193141732433,28,22,"Here it browned a cabinet, there reddened a chair, here it made the window waver in the side of the "
156,sentimentr_jockers,peak,2417,"'And time,' said Bernard, 'lets fall its drop. The drop that has formed on the roof of the soul falls. On the roof of my mind time, forming, lets fall its drop. Last week, as I stood shaving, the drop fell. I, standing with my razor in my hand, became suddenly aware of the merely habitual nature of my action (this is the drop forming) and congratulated my hands, ironically, for keeping at it. Shave, shave, shave, I said. Go on shaving. The drop fell. All through the day's work, at intervals, my mind went to an empty place, saying, ""What is lost? What is over?""",-0.12100725702477637,24,106,"'And time,' said Bernard, 'lets fall its drop. The drop that has formed on the roof of the soul fall"
244,transformer_huggingface,peak,2420,The last words of my sentence tailed away.,-0.39664202280136923,21,8,The last words of my sentence tailed away.
128,sentimentr_jockers,peak,2428,"These are the true cycles, these are the true events.",-0.20637749385783719,23,10,"These are the true cycles, these are the true events."
39,baseline_textblob,peak,2439,I see the violet-sashed priests and the picturesque nursemaids; I notice externals only.,0.017083725021416724,25,13,I see the violet-sashed priests and the picturesque nursemaids; I notice externals only.
114,baseline_stanza,valley,2474,and where do they lead?,-0.1108499799967598,24,5,and where do they lead?
199,syuzhetr_syuzhet,valley,2508,"But wait, one moment wait.",-0.5775630413358237,19,5,"But wait, one moment wait."
24,baseline_vader,valley,2539,"I am sick of the body, I am sick of my own craft, industry and cunning, of the unscrupulous ways of the mother who protects, who collects under her jealous eyes at one long table her own children, always her own.",-0.14473877079345787,23,41,"I am sick of the body, I am sick of my own craft, industry and cunning, of the unscrupulous ways of "
10,baseline_vader,peak,2544,"'I hold some scissors and snip off the hollyhocks, who went to Elvedon and trod on rotten oak-apples, and saw the lady writing and the gardeners with their great brooms.",-0.13282368963790128,24,30,"'I hold some scissors and snip off the hollyhocks, who went to Elvedon and trod on rotten oak-apples"
54,baseline_textblob,valley,2545,We ran back panting lest we should be shot and nailed like stoats to the wall.,-0.031690846002234575,25,16,We ran back panting lest we should be shot and nailed like stoats to the wall.
98,baseline_stanza,peak,2559,Millions descend those stairs in a terrible descent.,-0.0517564375766409,24,8,Millions descend those stairs in a terrible descent.
68,baseline_flair,peak,2566,"'Little animal that I am, sucking my flanks in and out with fear, I stand here, palpitating, trembling.",-0.10476155855923423,24,18,"'Little animal that I am, sucking my flanks in and out with fear, I stand here, palpitating, trembli"
83,baseline_flair,valley,2608,I look dispassionately.,-0.15254091387926327,23,3,I look dispassionately.
229,transformer_roberta15lg,valley,2608,I look dispassionately.,-1.6153168515507363,9,3,I look dispassionately.
259,transformer_huggingface,valley,2614,"Here are figures of the damned too, noseless men by the police-court wall, standing with their feet in fire, howling.",-2.1291691113583315,4,20,"Here are figures of the damned too, noseless men by the police-court wall, standing with their feet "
143,sentimentr_jockers,valley,2640,I go to the bookcase.,-1.8691679907977865,6,5,I go to the bookcase.
171,sentimentr_jockers,valley,2640,I go to the bookcase.,-1.9722757729579654,5,5,I go to the bookcase.
129,sentimentr_jockers,peak,2695,"'What has my destiny been, the sharp-pointed pyramid that has pressed on my ribs all these years?",-0.8233688121946356,17,17,"'What has my destiny been, the sharp-pointed pyramid that has pressed on my ribs all these years?"
245,transformer_huggingface,peak,2695,"'What has my destiny been, the sharp-pointed pyramid that has pressed on my ribs all these years?",-1.0212512863325909,15,17,"'What has my destiny been, the sharp-pointed pyramid that has pressed on my ribs all these years?"
215,transformer_roberta15lg,peak,2696,That I remember the Nile and the women carrying pitchers on their heads; that I feel myself woven in and out of the long summers and winters that have made the corn flow and have frozen the streams.,-0.41135991240324565,21,38,That I remember the Nile and the women carrying pitchers on their heads; that I feel myself woven in
200,syuzhetr_syuzhet,valley,2707,Rhoda left me.,-1.1670476405997745,13,3,Rhoda left me.
157,sentimentr_jockers,peak,2733,"If Susan and Jinny pulled up their stockings like that, I pulled mine up like that also.",-1.1026182835080145,14,17,"If Susan and Jinny pulled up their stockings like that, I pulled mine up like that also."
25,baseline_vader,valley,2745,I desired always to stretch the night and fill it fuller and fuller with dreams.,-0.05375670465452465,24,15,I desired always to stretch the night and fill it fuller and fuller with dreams.
11,baseline_vader,peak,2749,I threw my bunch into the spreading wave.,-0.040438619906399596,25,8,I threw my bunch into the spreading wave.
115,baseline_stanza,valley,2751,The wave has broken; the bunch is withered.,-0.10870422896054217,24,8,The wave has broken; the bunch is withered.
69,baseline_flair,peak,2772,"Rippling small, rippling grey, innumerable waves spread beneath us.",-0.06992022059808559,24,9,"Rippling small, rippling grey, innumerable waves spread beneath us."
185,syuzhetr_syuzhet,peak,2772,"Rippling small, rippling grey, innumerable waves spread beneath us.",-0.3184901919777804,22,9,"Rippling small, rippling grey, innumerable waves spread beneath us."
40,baseline_textblob,peak,2773,I touch nothing.,0.027957197284545265,25,3,I touch nothing.
55,baseline_textblob,valley,2811,Meanwhile the shadows lengthened on the beach; the blackness deepened.,-0.028136860356699177,25,10,Meanwhile the shadows lengthened on the beach; the blackness deepened.
230,transformer_roberta15lg,valley,2813,The rocks lost their hardness.,-1.0603254476484032,14,5,The rocks lost their hardness.
260,transformer_huggingface,valley,2817,'Hampton Court.,-1.886257492341793,6,2,'Hampton Court.
99,baseline_stanza,peak,2840,"'What then remains, when I cannot pull out my papers and make you believe by reading aloud my credentials that I have passed?",-0.07939925398139028,24,23,"'What then remains, when I cannot pull out my papers and make you believe by reading aloud my creden"
144,sentimentr_jockers,valley,2845,"Listen to me, Susan.",-0.8838246196542964,16,4,"Listen to me, Susan."
172,sentimentr_jockers,valley,2845,"Listen to me, Susan.",-1.134784412247444,14,4,"Listen to me, Susan."
84,baseline_flair,valley,2876,We are committed.,-0.09362614324158723,24,3,We are committed.
130,sentimentr_jockers,peak,2900,"'The gold has faded between the trees,' said Rhoda, 'and a slice of green lies behind them, elongated like the blade of a knife seen in dreams, or some tapering island on which nobody sets foot. Now the cars begin to wink and flicker, coming down the avenue. Lovers can draw into the darkness now; the boles of the trees are swollen, are obscene with lovers.'",0.01861712392314653,25,66,"'The gold has faded between the trees,' said Rhoda, 'and a slice of green lies behind them, elongate"
201,syuzhetr_syuzhet,valley,2905,We are all swept on by the torrent of things grown so familiar that they cast no shade; we make no comparisons; think scarcely ever of I or of you; and in this unconsciousness attain the utmost freedom from friction and part the weeds that grow over the mouths of sunken channels.,-1.2252451647309295,13,52,We are all swept on by the torrent of things grown so familiar that they cast no shade; we make no c
246,transformer_huggingface,peak,2923,"And each of you feels when I speak, ""I am lit up. I am glowing.""",-0.6391054363021428,19,15,"And each of you feels when I speak, ""I am lit up. I am glowing."""
216,transformer_roberta15lg,peak,2926,But I pine in solitude.,-0.13295078645526975,24,5,But I pine in solitude.
158,sentimentr_jockers,peak,2933,I have too great a sense of the shortness of life and its temptations to rule red lines.,0.09383201893537303,26,18,I have too great a sense of the shortness of life and its temptations to rule red lines.
12,baseline_vader,peak,2947,"Thus waiting, thus speculating, making this note and then another, I do not cling to life.",-0.00357459601785057,25,16,"Thus waiting, thus speculating, making this note and then another, I do not cling to life."
116,baseline_stanza,valley,2955,Over broken tiles and splinters of glass I pick my way.,0.02828145233186754,25,11,Over broken tiles and splinters of glass I pick my way.
26,baseline_vader,valley,2963,I have inherited a desk of solid mahogany in a room hung with maps.,-0.045376300871705126,24,14,I have inherited a desk of solid mahogany in a room hung with maps.
70,baseline_flair,peak,3011,I have no face.,0.009662204832704701,25,4,I have no face.
231,transformer_roberta15lg,valley,3015,And the waiter comes; he brings bread.,-0.06322231752710793,24,7,And the waiter comes; he brings bread.
261,transformer_huggingface,valley,3027,That is the circumference that I try to grasp as we sit together.,-0.5712700258039685,19,13,That is the circumference that I try to grasp as we sit together.
41,baseline_textblob,peak,3035,"Yet there are moments when the walls of the mind grow thin; when nothing is unabsorbed, and I could fancy that we might blow so vast a bubble that the sun might set and rise in it and we might take the blue of midday and the black of midnight and be cast off and escape from here and now.",0.10485981258460081,26,60,"Yet there are moments when the walls of the mind grow thin; when nothing is unabsorbed, and I could "
186,syuzhetr_syuzhet,peak,3037,It forms on the roof of the mind and falls into pools beneath.,-0.5005921223236526,20,13,It forms on the roof of the mind and falls into pools beneath.
100,baseline_stanza,peak,3055,I reflect now that the earth is only a pebble flicked off accidentally from the face of the sun and that there is no life anywhere in the abysses of space.,0.09708048091709094,26,31,I reflect now that the earth is only a pebble flicked off accidentally from the face of the sun and 
202,syuzhetr_syuzhet,valley,3129,I am not a judge.,-0.6301285470026733,19,5,I am not a judge.
56,baseline_textblob,valley,3148,The height from floor to ceiling was hung with vast curtains of shaking darkness.,0.02027851521862016,25,14,The height from floor to ceiling was hung with vast curtains of shaking darkness.
27,baseline_vader,valley,3163,"If it were possible, I would hand it to you entire.",-0.07434825539570193,24,11,"If it were possible, I would hand it to you entire."
145,sentimentr_jockers,valley,3163,"If it were possible, I would hand it to you entire.",-0.6681689511947525,18,11,"If it were possible, I would hand it to you entire."
173,sentimentr_jockers,valley,3163,"If it were possible, I would hand it to you entire.",-0.33583363343001976,22,11,"If it were possible, I would hand it to you entire."
247,transformer_huggingface,peak,3172,"Yet like children we tell each other stories, and to decorate them we make up these ridiculous, flamboyant, beautiful phrases.",0.1748034909165072,27,20,"Yet like children we tell each other stories, and to decorate them we make up these ridiculous, flam"
217,transformer_roberta15lg,peak,3181,"'But meanwhile, while we eat, let us turn over these scenes as children turn over the pages of a picture-book and the nurse says, pointing: ""That's a cow. That's a boat.""",1.3277788674214066,38,31,"'But meanwhile, while we eat, let us turn over these scenes as children turn over the pages of a pic"
85,baseline_flair,valley,3184,"I saw something brighten--no doubt the brass handle of a cupboard. Then Mrs Constable raised the sponge above her head, squeezed it, and out shot, right, left, all down the spine, arrows of sensation. And so, as long as we draw breath, for the rest of time, if we knock against a chair, a table, or a woman, we are pierced with arrows of sensation--if we walk in a garden, if we drink this wine.",-0.11227457309853005,24,75,I saw something brighten--no doubt the brass handle of a cupboard. Then Mrs Constable raised the spo
131,sentimentr_jockers,peak,3198,"I then first became aware of the presence of those enemies who change, but are always there; the forces we fight against.",0.03547103922296177,25,22,"I then first became aware of the presence of those enemies who change, but are always there; the for"
159,sentimentr_jockers,peak,3220,"There was the Doctor lurching into chapel, as if he trod a battleship in a gale of wind, shouting out his commands through a megaphone, since people in authority always become melodramatic--I did not hate him like Neville, or revere him like Louis.",0.49575874208503234,30,43,"There was the Doctor lurching into chapel, as if he trod a battleship in a gale of wind, shouting ou"
13,baseline_vader,peak,3222,"There were pillars, shadows, memorial brasses, boys scuffling and swopping stamps behind Prayer Books; the sound of a rusty pump; the Doctor booming, about immortality and quitting ourselves like men; and Percival scratching his thigh.",-0.012298436131919433,25,35,"There were pillars, shadows, memorial brasses, boys scuffling and swopping stamps behind Prayer Book"
262,transformer_huggingface,valley,3230,"As he was not in the least precocious, he read whatever was written up for our edification without any comment, and thought with that magnificent equanimity (Latin words come naturally) that was to preserve him from so many meannesses and humiliations, that Lucy's flaxen pigtails and pink cheeks were the height of female beauty.",0.1016220327978252,26,54,"As he was not in the least precocious, he read whatever was written up for our edification without a"
71,baseline_flair,peak,3253,Nothing would happen to lift that weight of intolerable boredom.,-0.03191912845110386,25,10,Nothing would happen to lift that weight of intolerable boredom.
101,baseline_stanza,peak,3256,"We are not always aware by any means; we breathe, eat, sleep automatically.",0.21729998499633416,27,13,"We are not always aware by any means; we breathe, eat, sleep automatically."
187,syuzhetr_syuzhet,peak,3257,We exist not only separately but in undifferentiated blobs of matter.,1.6189241597432324,41,11,We exist not only separately but in undifferentiated blobs of matter.
42,baseline_textblob,peak,3268,"Now through this transparency became visible those wondrous pastures, at first so moon-white, radiant, where no foot has been; meadows of the rose, the crocus, of the rock and the snake too; of the spotted and swart; the embarrassing, the binding and tripping up.",0.17849608437180425,27,44,"Now through this transparency became visible those wondrous pastures, at first so moon-white, radian"
117,baseline_stanza,valley,3303,"Not that wild hunting-song, Percival's music; but a painful, guttural, visceral, also soaring, lark-like, pealing song to replace these flagging, foolish transcripts--how much too deliberate! how much too reasonable!--which attempt to describe the flying moment of first love.",0.13011192531425672,26,38,"Not that wild hunting-song, Percival's music; but a painful, guttural, visceral, also soaring, lark-"
232,transformer_roberta15lg,valley,3318,"But can anything be as clear as all that, I would say, following his gaze, through the branches, to a punt on the river, and a young man eating bananas from a paper bag?",1.5232098037538384,40,34,"But can anything be as clear as all that, I would say, following his gaze, through the branches, to "
203,syuzhetr_syuzhet,valley,3332,"She was like a crinkled poppy, febrile, thirsty with the desire to drink dry dust.",1.0181755235506706,35,15,"She was like a crinkled poppy, febrile, thirsty with the desire to drink dry dust."
28,baseline_vader,valley,3360,"'Then says some lady with an impressive gesture, ""Come with me.""",0.058627784212551895,25,11,"'Then says some lady with an impressive gesture, ""Come with me."""
146,sentimentr_jockers,valley,3368,"A shell forms upon the soft soul, nacreous, shiny, upon which sensations tap their beaks in vain.",1.4503595886596063,39,17,"A shell forms upon the soft soul, nacreous, shiny, upon which sensations tap their beaks in vain."
174,sentimentr_jockers,valley,3368,"A shell forms upon the soft soul, nacreous, shiny, upon which sensations tap their beaks in vain.",1.574062252762531,41,17,"A shell forms upon the soft soul, nacreous, shiny, upon which sensations tap their beaks in vain."
248,transformer_huggingface,peak,3377,"There is always deep below it, even when we arrive punctually at the appointed time with our white waistcoats and polite formalities, a rushing stream of broken dreams, nursery rhymes, street cries, half-finished sentences and sights--elm trees, willow trees, gardeners sweeping, women writing--that rise and sink even as we hand a lady down to dinner.",1.4237715148287962,39,55,"There is always deep below it, even when we arrive punctually at the appointed time with our white w"
218,transformer_roberta15lg,peak,3381,"Immersed in it I would stop between one mouthful and the next, and look intently at a vase, perhaps with one red flower, while a reason struck me, a sudden revelation.",3.150895395194809,56,31,"Immersed in it I would stop between one mouthful and the next, and look intently at a vase, perhaps "
132,sentimentr_jockers,peak,3395,It was then we played dominoes; then we quarrelled about tough mutton.,1.908674080291294,44,12,It was then we played dominoes; then we quarrelled about tough mutton.
160,sentimentr_jockers,peak,3415,"After all, one cannot find fault with the biographic style if one begins letters ""Dear Sir"", ends them ""your faithfully""; one cannot despise these phrases laid like Roman roads across the tumult of our lives, since they compel us to walk in step like civilized people with the slow and measured tread of policemen though one may be humming any nonsense under one's breath at the same time--""Hark, hark, the dogs do bark"", ""Come away, come away, death"", ""Let me not to the marriage of true minds"", and so on. ""He attained some success in his profession . . . He inherited a small sum of money from an uncle""--that is how the biographer continues, and if one wears trousers and hitches them up with braces, one has to say that, though it is tempting now and then to go blackberrying; tempting to play ducks and drakes with all these phrases.",1.9842076296668374,45,151,"After all, one cannot find fault with the biographic style if one begins letters ""Dear Sir"", ends th"
14,baseline_vader,peak,3420,"""Here's Bernard!""",0.12113389312535737,26,2,"""Here's Bernard!"""
72,baseline_flair,peak,3449,I snapped at dinner.,-0.020097509494433712,25,4,I snapped at dinner.
188,syuzhetr_syuzhet,peak,3456,Also I made note of the state of the house; the curtain blowing; the cook singing; the wardrobe showing through the half-opened door.,2.585753996115637,51,23,Also I made note of the state of the house; the curtain blowing; the cook singing; the wardrobe show
86,baseline_flair,valley,3469,"Therefore I broke off, and Jinny, who was without future, or speculation, but respected the moment with complete integrity, gave her body a flick with the whip, powdered her face (for which I loved her), and waved to me as she stood on the doorstep, pressing her hand to her hair so that the wind might not disorder it, a gesture for which I honoured her, as if it confirmed our determination--not to let lilies grow.",-0.05289826533258623,24,76,"Therefore I broke off, and Jinny, who was without future, or speculation, but respected the moment w"
57,baseline_textblob,valley,3475,"'Was there no sword, nothing with which to batter down these walls, this protection, this begetting of children and living behind curtains, and becoming daily more involved and committed, with books and pictures?",0.09101931328856293,26,33,"'Was there no sword, nothing with which to batter down these walls, this protection, this begetting "
102,baseline_stanza,peak,3477,All had their rapture; their common feeling with death; something that stood them in stead.,0.18314138697994733,27,15,All had their rapture; their common feeling with death; something that stood them in stead.
43,baseline_textblob,peak,3484,a last ripple of the wave?,0.10761596599195437,26,6,a last ripple of the wave?
263,transformer_huggingface,valley,3493,"Sitting alone, it seems we are spent; our waters can only just surround feebly that spike of sea-holly; we cannot reach that further pebble so as to wet it.",0.06194171613589803,26,29,"Sitting alone, it seems we are spent; our waters can only just surround feebly that spike of sea-hol"
118,baseline_stanza,valley,3520,The leaves and the wood concealed nothing.,0.1407310562918434,26,7,The leaves and the wood concealed nothing.
233,transformer_roberta15lg,valley,3522,"But if you hold a blunt blade to a grindstone long enough, something spurts--a jagged edge of fire; so held to lack of reason, aimlessness, the usual, all massed together, out spurted in one flame hatred, contempt. I took my mind, my being, the old dejected, almost inanimate object, and lashed it about among these odds and ends, sticks and straws, detestable little bits of wreckage, flotsam and jetsam, floating on the oily surface. I jumped up. I said, ""Fight! Fight!""",1.1293996408460656,36,81,"But if you hold a blunt blade to a grindstone long enough, something spurts--a jagged edge of fire; "
219,transformer_roberta15lg,peak,3577,"The folds of the curtain became still, statuesque; the paperweight on the table hardened; the threads on the curtain sparkled; everything became definite, external, a scene in which I had no part.",0.223434588184416,27,32,"The folds of the curtain became still, statuesque; the paperweight on the table hardened; the thread"
133,sentimentr_jockers,peak,3594,"""The moor is dark beneath the moon.""",0.47073758456252013,30,7,"""The moor is dark beneath the moon."""
249,transformer_huggingface,peak,3599,"Our friends--how distant, how mute, how seldom visited and little known.",-0.4489301863539218,20,11,"Our friends--how distant, how mute, how seldom visited and little known."
161,sentimentr_jockers,peak,3615,"I saw Jinny look at Susan's earthy fingers and then hide her own; I, considering Neville, so neat and exact, felt the nebulosity of my own life blurred with all these phrases.",0.36109749613612907,29,32,"I saw Jinny look at Susan's earthy fingers and then hide her own; I, considering Neville, so neat an"
15,baseline_vader,peak,3623,We became six people at a table in Hampton Court.,-0.022246943731457792,25,10,We became six people at a table in Hampton Court.
29,baseline_vader,valley,3648,People passed.,-0.11071767523721848,24,2,People passed.
147,sentimentr_jockers,valley,3653,"Looking-glasses confronted me in which I could see my pinioned body and people passing; stopping, looking, and going on indifferent.",-1.3621270186275851,11,20,"Looking-glasses confronted me in which I could see my pinioned body and people passing; stopping, lo"
175,sentimentr_jockers,valley,3653,"Looking-glasses confronted me in which I could see my pinioned body and people passing; stopping, looking, and going on indifferent.",-1.4612857603291598,10,20,"Looking-glasses confronted me in which I could see my pinioned body and people passing; stopping, lo"
204,syuzhetr_syuzhet,valley,3653,"Looking-glasses confronted me in which I could see my pinioned body and people passing; stopping, looking, and going on indifferent.",-1.118236813909129,14,20,"Looking-glasses confronted me in which I could see my pinioned body and people passing; stopping, lo"
58,baseline_textblob,valley,3683,A space was cleared in my mind.,-0.06714478786134175,24,7,A space was cleared in my mind.
87,baseline_flair,valley,3684,I saw through the thick leaves of habit.,-0.1147045771735022,24,8,I saw through the thick leaves of habit.
103,baseline_stanza,peak,3695,I waited.,0.023907059172149157,25,2,I waited.
264,transformer_huggingface,valley,3695,I waited.,-1.8361026483897531,7,2,I waited.
44,baseline_textblob,peak,3706,"Also I saw on a winding road in a dust dance the groups we had made, how they came together, how they ate together, how they met in this room or that.",-0.042110510587184395,24,32,"Also I saw on a winding road in a dust dance the groups we had made, how they came together, how the"
73,baseline_flair,peak,3717,"I, carrying a notebook, making phrases, had recorded mere changes; a shadow.",-0.05699912256902754,24,12,"I, carrying a notebook, making phrases, had recorded mere changes; a shadow."
119,baseline_stanza,valley,3719,"How can I proceed now, I said, without a self, weightless and visionless, through a world weightless, without illusion?",-0.007307973292394763,25,19,"How can I proceed now, I said, without a self, weightless and visionless, through a world weightless"
189,syuzhetr_syuzhet,peak,3719,"How can I proceed now, I said, without a self, weightless and visionless, through a world weightless, without illusion?",-0.029379910810111112,25,19,"How can I proceed now, I said, without a self, weightless and visionless, through a world weightless"
234,transformer_roberta15lg,valley,3722,"If even there had been sheep munching, pushing one foot after another, or a bird, or a man driving a spade into the earth, had there been a bramble to trip me, or a ditch, damp with soaked leaves, into which to fall--but no, the melancholy path led along the level, to more wintriness and pallor and the equal and uninteresting view of the same landscape.",-1.6864413478428195,8,66,"If even there had been sheep munching, pushing one foot after another, or a bird, or a man driving a"
