,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
815,815,Let us have the story anyhow.,0.06290173645753497,0.054588577368598935,0.1283769776080388,0.016110143467721324,-0.007172248934072673,0.02221004652501964,0.05925991941778617,0.0068989475862442536,0.01560204835260638,0.04295487372677988,0.01650689718819448,-0.24159905745801183,0.1911384034405143,0.1064622118373171,0.5551263677377395,0.38609998854803607,-0.34852088260045966,-0.1341154470611351,0.21532540053868363,0.37216378740579914,0.715379173665015,0.3436163262178122,0.2719381428095219,-1.091156223547113,-1.1416341097347467,-1.5058930221850886,0.7271547639386838,-0.9405802759199388,-0.0002092828787112765,-0.23639595402769398,0.2224950720401753
816,816,Catholic indeed! repeated Dante ironically.,0.06032427876575375,0.05193162588321043,0.12632739970638043,0.017820123692681107,-0.007327540188607614,0.019320856149244083,0.05773077087120071,0.004836432548102953,0.010697747713898809,0.039478861478594,0.01332488866092511,-0.24150776082528927,0.16206740930851765,0.07829724066552467,0.5348542310256603,0.3771700721411135,-0.33075351356001037,-0.17241889196325738,0.10229866652848248,0.3576980174642994,0.7067587012304161,0.3314393614940789,0.25182820953841256,-1.1232909127203443,-1.1596787237157455,-1.501428940267462,0.7069656625894687,-0.9397094474905073,-0.04009055596496171,-0.23639595402769398,0.19142034883056247
817,817,The blackest protestant in the land would not speak the language I have heard this evening.,0.06032427876575375,0.05193162588321043,0.12632739970638043,0.0155401500594014,-0.008372490686412822,0.019320856149244083,0.05773077087120071,0.004836432548102953,0.010697747713898809,0.03583884752379469,0.01332488866092511,-0.2407147649391427,0.16206740930851765,0.07829724066552467,0.5348542310256603,0.35444289539743695,-0.3599721540491112,-0.17241889196325738,0.10229866652848248,0.3576980174642994,0.7067587012304161,0.3314393614940789,0.25182820953841256,-1.1555133626516376,-1.149852652637692,-1.524479330668688,0.7074947321299144,-0.9784059285029534,-0.08275409948374135,-0.28606316239068963,0.15669477077335456
818,818,"Mr Dedalus began to sway his head to and fro, crooning like a country singer.",0.05907712181811767,0.050646004196732125,0.12377893169732825,0.014807301391561493,-0.009072026991887978,0.01777979095817048,0.055549928472044825,0.006646518974627959,0.012584017190324795,0.035850421806916936,0.01014288013365574,-0.240334925444305,0.12541801040569758,0.0427900523363393,0.4877460422989068,0.2994684454665023,-0.3987521898973019,-0.22212886789450798,-0.044386735831336024,0.35069845136357375,0.6981382287958173,0.3192623967703456,0.241773242902858,-1.1233908526950995,-1.1206866736587815,-1.5415082543160552,0.7499479530936715,-0.9268430017995177,-0.08174002848783156,-0.23639595402769398,0.1910149475600708
819,819,"I am no protestant, I tell you again, said Mr Casey, flushing.",0.05882769042859046,0.050388879859436464,0.12377893169732825,0.013043036080095051,-0.00787904184022703,0.01777979095817048,0.05459644535441194,0.0040711851429433505,0.011791655692574423,0.03626513425641549,0.008321089031269062,-0.2361627279469162,0.1281998221550251,0.04548516648927869,0.4877460422989068,0.3121029243493226,-0.40158128185498654,-0.21202220765751276,-0.06824511830857428,0.3492985381434286,0.6981382287958173,0.3030264438053679,0.241773242902858,-1.122078115092938,-1.0892158320137677,-1.537844576418967,0.701627953305638,-0.8761586613476395,-0.12145068340677653,-0.21156234984619607,0.15831659025895173
820,820,"Mr Dedalus, still crooning and swaying his head, began to sing in a grunting nasal tone:",0.05708167070189995,0.04858900949836683,0.12196344989018978,0.01170762295203122,-0.007715042664877046,0.016348030225511637,0.05417055755732178,0.004428050823929651,0.009748197093112936,0.036369498978805856,0.005466307789884684,-0.23659869668393205,0.14835596320326555,0.06501312377139465,0.5062518865756307,0.3730816441132269,-0.38663982218344795,-0.19249428483884204,-0.06824511830857428,0.3394991456024127,0.6895177563612184,0.2989674555641235,0.23171827626730335,-1.1224955629383762,-1.0585657068580787,-1.5383831841554214,0.6538415427240921,-0.8794767067245394,-0.08032508893806455,-0.2612295582091919,0.12996131887878837
821,821,"O, come all you Roman catholics That never went to mass.",0.05708167070189995,0.04858900949836683,0.12211318295675133,0.012277616360351148,-0.006556889196476272,0.01499478966165949,0.05462232102124594,0.006319157936557848,0.012550654600945833,0.03999401516467878,0.005466307789884685,-0.23713774518590092,0.13399842910130058,0.051103054778095416,0.4785696825133102,0.34317193678293234,-0.41515611571643485,-0.19249428483884204,-0.11529448305225735,0.3394991456024127,0.6895177563612184,0.3030264438053679,0.23171827626730335,-1.0903635425369647,-1.0160996762706864,-1.4973626540035891,0.6715741414163896,-0.8322355997330578,-0.03766262511127698,-0.21156234984619607,0.13478365442727824
822,822,"He took up his knife and fork again in good humour and set to eating, saying to Mr Casey:",0.05791310866699067,0.0494460906226857,0.1236134136037535,0.01211476110083117,-0.008228809992964606,0.01499478966165949,0.05527623826285201,0.005028915218556194,0.012550654600945833,0.040748305310526436,0.005466307789884685,-0.2369442254390943,0.12721150337855613,0.04452764953195001,0.46548407453365653,0.3105392125148844,-0.4384474832960608,-0.19249428483884204,-0.11529448305225735,0.34416552300289643,0.6981382287958173,0.31114442028785677,0.23171827626730335,-1.1225528400710818,-1.0250645505561469,-1.4855278344510388,0.6300283956612382,-0.8394622775569676,0.0043924078340820604,-0.2612295582091919,0.10439215420856542
823,823,"Let us have the story, John.",0.05791310866699067,0.0494460906226857,0.1236134136037535,0.011436197519497924,-0.008670011314260139,0.01499478966165949,0.05527623826285201,0.005028915218556194,0.012550654600945833,0.04083069851241357,0.005466307789884685,-0.23687698125411427,0.12721150337855613,0.04452764953195001,0.46548407453365653,0.27883152600896827,-0.4641817160535727,-0.19249428483884204,-0.11529448305225735,0.34416552300289643,0.6981382287958173,0.31114442028785677,0.23171827626730335,-1.1209116338802456,-1.0239171105712959,-1.4601878521846337,0.5687861780179726,-0.7879086421077564,-0.037798027431257895,-0.2612295582091919,0.10381328944607503
824,824,It will help us to digest.,0.05791310866699067,0.0494460906226857,0.1236134136037535,0.01216904618733783,-0.01025775554286972,0.01499478966165949,0.05527623826285201,0.005028915218556194,0.012550654600945833,0.04093035505183895,0.005466307789884685,-0.23687698125411427,0.12721150337855613,0.04452764953195001,0.46548407453365653,0.27186762499880707,-0.45532713084204635,-0.19249428483884204,-0.11529448305225735,0.34416552300289643,0.6981382287958173,0.31114442028785677,0.23171827626730335,-1.1209065069531932,-1.0234604732397237,-1.4645195420957482,0.5753258759557922,-0.8278820500127774,-0.04194464521897376,-0.2612295582091919,0.10325731657486248
825,825,Stephen looked with affection at Mr Casey's face which stared across the table over his joined hands.,0.05691538310888181,0.048417593273503055,0.12566299150541188,0.010214783073098081,-0.01194128690044478,0.016468046609695666,0.05308432191518259,0.0011759835158340138,0.012550654600945833,0.04114183093668259,0.005466307789884685,-0.2374417353173779,0.11459439123641084,0.032303760725764616,0.4857562112457356,0.24619419131056758,-0.4817264034360963,-0.17110251718083044,-0.11529448305225735,0.3385658701223159,0.7067587012304161,0.2989674555641235,0.241773242902858,-1.1210343175612212,-1.020141191601052,-1.4666160360013258,0.6178653870883385,-0.8325499298662898,-0.04363756520778716,-0.2612295582091919,0.07466185131144218
826,826,"He liked to sit near him at the fire, looking up at his dark fierce face.",0.05758053348095439,0.04910325817295815,0.12566299150541188,0.010019356761674106,-0.010479807523653328,0.017883980037435042,0.05308432191518259,0.0025622334052296204,0.014127036949101838,0.04488385552238978,0.0072629533053426565,-0.23786968111169465,0.1212441932135684,0.03874631580779502,0.4857562112457356,0.27936834510893194,-0.4775523119376533,-0.15419083993671978,-0.11529448305225735,0.34229897204270293,0.7067587012304161,0.2989674555641235,0.25182820953841256,-1.1206670166595625,-1.0089991735335755,-1.4363435142852299,0.6160299970360767,-0.8316945201669507,-0.003201744426098328,-0.2612295582091919,0.08535508057823621
827,827,But his dark eyes were never fierce and his slow voice was good to listen to.,0.05674909551586367,0.048246177048639274,0.12566299150541188,0.009498219931210174,-0.010472550922974127,0.016481719633123993,0.052325729851505534,0.0012827622235307024,0.01272580819518539,0.04189455168820859,0.005528277150674992,-0.23730577274467213,0.11340732642757537,0.03115369183000913,0.4857562112457356,0.2791307882950792,-0.4860000791677493,-0.17013532215078492,-0.11529448305225735,0.3376325946422192,0.7067587012304161,0.29084947908163467,0.241773242902858,-1.1207255469128738,-1.046687250285481,-1.4638216097736607,0.610085641123938,-0.7865239732434607,-0.04587287006591936,-0.2612295582091919,0.0712113558740476
828,828,But why was he then against the priests?,0.05882769042859046,0.05038887985943645,0.12566299150541188,0.008955369066143576,-0.00872371015928624,0.017954976581160173,0.05283544603370069,0.0027729808546309792,0.012025193818227167,0.04189062820240444,0.0045494950107717765,-0.2375877868863141,0.13969297672371137,0.05662012684289527,0.4857562112457356,0.32341678352055053,-0.49617992315403997,-0.14874355449277332,-0.11529448305225735,0.3492985381434286,0.7067587012304161,0.29490846732287906,0.25182820953841256,-1.120500096763313,-1.0637870519048505,-1.4627869505140663,0.6241759142502113,-0.7906033199817862,-0.04528746362338393,-0.2612295582091919,0.0681736555024167
829,829,Because Dante must be right then.,0.05949284080066303,0.051074544758891546,0.12566299150541188,0.008385375657823648,-0.008604701908147314,0.017954976581160173,0.05283544603370069,0.004052452036329897,0.012025193818227167,0.045544766706098694,0.0045494950107717765,-0.23708013755171134,0.1453639469043231,0.062114356277492684,0.4857562112457356,0.3249737348059561,-0.5024093582372533,-0.14874355449277332,-0.11529448305225735,0.35303164006381565,0.7067587012304161,0.29490846732287906,0.25182820953841256,-1.088477683541821,-1.062557081040212,-1.4356555540203588,0.6246451210531715,-0.7866130139087318,-0.005405197731597822,-0.21156234984619607,0.052698851243023946
830,830,But he had heard his father say that she was a spoiled nun and that she had come out of the convent in the Alleghanies when her brother had got the money from the savages for the trinkets and the chainies.,0.060823141544808175,0.05244587455780173,0.12739975000811005,0.00805966513878369,-0.009498715111825104,0.017954976581160173,0.05283544603370069,0.004052452036329897,0.012025193818227167,0.042444035875079666,0.0045494950107717765,-0.23616688507145675,0.13206434295000802,0.049229246113431914,0.4697296799836138,0.2860850101556645,-0.5107575412341393,-0.14874355449277332,-0.11529448305225735,0.36049784390458967,0.715379173665015,0.29490846732287906,0.25182820953841256,-1.0884207882117862,-1.0823719081828225,-1.4635413655146388,0.6403337518903548,-0.7816166185027261,-0.04823725753208914,-0.2612295582091919,0.06685145922172063
831,831,Perhaps that made her severe against Parnell.,0.059991703579717455,0.05158879343348286,0.12578033790199353,0.005698263875743991,-0.011066140858532917,0.016564725269098274,0.05283544603370069,0.004052452036329897,0.010935349231847706,0.03858607228385987,0.0032617711568567356,-0.2397190459206159,0.12462963832108964,0.04202625055732858,0.45539511464536186,0.2555933028743561,-0.5378248430051243,-0.1638698184653204,-0.11529448305225735,0.3558314665041059,0.7067587012304161,0.29490846732287906,0.241773242902858,-1.0884305121584055,-1.0720819047858035,-1.4475024676084536,0.6648850900484364,-0.7355907650465825,-0.04826405817058676,-0.28606316239068963,0.03618540498172678
832,832,And she did not like him to play with Eileen because Eileen was a protestant and when she was young she knew children that used to play with protestants and the protestants used to make fun of the litany of the Blessed Virgin.,0.06007484737622652,0.05167450154591475,0.12424564936696497,0.004395421799584157,-0.011341891684342624,0.015194776294143095,0.052498363003450045,0.005223271199670781,0.010731003371901558,0.03532016270048617,0.00259035979116525,-0.2382947844283476,0.12072715603051157,0.03824539254079497,0.43642098307486393,0.24849280230487766,-0.5575920053394816,-0.1838918921042963,-0.11529448305225735,0.35629810424415426,0.6981382287958173,0.29084947908163467,0.23171827626730335,-1.0882004024775054,-1.068963312488681,-1.4176658130637092,0.6201585466654654,-0.7357904769921904,-0.09040739842120697,-0.28606316239068963,0.007370945189638238
833,833,"Tower of Ivory, they used to say, House of Gold!",0.061072572934335385,0.05270299889509739,0.1256015446690149,0.003336862612704291,-0.010482710163925008,0.015194776294143095,0.05221215980726573,0.005464928274984339,0.010906156966141113,0.035282497236766346,0.0029143485305926763,-0.23725130484156023,0.12719959799234748,0.04451611518751607,0.4468203697834159,0.2590156412979574,-0.5659690725663866,-0.1838918921042963,-0.11529448305225735,0.3618977571247348,0.7067587012304161,0.2867904908403902,0.23171827626730335,-1.0560322368076014,-1.068099316648938,-1.4300632654492482,0.6211853166975108,-0.7337069210480842,-0.09060851245688066,-0.23639595402769398,-0.005999038675584862
834,834,How could a woman be a tower of ivory or a house of gold?,0.059409697004153945,0.050988836646459645,0.12420630631387157,0.004069711280544198,-0.010883274521417005,0.01252924201075805,0.05161804811866919,0.0023496126451669156,0.013708614473974012,0.031385691136085477,0.005607653167971201,-0.23519805226027143,0.11223143284124255,0.030014445995835633,0.4358262600386317,0.2385426943903746,-0.5478938402138686,-0.22159616546106886,-0.11529448305225735,0.35256500232376725,0.6981382287958173,0.27867251435790136,0.21160834299619402,-1.0879482040214157,-1.086956746477318,-1.428843416632321,0.580229921325323,-0.7310514074362664,-0.13275882151238125,-0.2612295582091919,-0.02201377974487081
835,835,Who was right then?,0.060241134969244665,0.05184591777077851,0.12582571841998808,0.00602397439478395,-0.010812159834760818,0.01252924201075805,0.0523433736598676,0.0004997183670883192,0.01651107198180691,0.027511445078778465,0.008789661695240572,-0.23450263854832606,0.0955033474261762,0.013807705994603124,0.4035734880275649,0.23854407781042733,-0.5656163893872294,-0.22159616546106886,-0.11529448305225735,0.35723137972425106,0.7067587012304161,0.2867904908403902,0.21160834299619402,-1.1197727790240537,-1.0749234444333349,-1.3987326107604745,0.5770805405965183,-0.7731649707174596,-0.17540875707883657,-0.3108967665721875,-0.02190802006791265
836,836,"And he remembered the evening in the infirmary in Clongowes, the dark waters, the light at the pierhead and the moan of sorrow from the people when they had heard.",0.060241134969244665,0.05184591777077851,0.12714806150583455,0.00862965854710362,-0.010038606202357794,0.01252924201075805,0.0523433736598676,-0.00044770849988712405,0.01651107198180691,0.02748966973256544,0.008789661695240572,-0.23237081914912305,0.0955033474261762,0.013807705994603124,0.41346527787563525,0.25518448188188103,-0.5287846518643053,-0.22159616546106886,-0.11529448305225735,0.35723137972425106,0.715379173665015,0.2867904908403902,0.21160834299619402,-1.119676581100163,-1.0634377080540285,-1.3964193602846857,0.5277256634351616,-0.7728520802284293,-0.17526898615894998,-0.3108967665721875,-0.021801956782894073
837,837,Eileen had long white hands.,0.060241134969244665,0.05184591777077851,0.12714806150583455,0.007489671730463763,-0.011851305052022665,0.01252924201075805,0.0523433736598676,-0.00044770849988712405,0.017386839953004687,0.024796981425177927,0.009873834291907864,-0.23279459997225685,0.0955033474261762,0.013807705994603124,0.41346527787563525,0.23364744427046238,-0.5386230798771123,-0.22159616546106886,-0.11529448305225735,0.35723137972425106,0.715379173665015,0.2867904908403902,0.21160834299619402,-1.0875272814831543,-1.072486425886624,-1.3937482466435964,0.522539668552344,-0.7712219262359147,-0.13335387746251784,-0.33573037075368545,-0.024293366876464398
838,838,One evening when playing tig she had put her hands over his eyes: long and white and thin and cold and soft.,0.059825415986699305,0.051417377208619074,0.12714806150583455,0.006729680519370527,-0.01133173244339174,0.011202384617618006,0.053070321126252894,-8.885477466960924e-06,0.0175795089066682,0.024693205225658182,0.010599896703573797,-0.23013354491919033,0.07178572037431429,0.011123308043757116,0.39327184848536184,0.25400931113822306,-0.5495684753619184,-0.2328706169571427,-0.11529448305225735,0.35489819102400916,0.715379173665015,0.29084947908163467,0.20155337636063939,-1.0556220797582585,-1.0544389801119642,-1.3811480998272654,0.4808533041980634,-0.8094510902992771,-0.1337004726470863,-0.33573037075368545,-0.02500056629671475
839,839,That was ivory: a cold white thing.,0.058993978021608585,0.0505602960843002,0.12570572766701954,0.004531134515850806,-0.012100932115387241,0.009856490889105295,0.053070321126252894,-8.885477466960924e-06,0.014251590616116637,0.02115343633315488,0.008563176213180812,-0.22912604441063283,0.06571530946459486,0.005242086799761118,0.38156772489759405,0.27762087144678754,-0.5556998381466882,-0.24522115977293762,-0.11529448305225735,0.3502318136235254,0.7067587012304161,0.29084947908163467,0.1914984097250848,-1.0236418648682617,-1.0645288100029762,-1.4249265933390114,0.4813557195626499,-0.8072466058052817,-0.1409335043516163,-0.28606316239068963,-0.026372780831668146
840,840,That was the meaning of Tower of Ivory.,0.059825415986699305,0.05141737720861907,0.12570572766701954,0.005508266072970683,-0.010852796798564353,0.011258751293416344,0.05344961715809142,0.003314367635759804,0.01635343374699131,0.021608364512145966,0.01116519044518231,-0.22808580275376392,0.0735521762505879,0.012834710777547033,0.38156772489759405,0.3032146956721658,-0.5438937245313197,-0.2292766775588725,-0.11529448305225735,0.35489819102400916,0.7067587012304161,0.29490846732287906,0.20155337636063939,-1.0555465443794285,-1.043137954335414,-1.3994593651737677,0.47586096928389787,-0.8189090118670236,-0.1763762761003776,-0.33573037075368545,-0.042053476740924044
841,841,"The story is very short and sweet, Mr Casey said.",0.059825415986699305,0.05141737720861907,0.12570572766701954,0.0036354305884909207,-0.012439089707038093,0.011332902465273468,0.05401253932928115,0.005666777498744307,0.015263589160611848,0.02176805038437483,0.010174426558904572,-0.22678040312689693,0.0735521762505879,0.012834710777547033,0.38156772489759405,0.27005934490548245,-0.567054562552579,-0.23821615220158848,-0.11529448305225735,0.35489819102400916,0.7067587012304161,0.3030264438053679,0.20155337636063939,-1.0554553781723524,-1.0517647060643076,-1.3738536450381926,0.48920353348115936,-0.8181087009934159,-0.18326600408373694,-0.38539757911668127,-0.07200964134285143
842,842,"It was one day down in Arklow, a cold bitter day, not long before the chief died.",0.059825415986699305,0.05141737720861907,0.12570572766701954,0.000704035917131294,-0.014910687898374582,0.011310205663569592,0.05401253932928115,0.005666777498744307,0.015263589160611848,0.021499487781080826,0.010174426558904572,-0.22650440144542086,0.07295365300240526,0.012254841029915729,0.38156772489759405,0.2208351011070306,-0.5895397077391704,-0.23973830760277656,-0.11529448305225735,0.35489819102400916,0.7067587012304161,0.3030264438053679,0.20155337636063939,-1.087295357037417,-1.043308218580228,-1.3629964250375572,0.5012782965533283,-0.806583050189003,-0.18378194863780278,-0.38539757911668127,-0.08597811181522984
843,843,May God have mercy on him!,0.06190401089942609,0.0518459177707785,0.1271754067065745,0.002251160882571097,-0.014450619415313122,0.011310205663569592,0.05401253932928115,0.005666777498744307,0.014173744574232388,0.021405324121781248,0.009050264029402323,-0.2261588726902586,0.08866233362685567,0.015298662200431397,0.3936826437829015,0.2380993460314281,-0.5961991785912251,-0.23973830760277656,-0.11529448305225735,0.35723137972425106,0.715379173665015,0.3030264438053679,0.20155337636063939,-1.087288700976241,-1.054373076507857,-1.3379946788778465,0.5197932020224436,-0.8069638728141907,-0.18374631113561737,-0.38539757911668127,-0.11655767688267475
844,844,He closed his eyes wearily and paused.,0.0627354488645168,0.052702998895097365,0.1271754067065745,0.0045311345158508065,-0.013248926342837131,0.01271246606788064,0.054391835361119675,0.008277235905329142,0.01627558770510706,0.022118613840975552,0.011652278261403819,-0.22518760757750775,0.09649920041284868,0.022891286178217313,0.3936826437829015,0.2692955316685197,-0.5861619739666037,-0.2237938253887114,-0.11529448305225735,0.3618977571247348,0.715379173665015,0.3070854320466123,0.21160834299619402,-1.0872817689015473,-1.0556603796548973,-1.339533508606121,0.4996519486680673,-0.804050369021361,-0.18211444549289865,-0.38539757911668127,-0.11919689480461995
845,845,"Mr Dedalus took a bone from his plate and tore some meat from it with his teeth, saying:",0.06356688682960752,0.053560080019416235,0.1271754067065745,0.0051825555539307235,-0.012703229971761078,0.014028566208085416,0.054673296446714544,0.00955670708702806,0.020012197715550926,0.02227437622740027,0.013560447506316103,-0.22603682013790982,0.10204070206047997,0.02826008207990928,0.3936826437829015,0.2922288522881938,-0.5690275677665219,-0.2125193738926376,-0.11529448305225735,0.3665641345252186,0.715379173665015,0.31114442028785677,0.22166330963174868,-1.0874770172095867,-1.0672026118771096,-1.3918068203373049,0.5016518834918849,-0.8108791423179692,-0.17568417181194246,-0.38539757911668127,-0.11892600755491738
846,846,"Before he was killed, you mean.",0.06356688682960752,0.053560080019416235,0.1271754067065745,0.007163961211423805,-0.01386283476029769,0.014028566208085416,0.05445150777259319,0.009568883606326805,0.02007058224696411,0.02273734755228986,0.013685127681110612,-0.22923449206820243,0.10897359987479287,0.034976910069709266,0.4070496948848564,0.3028873028455,-0.5388119198502196,-0.2125193738926376,-0.11529448305225735,0.3665641345252186,0.715379173665015,0.3070854320466123,0.22166330963174868,-1.0800110083102452,-1.0674170453978067,-1.3914488645164187,0.5467089410480249,-0.8112303060841993,-0.1747563241240881,-0.43506478747967686,-0.09017095400087033
847,847,"Mr Casey opened his eyes, sighed and went on:",0.0671420700794976,0.05724552885398738,0.12973556820675752,0.006914249813493168,-0.013639331459378243,0.017922240939000494,0.05498312086470222,0.012144217438011412,0.02023405893492103,0.026247886475552255,0.014385705011418367,-0.22726684626223664,0.12960964904322955,0.05496981871568513,0.42555553916158034,0.30527348944530114,-0.5321062730676511,-0.18322748966463154,-0.11529448305225735,0.3828964554269118,0.7326201185342127,0.31520340852910117,0.241773242902858,-1.0797910947802754,-1.045798011406655,-1.3659603619672875,0.5448285511735339,-0.8392667407358603,-0.13288594406418736,-0.43506478747967686,-0.060108879482944584
848,848,It was down in Arklow one day.,0.06880494600967904,0.05895969110262511,0.13271731027095882,0.007565670851573085,-0.012944149114310612,0.019208634961404604,0.05603929650562063,0.015809818074599052,0.02023405893492103,0.025460442874659532,0.014385705011418367,-0.22953067940080113,0.1238955883543379,0.05863940907079284,0.42369840618484206,0.31056657349820876,-0.5237580900707652,-0.19243304076301124,-0.11529448305225735,0.3922292102278794,0.7498610634034103,0.3273803732528344,0.25182820953841256,-1.1119496288286397,-1.0559779132315008,-1.3400653574486432,0.5391554285116447,-0.8784104759033188,-0.13306849761953604,-0.4847319958426727,-0.06155028770342221
849,849,We were down there at a meeting and after the meeting was over we had to make our way to the railway station through the crowd.,0.06797350804458832,0.05810260997830624,0.13098055176826065,0.005969689308277288,-0.013492748125658347,0.019208634961404604,0.05483991379712094,0.012486564961372288,0.019183137369483693,0.021703901391476994,0.010436369209073012,-0.230343174600099,0.11558333588289098,0.05058621521825486,0.40767187492272017,0.2980787370893351,-0.541223894173345,-0.19243304076301124,-0.11529448305225735,0.3875628328273956,0.7412405909688115,0.31520340852910117,0.25182820953841256,-1.111966541629079,-1.0752230190427454,-1.3488241601130526,0.5345891748911147,-0.9290808826001248,-0.10170290093615121,-0.5095656000241706,-0.07526308693265549
850,850,"Such booing and baaing, man, you never heard.",0.06656006350393409,0.05664557206696416,0.1295628922578173,0.007163961211423802,-0.020080290222238686,0.01664187183984928,0.05280385083371097,0.007351352110959173,0.01729147855169649,0.021766284815762964,0.004340365848661823,-0.2347596115329086,0.08044641440070886,0.016544366627945777,0.3708526833550349,0.21826853656389586,-0.5737895042337189,-0.19911910466969898,-0.11529448305225735,0.3889627460475407,0.7412405909688115,0.2989674555641235,0.241773242902858,-1.111975532745382,-1.074438962430221,-1.3749235454768438,0.4879627002767905,-0.9290845825326189,-0.10195320803891257,-0.5592328083871663,-0.09445878521101671
851,851,They called us all the names in the world.,0.06996895916080603,0.06015960467667153,0.13106312290481947,0.008189949346399671,-0.019035339724433477,0.01664187183984928,0.05341990115212725,0.012602241894710368,0.01722842325777025,0.025686239482688313,0.003925505979540092,-0.22882950026736582,0.09402091933311885,0.029695810240666247,0.3697184627625079,0.22490745518604785,-0.5759462784639967,-0.2039402629236543,-0.026354677886724822,0.4080948933895242,0.7498610634034103,0.31114442028785677,0.241773242902858,-1.0798430555271725,-1.0539232292436422,-1.3349936265616902,0.48698047331535144,-0.9201527391570243,-0.05941818619943154,-0.5592328083871663,-0.10623439834156319
852,852,"Well there was one old lady, and a drunken old harridan she was surely, that paid all her attention to me.",0.06863865841666089,0.05878827487776134,0.13134066234545125,0.006610253329055873,-0.01950701876858166,0.015309104698156753,0.053502141339667506,0.012717450500383112,0.013958889498631869,0.025725278166439595,-0.0010740452558834945,-0.22795651786462845,0.1263713050975846,0.04509345758290356,0.4116879875945004,0.25036903603317073,-0.5705572411485681,-0.19233894804464732,-0.026354677886724822,0.4006286895487502,0.7498610634034103,0.31114442028785677,0.23171827626730335,-1.0798117852152038,-1.066440128823027,-1.3453992974334001,0.4430944518783335,-0.8702636200222674,-0.017131381076796272,-0.5095656000241706,-0.07870943084281813
853,853,She kept dancing along beside me in the mud bawling and screaming into my face: Priest-hunter!,0.07113297231193305,0.05964535600208021,0.13457380366303304,0.008157378294495676,-0.018222600448362755,0.0167408654308156,0.05483800433753703,0.01768640702960182,0.02096503326821411,0.022742251909545045,0.002107963271385877,-0.22665636226561633,0.10272131165922169,0.03939898959956413,0.38322243606550416,0.2309127069497873,-0.5845770010668183,-0.21041829149697971,-0.06164170144448718,0.40529506694923395,0.767102008272608,0.3273803732528344,0.241773242902858,-1.079842301539026,-1.0975996387690519,-1.369126795814233,0.4042327216564124,-0.8702874421478359,-0.016884867590039775,-0.5095656000241706,-0.10752062450076916
854,854,The Paris Funds!,0.0709666847189149,0.059473939777216434,0.13457380366303304,0.007831667775455717,-0.01770012519946015,0.015408098289123073,0.05483800433753703,0.01768640702960182,0.02096503326821411,0.01978355126463622,0.002107963271385877,-0.22842551374927206,0.10158088002866131,0.03829410051829324,0.38322243606550416,0.23870806426143562,-0.5874404042117718,-0.22201960637598664,-0.06164170144448718,0.4043617914691372,0.767102008272608,0.3273803732528344,0.23171827626730335,-1.0798255628098297,-1.0967581725299824,-1.3815287411683084,0.35872843031280555,-0.9205338150095317,-0.016915713559716637,-0.5095656000241706,-0.13443021132527017
855,855,Mr Fox!,0.07055096573636954,0.059045399215057,0.13614779163255333,0.007668812515935738,-0.018538988237975996,0.016810358693434124,0.05407941227385998,0.015898332003347622,0.021665647645172335,0.023637395195761655,0.002975301348719709,-0.22872137814529073,0.09728836960555064,0.03413536993713072,0.3968899078486238,0.25332551103760065,-0.5781655172210376,-0.20607512416192153,-0.06164170144448718,0.4020286027688953,0.7757224807072067,0.3192623967703456,0.241773242902858,-1.0794026216221813,-1.0973642908304313,-1.3309196172067164,0.40411708954597253,-0.8691412446402754,0.01997495837150215,-0.5095656000241706,-0.1040194961592932
856,856,Kitty O'shea!,0.06988581536429697,0.05835973431560191,0.13614779163255333,0.00962307563017549,-0.01849689995403662,0.015420107381372223,0.05407941227385998,0.015898332003347622,0.021665647645172335,0.02446740861762939,0.002975301348719709,-0.22988959847108062,0.09134060590241594,0.028372973492248058,0.3968899078486238,0.21300869807675962,-0.5706986753531796,-0.22120138813446863,-0.06164170144448718,0.3982955008485083,0.7757224807072067,0.3192623967703456,0.23171827626730335,-1.0477184567157185,-1.0755040996693224,-1.3301400437332709,0.42313195860222114,-0.8698320737766931,0.05512465827042816,-0.5095656000241706,-0.09089217534030526
