,sent_clean
487,she said  in her odious way   now  mrs  ramsay and i want to have a little talk together   and mrs  ramsay could see  as if before her eyes  the innumerable miseries of his life 
488,had he money enough to buy tobacco 
489,did he have to ask her for it 
490,half a crown 
491,eighteenpence 
492,oh  she could not bear to think of the little indignities she made him suffer 
493,and always now  why  she could not guess  except that it came probably from that woman somehow  he shrank from her 
494,he never told her anything 
495,but what more could she have done 
496,there was a sunny room given up to him 
497,the children were good to him 
498,never did she show a sign of not wanting him 
499,she went out of her way indeed to be friendly 
500,do you want stamps  do you want tobacco 
501,here is a book you might like and so on 
502,and after all   after all  here insensibly she drew herself together  physically  the sense of her own beauty becoming  as it did so seldom  present to her  after all  she had not generally any difficulty in making people like her  for instance  george manning  mr  wallace  famous as they were  they would come to her of an evening  quietly  and talk alone over her fire 
503,she bore about with her  she could not help knowing it  the torch of her beauty  she carried it erect into any room that she entered  and after all  veil it as she might  and shrink from the monotony of bearing that it imposed on her  her beauty was apparent 
504,she had been admired 
505,she had been loved 
506,she had entered rooms where mourners sat 
507,tears had flown in her presence 
508,men  and women too  letting go to the multiplicity of things  had allowed themselves with her the relief of simplicity 
509,it injured her that he should shrink 
510,it hurt her 
511,and yet not cleanly  not rightly 
512,that was what she minded  coming as it did on top of her discontent with her husband  the sense she had now when mr  carmichael shuffled past  just nodding to her question  with a book beneath his arm  in his yellow slippers  that she was suspected  and that all this desire of hers to give  to help  was vanity 
513,for her own self satisfaction was it that she wished so instinctively to help  to give  that people might say of her   o mrs  ramsay  dear mrs  ramsay   mrs  ramsay  of course   and need her and send for her and admire her 
514,was it not secretly this that she wanted  and therefore when mr  carmichael shrank away from her  as he did at this moment  making off to some corner where he did acrostics endlessly  she did not feel merely snubbed back in her instinct  but made aware of the pettiness of some part of her  and of human relations  how flawed they are  how despicable  how self seeking  at their best 
515,shabby and worn out  and not presumably  her cheeks were hollow  her hair was white  any longer a sight that filled the eyes with joy  she had better devote her mind to the story of the fisherman and his wife and so pacify that bundle of sensitiveness  none of her children was as sensitive as he was   her son james 
516, the man own heart grew heavy   she read aloud   and he would not go  he said to himself   it is not right   and yet he went  and when he came to the sea the water was quite purple and dark blue  and grey and thick  and no longer so green and yellow  but it was still quiet  and he stood there and said    
517,mrs  ramsay could have wished that her husband had not chosen that moment to stop 
518,why had he not gone as he said to watch the children playing cricket 
519,but he did not speak  he looked  he nodded  he approved  he went on 
520,he slipped  seeing before him that hedge which had over and over again rounded some pause  signified some conclusion  seeing his wife and child  seeing again the urns with the trailing of red geraniums which had so often decorated processes of thought  and bore  written up among their leaves  as if they were scraps of paper on which one scribbles notes in the rush of reading   he slipped  seeing all this  smoothly into speculation suggested by an article in the times about the number of americans who visit shakespeare own house every year 
521,if shakespeare had never existed  he asked  would the world have differed much from what it is today 
522,does the progress of civilization depend upon great men 
523,is the lot of the average human being better now than in the time of the pharaohs 
524,is the lot of the average human being  however  he asked himself  the criterion by which we judge the measure of civilization 
525,possibly not 
526,possibly the greatest good requires the existence of a slave class 
527,the liftman in the tube is an eternal necessity 
528,the thought was distasteful to him 
529,he tossed his head 
530,to avoid it  he would find some way of snubbing the predominance of the arts 
531,he would argue that the world exists for the average human being  that the arts are merely a decoration imposed on the top of human life  they do not express it 
532,nor is shakespeare necessary to it 
533,not knowing precisely why it was that he wanted to disparage shakespeare and come to the rescue of the man who stands eternally in the door of the lift  he picked a leaf sharply from the hedge 
534,all this would have to be dished up for the young men at cardiff next month  he thought  here  on his terrace  he was merely foraging and picnicking  he threw away the leaf that he had picked so peevishly  like a man who reaches from his horse to pick a bunch of roses  or stuffs his pockets with nuts as he ambles at his ease through the lanes and fields of a country known to him from boyhood 
535,it was all familiar  this turning  that stile  that cut across the fields 
536,hours he would spend thus  with his pipe  of an evening  thinking up and down and in and out of the old familiar lanes and commons  which were all stuck about with the history of that campaign there  the life of this statesman here  with poems and with anecdotes  with figures too  this thinker  that soldier  all very brisk and clear  but at length the lane  the field  the common  the fruitful nut tree and the flowering hedge led him on to that further turn of the road where he dismounted always  tied his horse to a tree  and proceeded on foot alone 
537,he reached the edge of the lawn and looked out on the bay beneath 
538,it was his fate  his peculiarity  whether he wished it or not  to come out thus on a spit of land which the sea is slowly eating away  and there to stand  like a desolate sea bird  alone 
539,it was his power  his gift  suddenly to she would all superfluities  to shrink and diminish so that he looked barer and felt sparer  even physically  yet lost none of his intensity of mind  and so to stand on his little ledge facing the dark of human ignorance  how we know nothing and the sea eats away the ground we stand on   that was his fate  his gift 
540,but having thrown away  when he dismounted  all gestures and fripperies  all trophies of nuts and roses  and shrunk so that not only fame but even his own name was forgotten by him  kept even in that desolation a vigilance which spared no phantom and luxuriated in no vision  and it was in this guise that he inspired in william bankes  intermittently  and in charles tansley  obsequiously and in his wife now  when she looked up and saw him standing at the edge of the lawn  profoundly  reverence  and pity  and gratitude too  as a stake driven into the bed of a channel upon which the gulls perch and the waves beat inspires in merry boat loads a feeling of gratitude for the duty it is taking upon itself of marking the channel out there in the floods alone 
541, but the father of eight children has no choice  
542,muttering half aloud  so he broke off  turned  sighed  raised his eyes  sought the figure of his wife reading stories to his little boy  filled his pipe 
543,he turned from the sight of human ignorance and human fate and the sea eating the ground we stand on  which  had he been able to contemplate it fixedly might have led to something  and found consolation in trifles so slight compared with the august theme just now before him that he was disposed to slur that comfort over  to deprecate it  as if to be caught happy in a world of misery was for an honest man the most despicable of crimes 
544,it was true  he was for the most part happy  he had his wife  he had his children  he had promised in six weeks  time to talk  some nonsense  to the young men of cardiff about locke  hume  berkeley  and the causes of the french revolution 
545,but this and his pleasure in it  his glory in the phrases he made  in the ardour of youth  in his wife own beauty  in the tributes that reached him from swansea  cardiff  exeter  southampton  kidderminster  oxford  cambridge   all had to be deprecated and concealed under the phrase  talking nonsense   because  in effect  he had not done the thing he might have done 
546,it was a disguise  it was the refuge of a man afraid to own his own feelings  who could not say  this is what i like   this is what i am  and rather pitiable and distasteful to william bankes and lily briscoe  who wondered why such concealments should be necessary  why he needed always praise  why so brave a man in thought should be so timid in life  how strangely he was venerable and laughable at one and the same time 
547,teaching and preaching is beyond human power  lily suspected 
548, she was putting away her things  
549,if you are exalted you must somehow come a cropper 
550,mrs  ramsay gave him what he asked too easily 
551,then the change must be so upsetting  lily said 
552,he comes in from his books and finds us all playing games and talking nonsense 
553,imagine what a change from the things he thinks about  she said 
554,he was bearing down upon them 
555,now he stopped dead and stood looking in silence at the sea 
556,now he had turned away again 
557,yes  mr  bankes said  watching him go 
558,it was a thousand pities 
559, lily had said something about his frightening her   he changed from one mood to another so suddenly  
560,yes  said mr  bankes  it was a thousand pities that ramsay could not behave a little more like other people 
561, for he liked lily briscoe  he could discuss ramsay with her quite openly  
562,it was for that reason  he said  that the young do not read carlyle 
563,a crusty old grumbler who lost his temper if the porridge was cold  why should he preach to us 
564,was what mr  bankes understood that young people said nowadays 
565,it was a thousand pities if you thought  as he did  that carlyle was one of the great teachers of mankind 
566,lily was ashamed to say that she had not read carlyle since she was at school 
567,but in her opinion one liked mr  ramsay all the better for thinking that if his little finger ached the whole world must come to an end 
568,it was not that she minded 
569,for who could be deceived by him 
570,he asked you quite openly to flatter him  to admire him  his little dodges deceived nobody 
571,what she disliked was his narrowness  his blindness  she said  looking after him 
572, a bit of a hypocrite  
573,mr  bankes suggested  looking too at mr  ramsay own back  for was he not thinking of his friendship  and of cam refusing to give him a flower  and of all those boys and girls  and his own house  full of comfort  but  since his wife own death  quiet rather 
574,of course  he had his work   all the same  he rather wished lily to agree that ramsay was  as he said   a bit of a hypocrite  
575,lily briscoe went on putting away her brushes  looking up  looking down 
576,looking up  there he was   mr  ramsay   advancing towards them  swinging  careless  oblivious  remote 
577,a bit of a hypocrite 
578,she repeated 
579,oh  no   the most sincere of men  the truest  here he was   the best  but  looking down  she thought  he is absorbed in himself  he is tyrannical  he is unjust  and kept looking down  purposely  for only so could she keep steady  staying with the ramsays 
580,directly one looked up and saw them  what she called  being in love  flooded them 
581,they became part of that unreal but penetrating and exciting universe which is the world seen through the eyes of love 
582,the sky stuck to them  the birds sang through them 
583,and  what was even more exciting  she felt  too  as she saw mr  ramsay bearing down and retreating  and mrs  ramsay sitting with james in the window and the cloud moving and the tree bending  how life  from being made up of little separate incidents which one lived one by one  became curled and whole like a wave which bore one up and threw one down with it  there  with a dash on the beach 
584,mr  bankes expected her to answer 
585,and she was about to say something criticizing mrs  ramsay  how she was alarming  too  in her way  high handed  or words to that effect  when mr  bankes made it entirely unnecessary for her to speak by his rapture 
586,for such it was considering his age  turned sixty  and his cleanliness and his impersonality  and the white scientific coat which seemed to clothe him 
587,for him to gaze as lily saw him gazing at mrs  ramsay was a rapture  equivalent  lily felt  to the loves of dozens of young men  and perhaps mrs  ramsay had never excited the loves of dozens of young men  
588,it was love  she thought  pretending to move her canvas  distilled and filtered  love that never attempted to clutch its object  but  like the love which mathematicians bear their symbols  or poets their phrases  was meant to be spread over the world and become part of the human gain 
589,so it was indeed 
590,the world by all means should have shared it  could mr  bankes have said why that woman pleased him so  why the sight of her reading a fairy tale to her boy had upon him precisely the same effect as the solution of a scientific problem  so that he rested in contemplation of it  and felt  as he felt when he had proved something absolute about the digestive system of plants  that barbarity was tamed  the reign of chaos subdued 
591,such a rapture   for by what other name could one call it 
592,  made lily briscoe forget entirely what she had been about to say 
593,it was nothing of importance  something about mrs  ramsay 
594,it paled beside this  rapture   this silent stare  for which she felt intense gratitude  for nothing so solaced her  eased her of the perplexity of life  and miraculously raised its burdens  as this sublime power  this heavenly gift  and one would no more disturb it  while it lasted  than break up the shaft of sunlight  lying level across the floor 
595,that people should love like this  that mr  bankes should feel this for mrs  ramsey  she glanced at him musing  was helpful  was exalting 
596,she wiped one brush after another upon a piece of old rag  menially  on purpose 
597,she took shelter from the reverence which covered all women  she felt herself praised 
598,let him gaze  she would steal a look at her picture 
599,she could have wept 
600,it was bad  it was bad  it was infinitely bad 
601,she could have done it differently of course  the colour could have been thinned and faded  the shapes etherealised  that was how paunceforte would have seen it 
602,but then she did not see it like that 
603,she saw the colour burning on a framework of steel  the light of a butterfly own wing lying upon the arches of a cathedral 
604,of all that only a few random marks scrawled upon the canvas remained 
605,and it would never be seen  never be hung even  and there was mr  tansley whispering in her ear   women cannot paint  women cannot write    
606,she now remembered what she had been going to say about mrs  ramsay 
607,she did not know how she would have put it  but it would have been something critical 
608,she had been annoyed the other night by some highhandedness 
609,looking along the level of mr  bankes own glance at her  she thought that no woman could worship another woman in the way he worshipped  they could only seek shelter under the shade which mr  bankes extended over them both 
610,looking along his beam she added to it her different ray  thinking that she was unquestionably the loveliest of people  bowed over her book   the best perhaps  but also  different too from the perfect shape which one saw there 
611,but why different  and how different 
612,she asked herself  scraping her palette of all those mounds of blue and green which seemed to her like clods with no life in them now  yet she vowed  she would inspire them  force them to move  flow  do her bidding tomorrow 
613,how did she differ 
614,what was the spirit in her  the essential thing  by which  had you found a crumpled glove in the corner of a sofa  you would have known it  from its twisted finger  hers indisputably 
615,she was like a bird for speed  an arrow for directness 
616,she was willful  she was commanding  of course  lily reminded herself  i am thinking of her relations with women  and i am much younger  an insignificant person  living off the brompton road  
617,she opened bedroom windows 
618,she shut doors 
619, so she tried to start the tune of mrs  ramsay in her head  
620,arriving late at night  with a light tap on one own bedroom door  wrapped in an old fur coat  for the setting of her beauty was always that   hasty  but apt   she would enact again whatever it might be   charles tansley losing his umbrella  mr  carmichael snuffling and sniffing  mr  bankes saying   the vegetable salts are lost  
621,all this she would adroitly shape  even maliciously twist  and  moving over to the window  in pretence that she must go    it was dawn  she could see the sun rising    half turn back  more intimately  but still always laughing  insist that she must  minta must  they all must marry  since in the whole world whatever laurels might be tossed to her  but mrs  ramsay cared not a fig for her painting   or triumphs won by her  probably mrs  ramsay had had her share of those   and here she saddened  darkened  and came back to her chair  there could be no disputing this  an unmarried woman  she lightly took her hand for a moment   an unmarried woman has missed the best of life 
622,the house seemed full of children sleeping and mrs  ramsay listening  shaded lights and regular breathing 
623,oh  but  lily would say  there was her father  her home  even  had she dared to say it  her painting 
624,but all this seemed so little  so virginal  against the other 
625,yet  as the night wore on  and white lights parted the curtains  and even now and then some bird chirped in the garden  gathering a desperate courage she would urge her own exemption from the universal law  plead for it  she liked to be alone  she liked to be herself  she was not made for that  and so have to meet a serious stare from eyes of unparalleled depth  and confront mrs  ramsay own simple certainty  and she was childlike now  that her dear lily  her little brisk  was a fool 
626,then  she remembered  she had laid her head on mrs  ramsay own lap and laughed and laughed and laughed  laughed almost hysterically at the thought of mrs  ramsay presiding with immutable calm over destinies which she completely failed to understand 
627,there she sat  simple  serious 
628,she had recovered her sense of her now   this was the glove own twisted finger 
629,but into what sanctuary had one penetrated 
630,lily briscoe had looked up at last  and there was mrs  ramsay  unwitting entirely what had caused her laughter  still presiding  but now with every trace of wilfulness abolished  and in its stead  something clear as the space which the clouds at last uncover   the little space of sky which sleeps beside the moon 
631,was it wisdom 
632,was it knowledge 
633,was it  once more  the deceptiveness of beauty  so that all one own perceptions  half way to truth  were tangled in a golden mesh 
634,or did she lock up within her some secret which certainly lily briscoe believed people must have for the world to go on at all 
635,every one could not be as helter skelter  hand to mouth as she was 
636,but if they knew  could they tell one what they knew 
637,sitting on the floor with her arms round mrs  ramsay own knees  close as she could get  smiling to think that mrs  ramsay would never know the reason of that pressure  she imagined how in the chambers of the mind and heart of the woman who was  physically  touching her  were stood  like the treasures in the tombs of kings  tablets bearing sacred inscriptions  which if one could spell them out  would teach one everything  but they would never be offered openly  never made public 
638,what art was there  known to love or cunning  by which one pressed through into those secret chambers 
639,what device for becoming  like waters poured into one jar  inextricably the same  one with the object one adored 
640,could the body achieve  or the mind  subtly mingling in the intricate passages of the brain 
641,or the heart 
642,could loving  as people called it  make her and mrs  ramsay one 
643,for it was not knowledge but unity that she desired  not inscriptions on tablets  nothing that could be written in any language known to men  but intimacy itself  which is knowledge  she had thought  leaning her head on mrs  ramsay own knee 
644,nothing happened 
645,nothing 
646,nothing  as she leant her head against mrs  ramsay own knee 
647,and yet  she knew knowledge and wisdom were stored up in mrs  ramsay own heart 
648,how  then  she had asked herself  did one know one thing or another thing about people  sealed as they were 
649,only like a bee  drawn by some sweetness or sharpness in the air intangible to touch or taste  one haunted the dome shaped hive  ranged the wastes of the air over the countries of the world alone  and then haunted the hives with their murmurs and their stirrings  the hives  which were people 
650,mrs  ramsay rose 
651,lily rose 
652,mrs  ramsay went 
653,for days there hung about her  as after a dream some subtle change is felt in the person one has dreamt of  more vividly than anything she said  the sound of murmuring and  as she sat in the wicker arm chair in the drawing room window she wore  to lily own eyes  an august shape  the shape of a dome 
654,this ray passed level with mr  bankes own ray straight to mrs  ramsay sitting reading there with james at her knee 
655,but now while she still looked  mr  bankes had done 
656,he had put on his spectacles 
657,he had stepped back 
658,he had raised his hand 
659,he had slightly narrowed his clear blue eyes  when lily  rousing herself  saw what he was at  and winced like a dog who sees a hand raised to strike it 
660,she would have snatched her picture off the easel  but she said to herself  one must 
661,she braced herself to stand the awful trial of some one looking at her picture 
662,one must  she said  one must 
663,and if it must be seen  mr  bankes was less alarming than another 
664,but that any other eyes should see the residue of her thirty three years  the deposit of each day own living mixed with something more secret than she had ever spoken or shown in the course of all those days was an agony 
665,at the same time it was immensely exciting 
666,nothing could be cooler and quieter 
667,taking out a pen knife  mr  bankes tapped the canvas with the bone handle 
668,what did she wish to indicate by the triangular purple shape   just there  
669,he asked 
670,it was mrs  ramsay reading to james  she said 
671,she knew his objection   that no one could tell it for a human shape 
672,but she had made no attempt at likeness  she said 
673,for what reason had she introduced them then 
674,he asked 
675,why indeed 
676,  except that if there  in that corner  it was bright  here  in this  she felt the need of darkness 
677,simple  obvious  commonplace  as it was  mr  bankes was interested 
678,mother and child then   objects of universal veneration  and in this case the mother was famous for her beauty   might be reduced  he pondered  to a purple shadow without irreverence 
679,but the picture was not of them  she said 
680,or  not in his sense 
681,there were other senses too in which one might reverence them 
682,by a shadow here and a light there  for instance 
683,her tribute took that form if  as she vaguely supposed  a picture must be a tribute 
684,a mother and child might be reduced to a shadow without irreverence 
685,a light here required a shadow there 
686,he considered 
687,he was interested 
688,he took it scientifically in complete good faith 
689,the truth was that all his prejudices were on the other side  he explained 
690,the largest picture in his drawing room  which painters had praised  and valued at a higher price than he had given for it  was of the cherry trees in blossom on the banks of the kennet 
691,he had spent his honeymoon on the banks of the kennet  he said 
692,lily must come and see that picture  he said 
693,but now   he turned  with his glasses raised to the scientific examination of her canvas 
694,the question being one of the relations of masses  of lights and shadows  which  to be honest  he had never considered before  he would like to have it explained   what then did she wish to make of it 
695,and he indicated the scene before them 
696,she looked 
697,she could not show him what she wished to make of it  could not see it even herself  without a brush in her hand 
698,she took up once more her old painting position with the dim eyes and the absent minded manner  subduing all her impressions as a woman to something much more general  becoming once more under the power of that vision which she had seen clearly once and must now grope for among hedges and houses and mothers and children   her picture 
699,it was a question  she remembered  how to connect this mass on the right hand with that on the left 
700,she might do it by bringing the line of the branch across so  or break the vacancy in the foreground by an object  james perhaps  so 
701,but the danger was that by doing that the unity of the whole might be broken 
702,she stopped  she did not want to bore him  she took the canvas lightly off the easel 
703,but it had been seen  it had been taken from her 
704,this man had shared with her something profoundly intimate 
705,and  thanking mr  ramsay for it and mrs  ramsay for it and the hour and the place  crediting the world with a power which she had not suspected   that one could walk away down that long gallery not alone any more but arm in arm with somebody   the strangest feeling in the world  and the most exhilarating   she nicked the catch of her paint box to  more firmly than was necessary  and the nick seemed to surround in a circle forever the paint box  the lawn  mr  bankes  and that wild villain  cam  dashing past 
706,for cam grazed the easel by an inch  she would not stop for mr  bankes and lily briscoe  though mr  bankes  who would have liked a daughter of his own  held out his hand  she would not stop for her father  whom she grazed also by an inch  nor for her mother  who called  cam  i want you a moment   as she dashed past 
707,she was off like a bird  bullet  or arrow  impelled by what desire  shot by whom  at what directed  who could say 
708,what  what 
709,mrs  ramsay pondered  watching her 
710,it might be a vision   of a she will  of a wheelbarrow  of a fairy kingdom on the far side of the hedge  or it might be the glory of speed  no one knew 
711,but when mrs  ramsay called  cam   a second time  the projectile dropped in mid career  and cam came lagging back  pulling a leaf by the way  to her mother 
712,what was she dreaming about  mrs  ramsay wondered  seeing her engrossed  as she stood there  with some thought of her own  so that she had to repeat the message twice   ask mildred if andrew  miss doyle  and mr  rayley have come back 
713,  the words seemed to be dropped into a well  where  if the waters were clear  they were also so extraordinarily distorting that  even as they descended  one saw them twisting about to make heaven knows what pattern on the floor of the child own mind 
714,what message would cam give the cook 
715,mrs  ramsay wondered 
716,and indeed it was only by waiting patiently  and hearing that there was an old woman in the kitchen with very red cheeks  drinking soup out of a basin  that mrs  ramsay at last prompted that parrot like instinct which had picked up mildred own words quite accurately and could now produce them  if one waited  in a colourless singsong 
717,shifting from foot to foot  cam repeated the words   no  they have not  and I have told ellen to clear away tea  
718,minta doyle and paul rayley had not come back then 
719,that could only mean  mrs  ramsay thought  one thing 
720,she must accept him  or she must refuse him 
721,this going off after luncheon for a walk  even though andrew was with them   what could it mean 
722,except that she had decided  rightly  mrs  ramsay thought  and she was very  very fond of minta   to accept that good fellow  who might not be brilliant  but then  thought mrs  ramsay  realising that james was tugging at her  to make her go on reading aloud the fisherman and his wife  she did in her own heart infinitely prefer boobies to clever men who wrote dissertations  charles tansley  for instance 
723,anyhow it must have happened  one way or the other  by now 
724,but she read   next morning the wife awoke first  and it was just daybreak  and from her bed she saw the beautiful country lying before her  her husband was still stretching himself    
725,but how could minta say now that she would not have him 
726,not if she agreed to spend whole afternoons trapesing about the country alone   for andrew would be off after his crabs   but possibly nancy was with them 
727,she tried to recall the sight of them standing at the hall door after lunch 
728,there they stood  looking at the sky  wondering about the weather  and she had said  thinking partly to cover their shyness  partly to encourage them to be off  for her sympathies were with paul  
729, there is not a cloud anywhere within miles   at which she could feel little charles tansley  who had followed them out  snigger 
730,but she did it on purpose 
731,whether nancy was there or not  she could not be certain  looking from one to the other in her mind own eye 
732,she read on   ah  wife   said the man   why should we be king  i do not want to be king    well   said the wife   if you will not be king  i will  go to the flounder  for i will be king  
733, come in or go out  cam   she said  knowing that cam was attracted only by the word  flounder  and that in a moment she would fidget and fight with james as usual 
734,cam shot off 
735,mrs  ramsay went on reading  relieved  for she and james shared the same tastes and were comfortable together 
736, and when he came to the sea  it was quite dark grey  and the water heaved up from below  and smelt putrid 
737,then he went and stood by it and said 
738, flounder  flounder  in the sea  come  i pray thee  here to me  for my wife  good ilsabil  wills not as I would have her will 
739, well  what does she want then   said the flounder 
740,  and where were they now  mrs  ramsay wondered  reading and thinking  quite easily  both at the same time  for the story of the fisherman and his wife was like the bass gently accompanying a tune  which now and then ran up unexpectedly into the melody  and when should she be told  if nothing happened  she would have to speak seriously to minta  for she could not go trapesing about all over the country  even if nancy were with them  she tried again  unsuccessfully  to visualize their backs going down the path  and to count them   she was responsible to minta own parents   the owl and the poker  her nicknames for them shot into her mind as she read  the owl and the poker   yes  they would be annoyed if they heard   and they were certain to hear   that minta  staying with the ramsays  had been seen etcetera  etcetera  etcetera   he wore a wig in the house of commons and she ably assisted him at the head of the stairs   she repeated  fishing them up out of her mind by a phrase which  coming back from some party  she had made to amuse her husband  dear  dear  mrs  ramsay said to herself  how did they produce this incongruous daughter  this tomboy minta  with a hole in her stocking  how did she exist in that portentous atmosphere where the maid was always removing in a dust pan the sand that the parrot had scattered  and conversation was almost entirely reduced to the exploits   interesting perhaps  but limited after all   of that bird  naturally  one had asked her to lunch  tea  dinner  finally to stay with them up at finlay  which had resulted in some friction with the owl  her mother  and more calling  and more conversation  and more sand  and really at the end of it  she had told enough lies about parrots to last her a lifetime  so she had said to her husband that night  coming back from the party   however  minta came   yes  she came  mrs  ramsay thought  suspecting some thorn in the tangle of this thought  and disengaging it found it to be this  a woman had once accused her of  robbing her of her daughter own affections   something mrs  doyle had said made her remember that charge again  wishing to dominate  wishing to interfere  making people do what she wished   that was the charge against her  and she thought it most unjust  how could she help being  like that  to look at 
741,no one could accuse her of taking pains to impress 
742,she was often ashamed of her own shabbiness 
743,nor was she domineering  nor was she tyrannical 
744,it was more true about hospitals and drains and the dairy 
745,about things like that she did feel passionately  and would  if she had the chance  have liked to take people by the scruff of their necks and make them see 
746,no hospital on the whole island 
747,it was a disgrace 
748,milk delivered at your door in london positively brown with dirt 
749,it should be made illegal 
750,a model dairy and a hospital up here   those two things she would have liked to do  herself 
751,but how 
752,with all these children 
753,when they were older  then perhaps she would have time  when they were all at school 
754,oh  but she never wanted james to grow a day older  or cam either 
755,these two she would have liked to keep for ever just as they were  demons of wickedness  angels of delight  never to see them grow up into long legged monsters 
756,nothing made up up for the loss 
757,when she read just now to james   and there were numbers of soldiers with kettledrums and trumpets   and his eyes darkened  she thought  why should they grow up and lose all that 
758,he was the most gifted  the most sensitive of her children 
759,but all  she thought  were full of promise 
760,prue  a perfect angel with the others  and sometimes now  at night especially  she took one own breath away with her beauty 
761,andrew   even her husband admitted that his gift for mathematics was extraordinary 
762,and nancy and roger  they were both wild creatures now  scampering about over the country all day long 
763,as for rose  her mouth was too big  but she had a wonderful gift with her hands 
764,if they had charades  rose made the dresses  made everything  liked best arranging tables  flowers  anything 
765,she did not like it that jasper should shoot birds  but it was only a stage  they all went through stages 
766,why  she asked  pressing her chin on james own head  should they grow up so fast 
767,why should they go to school 
768,she would have liked always to have had a baby 
769,she was happiest carrying one in her arms 
770,then people might say she was tyrannical  domineering  masterful  if they chose  she did not mind 
771,and  touching his hair with her lips  she thought  he will never be so happy again  but stopped herself  remembering how it angered her husband that she should say that 
772,still  it was true 
773,they were happier now than they would ever be again 
774,a tenpenny tea set made cam happy for days 
775,she heard them stamping and crowing on the floor above her head the moment they awoke 
776,they came bustling along the passage 
777,then the door sprang open and in they came  fresh as roses  staring  wide awake  as if this coming into the dining room after breakfast  which they did every day of their lives  was a positive event to them  and so on  with one thing after another  all day long  until she went up to say good night to them  and found them netted in their cots like birds among cherries and raspberries  still making up stories about some little bit of rubbish   something they had heard  something they had picked up in the garden 
778,they all had their little treasures   and so she went down and said to her husband  why must they grow up and lose it all 
779,never will they be so happy again 
780,and he was angry 
781,why take such a gloomy view of life 
782,he said 
783,it is not sensible 
784,for it was odd  and she believed it to be true  that with all his gloom and desperation he was happier  more hopeful on the whole  than she was 
785,less exposed to human worries   perhaps that was it 
786,he had always his work to fall back on 
787,not that she herself was  pessimistic   as he accused her of being 
788,only she thought life   and a little strip of time presented itself to her eyes   her fifty years 
789,there it was before her   life 
790,life  she thought   but she did not finish her thought 
791,she took a look at life  for she had a clear sense of it there  something real  something private  which she shared neither with her children nor with her husband 
792,a sort of transaction went on between them  in which she was on one side  and life was on another  and she was always trying to get the better of it  as it was of her  and sometimes they parleyed  when she sat alone   there were  she remembered  great reconciliation scenes  but for the most part  oddly enough  she must admit that she felt this thing that she called life terrible  hostile  and quick to pounce on you if you gave it a chance 
793,there were eternal problems  suffering  death  the poor 
794,there was always a woman dying of cancer even here 
795,and yet she had said to all these children  you shall go through it all 
796,to eight people she had said relentlessly that  and the bill for the greenhouse would be fifty pounds  
797,for that reason  knowing what was before them   love and ambition and being wretched alone in dreary places   she had often the feeling  why must they grow up and lose it all 
798,and then she said to herself  brandishing her sword at life  nonsense 
799,they will be perfectly happy 
800,and here she was  she reflected  feeling life rather sinister again  making minta marry paul rayley  because whatever she might feel about her own transaction  she had had experiences which need not happen to every one  she did not name them to herself   she was driven on  too quickly she knew  almost as if it were an escape for her too  to say that people must marry  people must have children 
801,was she wrong in this  she asked herself  reviewing her conduct for the past week or two  and wondering if she had indeed put any pressure upon minta  who was only twenty four  to make up her mind 
802,she was uneasy 
803,had she not laughed about it 
804,was she not forgetting again how strongly she influenced people 
805,marriage needed   oh  all sorts of qualities  the bill for the greenhouse would be fifty pounds   one   she need not name it   that was essential  the thing she had with her husband 
806,had they that 
807, then he put on his trousers and ran away like a madman   she read 
808, but outside a great storm was raging and blowing so hard that he could scarcely keep his feet  houses and trees toppled over  the mountains trembled  rocks rolled into the sea  the sky was pitch black  and it thundered and lightened  and the sea came in with black waves as high as church towers and mountains  and all with white foam at the top  
809,she turned the page  there were only a few lines more  so that she would finish the story  though it was past bed time 
810,it was getting late 
811,the light in the garden told her that  and the whitening of the flowers and something grey in the leaves conspired together  to rouse in her a feeling of anxiety 
812,what it was about she could not think at first 
813,then she remembered  paul and minta and andrew had not come back 
814,she summoned before her again the little group on the terrace in front of the hall door  standing looking up into the sky 
815,andrew had his net and basket 
816,that meant he was going to catch crabs and things 
817,that meant he would climb out on to a rock  he would be cut off 
818,or coming back single file on one of those little paths above the cliff one of them might slip 
819,he would roll and then crash 
820,it was growing quite dark 
821,but she did not let her voice change in the least as she finished the story  and added  shutting the book  and speaking the last words as if she had made them up herself  looking into james own eyes   and there they are living still at this very time  
822, and that is the end   she said  and she saw in his eyes  as the interest of the story died away in them  something else take its place  something wondering  pale  like the reflection of a light  which at once made him gaze and marvel 
823,turning  she looked across the bay  and there  sure enough  coming regularly across the waves first two quick strokes and then one long steady stroke  was the light of the lighthouse 
824,it had been lit 
825,in a moment he would ask her   are we going to the lighthouse  
826,and she would have to say   no  not tomorrow  your father says not  
827,happily  mildred came in to fetch them  and the bustle distracted them 
828,but he kept looking back over his shoulder as mildred carried him out  and she was certain that he was thinking  we are not going to the lighthouse tomorrow  and she thought  he will remember that all his life 
829,no  she thought  putting together some of the pictures he had cut out   a refrigerator  a mowing machine  a gentleman in evening dress   children never forget 
830,for this reason  it was so important what one said  and what one did  and it was a relief when they went to bed 
831,for now she need not think about anybody 
832,she could be herself  by herself 
833,and that was what now she often felt the need of   to think  well  not even to think 
834,to be silent  to be alone 
