,sent_raw
287,"And Croom on the Mind and Bates on the Savage Customs of Polynesia (""My dear, stand still,"" she said) - ”neither of those could one send to the Lighthouse."
288,"At a certain moment, she supposed, the house would become so shabby that something must be done."
289,If they could be taught to wipe their feet and not bring the beach in with them - ”that would be something.
290,"Crabs, she had to allow, if Andrew really wished to dissect them, or if Jasper believed that one could make soup from seaweed, one could not prevent it; or Rose's objects - ”shells, reeds, stones; for they were gifted, her children, but all in quite different ways."
291,"And the result of it was, she sighed, taking in the whole room from floor to ceiling, as she held the stocking against James's leg, that things got shabbier and got shabbier summer after summer."
292,The mat was fading; the wall-paper was flapping.
293,You couldn't tell any more that those were roses on it.
294,"Still, if every door in a house is left perpetually open, and no lockmaker in the whole of Scotland can mend a bolt, things must spoil."
295,What was the use of flinging a green Cashemere shawl over the edge of a picture frame?
296,In two weeks it would be the colour of pea soup.
297,But it was the doors that annoyed her; every door was left open.
298,She listened.
299,"The drawing-room door was open; the hall door was open; it sounded as if the bedroom doors were open; and certainly the window on the landing was open, for that she had opened herself."
300,"That windows should be open, and doors shut - ”simple as it was, could none of them remember it?"
301,"She would go into the maids' bedrooms at night and find them sealed like ovens, except for Marie's, the Swiss girl, who would rather go without a bath than without fresh air, but then at home, she had said, ""the mountains are so beautiful."""
302,She had said that last night looking out of the window with tears in her eyes.
303,"""The mountains are so beautiful."""
304,"Her father was dying there, Mrs. Ramsay knew."
305,He was leaving them fatherless.
306,"Scolding and demonstrating (how to make a bed, how to open a window, with hands that shut and spread like a Frenchwoman's) all had folded itself quietly about her, when the girl spoke, as, after a flight through the sunshine the wings of a bird fold themselves quietly and the blue of its plumage changes from bright steel to soft purple."
307,She had stood there silent for there was nothing to be said.
308,He had cancer of the throat.
309,"At the recolection - ”how she had stood there, how the girl had said, ""At home the mountains are so beautiful,"" and there was no hope, no hope whatever, she had a spasm of irritation, and speaking sharply, said to James:"
310,"""Stand still. Don't be tiresome,"" so that he knew instantly that her severity was real, and straightened his leg and she measured it."
311,"The stocking was too short by half an inch at least, making allowance for the fact that Sorley's little boy would be less well grown than James."
312,"""It's too short,"" she said, ""ever so much too short."""
313,Never did anybody look so sad.
314,"Bitter and black, half-way down, in the darkness, in the shaft which ran from the sunlight to the depths, perhaps a tear formed; a tear fell; the waters swayed this way and that, received it, and were at rest."
315,Never did anybody look so sad.
316,"But was it nothing but looks, people said?"
317,What was there behind it - ”her beauty and splendour?
318,"Had he blown his brains out, they asked, had he died the week before they were married - ”some other, earlier lover, of whom rumours reached one?"
319,Or was there nothing?
320,"nothing but an incomparable beauty which she lived behind, and could do nothing to disturb?"
321,"For easily though she might have said at some moment of intimacy when stories of great passion, of love foiled, of ambition thwarted came her way how she too had known or felt or been through it herself, she never spoke."
322,She was silent always.
323,She knew then - ”she knew without having learnt.
324,Her simplicity fathomed what clever people falsified.
325,"Her singleness of mind made her drop plumb like a stone, alight exact as a bird, gave her, naturally, this swoop and fall of the spirit upon truth which delighted, eased, sustained - ”falsely perhaps."
326,"""Nature has but little clay,"" said Mr. Bankes once, much moved by her voice on the telephone, though she was only telling him a fact about a train, ""like that of which she moulded you."""
327,"He saw her at the end of the line, Greek, blue-eyed, straight-nosed."
328,How incongruous it seemed to be telephoning to a woman like that.
329,The Graces assembling seemed to have joined hands in meadows of asphodel to compose that face.
330,"Yes, he would catch the 10:30 at Euston."
331,"""But she's no more aware of her beauty than a child,"" said Mr. Bankes, replacing the receiver and crossing the room to see what progress the workmen were making with an hotel which they were building at the back of his house."
332,And he thought of Mrs. Ramsay as he looked at that stir among the unfinished walls.
333,"For always, he thought, there was something incongruous to be worked into the harmony of her face."
334,She clapped a deer-stalker's hat on her head; she ran across the lawn in galoshes to snatch a child from mischief.
335,"So that if it was her beauty merely that one thought of, one must remember the quivering thing, the living thing (they were carrying bricks up a little plank as he watched them), and work it into the picture; or if one thought of her simply as a woman, one must endow her with some freak of idiosyncrasy - ”she did not like admiration - ”or suppose some latent desire to doff her royalty of form as if her beauty bored her and all that men say of beauty, and she wanted only to be like other people, insignificant."
336,He did not know.
337,He did not know.
338,He must go to his work.
339,"Knitting her reddish-brown hairy stocking, with her head outlined absurdly by the gilt frame, the green shawl which she had tossed over the edge of the frame, and the authenticated masterpiece by Michael Angelo, Mrs. Ramsay smoothed out what had been harsh in her manner a moment before, raised his head, and kissed her little boy on the forehead."
340,"""Let us find another picture to cut out,"" she said."
341,But what had happened?
342,Some one had blundered.
343,Starting from her musing she gave meaning to words which she had held meaningless in her mind for a long stretch of time.
344,"""Some one had blundered"" - ”Fixing her short-sighted eyes upon her husband, who was now bearing down upon her, she gazed steadily until his closeness revealed to her (the jingle mated itself in her head) that something had happened, some one had blundered."
345,But she could not for the life of her think what.
346,He shivered; he quivered.
347,"All his vanity, all his satisfaction in his own splendour, riding fell as a thunderbolt, fierce as a hawk at the head of his men through the valley of death, had been shattered, destroyed."
348,"Stormed at by shot and shell, boldly we rode and well, flashed through the valley of death, volleyed and thundered - ”straight into Lily Briscoe and William Bankes."
349,He quivered; he shivered.
350,"Not for the world would she have spoken to him, realising, from the familiar signs, his eyes averted, and some curious gathering together of his person, as if he wrapped himself about and needed privacy into which to regain his equilibrium, that he was outraged and anguished."
351,"She stroked James's head; she transferred to him what she felt for her husband, and, as she watched him chalk yellow the white dress shirt of a gentleman in the Army and Navy Stores catalogue, thought what a delight it would be to her should he turn out a great artist; and why should he not?"
352,He had a splendid forehead.
353,"Then, looking up, as her husband passed her once more, she was relieved to find that the ruin was veiled; domesticity triumphed; custom crooned its soothing rhythm, so that when stopping deliberately, as his turn came round again, at the window he bent quizzically and whimsically to tickle James's bare calf with a sprig of something, she twitted him for having dispatched ""that poor young man,"" Charles Tansley."
354,"Tansley had had to go in and write his dissertation, he said."
355,"""James will have to write HIS dissertation one of these days,"" he added ironically, flicking his sprig."
356,"Hating his father, James brushed away the tickling spray with which in a manner peculiar to him, compound of severity and humour, he teased his youngest son's bare leg."
357,"She was trying to get these tiresome stockings finished to send to Sorley's little boy tomorrow, said Mrs. Ramsay."
358,"There wasn't the slightest possible chance that they could go to the Lighthouse tomorrow, Mr. Ramsay snapped out irascibly."
359,How did he know?
360,she asked.
361,The wind often changed.
362,"The extraordinary irrationality of her remark, the folly of women's minds enraged him."
363,"He had ridden through the valley of death, been shattered and shivered; and now, she flew in the face of facts, made his children hope what was utterly out of the question, in effect, told lies."
364,He stamped his foot on the stone step.
365,"""Damn you,"" he said."
366,But what had she said?
367,Simply that it might be fine tomorrow.
368,So it might.
369,Not with the barometer falling and the wind due west.
370,"To pursue truth with such astonishing lack of consideration for other people's feelings, to rendthe thin veils of civilization so wantonly, so brutally, was to her so horrible an outrage of human decency that, without replying, dazed and blinded, she bent her head as if to let the pelt of jagged hail, the drench of dirty water, bespatter her unrebuked."
371,There was nothing to be said.
372,He stood by her in silence.
373,"Very humbly, at length, he said that he would step over and ask the Coastguards if she liked."
374,There was nobody whom she reverenced as she reverenced him.
375,"She was quite ready to take his word for it, she said."
376,Only then they need not cut sandwiches - ”that was all.
377,"They came to her, naturally, since she was a woman, all day long with this and that; one wanting this, another that; the children were growing up; she often felt she was nothing but a sponge sopped full of human emotions."
378,"Then he said, Damn you."
379,"He said, It must rain."
380,"He said, It won't rain; and instantly a Heaven of security opened before her."
381,There was nobody she reverenced more.
382,"She was not good enough to tie his shoe strings, she felt."
383,"Already ashamed of that petulance, of that gesticulation of the hands when charging at the head of his troops, Mr. Ramsay rather sheepishly prodded his son's bare legs once more, and then, as if he had her leave for it, with a movement which oddly reminded his wife of the great sea lion at the Zoo tumbling backwards after swallowing his fish and walloping off so that the water in the tank washes from side to side, he dived into the evening air which, already thinner, was taking the substance from leaves and hedges but, as if in return, restoring to roses and pinks a lustre which they had not had by day."
384,"""Some one had blundered,"" he said again, striding off, up and down the terrace."
385,But how extraordinarily his note had changed!
386,"It was like the cuckoo; ""in June he gets out of tune""; as if he were trying over, tentatively seeking, some phrase for a new mood, and having only this at hand, used it, cracked though it was."
387,"But it sounded ridiculous - ”""Some one had blundered"" - ”said like that, almost as a question, without any conviction, melodiously."
388,"Mrs. Ramsay could not help smiling, and soon, sure enough, walking up and down, he hummed it, dropped it, fell silent."
389,"He was safe, he was restored to his privacy."
390,"He stopped to light his pipe, looked once at his wife and son in the window, and as one raises one's eyes from a page in an express train and sees a farm, a tree, a cluster of cottages as an illustration, a confirmation of something on the printed page to which one returns, fortified, and satisfied, so without his distinguishing either his son or his wife, the sight of them fortified him and satisfied him and consecrated his effort to arrive at a perfectly clear understanding of the problem which now engaged the energies of his splendid mind."
391,It was a splendid mind.
392,"For if thought is like the keyboard of a piano, divided into so many notes, or like the alphabet is ranged in twenty-six letters all in order, then his splendid mind had no sort of difficulty in running over those letters one by one, firmly and accurately, until it had reached, say, the letter Q. He reached Q. Very few people in the whole of England ever reach Q. Here, stopping for one moment by the stone urn which held the geraniums, he saw, but now far, far away, like children picking up shells, divinely innocent and occupied with little trifles at their feet and somehow entirely defenceless against a doom which he perceived, his wife and son, together, in the window."
393,They needed his protection; he gave it them.
394,But after Q?
395,What comes next?
396,"After Q there are a number of letters the last of which is scarcely visible to mortal eyes, but glimmers red in the distance."
397,Z is only reached once by one man in a generation.
398,"Still, if he could reach R it would be something."
399,Here at least was Q. He dug his heels in at Q. Q he was sure of.
400,Q he could demonstrate.
401,If Q then is Q - ”R - ”.
402,"Here he knocked his pipe out, with two or three resonant taps on the handle of the urn, and proceeded."
403,"""Then R..."""
404,He braced himself.
405,He clenched himself.
406,"Qualities that would have saved a ship's company exposed on a broiling sea with six biscuits and a flask of water - ”endurance and justice, foresight, devotion, skill, came to his help."
407,R is then - ”what is R?
408,"A shutter, like the leathern eyelid of a lizard, flickered over the intensity of his gaze and obscured the letter R. In that flash of darkness he heard people saying - ”he was a failure - ”that R was beyond him."
409,"He would never reach R. On to R, once more."
410,R - ”
411,"Qualities that in a desolate expedition across the icy solitudes of the Polar region would have made him the leader, the guide, the counsellor, whose temper, neither sanguine nor despondent, surveys with equanimity what is to be and faces it, came to his help again."
412,R - ”
413,The lizard's eye flickered once more.
414,The veins on his forehead bulged.
415,"The geranium in the urn became startlingly visible and, displayed among its leaves, he could see, without wishing it, that old, that obvious distinction between the two classes of men; on the one hand the steady goers of superhuman strength who, plodding and persevering, repeat the whole alphabet in order, twenty-six letters in all, from start to finish; on the other the gifted, the inspired who, miraculously, lump all the letters together in one flash - ”the way of genius."
416,"He had not genius; he laid no claim to that: but he had, or might have had, the power to repeat every letter of the alphabet from A to Z accurately in order."
417,"Meanwhile, he stuck at Q. On, then, on to R."
418,"Feelings that would not have disgraced a leader who, now that the snow has begun to fall and the mountain top is covered in mist, knows that he must lay himself down and die before morning comes, stole upon him, paling the colour of his eyes, giving him, even in the two minutes of his turn on the terrace, the bleached look of withered old age."
419,"Yet he would not die lying down; he would find some crag of rock, and there, his eyes fixed on the storm, trying to the end to pierce the darkness, he would die standing."
420,He would never reach R.
421,"He stood stock-still, by the urn, with the geranium flowing over it."
422,"How many men in a thousand million, he asked himself, reach Z after all?"
423,"Surely the leader of a forlorn hope may ask himself that, and answer, without treachery to the expedition behind him, ""One perhaps."""
424,One in a generation.
425,Is he to be blamed then if he is not that one?
426,"provided he has toiled honestly, given to the best of his power, and till he has no more left to give?"
427,And his fame lasts how long?
428,It is permissible even for a dying hero to think before he dies how men will speak of him hereafter.
429,His fame lasts perhaps two thousand years.
430,And what are two thousand years?
431,"(asked Mr. Ramsay ironically, staring at the hedge)."
432,"What, indeed, if you look from a mountain top down the long wastes of the ages?"
433,The very stone one kicks with one's boot will outlast Shakespeare.
434,"His own little light would shine, not very brightly, for a year or two, and would then be merged in some bigger light, and that in a bigger still."
435,"(He looked into the hedge, into the intricacy of the twigs.)"
436,"Who then could blame the leader of that forlorn party which after all has climbed high enough to see the waste of the years and the perishing of the stars, if before death stiffens his limbs beyond the power of movement he does a little consciously raise his numbed fingers to his brow, and square his shoulders, so that when the search party comes they will find him dead at his post, the fine figure of a soldier?"
437,Mr. Ramsay squared his shoulders and stood very upright by the urn.
438,"Who shall blame him, if, so standing for a moment he dwells upon fame, upon search parties, upon cairns raised by grateful followers over his bones?"
439,"Finally, who shall blame the leader of the doomed expedition, if, having adventured to the uttermost, and used his strength wholly to the last ounce and fallen asleep not much caring if he wakes or not, he now perceives by some pricking in his toes that he lives, and does not on the whole object to live, but requires sympathy, and whisky, and some one to tell the story of his suffering to at once?"
440,Who shall blame him?
441,"Who will not secretly rejoice when the hero puts his armour off, and halts by the window and gazes at his wife and son, who, very distant at first, gradually come closer and closer, till lips and book and head are clearly before him, though still lovely and unfamiliar from the intensity of his isolation and the waste of ages and the perishing of the stars, and finally putting his pipe in his pocket and bending his magnificent head before her - ”who will blame him if he does homage to the beauty of the world?"
442,But his son hated him.
443,"He hated him for coming up to them, for stopping and looking down on them; he hated him for interrupting them; he hated him for the exaltation and sublimity of his gestures; for the magnificence of his head; for his exactingness and egotism (for there he stood, commanding them to attend to him) but most of all he hated the twang and twitter of his father's emotion which, vibrating round them, disturbed the perfect simplicity and good sense of his relations with his mother."
444,"By looking fixedly at the page, he hoped to make him move on; by pointing his finger at a word, he hoped to recall his mother's attention, which, he knew angrily, wavered instantly his father stopped."
445,"But, no."
446,Nothing would make Mr. Ramsay move on.
447,"There he stood, demanding sympathy."
448,"Mrs. Ramsay, who had been sitting loosely, folding her son in her arm, braced herself, and, half turning, seemed to raise herself with an effort, and at once to pour erect into the air a rain of energy, a column of spray, looking at the same time animated and alive as if all her energies were being fused into force, burning and illuminating (quietly though she sat, taking up her stocking again), and into this delicious fecundity, this fountain and spray of life, the fatal sterility of the male plunged itself, like a beak of brass, barren and bare."
449,He wanted sympathy.
450,"He was a failure, he said."
451,Mrs. Ramsay flashed her needles.
452,"Mr. Ramsay repeated, never taking his eyes from her face, that he was a failure."
453,She blew the words back at him.
454,"""Charles Tansley..."" she said."
455,But he must have more than that.
456,"It was sympathy he wanted, to be assured of his genius, first of all, and then to be taken within the circle of life, warmed and soothed, to have his senses restored to him, his barrenness made furtile, and all the rooms of the house made full of life - ”the drawing-room; behind the drawing-room the kitchen; above the kitchen the bedrooms; and beyond them the nurseries; they must be furnished, they must be filled with life."
457,"Charles Tansley thought him the greatest metaphysician of the time, she said."
458,But he must have more than that.
459,He must have sympathy.
460,"He must be assured that he too lived in the heart of life; was needed; not only here, but all over the world."
461,"Flashing her needles, confident, upright, she created drawing-room and kitchen, set them all aglow; bade him take his ease there, go in and out, enjoy himself."
462,"She laughed, she knitted."
463,"Standing between her knees, very stiff, James felt all her strength flaring up to be drunk and quenched by the beak of brass, the arid scimitar of the male, which smote mercilessly, again and again, demanding sympathy."
464,"He was a failure, he repeated."
465,"Well, look then, feel then."
466,"Flashing her needles, glancing round about her, out of the window, into the room, at James himself, she assured him, beyond a shadow of a doubt, by her laugh, her poise, her competence (as a nurse carrying a light across a dark room assures a fractious child), that it was real; the house was full; the garden blowing."
467,"If he put implicit faith in her, nothing should hurt him; however deep he buried himself or climed high, not for a second should he find himself without her."
468,"So boasting of her capacity to surround and protect, there was scarcely a shell of herself left for her to know herself by; all was so lavished and spent; and James, as he stood stiff between her knees, felt her rise in a rosy-flowered fruit tree laid with leaves and dancing boughs into which the beak of brass, the arid scimitar of his father, the egotistical man, plunged and smote, demanding sympathy."
469,"Filled with her words, like a child who drops off satisfied, he said, at last, looking at her with humble gratitude, restored, renewed, that he would take a turn; he would watch the children playing cricket."
470,He went.
471,"Immediately, Mrs. Ramsey seemed to fold herself together, one petal closed in another, and the whole fabric fell in exhaustion upon itself, so that she had only strength enough to move her finger, in exquisite abandonment to exhaustion, across the page of Grimm's fairy story, while there throbbed through her, like a pulse in a spring which has expanded to its full width and now gently ceases to beat, the rapture of successful creation."
472,"Every throb of this pulse seemed, as he walked away, to enclose her and her husband, and to give to each that solace which two different notes, one high, one low, struck together, seem to give each other as they combine."
473,"Yet as the resonance died, and she turned to the Fairy Tale again, Mrs. Ramsey felt not only exhausted in body (afterwards, not at the time, she always felt this) but also there tinged her physical fatigue some faintly disagreeable sensation with another origin."
474,"Not that, as she read aloud the story of the Fisherman's Wife, she knew precisely what it came from; nor did she let herself put into words her dissatisfaction when she realized, at the turn of the page when she stopped and heard dully, ominously, a wave fall, how it came from this: she did not like, even for a second, to feel finer than her husband; and further, could not bear not being entirely sure, when she spoke to him, of the truth of what she said."
475,"Universities and people wanting him, lectures and books and their being of the highest importance - ”all that she did not doubt for a moment; but it was their relation, and his coming to her like that, openly, so that any one could see, that discomposed her; for then people said he depended on her, when they must know that of the two he was infinitely the more important, and what she gave the world, in comparison with what he gave, negligable."
476,"But then again, it was the other thing too - ”not being able to tell him the truth, being afraid, for instance, about the greenhouse roof and the expense it would be, fifty pounds perhaps to mend it; and then about his books, to be afraid that he might guess, what she a little suspected, that his last book was not quite his best book (she gathered that from William Bankes); and then to hide small daily things, and the children seeing it, and the burden it laid on them - ”all this diminished the entire joy, the pure joy, of the two notes sounding together, and let the sound die on her ear now with a dismal flatness."
477,A shadow was on the page; she looked up.
478,"It was Augustus Carmichael shuffling past, precisely now, at the very moment when it was painful to be reminded of the inadequacy of human relationships, that the most perfect was flawed, and could not bear the examination which, loving her husband, with her instinct for truth, she turned upon it; when it was painful to feel herself convicted of unworthiness, and impeded in her proper function by these lies, these exaggerations, - ”it was at this moment when she was fretted thus ignobly in the wake of her exaltation, that Mr. Carmichael shuffled past, in his yellow slippers, and some demon in her made it necessary for her to call out, as he passed,"
479,"""Going indoors Mr. Carmichael?"""
480,He said nothing.
481,He took opium.
482,The children said he had stained his beard yellow with it.
483,Perhaps.
484,"What was obvious to her was that the poor man was unhappy, came to them every year as an escape; and yet every year she felt the same thing; he did not trust her."
485,"She said, ""I am going to the town. Shall I get you stamps, paper, tobacco?"" and she felt him wince."
486,He did not trust her.
487,It was his wife's doing.
488,"She remembered that iniquity of his wife's towards him, which had made her turn to steel and adamant there, in the horrible little room in St John's Wood, when with her own eyes she had seen that odious woman turn him out of the house."
489,He was unkempt; he dropped things on his coat; he had the tiresomeness of an old man with nothing in the world to do; and she turned him out of the room.
490,"She said, in her odious way, ""Now, Mrs. Ramsay and I want to have a little talk together,"" and Mrs. Ramsay could see, as if before her eyes, the innumerable miseries of his life."
491,Had he money enough to buy tobacco?
492,Did he have to ask her for it?
493,half a crown?
494,eighteenpence?
495,"Oh, she could not bear to think of the little indignities she made him suffer."
496,"And always now (why, she could not guess, except that it came probably from that woman somehow) he shrank from her."
497,He never told her anything.
498,But what more could she have done?
499,There was a sunny room given up to him.
500,The children were good to him.
501,Never did she show a sign of not wanting him.
502,She went out of her way indeed to be friendly.
503,"Do you want stamps, do you want tobacco?"
504,Here's a book you might like and so on.
505,"And after all - ”after all (here insensibly she drew herself together, physically, the sense of her own beauty becoming, as it did so seldom, present to her) after all, she had not generally any difficulty in making people like her; for instance, George Manning; Mr. Wallace; famous as they were, they would come to her of an evening, quietly, and talk alone over her fire."
506,"She bore about with her, she could not help knowing it, the torch of her beauty; she carried it erect into any room that she entered; and after all, veil it as she might, and shrink from the monotony of bearing that it imposed on her, her beauty was apparent."
507,She had been admired.
508,She had been loved.
509,She had entered rooms where mourners sat.
510,Tears had flown in her presence.
511,"Men, and women too, letting go to the multiplicity of things, had allowed themselves with her the relief of simplicity."
512,It injured her that he should shrink.
513,It hurt her.
514,"And yet not cleanly, not rightly."
515,"That was what she minded, coming as it did on top of her discontent with her husband; the sense she had now when Mr. Carmichael shuffled past, just nodding to her question, with a book beneath his arm, in his yellow slippers, that she was suspected; and that all this desire of hers to give, to help, was vanity."
516,"For her own self-satisfaction was it that she wished so instinctively to help, to give, that people might say of her, ""O Mrs. Ramsay! dear Mrs. Ramsay...Mrs. Ramsay, of course!"" and need her and send for her and admire her?"
517,"Was it not secretly this that she wanted, and therefore when Mr. Carmichael shrank away from her, as he did at this moment, making off to some corner where he did acrostics endlessly, she did not feel merely snubbed back in her instinct, but made aware of the pettiness of some part of her, and of human relations, how flawed they are, how despicable, how self-seeking, at their best."
518,"Shabby and worn out, and not presumably (her cheeks were hollow, her hair was white) any longer a sight that filled the eyes with joy, she had better devote her mind to the story of the Fisherman and his Wife and so pacify that bundle of sensitiveness (none of her children was as sensitive as he was), her son James."
519,"""The man's heart grew heavy,"" she read aloud, ""and he would not go. He said to himself, 'It is not right,' and yet he went. And when he came to the sea the water was quite purple and dark blue, and grey and thick, and no longer so green and yellow, but it was still quiet. And he stood there and said - ”"""
520,Mrs. Ramsay could have wished that her husband had not chosen that moment to stop.
521,Why had he not gone as he said to watch the children playing cricket?
522,But he did not speak; he looked; he nodded; he approved; he went on.
523,"He slipped, seeing before him that hedge which had over and over again rounded some pause, signified some conclusion, seeing his wife and child, seeing again the urns with the trailing of red geraniums which had so often decorated processes of thought, and bore, written up among their leaves, as if they were scraps of paper on which one scribbles notes in the rush of reading - ”he slipped, seeing all this, smoothly into speculation suggested by an article in THE TIMES about the number of Americans who visit Shakespeare's house every year."
524,"If Shakespeare had never existed, he asked, would the world have differed much from what it is today?"
525,Does the progress of civilization depend upon great men?
526,Is the lot of the average human being better now than in the time of the Pharaohs?
527,"Is the lot of the average human being, however, he asked himself, the criterion by which we judge the measure of civilization?"
528,Possibly not.
529,Possibly the greatest good requires the existence of a slave class.
530,The liftman in the Tube is an eternal necessity.
531,The thought was distasteful to him.
532,He tossed his head.
533,"To avoid it, he would find some way of snubbing the predominance of the arts."
534,He would argue that the world exists for the average human being; that the arts are merely a decoration imposed on the top of human life; they do not express it.
535,Nor is Shakespeare necessary to it.
536,"Not knowing precisely why it was that he wanted to disparage Shakespeare and come to the rescue of the man who stands eternally in the door of the lift, he picked a leaf sharply from the hedge."
537,"All this would have to be dished up for the young men at Cardiff next month, he thought; here, on his terrace, he was merely foraging and picnicking (he threw away the leaf that he had picked so peevishly) like a man who reaches from his horse to pick a bunch of roses, or stuffs his pockets with nuts as he ambles at his ease through the lanes and fields of a country known to him from boyhood."
538,"It was all familiar; this turning, that stile, that cut across the fields."
539,"Hours he would spend thus, with his pipe, of an evening, thinking up and down and in and out of the old familiar lanes and commons, which were all stuck about with the history of that campaign there, the life of this statesman here, with poems and with anecdotes, with figures too, this thinker, that soldier; all very brisk and clear; but at length the lane, the field, the common, the fruitful nut-tree and the flowering hedge led him on to that further turn of the road where he dismounted always, tied his horse to a tree, and proceeded on foot alone."
540,He reached the edge of the lawn and looked out on the bay beneath.
541,"It was his fate, his peculiarity, whether he wished it or not, to come out thus on a spit of land which the sea is slowly eating away, and there to stand, like a desolate sea-bird, alone."
542,"It was his power, his gift, suddenly to shed all superfluities, to shrink and diminish so that he looked barer and felt sparer, even physically, yet lost none of his intensity of mind, and so to stand on his little ledge facing the dark of human ignorance, how we know nothing and the sea eats away the ground we stand on - ”that was his fate, his gift."
543,"But having thrown away, when he dismounted, all gestures and fripperies, all trophies of nuts and roses, and shrunk so that not only fame but even his own name was forgotten by him, kept even in that desolation a vigilance which spared no phantom and luxuriated in no vision, and it was in this guise that he inspired in William Bankes (intermittently) and in Charles Tansley (obsequiously)and in his wife now, when she looked up and saw him standing at the edge of the lawn, profoundly, reverence, and pity, and gratitude too, as a stake driven into the bed of a channel upon which the gulls perch and the waves beat inspires in merry boat-loads a feeling of gratitude for the duty it is taking upon itself of marking the channel out there in the floods alone."
544,"""But the father of eight children has no choice."""
545,"Muttering half aloud, so he broke off, turned, sighed, raised his eyes, sought the figure of his wife reading stories to his little boy, filled his pipe."
546,"He turned from the sight of human ignorance and human fate and the sea eating the ground we stand on, which, had he been able to contemplate it fixedly might have led to something; and found consolation in trifles so slight compared with the august theme just now before him that he was disposed to slur that comfort over, to deprecate it, as if to be caught happy in a world of misery was for an honest man the most despicable of crimes."
547,"It was true; he was for the most part happy; he had his wife; he had his children; he had promised in six weeks' time to talk ""some nonsense"" to the young men of Cardiff about Locke, Hume, Berkeley, and the causes of the French Revolution."
548,"But this and his pleasure in it, his glory in the phrases he made, in the ardour of youth, in his wife's beauty, in the tributes that reached him from Swansea, Cardiff, Exeter, Southampton, Kidderminster, Oxford, Cambridge - ”all had to be deprecated and concealed under the phrase ""talking nonsense,"" because, in effect, he had not done the thing he might have done."
549,"It was a disguise; it was the refuge of a man afraid to own his own feelings, who could not say, This is what I like - ”this is what I am; and rather pitiable and distasteful to William Bankes and Lily Briscoe, who wondered why such concealments should be necessary; why he needed always praise; why so brave a man in thought should be so timid in life; how strangely he was venerable and laughable at one and the same time."
550,"Teaching and preaching is beyond human power, Lily suspected."
551,(She was putting away her things.)
552,If you are exalted you must somehow come a cropper.
553,Mrs. Ramsay gave him what he asked too easily.
554,"Then the change must be so upsetting, Lily said."
555,He comes in from his books and finds us all playing games and talking nonsense.
556,"Imagine what a change from the things he thinks about, she said."
557,He was bearing down upon them.
558,Now he stopped dead and stood looking in silence at the sea.
559,Now he had turned away again.
560,"Yes, Mr. Bankes said, watching him go."
561,It was a thousand pities.
562,(Lily had said something about his frightening her - ”he changed from one mood to another so suddenly.)
563,"Yes, said Mr. Bankes, it was a thousand pities that Ramsay could not behave a little more like other people."
564,(For he liked Lily Briscoe; he could discuss Ramsay with her quite openly.)
565,"It was for that reason, he said, that the young don't read Carlyle."
566,"A crusty old grumbler who lost his temper if the porridge was cold, why should he preach to us?"
567,was what Mr. Bankes understood that young people said nowadays.
568,"It was a thousand pities if you thought, as he did, that Carlyle was one of the great teachers of mankind."
569,Lily was ashamed to say that she had not read Carlyle since she was at school.
570,But in her opinion one liked Mr. Ramsay all the better for thinking that if his little finger ached the whole world must come to an end.
571,It was not THAT she minded.
572,For who could be deceived by him?
573,"He asked you quite openly to flatter him, to admire him, his little dodges deceived nobody."
574,"What she disliked was his narrowness, his blindness, she said, looking after him."
575,"""A bit of a hypocrite?"""
576,"Mr. Bankes suggested, looking too at Mr. Ramsay's back, for was he not thinking of his friendship, and of Cam refusing to give him a flower, and of all those boys and girls, and his own house, full of comfort, but, since his wife's death, quiet rather?"
577,"Of course, he had his work...All the same, he rather wished Lily to agree that Ramsay was, as he said, ""a bit of a hypocrite."""
578,"Lily Briscoe went on putting away her brushes, looking up, looking down."
579,"Looking up, there he was - ”Mr."
580,"Ramsay - ”advancing towards them, swinging, careless, oblivious, remote."
581,A bit of a hypocrite?
582,she repeated.
583,"Oh, no - ”the most sincere of men, the truest (here he was), the best; but, looking down, she thought, he is absorbed in himself, he is tyrannical, he is unjust; and kept looking down, purposely, for only so could she keep steady, staying with the Ramsays."
584,"Directly one looked up and saw them, what she called ""being in love"" flooded them."
585,They became part of that unreal but penetrating and exciting universe which is the world seen through the eyes of love.
586,The sky stuck to them; the birds sang through them.
587,"And, what was even more exciting, she felt, too, as she saw Mr. Ramsay bearing down and retreating, and Mrs. Ramsay sitting with James in the window and the cloud moving and the tree bending, how life, from being made up of little separate incidents which one lived one by one, became curled and whole like a wave which bore one up and threw one down with it, there, with a dash on the beach."
588,Mr. Bankes expected her to answer.
589,"And she was about to say something criticizing Mrs. Ramsay, how she was alarming, too, in her way, high-handed, or words to that effect, when Mr. Bankes made it entirely unnecessary for her to speak by his rapture."
590,"For such it was considering his age, turned sixty, and his cleanliness and his impersonality, and the white scientific coat which seemed to clothe him."
591,"For him to gaze as Lily saw him gazing at Mrs. Ramsay was a rapture, equivalent, Lily felt, to the loves of dozens of young men (and perhaps Mrs. Ramsay had never excited the loves of dozens of young men)."
592,"It was love, she thought, pretending to move her canvas, distilled and filtered; love that never attempted to clutch its object; but, like the love which mathematicians bear their symbols, or poets their phrases, was meant to be spread over the world and become part of the human gain."
593,So it was indeed.
