,sent_no,sent_raw,syuzhet,bing,afinn,nrc,sent_clean,char_len,token_len,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
208,209,To attend to this establishment was their sole work.,0.25,1,0,0,to attend to this establishment was their sole work,52,9,0.2061855670103093,0.4238021570484174,0.5,1.6602975060220666,0.0,0.0,0.0,0.0,-0.2985955056179773,-0.25280898876404495,-0.8764044943820225,-0.08426966292134831,-0.37801966292134825,-1.3537547467558053,-0.9351119077104697,-1.316401289908053,-1.2387498156335757
209,210,But it was by no means an easy employment; for in nothing was Colonel Lloyd more particular than in the management of his horses.,1.2,1,0,2,but it was by no means an easy employment for in nothing was colonel lloyd more particular than in the management of his horses,129,24,0.9896907216494846,0.7633734147451042,0.5,0.6230437538216917,0.0,0.0,1.0,0.9350697038968669,-0.2994382022471908,-0.24719101123595505,-0.8932584269662921,-0.07303370786516854,-0.37823033707865167,-1.3582790578026556,-0.8912466285175754,-1.3686538518269873,-1.1759004036822114
210,211,"The slightest inattention to these was unpardonable, and was visited upon those, under whose care they were placed, with the severest punishment; no excuse could shield them, if the colonel only suspected any want of attention to his horsesa supposition which he frequently indulged, and one which, of course, made the office of old and young Barney a very trying one.",-1.0,-1,0,0,the slightest inattention to these was unpardonable and was visited upon those under whose care they were placed with the severest punishment no excuse could shield them if the colonel only suspected any want of attention to his horsesa supposition which he frequently indulged and one which of course made the office of old and young barney a very trying one,369,61,-0.8247422680412372,-0.25034961055605576,-0.5,-0.24519391131386364,0.0,0.0,0.0,0.0,-0.29522471910112336,-0.2303370786516854,-0.8876404494382022,-0.0449438202247191,-0.3645365168539325,-1.335657502568405,-0.7596507909388928,-1.3512363311873423,-1.0187768738038012
211,212,They never knew when they were safe from punishment.,0.25,1,1,0,they never knew when they were safe from punishment,52,9,0.2061855670103093,0.4238021570484174,0.5,1.6602975060220666,0.3333333333333333,0.8585517262469038,0.0,0.0,-0.2938202247191009,-0.21910112359550563,-0.8764044943820225,-0.0449438202247191,-0.358567415730337,-1.3281169841569884,-0.6719202325531043,-1.316401289908053,-1.0187768738038012
212,213,"They were frequently whipped when least deserving, and escaped whipping when most deserving it.",-0.55,1,0,0,they were frequently whipped when least deserving and escaped whipping when most deserving it,95,14,-0.45360824742268047,-0.5996150147761405,0.5,1.06775735397993,0.0,0.0,0.0,0.0,-0.3042134831460672,-0.2303370786516854,-0.9101123595505618,-0.0449438202247191,-0.37240168539325835,-1.3839168204014725,-0.7596507909388928,-1.4209064137459217,-1.0187768738038012
213,214,"Every thing depended upon the looks of the horses, and the state of Colonel Lloyd's own mind when his horses were brought to him for use.",-0.25,0,0,1,every thing depended upon the looks of the horses and the state of colonel lloyd own own mind when his horses were brought to him for use,137,26,-0.2061855670103093,-0.14680728316056285,0.0,0.0,0.0,0.0,0.5,0.43158445964174885,-0.3196629213483144,-0.24157303370786518,-0.9438202247191011,-0.06179775280898876,-0.39171348314606735,-1.4668625229270569,-0.8473813493246812,-1.5254115375837907,-1.1130509917308475
214,215,"If a horse did not move fast enough, or hold his head high enough, it was owing to some fault of his keepers.",-1.0,1,0,-2,if a horse did not move fast enough or hold his head high enough it was owing to some fault of his keepers,109,23,-0.8247422680412372,-0.6637909491536271,0.5,0.6501208400373237,0.0,0.0,-1.0,-0.9757072399201988,-0.3061797752808987,-0.2247191011235955,-0.9213483146067416,-0.06179775280898876,-0.37851123595505615,-1.394473546177456,-0.7157855117459985,-1.4557414550252115,-1.1130509917308475
215,216,"It was painful to stand near the stable-door, and hear the various complaints against the keepers when a horse was taken out for use.",-1.5,-1,-2,0,it was painful to stand near the stable door and hear the various complaints against the keepers when a horse was taken out for use,133,24,-1.2371134020618557,-0.9542167684313804,-0.5,-0.6230437538216917,-0.6666666666666666,-0.6443607708025492,0.0,0.0,-0.30898876404494363,-0.2303370786516854,-0.9382022471910112,-0.06179775280898876,-0.38483146067415724,-1.4095545830002896,-0.7596507909388928,-1.5079940169441457,-1.1130509917308475
216,217,"""This horse has not had proper attention.",0.75,1,0,2,this horse has not had proper attention,41,7,0.6185567010309279,1.6341472617715722,0.5,2.1339915162994036,0.0,0.0,1.0,3.2027137789677287,-0.30084269662921326,-0.21348314606741572,-0.9157303370786517,-0.056179775280898875,-0.37155898876404486,-1.3658195762140721,-0.62805495336021,-1.4383239343855667,-1.0816262857551653
217,218,"He has not been sufficiently rubbed and curried, or he has not been properly fed; his food was too wet or too dry; he got it too soon or too late; he was too hot or too cold; he had too much hay, and not enough of grain; or he had too much grain, and not enough of hay; instead of old Barney's attending to the horse, he had very improperly left it to his son.""",0.65,2,-2,-1,he has not been sufficiently rubbed and curried or he has not been properly fed his food was too wet or too dry he got it too soon or too late he was too hot or too cold he had too much hay and not enough of grain or he had too much grain and not enough of hay instead of old barney own attending to the horse he had very improperly left it to his son,361,76,0.5360824742268042,0.1306142524801503,1.0,0.39361348583762185,-0.6666666666666666,-0.20354035136125778,-0.5,-0.14768467037602798,-0.3092696629213481,-0.2247191011235955,-0.9550561797752809,-0.06179775280898876,-0.3877106741573033,-1.4110626866825728,-0.7157855117459985,-1.5602465788630804,-1.1130509917308475
218,219,"To all these complaints, no matter how unjust, the slave must answer never a word.",-2.5,-3,-7,-1,to all these complaints no matter how unjust the slave must answer never a word,82,15,-2.061855670103093,-2.543942328451859,-1.5,-2.989862863942469,-2.3333333333333335,-3.607518812417869,-0.5,-0.7478688737696129,-0.3151685393258425,-0.24157303370786518,-1.0224719101123596,-0.0449438202247191,-0.40603932584269664,-1.4427328640105233,-0.8473813493246812,-1.769256826538818,-1.0187768738038012
219,220,Colonel Lloyd could not brook any contradiction from a slave.,-1.25,-2,-3,-1,colonel lloyd could not brook any contradiction from a slave,61,10,-1.0309278350515465,-1.9073213961070132,-1.0,-2.988867238613151,-1.0,-2.3183469690763046,-0.5,-1.1214297497784105,-0.30533707865168513,-0.24157303370786518,-0.9943820224719101,-0.03932584269662921,-0.39515449438202244,-1.3899492351306055,-0.8473813493246812,-1.682169223340594,-0.9873521678281192
220,221,"When he spoke, a slave must stand, listen, and tremble; and such was literally the case.",-0.75,-1,-3,-3,when he spoke a slave must stand listen and tremble and such was literally the case,88,16,-0.6185567010309279,-0.7155135730804947,-0.5,-0.9343710511716938,-1.0,-1.4495098788540792,-1.5,-2.1034687936193417,-0.30758426966292113,-0.25280898876404495,-1.0168539325842696,-0.05056179775280899,-0.40695224719101114,-1.4020140645888726,-0.9351119077104697,-1.7518393058991728,-1.0502015797794833
221,222,"I have seen Colonel Lloyd make old Barney, a man between fifty and sixty years of age, uncover his bald head, kneel down upon the cold, damp ground, and receive upon his naked and toil-worn shoulders more than thirty lashes at the time.",-0.5,-3,-1,-1,i have seen colonel lloyd make old barney a man between fifty and sixty years of age uncover his bald head kneel down upon the cold damp ground and receive upon his naked and toil worn shoulders more than thirty lashes at the time,236,43,-0.4123711340206186,-0.17756137805190608,-1.5,-1.0434280769071484,-0.3333333333333333,-0.1798547094509324,-0.5,-0.26099771670034616,-0.3061797752808986,-0.2640449438202247,-1.0393258426966292,-0.033707865168539325,-0.410814606741573,-1.3944735461774556,-1.022842466096258,-1.8215093884577522,-0.9559274618524369
222,223,"Colonel Lloyd had three sonsEdward, Murray, and Daniel,and three sons-in-law, Mr. Winder, Mr. Nicholson, and Mr. Lowndes.",0.0,0,0,1,colonel lloyd had three sonsedward murray and danieland three sons in law mr winder mr nicholson and mr lowndes,123,17,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.659936025589764,-0.3039325842696627,-0.2696629213483146,-1.0898876404494382,-0.0449438202247191,-0.42710674157303363,-1.382408716719189,-1.0667077452891522,-1.9782670742145556,-1.0187768738038012
223,224,"All of these lived at the Great House Farm, and enjoyed the luxury of whipping the servants when they pleased, from old Barney down to William Wilkes, the coach-driver.",2.75,4,10,2,all of these lived at the great house farm and enjoyed the luxury of whipping the servants when they pleased from old barney down to william wilkes the coach driver,168,29,2.2680412371134024,1.4478811370240827,2.0,2.062637784110144,3.3333333333333335,2.666511910887488,1.0,0.7739063629977172,-0.28567415730337054,-0.25280898876404495,-1.050561797752809,-0.028089887640449437,-0.4042837078651685,-1.284381977370771,-0.9351119077104697,-1.856344429737042,-0.9245027558767548
224,225,"I have seen Winder make one of the house-servants stand off from him a suitable distance to be touched with the end of his whip, and at every stroke raise great ridges upon his back.",0.75,2,5,-2,i have seen winder make one of the house servants stand off from him a suitable distance to be touched with the end of his whip and at every stroke raise great ridges upon his back,182,35,0.6185567010309279,0.3272028650390952,1.0,0.8545718668528317,1.6666666666666667,1.1047630753334194,-1.0,-0.6412745955602336,-0.3047752808988762,-0.2808988764044944,-1.0786516853932584,-0.03932584269662921,-0.42591292134831454,-1.386933027766039,-1.154438303674941,-1.943432032935266,-0.9873521678281192
225,226,To describe the wealth of Colonel Lloyd would be almost equal to describing the riches of Job.,0.5,0,3,3,to describe the wealth of colonel lloyd would be almost equal to describing the riches of job,94,17,0.4123711340206186,0.4489661887132557,0.0,0.0,1.0,1.3642947184276195,1.5,1.9798080767692923,-0.32612359550561776,-0.28651685393258425,-1.0898876404494382,-0.06179775280898876,-0.44108146067415727,-1.5015489076195738,-1.198303582867835,-1.9782670742145556,-1.1130509917308475
226,227,He kept from ten to fifteen house-servants.,0.0,0,0,0,he kept from ten to fifteen house servants,43,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33286516853932563,-0.28651685393258425,-1.095505617977528,-0.05056179775280899,-0.44136235955056174,-1.5377433959943743,-1.198303582867835,-1.9956845948542001,-1.0502015797794833
227,228,"He was said to own a thousand slaves, and I think this estimate quite within the truth.",0.0,-1,-3,1,he was said to own a thousand slaves and i think this estimate quite within the truth,87,17,0.0,0.0,-0.5,-0.8794403603326759,-1.0,-1.3642947184276195,0.5,0.659936025589764,-0.339325842696629,-0.28651685393258425,-1.1235955056179776,-0.056179775280898875,-0.4514044943820224,-1.5724297806868914,-1.198303582867835,-2.0827721980524245,-1.0816262857551653
228,229,Colonel Lloyd owned so many that he did not know them when he saw them; nor did all the slaves of the out-farms know him.,-1.0,-1,-3,1,colonel lloyd owned so many that he did not know them when he saw them nor did all the slaves of the out farms know him,121,25,-0.8247422680412372,-0.610708906038583,-0.5,-0.5981319683829995,-1.0,-0.92789496843078,0.5,0.44884093543710063,-0.32303370786516833,-0.2640449438202247,-1.0898876404494382,-0.0449438202247191,-0.4304775280898876,-1.484959767114457,-1.022842466096258,-1.9782670742145556,-1.0187768738038012
229,230,"It is reported of him, that, while riding along the road one day, he met a colored man, and addressed him in the usual manner of speaking to colored people on the public highways of the south: ""Well, boy, whom do you belong to?""",1.45,1,0,1,it is reported of him that while riding along the road one day he met a colored man and addressed him in the usual manner of speaking to colored people on the public highways of the south well boy whom do you belong to,228,44,1.1958762886597938,0.5032277464902566,0.5,0.33990639693839625,0.0,0.0,0.5,0.25506729823408064,-0.3320224719101122,-0.2752808988764045,-1.095505617977528,-0.05056179775280899,-0.43834269662921344,-1.5332190849475245,-1.1105730244820466,-1.9956845948542001,-1.0502015797794833
230,231,"""To Colonel Lloyd,"" replied the slave.",-0.75,-1,-3,0,to colonel lloyd replied the slave,38,6,-0.6185567010309279,-1.9060519642294045,-0.5,-2.4890649799099536,-1.0,-3.8613399601420646,0.0,0.0,-0.3151685393258425,-0.25280898876404495,-1.0561797752808988,-0.05056179775280899,-0.4186797752808988,-1.4427328640105233,-0.9351119077104697,-1.8737619503766865,-1.0502015797794833
231,232,"""Well, does the colonel treat you well?""",0.8,1,0,1,well does the colonel treat you well,40,7,0.6597938144329898,1.7430904125563438,0.5,2.1339915162994036,0.0,0.0,0.5,1.6013568894838643,-0.31797752808988744,-0.24157303370786518,-1.0280898876404494,-0.056179775280898875,-0.41095505617977524,-1.4578139008333568,-0.8473813493246812,-1.7866743471784625,-1.0816262857551653
232,233,"""No, sir,"" was the ready reply.",1.05,1,-1,1,no sir was the ready reply,31,6,0.8659793814432991,2.6684727499211665,0.5,2.4890649799099536,-0.3333333333333333,-1.287113320047355,0.5,1.867805623175023,-0.3207865168539324,-0.24157303370786518,-1.0393258426966292,-0.06179775280898876,-0.4158707865168539,-1.4728949376561902,-0.8473813493246812,-1.8215093884577522,-1.1130509917308475
233,234,"""What, does he work you too hard?""",0.0,0,-1,0,what does he work you too hard,34,7,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.1035022900833957,0.0,0.0,-0.3348314606741571,-0.25842696629213485,-1.0842696629213484,-0.08426966292134831,-0.4404494382022472,-1.5483001217703578,-0.9789771869033641,-1.960849553574911,-1.2387498156335757
234,235,"""Yes, sir.""",1.05,0,1,1,yes sir,11,2,0.8659793814432991,7.978866282102593,0.0,0.0,0.3333333333333333,3.8485328624301514,0.5,5.584831738946214,-0.33342696629213464,-0.24719101123595505,-1.0842696629213484,-0.07865168539325842,-0.43588483146067414,-1.5407596033589412,-0.8912466285175754,-1.960849553574911,-1.2073251096578936
235,236,"""Well, don't he give you enough to eat?""",1.15,2,0,1,well do not he give you enough to eat,40,8,0.9484536082474226,2.1928719352095762,1.0,3.735151193323051,0.0,0.0,0.5,1.4014371779378136,-0.34494382022471887,-0.25842696629213485,-1.0898876404494382,-0.08426966292134831,-0.44438202247191005,-1.6025918543325584,-0.9789771869033641,-1.9782670742145556,-1.2387498156335757
236,237,"""Yes, sir, he gives me enough, such as it is.""",0.8,1,1,1,yes sir he gives me enough such as it is,46,10,0.6597938144329898,1.2206856935084884,0.5,1.4944336193065755,0.3333333333333333,0.7727823230254349,0.5,1.1214297497784105,-0.339887640449438,-0.2696629213483146,-1.1067415730337078,-0.06741573033707865,-0.44592696629213474,-1.575445988051458,-1.0667077452891522,-2.03051963613349,-1.1444756977065293
237,238,"The colonel, after ascertaining where the slave belonged, rode on; the man also went on about his business, not dreaming that he had been conversing with his master.",-0.75,0,-3,1,the colonel after ascertaining where the slave belonged rode on the man also went on about his business not dreaming that he had been conversing with his master,165,28,-0.6185567010309279,-0.4089743771873874,0.0,0.0,-1.0,-0.8285131438933884,0.5,0.4007680041157403,-0.35449438202247174,-0.28651685393258425,-1.146067415730337,-0.08426966292134831,-0.46783707865168533,-1.6538673795301926,-1.198303582867835,-2.1524422806110035,-1.2387498156335757
238,239,"He thought, said, and heard nothing more of the matter, until two or three weeks afterwards.",0.0,0,1,0,he thought said and heard nothing more of the matter until two or three weeks afterwards,92,16,0.0,0.0,0.0,0.0,0.3333333333333333,0.48316995961802633,0.0,0.0,-0.3550561797752807,-0.28651685393258425,-1.151685393258427,-0.07865168539325842,-0.4679775280898876,-1.6568835868947591,-1.198303582867835,-2.1698598012506487,-1.2073251096578936
239,240,"The poor man was then informed by his overseer that, for having found fault with his master, he was now to be sold to a Georgia trader.",-0.4,-1,-2,1,the poor man was then informed by his overseer that for having found fault with his master he was now to be sold to a georgia trader,135,27,-0.3298969072164949,-0.2261951831177336,-0.5,-0.5538423002317222,-0.6666666666666666,-0.5727916366889746,0.5,0.41560576805930716,-0.36067415730337055,-0.29213483146067415,-1.151685393258427,-0.07865168539325842,-0.4707865168539325,-1.687045660540426,-1.2421688620607292,-2.1698598012506487,-1.2073251096578936
240,241,"He was immediately chained and handcuffed; and thus, without a moment's warning, he was snatched away, and forever sundered, from his family and friends, by a hand more unrelenting than death.",-3.85,-3,-5,-1,he was immediately chained and handcuffed and thus without a moment own warning he was snatched away and forever sundered from his family and friends by a hand more unrelenting than death,192,31,-3.175257731958763,-1.8962994033891036,-1.5,-1.4472054688093021,-1.6666666666666667,-1.2472671805038058,-0.5,-0.3619965106508187,-0.35646067415730315,-0.28651685393258425,-1.1348314606741574,-0.07865168539325842,-0.4641151685393258,-1.664424105306176,-1.198303582867835,-2.1176072393317145,-1.2073251096578936
241,242,"This is the penalty of telling the truth, of telling the simple truth, in answer to a series of plain questions.",0.25,-1,-2,0,this is the penalty of telling the truth of telling the simple truth in answer to a series of plain questions,112,21,0.2061855670103093,0.1817447613044379,-0.5,-0.7120076406120333,-0.6666666666666666,-0.7363684962860164,0.0,0.0,-0.3584269662921346,-0.29213483146067415,-1.1797752808988764,-0.07865168539325842,-0.4772471910112359,-1.6749808310821592,-1.2421688620607292,-2.2569474044488724,-1.2073251096578936
242,243,"It is partly in consequence of such facts, that slaves, when inquired of as to their condition and the character of their masters, almost universally say they are contented, and that their masters are kind.",0.25,0,-1,2,it is partly in consequence of such facts that slaves when inquired of as to their condition and the character of their masters almost universally say they are contented and that their masters are kind,206,35,0.2061855670103093,0.10906762167969838,0.0,0.0,-0.3333333333333333,-0.2209526150666839,1.0,0.6412745955602336,-0.362640449438202,-0.30337078651685395,-1.2078651685393258,-0.08426966292134831,-0.4895365168539325,-1.6976023863164096,-1.329899420446518,-2.3440350076470966,-1.2387498156335757
243,244,"The slaveholders have been known to send in spies among their slaves, to ascertain their views and feelings in regard to their condition.",-1.0,0,-3,0,the slaveholders have been known to send in spies among their slaves to ascertain their views and feelings in regard to their condition,137,23,-0.8247422680412372,-0.6637909491536271,0.0,0.0,-1.0,-1.0085464215755675,0.0,0.0,-0.3578651685393256,-0.28651685393258425,-1.202247191011236,-0.07303370786516854,-0.4799157303370786,-1.6719646237175925,-1.198303582867835,-2.326617487007452,-1.1759004036822114
244,245,"The frequency of this has had the effect to establish among the slaves the maxim, that a still tongue makes a wise head.",-0.5,0,-3,1,the frequency of this has had the effect to establish among the slaves the maxim that a still tongue makes a wise head,120,23,-0.4123711340206186,-0.33189547457681357,0.0,0.0,-1.0,-1.0085464215755675,0.5,0.4878536199600994,-0.3497191011235953,-0.28651685393258425,-1.1910112359550562,-0.06179775280898876,-0.47226123595505615,-1.6282296169313752,-1.198303582867835,-2.2917824457281624,-1.1130509917308475
245,246,"They suppress the truth rather than take the consequences of telling it, and in so doing prove themselves a part of the human family.",0.3,-1,0,1,they suppress the truth rather than take the consequences of telling it and in so doing prove themselves a part of the human family,133,24,0.24742268041237114,0.19084335368627606,-0.5,-0.6230437538216917,0.0,0.0,0.5,0.46753485194843347,-0.3446629213483144,-0.2752808988764045,-1.1797752808988764,-0.056179775280898875,-0.46397471910112353,-1.601083750650275,-1.1105730244820466,-2.2569474044488724,-1.0816262857551653
246,247,"If they have any thing to say of their masters, it is generally in their masters' favor, especially when speaking to an untried man.",0.7,2,2,0,if they have any thing to say of their masters it is generally in their masters favor especially when speaking to an untried man,132,24,0.577319587628866,0.44530115860131075,1.0,1.2460875076433835,0.6666666666666666,0.6443607708025492,0.0,0.0,-0.36825842696629185,-0.29213483146067415,-1.2359550561797752,-0.06179775280898876,-0.4895365168539325,-1.7277644599620763,-1.2421688620607292,-2.4311226108453203,-1.1130509917308475
247,248,"I have been frequently asked, when a slave, if I had a kind master, and do not remember ever to have given a negative answer; nor did I, in pursuing this course, consider myself as uttering what was absolutely false; for I always measured the kindness of my master by the standard of kindness set up among slaveholders around us.",-0.95,-1,-2,2,i have been frequently asked when a slave if i had a kind master and do not remember ever to have given a negative answer nor did i in pursuing this course consider myself as uttering what was absolutely false for i always measured the kindness of my master by the standard of kindness set up among slaveholders around us,329,60,-0.7835051546391752,-0.24179533832734068,-0.5,-0.2492797955217267,-0.6666666666666666,-0.25780873366054335,1.0,0.3741213729472384,-0.37724719101123577,-0.3089887640449438,-1.2584269662921348,-0.07303370786516854,-0.5044241573033708,-1.7760237777951442,-1.373764699639412,-2.5007926934038998,-1.1759004036822114
248,249,"Moreover, slaves are like other people, and imbibe prejudices quite common to others.",-1.5,-1,-1,0,moreover slaves are like other people and imbibe prejudices quite common to others,85,13,-1.2371134020618557,-1.7610103466592961,-0.5,-1.1498294027101321,-0.3333333333333333,-0.5945850156406305,0.0,0.0,-0.3834269662921346,-0.3146067415730337,-1.247191011235955,-0.06741573033707865,-0.5031601123595505,-1.8092020588053774,-1.4176299788323063,-2.4659576521246103,-1.1444756977065293
249,250,They think their own better than that of others.,0.8,1,2,0,they think their own better than that of others,48,9,0.6597938144329898,1.3561669025549357,0.5,1.6602975060220666,0.6666666666666666,1.7171034524938076,0.0,0.0,-0.3941011235955054,-0.3146067415730337,-1.252808988764045,-0.07303370786516854,-0.5086376404494382,-1.8665099987321452,-1.4176299788323063,-2.4833751727642555,-1.1759004036822114
250,251,"Many, under the influence of this prejudice, think their own masters are better than the masters of other slaves; and this, too, in some cases, when the very reverse is true.",-0.1,0,1,0,many under the influence of this prejudice think their own masters are better than the masters of other slaves and this too in some cases when the very reverse is true,174,31,-0.08247422680412372,-0.04925452995815853,0.0,0.0,0.3333333333333333,0.24945343610076115,0.0,0.0,-0.4044943820224717,-0.3258426966292135,-1.2921348314606742,-0.08426966292134831,-0.5266853932584269,-1.922309834976629,-1.505360537218095,-2.605297817241769,-1.2387498156335757
251,252,"Indeed, it is not uncommon for slaves even to fall out and quarrel among themselves about the relative goodness of their masters, each contending for the superior goodness of his own over that of the others.",-0.4,0,1,0,indeed it is not uncommon for slaves even to fall out and quarrel among themselves about the relative goodness of their masters each contending for the superior goodness of his own over that of the others,207,36,-0.3298969072164949,-0.16966209097500654,0.0,0.0,0.3333333333333333,0.21481674683378515,0.0,0.0,-0.40926966292134803,-0.3146067415730337,-1.3089887640449438,-0.07865168539325842,-0.527879213483146,-1.9479475975754457,-1.4176299788323063,-2.6575503791607034,-1.2073251096578936
252,253,"At the very same time, they mutually execrate their masters when viewed separately.",-0.7,0,0,0,at the very same time they mutually execrate their masters when viewed separately,83,13,-0.577319587628866,-0.8218048284410048,0.0,0.0,0.0,0.0,0.0,0.0,-0.41404494382022444,-0.3146067415730337,-1.3146067415730338,-0.08426966292134831,-0.5318820224719101,-1.9735853601742628,-1.4176299788323063,-2.6749678998003485,-1.2387498156335757
253,254,It was so on our plantation.,0.0,0,0,0,it was so on our plantation,28,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42668539325842664,-0.3258426966292135,-1.3258426966292134,-0.10674157303370786,-0.5462780898876404,-2.041450025877013,-1.505360537218095,-2.7098029410796376,-1.364448639536304
254,255,"When Colonel Lloyd's slaves met the slaves of Jacob Jepson, they seldom parted without a quarrel about their masters; Colonel Lloyd's slaves contending that he was the richest, and Mr. Jepson's slaves that he was the smartest, and most of a man.",-1.4,0,-2,0,when colonel lloyd own slaves met the slaves of jacob jepson they seldom parted without a quarrel about their masters colonel lloyd own slaves contending that he was the richest and mr jepson own slaves that he was the smartest and most of a man,245,42,-1.154639175257732,-0.5090064659851212,0.0,0.0,-0.6666666666666666,-0.36827189019207823,0.0,0.0,-0.43146067415730305,-0.33146067415730335,-1.3370786516853932,-0.11797752808988764,-0.5544943820224718,-2.0670877884758303,-1.5492258164109889,-2.744637982358927,-1.427298051487668
255,256,Colonel Lloyd's slaves would boast his ability to buy and sell Jacob Jepson.,-0.5,-1,-1,2,colonel lloyd own slaves would boast his ability to buy and sell jacob jepson,76,13,-0.4123711340206186,-0.587003448886432,-0.5,-1.1498294027101321,-0.3333333333333333,-0.5945850156406305,1.0,1.7256743728334953,-0.4407303370786514,-0.34831460674157305,-1.353932584269663,-0.12921348314606743,-0.5680477528089888,-2.116855209991181,-1.6808216539896719,-2.796890544277862,-1.4901474634390324
256,257,Mr. Jepson's slaves would boast his ability to whip Colonel Lloyd.,-0.75,-1,-1,1,mr jepson own slaves would boast his ability to whip colonel lloyd,66,11,-0.6185567010309279,-1.040451617167913,-0.5,-1.358699412285088,-0.3333333333333333,-0.7025931928687196,0.5,1.0195741866741042,-0.4407303370786514,-0.34831460674157305,-1.353932584269663,-0.12921348314606743,-0.5680477528089888,-2.116855209991181,-1.6808216539896719,-2.796890544277862,-1.4901474634390324
257,258,"These quarrels would almost always end in a fight between the parties, and those that whipped were supposed to have gained the point at issue.",-1.8,-1,1,-1,these quarrels would almost always end in a fight between the parties and those that whipped were supposed to have gained the point at issue,142,25,-1.4845360824742269,-1.0992760308694496,-0.5,-0.5981319683829995,0.3333333333333333,0.30929832281026,-0.5,-0.44884093543710063,-0.4502808988764042,-0.3651685393258427,-1.3707865168539326,-0.12359550561797752,-0.5774578651685393,-2.1681307351888153,-1.8124174915683544,-2.8491431061967964,-1.4587227574633503
258,259,They seemed to think that the greatness of their masters was transferable to themselves.,0.6,2,0,1,they seemed to think that the greatness of their masters was transferable to themselves,88,14,0.4948453608247423,0.6541254706648806,1.0,2.13551470795986,0.0,0.0,0.5,0.8012499496989214,-0.4502808988764042,-0.3651685393258427,-1.3707865168539326,-0.12359550561797752,-0.5774578651685393,-2.1681307351888153,-1.8124174915683544,-2.8491431061967964,-1.4587227574633503
259,260,It was considered as being bad enough to be a slave; but to be a poor man's slave was deemed a disgrace indeed!,-3.25,-3,-10,-3,it was considered as being bad enough to be a slave but to be a poor man own slave was deemed a disgrace indeed,111,23,-2.680412371134021,-2.1573205847492885,-1.5,-1.9503625201119712,-3.3333333333333335,-3.3618214052518915,-1.5,-1.4635608598802983,-0.4502808988764042,-0.3651685393258427,-1.3707865168539326,-0.12359550561797752,-0.5774578651685393,-2.1681307351888153,-1.8124174915683544,-2.8491431061967964,-1.4587227574633503
260,261,CHAPTER IV   Mr. Hopkins remained but a short time in the office of overseer.,0.0,0,0,0,chapter iv   mr hopkins remained but a short time in the office of overseer,77,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44971910112359526,-0.3651685393258427,-1.3595505617977528,-0.12921348314606743,-0.5759129213483146,-2.1651145278242487,-1.8124174915683544,-2.8143080649175065,-1.4901474634390324
261,262,"Why his career was so short, I do not know, but suppose he lacked the necessary severity to suit Colonel Lloyd.",-1.1,-2,0,2,why his career was so short i do not know but suppose he lacked the necessary severity to suit colonel lloyd,111,21,-0.9072164948453609,-0.7996769497395267,-1.0,-1.4240152812240665,0.0,0.0,1.0,1.068587510260056,-0.4317415730337076,-0.34269662921348315,-1.3089887640449438,-0.12921348314606743,-0.5531601123595505,-2.068595892158114,-1.6369563747967775,-2.6575503791607034,-1.4901474634390324
262,263,"Mr. Hopkins was succeeded by Mr. Austin Gore, a man possessing, in an eminent degree, all those traits of character indispensable to what is called a first-rate overseer.",1.5,2,3,1,mr hopkins was succeeded by mr austin gore a man possessing in an eminent degree all those traits of character indispensable to what is called a first rate overseer,170,28,1.2371134020618557,0.8179487543747748,1.0,1.0681385597471487,1.0,0.8285131438933884,0.5,0.4007680041157403,-0.42808988764044914,-0.34269662921348315,-1.2921348314606742,-0.11235955056179775,-0.5438202247191011,-2.04899054428843,-1.6369563747967775,-2.605297817241769,-1.395873345511986
263,264,"Mr. Gore had served Colonel Lloyd, in the capacity of overseer, upon one of the out-farms, and had shown himself worthy of the high station of overseer upon the home or Great House Farm.",0.75,2,5,1,mr gore had served colonel lloyd in the capacity of overseer upon one of the out farms and had shown himself worthy of the high station of overseer upon the home or great house farm,186,34,0.6185567010309279,0.3368236490743523,1.0,0.8796989432083987,1.6666666666666667,1.1372465529968543,0.5,0.33006503367485707,-0.41404494382022444,-0.3202247191011236,-1.2359550561797752,-0.09550561797752809,-0.5164325842696629,-1.9735853601742628,-1.4614952580252005,-2.4311226108453203,-1.3015992275849397
264,265,"Mr. Gore was proud, ambitious, and persevering.",0.75,2,4,0,mr gore was proud ambitious and persevering,47,7,0.6185567010309279,1.6341472617715722,1.0,4.267983032598807,1.3333333333333333,4.414009160333583,0.0,0.0,-0.4014044943820222,-0.30337078651685395,-1.2303370786516854,-0.06179775280898876,-0.4992275280898876,-1.905720694471512,-1.329899420446518,-2.413705090205676,-1.1130509917308475
