,sent_no,parag_no,chap_no,sect_no,sent_raw,sent_clean,token_len,char_len,sentimentr,sentimentr_lnorm_meanstd,sentimentr_medianiqr,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_lnorm_meanstd,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing,bing_lnorm_meanstd,bing_medianiqr,bing_lnorm_medianiqr,sentiword,sentiword_lnorm_meanstd,sentiword_medianiqr,sentiword_lnorm_medianiqr,senticnet,senticnet_lnorm_meanstd,senticnet_medianiqr,senticnet_lnorm_medianiqr,nrc,nrc_lnorm_meanstd,nrc_medianiqr,nrc_lnorm_medianiqr,afinn,afinn_lnorm_meanstd,afinn_medianiqr,afinn_lnorm_medianiqr,scores,vader,vader_lnorm_meanstd,vader_medianiqr,vader_lnorm_medianiqr,textblob,textblob_lnorm_meanstd,textblob_medianiqr,textblob_lnorm_medianiqr,flair,flair_lnorm_meanstd,flair_medianiqr,flair_lnorm_medianiqr,pattern,pattern_lnorm_meanstd,pattern_medianiqr,pattern_lnorm_medianiqr,stanza,stanza_lnorm_meanstd,stanza_medianiqr,stanza_lnorm_medianiqr,sentimentr_roll100,sentimentr_lnorm_medianiqr_roll100,syuzhet_roll100,syuzhet_lnorm_medianiqr_roll100,bing_roll100,bing_lnorm_medianiqr_roll100,sentiword_roll100,sentiword_lnorm_medianiqr_roll100,senticnet_roll100,senticnet_lnorm_medianiqr_roll100,nrc_roll100,nrc_lnorm_medianiqr_roll100,afinn_roll100,afinn_lnorm_medianiqr_roll100,vader_roll100,vader_lnorm_medianiqr_roll100,textblob_roll100,textblob_lnorm_medianiqr_roll100,flair_roll100,flair_lnorm_medianiqr_roll100,pattern_roll100,pattern_lnorm_medianiqr_roll100,stanza_roll100,stanza_lnorm_medianiqr_roll100,mean_lnorm_medianiqr_roll100,mean_subset_roll100,stanza_lnorm_medianiqr_roll100_stdscale,col_roll,sentimentr_roll100_stdscale,syuzhet_roll100_stdscale,bing_roll100_stdscale,sentiword_roll100_stdscale,senticnet_roll100_stdscale,nrc_roll100_stdscale,afinn_roll100_stdscale,vader_roll100_stdscale,textblob_roll100_stdscale,flair_roll100_stdscale,pattern_roll100_stdscale,stanza_roll100_stdscale
150,150,16,1,1,"It was called by the slaves the _Great House Farm._ Few privileges were esteemed higher, by the slaves of the out-farms, than that of being selected to do errands at the Great House Farm.",it was called by the slaves the great house farm few privileges were esteemed higher by the slaves of the out farms than that of being selected to do errands at the great house farm,35,187,-0.29999999999999993,-0.15341734043223412,-0.22222222222222215,-0.11912175281776713,-0.29999999999999993,-0.102590164791045,-0.23999999999999994,-0.12857142857142856,0.0,0.041997404434118826,0.0,0.0,-0.875,-0.7630867382646229,-1.1402733499573874,-0.5968813641157055,3.525000000000001,0.9907396772940275,1.8024433849821218,0.8530384341405697,0.0,-0.11980133759796854,0.0,0.0,0.5471435185805745,0.340253057863902,0.5595172661580744,0.39120391911621777,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.9287}",0.9287,0.9331803753436538,1.4602201257861636,0.9608055789252883,0.41250000000000003,0.3545595355793288,2.1878453038674035,1.5304037619588131,-0.7554,-0.20047238103022416,-0.03714464909698312,-0.007448589391764948,0.26283171455184773,0.7324918378317966,3.217201267149619,2.2349960929742725,10.395726853030915,-0.20968548657965097,1.193461210800044,-0.3966655659018601,-0.0319277108433735,-0.0319277108433735,-0.08765060240963836,-0.08765060240963836,-3.267283835727091,-3.267283835727091,0.03058819563970166,0.03058819563970166,0.3204216867469883,0.3204216867469883,1.01085218603665,1.01085218603665,-0.26414297611708387,-0.26414297611708387,-0.0013012048192770824,-0.0013012048192770824,0.09832167010652379,0.09832167010652379,-0.07528795180722893,-0.07528795180722893,0.048207831025070216,0.048207831025070216,6.77855824463128,6.77855824463128,0.3799462943718768,0.3799462943718768,-0.342422126789568,6.761627990249754,-0.29868428618709386,-0.1636015721430919,-0.19130537937698294,-0.7126536745363028,-1.1209454169920017,-0.06860529208380307,-0.8661058517041877,-0.14313999300292984,1.3284812253286349,0.21109752784885163,0.3987134068927609,0.08290994531971742
151,151,16,1,1,It was associated in their minds with greatness.,it was associated in their minds with greatness,8,48,0.5,0.8713459183198778,0.37037037037037035,0.8685961142962187,0.5,0.970570806619643,0.4,0.9375,32.47342047137871,1.6518003251648312,0.6938815973549359,2.3919060864384427,0.0,-0.12227561043669082,-0.03551024273223698,-0.024692666989094805,0.193,0.023824949346993068,-0.18325387365911794,0.006287649691991887,8.278528411677998,1.3926196953010805,0.5403278320097401,1.546473877551735,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,0.9943,1.525958421288411,0.8586788178222636,1.417465574051892,0.0,-0.23192994533661754,0.0,0.0,4.129498235159416,0.41776808202469184,-0.5153603078793437,1.6737005553756268,-0.0319277108433735,-0.0319277108433735,-0.08765060240963836,-0.08765060240963836,-3.267283835727091,-3.267283835727091,0.030444764773379224,0.030444764773379224,0.3054156626506027,0.3054156626506027,1.1056794966684431,1.1056794966684431,-0.2672212714884326,-0.2672212714884326,0.0005493975903614717,0.0005493975903614717,0.1025385375764033,0.1025385375764033,-0.07496867469879519,-0.07496867469879519,0.04954843672338141,0.04954843672338141,6.800677268152112,6.800677268152112,0.38881678908061285,0.38881678908061285,-0.37037116518158236,6.849732429053001,-0.29868428618709386,-0.1636015721430919,-0.19130537937698294,-0.7151310645180161,-1.209361482327547,-0.0014211118985787993,-0.8919833161229561,-0.10692942613546416,1.5010843803957,0.21468947996899987,0.5240753156110738,0.14195677263807802
152,152,16,1,1,"A representative could not be prouder of his election to a seat in the American Congress, than a slave on one of the out-farms would be of his election to do errands at the Great House Farm.",a representative could not be prouder of his election to a seat in the american congress than a slave on one of the out farms would be of his election to do errands at the great house farm,38,190,-0.25,-0.12468819326806489,-0.18518518518518517,-0.09143116992591777,-0.25,-0.07250419204057347,-0.2,-0.09868421052631579,0.0,0.041997404434118826,0.0,0.0,0.25,0.046358896886449195,0.2801363593320917,0.12588330593896063,2.0740000000000003,0.40829609253664284,0.9377234803337308,0.3429783967497929,-7.3326759463719,-0.4018268829792671,-0.4785933803578043,-0.2883754782875804,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.066, 'neu': 0.831, 'pos': 0.103, 'compound': 0.3553}",0.3553,0.3266152800202685,0.5586477987421383,0.3385631804708739,0.4,0.2977609806811413,2.121546961325967,1.3668677937750162,0.6534,0.2584750981336268,0.6841424859523596,0.371344908997542,0.2193231263000543,0.18904269961148815,1.524686827609234,0.9755816730072344,10.166989702996394,-0.29405082467259935,1.1310838243469536,-0.6750401684820587,-0.018072289156626512,-0.018072289156626512,-0.07379518072289136,-0.07379518072289136,-3.1201318791081802,-3.1201318791081802,0.03063301778542742,0.03063301778542742,0.30963253012048225,0.30963253012048225,1.197253801037915,1.197253801037915,-0.26349751494089557,-0.26349751494089557,0.007391566265060267,0.007391566265060267,0.1021369311507005,0.1021369311507005,-0.06318734939759038,-0.06318734939759038,0.049165406523863926,0.049165406523863926,6.80933398501064,6.80933398501064,0.4139052520473254,0.4139052520473254,-0.49861850560489224,6.8514956034256675,-0.2255084928657785,-0.09308347631943904,-0.1451611766062778,-0.7118794901670175,-1.1845155386363058,0.06345834660451247,-0.86067982963497,0.02695065800538069,1.4846459846750273,0.34723251320246673,0.48825762740584144,0.16506591509221896
153,153,16,1,1,"They regarded it as evidence of great confidence reposed in them by their overseers; and it was on this account, as well as a constant desire to be out of the field from under the driver’s lash, that they esteemed it a high privilege, one worth careful living for.",they regarded it as evidence of great confidence reposed in them by their overseers and it was on this account as well as a constant desire to be out of the field from under the driver’s lash that they esteemed it a high privilege one worth careful living for,49,264,4.95,1.4267631906514247,3.6666666666666665,1.4039349439236843,4.95,1.552219430751064,3.96,1.5153061224489797,102.21144063552693,0.8692499108323555,2.184021167669668,1.2291630730656362,0.9597666666666668,0.37978901006806154,1.1762781056995253,0.4236074461093134,1.7930000000000001,0.18121469305938542,0.7702622169249107,0.14411768278662593,21.595442034389247,0.5243316926053941,1.4095039354184458,0.6586359771579777,3.0061473472840787,1.0016533714305378,3.0741319019628275,1.5352678877553934,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.959}",0.959,0.6874078028433478,1.5078616352201257,0.7086807597327688,0.23199999999999998,0.036560291545937575,1.2304972375690608,0.6148115545877828,0.9899,0.2940676771518998,0.8564260754924673,0.4007213368789906,0.26283171455184773,0.21060512159825978,2.066745239612004,1.0255514370011296,13.277150783838014,-0.2842885937364835,1.979235161555361,-0.6428283950385227,0.007228915662650598,0.007228915662650598,-0.060542168674698596,-0.060542168674698596,-2.2448719070665923,-2.2448719070665923,0.03185038726333907,0.03185038726333907,0.345240963855422,0.345240963855422,1.4664071504012035,1.4664071504012035,-0.24810079671619836,-0.24810079671619836,0.01597590361445786,0.01597590361445786,0.10820405679613938,0.10820405679613938,-0.0513975903614458,-0.0513975903614458,0.051087862333783936,0.051087862333783936,6.901387394640521,6.901387394640521,0.5268725143123819,0.5268725143123819,-0.6892338837668838,6.855066861267336,-0.09188313114859388,-0.02563138466203207,0.12930458351653643,-0.6908526426972265,-0.9747092912664116,0.25415074313671016,-0.7312484463655876,0.19491959611130072,1.7329831771694781,0.479870428190051,0.6680291516219338,0.4108028834245963
154,154,16,1,1,"He was called the smartest and most trusty fellow, who had this honor conferred upon him the most frequently.",he was called the smartest and most trusty fellow who had this honor conferred upon him the most frequently,19,109,2.4,1.7914917166439774,1.7777777777777777,1.7554784625776212,2.4,1.9341734244295572,1.92,1.8947368421052633,76.0564434091962,1.629509613538387,1.6251496046873852,2.3587857037358604,0.625,0.7208969261790092,0.7536062624285849,0.7281871976511822,0.15499999999999992,-0.1777545418003995,-0.20589988081048868,-0.17024042183734128,23.175975450372015,1.6629631440013521,1.5126631143942917,1.8229042314597557,1.3138709717529597,1.1145141754470669,1.3435843964793488,1.7304900197962325,"{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.9051}",0.9051,1.6780512615521703,1.4231132075471697,1.7249284246787953,0.3666666666666667,0.6933728058426456,1.9447513812154698,2.50592428858753,0.9971,0.6760770638878448,0.8601123811230431,0.7160137801077753,0.26283171455184773,1.1973493565719027,2.5882956419449505,3.312278622575143,6.569354858764799,-0.07016237450597224,0.14999676016927257,0.06370941453704629,0.0075301204819277065,0.0075301204819277065,-0.060240963855421485,-0.060240963855421485,-2.2630899045406654,-2.2630899045406654,0.0367841222030981,0.0367841222030981,0.3503795180722895,0.3503795180722895,1.5591159914074322,1.5591159914074322,-0.23673973770943224,-0.23673973770943224,0.020848192771084365,0.020848192771084365,0.10692393631421168,0.10692393631421168,-0.05107469879518073,-0.05107469879518073,0.05009357444364097,0.05009357444364097,6.895746943952471,6.895746943952471,0.5346897578954546,0.5346897578954546,-0.8841327389087112,6.868333617926447,-0.0902923530329131,-0.024098382578909172,0.12359174769134301,-0.605635382106255,-0.9444327341683706,0.31983400924884114,-0.6357425365222754,0.2902552291920502,1.6805857908098336,0.4835030439191066,0.5750519041875491,0.3957456763349007
155,155,16,1,1,"The competitors for this office sought as diligently to please their overseers, as the office-seekers in the political parties seek to please and deceive the people.",the competitors for this office sought as diligently to please their overseers as the office seekers in the political parties seek to please and deceive the people,27,165,1.85,0.9581256098762171,1.3703703703703702,0.9522387030802991,1.85,1.06144894583272,1.48,1.027777777777778,0.0,0.041997404434118826,0.0,0.0,0.25,0.11506184431439513,0.2801363593320917,0.18722907268742764,1.274,0.31495225882368394,0.46096543504171633,0.26123492740818705,-7.521151245145507,-0.5269285294746645,-0.4908948963410163,-0.4162938450224055,-0.2944782212629189,-0.04369554225873346,-0.30113789839193145,-0.2729351056160446,"{'neg': 0.082, 'neu': 0.697, 'pos': 0.221, 'compound': 0.5574}",0.5574,0.7252827536048048,0.8764150943396226,0.7475346278251738,0.0,-0.17697320951266374,0.0,0.0,-0.9421,-0.35799812992951474,-0.13273260204538767,-0.13746287691039152,0.0,-0.23192994533661754,0.0,0.0,7.950911974098811,-0.21696456185570842,0.5267520099273485,-0.42068383848782875,0.014457831325301202,0.014457831325301202,-0.053313253012047986,-0.053313253012047986,-1.8588921211470473,-1.8588921211470473,0.04569476477337923,0.04569476477337923,0.3629939759036148,0.3629939759036148,1.6102033325397098,1.6102033325397098,-0.22194189988075844,-0.22194189988075844,0.0266674698795181,0.0266674698795181,0.11174321342264541,0.11174321342264541,-0.039176506024096384,-0.039176506024096384,0.05326022160691624,0.05326022160691624,6.902863982511069,6.902863982511069,0.579546750991517,0.579546750991517,-1.2321275175166106,6.905654110337238,-0.053704456372255405,0.01116066533291725,0.25034089126329967,-0.4517275294923212,-0.8701078683262865,0.35602886818712903,-0.5113455974077448,0.40412048828701075,1.8778465394579082,0.6173608671739109,0.8711694972469428,0.41474464102210146
156,156,16,1,1,"The same traits of character might be seen in Colonel Lloyd’s slaves, as are seen in the slaves of the political parties.",the same traits of character might be seen in colonel lloyd’s slaves as are seen in the slaves of the political parties,22,121,-2.0,-1.3406259398819171,-1.4814814814814814,-1.263412529885409,-2.0,-1.3458684761192794,-1.6,-1.3636363636363638,-48.88729517725269,-0.839270575466038,-1.0446079894125222,-1.3094213072676533,0.375,0.3146410676278083,0.43795966036425604,0.36543599014268513,-0.03300000000000014,-0.29968230982857097,-0.31793802145411204,-0.27701553885631985,7.6388110691938405,0.387671310717977,0.4985743865210587,0.5188986248679018,-1.8802632956780256,-1.1223676807570107,-1.9227857831239437,-2.1387792885074295,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}",0.4019,0.6414062404708226,0.6319182389937107,0.6614902393351688,0.0,-0.17697320951266374,0.0,0.0,0.8855,0.5313428503690613,0.8029746438491173,0.5965570196625745,0.0,-0.23192994533661754,0.0,0.0,6.894298750819427,-0.1628584781297764,0.2386100471985277,-0.24215365186327947,0.008132530120481924,0.008132530120481924,-0.05662650602409618,-0.05662650602409618,-1.7230302860148086,-1.7230302860148086,0.04280821858864028,0.04280821858864028,0.36374096385542204,0.36374096385542204,1.5653611252795232,1.5653611252795232,-0.22463594635833176,-0.22463594635833176,0.024686746987951834,0.024686746987951834,0.1137763459527659,0.1137763459527659,-0.040217469879518075,-0.040217469879518075,0.054843545188553874,0.054843545188553874,6.9266210943285005,6.9266210943285005,0.587955030168757,0.587955030168757,-1.4398816429732224,6.900146376135966,-0.08711079680155157,-0.00570235758143453,0.29294471531830696,-0.5015850028742996,-0.8657065868724096,0.32425862275467576,-0.5339929016641152,0.36536386593667636,1.9610659177938148,0.6056497478085977,1.0192282937766393,0.4781643520118602
157,157,17,1,1,"The slaves selected to go to the Great House Farm, for the monthly allowance for themselves and their fellow-slaves, were peculiarly enthusiastic.",the slaves selected to go to the great house farm for the monthly allowance for themselves and their fellow slaves were peculiarly enthusiastic,23,146,-0.25,-0.18655366603750234,-0.18518518518518517,-0.15106019379064675,-0.25,-0.13729145903810244,-0.2,-0.16304347826086957,-24.1809067498677,-0.37494820828201025,-0.5166898330244355,-0.6195135664910016,0.3125,0.22599130686109836,0.35904800984817387,0.2862794510144979,2.795,1.2534269836386753,1.3674016686531585,1.0830801082231252,7.612960605527276,0.3639646135620281,0.4968871633462613,0.4946581606868195,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.049, 'neu': 0.697, 'pos': 0.254, 'compound': 0.7845}",0.7845,1.2005393312165848,1.2334905660377358,1.2350747039265313,0.7,1.1956278186563813,3.712707182320442,3.9520307950451556,0.9936,0.5662572151968117,0.8583204269970688,0.6253736816937925,0.26283171455184773,1.1795163350870874,3.094107262619178,3.2709515455222515,7.726794836139322,-0.09824153977903628,0.4656345162314195,-0.028941508820377642,0.005722891566265057,0.005722891566265057,-0.05301204819277089,-0.05301204819277089,-1.7423640418403596,-1.7423640418403596,0.04046551443870721,0.04046551443870721,0.375307228915663,0.375307228915663,1.5633552746340134,1.5633552746340134,-0.21809427087226288,-0.21809427087226288,0.02986204819277111,0.02986204819277111,0.11447459348836284,0.11447459348836284,-0.029668072289156626,-0.029668072289156626,0.05555230764319797,0.05555230764319797,6.948212875752743,6.948212875752743,0.5908178584530978,0.5908178584530978,-1.4252973392945083,6.900146376135966,-0.09983702172699771,0.012693667416040078,0.2868819977735857,-0.5420490392422823,-0.7975577127478628,0.3228374980776737,-0.4790007861558147,0.46662850785021726,1.9896463103536213,0.7243332676728139,1.085505659488265,0.5358037043120316
158,158,17,1,1,"While on their way, they would make the dense old woods, for miles around, reverberate with their wild songs, revealing at once the highest joy and the deepest sadness.",while on their way they would make the dense old woods for miles around reverberate with their wild songs revealing at once the highest joy and the deepest sadness,29,168,-1.0,-0.5270270954858546,-0.7407407407407407,-0.4792254423703276,0.0,0.026836284022304282,0.0,0.0,-45.79492843758638,-0.5842616946700346,-0.9785312921696759,-0.9305194639321056,-0.03333333333333299,-0.1517381910264805,-0.0775964563408137,-0.05100019329376629,0.16200000000000003,-0.21022126120205667,-0.20172824791418348,-0.19867231901217774,-7.480944633219895,-0.49682446743344655,-0.4882706676890282,-0.3855119763877819,0.8652275857326264,0.545727060554146,0.8847948608247621,0.7466246804132917,"{'neg': 0.086, 'neu': 0.801, 'pos': 0.113, 'compound': 0.2263}",0.2263,0.2720256212138848,0.3558176100628931,0.28256259539206624,0.3333333333333333,0.3414146993196522,1.7679558011049723,1.4925567863060523,0.9993,0.46279968762422546,0.8612387522879414,0.5399847416012877,0.26283171455184773,0.5127779241539108,2.058387408990629,1.7258208055508764,8.363866662082055,-0.23433962520716248,0.639366135599801,-0.4780151603861414,-0.009638554216867472,-0.009638554216867472,-0.06234939759036124,-0.06234939759036124,-1.8880321547913697,-1.8880321547913697,0.03368840600497227,0.03368840600497227,0.3794578313253016,0.3794578313253016,1.4716328576999498,1.4716328576999498,-0.2218180274197999,-0.2218180274197999,0.028216265060240987,0.028216265060240987,0.11447459348836284,0.11447459348836284,-0.019274096385542165,-0.019274096385542165,0.056020207826794656,0.056020207826794656,6.938499826455258,6.938499826455258,0.5684064797880783,0.5684064797880783,-1.526794940309651,6.935990311132855,-0.1809667056267169,-0.034829397160769354,0.24120310164687553,-0.6591057158782321,-0.7731022053146267,0.2578531033366893,-0.5103042726438006,0.4344256209094893,1.9896463103536213,0.8412682523540146,1.1292596582809165,0.5098746779215516
159,159,17,1,1,"They would compose and sing as they went along, consulting neither time nor tune.",they would compose and sing as they went along consulting neither time nor tune,14,81,0.85,0.8455980977482167,0.6296296296296295,0.843779082459184,0.85,0.9436069631168619,0.6799999999999999,0.9107142857142857,0.0,0.041997404434118826,0.0,0.0,0.75,1.250891092051735,0.9114295634607492,1.201425969710785,1.4340000000000002,1.0123819747719744,0.5563170441001193,0.8719911213187144,7.911982467686462,0.706173528671914,0.5164038970541595,0.8445720645343084,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.9995,-0.7899925546133604,-0.16212064971136744,-0.4940106015188738,0.0,-0.23192994533661754,0.0,0.0,5.111247526157661,-0.014812083987339695,-0.2476339900713145,0.2463450262007747,-0.010542168674698798,-0.010542168674698798,-0.06325301204819257,-0.06325301204819257,-1.756602646886439,-1.756602646886439,0.0327471409447313,0.0327471409447313,0.37196987951807264,0.37196987951807264,1.3385871481271356,1.3385871481271356,-0.21854718967676548,-0.21854718967676548,0.02986204819277111,0.02986204819277111,0.1138721838498086,0.1138721838498086,-0.018967469879518067,-0.018967469879518067,0.05585257001859849,0.05585257001859849,6.903637332433696,6.903637332433696,0.5648846513266,0.5648846513266,-1.6975846228373284,6.9266822787007385,-0.18573903997375923,-0.039428403410138056,0.28241702772823435,-0.6753635876332251,-0.8172215024692163,0.16359157819949863,-0.4828082148896506,0.46662850785021726,1.9649887167726112,0.8447178818429869,1.1135836130162275,0.4168091019281195
160,160,17,1,1,"The thought that came up, came out—if not in the word, in the sound;—and as frequently in the one as in the other.",the thought that came up came out—if not in the word in the sound—and as frequently in the one as in the other,23,114,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,0.03125,-0.0874489187069119,0.003945582525804108,0.006404544811264467,-0.791,-0.7149242891563574,-0.7696662693682955,-0.6406530567978643,7.612960605527276,0.3639646135620281,0.4968871633462613,0.4946581606868195,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,-0.012499999999999997,-0.20148394215853957,-0.06629834254143645,-0.0705719784829492,-0.8682,-0.39179089735006906,-0.09489677064267155,-0.16535382559761158,-0.00794787663998779,-0.25713434320132655,-0.05525191540391389,-0.058409849027183054,6.799579455802603,-0.21365599031013785,0.21277977839900383,-0.4097667686351407,-0.03945783132530121,-0.03945783132530121,-0.09216867469879499,-0.09216867469879499,-2.1380621114063554,-2.1380621114063554,0.036637703193727285,0.036637703193727285,0.3677771084337353,0.3677771084337353,1.3338484118658762,1.3338484118658762,-0.2358141946125903,-0.2358141946125903,0.03475722891566267,0.03475722891566267,0.11643242481366403,0.11643242481366403,-0.01720060240963855,-0.01720060240963855,0.05628101083047458,0.05628101083047458,6.944607266376425,6.944607266376425,0.5306364783314071,0.5306364783314071,-1.7004805539613166,6.914406983281791,-0.3384537390791131,-0.1865966033899352,0.1627982113424145,-0.608164384379254,-0.8419254693393646,0.16023423200138798,-0.6279620263153973,0.5624120580992492,2.0697834894919014,0.8645956093305238,1.153647710921578,0.5261785147542567
161,161,17,1,1,"They would sometimes sing the most pathetic sentiment in the most rapturous tone, and the most rapturous sentiment in the most pathetic tone.",they would sometimes sing the most pathetic sentiment in the most rapturous tone and the most rapturous sentiment in the most pathetic tone,23,141,0.09999999999999998,0.03286254405143576,0.07407407407407406,0.06042407751625869,0.09999999999999998,0.09248738124646697,0.07999999999999999,0.06521739130434781,0.0,0.041997404434118826,0.0,0.0,-1.625,-1.9332635803851945,-2.0872131561503733,-1.6417476806077769,2.9879999999999995,1.3593644615108005,1.4824195470798567,1.1758521385770153,-7.612960605527276,-0.6035672887579652,-0.4968871633462613,-0.4946581606868195,1.2362871737822916,0.8917269222231499,1.2642460271766776,1.3451214860090228,"{'neg': 0.242, 'neu': 0.576, 'pos': 0.182, 'compound': -0.4588}",-0.4588,-0.7075294594628079,-0.7213836477987421,-0.7223101009069376,0.0,-0.17697320951266374,0.0,0.0,-0.9947,-0.45688547584248523,-0.15966311262431684,-0.2190798056558147,0.0,-0.23192994533661754,0.0,0.0,6.490507662357031,-0.25212747382050504,0.1284948657881987,-0.5367085219067285,-0.05301204819277109,-0.05301204819277109,-0.09969879518072271,-0.09969879518072271,-2.645005895020019,-2.645005895020019,0.030990112832281504,0.030990112832281504,0.3724337349397594,0.3724337349397594,1.3338484118658762,1.3338484118658762,-0.24485616213617634,-0.24485616213617634,0.03275602409638556,0.03275602409638556,0.11673362963294115,0.11673362963294115,-0.005580120481927707,-0.005580120481927707,0.05534521046328119,0.05534521046328119,6.944607266376425,6.944607266376425,0.4865467807662778,0.4865467807662778,-2.1636975358228248,6.906017845156337,-0.41003875428474773,-0.2249216554680074,0.003829772988594273,-0.705711614909212,-0.8144884486631797,0.16023423200138798,-0.7039726635807675,0.523254667756241,2.082112286282406,0.9953291119676144,1.0661397133362738,0.5261785147542567
162,162,17,1,1,Into all of their songs they would manage to weave something of the Great House Farm.,into all of their songs they would manage to weave something of the great house farm,16,85,0.9,0.781228546319064,0.6666666666666666,0.7817365028665969,0.9,0.8761973543599092,0.72,0.84375,26.50699754534338,0.6990123022935055,0.5663929925108175,0.9762175933668107,0.25,0.2782313444557667,0.2801363593320917,0.33292526871503686,2.858,1.9743370095469788,1.4049463647199045,1.7143985816223004,7.829266421604793,0.5953708898417418,0.5110051378026144,0.7312746540994601,1.0443541662521307,1.058396417593842,1.0679724206878929,1.6334197532061272,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6249}",0.6249,1.375176428417078,0.9825471698113207,1.4142254777824137,0.8,2.0780141939079106,4.243093922651934,6.492622020431328,0.9983,0.7934224999129595,0.8607267653948059,0.8128651416469083,0.26283171455184773,1.0786817181929471,1.9986520199176359,3.037272693874407,5.918006942095407,-0.001109276061435198,-0.02762799692580461,0.291559255134509,-0.06897590361445784,-0.06897590361445784,-0.11566265060240945,-0.11566265060240945,-3.0960430163508526,-3.0960430163508526,0.028982080703767447,0.028982080703767447,0.37592168674698834,0.37592168674698834,1.2475823025085617,1.2475823025085617,-0.2541501581295849,-0.2541501581295849,0.02991024096385544,0.02991024096385544,0.11622158144017006,0.11622158144017006,-0.005640361445783128,-0.005640361445783128,0.0542856242163065,0.0542856242163065,6.916077007838565,6.916077007838565,0.4357090361895939,0.4357090361895939,-2.161093534458542,6.91232742865065,-0.4943499944158285,-0.3061707658735204,-0.13760734318720544,-0.7403950746531972,-0.7939373038099959,0.09911557539997508,-0.7821019597055348,0.46757149136239073,2.061153331738548,0.9946513851524921,0.9670563254767759,0.4500168683033365
163,163,17,1,1,"Especially would they do this, when leaving home.",especially would they do this when leaving home,8,49,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,0.375,1.0792452542406819,0.43795966036425604,1.0481611401233,-0.22,-0.6279238215774359,-0.4293802145411203,-0.5644646277248506,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.9037,-1.281984987316268,-0.11307230534898305,-0.9000778384587799,0.0,-0.23192994533661754,0.0,0.0,3.6706650979194815,0.25356844762881336,-0.6404856402303843,1.1319021224883277,-0.08493975903614458,-0.08493975903614458,-0.12560240963855404,-0.12560240963855404,-3.106589868024066,-3.106589868024066,0.030864610824249378,0.030864610824249378,0.38706024096385583,0.38706024096385583,1.0686881692646117,1.0686881692646117,-0.2490390113678117,-0.2490390113678117,0.03487048192771086,0.03487048192771086,0.11622158144017006,0.11622158144017006,-0.0055578313253012,-0.0055578313253012,0.0542856242163065,0.0542856242163065,6.90706979723775,6.90706979723775,0.4189443022068981,0.4189443022068981,-2.1495341914434984,6.919993866238514,-0.5786612345469092,-0.35675983461657573,-0.14091464587881483,-0.7078793311432111,-0.7283085182598462,-0.027629089210511514,-0.7391354790689029,0.564628069352857,2.061153331738548,0.9955798708892096,0.9670563254767759,0.4259720813141869
