,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,sent_clean,char_len,token_len,nlptown_medianiqr,nlptown_lnorm_medianiqr,roberta15lg_medianiqr,roberta15lg_lnorm_medianiqr,yelp_medianiqr,yelp_lnorm_medianiqr,hinglish_medianiqr,hinglish_lnorm_medianiqr,imdb2way_medianiqr,imdb2way_lnorm_medianiqr,huggingface_medianiqr,huggingface_lnorm_medianiqr,t5imdb50k_medianiqr,t5imdb50k_lnorm_medianiqr,robertaxml8lang_medianiqr,robertaxml8lang_lnorm_medianiqr,nlptown_roll100,nlptown_roll100_stdscale,roberta15lg_roll100,roberta15lg_roll100_stdscale,yelp_roll100,yelp_roll100_stdscale,hinglish_roll100,hinglish_roll100_stdscale,imdb2way_roll100,imdb2way_roll100_stdscale,huggingface_roll100,huggingface_roll100_stdscale,t5imdb50k_roll100,t5imdb50k_roll100_stdscale,robertaxml8lang_roll100,robertaxml8lang_roll100_stdscale,mean_lnorm_medianiqr_roll100,robertaxml8lang_roll100_stdscale_stand
464,464,"Under its influence, the tender heart became stone, and the lamblike disposition gave way to one of tiger-like fierceness.",-0.9842674732208252,4.627939701080322,3.2536713182926182,0.9924578666687012,1.962033033370972,0.9863784313201904,1,1.3754310309886932,under its influence the tender heart became stone and the lamblike disposition gave way to one of tiger like fierceness,122,20,0.3007685326917283,0.24069163745394123,-0.021665567881537885,-0.28321574447228304,1.2023954808280144,1.0086308057713305,0.5919318226975583,0.5077181497014354,0.05298188815674714,0.12508649347911072,0.9350855382157772,0.717177918781281,1.0,0.6122611730940324,0.7685150994387119,0.6344172920245195,2.6924838004521576,1.3397863547102256,0.08126135080693717,0.8389460277502784,1.9636822846460056,-0.0479501170680212,0.38502679531832773,-0.07787652960556321,0.7093867444130312,0.896021342806285,0.003999423190771815,1.3461628554520897,-0.018072289156626505,0.6929231748841402,-0.2561027005494359,0.5279591992259949,0.6894965385194286,0.527959199225995
465,465,The first step in her downward course was in her ceasing to instruct me.,-0.9994938373565674,0.4256944954395294,1.3319508731365204,-0.9931634068489076,0.7198206782341003,-0.9970762133598328,-1,-0.4858486652374268,the first step in her downward course was in her ceasing to instruct me,72,14,-0.3349304387030821,-0.13163633352428097,-0.02930411796837819,-0.4791826370461402,-0.3339211105013231,-0.312261116721363,-0.037507628031191266,0.08842519211900275,-9.458695137516132,-2.41867306681144,-0.0680458449680652,-0.45140131000207734,0.0,-0.48051898928730397,-0.01703783527381578,-0.1261534595885513,2.6719038490969016,1.2168366807263007,0.06922791952110198,0.7423010485896123,1.9400291788470314,-0.20723941147076513,0.36239591492227763,-0.2950513069358794,0.6973512937505562,0.7660414745213847,-0.008036170020160905,1.2238337452719126,-0.030120481927710843,0.5558785728928994,-0.27884265672729674,0.32510635356855005,0.5409633946455019,0.3251063535685502
466,466,She now commenced to practise her husbandâs precepts.,0.9955826401710509,0.40923935174942017,3.449495017528534,0.9567177295684814,0.707701563835144,0.9447374939918518,0,0.6877656579017639,she now commenced to practise her husbandâs precepts,55,8,0.3655463855229119,1.7185520934603111,0.9715580356496768,1.2514329310304417,-0.3399370160534048,-0.1761192347134829,-0.04364848525182117,0.42057466335831506,-0.14670765250191448,1.5747438428895915,0.917029701665935,1.3945606273681004,0.5,0.16223618558778544,0.47828598823962,0.7603716616147084,2.671266395733299,1.2130283780786435,0.05781615067677325,0.6506488725851902,1.9264658237975765,-0.2985803657591137,0.3555351578327547,-0.3608898146368254,0.6968269836471741,0.7603790560470584,-0.008058942585106355,1.2236022861691103,-0.030120481927710843,0.5558785728928994,-0.2988768022462546,0.1463908188045665,0.4863072255226911,0.14639081880456664
467,467,She finally became even more violent in her opposition than her husband himself.,-0.9950073361396791,0.7815282940864563,4.287572294473648,-0.9962634444236756,-1.8408422470092771,0.9907657504081726,1,-1.8818815946578982,she finally became even more violent in her opposition than her husband himself,80,13,0.6427796658609879,1.1612037193165667,-0.027053392584803163,-0.524640892278869,-0.20383032763048983,-0.11707383599585502,-1.335017074384325,-1.6442578266843726,0.07402132169528833,0.6922732647169113,-0.06961197694991587,-0.5065593836472142,1.0,0.8543960626054642,-0.6062334123196148,-0.9349274289959103,2.671706901706127,1.2156600687377823,0.05761136886585189,0.6490041934094114,1.9278738637825092,-0.28909807207654287,0.34761570914682133,-0.43688794086291016,0.6976020641355629,0.768749732195072,-0.008057080119489187,1.2236212161676319,-0.030120481927710843,0.5558785728928994,-0.3126488389020943,0.023536719865906365,0.46380806129115626,0.023536719865906518
468,468,She was not satisfied with simply doing as well as he had commanded; she seemed anxious to do better.,0.9981063008308412,1.499700963497162,1.5461885929107666,-0.9986727237701416,1.6471314430236816,0.9857475161552428,-1,-1.6610163450241089,she was not satisfied with simply doing as well as he had commanded she seemed anxious to do better,101,19,-0.2640612868252732,-0.20736856681352633,0.9728240705467895,0.6163807212694389,0.05872945492905748,0.00665936994588167,0.4323685376906494,0.40524222192815784,0.049956328033314616,0.17914222429025226,-0.07082913943479152,-0.27337569673562123,0.0,-0.31146186806818515,-0.513017252825894,-0.5137144502141737,2.671512246221663,1.2144971491593584,0.05764752734138305,0.6492945956256357,1.932654355394553,-0.2569043660046024,0.3524037333856146,-0.39094018807051,0.6977098734982042,0.7699140464487699,0.003171778586973627,1.3377507210309885,-0.030120481927710843,0.5558785728928994,-0.3188541186861245,-0.0318177694939566,0.48095909519857283,-0.03181776949395645
469,469,Nothing seemed to make her more angry than to see me with a newspaper.,-0.9977803230285645,0.5070311427116394,1.4347612857818604,-0.9927103519439696,1.5778214931488037,-0.9630991816520692,-1,-1.7354269623756409,nothing seemed to make her more angry than to see me with a newspaper,70,14,-0.3009210833194431,-0.09117664118171306,-0.0284445059886381,-0.4781006898971393,-0.3041849017433218,-0.2740892427585607,0.39724860300406084,0.6385942825261247,-9.295757934610023,-2.3674613806928186,-0.06781696265324012,-0.4510876723877334,0.0,-0.48051898928730397,-0.5444222474394309,-0.7821139636521771,2.6579553139317467,1.1335047125644266,0.04563712391508631,0.5528345618020348,1.9425377927451248,-0.1903454212627837,0.34488596794116927,-0.46308360484646177,0.6967613883765347,0.7596706434685075,-0.008674356592706886,1.2173472519034285,-0.04216867469879518,0.4188339709016586,-0.33072168909641636,-0.13768298796397097,0.41138489082085494,-0.13768298796397083
470,470,She seemed to think that here lay the danger.,-0.991876482963562,0.37963482737541204,1.3344970345497131,-0.9886870384216307,-1.668696105480194,0.5101103186607361,-1,-1.80834835767746,she seemed to think that here lay the danger,45,9,-0.3340881766584379,0.16080509918401006,-0.025482749811051617,-0.8219259448839421,-0.35076025928375004,-0.23500635321812063,-1.2477891762547813,-2.036931938307721,-2.2309667150513315,0.279696025701055,-0.06578439374774271,-0.828125528638876,0.0,-0.8372088754555,-0.5751987160157673,-1.3471885793083318,2.662879616830004,1.1629237051309096,0.033674274223396576,0.45675644977454843,1.9453537143677113,-0.17138190027034456,0.3666627830769642,-0.2541047717072451,0.7062320220901306,0.8619511277802255,0.0027181998074772853,1.3331405711596889,-0.030120481927710843,0.5558785728928994,-0.31068651557686816,0.04104171712749485,0.4982756839860222,0.041041717127495006
471,471,"I have had her rush at me with a face made all up of fury, and snatch from me a newspaper, in a manner that fully revealed her apprehension.",-0.99811452627182,0.7858105897903442,4.5483338832855225,0.995258629322052,0.8959991335868835,0.9967381358146667,-1,-1.3985536694526672,i have had her rush at me with a face made all up of fury and snatch from me a newspaper in a manner that fully revealed her apprehension,140,29,0.7290387646829918,0.20861862286491104,-0.02861216441254241,-0.15244333887804667,-0.2022647450390622,-0.3339419598225485,0.05176347743553605,-0.09567584200296031,0.10266195696858879,-0.19030608846187635,0.9365004771831908,0.5688777277378751,0.0,-0.14817401779036007,-0.4022449033151302,-0.2256645086687721,2.662949679756021,1.1633422782248608,0.04560340025338782,0.5525637144847025,1.9457190439823162,-0.16892162731382807,0.3828506394323096,-0.0987597724008601,0.7057429397680673,0.856669160566446,0.014572599925190569,1.4536280446647252,-0.024096385542168676,0.6244008738885198,-0.30205751416912996,0.11801712891153171,0.5626174751282622,0.11801712891153186
472,472,"She was an apt woman; and a little experience soon demonstrated, to her satisfaction, that education and slavery were incompatible with each other.",0.9967665672302246,1.2840833961963654,3.30868461728096,0.9947998523712158,-0.491754025220871,0.95359206199646,1,1.6173983216285706,she was an apt woman and a little experience soon demonstrated to her satisfaction that education and slavery were incompatible with each other,147,23,0.31896675588702944,0.1369894982272379,0.9721519716714375,0.5351245917771809,-0.020099083106188208,-0.14512212001896688,-0.6514227229068312,-0.5651294385647442,-0.10424548111443793,-0.0407153136987469,0.9362687041037002,0.6554480988759147,1.0,0.5535877718546259,0.8706373735128298,0.6458455892231277,2.6750711505132987,1.2357589157613893,0.045563362808112635,0.5522421588143077,1.9445154495447514,-0.17702710446918235,0.39803147675043127,0.04692147846316939,0.7057681518146791,0.8569414443877746,0.00505636542676443,1.3569055584476826,-0.024096385542168676,0.6244008738885198,-0.2944654867232564,0.18574216583153463,0.5852356863906494,0.18574216583153477
473,473,From this time I was most narrowly watched.,-0.9944635033607484,0.3348163962364197,1.4319556355476382,0.5980168581008911,0.5366185307502747,0.9938434958457948,-1,0.6352018117904663,from this time i was most narrowly watched,43,8,-0.3018491834354013,0.32983713401087617,-0.026780570137914732,-0.9463615192109881,-0.3671456190109166,-0.23720918147238249,-0.13033769738905143,0.22869849061807196,0.08878068140558969,1.704200334960526,0.7358148314671027,0.9602350994757731,0.0,-0.9619835397555356,0.4561014215373509,0.7121094775576161,2.6611830325550345,1.1527878948030343,0.03354940787855401,0.45575360154210925,1.9246143584689461,-0.31104885967763585,0.39498782068131916,0.017713364703933702,0.6946347933935831,0.7367039475357001,-0.006607257099036711,1.2383571379375353,-0.03614457831325301,0.487356271897279,-0.2810282683875187,0.30560950224173167,0.510404107622961,0.30560950224173183
474,474,"If I was in a separate room any considerable length of time, I was sure to be suspected of having a book, and was at once called to give an account of myself.",-0.9815561771392822,1.3957007825374603,2.347020775079727,-0.9845294356346129,-1.5864364504814148,-0.6206580400466919,-1,-0.494079977273941,if i was in a separate room any considerable length of time i was sure to be suspected of having a book and was at once called to give an account of myself,158,33,0.0008514353908435759,-0.2638000875486428,-0.0203054026618907,-0.11112487154423258,0.02070758907145121,-0.23404430255290895,-1.2061075170397084,-0.8048812215741293,-7.653577939221967,-1.312870520929832,-0.0636839822089996,-0.053128058935947436,0.0,-0.11055993679937003,-0.020511859806468673,0.018811710577411458,2.646938928010234,1.0676901227167612,0.021553547985582466,0.3594103722642567,1.9093071939535888,-0.41413331106768253,0.388613292790321,-0.043459097484282595,0.6944759434246155,0.7349884074514512,-0.018595254923923905,1.1165117846542219,-0.04819277108433735,0.35031166990603807,-0.2874550386724702,0.24827919647982527,0.4274498931150737,0.2482791964798254
475,475,"All this, however, was too late.",-0.998279333114624,1.4773108661174774,2.403162389993668,-0.9938364624977112,-1.5803369879722595,-0.9146422743797302,-1,-1.6864187121391296,all this however was too late,32,6,0.01942290188233776,1.5488042825289945,-0.028694842411846114,-1.317462026948016,0.05054376456531685,1.1041487129317358,-1.203016868073268,-2.7353679689158215,-9.06338234040438,-4.129485645226592,-0.06838587116185592,-1.367682235597975,0.0,-1.3360999209013997,-0.5237383196684054,-1.9347938445429773,2.631719663290374,0.976766504712002,0.009601741670125938,0.26342095371418084,1.8943541584065162,-0.5148329190479438,0.38249488713511504,-0.10217371054979169,0.6935334478516176,0.7248096901044292,-0.018754391426063447,1.1148943299627296,-0.060240963855421686,0.21326706791479727,-0.2939120331801564,0.190679274121406,0.3583538988664762,0.19067927412140614
476,476,The first step had been taken.,0.9923533201217652,0.3929944336414337,1.2658853828907013,0.8136608004570007,0.6856067776679993,0.8790863752365112,1,1.5595498085021973,the first step had been taken,30,6,-0.3567846913857867,0.5054894156815305,0.9699379953877338,1.6125748989845654,-0.3458760643461091,-0.08210317669473174,-0.05484409927989483,0.651679457878367,-0.4615382636529113,2.1728865520785816,0.8447576641492298,1.5491981278066786,1.0,1.6605722920769705,0.846222413554196,2.0373245450482087,2.638002572020134,1.0143021415393194,-0.00234249449637999,0.1674923338565307,1.9042334936289902,-0.4483015996461465,0.39078983772231873,-0.02257212125164151,0.6938803246222347,0.7285558727959068,-0.020255047513777952,1.0996417436814128,-0.060240963855421686,0.21326706791479727,-0.2927443555679666,0.20109559702856297,0.3691851294898427,0.2010955970285631
477,477,"Mistress, in teaching me the alphabet, had given me the _inch,_ and no precaution could prevent me from taking the _ell._",0.9973575472831726,4.5106061697006234,4.36015385389328,-0.9941303730010986,0.7148717641830444,-0.7288303971290588,-1,-0.4352768063545227,mistress in teaching me the alphabet had given me the inch and no precaution could prevent me from taking the ell,121,21,0.6667894133669752,0.48838505487504996,0.9724484463054686,0.571851943675363,1.159499019018522,0.8995332018561621,-0.04001528441467426,-0.06747262801119971,-8.172319583470262,-1.6483602403728106,-0.06853435408441899,-0.22277674350438936,0.0,-0.26636924039983956,0.0043060133911012955,-0.023476708283741547,2.6320051528423667,0.9784720892752202,-0.014304219240165618,0.07142325670564484,1.9129574046616096,-0.3895513600527261,0.3865103613899415,-0.06363964948340213,0.6936458464128425,0.7260235665593405,-0.032127635665686737,0.9789694079930116,-0.07228915662650602,0.07622246592355646,-0.27942338154976626,0.3199259705519572,0.3372307184340753,0.3199259705519574
478,478,"The plan which I adopted, and the one by which I was most successful, was that of making friends of all the little white boys whom I met in the street.",0.99833744764328,3.4172257483005524,4.488839954137801,0.9994978308677672,1.9608314037323,0.9975852966308594,1,1.6674979329109192,the plan which i adopted and the one by which i was most successful was that of making friends of all the little white boys whom i met in the street,151,31,0.7093583633744809,0.1422893577356391,0.9729400290572053,0.4367125103439402,0.7597654480748803,0.21250554564882398,0.5913229468506732,0.1949083576514225,0.10672452532327362,-0.23652247308227697,0.9386421122305506,0.5487434804662759,1.0,0.4526263822985239,0.8917819101188019,0.5243627477645095,2.6205250373985396,0.9098870655911929,-0.026267653129186976,-0.02465954722871332,1.8993396592966045,-0.48125860006523924,0.380252010132893,-0.1236972352652452,0.6934870520988142,0.7243086275345689,-0.044020503041255904,0.8580909553860638,-0.08433734939759036,-0.060822136067684364,-0.28554738465561924,0.26529651361189693,0.25839320543710503,0.2652965136118971
479,479,"As many of these as I could, I converted into teachers.",-0.738717257976532,4.504286110401154,4.5626951456069955,-0.9857515096664428,0.7985677719116211,0.9549906253814696,1,-0.4767950177192688,as many of these as i could i converted into teachers,55,11,0.7337894242852785,1.629042088630931,0.10151864085382781,-0.44161869139053167,1.1571884418187606,2.1778441682627876,0.0023941868122157803,0.2784452668212154,-0.09753865610393225,0.9157766899855494,-0.06430137125002795,-0.6322127658932833,1.0,0.9801290102925994,-0.013216744122302036,-0.18960007934697146,2.6387720645730752,1.018899278669724,-0.014250932328672293,0.07185122378573036,1.897621332073068,-0.4928304897492587,0.3961088980536863,0.028471661529027116,0.7049775532929294,0.8484031773460877,-0.04400975984263133,0.8582001486684555,-0.07228915662650602,0.07622246592355646,-0.2723810073122921,0.38274780024603267,0.3489956583024194,0.38274780024603283
480,480,"With their kindly aid, obtained at different times and in different places, I finally succeeded in learning to read.",0.9985233545303344,4.503371894359589,4.603832423686981,0.998735249042511,0.7196335792541504,0.9982643127441406,1,1.7965468168258667,with their kindly aid obtained at different times and in different places i finally succeeded in learning to read,116,19,0.7473975041843841,0.6794369526653167,0.97303329223255,0.6165747947984086,1.1568542097109267,1.0455398458570526,-0.03760243265834266,-0.03306378567153987,0.10998075403618218,0.19304600317569245,0.9382568576145961,0.7456851189100834,1.0,0.6359342392437561,0.9462469804068988,0.8239289713723666,2.6631089112306214,1.1642935660851743,-0.014282712376261332,0.07159598635893066,1.8995657454592636,-0.4797360471442715,0.409949661737465,0.16129304180687049,0.7169474923467062,0.9776755365805555,-0.04504960129059941,0.8476312571456968,-0.07228915662650602,0.07622246592355646,-0.2542688268494893,0.5443183555806007,0.42041177029213916,0.5443183555806008
481,481,"When I was sent of errands, I always took my book with me, and by going one part of my errand quickly, I found time to get a lesson before my return.",0.9987949132919312,3.448855370283127,4.311629384756087,-0.9952709674835204,0.6302198767662048,0.9938471913337708,1,0.5823407173156738,when i was sent of errands i always took my book with me and by going one part of my errand quickly i found time to get a lesson before my return,149,32,0.6507376743142188,0.08683357771840733,0.9731695240462308,0.42794187746204204,0.7713290553018162,0.19636735185252158,-0.08290910792115236,-0.19627020064242606,0.08879840315595786,-0.26021034756972894,-0.06911057984109446,-0.0654194108349491,1.0,0.4435545236071544,0.4337914011889934,0.2626868283181804,2.6739386802157723,1.2289932606111993,-0.0023004067949501865,0.16783035589953613,1.924299828887704,-0.31316702527883233,0.42449248196130773,0.3008516311589271,0.728964104350791,1.1074519520488642,-0.033048314861504426,0.9696116750743324,-0.060240963855421686,0.21326706791479727,-0.24628662452640304,0.6155239657931635,0.5362953604027485,0.6155239657931636
482,482,"I used also to carry bread with me, enough of which was always in the house, and to which I was always welcome; for I was much better off in this regard than many of the poor white children in our neighborhood.",0.9985426664352416,1.5063582062721252,4.442375034093856,0.992060363292694,1.9568823575973509,0.9913254380226136,1,1.708243548870087,i used also to carry bread with me enough of which was always in the house and to which i was always welcome for i was much better off in this regard than many of the poor white children in our neighborhood,210,42,0.6939879165686871,-0.07278455061696493,0.973042980359774,0.36218436786070735,0.06116330446119673,-0.27628217124195403,0.5893219319518872,0.04532479624487467,0.07670530937209816,-0.4175420245936829,0.9348847204079141,0.46517323535282484,1.0,0.37658991089128463,0.908978593808143,0.427944503909573,2.667919462973095,1.1930329813641545,-0.0022981518722442265,0.16784846602562986,1.9475317964532288,-0.15671384096760438,0.4248852841107242,0.30462111417688675,0.7409465137016342,1.23685898738443,-0.030865950756762402,0.9917931043020788,-0.060240963855421686,0.21326706791479727,-0.2315555530858327,0.7469331795106506,0.587205132463878,0.7469331795106507
483,483,"This bread I used to bestow upon the hungry little urchins, who, in return, would give me that more valuable bread of knowledge.",0.9971849322319032,2.315912395715713,4.4727067053318015,0.9693996906280518,1.9538216590881348,0.9972153902053832,1,1.5358544588088991,this bread i used to bestow upon the hungry little urchins who in return would give me that more valuable bread of knowledge,128,23,0.7040215363156432,0.4159021480997834,0.9723618511929972,0.5352854321865148,0.3571316432798981,0.14971791947037394,0.5877710502684773,0.38966770519915733,0.10495063527830199,-0.0006817775564742731,0.9234365997531183,0.644741900062941,1.0,0.5535877718546259,0.8362217932667932,0.6197824325663798,2.6725186785481063,1.2205098225756874,-0.002257636512618467,0.1681738600045964,1.965810486081853,-0.033617973630107365,0.44502145734178017,0.49785570608001545,0.741821243102292,1.2463058469554575,-0.030718494610614086,0.9932918404950349,-0.060240963855421686,0.21326706791479727,-0.2121630767023707,0.9199246746552168,0.6532138556313373,0.9199246746552169
484,484,"I am strongly tempted to give the names of two or three of those little boys, as a testimonial of the gratitude and affection I bear them; but prudence forbids;ânot that it would injure me, but it might embarrass them; for it is almost an unpardonable offence to teach slaves to read in this Christian country.",-0.9521651268005372,0.3197321891784668,2.3130631744861603,-0.9732733368873596,-1.8280120491981504,0.9937288165092468,-1,-1.5325074791908264,i am strongly tempted to give the names of two or three of those little boys as a testimonial of the gratitude and affection i bear them but prudence forbidsânot that it would injure me but it might embarrass them for it is almost an unpardonable offence to teach slaves to read in this christian country,312,56,-0.010381630179530173,-0.428117342383983,-0.005560910272512722,0.0015331998015689168,-0.3726603180434892,-0.47450936011335154,-1.328515905216605,-0.6663371322933571,0.08823073547479245,-0.5411870885777644,-0.057997426541924656,0.0676058612247775,0.0,0.0014613239559339475,-0.45878009712242934,-0.07233783932348312,2.6847054668399224,1.2933166830742777,0.009778544845351254,0.2648409260212736,1.9901024132787464,0.12997339469851948,0.46450015902519226,0.6847809439296667,0.7530723996909268,1.3678155346652145,-0.01996816856315337,1.102557565622574,-0.04819277108433735,0.35031166990603807,-0.19057559536164065,1.112496814473475,0.7882616915488798,1.1124968144734753
485,485,"It is enough to say of the dear little fellows, that they lived on Philpot Street, very near Durgin and Baileyâs ship-yard.",0.995247483253479,3.3697822093963623,3.2890531718730927,0.986081838607788,0.8918156027793884,0.8914290070533752,1,-0.4439758956432343,it is enough to say of the dear little fellows that they lived on philpot street very near durgin and baileyâs ship yard,125,23,0.31247273659081437,0.13228558537563118,0.9713898987997367,0.5345405799988242,0.742420364101188,0.450856012727076,0.049643647180517864,-0.024958738680481044,-0.4023490465948405,-0.09776293039730517,0.9318643832386089,0.6517734455587711,1.0,0.5535877718546259,0.0006345635096410685,-0.013013548609811723,2.6839969577379974,1.2890838760285959,-0.002231154456196061,0.16838654728641,1.9961251581469215,0.17053292157726738,0.4790920385395188,0.8248103254162029,0.7416782953652991,1.2447620470141805,-0.020163028355104376,1.1005770213700805,-0.04819277108433735,0.35031166990603807,-0.1760298257850739,1.2422530342218994,0.7988396803525843,1.2422530342218996
486,486,I used to talk this matter of slavery over with them.,0.988398253917694,0.8067039251327515,0.5526672005653381,-0.9850215315818788,0.8585261702537537,0.7421636581420898,0,0.5389647483825684,i used to talk this matter of slavery over with them,53,11,-0.5927149829259184,-0.3790502963981555,0.9679538729125824,0.9460650746398772,-0.19462626223666393,-0.030292077468986957,0.032775611665206504,0.3273678439152884,-1.1181525532576109,0.5075878636539352,-0.063932587970241,-0.6315697259605771,0.5,0.16223618558778544,0.4154845772546389,0.48890958843487287,2.6768226335386194,1.2462227046807233,-0.014259401215128151,0.07178320699686949,1.9954099270055092,0.1657162744604491,0.47107927339622774,0.74791669797703,0.7416437857122307,1.2443893513598023,-0.02029361602771713,1.0992497354182167,-0.03614457831325301,0.487356271897279,-0.17711437717977777,1.2325782426366974,0.7869015606783835,1.2325782426366976
487,487,"I would sometimes say to them, I wished I could be as free as they would be when they got to be men.",0.9951701760292052,1.2834352850914,2.4605930149555206,-0.9947012066841124,0.537902295589447,0.8459368944168091,-1,-1.4656355977058408,i would sometimes say to them i wished i could be as free as they would be when they got to be men,100,23,0.03842076877126774,-0.0662226904137304,0.9713511163892135,0.5345108592393276,-0.02033602878519014,-0.14530731456561222,-0.12968720294509262,-0.16313291869587887,-0.6205069378151636,-0.1395114674805389,-0.0688227379719441,-0.18312899729554483,0.0,-0.22911540067905511,-0.4305568253289477,-0.33955776596715453,2.6579406446362115,1.1334170745971404,-0.026272479310093157,-0.02469830808935434,1.9692038171083095,-0.010765951173816292,0.46487526649452116,0.6883806218785926,0.739323902920068,1.2193351952489833,-0.0323188204363168,0.9770262164559355,-0.04819277108433735,0.35031166990603807,-0.18414840461259865,1.1698308710050218,0.6878546737285676,1.169830871005022
488,488,"âYou will be free as soon as you are twenty-one, _but I am a slave for life!_ Have not I as good a right to be free as you have?â",-0.9907108545303344,4.288108795881271,4.381803035736084,-0.9975354671478271,-0.4447334706783295,0.8772862553596497,-1,-1.478039711713791,âyou will be free as soon as you are twenty one but i am a slave for life have not i as good a right to be free as you haveâ,133,31,0.6739508934166355,0.12325862807001697,-0.024897993588851853,-0.13070143511085583,1.0781552634311438,0.3971572924141067,-0.6275970123495108,-0.5019779467100306,-0.47017075692525606,-0.31844100767656885,-0.07025459995750426,-0.07585220579465081,0.0,-0.12815401112295308,-0.43579198057252055,-0.22164866803753114,2.6697263247277365,1.2038276163869663,-0.014291789517345199,0.07152308445006936,1.9805945304323391,0.06594358133109919,0.4605956425867885,0.6473116774560168,0.738330697079739,1.2086088196502476,-0.03370708729847368,0.9629159481073828,-0.03614457831325301,0.487356271897279,-0.1717189656323697,1.2807082644064982,0.7410244079606949,1.2807082644064984
489,489,"These words used to trouble them; they would express for me the liveliest sympathy, and console me with the hope that something would occur by which I might be free.",0.9981439709663392,4.4844911992549905,4.579058229923248,0.9861589670181274,-1.6371918320655825,0.9976792335510254,-1,1.6844019293785095,these words used to trouble them they would express for me the liveliest sympathy and console me with the hope that something would occur by which i might be free,165,30,0.7392022801951522,0.18545869032378814,0.9728429683752018,0.44614547455964243,1.1499515365622757,0.47047995122031716,-1.2318256958790634,-0.8632346543605736,0.10717500078425886,-0.21382014687413864,0.9319033483373305,0.554849262212038,0.0,-0.13783045886406395,0.8989162403650351,0.5416833858816484,2.6695234122046507,1.2026153672358388,-0.014314381113971573,0.07134164290332348,1.9826656022524258,0.07989099152250521,0.47691272791609707,0.8038968085272259,0.7382524900407677,1.207764203116183,-0.04366124466241124,0.8617424378712745,-0.024096385542168676,0.6244008738885198,-0.15603708161647062,1.4205992462981958,0.7840314464203832,1.420599246298196
490,490,"I was now about twelve years old, and the thought of being _a slave for life_ began to bear heavily upon my heart.",-0.964134395122528,4.551897048950195,1.3192894458770752,0.9939991235733032,1.5137042999267578,0.9979293942451476,1,-0.4558377861976624,i was now about twelve years old and the thought of being a slave for life began to bear heavily upon my heart,114,23,-0.33911879830840735,-0.3396917302441494,-0.011565485939118558,-0.21874371026240141,1.1745947261363603,0.7886394886105261,0.364759881798654,0.2178378983588398,0.10837464895034657,-2.6529373787634013e-05,0.9358641777233084,0.655110590721738,1.0,0.5535877718546259,-0.004371746372298233,-0.01680486166606146,2.6788995501147697,1.2586307134034584,-0.014193336647677135,0.07231379620230066,2.00005836165454,0.19702065713283046,0.4709823659385543,0.7469867361207715,0.7372944290379444,1.1974173830054804,-0.03201369528310845,0.9801274918007736,-0.03614457831325301,0.487356271897279,-0.14259234986391411,1.540533606495527,0.8100483320073026,1.5405336064955273
491,491,"Just about this time, I got hold of a book entitled âThe Columbian Orator.â",0.9775096774101256,2.433608651161194,0.3153479695320129,0.9571892023086548,0.8490630984306335,0.9880810379981996,-1,0.6135801672935486,just about this time i got hold of a book entitled âthe columbian oratorâ,79,14,-0.6712194248390801,-0.5317071012225749,0.9624914436493668,0.7691368438067676,0.40016071491415445,0.6300674479650679,0.02798059356228711,0.17129828912021072,0.061146755887105234,0.5734438116450935,0.9172678886295274,0.8987748668775375,0.0,-0.48051898928730397,0.4469760083486169,0.4509867586920912,2.6593287603323716,1.1417100180229407,-0.026217359376240926,-0.024255619322372576,1.9729990762579872,0.014792812954907102,0.472187630024301,0.7585529215658567,0.7253025070012334,1.0679076130328167,-0.044025163334536266,0.8580435884204167,-0.04819277108433735,0.35031166990603807,-0.14787968149386257,1.4933677166987,0.7075538401599129,1.4933677166987003
492,492,"Every opportunity I got, I used to read this book.",0.99857497215271,2.2958388924598694,4.668161153793335,0.99710613489151,0.5472260117530823,0.9985470175743104,1,0.5152239203453064,every opportunity i got i used to read this book,50,10,0.7686772421727167,1.9153889462450326,0.9730591870417351,1.034394002984302,0.34979288635618033,0.995962044069917,-0.1249627975271939,0.11797082577954546,0.11133646793938894,1.1906388845026499,0.9374338328245952,1.2022402498543583,1.0,1.061836585188185,0.40546476283610194,0.5074328031442605,2.6532573714313736,1.1054380525006957,-0.01421075592558068,0.07217389547822675,1.97035441529679,-0.0030173715521040023,0.4876611053225506,0.9070424409135011,0.7261708138218845,1.077285110340084,-0.04389297064528408,0.8593871876734934,-0.03614457831325301,0.487356271897279,-0.1360263400767223,1.599106004767923,0.7630964490023874,1.5991060047679233
