,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
149,baseline_flair,valley,3570,"then dawn was born again; her fingers bloomed, and they hurried back towards the ship bringing heroic gifts of bronze.",-0.10647957771922055,18,20,"then dawn was born again; her fingers bloomed, and they hurried back towards the ship bringing heroi"
208,sentimentr_jockers,valley,3570,"then dawn was born again; her fingers bloomed, and they hurried back towards the ship bringing heroic gifts of bronze.",-0.8944449739470671,10,20,"then dawn was born again; her fingers bloomed, and they hurried back towards the ship bringing heroi"
119,baseline_textblob,valley,3575,they burned the thighs and feasted in happiness.,-0.023259022536671337,19,8,they burned the thighs and feasted in happiness.
317,transformer_huggingface,peak,3575,they burned the thighs and feasted in happiness.,-1.0077509215992089,9,8,they burned the thighs and feasted in happiness.
286,transformer_roberta15lg,peak,3577,"but all the while odysseus kept turning his head towards the shining sun, impatient for it to set.",-0.6433978949053645,13,18,"but all the while odysseus kept turning his head towards the shining sun, impatient for it to set."
302,transformer_roberta15lg,valley,3588,"they praised his words and said that they must help their guest go home, since he had spoken well.",-0.7430431126596703,12,19,"they praised his words and said that they must help their guest go home, since he had spoken well."
178,baseline_stanza,valley,3661,so all of you must listen to me now.,-0.06416071225516666,19,9,so all of you must listen to me now.
133,baseline_flair,peak,3732,"i always stand near you and take care of you, in all your hardships.",-0.027386038651547272,19,14,"i always stand near you and take care of you, in all your hardships."
39,baseline_sentiword,peak,3736,"this is your fate, and you must bear it bravely, not telling any man or woman that you have finished wandering and come back.",0.0021477124411821277,19,24,"this is your fate, and you must bear it bravely, not telling any man or woman that you have finished"
8,baseline_sentimentr,peak,3747,you want to fool me and make fun of me. tell me the truth! is this my own dear home?,0.015984503017826734,20,20,you want to fool me and make fun of me. tell me the truth! is this my own dear home?
255,syuzhetr_syuzhet,peak,3747,you want to fool me and make fun of me. tell me the truth! is this my own dear home?,0.03710314674544279,20,20,you want to fool me and make fun of me. tell me the truth! is this my own dear home?
334,transformer_huggingface,valley,3838,"well now, follow me, old man, fill up on food and wine, then tell me where you come from, and the troubles you have borne.",-0.3007565243061961,16,25,"well now, follow me, old man, fill up on food and wine, then tell me where you come from, and the tr"
224,sentimentr_jockers,peak,3903,"i hate like hades gates the man who caves to poverty, and starts to lie.",1.4375493423433237,34,15,"i hate like hades gates the man who caves to poverty, and starts to lie."
104,baseline_textblob,peak,3908,relax and drink.,0.14407285992759247,21,3,relax and drink.
71,baseline_vader,peak,3908,relax and drink.,0.1902480068867843,21,3,relax and drink.
193,sentimentr_jockers,peak,3908,relax and drink.,1.4050336785264055,33,3,relax and drink.
318,transformer_huggingface,peak,3919,no more.,0.7619990503677002,27,2,no more.
287,transformer_roberta15lg,peak,3920,"they may catch him, or he may get away, kept safe by zeus.",0.8307766275465746,28,13,"they may catch him, or he may get away, kept safe by zeus."
209,sentimentr_jockers,valley,3943,"i leapt out far in front, and ran to catch them",0.9334893152033337,29,11,"i leapt out far in front, and ran to catch them"
240,sentimentr_jockers,valley,3943,"i leapt out far in front, and ran to catch them",0.9634521231573487,29,11,"i leapt out far in front, and ran to catch them"
150,baseline_flair,valley,3944,And spear them.,0.06599111133496981,20,3,And spear them.
25,baseline_sentimentr,valley,3951,"i had my pick of all the spoils, and got much more",0.11870152047452018,21,12,"i had my pick of all the spoils, and got much more"
271,syuzhetr_syuzhet,valley,3951,"i had my pick of all the spoils, and got much more",0.8515142016862207,28,12,"i had my pick of all the spoils, and got much more"
88,baseline_vader,valley,3983,Riding his chariot.,0.13456829287394068,21,3,Riding his chariot.
303,transformer_roberta15lg,valley,3983,Riding his chariot.,0.53231324827103,25,3,Riding his chariot.
179,baseline_stanza,valley,4009,the royal stores contained enough to feed his family for ten more generations.,-0.015829766954929277,19,13,the royal stores contained enough to feed his family for ten more generations.
55,baseline_sentiword,valley,4014,"the king then swore to me, pouring libations, that he had a boat prepared and crew picked out, to take him back to his dear homeland.",0.04966178859400353,20,26,"the king then swore to me, pouring libations, that he had a boat prepared and crew picked out, to ta"
134,baseline_flair,peak,4087,"when we had reached the city wall, we lay in bushes, reeds, and marshes, hiding under our shields.",0.12677246851308804,21,18,"when we had reached the city wall, we lay in bushes, reeds, and marshes, hiding under our shields."
9,baseline_sentimentr,peak,4104,"at that, thoas the son of andraimon leapt up,",0.1664768774311219,21,9,"at that, thoas the son of andraimon leapt up,"
256,syuzhetr_syuzhet,peak,4104,"at that, thoas the son of andraimon leapt up,",1.3411525071681198,33,9,"at that, thoas the son of andraimon leapt up,"
40,baseline_sentiword,peak,4112,"but in the morning, you will have to put your old rags on again.",0.11655253089023188,21,14,"but in the morning, you will have to put your old rags on again."
164,baseline_stanza,peak,4156,then all at once dawn on her golden throne lit up the sky.,0.03998823039630545,20,13,then all at once dawn on her golden throne lit up the sky.
120,baseline_textblob,valley,4222,was this a sign sent by some god for us?,0.0566123722019607,20,10,was this a sign sent by some god for us?
72,baseline_vader,peak,4251,"he will not let you go; he will come here to fetch you, and he surely will not leave without you.",0.1437980401096382,21,21,"he will not let you go; he will come here to fetch you, and he surely will not leave without you."
194,sentimentr_jockers,peak,4251,"he will not let you go; he will come here to fetch you, and he surely will not leave without you.",0.889734646512293,28,21,"he will not let you go; he will come here to fetch you, and he surely will not leave without you."
225,sentimentr_jockers,peak,4251,"he will not let you go; he will come here to fetch you, and he surely will not leave without you.",0.9858660668317184,29,21,"he will not let you go; he will come here to fetch you, and he surely will not leave without you."
319,transformer_huggingface,peak,4269,"it was his son, named theoclymenus, who had approached telemachus while he was pouring wine",1.0818810257464127,30,15,"it was his son, named theoclymenus, who had approached telemachus while he was pouring wine"
288,transformer_roberta15lg,peak,4269,"it was his son, named theoclymenus, who had approached telemachus while he was pouring wine",1.1206920710130968,31,15,"it was his son, named theoclymenus, who had approached telemachus while he was pouring wine"
151,baseline_flair,valley,4350,"there is an island you may know it called syria, where the sun turns round, above ortygia.",0.03321058348325189,20,17,"there is an island you may know it called syria, where the sun turns round, above ortygia."
335,transformer_huggingface,valley,4350,"there is an island you may know it called syria, where the sun turns round, above ortygia.",0.4276681985167216,24,17,"there is an island you may know it called syria, where the sun turns round, above ortygia."
304,transformer_roberta15lg,valley,4357,those clever rascals tricked her.,0.722032595558365,27,5,those clever rascals tricked her.
241,sentimentr_jockers,valley,4358,one of them first found her washing clothes beside the ship,0.5082386973947056,25,11,one of them first found her washing clothes beside the ship
272,syuzhetr_syuzhet,valley,4358,one of them first found her washing clothes beside the ship,0.5577312183970834,25,11,one of them first found her washing clothes beside the ship
210,sentimentr_jockers,valley,4369,Someone might tell the old man at the house.,0.33901182023564363,23,9,Someone might tell the old man at the house.
56,baseline_sentiword,valley,4417,"zeus knows the future, he alone.",0.05486439159399026,20,6,"zeus knows the future, he alone."
26,baseline_sentimentr,valley,4444,"with tears still in his eyes he said, sweet light! you have come back, telemachus.",0.0617330266489966,20,15,"with tears still in his eyes he said, sweet light! you have come back, telemachus."
89,baseline_vader,valley,4444,"with tears still in his eyes he said, sweet light! you have come back, telemachus.",0.09151837527611081,20,15,"with tears still in his eyes he said, sweet light! you have come back, telemachus."
41,baseline_sentiword,peak,4460,"He set the bread in baskets and brought meat, left over from the meal the day before.",0.07985878501956799,20,17,"He set the bread in baskets and brought meat, left over from the meal the day before."
10,baseline_sentimentr,peak,4461,"he mixed some wine up in a wooden bowl, and sat down opposite odysseus.",0.07070900280447932,20,14,"he mixed some wine up in a wooden bowl, and sat down opposite odysseus."
105,baseline_textblob,peak,4461,"he mixed some wine up in a wooden bowl, and sat down opposite odysseus.",0.09345418853692687,20,14,"he mixed some wine up in a wooden bowl, and sat down opposite odysseus."
257,syuzhetr_syuzhet,peak,4461,"he mixed some wine up in a wooden bowl, and sat down opposite odysseus.",0.6668151953145692,26,14,"he mixed some wine up in a wooden bowl, and sat down opposite odysseus."
135,baseline_flair,peak,4475,"To fight back with my fists if someone picks a fight with me. my mother is unsure if she should stay with me and show respect towards her husband s bed and public gossip, and keep on taking care of things at home, or marry one of them, whichever suitor asserts himself, and brings most lavish gifts.",0.08195209078950484,20,57,To fight back with my fists if someone picks a fight with me. my mother is unsure if she should stay
180,baseline_stanza,valley,4495,"zeus gave my family a single line: arcesius had just one son, laertes, who had odysseus, his only son, and he had me, his only son, whom he left back at home; he had no joy of me.",-0.010700831164584888,19,38,"zeus gave my family a single line: arcesius had just one son, laertes, who had odysseus, his only so"
73,baseline_vader,peak,4607,"leave out two swords, two spears, and two thick shields for you and me to grab before we rush to ambush them.",-0.013326550183443106,19,22,"leave out two swords, two spears, and two thick shields for you and me to grab before we rush to amb"
226,sentimentr_jockers,peak,4607,"leave out two swords, two spears, and two thick shields for you and me to grab before we rush to ambush them.",-0.3529672433161287,16,22,"leave out two swords, two spears, and two thick shields for you and me to grab before we rush to amb"
289,transformer_roberta15lg,peak,4616,so reconsider.,-0.11804071442078076,18,2,so reconsider.
320,transformer_huggingface,peak,4618,"however, i have no desire to traipse",-0.4934527254812926,14,7,"however, i have no desire to traipse"
195,sentimentr_jockers,peak,4630,"He walked out through the hall and out the courtyard, leaving the palace hall to join his pigs.",-0.28323143106891685,17,18,"He walked out through the hall and out the courtyard, leaving the palace hall to join his pigs."
165,baseline_stanza,peak,4632,"eurymachus the son of polybus said, friends, the journey of this upstart boy succeeded! we were sure that he would fail.",0.002624432770857352,19,21,"eurymachus the son of polybus said, friends, the journey of this upstart boy succeeded! we were sure"
121,baseline_textblob,valley,4755,"the slave girls washed them, rubbed them with oil, and dressed them in wool cloaks and tunics.",-0.023505499634814093,19,17,"the slave girls washed them, rubbed them with oil, and dressed them in wool cloaks and tunics."
27,baseline_sentimentr,valley,4784,"he cannot come back home to his own country, since he has no fleet or crew to row across the sea s broad back.",-0.15600678202593934,18,24,"he cannot come back home to his own country, since he has no fleet or crew to row across the sea s b"
242,sentimentr_jockers,valley,4784,"he cannot come back home to his own country, since he has no fleet or crew to row across the sea s broad back.",-1.0758040695264104,9,24,"he cannot come back home to his own country, since he has no fleet or crew to row across the sea s b"
273,syuzhetr_syuzhet,valley,4784,"he cannot come back home to his own country, since he has no fleet or crew to row across the sea s broad back.",-1.3468998103951635,6,24,"he cannot come back home to his own country, since he has no fleet or crew to row across the sea s b"
90,baseline_vader,valley,4785,that was what famous menelaus said.,-0.12914189796436534,18,6,that was what famous menelaus said.
152,baseline_flair,valley,4793,"he must have learned what bad things they are doing, and he is plotting ruin for them all.",-0.16590059863651008,18,18,"he must have learned what bad things they are doing, and he is plotting ruin for them all."
336,transformer_huggingface,valley,4797,"meanwhile, outside odysseus house, the suitors relished games of darts and discus, playing outside as usual, with no thought of others.",-1.161384247891785,8,21,"meanwhile, outside odysseus house, the suitors relished games of darts and discus, playing outside a"
305,transformer_roberta15lg,valley,4801,"my lords, you have enjoyed your games.",-0.9461597188847158,10,7,"my lords, you have enjoyed your games."
57,baseline_sentiword,valley,4803,there is no harm in having meals at proper times.,-0.11553797949454296,18,10,there is no harm in having meals at proper times.
211,sentimentr_jockers,valley,4820,they left; the dogs and herdsmen stayed to guard the farm.,-1.1049404861721104,8,11,they left; the dogs and herdsmen stayed to guard the farm.
181,baseline_stanza,valley,4837,but he does not want work.,-0.05476503540929947,19,6,but he does not want work.
106,baseline_textblob,peak,4906,"he said, please take this food out to that stranger, and tell him he should walk around the hall and beg from all the suitors; shame is not a friend to those in need.",0.037326445869081556,20,34,"he said, please take this food out to that stranger, and tell him he should walk around the hall and"
11,baseline_sentimentr,peak,4909,"odysseus prayed cautiously, o zeus, bless this telemachus, and may he have all that his heart desires.",-0.0727618418742849,19,17,"odysseus prayed cautiously, o zeus, bless this telemachus, and may he have all that his heart desire"
258,syuzhetr_syuzhet,peak,4909,"odysseus prayed cautiously, o zeus, bless this telemachus, and may he have all that his heart desires.",-0.6651249546608741,13,17,"odysseus prayed cautiously, o zeus, bless this telemachus, and may he have all that his heart desire"
42,baseline_sentiword,peak,4912,"Beside odysseus, and prompted him to go among the suitors, begging scraps, to find out which of them were bad or good although she had no thought of saving any out of the massacre which was to come.",-0.048306786261738205,19,38,"Beside odysseus, and prompted him to go among the suitors, begging scraps, to find out which of them"
74,baseline_vader,peak,4949,he prompted me to travel with some pirates to egypt; that long journey spelled my ruin.,-0.07158461745192789,19,16,he prompted me to travel with some pirates to egypt; that long journey spelled my ruin.
321,transformer_huggingface,peak,4967,"it did not knock him over; like a rock he stood there, shook his head, and silently considered his revenge.",-0.6549537534963458,13,20,"it did not knock him over; like a rock he stood there, shook his head, and silently considered his r"
290,transformer_roberta15lg,peak,4969,"when men are fighting for their own possessions,",-1.0087142787614383,9,8,"when men are fighting for their own possessions,"
196,sentimentr_jockers,peak,4973,Reproached antinous insistently.,-0.2993194662756444,16,3,Reproached antinous insistently.
227,sentimentr_jockers,peak,4973,Reproached antinous insistently.,-0.3324819194755959,16,3,Reproached antinous insistently.
136,baseline_flair,peak,5063,"the gods be thanked,",-0.09783279102581578,18,4,"the gods be thanked,"
122,baseline_textblob,valley,5099,Beside the door again.,-0.047105113909695316,19,4,Beside the door again.
337,transformer_huggingface,valley,5147,the goddess left.,-1.1878050353498095,8,3,the goddess left.
243,sentimentr_jockers,valley,5148,the girls came in; their talking woke up the queen.,-0.5581546568421556,14,10,the girls came in; their talking woke up the queen.
274,syuzhetr_syuzhet,valley,5148,the girls came in; their talking woke up the queen.,-0.8994075869041114,10,10,the girls came in; their talking woke up the queen.
306,transformer_roberta15lg,valley,5148,the girls came in; their talking woke up the queen.,-1.4466235754939696,5,10,the girls came in; their talking woke up the queen.
58,baseline_sentiword,valley,5152,she went down from her sunny room upstairs.,-0.08215312723603031,19,8,she went down from her sunny room upstairs.
28,baseline_sentimentr,valley,5158,"telemachus, you are not thinking straight.",-0.10323672866023834,18,6,"telemachus, you are not thinking straight."
212,sentimentr_jockers,valley,5162,and yet your judgment is askew.,-0.5585697183880419,14,6,and yet your judgment is askew.
91,baseline_vader,valley,5168,in my heart i do know right and wrong.,-0.07174096551351511,19,9,in my heart i do know right and wrong.
166,baseline_stanza,peak,5173,this fight between the stranger and that beggar irus did not turn out as they had wished; the stranger was much the stronger.,0.005280519736213692,19,23,this fight between the stranger and that beggar irus did not turn out as they had wished; the strang
153,baseline_flair,valley,5205,two slaves brought earrings from eurydamas.,-0.15660675821064668,18,6,two slaves brought earrings from eurydamas.
107,baseline_textblob,peak,5267,my friends! what he has said was fair; no one need take offense.,0.00562836213180199,19,13,my friends! what he has said was fair; no one need take offense.
12,baseline_sentimentr,peak,5268,"do not abuse the stranger, nor the slaves who work in great odysseus house.",-0.06277244905608637,19,14,"do not abuse the stranger, nor the slaves who work in great odysseus house."
291,transformer_roberta15lg,peak,5367,i tricked them for three years; long hours went by,-0.7673044584122976,12,10,i tricked them for three years; long hours went by
322,transformer_huggingface,peak,5369,"then they shouted in protest, and they made me finish it.",-0.2310733606963474,17,11,"then they shouted in protest, and they made me finish it."
75,baseline_vader,peak,5402,"odysseus pitied his grieving wife inside his heart, but kept his eyes quite still, without a flicker, like horn or iron, and he hid his tears with artifice.",0.0033286876572359513,19,28,"odysseus pitied his grieving wife inside his heart, but kept his eyes quite still, without a flicker"
43,baseline_sentiword,peak,5409,"kingly odysseus wore a purple cloak, of double-folded wool, held fastened by a golden brooch with double pins, that was elaborately engraved.",0.00033359262262548254,19,22,"kingly odysseus wore a purple cloak, of double-folded wool, held fastened by a golden brooch with do"
137,baseline_flair,peak,5412,"Could grip the fawn, and how the fawn could kick its legs and try to get away, though both were made of gold.",-0.005100930808669727,19,23,"Could grip the fawn, and how the fawn could kick its legs and try to get away, though both were made"
259,syuzhetr_syuzhet,peak,5446,"Good-bye to me first, as a ship of theirs happened to be already on its way to barley-rich dulichium.",-0.2182525264932169,17,19,"Good-bye to me first, as a ship of theirs happened to be already on its way to barley-rich dulichium"
197,sentimentr_jockers,peak,5454,"penelope said warily, well, stranger, i do hope that you are right.",-0.03046814638424834,19,12,"penelope said warily, well, stranger, i do hope that you are right."
228,sentimentr_jockers,peak,5454,"penelope said warily, well, stranger, i do hope that you are right.",0.06276679227026997,20,12,"penelope said warily, well, stranger, i do hope that you are right."
182,baseline_stanza,valley,5470,"i will lie down as i have spent so many sleepless nights,",-0.005265810225162413,19,12,"i will lie down as i have spent so many sleepless nights,"
167,baseline_stanza,peak,5513,"his grandma, amphithea, wrapped her arms around him like a vine and kissed his face and shining eyes.",0.04269647450552447,20,18,"his grandma, amphithea, wrapped her arms around him like a vine and kissed his face and shining eyes"
244,sentimentr_jockers,valley,5530,"Scooped a great hunk of flesh off with his tusk, but did not reach the bone.",-0.14525048856055867,18,16,"Scooped a great hunk of flesh off with his tusk, but did not reach the bone."
213,sentimentr_jockers,valley,5545,"she glanced towards penelope, to tell her it was her husband.",-0.21004917011063742,17,11,"she glanced towards penelope, to tell her it was her husband."
29,baseline_sentimentr,valley,5549,you have found out; a god has put the knowledge in your mind.,-0.06856340141446234,19,13,you have found out; a god has put the knowledge in your mind.
275,syuzhetr_syuzhet,valley,5549,you have found out; a god has put the knowledge in your mind.,-0.626077849287001,13,13,you have found out; a god has put the knowledge in your mind.
154,baseline_flair,valley,5566,"in the day, i concentrate on my work and my women s, despite my constant grief.",-0.06300847139710102,19,16,"in the day, i concentrate on my work and my women s, despite my constant grief."
338,transformer_huggingface,valley,5583,No dream; it will come true.,-0.6302129159167201,13,6,No dream; it will come true.
307,transformer_roberta15lg,valley,5583,No dream; it will come true.,-0.8820776485542555,11,6,No dream; it will come true.
59,baseline_sentiword,valley,5588,"odysseus, well-known for his intelligence, said, my dear woman, there is no way to wrest another meaning out of the dream; odysseus himself",-0.022358726695746376,19,23,"odysseus, well-known for his intelligence, said, my dear woman, there is no way to wrest another mea"
108,baseline_textblob,peak,5610,but humans cannot stay awake forever; immortal gods have set a proper time for everything that mortals do on earth.,-0.046901144277048876,19,20,but humans cannot stay awake forever; immortal gods have set a proper time for everything that morta
123,baseline_textblob,valley,5657,"my heart was cheered; it seemed a vision, not a dream.",-0.07962008605784902,19,11,"my heart was cheered; it seemed a vision, not a dream."
92,baseline_vader,valley,5657,"my heart was cheered; it seemed a vision, not a dream.",-0.06823876893396186,19,11,"my heart was cheered; it seemed a vision, not a dream."
13,baseline_sentimentr,peak,5719,then he shook his hand and greeted him.,-0.02303203849673141,19,8,then he shook his hand and greeted him.
323,transformer_huggingface,peak,5720,"good morning, sir! you are down on your luck; i hope things change for you.",-0.2859331356756505,17,15,"good morning, sir! you are down on your luck; i hope things change for you."
292,transformer_roberta15lg,peak,5720,"good morning, sir! you are down on your luck; i hope things change for you.",-0.5029695924167148,14,15,"good morning, sir! you are down on your luck; i hope things change for you."
76,baseline_vader,peak,5745,"they all agreed, and went inside the house of godlike king odysseus.",-0.06304627608858258,19,12,"they all agreed, and went inside the house of godlike king odysseus."
44,baseline_sentiword,peak,5749,they helped themselves to all the food.,0.01758961602364293,20,7,they helped themselves to all the food.
138,baseline_flair,peak,5753,i will stop them touching you or mocking you.,-0.06362072694865643,19,9,i will stop them touching you or mocking you.
198,sentimentr_jockers,peak,5794,"so boy, sit by your mother, and advise her to choose the best, most generous of us to marry; then you can enjoy the wealth left by your father, eat and drink, and she can go take care of someone else s house.",-0.3954575627584882,15,43,"so boy, sit by your mother, and advise her to choose the best, most generous of us to marry; then yo"
229,sentimentr_jockers,peak,5794,"so boy, sit by your mother, and advise her to choose the best, most generous of us to marry; then you can enjoy the wealth left by your father, eat and drink, and she can go take care of someone else s house.",-0.6244050867345666,13,43,"so boy, sit by your mother, and advise her to choose the best, most generous of us to marry; then yo"
260,syuzhetr_syuzhet,peak,5794,"so boy, sit by your mother, and advise her to choose the best, most generous of us to marry; then you can enjoy the wealth left by your father, eat and drink, and she can go take care of someone else s house.",-0.8479645750623424,11,43,"so boy, sit by your mother, and advise her to choose the best, most generous of us to marry; then yo"
183,baseline_stanza,valley,5811,"this new arrival has lost his mind! quick, fellows, throw him out! make him go to the marketplace he thinks it is like night in here! the prophet answered, eurymachus, i will not ask for guides.",0.036546102062717835,20,36,"this new arrival has lost his mind! quick, fellows, throw him out! make him go to the marketplace he"
245,sentimentr_jockers,valley,5877,no woman in achaea is like her.,-1.3868460048022409,6,7,no woman in achaea is like her.
214,sentimentr_jockers,valley,5891,"but odysseus shook his head, stopping him.",-1.201479338202818,7,7,"but odysseus shook his head, stopping him."
30,baseline_sentimentr,valley,5893,"Said, ugh! it seems that i will always be too weak and useless.",-0.15072253799892124,18,13,"Said, ugh! it seems that i will always be too weak and useless."
276,syuzhetr_syuzhet,valley,5893,"Said, ugh! it seems that i will always be too weak and useless.",-1.406400161441065,5,13,"Said, ugh! it seems that i will always be too weak and useless."
168,baseline_stanza,peak,5907,"this bow will take away courage, life-force, and energy from many noble young men; but better we should die, than live and lose the goal for which we gather in this house every day.",0.0709433387997153,20,34,"this bow will take away courage, life-force, and energy from many noble young men; but better we sho"
60,baseline_sentiword,valley,5967,"he said, now hear me, suitors of the queen; let me reveal the promptings of my heart.",-0.0650213172871729,19,17,"he said, now hear me, suitors of the queen; let me reveal the promptings of my heart."
308,transformer_roberta15lg,valley,6043,"he laid it on the bridge,",-1.9424154391562738,0,6,"he laid it on the bridge,"
93,baseline_vader,valley,6044,"Then pulled the notch-end and the string together, still sitting in his chair.",-0.20402775530271747,17,13,"Then pulled the notch-end and the string together, still sitting in his chair."
339,transformer_huggingface,valley,6044,"Then pulled the notch-end and the string together, still sitting in his chair.",-1.8611598827482507,1,13,"Then pulled the notch-end and the string together, still sitting in his chair."
155,baseline_flair,valley,6047,"he told his son, telemachus, your guest does you a credit.",-0.2067611999497844,17,11,"he told his son, telemachus, your guest does you a credit."
124,baseline_textblob,valley,6047,"he told his son, telemachus, your guest does you a credit.",-0.1305959001462488,18,11,"he told his son, telemachus, your guest does you a credit."
109,baseline_textblob,peak,6074,"clever odysseus scowled back and sneered, dogs! so you thought i would not come back home from troy?",-0.09251245802322941,18,18,"clever odysseus scowled back and sneered, dogs! so you thought i would not come back home from troy?"
14,baseline_sentimentr,peak,6109,he ran and quickly reached his loyal father.,-0.09824203225113898,18,8,he ran and quickly reached his loyal father.
77,baseline_vader,peak,6112,"odysseus, the master planner, answered, run fast while i still have a stock of arrows, before they force me from the doors i am fighting alone up here.",-0.15647188656994468,18,28,"odysseus, the master planner, answered, run fast while i still have a stock of arrows, before they f"
139,baseline_flair,peak,6118,"as long as he had arrows, he kept shooting, and one by one he picked the suitors off, inside his own home.",-0.14083965433542792,18,22,"as long as he had arrows, he kept shooting, and one by one he picked the suitors off, inside his own"
324,transformer_huggingface,peak,6118,"as long as he had arrows, he kept shooting, and one by one he picked the suitors off, inside his own home.",-1.3401426807080765,6,22,"as long as he had arrows, he kept shooting, and one by one he picked the suitors off, inside his own"
293,transformer_roberta15lg,peak,6125,odysseus ordered the noble swineherd to stand there to guard it there was only one way out.,-1.2921834526824822,6,17,odysseus ordered the noble swineherd to stand there to guard it there was only one way out.
45,baseline_sentiword,peak,6160,"The herdsmen armed themselves and left the room, shutting the door, and joined their cunning leader.",0.010053423984421645,20,16,"The herdsmen armed themselves and left the room, shutting the door, and joined their cunning leader."
230,sentimentr_jockers,peak,6212,"so these four fighters sprang and struck, and drove the suitors in all directions.",-0.7888093411407214,12,14,"so these four fighters sprang and struck, and drove the suitors in all directions."
169,baseline_stanza,peak,6251,"hurry, telemachus, and bring her here.",0.11416337579910922,21,6,"hurry, telemachus, and bring her here."
31,baseline_sentimentr,valley,6292,odysseus,-0.12314312739215542,18,1,odysseus
215,sentimentr_jockers,valley,6292,odysseus,-1.0819153807705855,9,1,odysseus
246,sentimentr_jockers,valley,6292,odysseus,-1.3200286537544104,6,1,odysseus
277,syuzhetr_syuzhet,valley,6292,odysseus,-1.1739769151680124,8,1,odysseus
199,sentimentr_jockers,peak,6390,and i will do my best to be as brave as i can be.,-0.5209778897391432,14,14,and i will do my best to be as brave as i can be.
125,baseline_textblob,valley,6395,"then let the godlike singer take the lyre and play a clear and cheerful dancing tune, so passersby or neighbors hearing it will think it is a wedding.",-0.042901723209211665,19,28,"then let the godlike singer take the lyre and play a clear and cheerful dancing tune, so passersby o"
156,baseline_flair,valley,6404,eurynome the slave woman began to wash strong-willed odysseus.,-0.09965063516736397,18,9,eurynome the slave woman began to wash strong-willed odysseus.
309,transformer_roberta15lg,valley,6404,eurynome the slave woman began to wash strong-willed odysseus.,-0.7642336077767263,12,9,eurynome the slave woman began to wash strong-willed odysseus.
340,transformer_huggingface,valley,6405,"she rubbed him with olive oil, and dressed him in a tunic and handsome cloak.",-1.1236876721266083,8,15,"she rubbed him with olive oil, and dressed him in a tunic and handsome cloak."
94,baseline_vader,valley,6409,after his bath he looked like an immortal.,-0.150072734129249,18,8,after his bath he looked like an immortal.
61,baseline_sentiword,valley,6430,"now i have told the secret trick, the token.",-0.06216346223395317,19,9,"now i have told the secret trick, the token."
15,baseline_sentimentr,peak,6449,"so glad she was to see her own dear husband,",-0.07189319902052829,19,10,"so glad she was to see her own dear husband,"
261,syuzhetr_syuzhet,peak,6453,"odysseus, mind whirling, said, wife, we have not come yet to the end of all our troubles; there are more to come, many hard labors which i must complete.",-0.6992136974475889,12,29,"odysseus, mind whirling, said, wife, we have not come yet to the end of all our troubles; there are "
184,baseline_stanza,valley,6455,"but come now, let us go to bed together, wife; let us enjoy the pleasure of sweet sleep.",0.06012243944313834,20,18,"but come now, let us go to bed together, wife; let us enjoy the pleasure of sweet sleep."
140,baseline_flair,peak,6459,"but since a god has made you speak about these future labors,",-0.0490106224983911,19,12,"but since a god has made you speak about these future labors,"
78,baseline_vader,peak,6460,Tell me what they involve.,-0.11780562117888305,18,5,Tell me what they involve.
325,transformer_huggingface,peak,6460,Tell me what they involve.,-0.6337912268895162,13,5,Tell me what they involve.
110,baseline_textblob,peak,6463,why would you make me tell you something to cause you pain?,-0.017140552562386252,19,12,why would you make me tell you something to cause you pain?
294,transformer_roberta15lg,peak,6470,"sensibly penelope said, if the gods allow you to reach old age in comfort, there is hope that there will be an end to all our troubles.",-0.2885631069011366,17,27,"sensibly penelope said, if the gods allow you to reach old age in comfort, there is hope that there "
