,sent_no,sent_raw,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,roberta15lg
747,747,"The inside was horrible; it smelled strongly of seaweed, the wind whistled through the gaps in the wooden walls, and the fireplace was damp and empty.",0.495518684387207,0.6771507859230042,-0.999649167060852,-1.8875548243522644,-0.999644935131073,-1,-1.939024806022644,-0.9995060563087463
748,748,There were only two rooms.,1.4296028316020966,1.4160004556179049,-0.9934814572334291,0.7521787285804749,-0.5078839659690857,-1,0.6385537981987,-0.9977641105651855
749,749,Uncle Vernon's rations turned out to be a bag of chips each and four bananas.,0.4972319006919861,1.3191230297088623,-0.9956904649734496,0.9385297298431396,-0.9875504374504088,-1,0.7025995850563049,-0.9982092380523682
750,750,He tried to start a fire but the empty chip bags just smoked and shriveled up.,0.5973097085952759,0.5471089482307434,-0.999566376209259,-1.508895218372345,-0.9994844198226928,-1,-1.8709198832511904,-0.9994886517524719
751,751,"""Could do with some of those letters now, eh?"" he said cheerfully.",2.434557676315308,1.3278031945228577,0.9872347712516784,1.5819721221923828,0.9554492235183716,1,1.468631774187088,0.9964452981948853
752,752,He was in a very good mood.,3.576432406902313,3.515542209148407,0.9998672604560852,1.968174159526825,0.987496018409729,1,1.8188982605934143,0.9986752271652222
753,753,Obviously he thought nobody stood a chance of reaching them here in a storm to deliver mail.,0.7034244537353516,0.4774224162101746,-0.9997607469558716,0.8781841397285461,0.6237374544143677,-1,-1.7917702198028564,-0.9994995594024658
754,754,"Harry privately agreed, though the thought didn't cheer him up at all.",1.45364710688591,2.3971979320049286,0.5612421631813049,0.6110332012176514,-0.99256831407547,-1,-1.487815022468567,-0.9988374710083008
755,755,"As night fell, the promised storm blew up around them.",2.31558895111084,1.3610817790031433,-0.9793937802314758,0.6538466215133667,0.981530785560608,-1,-0.4812103807926178,0.9979681372642517
756,756,Spray from the high waves splattered the walls of the hut and a fierce wind rattled the filthy windows.,0.5194876194000244,0.6235901713371277,-0.97305166721344,-0.4582996666431427,0.9119935035705566,-1,-1.905708074569702,-0.991905927658081
757,757,Aunt Petunia found a few moldy blankets in the second room and made up a bed for Dudley on the moth-eaten sofa.,0.6448732018470764,3.3783392608165737,-0.989762544631958,0.9157814383506776,-0.9970396757125854,-1,0.6210115551948547,-0.9790734052658081
758,758,"She and Uncle Vernon went off to the lumpy bed next door, and Harry was left to find the softest bit of floor he could and to curl up under the thinnest, most ragged blanket.",0.5045912265777588,3.342704951763153,-0.9962202906608582,0.8844759464263916,-0.9607528448104858,-1,-0.4600043296813965,-0.9963079690933228
759,759,The storm raged more and more ferociously as the night went on.,2.3860738873481746,1.248257502913475,-0.973291039466858,1.896730899810791,0.9976563453674316,-1,1.4891524612903595,0.9964863657951355
760,760,Harry couldn't sleep.,0.6862432956695557,4.296558409929276,-0.6453211903572083,-1.6296593546867368,0.6790395379066467,-1,-1.785416066646576,-0.9978492259979248
761,761,"He shivered and turned over, trying to get comfortable, his stomach rumbling with hunger.",1.3805978000164032,0.4588192105293274,-0.9510077834129332,0.7203310132026672,0.6899449825286865,-1,-1.7713152766227722,0.9928271770477295
762,762,Dudley's snores were drowned by the low rolls of thunder that started near midnight.,1.4242527186870575,0.3928945064544678,-0.999415397644043,0.9284703135490416,0.8700613975524902,-1,-1.7137905955314636,-0.99662184715271
763,763,"The lighted dial of Dudley's watch, which was dangling over the edge of the sofa on his fat wrist, told Harry he'd be eleven in ten minutes' time.",0.525732159614563,1.2412989735603333,-0.9900937676429749,0.934276521205902,0.9664824604988098,1,0.5530444383621216,-0.9920284152030945
764,764,"He lay and watched his birthday tick nearer, wondering if the Dursleys would remember at all, wondering where the letter writer was now.",1.4132675230503082,1.2680713236331942,-0.9962462782859802,1.6132396459579468,0.8603084683418274,-1,0.6167351007461548,-0.9886493682861328
765,765,Five minutes to go.,0.5570392012596129,4.987267851829528,0.758137047290802,0.8886910080909729,-0.9863903522491456,0,0.5627565979957581,-0.9909794330596924
766,766,Harry heard something creak outside.,1.367371380329132,0.3350356221199036,-0.9973986744880676,0.8222156763076782,0.7164719104766846,-1,-1.8156034350395205,-0.9917181134223938
767,767,"He hoped the roof wasn't going to fall in, although he might be warmer if it did.",2.3533760905265813,2.5178027153015137,-0.9920212626457214,0.5214175581932068,-0.5988238453865051,1,-1.5562676191329956,-0.9976330399513245
768,768,Four minutes to go.,0.5433055162429811,3.3403694927692413,0.6975563168525696,0.8807709813117981,-0.9926002025604248,0,0.5635840892791748,-0.9938788414001465
769,769,Maybe the house in Privet Drive would be so full of letters when they got back that he'd be able to steal one somehow.,0.4398996829986572,1.3715337216854095,-0.9979881048202516,0.7508060932159424,0.6626885533332825,-1,-0.4588723182678223,-0.9953957796096802
770,770,Three minutes to go.,0.5530957579612732,2.310697436332702,0.6071522235870361,0.8840610980987549,-0.9949017763137816,0,0.5880151391029358,-0.9921833872795105
771,771,"Was that the sea, slapping hard on the rock like that?",2.4051360487937927,1.4025308787822723,-0.995189130306244,-1.7529420256614685,-0.5146776437759399,-1,-1.5243459939956665,-0.9938287734985352
772,772,And (two minutes to go) what was that funny crunching noise?,1.4361550211906433,0.5994986891746521,-0.996184468269348,-1.48120778799057,0.9893923997879028,-1,-0.4318646788597107,-0.9978938698768616
773,773,Was the rock crumbling into the sea?,1.4719350337982178,1.367345690727234,-0.999497652053833,0.8435915112495422,0.9309954047203064,-1,-0.4705187678337097,-0.9966806769371033
774,774,One minute to go and he'd be eleven.,0.6073836088180542,0.4934394359588623,0.9909099340438844,0.8650079965591431,0.6905056834220886,1,0.6526378989219666,0.9959692358970642
775,775,Thirty seconds... twenty ... ten...,0.6284154057502747,0.4865382611751557,-0.9523480534553528,0.9054046869277954,-0.9961737394332886,-1,0.7711994647979736,-0.9989339709281921
776,776,"nine -- maybe he'd wake Dudley up, just to annoy him -- three... two...",2.365147978067398,2.4202277660369877,-0.9872102737426758,0.9192241430282592,-0.9992043375968932,-1,-1.6784147620201109,-0.998994767665863
777,777,one...,2.318981528282165,0.4361560642719269,0.9550914764404296,0.7813860177993774,-0.9990144371986388,0,-0.4442023932933808,0.8380525708198547
778,778,BOOM.,4.511314332485199,4.43785160779953,0.9996078610420228,1.9274669289588928,-0.9641438126564026,0,1.5320027470588684,0.9940711259841919
779,779,"The whole shack shivered and Harry sat bolt upright, staring at the door.",0.7664397358894348,0.6080647110939026,-0.9904943704605104,0.5674269199371338,-0.9975480437278748,-1,-0.39234301447868347,-0.9925773739814758
780,780,"Someone was outside, knocking to come in.",0.5222668647766113,0.5257791876792908,-0.992880403995514,0.8599817752838135,-0.5905431509017944,-1,0.5628371834754944,-0.9757777452468872
781,781,THE KEEPER OF THE KEYS,2.256113678216934,4.515080690383911,0.998142421245575,0.893864095211029,0.9949752688407898,1,-1.4309468269348145,-0.9892178773880005
782,782,BOOM.,4.511314332485199,4.43785160779953,0.9996078610420228,1.9274669289588928,-0.9641438126564026,0,1.5320027470588684,0.9940711259841919
783,783,They knocked again.,1.3670879900455477,0.5219904184341431,-0.6878430843353271,-0.4742730855941773,0.8079099059104919,-1,-1.92156594991684,-0.997428834438324
784,784,Dudley jerked awake.,0.7396502494812012,0.5914444923400879,-0.8913360834121704,1.4526772797107697,0.689467191696167,-1,-1.6286435723304749,-0.9376544952392578
785,785,"""Where's the cannon?"" he said stupidly.",0.39262521266937256,0.5961297154426575,-0.9995992183685304,-1.8453749418258667,-0.9891166090965272,-1,-1.822222113609314,-0.9994509220123291
786,786,There was a crash behind them and Uncle Vernon came skidding into the room.,2.2827612161636357,0.4658824503421784,-0.8502272963523865,0.8378188014030457,0.5464563965797424,-1,-1.7681111693382263,-0.9941788911819458
787,787,"He was holding a rifle in his hands -- now they knew what had been in the long, thin package he had brought with them.",0.7394473552703857,2.2537619173526764,-0.998462736606598,0.9090344905853271,0.7752914428710938,-1,0.6471017599105835,-0.9899187088012695
788,788,"""Who's there?"" he shouted.",0.4404666721820831,0.5796036720275879,-0.9857436418533324,-0.480948805809021,-0.8395390510559082,0,0.6127973198890686,-0.9986537098884583
789,789,"""I warn you -- I' armed!""",2.2772462666034703,0.2987656593322754,-0.9819936752319336,1.47599458694458,0.8957558870315552,0,-1.4750163853168488,-0.9842604398727417
790,790,There was a pause.,2.4439654946327205,1.3073279559612274,-0.9875633716583252,0.7636505365371704,-0.8518463969230652,1,0.5654218196868896,-0.9962405562400818
791,791,Then,2.3522478640079503,1.2859911918640137,0.9452238678932191,0.6633093953132629,-0.90209698677063,-1,-0.4195462763309479,-0.9848591089248657
792,792,SMASH!,0.6764035224914551,0.3936112523078919,0.9967905282974244,1.8627918362617493,-0.886763870716095,0,-1.809641718864441,-0.9966716170310974
793,793,The door was hit with such force that it swung clean off its hinges and with a deafening crash landed flat on the floor.,0.5426722764968872,0.70810866355896,-0.9970625638961792,0.5737788677215576,-0.9870252013206482,-1,-1.8202754855155945,-0.9986327886581421
794,794,A giant of a man was standing in the doorway.,0.3707356154918671,0.3284379839897156,0.9450493454933168,0.774213969707489,-0.9825093746185304,-1,0.5836467146873474,-0.9919339418411255
795,795,"His face was almost completely hidden by a long, shaggy mane of hair and a wild, tangled beard, but you could make out his eyes, glinting like black beetles under all the hair.",0.8737881779670715,2.3827424943447117,0.8585138916969299,0.547103226184845,-0.9972417950630188,-1,-1.5675644278526306,-0.9957742691040039
796,796,"The giant squeezed his way into the hut, stooping so that his head just brushed the ceiling.",1.4517973065376282,0.5299375653266907,-0.9922837615013124,0.7019490599632263,-0.9058000445365906,-1,-0.4557433426380158,-0.9926124215126038
797,797,"He bent down, picked up the door, and fitted it easily back into its frame.",4.758661627769469,1.2931305170059204,0.9835084676742554,0.9154638051986694,0.9937134981155396,1,0.5897083878517151,0.9985197186470032
798,798,The noise of the storm outside dropped a little.,2.5616354346275334,2.6342715620994572,-0.981570601463318,0.5067075490951538,-0.8548409342765808,-1,-1.4946416318416595,0.9931880831718445
799,799,He turned to look at them all.,0.7755590677261353,0.5403261780738831,0.9988248348236084,0.6104459762573242,-0.5768671631813049,1,0.5038555860519409,0.9981895685195923
800,800,"""Couldn't make us a cup o' tea, could yeh? It's not been an easy journey...""",1.396855741739273,1.4428717494010923,-0.999411940574646,-0.38317832350730896,0.9731009602546692,-1,-1.7318111658096311,-0.9993324875831604
801,801,He strode over to the sofa where Dudley sat frozen with fear.,0.5905733704566956,0.3657869398593903,-0.9901023507118224,-1.6038535237312317,0.9395046830177308,-1,-1.6039608120918274,-0.9973535537719727
802,802,"""Budge up, yeh great lump,"" said the stranger.",2.3721558451652527,0.364987850189209,-0.9254126548767091,1.9680851101875303,0.6113768815994263,-1,-1.6779059171676636,-0.9902865290641785
803,803,"Dudley squeaked and ran to hide behind his mother, who was crouching, terrified, behind Uncle Vernon.",0.8229949474334717,3.259316682815552,-0.988842248916626,-1.6832993626594543,0.6825235486030579,-1,-1.699247181415558,-0.9951890707015991
804,804,"""An' here's Harry!"" said the giant.",2.336629271507263,4.277557075023651,0.998887062072754,0.6643356084823608,0.7430807948112488,1,1.4955619275569916,0.98945152759552
805,805,"Harry looked up into the fierce, wild, shadowy face and saw that the beetle eyes were crinkled in a smile.",3.3288926780223846,3.2783936858177185,0.9988269209861756,0.5873704552650452,0.9965116381645204,1,-0.3602202534675598,0.9950069189071655
806,806,"""Las' time I saw you, you was only a baby,"" said the giant.",2.383407711982727,1.2409289777278898,0.9881892800331116,1.6528095602989197,0.9664759635925292,1,0.5754346251487732,0.9653418660163879
807,807,"""Yeh look a lot like yet dad, but yeh've got yet mom's eyes.""",2.3906342685222626,2.360298126935959,0.9978355765342712,1.9385607242584229,0.9432289600372314,1,0.5594379305839539,-0.9974711537361145
808,808,Uncle Vernon made a funny rasping noise.,1.3746956586837769,4.253411501646042,0.9992223381996156,1.965949535369873,0.9859066605567932,1,1.7942719459533691,0.9974966645240784
809,809,"I demand that you leave at once, sit!"" he said. ""You are breaking and entering!""",0.4095205962657929,0.6799530386924744,0.9502960443496704,0.7836671471595764,-0.9780415892601012,1,-1.8895030617713928,-0.9993389844894409
810,810,"""Ah, shut up, Dursley, yeh great prune,"" said the giant; he reached over the back of the sofa, jerked the gun out of Uncle Vernon's hands, bent it into a knot as easily as if it had been made of rubber, and threw it into a corner of the room.",0.6093707680702211,0.5499738454818726,-0.9964420795440674,0.5939728617668152,-0.9961166977882384,-1,-1.4210254848003387,-0.9966484904289246
811,811,"Uncle Vernon made another funny noise, like a mouse being trodden on.",0.6235831379890442,0.4732163846492767,-0.9506458640098572,1.854367673397064,0.9670010209083556,-1,1.5104417800903318,-0.9948925971984863
812,812,"""Anyway -- Harry,"" said the giant, turning his back on the Dursleys, ""a very happy birthday to yeh. Got summat fer yeh here -- I mighta sat on it at some point, but it' taste all right.""",2.6676096320152283,4.483691185712813,0.9992799162864684,1.9671775698661804,0.9851182103157043,1,1.6580175161361694,0.9980565905570984
813,813,From an inside pocket of his black overcoat he pulled a slightly squashed box.,0.5303122401237488,3.300627768039704,-0.9982377886772156,0.6354283094406128,-0.733659565448761,-1,0.5589762330055237,-0.9872345924377441
814,814,Harry opened it with trembling fingers.,0.4838751554489136,0.4736810028553009,0.9995490312576294,0.9401419162750244,0.99431973695755,1,0.5189305543899536,-0.9931594133377075
815,815,"Inside was a large, sticky chocolate cake with Happy Birthday Harry written on it in green icing.",3.3829011917114262,3.256596952676773,0.9931228756904602,1.956063985824585,0.9906771183013916,1,0.5724725723266602,0.9985806941986084
816,816,Harry looked up at the giant.,2.3435554802417755,4.235947519540788,0.9984772205352784,0.5932539701461792,0.9478326439857484,0,-0.4876118898391724,0.5319834351539612
817,817,"He meant to say thank you, but the words got lost on the way to his mouth, and what he said instead was, ""Who are you?""",0.2999619245529175,1.3783224523067474,-0.9995037317276,0.6399551630020142,-0.9993626475334167,-1,-0.4945527911186218,-0.9994685649871826
818,818,The giant chuckled.,2.4549922049045563,0.3887374699115753,0.9983974695205688,0.7015182971954346,0.9444578886032104,0,1.4469197690486908,0.9956955313682556
819,819,"""True, I haven't introduced meself. Rubeus Hagrid, Keeper of Keys and Grounds at Hogwarts.""",0.3910720646381378,4.228484183549882,0.991734266281128,-0.49344787001609797,0.7398499250411987,1,0.7187405228614807,-0.9903059005737305
820,820,He held out an enormous hand and shook Harry's whole arm.,4.603856265544891,0.5450791120529175,0.9993417263031006,0.5353392362594604,0.98854398727417,1,-0.4533443748950958,0.9978471994400024
821,821,"""What about that tea then, eh?"" he said, rubbing his hands together.",1.4653432071208954,1.3472831845283508,-0.9946328401565552,0.8522413372993469,0.770268976688385,-1,0.5383136272430421,-0.999430239200592
822,822,"""I'd not say no ter summat stronger if yeh've got it, mind.""",2.3364311158657074,2.2946135997772217,-0.9986169934272766,-0.3972199559211731,0.9836500883102416,-1,-1.4009867906570437,0.9904652833938599
823,823,His eyes fell on the empty grate with the shriveled chip bags in it and he snorted.,0.540975034236908,0.5783411264419556,-0.99874085187912,-1.6865197420120241,-0.9983952641487122,-1,-1.7695915102958681,-0.9987163543701172
824,824,"He bent down over the fireplace; they couldn't see what he was doing but when he drew back a second later, there was a roaring fire there.",2.4418523907661442,1.364024430513382,0.9927350878715516,-0.452845960855484,0.9906891584396362,-1,0.5424495339393616,0.9979690313339233
825,825,It filled the whole damp hut with flickering light and Harry felt the warmth wash over him as though he'd sunk into a hot bath.,1.5079278945922852,1.3285460174083707,0.9185751676559448,0.7320654392242432,0.9918631911277772,1,1.3581054508686066,0.9988203048706055
826,826,"The giant sat back down on the sofa, which sagged under his weight, and began taking all sorts of things out of the pockets of his coat: a copper kettle, a squashy package of sausages, a poker, a teapot, several chipped mugs, and a bottle of some amber liquid that he took a swig from before starting to make tea.",1.4944664835929868,1.267045259475708,-0.9955716133117676,0.9115446209907532,-0.9909784197807312,-1,-0.4917937815189362,-0.996147096157074
827,827,Soon the hut was full of the sound and smell of sizzling sausage.,2.394093990325928,3.3127164840698238,-0.9943355917930604,1.710152089595795,0.9574097394943236,1,1.4036517143249512,0.9988006353378296
828,828,"Nobody said a thing while the giant was working, but as he slid the first six fat, juicy, slightly burnt sausages from the poker, Dudley fidgeted a little.",3.4775952100753784,2.3652173876762395,-0.976909041404724,0.8624634742736816,-0.8569918870925903,-1,-0.4762248992919922,0.9979168772697449
829,829,"Uncle Vernon said sharply, ""Don't touch anything he gives you, Dudley.""",0.5843910574913025,0.5331794619560242,-0.9869289994239808,-0.3982561230659485,0.951701283454895,-1,0.6288379430770874,-0.998923659324646
830,830,The giant chuckled darkly.,2.461359292268753,1.3214681446552277,0.9978013038635254,0.7435432076454163,0.9914484024047852,-1,-0.35556772351264954,0.9914032816886902
831,831,"""Yet great puddin' of a son don' need fattenin' anymore, Dursley, don' worry.""",4.542086839675903,4.47728830575943,0.9346675276756288,1.968192219734192,0.9460210800170898,1,-0.3348098993301392,0.9928467869758606
832,832,"He passed the sausages to Harry, who was so hungry he had never tasted anything so wonderful, but he still couldn't take his eyes off the giant.",3.3052279949188232,2.2942672669887543,0.9888730645179749,1.8525169491767883,0.9947851896286012,-1,-1.3698767423629759,0.998226523399353
833,833,"Finally, as nobody seemed about to explain anything, he said, ""I' sorry, but I still don't really know who you are.""",0.4976390302181244,2.2710004448890686,-0.9995225667953492,-0.4651806056499481,-0.6118916869163513,-1,-0.474892407655716,-0.9994893074035645
834,834,The giant took a gulp of tea and wiped his mouth with the back of his hand.,0.5896506309509277,0.5460681915283203,-0.9958450198173524,0.9018797874450684,0.9390089511871338,-1,0.5789826512336731,0.8818877339363098
835,835,"""Call me Hagrid,"" he said, ""everyone does.",0.5211732387542725,4.453407555818559,0.9979701042175292,0.7592664361000061,0.8945652842521667,1,0.7751520276069641,0.9759290814399719
836,836,"An' like I told yeh, I' Keeper of Keys at Hogwarts -- yeh' know all about Hogwarts, o' course.",4.350318342447282,4.3314367830753335,0.9692970514297484,0.9092941284179688,0.7377475500106812,1,0.5137712359428406,0.9932266473770142
837,837,"""Er -- no,"" said Harry.",0.4860674738883972,0.4859937131404877,-0.9976289868354796,0.8308282494544983,-0.5469335913658142,-1,-1.4827478229999542,-0.9979755878448486
838,838,Hagrid looked shocked.,0.5330791473388672,0.3365791738033295,-0.9444101452827454,1.8139582872390747,0.9453757405281068,-1,-1.839009165763855,-0.9938916563987732
839,839,"""Sorry,"" Harry said quickly.",1.4441087543964386,0.3410699963569641,-0.9989412426948548,1.486207693815231,-0.9955199360847472,-1,-1.7015405893325806,-0.9906327128410339
840,840,"""Sony?"" barked Hagrid, turning to stare at the Dursleys, who shrank back into the shadows.",0.5848832130432129,0.4434041380882263,-0.9921810030937196,-1.5992841124534607,0.5524306893348694,-1,-0.4367588460445404,-0.9981585741043091
841,841,"""It' s them as should be sorry! I knew yeh weren't gettin' yer letters but I never thought yeh wouldn't even know abou' Hogwarts, fer cryin' out loud! Did yeh never wonder where yet parents learned it all?""",4.3181093633174905,4.507700622081757,-0.980094313621521,-0.4909389019012451,0.9857028126716614,-1,-1.7688286304473877,-0.9991188645362854
842,842,"""All what?"" asked Harry.",1.3392722904682157,0.342028945684433,-0.9854761362075806,0.8294807076454163,0.8444308638572693,-1,0.716542661190033,-0.995212197303772
843,843,"""ALL WHAT?""",0.4124855697154999,0.40567973256111145,-0.986616313457489,0.5419878363609314,-0.9172336459159852,-1,0.5593236684799194,-0.9983252286911011
844,844,Hagrid thundered.,0.3504330813884735,4.355015277862549,0.9597609043121338,0.7248011231422424,-0.9706977605819702,1,-1.7699298858642578,-0.9795794486999512
845,845,"""Now wait jus' one second!""",0.3625608086585999,0.4985966682434082,-0.997436821460724,1.9074788689613345,-0.5697188377380371,0,0.5841654539108276,-0.9949767589569092
846,846,He had leapt to his feet.,3.3352971971035004,0.3935546278953552,0.9953252673149108,0.5071954131126404,0.6449986696243286,0,0.5732738375663757,0.9981520175933838
847,847,In his anger he seemed to fill the whole hut.,0.4470955431461334,1.3914416134357452,-0.9750558733940125,0.5971442461013794,-0.9811314940452576,-1,-1.6950214505195618,0.9601597785949707
848,848,The Dursleys were cowering against the wall.,1.4302172064781191,1.3758097887039185,-0.9895966053009032,0.8293098211288452,0.7621824145317078,-1,-1.6368906497955322,-0.9988687634468079
849,849,"""Do you mean ter tell me,"" he growled at the Dursleys, ""that this boy -- this boy! -- knows nothin' abou' -- about ANYTHING?""",0.5626431703567505,0.4224468469619751,-0.9942691326141356,0.7380567789077759,0.7025718688964844,-1,-1.5623735785484314,-0.9994591474533081
850,850,Harry thought this was going a bit far.,2.471888303756714,2.4662788808345795,-0.9854817986488342,0.6696307063102722,0.5071064233779907,1,-1.7095574736595154,-0.9992873072624207
851,851,"He had been to school, after all, and his marks weren't bad.",2.627243161201477,2.3113923668861394,0.9967191815376282,-1.8939138650894165,0.9236239194869996,-1,0.5506494641304016,0.9964792728424072
852,852,"""I know some things,"" he said.",2.380038261413574,2.349440991878509,0.9851422905921936,0.8496139645576477,0.674667477607727,1,0.6372920870780945,-0.9929528832435608
853,853,"""I can, you know, do math and stuff.""",0.3574841916561127,3.330983340740204,0.96305114030838,0.7777490615844727,0.8958631753921509,0,0.6353842616081238,0.9898990988731384
854,854,"But Hagrid simply waved his hand and said, ""About our world, I mean. Your world. My world. Yer parents' world.""",4.419274389743805,0.2537106275558472,0.9930127263069152,0.8714087009429932,0.9936413168907166,-1,0.5863746404647827,-0.9983407258987427
855,855,"""What world?""",2.3295896649360657,0.2500559985637665,-0.9539261460304259,0.6918871402740479,-0.6828332543373108,0,0.6072462201118469,-0.996331512928009
856,856,Hagrid looked as if he was about to explode.,0.5016117095947266,1.3355557918548584,0.716934084892273,-1.864154040813446,-0.9978967905044556,-1,-1.8278412818908687,-0.9992357492446899
857,857,"""DURSLEY!"" he boomed.",0.34745392203330994,0.4948135316371918,0.9987899661064148,1.969087839126587,0.9654040932655334,1,1.4514130651950836,0.9844991564750671
858,858,"Uncle Vernon, who had gone very pale, whispered something that sounded like ""Mimblewimble.""",0.4056418240070343,0.366510808467865,-0.9949505925178528,-0.4510958194732666,-0.6289371252059937,-1,0.5248054265975952,-0.9961263537406921
859,859,Hagrid stared wildly at Harry.,0.5947818160057068,4.4134820103645325,0.8666894435882568,1.5353640913963318,0.934805393218994,-1,-0.3893683850765228,-0.9979676604270935
860,860,"""But yeh must know about yet mom and dad,"" he said.",2.317709684371948,2.352925419807434,0.5523571372032166,0.8456575870513916,0.8485825657844543,0,0.6691527962684631,-0.9892867207527161
861,861,"""I mean, they're famous. You're famous.""",2.5619578957557683,4.4254507422447205,0.9997873306274414,1.9377627968788147,-0.6570204496383667,0,1.5621681213378906,0.9939855933189392
862,862,"""What? My -- my mom and dad weren't famous, were they?""",2.338639497756958,0.3828465342521668,-0.9986563324928284,0.5896673798561096,-0.559900164604187,0,-1.5067787766456604,-0.9972483515739441
863,863,"""Yeh don' know... yeh don' know...""",1.3338014483451843,1.2835144698619845,-0.997079074382782,0.8098679780960083,0.5073208212852478,0,0.5324186086654663,-0.9978890419006348
864,864,"Hagrid ran his fingers through his hair, fixing Harry with a bewildered stare.",0.7953080534934998,4.2733116149902335,-0.9555383920669556,0.5530568957328796,-0.9969021677970886,-1,-0.4013195037841797,-0.9992241263389587
865,865,"""Yeh don' know what yeh are?"" he said finally.",0.37743130326271057,4.252250254154205,-0.9930791854858398,0.8075160384178162,-0.6289049983024597,1,0.5367861390113831,-0.9994873404502869
866,866,Uncle Vernon suddenly found his voice.,2.282133936882019,2.2962140142917637,0.9983303546905518,0.8693552613258362,0.98469215631485,1,1.4801963865756989,0.9987267851829529
867,867,"""Stop!"" he commanded.",0.6900850534439087,0.5335235595703125,-0.9963298439979552,1.7697335481643677,-0.962170958518982,0,-1.4966548383235931,-0.998358964920044
868,868,"""Stop right there, sit! I forbid you to tell the boy anything!""",2.361428529024124,0.7155726552009583,-0.9991764426231384,0.5579398274421692,-0.9215850234031676,-1,-1.7207726836204529,-0.9990413188934326
869,869,"A braver man than Vernon Dursley would have quailed under the furious look Hagrid now gave him; when Hagrid spoke, his every syllable trembled with rage.",0.7888764739036559,4.485008031129837,0.8298458456993103,-0.4415848255157471,0.9903789162635804,-1,-1.7300156950950625,-0.9942902326583862
870,870,"""You never told him? Never told him what was in the letter Dumbledore left fer him? I was there! I saw Dumbledore leave it, Dursley! An' you've kept it from him all these years?""",0.6690720319747925,0.459923505783081,-0.9926148653030396,0.7112985849380493,0.972325325012207,-1,0.5107560753822327,-0.9993260502815247
871,871,"""Kept what from me?"" said Harry eagerly.",2.26698037981987,0.24323883652687076,0.9877590537071228,0.7895618677139282,0.966806709766388,1,0.5571243762969971,0.996854841709137
872,872,"""STOP! I FORBID YOU!"" yelled Uncle Vernon in panic.",0.9257878065109252,0.7680051326751709,-0.9988840818405152,1.5112006068229675,-0.9817124605178832,-1,-1.8881800174713133,-0.998428225517273
873,873,Aunt Petunia gave a gasp of horror.,0.7375007867813109,0.25288549065589905,-0.937216341495514,1.9634087681770325,0.956761121749878,-1,-1.8503167033195496,-0.901447594165802
874,874,"""Ah, go boil yet heads, both of yeh,"" said Hagrid.",2.3193499147892003,0.4281078577041626,-0.9807265996932985,0.9099804162979126,0.8678796887397766,1,-1.5481831431388855,-0.9974210262298584
875,875,"""Harry -- yet a wizard.""",2.2523639798164368,4.56730842590332,0.9901204109191896,0.5337901115417479,-0.951290488243103,0,-1.6349675059318542,0.9936760067939758
876,876,There was silence inside the hut.,0.3758971393108368,0.386951357126236,-0.993499219417572,0.8463872671127319,0.8188320994377136,-1,-1.5527566075325012,-0.9976361989974976
877,877,Only the sea and the whistling wind could be heard.,1.3639580011367798,1.2993347942829132,0.9681573510169984,0.697260856628418,0.6142895817756653,0,-0.4997126162052154,-0.9950481653213501
878,878,"""-- a what?"" gasped Harry.",1.3034372031688692,0.5074651837348938,-0.943770706653595,0.7953997254371643,-0.9520335793495178,-1,-0.4934323728084564,-0.99813312292099
879,879,"""A wizard, o' course,"" said Hagrid, sitting back down on the sofa, which groaned and sank even lower, ""an' a thumpin' good'un, I'd say, once yeh've been trained up a bit. With a mum an' dad like yours, what else would yeh be? An' I reckon it's abou' time yeh read yer letter.""",1.2829979360103607,1.2846983969211578,-0.961930513381958,0.5785681009292603,0.933043360710144,-1,-0.3579109013080597,-0.9931039214134216
880,880,"Harry stretched out his hand at last to take the yellowish envelope, addressed in emerald green to Mr. H. Potter, The Floor, Hut-on-the-Rock, The Sea.",0.4024702310562134,4.3745634257793435,-0.6208767294883728,0.9390188455581664,0.9860776662826538,1,0.656594455242157,0.9028981924057007
881,881,"He pulled out the letter and read: HOGWARTS SCHOOL of WITCHCRAFT and WIZARDRY Headmaster: ALBUS DUMBLEDORE (Order of Merlin, First Class, Grand Sorc., Chf. Warlock, Supreme Mugwump, International Confed. of Wizards) Dear Mr. Potter, We are pleased to inform you that you have been accepted at Hogwarts School of Witchcraft and Wizardry.",4.419632494449616,4.545910716056825,0.9993431568145752,0.8262199163436891,0.9833807945251464,1,1.525877058506012,0.9968331456184387
882,882,Please find enclosed a list of all necessary books and equipment.,2.4929167926311493,2.2447990775108337,-0.8336166143417358,0.9283177852630616,0.9919182062149048,0,0.8466856479644775,0.9962878227233887
883,883,Term begins on September .,2.4472381472587585,2.2704172432422642,0.9785304665565492,0.8471634387969971,0.9642199873924256,1,0.8324788808822632,0.9956336617469788
884,884,We await your owl by no later than July .,2.368359476327896,4.370253264904022,0.8755711913108826,1.9669265747070312,0.9955525994300842,1,1.5504435300827026,0.9972779750823975
885,885,"Yours sincerely, Minerva McGonagall, Deputy Headmistress Questions exploded inside Harry's head like fireworks and he couldn't decide which to ask first.",0.2966909408569336,0.3330630958080292,-0.6376222372055054,-1.5436124205589294,0.9858434796333312,-1,-1.8204098343849184,0.9938090443611145
