,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1245,1245,"""Very secret. Hogwarts business. Dumbledore's trusted me. More'n my job's worth ter tell yeh that.""",0.08891981920604858,0.09557010191192716,0.16405812823565882,0.043333170827042466,0.053389918918012064,0.004561317471438527,0.0898534632461746,0.11243970704572359,0.11709007732137867,0.09273153709124757,0.09641308512139457,0.04314018962133541,1.1634589304778042,1.3196629126380317,1.830399744791336,1.1359079763384325,1.1338261164795869,0.19387421271594305,1.521991091879305,0.7981911670412216,1.7438362269882222,1.2717974005241905,-0.02218379308981401,0.8221926926583641,0.7426022389351649,1.0384915485870352,1.242037493752505,0.9437267728143994,0.0801409369306146,0.5401805531639826,1.01440189522467
1246,1246,Griphook held the door open for them.,0.09074228791799498,0.09747333164537914,0.1662583333480708,0.04206241836684561,0.05420113614923018,0.004561317471438527,0.0898534632461746,0.11243970704572359,0.1192116497848562,0.09636225808691827,0.10042283747686011,0.043268060531236496,1.188147109169986,1.3468132779002748,1.8582846174005099,1.1670426305412704,1.090109256404136,0.15318589828275145,1.521991091879305,0.8175131356154757,1.765368889233752,1.2717974005241905,-0.04507168652409499,0.8228496168941677,0.8459080877312751,1.020996061723472,1.2350872319957045,0.9446024705441615,0.13683938452474873,0.5623066939702899,0.9953759331206663
1247,1247,"Harry, who had expected more marble, was surprised.",0.08903372350054523,0.09568905377026792,0.1642850795497073,0.03890182891456108,0.05007556024893839,-0.00042540967671251477,0.08737784677821053,0.11384744638207706,0.11705585841067741,0.10036621548303393,0.0977030530684321,0.04210387366343086,1.2078853743550677,1.3685200678623752,1.8820649166635537,1.1292658083944704,1.0729194018535595,0.18230261873488635,1.521991091879305,0.7993987900771122,1.7438362269882222,1.2476423868744635,-0.09084747339265695,0.8228763120554353,0.8179205228417592,1.0627393933891935,1.1791112371352084,0.941049607361568,0.1376283149574859,0.5623066939702899,1.0170279638962105
1248,1248,They were in a narrow stone passageway lit with flaming torches.,0.09074228791799498,0.09747333164537914,0.16621814881007207,0.03754263580695123,0.05151973841103248,0.00126002738673158,0.08930439618216165,0.11629737045157454,0.11346287278704609,0.10435340280526657,0.09517528687611018,0.040804639015000435,1.263262892138456,1.4294204629008922,1.9487827326917218,1.2173736445730299,1.0285238559864325,0.27965416539236787,1.660626858116827,0.8175131356154757,1.765368889233752,1.2838749073490536,-0.06795957995837597,0.8225643087178715,0.764510509029466,1.0542932819274948,1.2114502092048802,0.9345459019902131,0.1378842854088804,0.5623066939702899,1.0198012402388739
1249,1249,It sloped steeply downward and there were little railway tracks on the floor.,0.09358989528041123,0.10044712810389782,0.17130186294864475,0.03500113088655749,0.05172216505718374,0.00126002738673158,0.09308186006598859,0.12138735056749962,0.11885235122249309,0.10435872014576605,0.1008441327063902,0.04185649403300175,1.307523835992445,1.478095612553305,2.0138647993115653,1.2273979329230182,0.960660807596062,0.27965416539236787,1.7958636316100431,0.8477037115127479,1.808434213724812,1.3321849346485066,-0.06795957995837597,0.8766924758030862,0.7843685075664119,1.0522098879512534,1.2927906095535575,0.9377305545397217,0.1381252795746038,0.6065589755829048,1.0641834581962024
1250,1250,Griphook whistled and a small cart came hurtling up the tracks toward them.,0.09358989528041123,0.10044712810389782,0.17130186294864475,0.03636963353600028,0.05214816740206923,0.003043259924439299,0.09308186006598859,0.12138735056749962,0.11885235122249309,0.1003249038376148,0.1008441327063902,0.04202342342049414,1.307523835992445,1.478095612553305,2.0138647993115653,1.2648096395392237,0.9898285788279102,0.3231518031793198,1.7958636316100431,0.8477037115127479,1.808434213724812,1.3321849346485066,-0.04507168652409499,0.8227235655784395,0.8351914167226353,1.0634701638861024,1.2907459551770064,0.9009590618290618,0.13007435232035128,0.6286851163892121,1.0659082456970603
1251,1251,They climbed in -- Hagrid with some difficulty -- and were off.,0.09358989528041123,0.10044712810389782,0.17130186294864475,0.031091123316720967,0.05248050965694443,0.003043259924439299,0.09359435179446943,0.12222142522847372,0.11679921658041804,0.10124643984879558,0.09969926003517014,0.039863613165079116,1.2638485734275302,1.4300645550035904,1.9645343424974073,1.2291526942720299,0.9756608081108152,0.3231518031793198,1.7958636316100431,0.8477037115127479,1.808434213724812,1.3442624414733702,-0.04507168652409499,0.7689615913902725,0.8078334146985682,1.0426869143397879,1.3532712987832283,0.9004163999354574,0.07791295048132105,0.6286851163892121,1.0428137524553411
1252,1252,At first they just hurtled through a maze of twisting passages.,0.09131180939047823,0.09806809093708287,0.16808039587408383,0.031169323468117696,0.05337179115865522,0.0030038275247917484,0.09161720484339018,0.11823192245753084,0.11626026873687334,0.10126975434175486,0.09817109238580768,0.03815495571316979,1.286540590172647,1.4550196782975562,1.982109365632088,1.335074900555353,1.0369358068829533,0.4396212990943975,1.882155291283393,0.8235512507949302,1.765368889233752,1.295952414173917,-0.06795957995837597,0.8231113411089004,0.8093686252167176,1.0198068157295805,1.3651048679649707,0.898821010489529,0.07723832912018591,0.6286851163892121,1.0437070555071806
1253,1253,"Harry tried to remember, left, right, right, left, middle fork, right, left, but it was impossible.",0.09040057503450502,0.09711647607035688,0.16808039587408383,0.0334175778207737,0.053503217413992235,0.002605295097070719,0.0921245098176895,0.11792030214004083,0.12057185148523093,0.10116872487226457,0.10055034415281118,0.04187519455908462,1.2618524114804652,1.427869313035313,1.982109365632088,1.337847631822089,1.0549828784669453,0.3582446702280147,1.882155291283393,0.8138902665078029,1.765368889233752,1.30802992099878,-0.09084747339265695,0.7693154397975956,0.7337314271296701,1.026705337841276,1.3087873508655299,0.8555778808900112,0.02201452800383314,0.6065589755829048,1.0032733412591375
1254,1254,"The rattling cart seemed to know its own way, because Griphook wasn't steering.",0.09017276644551173,0.09687857235367538,0.16961514460208924,0.038129136942426714,0.05575408086746524,0.001037046415205259,0.09260203591469301,0.12157312421831096,0.12416483710886224,0.10118651751162826,0.10427716328136205,0.04190516536175425,1.2603976465997664,1.4262694624195944,1.9952544206417346,1.3745987095381782,1.0980084488753101,0.3390640148608408,1.8548406265958177,0.8114750204360213,1.786901551479282,1.3201074278236435,-0.11373536682693793,0.7694815613593305,0.8377397019254951,0.9910905230897358,1.313149222124023,0.800896520967375,0.021800096841715626,0.6286851163892121,1.005234074176559
1255,1255,"Harry's eyes stung as the cold air rushed past them, but he kept them wide open.",0.09074228791799498,0.09747333164537912,0.16961514460208924,0.035014164245123616,0.05645955283576853,-0.0005525380871077846,0.09310442873354186,0.12330664843204035,0.12531459250842425,0.09755518297666915,0.10741797130159393,0.045494171123675625,1.2644497924471085,1.430725734436374,1.9952544206417346,1.4120913538982127,1.0598829429882815,0.3390640148608408,1.8548406265958177,0.8175131356154757,1.786901551479282,1.3321849346485066,-0.11373536682693793,0.8232538463513008,0.8649302994435725,0.9024967412923303,1.3179878973727088,0.8587853692652399,0.022825570924071885,0.6286851163892121,1.048712307615508
1256,1256,"Once, he thought he saw a burst of fire at the end of a passage and twisted around to see if it was a dragon, but too late - - they plunged even deeper, passing an underground lake where huge stalactites and stalagmites grew from the ceiling and floor.",0.09097009650698827,0.09771123536206061,0.16961514460208924,0.035014164245123616,0.05365126078207302,-0.0021005379338678554,0.09478122853606907,0.12727054603703564,0.12521877955846075,0.10099202555720461,0.10817522838744004,0.040832247826511646,1.2614135479283075,1.427386681007656,1.9952544206417346,1.390148338532596,1.038867259859096,0.2656222391211486,1.8548406265958177,0.8199283816872576,1.786901551479282,1.3684174551230968,-0.15951115369550023,0.8774165666825274,0.8400592031568083,0.8904757158426656,1.3249887707150263,0.8604457344613243,0.023401754727850464,0.6729373980018267,1.0955379945958648
1257,1257,"I never know,"" Harry called to Hagrid over the noise of the cart, ""what's the difference between a stalagmite and a stalactite?""",0.08983105356202178,0.09652171677865314,0.16277778981896635,0.032407492531899264,0.05638855244495428,-0.0021489668419506416,0.09199190246782254,0.12204436822989992,0.12414088387137136,0.10143500092343133,0.10699165757335868,0.0390367100921402,1.2495017325872362,1.4142868836723064,1.9272388220055894,1.424060948374693,1.004347742727427,0.2891136484120239,1.821387131105929,0.8078521513283486,1.7007709024971622,1.30802992099878,-0.1366232602612189,0.9311554713976934,0.9177867485548091,0.9493588465933009,1.3315935202934934,0.8561166277839684,0.022989939332480083,0.6729373980018267,1.1425637468956806
1258,1258,"""Stalagmite's got an '' in it,"" said Hagrid.",0.08630002043262563,0.09283420917008997,0.16103851158058327,0.032602992910391086,0.054142220931320484,-0.0021489668419506416,0.08975439078615316,0.12024383475209488,0.12270368962191881,0.10152314606786518,0.10414176630406773,0.038823689590916866,1.2064805785134092,1.3669751697678072,1.8751810460089688,1.3740869064585246,0.9837103724123372,0.2891136484120239,1.748977371887753,0.770415837215731,1.6792382402516324,1.259719893699327,-0.1366232602612189,0.9311601179736424,0.9423582351239443,0.9443959060789896,1.3876750919861403,0.8662437265314474,0.03289230349609937,0.6729373980018267,1.1445406724150646
1259,1259,"""An' don' ask me questions just now, I think I' gonna be sick.""",0.08732515908309549,0.0939047758951567,0.16264924511786372,0.03264005978215314,0.05783424125366145,-0.005577498115242722,0.08975439078615316,0.118228108922177,0.12270368962191881,0.09744822262739097,0.10414176630406773,0.04246694365896669,1.2003795731356492,1.360265702595749,1.8900861373771642,1.357244890504054,1.0610934484591188,0.21589773041375268,1.748977371887753,0.781284444538749,1.7007709024971622,1.259719893699327,-0.18239904712978122,0.8770455945426681,0.9446017076796279,0.9229248910980663,1.4156461312573445,0.8000302585673617,-0.02434535701179324,0.6286851163892121,1.1232225155240723
1260,1260,"He did look very green, and when the cart stopped at last beside a small door in the passage wall, Hagrid got out and had to lean against the wall to stop his knees from trembling.",0.09108400080148493,0.09783018722040136,0.16903513863114264,0.03322656091762862,0.05809407247110933,-0.005577498115242722,0.09296530645940504,0.12223286583453545,0.12834980988762518,0.10153541685363325,0.10879323361780927,0.04201090440809674,1.2318640732410722,1.3948901959056617,1.905885792000551,1.3650981030591003,1.071565860481893,0.21589773041375268,1.748977371887753,0.8211360047231484,1.765368889233752,1.3201074278236435,-0.18239904712978122,0.931117695317667,1.0236953168978733,0.9857666036679134,1.4907393410216028,0.7509235150020565,0.03284524249164017,0.6729373980018267,1.1476420553539441
1261,1261,Griphook unlocked the door.,0.09279256521893468,0.09961446509551258,0.16903513863114264,0.03518156470254688,0.05282946902456341,-0.0037425827790305535,0.09603787523660458,0.12491922909597467,0.12834980988762518,0.1015088301511358,0.10879323361780927,0.04546096822684658,1.249727224429323,1.4145348641309965,1.905885792000551,1.2736889867066916,1.1026281432438738,0.21589773041375268,1.748977371887753,0.8332122350820572,1.765368889233752,1.3563399482982332,-0.15951115369550023,0.9309708428087012,1.0324030781516156,0.9898741029406098,1.5119876917432018,0.6907293599979025,-0.019874975033426164,0.6286851163892121,1.1498396219778595
1262,1262,"A lot of green smoke came billowing out, and as it cleared, Harry gasped.",0.10737231491450586,0.11484030296312828,0.18086128187971004,0.035644248931644196,0.05852762804906018,0.007056890792628568,0.1056683363077631,0.1316610148109027,0.132421860261074,0.105591320576167,0.11340776705729358,0.03737838165372578,1.311529919080057,1.48250122790694,1.9866934821739954,1.3520266680459134,1.0794526732763565,0.32094179397917566,1.8146109930255503,0.9877879836760912,1.9376301871979917,1.6099675916203628,0.0007041003444669696,0.9310122688453227,1.034713957287326,0.9812691289606451,1.5677517556308558,0.6296502264472965,-0.015926936718907582,0.6729373980018267,1.2130922523581775
1263,1263,Inside were mounds of gold coins.,0.10737231491450586,0.11484030296312828,0.18086128187971004,0.035175048023263815,0.0593237388141476,0.008891806128840737,0.1056683363077631,0.1316610148109027,0.132421860261074,0.10559172960235928,0.11340776705729358,0.03700492470642165,1.311529919080057,1.48250122790694,1.9866934821739954,1.3817660238983807,1.069041530561468,0.37240889308397074,1.8146109930255503,0.9877879836760912,1.9376301871979917,1.6099675916203628,0.023591993778747947,0.9309961773256884,1.0383189375720363,0.9716915206053107,1.5648645222654856,0.5662708349546802,-0.015965703191432885,0.6729373980018267,1.2085938378160326
1264,1264,Columns of silver.,0.10281614313463987,0.11008222862949837,0.17706707765966287,0.031721208003241554,0.057397664382484455,0.005451999507375714,0.10316271668425495,0.1275718153299936,0.13160527261933963,0.10191785634340425,0.11228794735635692,0.03540843790819728,1.2664556778353027,1.4329316695781555,1.9459650188641218,1.3693318670682069,1.0223494602033947,0.34269434956140815,1.7722952964486627,0.9394830622404556,1.8945648627069316,1.5616575643209092,-0.02218379308981401,0.8768905555175803,1.0383907221339,0.8913859550709149,1.5726431573309272,0.5520049494819108,-0.07282727373284668,0.6508112571955195,1.1902721522057849
1265,1265,Heaps of little bronze Knuts.,0.10418299466859966,0.11150965092958734,0.17706707765966287,0.032659609820002315,0.058196796440798025,0.007258543791620925,0.10409252644629471,0.13026253691755157,0.13160527261933963,0.10189372379806041,0.11228794735635692,0.03621048987740563,1.2878362677559019,1.456444575617285,1.9459650188641218,1.36524999496041,0.9996810270560427,0.38967716814315884,1.7722952964486627,0.9539745386711463,1.8945648627069316,1.5737350711457727,0.0007041003444669696,0.8771573226909596,1.0437099140030621,0.8967476406153096,1.5992930676121504,0.5546121486135347,-0.07277596722646042,0.6729373980018267,1.206101154452625
1266,1266,"""All yours,"" smiled Hagrid.",0.10087977012819681,0.10806004703770565,0.17312057006293596,0.03129110717055953,0.05748528188604247,0.0054519995073757125,0.10277244400870955,0.13026253691755157,0.13069847148575647,0.09788976640194476,0.112242437094208,0.03471331362501943,1.2599962041708104,1.4258279835760634,1.902215631304667,1.346145200820771,0.9319628758550342,0.38967716814315884,1.7722952964486627,0.9189534706303103,1.8514995382158717,1.549580057496046,0.0007041003444669696,0.8769946310529751,0.9697092306226757,0.9033223218518763,1.5726567338311774,0.5033792331540622,-0.1300215378647043,0.6286851163892121,1.1447720395105694
1267,1267,All Harry's -- it was incredible.,0.10201881307316332,0.10924956562111313,0.17312057006293596,0.03200794189169623,0.05708949247341836,0.007158246599795104,0.1034529236778936,0.1279918490096873,0.13069847148575647,0.09453002525865187,0.112242437094208,0.034062443408336945,1.2731550476275315,1.4402991768841302,1.902215631304667,1.3631448909531072,0.9380846774919254,0.4243762792809941,1.7722952964486627,0.9310297009892192,1.8514995382158717,1.5616575643209092,0.023591993778747947,0.8233605234515033,1.0153711239091914,0.8666083553344159,1.6310508321553843,0.4956286134385847,-0.1870837848253723,0.6286851163892121,1.144552781411895
1268,1268,The Dursleys couldn't have known about this or they'd have had it from him faster than blinking.,0.1068027934420226,0.11424554367142453,0.17716409068703093,0.03161694113471257,0.06045521312733638,0.007158246599795103,0.10675312977185653,0.13158583368535443,0.1315967178916643,0.098617014971798,0.11354269520218208,0.03516792648172328,1.326436697944213,1.4988946806638863,1.9503804351036877,1.4417387002039068,0.9490120223931472,0.4243762792809941,1.7722952964486627,0.9817498684966368,1.8514995382158717,1.622045098445226,0.023591993778747947,0.8235985116231476,1.063940699276313,0.901795367236914,1.66426992941617,0.5544413655331046,-0.1299384917467285,0.6729373980018267,1.205295581574789
1269,1269,How often had they complained how much Harry cost them to keep?,0.10623327196953936,0.11365078437972079,0.17716409068703093,0.02927093659281066,0.06086157706625198,0.007158246599795103,0.10523121484895856,0.12908633365625624,0.13044696249210228,0.0954793750509069,0.1129082280643145,0.031496741987874416,1.318877517884901,1.490581613011051,1.9503804351036877,1.4549990653794727,0.879252894504584,0.4243762792809941,1.7722952964486627,0.9757117533171823,1.8514995382158717,1.5858125779706362,0.023591993778747947,0.8235235596997512,1.014145002951566,0.8344917929770562,1.6404160844751978,0.5106392137159845,-0.13007951074876403,0.6729373980018267,1.1880386675565444
1270,1270,"And all the time there had been a small fortune belonging to him, buried deep under London.",0.10338566460712312,0.1106769879212021,0.17343479476928883,0.02800018413261379,0.061767965034093465,0.00883453331044098,0.10215548413698711,0.1240067045648632,0.12685397686847097,0.09934855831667011,0.10889847570884896,0.030872215410761565,1.3172365017787866,1.4887769360748648,1.9911088984135612,1.394311210716532,0.9005677057152243,0.4551337539257439,1.7708100857846134,0.9455211774199099,1.808434213724812,1.5254250438463195,0.046479887213028925,0.7694225763781494,1.0643960070991572,0.8357022939071258,1.6084975167948363,0.4443818520039393,-0.1809957931494048,0.6286851163892121,1.1314544950965517
1271,1271,Hagrid helped Harry pile some of it into a bag.,0.10031024865571356,0.10746528774600193,0.17036529731327793,0.02652741461464203,0.06468804493715609,0.005698035946710061,0.10097749801069404,0.12170550837416776,0.12254239412011338,0.0992845457175801,0.10488872335338342,0.034267084586092185,1.290654668644362,1.4595440595659075,1.9537806452022157,1.4328138851358299,0.9040760788280131,0.4006660959524625,1.743107959691989,0.9129153554508559,1.765368889233752,1.4891925233717296,0.023591993778747947,0.7693769163271619,0.9883151946227671,0.7546516720099364,1.5429624403975826,0.44358522482572726,-0.18099512172797327,0.6286851163892121,1.1236227500533353
1272,1272,"""The gold ones are Galleons,"" he explained.",0.09974072718323032,0.10687052845429819,0.17280051520418796,0.027179082542948114,0.06468955558376915,0.006062939136329136,0.10597698125811018,0.12349460124591108,0.12487783477547375,0.0992726839580043,0.10630727059248984,0.03677629688529129,1.3106625099159233,1.4815473108144048,1.991456295769722,1.5355439088925793,0.8978293097963048,0.4886432410096135,1.743107959691989,0.9068772402714014,1.765368889233752,1.4891925233717296,0.023591993778747947,0.7692950285155014,0.9388229196325607,0.7526617257171222,1.5392246804302525,0.5004728606255615,-0.180978274687932,0.6286851163892121,1.1671714123509656
1273,1273,"""Seventeen silver Sickles to a Galleon and twenty-nine Knuts to a Sickle, it's easy enough. Right, that should be enough fer a couple o' terms, we' keep the rest safe for yeh.""",0.09917120571074707,0.10627576916259446,0.17280051520418796,0.027276832732194025,0.06552192186757023,0.007781161076553679,0.10597698125811018,0.12349460124591108,0.12328095227608205,0.09916654166111065,0.1037334515246769,0.036938081161571865,1.304083088187563,1.4743117141603712,1.991456295769722,1.5556649926052744,0.9146720052549357,0.5233423521474487,1.743107959691989,0.9008391250919471,1.765368889233752,1.4891925233717296,0.046479887213028925,0.715500335766952,0.9411644537945092,0.7558231172602788,1.542638499264476,0.4435904321163901,-0.18098235447006544,0.5844328347765976,1.166568528436053
1274,1274,He turned to Griphook.,0.09620969405383417,0.10318302084573504,0.1662987280348305,0.02358839225798157,0.06424844677275297,0.005939558318359483,0.1008221251741576,0.12523084941346468,0.12118504399563043,0.09881641524052887,0.10186399733559312,0.03535841358403957,1.330434134985162,1.5032907876885393,2.0253513472083426,1.642922322434392,1.0446062762831447,0.5959492064683389,1.8010511135712526,0.8694409261587839,1.7007709024971622,1.4046499755976865,0.023591993778747947,0.714807832543789,0.9272562344071194,0.7420455049943844,1.4505365658033091,0.382603697373434,-0.1937929916692201,0.5401805531639826,1.168073376229627
1275,1275,"""Vault seven hundred and thirteen now, please, and can we go more slowly?""",0.09620969405383417,0.10318302084573504,0.1662987280348305,0.023549292182283205,0.07086205764476963,0.008977248372777183,0.10039574300027658,0.12361826874953039,0.12168488451265941,0.09569554539352075,0.10347992116487201,0.041956235348956365,1.3397653894341102,1.5135526611868906,2.0253513472083426,1.6483904531992772,1.0336820320863438,0.6390096709709889,1.8010511135712526,0.8694409261587839,1.7007709024971622,1.3925724687728234,0.0693677806473099,0.7148080930238475,0.8405703213807592,0.746724096031899,1.5006362995135898,0.3157168053235509,-0.19381189568484272,0.495928271551368,1.1680805661010938
1276,1276,"""One speed only,"" said Griphook.",0.09507065110886767,0.10199350226232755,0.16626510921817625,0.020382186050715623,0.07560095606996749,0.007365739500725221,0.09929478464236015,0.12098257102922154,0.1159361075148493,0.09195990917953319,0.09947016880940648,0.04203323304391228,1.3306652060334179,1.503544903775428,2.024679812561412,1.7230951466328455,1.0102385678711712,0.6159928845303807,1.7668781057562815,0.857364695799875,1.7007709024971622,1.3684174551230968,0.046479887213028925,0.6605825112504458,0.8409724000535659,0.6708584059965743,1.4171475840950851,0.30270461671607457,-0.2510806688026317,0.45167598993875335,1.1115563229787664
1277,1277,They were going even deeper now and gathering speed.,0.09757654558779398,0.10461044314582399,0.16626510921817625,0.014673574998754293,0.07408728816367223,0.008992984675907088,0.1005791509116609,0.12385198398764787,0.11593610751484931,0.09196031820572546,0.09902805449497928,0.04350679909906792,1.3050042562988104,1.4753247516549604,2.024679812561412,1.786950954536306,1.0255581289291593,0.6159928845303807,1.7668781057562815,0.8839324025894746,1.7007709024971622,1.3925724687728234,0.046479887213028925,0.6607358854682034,0.8673374564220654,0.670452145123961,1.4793184544754912,0.3028022067610839,-0.25107212141987906,0.45167598993875335,1.1563309364166585
1278,1278,The air became colder and colder as they hurtled round tight corners.,0.09757654558779398,0.10461044314582399,0.16626510921817625,0.014380324431016554,0.07385011664542036,0.007365739500725222,0.1005791509116609,0.12385198398764787,0.11378031614067051,0.09211820231594109,0.09643684937862017,0.04665828641767024,1.3050042562988104,1.4753247516549604,2.024679812561412,1.7586495068827275,1.0258197187323725,0.6110856891730392,1.7668781057562815,0.8839324025894746,1.7007709024971622,1.3925724687728234,0.023591993778747947,0.6607676268238949,0.895447126539335,0.7049764344883878,1.4848534324458018,0.30365448472617307,-0.24535122983870417,0.45167598993875335,1.1768058676006408
1279,1279,"They went rattling over an underground ravine, and Harry leaned over the side to try to see what was down at the dark bottom, but Hagrid groaned and pulled him back by the scruff of his neck.",0.09666531123182077,0.103658828279098,0.16626510921817625,0.015553326701967511,0.07300415454210166,0.005582506963017503,0.1005791509116609,0.12385198398764787,0.11342101757830739,0.09173310415592034,0.09575213514851526,0.04632569222541398,1.2918078697031539,1.4608122709782343,2.024679812561412,1.726514775672703,1.0519453431471146,0.5675880513860868,1.7668781057562815,0.8742714183023476,1.7007709024971622,1.3925724687728234,0.0007041003444669696,0.6607675766693496,0.8656388505751232,0.7049670859575737,1.4921507624646329,0.36323405100569617,-0.24463003779868486,0.495928271551368,1.214069765955045
1280,1280,Vault seven hundred and thirteen had no keyhole.,0.10031024865571356,0.10746528774600192,0.16804851869611195,0.01887683313632856,0.07635627937650205,0.005308812360747126,0.10173468494203981,0.12166029074068578,0.11198382332885487,0.0918541759088318,0.09333607044211771,0.04382180623927,1.3238474811637613,1.4960472376747176,2.0427739072122533,1.8412775382360447,1.0997978035399054,0.5939901161491573,1.8044765888246517,0.9129153554508561,1.7223035647426923,1.4167274824225498,0.0007041003444669696,0.7149217238090877,0.8597499253349816,0.7370961652118253,1.552357868421473,0.36378855823139394,-0.18740524022198263,0.5180544123576752,1.2326158646039223
1281,1281,"""Stand back,"" said Griphook importantly.",0.10031024865571356,0.10984432491281687,0.1694865416470575,0.017508330486885774,0.07648921627845214,0.009909145912403898,0.10173468494203981,0.12276240245796251,0.11136170452180018,0.0921691260768785,0.09155315767046719,0.039481588025002776,1.3238474811637613,1.5097602429523063,2.054041097220522,1.8458967583772743,1.097842101407502,0.6433118013790322,1.8044765888246517,0.937067816168674,1.7438362269882222,1.4167274824225498,0.0693677806473099,0.7687645050593559,0.8544014190272751,0.656051793267176,1.5536977738124962,0.3636724045463384,-0.141609461966625,0.5180544123576752,1.212478544058791
1282,1282,He stroked the door gently with one of his long fingers and it simply melted away.,0.10372737749061306,0.11103384349622435,0.17300922936337623,0.0169869961442409,0.07291804768515672,0.011529567890755116,0.10289021897241873,0.12473018670057426,0.11351749589597897,0.09233621327642015,0.09164227321493433,0.03918860166559066,1.3341342222855037,1.521072895144907,2.0726310122933045,1.8029453148436363,1.091416338581565,0.6690453509314297,1.8044765888246517,0.9491440465275829,1.765368889233752,1.4408824960722764,0.09225567408159088,0.8228157496329063,0.8767585224588617,0.6484424144553044,1.5547606493739645,0.3529378126348398,-0.13771747794515452,0.5180544123576752,1.231672926703166
1283,1283,"""If anyone but a Gringotts goblin tried that, they'd be sucked through the door and trapped in there,"" said Griphook.",0.10372737749061306,0.11103384349622435,0.17300922936337623,0.018159998415191857,0.07131071968885117,0.009766047979935973,0.10289021897241873,0.12473018670057426,0.11351749589597897,0.08847193832496418,0.09164227321493433,0.03997083022685496,1.3341342222855037,1.521072895144907,2.0726310122933045,1.7816272465918088,1.117444195368786,0.6283570364982382,1.8044765888246517,0.9491440465275829,1.765368889233752,1.4408824960722764,0.0693677806473099,0.8227941022839512,0.8725683174828159,0.615152247066934,1.5534783792110736,0.352624080897401,-0.19467028150403487,0.5180544123576752,1.2132521170614403
1284,1284,"""How often do you check to see if anyone's inside?""",0.10395518607960635,0.11127174721290585,0.17490633147339982,0.018779082947082637,0.07462356771131178,0.008144309557296694,0.10389476405859503,0.1268336238436318,0.11513433942661305,0.08574659680587964,0.09437025707400325,0.03899432979101401,1.3331353689819971,1.5199744248052465,2.0929952439482413,1.8434151087821278,1.1197610455059535,0.6043603778075368,1.7621608922477643,0.9515592925993647,1.786901551479282,1.465037509722003,0.046479887213028925,0.8768797690545397,0.8226344258268383,0.6471173972087092,1.5525694371392038,0.4192320909273558,-0.13817217547266497,0.5180544123576752,1.212289636782214
1285,1285,Harry asked.,0.10395518607960635,0.11127174721290585,0.17490633147339982,0.018290332000853074,0.07507676169523252,0.008144309557296694,0.10389476405859503,0.12725420231409035,0.11625215717618724,0.08576991129883894,0.09527109374773778,0.03899432979101401,1.3331353689819971,1.5199744248052465,2.0929952439482413,1.8304972585679666,1.1094313980527846,0.6043603778075368,1.7621608922477643,0.9515592925993647,1.786901551479282,1.465037509722003,0.046479887213028925,0.8770126009412297,0.8191139456641033,0.6402022188733675,1.5526596401284403,0.40783511358359975,-0.14065757772330492,0.5623066939702899,1.2167384873847251
1286,1286,"""About once every ten years,"" said Griphook with a rather nasty grin.",0.10965040080443886,0.11721934012994323,0.1779231458287638,0.013826406691956374,0.08116164625267498,0.011182315336084762,0.10436213422210179,0.1284347639015044,0.11463531364555314,0.08577032032503122,0.09269894282250662,0.036736536923847485,1.3576845263437913,1.5469719039454985,2.1192853539675345,1.8893317880660165,1.0198339708229434,0.6131520079160513,1.7894755569353393,0.9998642140350003,1.808434213724812,1.4771150165468665,0.0693677806473099,0.9309965866514947,0.7943184226726762,0.638458878388241,1.615612892084599,0.41813363754369076,-0.09569428857961038,0.5623066939702899,1.2221223378961075
