,sent_clean
563,it is my great sorrow and makes my life very unhappy
564,but whenever there is danger my heart begins to beat fast
565,perhaps you have heart disease said the tin woodman
566,it may be said the lion
567,if you have continued the tin woodman you ought to be glad for it proves you have a heart
568,for my part i have no heart so i cannot have heart disease
569,perhaps said the lion thoughtfully if i had no heart i should not be a coward
570,have you brains
571,asked the scarecrow
572,i suppose so
573,I have never looked to see replied the lion
574,i am going to the great oz to ask him to give me some remarked the scarecrow for my head is stuffed with straw
575,and i am going to ask him to give me a heart said the woodman
576,and i am going to ask him to send toto and me back to kansas added dorothy
577,do you think oz could give me courage
578,asked the cowardly lion
579,just as easily as he could give me brains said the scarecrow
580,or give me a heart said the tin woodman
581,or send me back to kansas said dorothy
582,then if you do not mind ill go with you said the lion for my life is simply unbearable without a bit of courage
583,you will be very welcome answered dorothy for you will help to keep away the other wild beasts
584,it seems to me they must be more cowardly than you are if they allow you to scare them so easily
585,they really are said the lion but that does not make me any braver and as long as i know myself to be a coward i shall be unhappy
586,so once more the little company set off upon the journey the lion walking with stately strides at dorothys side
587,toto did not approve of this new comrade at first for he could not forget how nearly he had been crushed between the lions great jaws
588,but after a time he became more at ease and presently toto and the cowardly lion had grown to be good friends
589,during the rest of that day there was no other adventure to mar the peace of their journey
590,once indeed the tin woodman stepped upon a beetle that was crawling along the road and killed the poor little thing
591,this made the tin woodman very unhappy for he was always careful not to hurt any living creature and as he walked along he wept several tears of sorrow and regret
592,these tears ran slowly down his face and over the hinges of his jaw and there they rusted
593,when dorothy presently asked him a question the tin woodman could not open his mouth for his jaws were tightly rusted together
594,he became greatly frightened at this and made many motions to dorothy to relieve him but she could not understand
595,the lion was also puzzled to know what was wrong
596,but the scarecrow seized the oil can from dorothys basket and oiled the woodmans jaws so that after a few moments he could talk as well as before
597,this will serve me a lesson said he to look where i step
598,for if i should kill another bug or beetle i should surely cry again and crying rusts my jaws so that i cannot speak
599,thereafter he walked very carefully with his eyes on the road and when he saw a tiny ant toiling by he would step over it so as not to harm it
600,the tin woodman knew very well he had no heart and therefore he took great care never to be cruel or unkind to anything
601,you people with hearts he said have something to guide you and need never do wrong but i have no heart and so i must be very careful
602,when oz gives me a heart of course i need not mind so much
603,the journey to the great oz
604,they were obliged to camp out that night under a large tree in the forest for there were no houses near
605,the tree made a good thick covering to protect them from the dew and the tin woodman chopped a great pile of wood with his axe and dorothy built a splendid fire that warmed her and made her feel less lonely
606,she and toto ate the last of their bread and now she did not know what they would do for breakfast
607,if you wish said the lion i will go into the forest and kill a deer for you
608,you can roast it by the fire since your tastes are so peculiar that you prefer cooked food and then you will have a very good breakfast
609,do not
610,please do not begged the tin woodman
611,i should certainly weep if you killed a poor deer and then my jaws would rust again
612,but the lion went away into the forest and found his own supper and no one ever knew what it was for he did not mention it
613,and the scarecrow found a tree full of nuts and filled dorothys basket with them so that she would not be hungry for a long time
614,she thought this was very kind and thoughtful of the scarecrow but she laughed heartily at the awkward way in which the poor creature picked up the nuts
615,his padded hands were so clumsy and the nuts were so small that he dropped almost as many as he put in the basket
616,but the scarecrow did not mind how long it took him to fill the basket for it enabled him to keep away from the fire as he feared a spark might get into his straw and burn him up
617,so he kept a good distance away from the flames and only came near to cover dorothy with dry leaves when she lay down to sleep
618,these kept her very snug and warm and she slept soundly until morning
619,when it was daylight the girl bathed her face in a little rippling brook and soon after they all started toward the emerald city
620,this was to be an eventful day for the travelers
621,they had hardly been walking an hour when they saw before them a great ditch that crossed the road and divided the forest as far as they could see on either side
622,it was a very wide ditch and when they crept up to the edge and looked into it they could see it was also very deep and there were many big jagged rocks at the bottom
623,the sides were so steep that none of them could climb down and for a moment it seemed that their journey must end
624,what shall we do
625,asked dorothy despairingly
626,i have not the faintest idea said the tin woodman and the lion shook his shaggy mane and looked thoughtful
627,but the scarecrow said we cannot fly that is certain
628,neither can we climb down into this great ditch
629,therefore if we cannot jump over it we must stop where we are
630,i think i could jump over it said the cowardly lion after measuring the distance carefully in his mind
631,then we are all right answered the scarecrow for you can carry us all over on your back one at a time
632,well ill try it said the lion
633,who will go first
634,i will declared the scarecrow for if you found that you could not jump over the gulf dorothy would be killed or the tin woodman badly dented on the rocks below
635,but if i am on your back it will not matter so much for the fall would not hurt me at all
636,i am terribly afraid of falling myself said the cowardly lion but i suppose there is nothing to do but try it
637,so get on my back and we will make the attempt
638,the scarecrow sat upon the lions back and the big beast walked to the edge of the gulf and crouched down
639,why do not you run and jump
640,asked the scarecrow
641,because that is not the way we lions do these things he replied
642,then giving a great spring he shot through the air and landed safely on the other side
643,they were all greatly pleased to see how easily he did it and after the scarecrow had got down from his back the lion sprang across the ditch again
644,dorothy thought she would go next so she took toto in her arms and climbed on the lions back holding tightly to his mane with one hand
645,the next moment it seemed as if she were flying through the air and then before she had time to think about it she was safe on the other side
646,the lion went back a third time and got the tin woodman and then they all sat down for a few moments to give the beast a chance to rest for his great leaps had made his breath short and he panted like a big dog that has been running too long
647,they found the forest very thick on this side and it looked dark and gloomy
648,after the lion had rested they started along the road of yellow brick silently wondering each in his own mind if ever they would come to the end of the woods and reach the bright sunshine again
649,to add to their discomfort they soon heard strange noises in the depths of the forest and the lion whispered to them that it was in this part of the country that the kalidahs lived
650,what are the kalidahs
651,asked the girl
652,they are monstrous beasts with bodies like bears and heads like tigers replied the lion and with claws so long and sharp that they could tear me in two as easily as i could kill toto
653,I am terribly afraid of the kalidahs
654,I am not surprised that you are returned dorothy
655,they must be dreadful beasts
656,the lion was about to reply when suddenly they came to another gulf across the road
657,but this one was so broad and deep that the lion knew at once he could not leap across it
658,so they sat down to consider what they should do and after serious thought the scarecrow said
659,here is a great tree standing close to the ditch
660,if the tin woodman can chop it down so that it will fall to the other side we can walk across it easily
661,that is a first rate idea said the lion
662,one would almost suspect you had brains in your head instead of straw
663,the woodman set to work at once and so sharp was his axe that the tree was soon chopped nearly through
664,then the lion put his strong front legs against the tree and pushed with all his might and slowly the big tree tipped and fell with a crash across the ditch with its top branches on the other side
665,they had just started to cross this queer bridge when a sharp growl made them all look up and to their horror they saw running toward them two great beasts with bodies like bears and heads like tigers
666,they are the kalidahs said the cowardly lion beginning to tremble
667,quick cried the scarecrow
668,let us cross over
669,so dorothy went first holding toto in her arms the tin woodman followed and the scarecrow came next
670,the lion although he was certainly afraid turned to face the kalidahs and then he gave so loud and terrible a roar that dorothy screamed and the scarecrow fell over backward while even the fierce beasts stopped short and looked at him in surprise
671,but seeing they were bigger than the lion and remembering that there were two of them and only one of him the kalidahs again rushed forward and the lion crossed over the tree and turned to see what they would do next
672,without stopping an instant the fierce beasts also began to cross the tree
673,and the lion said to dorothy
674,we are lost for they will surely tear us to pieces with their sharp claws
675,but stand close behind me and i will fight them as long as i am alive
676,wait a minute called the scarecrow
677,he had been thinking what was best to be done and now he asked the woodman to chop away the end of the tree that rested on their side of the ditch
678,the tin woodman began to use his axe at once and just as the two kalidahs were nearly across the tree fell with a crash into the gulf carrying the ugly snarling brutes with it and both were dashed to pieces on the sharp rocks at the bottom
679,well said the cowardly lion drawing a long breath of relief i see we are going to live a little while longer and i am glad of it for it must be a very uncomfortable thing not to be alive
680,those creatures frightened me so badly that my heart is beating yet
681,ah said the tin woodman sadly i wish i had a heart to beat
682,this adventure made the travelers more anxious than ever to get out of the forest and they walked so fast that dorothy became tired and had to ride on the lions back
683,to their great joy the trees became thinner the farther they advanced and in the afternoon they suddenly came upon a broad river flowing swiftly just before them
684,on the other side of the water they could see the road of yellow brick running through a beautiful country with green meadows dotted with bright flowers and all the road bordered with trees hanging full of delicious fruits
685,they were greatly pleased to see this delightful country before them
686,how shall we cross the river
687,asked dorothy
688,that is easily done replied the scarecrow
689,the tin woodman must build us a raft so we can float to the other side
690,so the woodman took his axe and began to chop down small trees to make a raft and while he was busy at this the scarecrow found on the riverbank a tree full of fine fruit
691,this pleased dorothy who had eaten nothing but nuts all day and she made a hearty meal of the ripe fruit
692,but it takes time to make a raft even when one is as industrious and untiring as the tin woodman and when night came the work was not done
693,so they found a cozy place under the trees where they slept well until the morning and dorothy dreamed of the emerald city and of the good wizard oz who would soon send her back to her own home again
694,the deadly poppy field
695,our little party of travelers awakened the next morning refreshed and full of hope and dorothy breakfasted like a princess off peaches and plums from the trees beside the river
696,behind them was the dark forest they had passed safely through although they had suffered many discouragements but before them was a lovely sunny country that seemed to beckon them on to the emerald city
697,to be sure the broad river now cut them off from this beautiful land
698,but the raft was nearly done and after the tin woodman had cut a few more logs and fastened them together with wooden pins they were ready to start
699,dorothy sat down in the middle of the raft and held toto in her arms
700,when the cowardly lion stepped upon the raft it tipped badly for he was big and heavy but the scarecrow and the tin woodman stood upon the other end to steady it and they had long poles in their hands to push the raft through the water
701,they got along quite well at first but when they reached the middle of the river the swift current swept the raft downstream farther and farther away from the road of yellow brick
702,and the water grew so deep that the long poles would not touch the bottom
703,this is bad said the tin woodman for if we cannot get to the land we shall be carried into the country of the wicked witch of the west and she will enchant us and make us her slaves
704,and then i should get no brains said the scarecrow
705,and i should get no courage said the cowardly lion
706,and i should get no heart said the tin woodman
707,and i should never get back to kansas said dorothy
708,we must certainly get to the emerald city if we can the scarecrow continued and he pushed so hard on his long pole that it stuck fast in the mud at the bottom of the river
709,then before he could pull it out againor let gothe raft was swept away and the poor scarecrow was left clinging to the pole in the middle of the river
710,good bye he called after them and they were very sorry to leave him
711,indeed the tin woodman began to cry but fortunately remembered that he might rust and so dried his tears on dorothys apron
712,of course this was a bad thing for the scarecrow
713,i am now worse off than when i first met dorothy he thought
714,then i was stuck on a pole in a cornfield where i could make believe scare the crows at any rate
715,but surely there is no use for a scarecrow stuck on a pole in the middle of a river
716,i am afraid i shall never have any brains after all
717,down the stream the raft floated and the poor scarecrow was left far behind
718,then the lion said
719,something must be done to save us
720,i think i can swim to the shore and pull the raft after me if you will only hold fast to the tip of my tail
721,so he sprang into the water and the tin woodman caught fast hold of his tail
722,then the lion began to swim with all his might toward the shore
723,it was hard work although he was so big but by and by they were drawn out of the current and then dorothy took the tin woodmans long pole and helped push the raft to the land
724,they were all tired out when they reached the shore at last and stepped off upon the pretty green grass and they also knew that the stream had carried them a long way past the road of yellow brick that led to the emerald city
725,what shall we do now
726,asked the tin woodman as the lion lay down on the grass to let the sun dry him
727,we must get back to the road in some way said dorothy
728,the best plan will be to walk along the riverbank until we come to the road again remarked the lion
729,so when they were rested dorothy picked up her basket and they started along the grassy bank to the road from which the river had carried them
730,it was a lovely country with plenty of flowers and fruit trees and sunshine to cheer them and had they not felt so sorry for the poor scarecrow they could have been very happy
731,they walked along as fast as they could dorothy only stopping once to pick a beautiful flower and after a time the tin woodman cried out look
732,then they all looked at the river and saw the scarecrow perched upon his pole in the middle of the water looking very lonely and sad
733,what can we do to save him
734,asked dorothy
735,the lion and the woodman both shook their heads for they did not know
736,so they sat down upon the bank and gazed wistfully at the scarecrow until a stork flew by who upon seeing them stopped to rest at the waters edge
737,who are you and where are you going
738,asked the stork
739,i am dorothy answered the girl and these are my friends the tin woodman and the cowardly lion and we are going to the emerald city
740,this is not the road said the stork as she twisted her long neck and looked sharply at the queer party
741,i know it returned dorothy but we have lost the scarecrow and are wondering how we shall get him again
742,where is he
743,asked the stork
744,over there in the river answered the little girl
745,if he was not so big and heavy i would get him for you remarked the stork
746,he is not heavy a bit said dorothy eagerly for he is stuffed with straw and if you will bring him back to us we shall thank you ever and ever so much
747,well ill try said the stork but if i find he is too heavy to carry i shall have to drop him in the river again
748,so the big bird flew into the air and over the water till she came to where the scarecrow was perched upon his pole
749,then the stork with her great claws grabbed the scarecrow by the arm and carried him up into the air and back to the bank where dorothy and the lion and the tin woodman and toto were sitting
750,when the scarecrow found himself among his friends again he was so happy that he hugged them all even the lion and toto and as they walked along he sang tol de ri de oh at every step he felt so gay
751,i was afraid i should have to stay in the river forever he said but the kind stork saved me and if i ever get any brains i shall find the stork again and do her some kindness in return
752,that is all right said the stork who was flying along beside them
753,i always like to help anyone in trouble
754,but i must go now for my babies are waiting in the nest for me i hope you will find the emerald city and that oz will help you
755,thank you replied dorothy and then the kind stork flew into the air and was soon out of sight
756,they walked along listening to the singing of the brightly colored birds and looking at the lovely flowers which now became so thick that the ground was carpeted with them
757,there were big yellow and white and blue and purple blossoms besides great clusters of scarlet poppies which were so brilliant in color they almost dazzled dorothys eyes
758,are not they beautiful
759,the girl asked as she breathed in the spicy scent of the bright flowers
760,i suppose so answered the scarecrow
761,when i have brains i shall probably like them better
762,if i only had a heart i should love them added the tin woodman
763,i always did like flowers said the lion
764,they seem so helpless and frail
765,but there are none in the forest so bright as these
766,they now came upon more and more of the big scarlet poppies and fewer and fewer of the other flowers and soon they found themselves in the midst of a great meadow of poppies
767,now it is well known that when there are many of these flowers together their odor is so powerful that anyone who breathes it falls asleep and if the sleeper is not carried away from the scent of the flowers he sleeps on and on forever
768,but dorothy did not know this nor could she get away from the bright red flowers that were everywhere about so presently her eyes grew heavy and she felt she must sit down to rest and to sleep
769,but the tin woodman would not let her do this
770,we must hurry and get back to the road of yellow brick before dark he said and the scarecrow agreed with him
771,so they kept walking until dorothy could stand no longer
772,her eyes closed in spite of herself and she forgot where she was and fell among the poppies fast asleep
773,what shall we do
774,asked the tin woodman
775,if we leave her here she will die said the lion
776,the smell of the flowers is killing us all
777,i myself can scarcely keep my eyes open and the dog is asleep already
778,it was true toto had fallen down beside his little mistress
779,but the scarecrow and the tin woodman not being made of flesh were not troubled by the scent of the flowers
780,run fast said the scarecrow to the lion and get out of this deadly flower bed as soon as you can
781,we will bring the little girl with us but if you should fall asleep you are too big to be carried
782,so the lion aroused himself and bounded forward as fast as he could go
783,in a moment he was out of sight
784,let us make a chair with our hands and carry her said the scarecrow
785,so they picked up toto and put the dog in dorothys lap and then they made a chair with their hands for the seat and their arms for the arms and carried the sleeping girl between them through the flowers
786,on and on they walked and it seemed that the great carpet of deadly flowers that surrounded them would never end
787,they followed the bend of the river and at last came upon their friend the lion lying fast asleep among the poppies
788,the flowers had been too strong for the huge beast and he had given up at last and fallen only a short distance from the end of the poppy bed where the sweet grass spread in beautiful green fields before them
789,we can do nothing for him said the tin woodman sadly for he is much too heavy to lift
790,we must leave him here to sleep on forever and perhaps he will dream that he has found courage at last
791,I am sorry said the scarecrow
792,the lion was a very good comrade for one so cowardly
793,but let us go on
794,they carried the sleeping girl to a pretty spot beside the river far enough from the poppy field to prevent her breathing any more of the poison of the flowers and here they laid her gently on the soft grass and waited for the fresh breeze to waken her
795,the queen of the field mice
796,we cannot be far from the road of yellow brick now remarked the scarecrow as he stood beside the girl for we have come nearly as far as the river carried us away
797,the tin woodman was about to reply when he heard a low growl and turning his head which worked beautifully on hinges he saw a strange beast come bounding over the grass toward them
798,it was indeed a great yellow wildcat and the woodman thought it must be chasing something for its ears were lying close to its head and its mouth was wide open showing two rows of ugly teeth while its red eyes glowed like balls of fire
799,as it came nearer the tin woodman saw that running before the beast was a little gray field mouse and although he had no heart he knew it was wrong for the wildcat to try to kill such a pretty harmless creature
800,so the woodman raised his axe and as the wildcat ran by he gave it a quick blow that cut the beasts head clean off from its body and it rolled over at his feet in two pieces
801,the field mouse now that it was freed from its enemy stopped short and coming slowly up to the woodman it said in a squeaky little voice
802,oh thank you
803,thank you ever so much for saving my life
804,do not speak of it i beg of you replied the woodman
805,i have no heart you know so i am careful to help all those who may need a friend even if it happens to be only a mouse
806,only a mouse cried the little animal indignantly
807,why i am a queenthe queen of all the field mice
808,oh indeed said the woodman making a bow
809,therefore you have done a great deed as well as a brave one in saving my life added the queen
810,at that moment several mice were seen running up as fast as their little legs could carry them and when they saw their queen they exclaimed
811,oh your majesty we thought you would be killed
812,how did you manage to escape the great wildcat
813,they all bowed so low to the little queen that they almost stood upon their heads
814,this funny tin man she answered killed the wildcat and saved my life
815,so hereafter you must all serve him and obey his slightest wish
816,we will cried all the mice in a shrill chorus
817,and then they scampered in all directions for toto had awakened from his sleep and seeing all these mice around him he gave one bark of delight and jumped right into the middle of the group
818,toto had always loved to chase mice when he lived in kansas and he saw no harm in it
819,but the tin woodman caught the dog in his arms and held him tight while he called to the mice come back
820,come back
821,toto shall not hurt you
822,at this the queen of the mice stuck her head out from underneath a clump of grass and asked in a timid voice are you sure he will not bite us
823,i will not let him said the woodman so do not be afraid
824,one by one the mice came creeping back and toto did not bark again although he tried to get out of the woodmans arms and would have bitten him had he not known very well he was made of tin
825,finally one of the biggest mice spoke
826,is there anything we can do it asked to repay you for saving the life of our queen
827,nothing that i know of answered the woodman but the scarecrow who had been trying to think but could not because his head was stuffed with straw said quickly oh yes you can save our friend the cowardly lion who is asleep in the poppy bed
828,a lion cried the little queen
829,why he would eat us all up
830,oh no declared the scarecrow this lion is a coward
831,really
832,asked the mouse
833,he says so himself answered the scarecrow and he would never hurt anyone who is our friend
834,if you will help us to save him i promise that he shall treat you all with kindness
835,very well said the queen we trust you
836,but what shall we do
837,are there many of these mice which call you queen and are willing to obey you
838,oh yes there are thousands she replied
839,then send for them all to come here as soon as possible and let each one bring a long piece of string
840,the queen turned to the mice that attended her and told them to go at once and get all her people
841,as soon as they heard her orders they ran away in every direction as fast as possible
842,now said the scarecrow to the tin woodman you must go to those trees by the riverside and make a truck that will carry the lion
843,so the woodman went at once to the trees and began to work and he soon made a truck out of the limbs of trees from which he chopped away all the leaves and branches
844,he fastened it together with wooden pegs and made the four wheels out of short pieces of a big tree trunk
845,so fast and so well did he work that by the time the mice began to arrive the truck was all ready for them
846,they came from all directions and there were thousands of them big mice and little mice and middle sized mice and each one brought a piece of string in his mouth
847,it was about this time that dorothy woke from her long sleep and opened her eyes
848,she was greatly astonished to find herself lying upon the grass with thousands of mice standing around and looking at her timidly
849,but the scarecrow told her about everything and turning to the dignified little mouse he said
850,permit me to introduce to you her majesty the queen
851,dorothy nodded gravely and the queen made a curtsy after which she became quite friendly with the little girl
852,the scarecrow and the woodman now began to fasten the mice to the truck using the strings they had brought
853,one end of a string was tied around the neck of each mouse and the other end to the truck
854,of course the truck was a thousand times bigger than any of the mice who were to draw it but when all the mice had been harnessed they were able to pull it quite easily
855,even the scarecrow and the tin woodman could sit on it and were drawn swiftly by their queer little horses to the place where the lion lay asleep
856,after a great deal of hard work for the lion was heavy they managed to get him up on the truck
857,then the queen hurriedly gave her people the order to start for she feared if the mice stayed among the poppies too long they also would fall asleep
858,at first the little creatures many though they were could hardly stir the heavily loaded truck but the woodman and the scarecrow both pushed from behind and they got along better
859,soon they rolled the lion out of the poppy bed to the green fields where he could breathe the sweet fresh air again instead of the poisonous scent of the flowers
860,dorothy came to meet them and thanked the little mice warmly for saving her companion from death
861,she had grown so fond of the big lion she was glad he had been rescued
862,then the mice were unharnessed from the truck and scampered away through the grass to their homes
863,the queen of the mice was the last to leave
864,if ever you need us again she said come out into the field and call and we shall hear you and come to your assistance
865,good bye
866,good bye they all answered and away the queen ran while dorothy held toto tightly lest he should run after her and frighten her
867,after this they sat down beside the lion until he should awaken and the scarecrow brought dorothy some fruit from a tree near by which she ate for her dinner
868,the guardian of the gate
869,it was some time before the cowardly lion awakened for he had lain among the poppies a long while breathing in their deadly fragrance but when he did open his eyes and roll off the truck he was very glad to find himself still alive
870,i ran as fast as i could he said sitting down and yawning but the flowers were too strong for me
871,how did you get me out
872,then they told him of the field mice and how they had generously saved him from death and the cowardly lion laughed and said
873,i have always thought myself very big and terrible yet such little things as flowers came near to killing me and such small animals as mice have saved my life
874,how strange it all is
875,but comrades what shall we do now
876,we must journey on until we find the road of yellow brick again said dorothy and then we can keep on to the emerald city
877,so the lion being fully refreshed and feeling quite himself again they all started upon the journey greatly enjoying the walk through the soft fresh grass and it was not long before they reached the road of yellow brick and turned again toward the emerald city where the great oz dwelt
878,the road was smooth and well paved now and the country about was beautiful so that the travelers rejoiced in leaving the forest far behind and with it the many dangers they had met in its gloomy shades
879,once more they could see fences built beside the road but these were painted green and when they came to a small house in which a farmer evidently lived that also was painted green
880,they passed by several of these houses during the afternoon and sometimes people came to the doors and looked at them as if they would like to ask questions but no one came near them nor spoke to them because of the great lion of which they were very much afraid
881,the people were all dressed in clothing of a lovely emerald green color and wore peaked hats like those of the munchkins
882,this must be the land of oz said dorothy and we are surely getting near the emerald city
883,yes answered the scarecrow
884,everything is green here while in the country of the munchkins blue was the favorite color
885,but the people do not seem to be as friendly as the munchkins and I am afraid we shall be unable to find a place to pass the night
886,i should like something to eat besides fruit said the girl and I am sure toto is nearly starved
887,let us stop at the next house and talk to the people
888,so when they came to a good sized farmhouse dorothy walked boldly up to the door and knocked
889,a woman opened it just far enough to look out and said what do you want child and why is that great lion with you
890,we wish to pass the night with you if you will allow us answered dorothy and the lion is my friend and comrade and would not hurt you for the world
891,is he tame
892,asked the woman opening the door a little wider
893,oh yes said the girl and he is a great coward too
894,he will be more afraid of you than you are of him
895,well said the woman after thinking it over and taking another peep at the lion if that is the case you may come in and i will give you some supper and a place to sleep
896,so they all entered the house where there were besides the woman two children and a man
897,the man had hurt his leg and was lying on the couch in a corner
898,they seemed greatly surprised to see so strange a company and while the woman was busy laying the table the man asked
899,where are you all going
900,to the emerald city said dorothy to see the great oz
901,oh indeed exclaimed the man
902,are you sure that oz will see you
903,why not
904,she replied
905,why it is said that he never let us anyone come into his presence
906,i have been to the emerald city many times and it is a beautiful and wonderful place but i have never been permitted to see the great oz nor do i know of any living person who has seen him
907,does he never go out
908,asked the scarecrow
909,never
910,he sits day after day in the great throne room of his palace and even those who wait upon him do not see him face to face
911,what is he like
912,asked the girl
913,that is hard to tell said the man thoughtfully
914,you see oz is a great wizard and can take on any form he wishes
915,so that some say he looks like a bird and some say he looks like an elephant and some say he looks like a cat
916,to others he appears as a beautiful fairy or a brownie or in any other form that pleases him
917,but who the real oz is when he is in his own form no living person can tell
918,that is very strange said dorothy but we must try in some way to see him or we shall have made our journey for nothing
919,why do you wish to see the terrible oz
920,asked the man
921,i want him to give me some brains said the scarecrow eagerly
922,oh oz could do that easily enough declared the man
923,he has more brains than he needs
924,and i want him to give me a heart said the tin woodman
925,that will not trouble him continued the man for oz has a large collection of hearts of all sizes and shapes
926,and i want him to give me courage said the cowardly lion
927,oz keeps a great pot of courage in his throne room said the man which he has covered with a golden plate to keep it from running over
928,he will be glad to give you some
929,and i want him to send me back to kansas said dorothy
930,where is kansas
931,asked the man with surprise
932,i do not know replied dorothy sorrowfully but it is my home and I am sure its somewhere
933,very likely
934,well oz can do anything so i suppose he will find kansas for you
935,but first you must get to see him and that will be a hard task for the great wizard does not like to see anyone and he usually has his own way
936,but what do you want
937,he continued speaking to toto
938,toto only wagged his tail for strange to say he could not speak
939,the woman now called to them that supper was ready so they gathered around the table and dorothy ate some delicious porridge and a dish of scrambled eggs and a plate of nice white bread and enjoyed her meal
940,the lion ate some of the porridge but did not care for it saying it was made from oats and oats were food for horses not for lions
941,the scarecrow and the tin woodman ate nothing at all
942,toto ate a little of everything and was glad to get a good supper again
943,the woman now gave dorothy a bed to sleep in and toto lay down beside her while the lion guarded the door of her room so she might not be disturbed
944,the scarecrow and the tin woodman stood up in a corner and kept quiet all night although of course they could not sleep
945,the next morning as soon as the sun was up they started on their way and soon saw a beautiful green glow in the sky just before them
946,that must be the emerald city said dorothy
947,as they walked on the green glow became brighter and brighter and it seemed that at last they were nearing the end of their travels
948,yet it was afternoon before they came to the great wall that surrounded the city
949,it was high and thick and of a bright green color
950,in front of them and at the end of the road of yellow brick was a big gate all studded with emeralds that glittered so in the sun that even the painted eyes of the scarecrow were dazzled by their brilliancy
951,there was a bell beside the gate and dorothy pushed the button and heard a silvery tinkle sound within
952,then the big gate swung slowly open and they all passed through and found themselves in a high arched room the walls of which glistened with countless emeralds
953,before them stood a little man about the same size as the munchkins
954,he was clothed all in green from his head to his feet and even his skin was of a greenish tint
955,at his side was a large green box
956,when he saw dorothy and her companions the man asked what do you wish in the emerald city
957,we came here to see the great oz said dorothy
958,the man was so surprised at this answer that he sat down to think it over
959,it has been many years since anyone asked me to see oz he said shaking his head in perplexity
960,he is powerful and terrible and if you come on an idle or foolish errand to bother the wise reflections of the great wizard he might be angry and destroy you all in an instant
961,but it is not a foolish errand nor an idle one replied the scarecrow it is important
962,and we have been told that oz is a good wizard
963,so he is said the green man and he rules the emerald city wisely and well
964,but to those who are not honest or who approach him from curiosity he is most terrible and few have ever dared ask to see his face
965,i am the guardian of the gates and since you demand to see the great oz i must take you to his palace
966,but first you must put on the spectacles
967,why
968,asked dorothy
969,because if you did not wear spectacles the brightness and glory of the emerald city would blind you
970,even those who live in the city must wear spectacles night and day
971,they are all locked on for oz so ordered it when the city was first built and i have the only key that will unlock them
972,he opened the big box and dorothy saw that it was filled with spectacles of every size and shape
973,all of them had green glasses in them
974,the guardian of the gates found a pair that would just fit dorothy and put them over her eyes
975,there were two golden bands fastened to them that passed around the back of her head where they were locked together by a little key that was at the end of a chain the guardian of the gates wore around his neck
976,when they were on dorothy could not take them off had she wished but of course she did not wish to be blinded by the glare of the emerald city so she said nothing
977,then the green man fitted spectacles for the scarecrow and the tin woodman and the lion and even on little toto and all were locked fast with the key
978,then the guardian of the gates put on his own glasses and told them he was ready to show them to the palace
979,taking a big golden key from a peg on the wall he opened another gate and they all followed him through the portal into the streets of the emerald city
980,the wonderful city of oz
981,even with eyes protected by the green spectacles dorothy and her friends were at first dazzled by the brilliancy of the wonderful city
982,the streets were lined with beautiful houses all built of green marble and studded everywhere with sparkling emeralds
983,they walked over a pavement of the same green marble and where the blocks were joined together were rows of emeralds set closely and glittering in the brightness of the sun
984,the window panes were of green glass even the sky above the city had a green tint and the rays of the sun were green
985,there were many peoplemen women and childrenwalking about and these were all dressed in green clothes and had greenish skins
986,they looked at dorothy and her strangely assorted company with wondering eyes and the children all ran away and hid behind their mothers when they saw the lion but no one spoke to them
987,many shops stood in the street and dorothy saw that everything in them was green
988,green candy and green pop corn were offered for sale as well as green shoes green hats and green clothes of all sorts
989,at one place a man was selling green lemonade and when the children bought it dorothy could see that they paid for it with green pennies
990,there seemed to be no horses nor animals of any kind the men carried things around in little green carts which they pushed before them
991,everyone seemed happy and contented and prosperous
992,the guardian of the gates led them through the streets until they came to a big building exactly in the middle of the city which was the palace of oz the great wizard
993,there was a soldier before the door dressed in a green uniform and wearing a long green beard
994,here are strangers said the guardian of the gates to him and they demand to see the great oz
995,step inside answered the soldier and i will carry your message to him
996,so they passed through the palace gates and were led into a big room with a green carpet and lovely green furniture set with emeralds
997,the soldier made them all wipe their feet upon a green mat before entering this room and when they were seated he said politely
998,please make yourselves comfortable while i go to the door of the throne room and tell oz you are here
999,they had to wait a long time before the soldier returned
1000,when at last he came back dorothy asked
1001,have you seen oz
1002,oh no returned the soldier i have never seen him
1003,but i spoke to him as he sat behind his screen and gave him your message
1004,he said he will grant you an audience if you so desire but each one of you must enter his presence alone and he will admit but one each day
1005,therefore as you must remain in the palace for several days i will have you shown to rooms where you may rest in comfort after your journey
1006,thank you replied the girl that is very kind of oz
1007,the soldier now blew upon a green whistle and at once a young girl dressed in a pretty green silk gown entered the room
1008,she had lovely green hair and green eyes and she bowed low before dorothy as she said follow me and i will show you your room
1009,so dorothy said good bye to all her friends except toto and taking the dog in her arms followed the green girl through seven passages and up three flights of stairs until they came to a room at the front of the palace
1010,it was the sweetest little room in the world with a soft comfortable bed that had sheets of green silk and a green velvet counterpane
1011,there was a tiny fountain in the middle of the room that shot a spray of green perfume into the air to fall back into a beautifully carved green marble basin
1012,beautiful green flowers stood in the windows and there was a shelf with a row of little green books
1013,when dorothy had time to open these books she found them full of queer green pictures that made her laugh they were so funny
1014,in a wardrobe were many green dresses made of silk and satin and velvet and all of them fitted dorothy exactly
1015,make yourself perfectly at home said the green girl and if you wish for anything ring the bell
1016,oz will send for you tomorrow morning
1017,she left dorothy alone and went back to the others
