,sent_clean
1717,was there such a thing as stettininity 
1718,margaret swept on 
1719,people at stettin drop things into boats out of overhanging warehouses 
1720,at least  our cousins do  but aren t particularly rich 
1721,the town isn t interesting  except for a clock that rolls its eyes  and the view of the oder  which truly is something special 
1722,oh  mrs  wilcox  you would love the oder 
1723,the river  or rather rivers  there seem to be dozens of them  are intense blue  and the plain they run through an intensest green 
1724,indeed 
1725,that sounds like a most beautiful view  miss schlegel 
1726,so say  but helen  who will muddle things  says no  it s like music 
1727,the course of the oder is to be like music 
1728,it s obliged to remind her of a symphonic poem 
1729,the part by the landing stage is in b minor  if remember rightly  but lower down things get extremely mixed 
1730,there is a slodgy theme in several keys at once  meaning mud banks  and another for the navigable canal  and the exit into the baltic is in c sharp major  pianissimo 
1731,what do the overhanging warehouses make of that 
1732,asked the man  laughing 
1733,they make a great deal of it  replied margaret  unexpectedly rushing off on a new track 
1734,think it s affectation to compare the oder to music  and so do you  but the overhanging warehouses of stettin take beauty seriously  which we don t  and the average englishman doesn t  and despises all who do 
1735,now don t say germans have no taste  or shall scream 
1736,they haven t 
1737,but  but  such a tremendous but   they take poetry seriously 
1738,they do take poetry seriously 
1739,is anything gained by that 
1740,yes  yes 
1741,the german is always on the lookout for beauty 
1742,he may miss it through stupidity  or misinterpret it  but he is always asking beauty to enter his life  and believe that in the end it will come 
1743,at heidelberg met a fat veterinary surgeon whose voice broke with sobs as he repeated some mawkish poetry 
1744,so easy for me to laugh  i  who never repeat poetry  good or bad  and cannot remember one fragment of verse to thrill myself with  my blood boils  well  m half german  so put it down to patriotism  when listen to the tasteful contempt of the average islander for things teutonic  whether they re bocklin or my veterinary surgeon  oh  bocklin  they say  he strains after beauty  he peoples nature with gods too consciously  of course bocklin strains  because he wants something  beauty and all the other intangible gifts that are floating about the world 
1745,so his landscapes don t come off  and leader s do 
1746,am not sure that agree 
1747,do you 
1748,said he  turning to mrs  wilcox 
1749,she replied  think miss schlegel puts everything splendidly  and a chill fell on the conversation 
1750,oh  mrs  wilcox  say something nicer than that 
1751,it s such a snub to be told you put things splendidly 
1752,do not mean it as a snub 
1753,your last speech interested me so much 
1754,generally people do not seem quite to like germany 
1755,have long wanted to hear what is said on the other side 
1756,the other side 
1757,then you do disagree 
1758,oh  good 
1759,give us your side 
1760,have no side 
1761,but my husband   her voice softened  the chill increased   has very little faith in the continent  and our children have all taken after him 
1762,on what grounds 
1763,do they feel that the continent is in bad form 
1764,mrs  wilcox had no idea  she paid little attention to grounds 
1765,she was not intellectual  nor even alert  and it was odd that  all the same  she should give the idea of greatness 
1766,margaret  zigzagging with her friends over thought and art  was conscious of a personality that transcended their own and dwarfed their activities 
1767,there was no bitterness in mrs  wilcox  there was not even criticism  she was lovable  and no ungracious or uncharitable word had passed her lips 
1768,yet she and daily life were out of focus  one or the other must show blurred 
1769,and at lunch she seemed more out of focus than usual  and nearer the line that divides daily life from a life that may be of greater importance 
1770,you will admit  though  that the continent  it seems silly to speak of the continent  but really it is all more like itself than any part of it is like england 
1771,england is unique 
1772,do have another jelly first 
1773,was going to say that the continent  for good or for evil  is interested in ideas 
1774,its literature and art have what one might call the kink of the unseen about them  and this persists even through decadence and affectation 
1775,there is more liberty of action in england  but for liberty of thought go to bureaucratic prussia 
1776,people will there discuss with humility vital questions that we here think ourselves too good to touch with tongs 
1777,do not want to go to prussia  said mrs  wilcox not even to see that interesting view that you were describing 
1778,and for discussing with humility am too old 
1779,we never discuss anything at howards end 
1780,then you ought to  said margaret 
1781,discussion keeps a house alive 
1782,it cannot stand by bricks and mortar alone 
1783,it cannot stand without them  said mrs  wilcox  unexpectedly catching on to the thought  and rousing  for the first and last time  a faint hope in the breasts of the delightful people 
1784,it cannot stand without them  and sometimes think  but cannot expect your generation to agree  for even my daughter disagrees with me here 
1785,never mind us or her 
1786,do say 
1787,sometimes think that it is wiser to leave action and discussion to men 
1788,there was a little silence 
1789,one admits that the arguments against the suffrage are extraordinarily strong  said a girl opposite  leaning forward and crumbling her bread 
1790,are they 
1791,never follow any arguments 
1792,am only too thankful not to have a vote myself 
1793,we didn t mean the vote  though  did we 
1794,supplied margaret 
1795,aren t we differing on something much wider  mrs  wilcox 
1796,whether women are to remain what they have been since the dawn of history  or whether  since men have moved forward so far  they too may move forward a little now 
1797,say they may  would even admit a biological change 
1798,don t know  don t know 
1799,must be getting back to my overhanging warehouse  said the man 
1800,they ve turned disgracefully strict 
1801,mrs  wilcox also rose 
1802,oh  but come upstairs for a little 
1803,miss quested plays 
1804,do you like macdowell 
1805,do you mind his only having two noises 
1806,if you must really go  ll see you out 
1807,won t you even have coffee 
1808,they left the dining room closing the door behind them  and as mrs  wilcox buttoned up her jacket  she said  what an interesting life you all lead in london 
1809,no  we don t  said margaret  with a sudden revulsion 
1810,we lead the lives of gibbering monkeys 
1811,mrs  wilcox  really  we have something quiet and stable at the bottom 
1812,we really have 
1813,all my friends have 
1814,don t pretend you enjoyed lunch  for you loathed it  but forgive me by coming again  alone  or by asking me to you 
1815,am used to young people  said mrs  wilcox  and with each word she spoke the outlines of known things grew dim 
1816,hear a great deal of chatter at home  for we  like you  entertain a great deal 
1817,with us it is more sport and politics  but  enjoyed my lunch very much  miss schlegel  dear  and am not pretending  and only wish could have joined in more 
1818,for one thing  m not particularly well just to day 
1819,for another  you younger people move so quickly that it dazes me 
1820,charles is the same  dolly the same 
1821,but we are all in the same boat  old and young 
1822,never forget that 
1823,they were silent for a moment 
1824,then  with a newborn emotion  they shook hands 
1825,the conversation ceased suddenly when margaret re entered the dining room  her friends had been talking over her new friend  and had dismissed her as uninteresting 
1826,several days passed 
1827,was mrs  wilcox one of the unsatisfactory people  there are many of them  who dangle intimacy and then withdraw it 
1828,they evoke our interests and affections  and keep the life of the spirit dawdling round them 
1829,then they withdraw 
1830,when physical passion is involved  there is a definite name for such behaviour  flirting  and if carried far enough it is punishable by law 
1831,but no law  not public opinion even  punishes those who coquette with friendship  though the dull ache that they inflict  the sense of misdirected effort and exhaustion  may be as intolerable 
1832,was she one of these 
1833,margaret feared so at first  for  with a londoner s impatience  she wanted everything to be settled up immediately 
1834,she mistrusted the periods of quiet that are essential to true growth 
1835,desiring to book mrs  wilcox as a friend  she pressed on the ceremony  pencil  as it were  in hand  pressing the more because the rest of the family were away  and the opportunity seemed favourable 
1836,but the elder woman would not be hurried 
1837,she refused to fit in with the wickham place set  or to reopen discussion of helen and paul  whom margaret would have utilised as a short cut 
1838,she took her time  or perhaps let time take her  and when the crisis did come all was ready 
1839,the crisis opened with a message  would miss schlegel come shopping 
1840,christmas was nearing  and mrs  wilcox felt behindhand with the presents 
1841,she had taken some more days in bed  and must make up for lost time 
1842,margaret accepted  and at eleven o clock one cheerless morning they started out in a brougham 
1843,first of all  began margaret  we must make a list and tick off the people s names 
1844,my aunt always does  and this fog may thicken up any moment 
1845,have you any ideas 
1846,thought we would go to harrods or the haymarket stores  said mrs  wilcox rather hopelessly 
1847,everything is sure to be there 
1848,am not a good shopper 
1849,the din is so confusing  and your aunt is quite right  one ought to make a list 
1850,take my notebook  then  and write your own name at the top of the page 
1851,oh  hooray  said margaret  writing it 
1852,how very kind of you to start with me 
1853,but she did not want to receive anything expensive 
1854,their acquaintance was singular rather than intimate  and she divined that the wilcox clan would resent any expenditure on outsiders  the more compact families do 
1855,she did not want to be thought a second helen  who would snatch presents since she could not snatch young men  nor to be exposed like a second aunt juley  to the insults of charles 
1856,a certain austerity of demeanour was best  and she added  don t really want a yuletide gift  though 
1857,in fact  d rather not 
1858,why 
1859,because ve odd ideas about christmas 
1860,because have all that money can buy 
1861,want more people  but no more things 
1862,should like to give you something worth your acquaintance  miss schlegel  in memory of your kindness to me during my lonely fortnight 
1863,it has so happened that have been left alone  and you have stopped me from brooding 
1864,am too apt to brood 
1865,if that is so  said margaret  if have happened to be of use to you  which didn t know  you cannot pay me back with anything tangible 
1866,suppose not  but one would like to 
1867,perhaps shall think of something as we go about 
1868,her name remained at the head of the list  but nothing was written opposite it 
1869,they drove from shop to shop 
1870,the air was white  and when they alighted it tasted like cold pennies 
1871,at times they passed through a clot of grey 
1872,mrs  wilcox s vitality was low that morning  and it was margaret who decided on a horse for this little girl  a golliwog for that  for the rector s wife a copper warming tray 
1873,we always give the servants money 
1874,yes  do you  yes  much easier  replied margaret but felt the grotesque impact of the unseen upon the seen  and saw issuing from a forgotten manger at bethlehem this torrent of coins and toys 
1875,vulgarity reigned 
1876,public houses  besides their usual exhortation against temperance reform  invited men to join our christmas goose club   one bottle of gin  etc   or two  according to subscription 
1877,a poster of a woman in tights heralded the christmas pantomime  and little red devils  who had come in again that year  were prevalent upon the christmas cards 
1878,margaret was no morbid idealist 
1879,she did not wish this spate of business and self advertisement checked 
1880,it was only the occasion of it that struck her with amazement annually 
1881,how many of these vacillating shoppers and tired shop assistants realised that it was a divine event that drew them together 
1882,she realised it  though standing outside in the matter 
1883,she was not a christian in the accepted sense  she did not believe that god had ever worked among us as a young artisan 
1884,these people  or most of them  believed it  and if pressed  would affirm it in words 
1885,but the visible signs of their belief were regent street or drury lane  a little mud displaced  a little money spent  a little food cooked  eaten  and forgotten 
1886,inadequate 
1887,but in public who shall express the unseen adequately 
1888,it is private life that holds out the mirror to infinity  personal intercourse  and that alone  that ever hints at a personality beyond our daily vision 
1889,no  do like christmas on the whole  she announced 
1890,in its clumsy way  it does approach peace and goodwill 
1891,but oh  it is clumsier every year 
1892,is it 
1893,am only used to country christmases 
1894,we are usually in london  and play the game with vigour  carols at the abbey  clumsy midday meal  clumsy dinner for the maids  followed by christmas tree and dancing of poor children  with songs from helen 
1895,the drawing room does very well for that 
1896,we put the tree in the powder closet  and draw a curtain when the candles are lighted  and with the looking glass behind it looks quite pretty 
1897,wish we might have a powder closet in our next house 
1898,of course  the tree has to be very small  and the presents don t hang on it 
1899,no  the presents reside in a sort of rocky landscape made of crumpled brown paper 
1900,you spoke of your next house  miss schlegel 
1901,then are you leaving wickham place 
1902,yes  in two or three years  when the lease expires 
1903,we must 
1904,have you been there long 
1905,all our lives 
1906,you will be very sorry to leave it 
1907,suppose so 
1908,we scarcely realise it yet 
1909,my father   she broke off  for they had reached the stationery department of the haymarket stores  and mrs  wilcox wanted to order some private greeting cards 
1910,if possible  something distinctive  she sighed 
1911,at the counter she found a friend  bent on the same errand  and conversed with her insipidly  wasting much time 
1912,my husband and our daughter are motoring 
1913,bertha  too 
1914,oh  fancy  what a coincidence 
1915,margaret  though not practical  could shine in such company as this 
1916,while they talked  she went through a volume of specimen cards  and submitted one for mrs  wilcox s inspection 
1917,mrs  wilcox was delighted  so original  words so sweet  she would order a hundred like that  and could never be sufficiently grateful 
1918,then  just as the assistant was booking the order  she said  do you know  ll wait 
1919,on second thoughts  ll wait 
1920,there s plenty of time still  isn t there  and shall be able to get evie s opinion 
1921,they returned to the carriage by devious paths  when they were in  she said  but couldn t you get it renewed 
1922,beg your pardon 
1923,asked margaret 
1924,the lease  mean 
1925,oh  the lease 
1926,have you been thinking of that all the time 
1927,how very kind of you 
1928,surely something could be done 
1929,no  values have risen too enormously 
1930,they mean to pull down wickham place  and build flats like yours 
1931,but how horrible 
1932,landlords are horrible 
1933,then she said vehemently  it is monstrous  miss schlegel  it isn t right 
1934,had no idea that this was hanging over you 
1935,do pity you from the bottom of my heart 
1936,to be parted from your house  your father s house  it oughtn t to be allowed  it is worse than dying  would rather die than  oh  poor girls 
1937,can what they call civilisation be right  if people mayn t die in the room where they were born 
1938,my dear  am so sorry 
1939,margaret did not know what to say 
1940,mrs  wilcox had been overtired by the shopping  and was inclined to hysteria 
1941,howards end was nearly pulled down once 
1942,it would have killed me 
1943,i  howards end must be a very different house to ours 
1944,we are fond of ours  but there is nothing distinctive about it 
1945,as you saw  it is an ordinary london house 
1946,we shall easily find another 
1947,so you think 
1948,again my lack of experience  suppose  said margaret  easing away from the subject 
1949,can t say anything when you take up that line  mrs  wilcox 
1950,wish could see myself as you see me  foreshortened into a backfisch  quite the ingenue  very charming  wonderfully well read for my age  but incapable  
1951,mrs  wilcox would not be deterred 
1952,come down with me to howards end now  she said  more vehemently than ever 
1953,want you to see it 
1954,you have never seen it 
1955,want to hear what you say about it  for you do put things so wonderfully 
1956,margaret glanced at the pitiless air and then at the tired face of her companion 
1957,later on should love it  she continued  but it s hardly the weather for such an expedition  and we ought to start when we re fresh 
1958,isn t the house shut up  too 
1959,she received no answer 
1960,mrs  wilcox appeared to be annoyed 
1961,might come some other day 
1962,mrs  wilcox bent forward and tapped the glass 
1963,back to wickham place  please  was her order to the coachman 
1964,margaret had been snubbed 
1965,a thousand thanks  miss schlegel  for all your help 
1966,not at all 
1967,it is such a comfort to get the presents off my mind  the christmas cards especially 
1968,do admire your choice 
1969,it was her turn to receive no answer 
1970,in her turn margaret became annoyed 
1971,my husband and evie will be back the day after to morrow 
1972,that is why dragged you out shopping to day 
1973,stayed in town chiefly to shop  but got through nothing  and now he writes that they must cut their tour short  the weather is so bad  and the police traps have been so bad  nearly as bad as in surrey 
1974,ours is such a careful chauffeur  and my husband feels it particularly hard that they should be treated like road hogs 
1975,why 
1976,well  naturally he  he isn t a road hog 
1977,he was exceeding the speed limit  conclude 
1978,he must expect to suffer with the lower animals 
1979,mrs  wilcox was silenced 
1980,in growing discomfort they drove homewards 
1981,the city seemed satanic  the narrower streets oppressing like the galleries of a mine 
1982,no harm was done by the fog to trade  for it lay high  and the lighted windows of the shops were thronged with customers 
1983,it was rather a darkening of the spirit which fell back upon itself  to find a more grievous darkness within 
1984,margaret nearly spoke a dozen times  but something throttled her 
1985,she felt petty and awkward  and her meditations on christmas grew more cynical 
1986,peace 
1987,it may bring other gifts  but is there a single londoner to whom christmas is peaceful 
1988,the craving for excitement and for elaboration has ruined that blessing 
1989,goodwill 
1990,had she seen any example of it in the hordes of purchasers 
1991,or in herself 
1992,she had failed to respond to this invitation merely because it was a little queer and imaginative  she  whose birthright it was to nourish imagination 
1993,better to have accepted  to have tired themselves a little by the journey  than coldly to reply  might come some other day 
1994,her cynicism left her 
1995,there would be no other day 
1996,this shadowy woman would never ask her again 
1997,they parted at the mansions 
1998,mrs  wilcox went in after due civilities  and margaret watched the tall  lonely figure sweep up the hall to the lift 
1999,as the glass doors closed on it she had the sense of an imprisonment the beautiful head disappeared first  still buried in the muff  the long trailing skirt followed 
2000,a woman of undefinable rarity was going up heavenward  like a specimen in a bottle 
2001,and into what a heaven  a vault as of hell  sooty black  from which soot descended 
2002,at lunch her brother  seeing her inclined for silence insisted on talking 
2003,tibby was not ill natured  but from babyhood something drove him to do the unwelcome and the unexpected 
2004,now he gave her a long account of the day school that he sometimes patronised 
2005,the account was interesting  and she had often pressed him for it before  but she could not attend now  for her mind was focussed on the invisible 
2006,she discerned that mrs  wilcox  though a loving wife and mother  had only one passion in life  her house  and that the moment was solemn when she invited a friend to share this passion with her 
2007,to answer another day was to answer as a fool 
2008,another day will do for brick and mortar  but not for the holy of holies into which howards end had been transfigured 
2009,her own curiosity was slight 
2010,she had heard more than enough about it in the summer 
2011,the nine windows  the vine  and the wych elm had no pleasant connections for her  and she would have preferred to spend the afternoon at a concert 
2012,but imagination triumphed 
2013,while her brother held forth she determined to go  at whatever cost  and to compel mrs  wilcox to go  too 
2014,when lunch was over she stepped over to the flats 
2015,mrs  wilcox had just gone away for the night 
2016,margaret said that it was of no consequence  hurried downstairs  and took a hansom to king s cross 
2017,she was convinced that the escapade was important  though it would have puzzled her to say why 
2018,there was question of imprisonment and escape  and though she did not know the time of the train  she strained her eyes for st  pancras s clock 
2019,then the clock of king s cross swung into sight  a second moon in that infernal sky  and her cab drew up at the station 
2020,there was a train for hilton in five minutes 
2021,she took a ticket  asking in her agitation for a single 
2022,as she did so  a grave and happy voice saluted her and thanked her 
2023,will come if still may  said margaret  laughing nervously 
2024,you are coming to sleep  dear  too 
2025,it is in the morning that my house is most beautiful 
2026,you are coming to stop 
2027,cannot show you my meadow properly except at sunrise 
2028,these fogs   she pointed at the station roof   never spread far 
2029,dare say they are sitting in the sun in hertfordshire  and you will never repent joining them 
2030,shall never repent joining you 
2031,it is the same 
2032,they began the walk up the long platform 
2033,far at its end stood the train  breasting the darkness without 
2034,they never reached it 
2035,before imagination could triumph  there were cries of mother  mother  and a heavy browed girl darted out of the cloak room and seized mrs  wilcox by the arm 
2036,evie  she gasped   evie  my pet  
2037,the girl called  father  say  look who s here 
2038,evie  dearest girl  why aren t you in yorkshire 
2039,no  motor smash  changed plans  father s coming 
2040,why  ruth  cried mr  wilcox  joining them  what in the name of all that s wonderful are you doing here  ruth 
2041,mrs  wilcox had recovered herself 
2042,oh  henry dear   here s a lovely surprise  but let me introduce  but think you know miss schlegel 
2043,oh yes  he replied  not greatly interested 
2044,but how s yourself  ruth 
2045,fit as a fiddle  she answered gaily 
2046,so are we  and so was our car  which ran a as far as ripon  but there a wretched horse and cart which a fool of a driver  
2047,miss schlegel  our little outing must be for another day 
2048,was saying that this fool of a driver  as the policeman himself admits 
2049,another day  mrs  wilcox 
2050,of course 
2051,  but as we ve insured against third party risks  it won t so much matter  
2052,  cart and car being practically at right angles  
2053,the voices of the happy family rose high 
2054,margaret was left alone 
2055,no one wanted her 
2056,mrs  wilcox walked out of king s cross between her husband and her daughter  listening to both of them 
2057,the funeral was over 
2058,the carriages had rolled away through the soft mud  and only the poor remained 
2059,they approached to the newly dug shaft and looked their last at the coffin  now almost hidden beneath the spadefuls of clay 
2060,it was their moment 
2061,most of them were women from the dead woman s district  to whom black garments had been served out by mr  wilcox s orders 
2062,pure curiosity had brought others 
2063,they thrilled with the excitement of a death  and of a rapid death  and stood in groups or moved between the graves  like drops of ink 
2064,the son of one of them  a wood cutter  was perched high above their heads  pollarding one of the churchyard elms 
2065,from where he sat he could see the village of hilton  strung upon the north road  with its accreting suburbs  the sunset beyond  scarlet and orange  winking at him beneath brows of grey  the church  the plantations  and behind him an unspoilt country of fields and farms 
2066,but he  too  was rolling the event luxuriously in his mouth 
2067,he tried to tell his mother down below all that he had felt when he saw the coffin approaching  how he could not leave his work  and yet did not like to go on with it  how he had almost slipped out of the tree  he was so upset  the rooks had cawed  and no wonder  it was as if rooks knew too  his mother claimed the prophetic power herself  she had seen a strange look about mrs  wilcox for some time 
2068,london had done the mischief  said others 
2069,she had been a kind lady  her grandmother had been kind  too  a plainer person  but very kind 
2070,ah  the old sort was dying out 
2071,mr  wilcox  he was a kind gentleman 
2072,they advanced to the topic again and again  dully  but with exaltation 
2073,the funeral of a rich person was to them what the funeral of alcestis or ophelia is to the educated 
2074,it was art  though remote from life  it enhanced life s values  and they witnessed it avidly 
2075,the grave diggers  who had kept up an undercurrent of disapproval  they disliked charles  it was not a moment to speak of such things  but they did not like charles wilcox  the grave diggers finished their work and piled up the wreaths and crosses above it 
2076,the sun set over hilton  the grey brows of the evening flushed a little  and were cleft with one scarlet frown 
2077,chattering sadly to each other  the mourners passed through the lych gate and traversed the chestnut avenues that led down to the village 
2078,the young wood cutter stayed a little longer  poised above the silence and swaying rhythmically 
2079,at last the bough fell beneath his saw 
2080,with a grunt  he descended  his thoughts dwelling no longer on death  but on love  for he was mating 
2081,he stopped as he passed the new grave  a sheaf of tawny chrysanthemums had caught his eye 
2082,they didn t ought to have coloured flowers at buryings  he reflected 
2083,trudging on a few steps  he stopped again  looked furtively at the dusk  turned back  wrenched a chrysanthemum from the sheaf  and hid it in his pocket 
2084,after him came silence absolute 
2085,the cottage that abutted on the churchyard was empty  and no other house stood near 
2086,hour after hour the scene of the interment remained without an eye to witness it 
2087,clouds drifted over it from the west  or the church may have been a ship  high prowed  steering with all its company towards infinity 
2088,towards morning the air grew colder  the sky clearer  the surface of the earth hard and sparkling above the prostrate dead 
2089,the wood cutter  returning after a night of joy  reflected  they lilies  they chrysants  it s a pity i didn t take them all 
2090,up at howards end they were attempting breakfast 
2091,charles and evie sat in the dining room  with mrs  charles 
2092,their father  who could not bear to see a face  breakfasted upstairs 
2093,he suffered acutely 
2094,pain came over him in spasms  as if it was physical  and even while he was about to eat  his eyes would fill with tears  and he would lay down the morsel untasted 
2095,he remembered his wife s even goodness during thirty years 
2096,not anything in detail  not courtship or early raptures  but just the unvarying virtue  that seemed to him a woman s noblest quality 
2097,so many women are capricious  breaking into odd flaws of passion or frivolity 
2098,not so his wife 
2099,year after year  summer and winter  as bride and mother  she had been the same  he had always trusted her 
2100,her tenderness 
2101,her innocence 
2102,the wonderful innocence that was hers by the gift of god 
2103,ruth knew no more of worldly wickedness and wisdom than did the flowers in her garden  or the grass in her field 
2104,her idea of business   henry  why do people who have enough money try to get more money  her idea of politics   i am sure that if the mothers of various nations could meet  there would be no more wars  her idea of religion  ah  this had been a cloud  but a cloud that passed 
2105,she came of quaker stock  and he and his family  formerly dissenters  were now members of the church of england 
2106,the rector s sermons had at first repelled her  and she had expressed a desire for a more inward light  adding  not so much for myself as for baby  charles  
2107,inward light must have been granted  for he heard no complaints in later years 
2108,they brought up their three children without dispute 
2109,they had never disputed 
2110,she lay under the earth now 
2111,she had gone  and as if to make her going the more bitter  had gone with a touch of mystery that was all unlike her 
2112,why didn t you tell me you knew of it 
2113,he had moaned  and her faint voice had answered  i didn t want to  henry  i might have been wrong  and every one hates illnesses 
2114,he had been told of the horror by a strange doctor  whom she had consulted during his absence from town 
2115,was this altogether just 
2116,without fully explaining  she had died 
2117,it was a fault on her part  and  tears rushed into his eyes  what a little fault 
2118,it was the only time she had deceived him in those thirty years 
2119,he rose to his feet and looked out of the window  for evie had come in with the letters  and he could meet no one s eye 
2120,ah yes  she had been a good woman  she had been steady 
2121,he chose the word deliberately 
2122,to him steadiness included all praise 
2123,he himself  gazing at the wintry garden  is in appearance a steady man 
2124,his face was not as square as his son s  and  indeed  the chin  though firm enough in outline  retreated a little  and the lips  ambiguous  were curtained by a moustache 
2125,but there was no external hint of weakness 
2126,the eyes  if capable of kindness and good fellowship  if ruddy for the moment with tears  were the eyes of one who could not be driven 
2127,the forehead  too  was like charles s 
2128,high and straight  brown and polished  merging abruptly into temples and skull  it had the effect of a bastion that protected his head from the world 
2129,at times it had the effect of a blank wall 
2130,he had dwelt behind it  intact and happy  for fifty years 
2131,the post s come  father  said evie awkwardly 
2132,thanks 
2133,put it down 
2134,has the breakfast been all right 
2135,yes  thanks 
2136,the girl glanced at him and at it with constraint 
2137,she did not know what to do 
2138,charles says do you want the times 
2139,no  i ll read it later 
2140,ring if you want anything  father  won t you 
2141,i ve all i want 
2142,having sorted the letters from the circulars  she went back to the dining room 
2143,father s eaten nothing  she announced  sitting down with wrinkled brows behind the tea urn 
2144,charles did not answer  but after a moment he ran quickly upstairs  opened the door  and said look here father  you must eat  you know  and having paused for a reply that did not come  stole down again 
2145,he s going to read his letters first  i think  he said evasively  i dare say he will go on with his breakfast afterwards 
2146,then he took up the times  and for some time there was no sound except the clink of cup against saucer and of knife on plate 
2147,poor mrs  charles sat between her silent companions terrified at the course of events  and a little bored 
2148,she was a rubbishy little creature  and she knew it 
2149,a telegram had dragged her from naples to the death bed of a woman whom she had scarcely known 
2150,a word from her husband had plunged her into mourning 
2151,she desired to mourn inwardly as well  but she wished that mrs  wilcox  since fated to die  could have died before the marriage  for then less would have been expected of her 
2152,crumbling her toast  and too nervous to ask for the butter  she remained almost motionless  thankful only for this  that her father in law was having his breakfast upstairs 
2153,at last charles spoke 
2154,they had no business to be pollarding those elms yesterday  he said to his sister 
2155,no  indeed 
2156,i must make a note of that  he continued 
2157,i am surprised that the rector allowed it 
2158,perhaps it may not be the rector s affair 
2159,whose else could it be 
2160,the lord of the manor 
2161,impossible 
2162,butter  dolly 
2163,thank you  evie dear 
2164,charles  
2165,yes  dear 
2166,i didn t know one could pollard elms 
2167,i thought one only pollarded willows 
2168,oh no  one can pollard elms 
2169,then why oughtn t the elms in the churchyard to be pollarded 
2170,charles frowned a little  and turned again to his sister 
2171,another point 
2172,i must speak to chalkeley 
2173,yes  rather  you must complain to chalkeley 
2174,it s no good his saying he is not responsible for those men 
2175,he is responsible 
2176,yes  rather 
2177,brother and sister were not callous 
2178,they spoke thus  partly because they desired to keep chalkeley up to the mark  a healthy desire in its way  partly because they avoided the personal note in life 
2179,all wilcoxes did 
2180,it did not seem to them of supreme importance 
2181,or it may be as helen supposed  they realised its importance  but were afraid of it 
2182,panic and emptiness  could one glance behind 
2183,they were not callous  and they left the breakfast table with aching hearts 
2184,their mother never had come in to breakfast 
2185,it was in the other rooms  and especially in the garden  that they felt her loss most 
2186,as charles went out to the garage  he was reminded at every step of the woman who had loved him and whom he could never replace 
2187,what battles he had fought against her gentle conservatism 
2188,how she had disliked improvements  yet how loyally she had accepted them when made 
2189,he and his father  what trouble they had had to get this very garage  with what difficulty had they persuaded her to yield them the paddock for it  the paddock that she loved more dearly than the garden itself 
2190,the vine  she had got her way about the vine  it still encumbered the south wall with its unproductive branches  and so with evie  as she stood talking to the cook  though she could take up her mother s work inside the house  just as the man could take it up without  she felt that something unique had fallen out of her life  their grief  though less poignant than their father s  grew from deeper roots  for a wife may be replaced  a mother never  charles would go back to the office  there was little at howards end  the contents of his mother s will had long been known to them  there were no legacies  no annuities  none of the posthumous bustle with which some of the dead prolong their activities  trusting her husband  she had left him everything without reserve  she was quite a poor woman  the house had been all her dowry  and the house would come to charles in time 
2191,her watercolours mr  wilcox intended to reserve for paul  while evie would take the jewellery and lace 
2192,how easily she slipped out of life 
2193,charles thought the habit laudable  though he did not intend to adopt it himself  whereas margaret would have seen in it an almost culpable indifference to earthly fame 
2194,cynicism  not the superficial cynicism that snarls and sneers  but the cynicism that can go with courtesy and tenderness  that was the note of mrs  wilcox s will 
2195,she wanted not to vex people 
2196,that accomplished  the earth might freeze over her for ever 
2197,no  there was nothing for charles to wait for 
2198,he could not go on with his honeymoon  so he would go up to london and work  he felt too miserable hanging about 
2199,he and dolly would have the furnished flat while his father rested quietly in the country with evie 
2200,he could also keep an eye on his own little house  which was being painted and decorated for him in one of the surrey suburbs  and in which he hoped to install himself soon after christmas 
2201,yes  he would go up after lunch in his new motor  and the town servants  who had come down for the funeral  would go up by train 
2202,he found his father s chauffeur in the garage  said morning without looking at the man s face  and bending over the car  continued  hullo  my new car s been driven 
2203,has it  sir 
2204,yes  said charles  getting rather red  and whoever s driven it hasn t cleaned it properly  for there s mud on the axle 
2205,take it off 
2206,the man went for the cloths without a word 
2207,he was a chauffeur as ugly as sin  not that this did him disservice with charles  who thought charm in a man rather rot  and had soon got rid of the little italian beast with whom they had started 
2208,charles   his bride was tripping after him over the hoar frost  a dainty black column  her little face and elaborate mourning hat forming the capital thereof 
2209,one minute  i m busy 
2210,well  crane  who s been driving it  do you suppose 
2211,don t know  i m sure  sir 
2212,no one s driven it since i ve been back  but  of course  there s the fortnight i ve been away with the other car in yorkshire 
2213,the mud came off easily 
2214,charles  your father s down 
2215,something s happened 
2216,he wants you in the house at once 
2217,oh  charles 
2218,wait  dear  wait a minute 
2219,who had the key of the garage while you were away  crane 
2220,the gardener  sir 
2221,do you mean to tell me that old penny can drive a motor 
2222,no  sir  no one s had the motor out  sir 
2223,then how do you account for the mud on the axle 
2224,i can t  of course  say for the time i ve been in yorkshire 
2225,no more mud now  sir 
2226,charles was vexed 
2227,the man was treating him as a fool  and if his heart had not been so heavy he would have reported him to his father 
2228,but it was not a morning for complaints 
2229,ordering the motor to be round after lunch  he joined his wife  who had all the while been pouring out some incoherent story about a letter and a miss schlegel 
2230,now  dolly  i can attend to you 
2231,miss schlegel 
2232,what does she want 
2233,when people wrote a letter charles always asked what they wanted 
2234,want was to him the only because of action 
2235,and the question in this case was correct  for his wife replied  she wants howards end 
2236,howards end 
2237,now  crane  just don t forget to put on the stepney wheel 
2238,no  sir 
