,sent_no,sent_raw,nlptown,robertaxml8lang,camembert
1307,1307,Je le sentais.,4.494769185781479,-1.539199411869049,0.7185608148574829
1308,1308,"De même, un soir du Ier janvier, à la tombée de la nuit, devant une colonne d'affiches, j'avais découvert 'illusion qu'il y a à croire que certains jours de fête diffèrent essentiellement des autres.",1.3375169932842255,1.3934932351112366,-0.9005517959594727
1309,1309,"Et pourtant je ne pouvais pas empêcher que le souvenir du temps pendant lequel j'avais cru passer à Florence la semaine sainte ne continuât à faire d'elle comme 'atmosphère de la cité des Fleurs, à donner à la fois au jour de Pâques quelque chose de florentin, et à Florence quelque chose de pascal.",1.2980178892612457,1.4607428312301636,0.8902999758720398
1310,1310,"La semaine de Pâques était encore loin; mais dans la rangée des jours qui s'étendait devant moi, les jours saints se détachaient plus clairs au bout des jours mitoyens.",2.4332213699817657,1.5950397849082947,0.79573655128479
1311,1311,"Touchés d'un rayon comme certaines maisons d'un village qu'on aperçoit au loin dans un effet d'ombre et de lumière, ils retenaient sur eux tout le soleil.",0.3023662567138672,1.527099370956421,-0.5293300151824951
1312,1312,Le temps était devenu plus doux.,2.40410777926445,1.549039900302887,0.7854584455490112
1313,1313,"Et mes parents eux-mêmes, en me conseillant de me promener, me fournissaient un prétexte à continuer mes sorties du matin.",4.406020551919937,1.8690921068191528,-0.9439857602119446
1314,1314,J'avais voulu les cesser parce que j'y rencontrais Mme de Guermantes.,0.41785794496536255,-1.7821210026741028,-0.64151930809021
1315,1315,"Mais 'est à cause de cela même que je pensais tout le temps à ces sorties, ce qui me faisait trouver à chaque instant une raison nouvelle de les faire, laquelle n'avait aucun rapport avec Mme de Guermantes et me persuadait aisément que, n'eût-elle pas existé, je n'en eusse pas moins manqué de me promener à cette même heure.",1.4006573557853699,1.3969843983650208,0.5583560466766357
1316,1316,"Hélas! si pour moi rencontrer toute autre personne qu'elle eût été indifférent, je sentais que, pour elle, rencontrer n'importe qui excepté moi eût été supportable.",1.5360592007637024,-1.5018907189369202,-0.9777525663375854
1317,1317,"Il lui arrivait, dans ses promenades matinales, de recevoir le salut de bien des sots et qu'elle jugeait tels.",2.281431406736374,1.6770390272140503,-0.9949442148208618
1318,1318,"Mais elle tenait leur apparition sinon pour une promesse de plaisir, du moins pour un effet du hasard.",2.604132831096649,-0.4055483043193817,-0.9987142086029053
1319,1319,"Et elle les arrêtait quelquefois car il y a des moments où on a besoin de sortir de soi, d'accepter 'hospitalité de 'âme des autres, à condition que cette âme, si modeste et laide soit-elle, soit une âme étrangère, tandis que dans mon coeur elle sentait avec exaspération que ce qu'elle eût retrouvé, 'était elle.",1.4916974306106567,-1.4210450053215027,-0.98391193151474
1320,1320,"Aussi, même quand j'avais pour prendre le même chemin une autre raison que de la voir, je tremblais comme un coupable au moment où elle passait; et quelquefois, pour neutraliser ce que mes avances pouvaient avoir d'excessif, je répondais à peine à son salut, ou je la fixais du regard sans la saluer, ni réussir qu'à 'irriter davantage et à faire qu'elle commença en plus à me trouver insolent et mal élevé.",1.4301654994487762,-1.5184507966041565,-0.9968858957290649
1321,1321,"Elle avait maintenant des robes plus légères, ou du moins plus claires, et descendait la rue où déjà, comme si 'était le printemps, devant les étroites boutiques intercalées entre les vastes façades des vieux hôtels aristocratiques, à 'auvent de la marchande de beurre, de fruits, de légumes, des stores étaient tendus contre le soleil.",1.440137803554535,-1.3517859280109406,-0.7326279878616333
1322,1322,"Je me disais que la femme que je voyais de loin marcher, ouvrir son ombrelle, traverser la rue, était, de 'avis des connaisseurs, la plus grande artiste actuelle dans 'art d'accomplir ces mouvements et d'en faire quelque chose de délicieux.",4.354731380939484,1.567083477973938,0.931660532951355
1323,1323,"Cependant elle s'avançait ignorante de cette réputation éparse; son corps étroit, réfractaire et qui n'en avait rien absorbé était obliquement cambré sous une écharpe de surah violet; ses yeux maussades et clairs regardaient distraitement devant elle et 'avaient peut-être aperçu; elle mordait le coin de sa lèvre; je la voyais redresser son manchon, faire 'aumône à un pauvre, acheter un bouquet de violettes à une marchande, avec la même curiosité que j'aurais eue à regarder un grand peintre donner des coups de pinceau.",1.591613233089447,-1.5324734449386597,-0.997970700263977
1324,1324,"Et quand, arrivée à ma hauteur, elle me faisait un salut auquel s'ajoutait parfois un mince sourire, 'était comme si elle eût exécuté pour moi, en y ajoutant une dédicace, un lavis qui était un chef-d'oeuvre.",4.342665463685989,1.8607797026634216,0.9575953483581543
1325,1325,"Chacune de ses robes 'apparaissait comme une ambiance naturelle, nécessaire, comme la projection d'un aspect particulier de son âme.",3.3800711929798126,-0.4570789039134979,0.9422165155410767
1326,1326,"Un de ces matins de carême où elle allait déjeuner en ville, je la rencontrai dans une robe d'un velours rouge clair, laquelle était légèrement échancrée au cou.",3.252182960510254,1.5668368935585022,-0.5590872764587402
1327,1327,Le visage de Mme de Guermantes paraissait rêveur sous ses cheveux blonds.,1.4615594446659088,1.6595696210861206,-0.6179090738296509
1328,1328,"J'étais moins triste que d'habitude parce que la mélancolie de son expression, 'espèce de claustration que la violence de la couleur mettait autour d'elle et le reste du monde, lui donnaient quelque chose de malheureux et de solitaire qui me rassurait.",1.578629732131958,-1.9370617270469666,-0.8967487812042236
1329,1329,Cette robe me semblait la matérialisation autour d'elle des rayons écarlates d'un coeur que je ne lui connaissais pas et que j'aurais peut-être pu consoler; réfugiée dans la lumière mystique de 'étoffe aux flots adoucis elle me faisait penser à quelque sainte des premiers âges chrétiens.,1.5107200741767883,1.5315077900886536,0.5408350825309753
1330,1330,Alors j'avais honte d'affliger par ma vue cette martyre.,0.49531492590904236,-1.966638207435608,-0.9970695376396179
1331,1331,«Mais après tout la rue est à tout le monde.»,2.269278109073639,0.5753394961357117,-0.9697590470314026
1332,1332,"«La rue est à tout le monde», reprenais-je en donnant à ces mots un sens différent et en admirant qu'en effet dans la rue populeuse souvent mouillée de pluie, et qui devenait précieuse comme est parfois la rue dans les vieilles cités de 'Italie, la duchesse de Guermantes mêlât à la vie publique des moments de sa vie secrète, se montrant ainsi à chacun, mystérieuse, coudoyée de tous, avec la splendide gratuité des grands chefs-d'oeuvre.",4.430049329996109,1.4672617018222809,0.8414413332939148
1333,1333,"Comme je sortais le matin après être resté éveillé toute la nuit, 'après-midi, mes parents me disaient de me coucher un peu et de chercher le sommeil.",4.3955947160720825,1.432147890329361,0.6827759742736816
1334,1334,"Il n'y a pas besoin pour savoir le trouver de beaucoup de réflexion, mais 'habitude y est très utile et même 'absence de la réflexion.",3.4467337131500244,1.464366763830185,0.9667109847068787
1335,1335,"Or, à ces heures-là, les deux me faisaient défaut.",1.5213736295700073,-1.9303170442581177,-0.793850302696228
1336,1336,"Avant de 'endormir je pensais si longtemps que je ne le pourrais, que, même endormi, il me restait un peu de pensée.",1.4839263558387756,-1.5499585270881653,0.6445466876029968
1337,1337,"Ce n'était qu'une lueur dans la presque obscurité, mais elle suffisait pour faire se refléter dans mon sommeil, d'abord 'idée que je ne pourrais dormir, puis, reflet de ce reflet, 'idée que 'était en dormant que j'avais eu 'idée que je ne dormais pas, puis, par une réfraction nouvelle, mon éveil ... à un nouveau somme où je voulais raconter à des amis qui étaient entrés dans ma chambre que, tout à 'heure en dormant, j'avais cru que je ne dormais pas.",3.2738636136054993,-1.3413921296596527,-0.8387458324432373
1338,1338,Ces ombres étaient à peine distinctes; il eût fallu une grande et bien vaine délicatesse de perception pour les saisir.,1.5000677108764648,-1.6556880474090576,-0.9988728165626526
1339,1339,"Ainsi plus tard, à Venise, bien après le coucher du soleil, quand il semble qu'il fasse tout à fait nuit, j'ai vu, grâce à 'écho invisible pourtant d'une dernière note de lumière indéfiniment tenue sur les canaux comme par 'effet de quelque pédale optique, les reflets des palais déroulés comme à tout jamais en velours plus noir sur le gris crépusculaire des eaux.",1.2740350365638733,1.3511878550052643,-0.8150383234024048
1340,1340,"Un de mes rêves était la synthèse de ce que mon imagination avait souvent cherché à se représenter, pendant la veille, d'un certain paysage marin et de son passé médiéval.",3.404995232820511,-0.4076906740665436,-0.8344087600708008
1341,1341,Dans mon sommeil je voyais une cité gothique au milieu d'une mer aux flots immobilisés comme sur un vitrail.,4.494384467601776,1.3622065484523773,-0.9531714916229248
1342,1342,"Un bras de mer divisait en deux la ville; 'eau verte s'étendait à mes pieds; elle baignait sur la rive opposée une église orientale, puis des maisons qui existaient encore dans le XIVe siècle, si bien qu'aller vers elles, 'eût été remonter le cours des âges.",3.278267055749893,1.4482400715351105,0.7930339574813843
1343,1343,"Ce rêve où la nature avait appris 'art, où la mer était devenue gothique, ce rêve où je désirais, où je croyais aborder à 'impossible, il me semblait 'avoir déjà fait souvent.",1.2453186064958572,1.7360585927963257,-0.9929506778717041
1344,1344,"Mais comme 'est le propre de ce qu'on imagine en dormant de se multiplier dans le passé, et de paraître, bien qu'étant nouveau, familier, je crus 'être trompé.",2.5103574991226196,-1.7557991743087769,-0.9842460751533508
1345,1345,Je 'aperçus au contraire que je faisais en effet souvent ce rêve.,2.369537889957428,-1.396931231021881,-0.8751952052116394
1346,1346,"Les amoindrissements mêmes qui caractérisent le sommeil se reflétaient dans le mien, mais d'une façon symbolique: je ne pouvais pas dans 'obscurité distinguer le visage des amis qui étaient là, car on dort les yeux fermés; moi qui me tenais sans fin des raisonnements verbaux en rêvant, dès que je voulais parler à ces amis je sentais le son s'arrêter dans ma gorge, car on ne parle pas distinctement dans le sommeil; je voulais aller à eux et je ne pouvais pas déplacer mes jambes, car on n'y marche pas non plus; et tout à coup, j'avais honte de paraître devant eux, car on dort déshabillé.",1.287804126739502,-1.3963437378406525,-0.9959049224853516
1347,1347,"Telle, les yeux aveugles, les lèvres scellées, les jambes liées, le corps nu, la figure du sommeil que projetait mon sommeil lui-même avait 'air de ces grandes figures allégoriques où Giotto a représenté 'Envie avec un serpent dans la bouche, et que Swann 'avait données.",0.4708104133605957,1.4743877947330475,-0.9979772567749023
1348,1348,Saint-Loup vint à Paris pour quelques heures seulement.,0.417108952999115,0.7695455551147461,-0.58408522605896
1349,1349,"Tout en 'assurant qu'il n'avait pas eu 'occasion de parler de moi à sa cousine: «Elle n'est pas gentille du tout, Oriane, me dit-il, en se trahissant naïvement, ce n'est plus mon Oriane d'autrefois, on me 'a changée. Je t'assure qu'elle ne vaut pas la peine que tu t'occupes d'elle. Tu lui fais beaucoup trop d'honneur. Tu ne veux pas que je te présente à ma cousine Poictiers? ajouta-t-il sans se rendre compte que cela ne pourrait me faire aucun plaisir. Voilà une jeune femme intelligente et qui te plairait. Elle a épousé mon cousin, le duc de Poictiers, qui est un bon garçon, mais un peu simple pour elle. Je lui ai parlé de toi. Elle 'a demandé de t'amener. Elle est autrement jolie qu'Oriane et plus jeune. C'est quelqu'un de gentil, tu sais, 'est quelqu'un de bien.» C'étaient des expressions nouvellement--d'autant plus ardemment--adoptées par Robert et qui signifiaient qu'on avait une nature délicate: «Je ne te dis pas qu'elle soit dreyfusarde, il faut aussi tenir compte de son milieu, mais enfin elle dit: «S'il était innocent quelle horreur ce serait qu'il fût à 'île du Diable.» Tu comprends, n'est-ce pas?",1.4144496023654938,-1.4360654950141907,-0.997679591178894
1350,1350,"Et puis enfin 'est une personne qui fait beaucoup pour ses anciennes institutrices, elle a défendu qu'on les fasse monter par 'escalier de service.",4.445722281932831,1.8747082948684692,0.8773600459098816
1351,1351,"Je t'assure, 'est quelqu'un de très bien.",2.2928238809108734,1.923031508922577,0.994505763053894
1352,1352,Dans le fond Oriane ne 'aime pas parce qu'elle la sent plus intelligente.,1.5277968645095825,-1.4773297011852264,-0.9989738464355469
1353,1353,"Quoique absorbée par la pitié que lui inspirait un valet de pied des Guermantes--lequel ne pouvait aller voir sa fiancée même quand la Duchesse était sortie car cela eût été immédiatement rapporté par la loge--Françoise fut navrée de ne s'être pas trouvée là au moment de la visite de Saint-Loup, mais 'est qu'elle maintenant en faisait aussi.",2.355943202972412,-1.7445789575576782,-0.9789613485336304
1354,1354,Elle sortait infailliblement les jours où j'avais besoin d'elle.,1.3905118703842163,1.823599934577942,0.8436018228530884
1355,1355,"C'était toujours pour aller voir son frère, sa nièce, et surtout sa propre fille arrivée depuis peu à Paris.",3.3698496222496033,1.4471577405929565,0.7824887037277222
1356,1356,"Déjà la nature familiale de ces visites que faisait Françoise ajoutait à mon agacement d'être privé de ses services, car je prévoyais qu'elle parlerait de chacune comme d'une de ces choses dont on ne peut se dispenser, selon les lois enseignées à Saint-André-des-Champs.",1.4274564385414124,-1.6291354298591614,0.8583383560180664
1357,1357,"Aussi je n'écoutais jamais ses excuses sans une mauvaise humeur fort injuste et à laquelle venait mettre le comble la manière dont Françoise disait non pas: «j'ai été voir mon frère, j'ai été voir ma nièce», mais: «j'ai été voir le frère, je suis entrée «en courant» donner le bonjour à la nièce (ou à ma nièce la bouchère)».",1.3654849827289581,-1.5816502571105957,-0.9985553026199341
1358,1358,"Quant à sa fille, Françoise eût voulu la voir retourner à Combray.",2.3879568576812744,1.337507039308548,-0.9819925427436829
1359,1359,"Mais la nouvelle Parisienne, usant, comme une élégante, d'abréviatifs, mais vulgaires, elle disait que la semaine qu'elle devrait aller passer à Combray lui semblerait bien longue sans avoir seulement «'Intran».",2.436079263687134,-1.7267829179763794,-0.997448205947876
1360,1360,"Elle voulait encore moins aller chez la soeur de Françoise dont la province était montagneuse, car «les montagnes, disait la fille de Françoise en donnant à «intéressant» un sens affreux et nouveau, ce n'est guère intéressant».",1.523439884185791,-1.657515048980713,-0.998817503452301
1361,1361,"Elle ne pouvait se décider à retourner à Méséglise où «le monde est si bête», où, au marché, les commères, les «pétrousses» se découvriraient un cousinage avec elle et diraient: «Tiens, mais 'est-il pas la fille au défunt Bazireau?» Elle aimerait mieux mourir que de retourner se fixer là-bas, «maintenant qu'elle avait goûté à la vie de Paris», et Françoise, traditionaliste, souriait pourtant avec complaisance à 'esprit d'innovation qu'incarnait la nouvelle «Parisienne» quand elle disait: «Eh bien, mère, si tu n'as pas ton jour de sortie, tu n'as qu'à 'envoyer un pneu.»",1.3962253332138062,-1.5959734916687012,-0.9939653277397156
1362,1362,Le temps était redevenu froid.,1.3895590603351593,-1.8150601983070374,-0.9966558814048767
1363,1363,"«Sortir? pourquoi? pour prendre la crève», disait Françoise qui aimait mieux rester à la maison pendant la semaine que sa fille, le frère et la bouchère étaient allés passer à Combray.",1.3660856187343597,-1.5149117708206177,-0.9979945421218872
1364,1364,"D'ailleurs, dernière sectatrice en qui survécût obscurément la doctrine de ma tante Léonie--sachant la physique,--Françoise ajoutait en parlant de ce temps hors de saison: «C'est le restant de la colère de Dieu!» Mais je ne répondais à ses plaintes que par un sourire plein de langueur, d'autant plus indifférent à ces prédictions que, de toutes manières, il ferait beau pour moi; déjà je voyais briller le soleil du matin sur la colline de Fiesole, je me chauffais à ses rayons; leur force 'obligeait à ouvrir et à fermer à demi les paupières, en souriant, et, comme des veilleuses d'albâtre, elles se remplissaient d'une lueur rose.",1.3706037104129791,1.418225258588791,-0.9965633749961853
1365,1365,"Ce n'était pas seulement les cloches qui revenaient d'Italie, 'Italie était venue avec elles.",0.4079749286174774,0.5636138319969177,0.7686309814453125
1366,1366,"Mes mains fidèles ne manqueraient pas de fleurs pour honorer 'anniversaire du voyage que j'avais dû faire jadis, car depuis qu'à Paris le temps était redevenu froid, comme une autre année au moment de nos préparatifs de départ à la fin du carême, dans 'air liquide et glacial qui les baignait les marronniers, les platanes des boulevards, 'arbre de la cour de notre maison, entr'ouvraient déjà leurs feuilles comme dans une coupe d'eau pure les narcisses, les jonquilles, les anémones du Ponte-Vecchio.",4.642056465148926,-1.3851262629032135,0.6564053297042847
1367,1367,Mon père nous avait raconté qu'il savait maintenant par A.J. où allait M. de Noirpois quand il le rencontrait dans la maison.,4.261588901281357,0.6075665354728699,0.7143955230712891
1368,1368,"--C'est chez Mme de Villeparisis, il la connaît beaucoup, je n'en savais rien.",4.302963435649872,-0.4717581272125244,-0.620026707649231
1369,1369,"Il paraît que 'est une personne délicieuse, une femme supérieure.",2.357148289680481,1.933272898197174,0.9888292551040649
1370,1370,"Tu devrais aller la voir, me dit-il.",2.2704422771930695,-0.43339869379997253,-0.8433624505996704
1371,1371,"Du reste, j'ai été très étonné.",2.5704774260520935,1.917359709739685,-0.9216325283050537
1372,1372,Il 'a parlé de M. de Guermantes comme d'un homme tout à fait distingué: je 'avais toujours pris pour une brute.,1.229480966925621,-1.8670331835746765,0.8875467777252197
1373,1373,"Il paraît qu'il sait infiniment de choses, qu'il a un goût parfait, il est seulement très fier de son nom et de ses alliances.",2.479142904281616,1.9320780038833618,0.7960687279701233
1374,1374,"Mais du reste, au dire de Noirpois, sa situation est énorme, non seulement ici, mais partout en Europe.",2.4986423552036285,1.620400309562683,-0.9984062910079956
1375,1375,"Il paraît que 'empereur d'Autriche, 'empereur de Russie le traitent tout à fait en ami.",3.3153991401195526,-1.666435718536377,0.940024733543396
1376,1376,Le père Noirpois 'a dit que Mme de Villeparisis t'aimait beaucoup et que tu ferais dans son salon la connaissance de gens intéressants.,2.314652681350708,1.9068393111228943,0.9405364394187927
1377,1377,"Il 'a fait un grand éloge de toi, tu le retrouveras chez elle et il pourrait être pour toi d'un bon conseil même si tu dois écrire.",4.427644520998001,1.7359485626220703,0.9157580733299255
1378,1378,Car je vois que tu ne feras pas autre chose.,2.364649474620819,-0.47428765892982483,-0.9669020771980286
1379,1379,"On peut trouver cela une belle carrière, moi ce n'est pas ce que j'aurais préféré pour toi, mais tu seras bientôt un homme, nous ne serons pas toujours auprès de toi, et il ne faut pas que nous t'empêchions de suivre ta vocation.",2.4531857669353485,1.8731126189231873,0.992793619632721
1380,1380,"Si, au moins, j'avais pu commencer à écrire!",2.3676456809043884,1.3898214399814606,-0.9857369065284729
1381,1381,"Mais quelles que fussent les conditions dans lesquelles j'abordasse ce projet (de même, hélas! que celui de ne plus prendre d'alcool, de me coucher de bonne heure, de dormir, de me bien porter), que ce fût avec emportement, avec méthode, avec plaisir, en me privant d'une promenade, en 'ajournant et en la réservant comme récompense, en profitant d'une heure de bonne santé, en utilisant 'inaction forcée d'un jour de maladie, ce qui finissait toujours par sortir de mes efforts, 'était une page blanche, vierge de toute écriture, inéluctable comme cette carte forcée que dans certains tours on finit fatalement par tirer, de quelque façon qu'on eût préalablement brouillé le jeu.",1.2740228474140167,1.526034653186798,-0.9849451780319214
1382,1382,"Je n'étais que 'instrument d'habitudes de ne pas travailler, de ne pas me coucher, de ne pas dormir, qui devaient se réaliser coûte que coûte; si je ne leur résistais pas, si je me contentais du prétexte qu'elles tiraient de la première circonstance venue que leur offrait ce jour-là pour les laisser agir à leur guise, je 'en tirais sans trop de dommage, je reposais quelques heures tout de même, à la fin de la nuit, je lisais un peu, je ne faisais pas trop d'excès; mais si je voulais les contrarier, si je prétendais entrer tôt dans mon lit, ne boire que de 'eau, travailler, elles s'irritaient, elles avaient recours aux grands moyens, elles me rendaient tout à fait malade, j'étais obligé de doubler la dose d'alcool, je ne me mettais pas au lit de deux jours, je ne pouvais même plus lire, et je me promettais une autre fois d'être plus raisonnable, 'est-à-dire moins sage, comme une victime qui se laisse voler de peur, si elle résiste, d'être assassinée.",1.4626275599002838,-1.4994822442531586,-0.6227092146873474
1383,1383,"Mon père dans 'intervalle avait rencontré une fois ou deux M. de Guermantes, et maintenant que M. de Norpois lui avait dit que le duc était un homme remarquable, il faisait plus attention à ses paroles.",2.283864736557007,1.8147253394126892,0.879366934299469
1384,1384,"Justement ils parlèrent, dans la cour, de Mme de Villeparisis.",0.22301816940307617,0.5936635732650757,-0.8157210350036621
1385,1385,"«Il 'a dit que 'était sa tante; il prononce Viparisi. Il 'a dit qu'elle était extraordinairement intelligente. Il a même ajouté qu'elle tenait un _bureau d'esprit_», ajouta mon père impressionné par le vague de cette expression qu'il avait bien lue une ou deux fois dans des Mémoires, mais à laquelle il n'attachait pas un sens précis.",1.4123442471027374,1.3877330720424652,-0.6837288737297058
1386,1386,"Ma mère avait tant de respect pour lui que, le voyant ne pas trouver indifférent que Mme de Villeparisis tînt bureau d'esprit, elle jugea que ce fait était de quelque conséquence.",2.3726555705070496,1.4391104876995087,0.704393208026886
1387,1387,"Bien que par ma grand'mère elle sût de tout temps ce que valait exactement la marquise, elle s'en fit immédiatement une idée plus avantageuse.",2.3951191008090973,1.6945964694023132,-0.7947126626968384
1388,1388,"Ma grand'mère, qui était un peu souffrante, ne fut pas d'abord favorable à la visite, puis s'en désintéressa.",1.4557879865169525,-1.9272989630699158,-0.6290088295936584
1389,1389,"Depuis que nous habitions notre nouvel appartement, Mme de Villeparisis lui avait demandé plusieurs fois d'aller la voir.",2.249335929751396,1.5370826125144958,0.7701870203018188
1390,1390,"Et toujours ma grand'mère avait répondu qu'elle ne sortait pas en ce moment, dans une de ces lettres que, par une habitude nouvelle et que nous ne comprenions pas, elle ne cachetait plus jamais elle-même et laissait à Françoise le soin de fermer.",4.436585605144501,-1.5462589263916016,-0.851121187210083
1391,1391,"Quant à moi, sans bien me représenter ce «bureau d'esprit», je n'aurais pas été très étonné de trouver la vieille dame de Balbec installée devant un «bureau», ce qui, du reste, arriva.",1.5099652409553528,-1.4510571658611298,-0.9977883696556091
1392,1392,Mon père aurait bien voulu par surcroît savoir si 'appui de 'Ambassadeur lui vaudrait beaucoup de voix à 'Institut où il comptait se présenter comme membre libre.,2.3236732482910156,1.4102160930633545,-0.5807404518127441
1393,1393,"A vrai dire, tout en n'osant pas douter de 'appui de M. de Norpois, il n'avait pourtant pas de certitude.",2.2813427448272705,-1.8158715963363647,0.6306960582733154
1394,1394,"Il avait cru avoir affaire à de mauvaises langues quand on lui avait dit au ministère que M. de Norpois désirant être seul à y représenter 'Institut, ferait tous les obstacles possibles à une candidature qui, d'ailleurs, le gênerait particulièrement en ce moment où il en soutenait une autre.",1.3429695665836334,-1.8410780429840088,-0.993089497089386
1395,1395,"Pourtant, quand M. Leroy-Beaulieu lui avait conseillé de se présenter et avait supputé ses chances, avait-il été impressionné de voir que, parmi les collègues sur qui il pouvait compter en cette circonstance, 'éminent économiste n'avait pas cité M. de Norpois.",1.446441262960434,1.480311781167984,0.6206843256950378
1396,1396,Mon père n'osait poser directement la question à 'ancien ambassadeur mais espérait que je reviendrais de chez Mme de Villeparisis avec son élection faite.,2.343180775642395,-1.5077683329582214,0.891803503036499
1397,1397,Cette visite était imminente.,0.5527427792549133,1.6202024817466736,0.9822278618812561
1398,1398,"La propagande de M. de Norpois, capable en effet d'assurer à mon père les deux tiers de 'Académie, lui paraissait d'ailleurs d'autant plus probable que 'obligeance de 'Ambassadeur était proverbiale, les gens qui 'aimaient le moins reconnaissant que personne n'aimait autant que lui à rendre service.",1.4220454394817352,-1.4755470156669617,-0.9736786484718323
1399,1399,"Et, d'autre part, au ministère sa protection s'étendait sur mon père d'une façon beaucoup plus marquée que sur tout autre fonctionnaire.",2.342329114675522,1.6492345333099365,0.9114412069320679
1400,1400,"Mon père fit une autre rencontre mais qui, celle-là, lui causa un étonnement, puis une indignation extrêmes.",1.4577947556972504,-1.890156328678131,-0.9036403298377991
1401,1401,"Il passa dans la rue près de Mme Sazerat, dont la pauvreté relative réduisait la vie à Paris à de rares séjours chez une amie.",2.381554752588272,-1.866780400276184,-0.9953947067260742
1402,1402,"Personne autant que Mme Sazerat n'ennuyait mon père, au point que maman était obligée une fois par an de lui dire d'une voix douce et suppliante: «Mon ami, il faudrait bien que j'invite une fois Mme Sazerat, elle ne restera pas tard» et même: «Écoute, mon ami, je vais te demander un grand sacrifice, va faire une petite visite à Mme Sazerat. Tu sais que je n'aime pas t'ennuyer, mais ce serait si gentil de ta part.» Mon père riait, se fâchait un peu, et allait faire cette visite.",4.27349528670311,-1.395465612411499,-0.9787100553512573
1403,1403,"Malgré donc que Mme Sazerat ne le divertît pas, mon père, la rencontrant, alla vers elle en se découvrant, mais, à sa profonde surprise, Mme Sazerat se contenta d'un salut glacé, forcé par la politesse envers quelqu'un qui est coupable d'une mauvaise action ou est condamné à vivre désormais dans un hémisphère différent.",2.35822069644928,-1.4582493007183075,-0.9964579939842224
1404,1404,"Mon père était rentré fâché, stupéfait.",4.4681631326675415,-1.9204632639884949,-0.9926515221595764
1405,1405,Le lendemain ma mère rencontra Mme Sazerat dans un salon.,4.273295968770981,-0.45684197545051575,0.6879095435142517
1406,1406,"Celle-ci ne lui tendit pas la main et lui sourit d'un air vague et triste comme à une personne avec qui on a joué dans son enfance, mais avec qui on a cessé depuis lors toutes relations parce qu'elle a mené une vie de débauches, épousé un forçat ou, qui pis est, un homme divorcé.",1.248321756720543,-1.8074756264686584,-0.99848473072052
1407,1407,"Or de tous temps mes parents accordaient et inspiraient à Mme Sazerat 'estime la plus profonde. Mais (ce que ma mère ignorait) Mme Sazerat, seule de son espèce à Combray, était dreyfusarde. Mon père, ami de M. Méline, était convaincu de la culpabilité de Dreyfus. Il avait envoyé promener avec mauvaise humeur des collègues qui lui avaient demandé de signer une liste révisionniste. Il ne me reparla pas de huit jours quand il apprit que j'avais suivi une ligne de conduite différente. Ses opinions étaient connues. On n'était pas loin de le traiter de nationaliste.",1.4011090099811554,-1.7327000498771667,-0.9509985446929932
1408,1408,"Quant à ma grand' mère que seule de la famille paraissait devoir enflammer un doute généreux, chaque fois qu'on lui parlait de 'innocence possible de Dreyfus, elle avait un hochement de tête dont nous ne comprenions pas alors le sens, et qui était semblable à celui d'une personne qu'on vient déranger dans des pensées plus sérieuses. Ma mère, partagée entre son amour pour mon père et 'espoir que je fusse intelligent, gardait une indécision qu'elle traduisait par le silence. Enfin mon grand-père, adorant 'armée (bien que ses obligations de garde national eussent été le cauchemar de son âge mûr), ne voyait jamais à Combray un régiment défiler devant la grille sans se découvrir quand passaient le colonel et le drapeau. Tout cela était assez pour que Mme Sazerat, qui connaissait à fond la vie de désintéressement et d'honneur de mon père et de mon grand-père, les considérât comme des suppôts de 'Injustice. On pardonne les crimes individuels, mais non la participation à un crime collectif. Dès qu'elle le sut antidreyfusard, elle mit entre elle et lui des continents et des siècles. Ce qui explique qu'à une pareille distance dans le temps et dans 'espace, son salut ait paru imperceptible à mon père et qu'elle n'eût pas songé à une poignée de main et à des paroles lesquelles n'eussent pu franchir les mondes qui les séparaient.",3.339250773191452,-1.548433780670166,-0.9964854121208191
1409,1409,"Saint-Loup, devant venir à Paris, 'avait promis de me mener chez Mme de Villeparisis où j'espérais, sans le lui avoir dit, que nous rencontrerions Mme de Guermantes.",2.2655428647994995,1.6946560144424438,0.6131665110588074
1410,1410,Il me demanda de déjeuner au restaurant avec sa maîtresse que nous conduirions ensuite à une répétition.,1.4556996524333954,0.5223563313484192,0.5619167685508728
1411,1411,"Nous devions aller la chercher le matin, aux environs de Paris où elle habitait.",4.2939451932907104,0.7050269246101379,0.6362809538841248
1412,1412,J'avais demandé à Saint-Loup que le restaurant où nous déjeunerions (dans la vie des jeunes nobles qui dépensent de 'argent le restaurant joue un rôle aussi important que les caisses d'étoffe dans les contes arabes) fût de préférence celui où Aimé 'avait annoncé qu'il devait entrer comme maître d'hôtel en attendant la saison de Balbec.,2.3898219764232635,1.4796606302261353,0.6123166680335999
1413,1413,"C'était un grand charme pour moi qui rêvais à tant de voyages et en faisais si peu, de revoir quelqu'un qui faisait partie plus que de mes souvenirs de Balbec, mais de Balbec même, qui y allait tous les ans, qui, quand la fatigue ou mes cours me forçaient à rester à Paris, n'en regardait pas moins, pendant les longues fins d'après-midi de juillet, en attendant que les clients vinssent dîner, le soleil descendre et se coucher dans la mer, à travers les panneaux de verre de la grande salle à manger derrière lesquels, à 'heure où il s'éteignait, les ailes immobiles des vaisseaux lointains et bleuâtres avaient 'air de papillons exotiques et nocturnes dans une vitrine.",4.564124047756195,1.4386201798915863,0.9135070443153381
